|6.6.6
Archiving\03_Data\DeqLP/QFM_m1/T13/T13_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.9914       0.855439E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.9914       0.855470E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.9914       0.855501E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.9914       0.855533E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.9914       0.855564E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.9914       0.855596E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.9914       0.855627E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.8385       0.488455E-002  0.156622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.6188                 NaN  0.381216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.5715                 NaN  0.428463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.5243                 NaN  0.475723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.4770                 NaN  0.522997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.4297                 NaN  0.570284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.3824                 NaN  0.617585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.3351                 NaN  0.664899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.2878                 NaN  0.712227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.2404                 NaN  0.759568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        98.9793                 NaN   1.02067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        98.7181                 NaN   1.28193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        98.4567                 NaN   1.54334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        98.1951                 NaN   1.80491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        97.9334                 NaN   2.06662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        97.6715                 NaN   2.32849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        97.4095                 NaN   2.59050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        97.1473                 NaN   2.85267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        96.4991                 NaN   3.50091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        95.8501                 NaN   4.14988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        95.2004                 NaN   4.79958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        94.5500                 NaN   5.44999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        93.8989                 NaN   6.10112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        93.2470                 NaN   6.75297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        92.5945                 NaN   7.40553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        91.9412                 NaN   8.05880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        91.2390                 NaN   8.76101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        90.5451                 NaN   9.45012       0.479574E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        89.8425                 NaN   10.1408       0.166336E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        89.1392                 NaN   10.8324       0.284864E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        88.4520                 NaN   11.5081       0.398941E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        87.7641                 NaN   12.1846       0.513157E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        87.0754                 NaN   12.8619       0.627513E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        86.3859                 NaN   13.5399       0.742008E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        85.7286                 NaN   14.1865       0.849003E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        85.0706                 NaN   14.8338       0.956124E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        84.4118                 NaN   15.4818       0.106337                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        83.7524                 NaN   16.1306       0.117074                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        83.0922                 NaN   16.7800       0.127823                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        82.4313                 NaN   17.4301       0.138585                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        81.7697                 NaN   18.0810       0.149359                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        81.1073                 NaN   18.7325       0.160146                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        80.4823                 NaN   19.3477       0.169997                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        79.8566                 NaN   19.9636       0.179858                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        79.2302                 NaN   20.5800       0.189731                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        78.6033                 NaN   21.1971       0.199614                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        77.9757                 NaN   21.8148       0.209507                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        77.3474                 NaN   22.4332       0.219411                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        76.7186                 NaN   23.0521       0.229326                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        76.0891                 NaN   23.6717       0.239251                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        75.4899                 NaN   24.2617       0.248364                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        74.8902                 NaN   24.8523       0.257487                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        74.2899                 NaN   25.4434       0.266618                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        73.6891                 NaN   26.0351       0.275759                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        73.0877                 NaN   26.6274       0.284909                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        72.4858                 NaN   27.2202       0.294068                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        71.8833                 NaN   27.8135       0.303236                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        71.2802                 NaN   28.4073       0.312413                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        70.7015                 NaN   28.9776       0.320900                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        70.1223                 NaN   29.5483       0.329396                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        69.5426                 NaN   30.1195       0.337900                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        68.9624                 NaN   30.6912       0.346411                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        68.3817                 NaN   31.2634       0.354930                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        67.8005                 NaN   31.8360       0.363457                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        67.2188                 NaN   32.4092       0.371992                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        66.6367                 NaN   32.9828       0.380534                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        66.0761                 NaN   33.5355       0.388380                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        65.5151                 NaN   34.0886       0.396232                 NaN            NaN            NaN            NaN            NaN            NaN
