|6.6.6
Archiving\03_Data\DfracLP/QFM_m1.25/T13/T13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1431.08        500.000        98.7133                 NaN            NaN            NaN            NaN  0.561664       0.725059                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.5980                 NaN            NaN            NaN            NaN   1.04947       0.352524                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.6160                 NaN            NaN            NaN            NaN  0.347553        1.03645                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.6302                 NaN            NaN            NaN            NaN  0.347492        1.02227                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.6510                 NaN            NaN            NaN            NaN   1.00490       0.344065                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.6663                 NaN            NaN            NaN            NaN  0.338980       0.994755                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.6806                 NaN            NaN            NaN            NaN  0.982205       0.337164                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.6967                 NaN            NaN            NaN            NaN  0.332678       0.970585                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.7099                 NaN            NaN            NaN            NaN  0.962873       0.327213                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.7218                 NaN            NaN            NaN            NaN  0.951470       0.326706                 NaN            NaN            NaN            NaN
  1406.02        500.000        96.3392                 NaN            NaN            NaN            NaN   1.41674        1.06884        1.17520                 NaN            NaN            NaN
  1403.51        500.000        96.4127                 NaN            NaN            NaN            NaN   1.39054        1.04066        1.15606                 NaN            NaN            NaN
  1401.00        500.000        96.5088                 NaN            NaN            NaN            NaN   1.01243        1.35481        1.12399                 NaN            NaN            NaN
  1398.50        500.000        96.5988                 NaN            NaN            NaN            NaN  0.986453        1.32095        1.09381                 NaN            NaN            NaN
  1395.99        500.000        96.6883                 NaN            NaN            NaN            NaN   1.28791       0.960235        1.06357                 NaN            NaN            NaN
  1393.48        500.000        96.7735                 NaN            NaN            NaN            NaN   1.25628       0.935052        1.03518                 NaN            NaN            NaN
  1390.98        500.000        96.8509                 NaN            NaN            NaN            NaN  0.912067        1.22866        1.00835                 NaN            NaN            NaN
  1388.47        500.000        96.9228                 NaN  0.441485E-005            NaN            NaN  0.888890        1.20487       0.983436                 NaN            NaN            NaN
  1385.96        500.000        96.9805                 NaN  0.445496                 NaN            NaN   1.21602       0.309978        1.04796                 NaN            NaN            NaN
  1383.46        500.000        97.0532                 NaN  0.510402                 NaN            NaN   1.25645       0.144296        1.03560                 NaN            NaN            NaN
  1380.95        500.000        97.1281                 NaN  0.518900                 NaN            NaN  0.911220E-001   1.24999        1.01192                 NaN            NaN            NaN
  1378.45        500.000        97.1948                 NaN  0.525512                 NaN            NaN  0.422055E-001   1.24694       0.990529                 NaN            NaN            NaN
  1375.94        500.000        97.2679                 NaN  0.530531                 NaN            NaN   1.23449                 NaN  0.967029                 NaN            NaN            NaN
  1373.43        500.000        97.3308                 NaN  0.516109                 NaN            NaN   1.19428       0.150260E-001  0.943826                 NaN            NaN            NaN
  1370.93        500.000        97.3909                 NaN  0.506124                 NaN            NaN   1.17101       0.981849E-002  0.922143                 NaN            NaN            NaN
  1368.42        500.000        97.4497                 NaN  0.503819                 NaN            NaN   1.14492                 NaN  0.901603                 NaN            NaN            NaN
  1365.91        500.000        97.5051                 NaN  0.500202                 NaN            NaN   1.11255                 NaN  0.882108                 NaN            NaN            NaN
  1363.41        500.000        97.5525                 NaN  0.504735                 NaN            NaN   1.07723                 NaN  0.865546                 NaN            NaN            NaN
  1360.90        500.000        97.6180                 NaN  0.490358                 NaN            NaN   1.05025                 NaN  0.841438                 NaN            NaN            NaN
  1358.40        500.000        97.6652                 NaN  0.481594                 NaN            NaN   1.02958                 NaN  0.823659                 NaN            NaN            NaN
  1355.89        500.000        97.7052                 NaN  0.491686                 NaN            NaN  0.991694                 NaN  0.811461                 NaN            NaN            NaN
  1353.38        500.000        97.7701                 NaN  0.466907                 NaN            NaN  0.979187                 NaN  0.783817                 NaN            NaN            NaN
  1350.88        500.000        97.8065                 NaN  0.473577                 NaN            NaN  0.946488                 NaN  0.773451                 NaN            NaN            NaN
  1348.37        500.000        97.8611                 NaN  0.455589                 NaN            NaN  0.933004                 NaN  0.750273                 NaN            NaN            NaN
  1345.86        500.000        97.9010                 NaN  0.451088                 NaN            NaN  0.912128                 NaN  0.735799                 NaN            NaN            NaN
  1343.36        500.000        97.9458                 NaN  0.444180                 NaN            NaN  0.891066                 NaN  0.718947                 NaN            NaN            NaN
  1340.85        500.000        97.9863                 NaN  0.439327                 NaN            NaN  0.870726                 NaN  0.703695                 NaN            NaN            NaN
  1338.35        500.000        98.0244                 NaN  0.431609                 NaN            NaN  0.855646                 NaN  0.688295                 NaN            NaN            NaN
  1335.84        500.000        98.0669                 NaN  0.422089                 NaN            NaN  0.838738                 NaN  0.672248                 NaN            NaN            NaN
  1333.33        500.000        98.1065                 NaN  0.418758                 NaN            NaN  0.817723                 NaN  0.657005                 NaN            NaN            NaN
  1330.83        500.000        98.1429                 NaN  0.411441                 NaN            NaN  0.802763                 NaN  0.642929                 NaN            NaN            NaN
  1328.32        500.000        98.1785                 NaN  0.404705                 NaN            NaN  0.788001                 NaN  0.628811                 NaN            NaN            NaN
  1325.81        500.000        98.2148                 NaN  0.398413                 NaN            NaN  0.771701                 NaN  0.615084                 NaN            NaN            NaN
  1323.31        500.000        98.2513                 NaN  0.389306                 NaN            NaN  0.759034                 NaN  0.600335                 NaN            NaN            NaN
  1320.80        500.000        98.2843                 NaN  0.383029                 NaN            NaN  0.745001                 NaN  0.587638                 NaN            NaN            NaN
  1318.30        500.000        98.3191                 NaN  0.374669                 NaN            NaN  0.732510                 NaN  0.573744                 NaN            NaN            NaN
  1315.79        500.000        98.3500                 NaN  0.368702                 NaN            NaN  0.719782                 NaN  0.561534                 NaN            NaN            NaN
  1313.28        500.000        98.3824                 NaN  0.360887                 NaN            NaN  0.707957                 NaN  0.548794                 NaN            NaN            NaN
  1310.78        500.000        98.4146                 NaN  0.352535                 NaN            NaN  0.696839                 NaN  0.535991                 NaN            NaN            NaN
  1308.27        500.000        98.4441                 NaN  0.346090                 NaN            NaN  0.685465                 NaN  0.524312                 NaN            NaN            NaN
  1305.76        500.000        98.4183                 NaN  0.496984                 NaN            NaN  0.404467                 NaN  0.680276                 NaN            NaN            NaN
  1303.26        500.000        98.5419                 NaN  0.190298                 NaN            NaN  0.929305                 NaN  0.338497                 NaN            NaN            NaN
  1300.75        500.000        98.5386                 NaN  0.321369                 NaN            NaN  0.652102                 NaN  0.487910                 NaN            NaN            NaN
  1298.25        500.000        98.4055                 NaN  0.367295                 NaN            NaN  0.670152                 NaN  0.557075                 NaN            NaN            NaN
  1295.74        500.000        98.7431                 NaN  0.262517                 NaN            NaN  0.605606                 NaN  0.388787                 NaN            NaN            NaN
  1293.23        500.000        98.6669                 NaN  0.327766                 NaN            NaN  0.535929                 NaN  0.469383                 NaN            NaN            NaN
  1290.73        500.000        98.5937                 NaN  0.268450                 NaN            NaN  0.705555                 NaN  0.432309                 NaN            NaN            NaN
  1288.22        500.000        98.6792                 NaN  0.284530                 NaN            NaN  0.602836                 NaN  0.433398                 NaN            NaN            NaN
  1285.71        500.000        98.7081                 NaN  0.275608                 NaN            NaN  0.593745                 NaN  0.422591                 NaN            NaN            NaN
  1283.21        500.000        98.7325                 NaN  0.269521                 NaN            NaN  0.585021                 NaN  0.412957                 NaN            NaN            NaN
  1280.70        500.000        98.7599                 NaN  0.261624                 NaN            NaN  0.575665                 NaN  0.402765                 NaN            NaN            NaN
  1278.20        500.000        98.7843                 NaN  0.254556                 NaN            NaN  0.567731                 NaN  0.393396                 NaN            NaN            NaN
  1275.69        500.000        98.7248                 NaN  0.244754                 NaN            NaN  0.591397                 NaN  0.408824       0.302597E-001            NaN            NaN
  1273.18        500.000        98.7023                 NaN  0.236079                 NaN            NaN  0.598695                 NaN  0.413903       0.490738E-001            NaN            NaN
  1270.68        500.000        98.7381                 NaN  0.229335                 NaN            NaN  0.583568                 NaN  0.401807       0.472285E-001            NaN            NaN
  1268.17        500.000        98.7738                 NaN  0.222450                 NaN            NaN  0.568503                 NaN  0.389788       0.454409E-001            NaN            NaN
  1265.66        500.000        98.8092                 NaN  0.215926                 NaN            NaN  0.553070                 NaN  0.378067       0.437137E-001            NaN            NaN
  1263.16        500.000        98.8449                 NaN  0.208686                 NaN            NaN  0.538084                 NaN  0.366290       0.420122E-001            NaN            NaN
  1260.65        500.000        98.8766                 NaN  0.203232                 NaN            NaN  0.524139                 NaN  0.355593       0.404050E-001            NaN            NaN
  1258.15        500.000        98.9098                 NaN  0.196744                 NaN            NaN  0.509963                 NaN  0.344621       0.388403E-001            NaN            NaN
  1255.64        500.000        98.9425                 NaN  0.190203                 NaN            NaN  0.496161                 NaN  0.333835       0.372852E-001            NaN            NaN
  1253.13        500.000        98.9741                 NaN  0.184078                 NaN            NaN  0.482614                 NaN  0.323419       0.358138E-001            NaN            NaN
  1250.63        500.000        99.0048                 NaN  0.177943                 NaN            NaN  0.469564                 NaN  0.313290       0.343793E-001            NaN            NaN
  1248.12        500.000        99.0362                 NaN  0.171750                 NaN            NaN  0.455976                 NaN  0.303112       0.329787E-001            NaN            NaN
  1245.61        500.000        99.1115                 NaN  0.171810                 NaN            NaN  0.378301                 NaN  0.305122       0.332695E-001            NaN            NaN
  1243.11        500.000        99.0522                 NaN  0.151683                 NaN            NaN  0.495920                 NaN  0.271521       0.286982E-001            NaN            NaN
  1240.60        500.000        96.3898                 NaN  0.277316                 NaN            NaN  0.778645                 NaN  0.554586       0.755906E-001   1.92409                 NaN
  1238.10        500.000        95.2448                 NaN  0.318456                 NaN            NaN  0.911749                 NaN  0.657155       0.927152E-001   2.77515                 NaN
  1235.59        500.000        95.5602                 NaN  0.294755                 NaN            NaN  0.853415                 NaN  0.611083       0.850485E-001   2.59553                 NaN
  1233.08        500.000        95.8449                 NaN  0.273496                 NaN            NaN  0.800213                 NaN  0.568932       0.781047E-001   2.43433                 NaN
  1230.58        500.000        96.1046                 NaN  0.253973                 NaN            NaN  0.751564                 NaN  0.530414       0.717905E-001   2.28765                 NaN
  1228.07        500.000        96.3418                 NaN  0.235860                 NaN            NaN  0.706793                 NaN  0.494904       0.659989E-001   2.15467                 NaN
  1225.56        500.000        96.5595                 NaN  0.219581                 NaN            NaN  0.665126                 NaN  0.462099       0.607287E-001   2.03297                 NaN
  1223.06        500.000        96.7594                 NaN  0.203888                 NaN            NaN  0.627655                 NaN  0.432018       0.558717E-001   1.92120                 NaN
  1220.55        500.000        96.9447                 NaN  0.189544                 NaN            NaN  0.592280                 NaN  0.404148       0.514214E-001   1.81794                 NaN
  1218.05        500.000        97.1168                 NaN  0.175154                 NaN            NaN  0.560558                 NaN  0.377826       0.473419E-001   1.72234                 NaN
  1215.54        500.000        97.2730                 NaN  0.162875                 NaN            NaN  0.530979                 NaN  0.354421       0.435593E-001   1.63517                 NaN
  1213.03        500.000        97.4199                 NaN  0.150108                 NaN            NaN  0.504385                 NaN  0.332126       0.400823E-001   1.55336                 NaN
  1210.53        500.000        75.8011                 NaN  0.694572                 NaN            NaN   2.13156                 NaN   2.09307       0.150067        9.76698        9.36260     
  1208.02        500.000        69.1692                 NaN  0.855914                 NaN            NaN   2.58520                 NaN   2.60722       0.176322        12.1750        12.4312     
  1205.51        500.000        74.4535                 NaN  0.702999                 NaN            NaN   2.14837                 NaN   2.15396       0.143289        10.0932        10.3047     
  1203.01        500.000        78.2627                 NaN  0.587165                 NaN            NaN   1.82772                 NaN   1.82563       0.119682        8.60413        8.77300     
  1200.50        500.000        72.5219                 NaN  0.820523                 NaN            NaN   2.09305                 NaN   2.35703       0.148199        10.8798        11.1795     
  1197.99        500.000        93.8821                 NaN  0.153505                 NaN            NaN  0.533846                 NaN  0.406308       0.341754E-001   2.52927        2.46077     
  1195.49        500.000        76.8536                 NaN  0.522011                 NaN            NaN   1.96333                 NaN   1.89545       0.116058        9.20053        9.44905     
  1192.98        500.000        86.9567                 NaN  0.302416                 NaN            NaN   1.11106                 NaN   1.06774       0.660640E-001   5.27519        5.22081     
  1190.48        500.000        85.5631                 NaN  0.396900                 NaN            NaN   1.02930                 NaN   1.14130       0.770861E-001   5.99848        5.79383     
  1187.97        500.000        79.7573                 NaN            NaN            NaN            NaN  0.288127        1.90808        1.59949       0.688959E-001   8.41802        7.96003     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN   9.44214                 NaN   7.44320       0.327167        42.7017        40.0858     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN  0.100649        9.32329        7.46741       0.327558        42.7039        40.0771     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN   8.15082        1.29054        7.43756       0.327418        42.7039        40.0897     
  1177.94        500.000                 NaN            NaN   2.34249                 NaN            NaN   5.37493       0.271077E-003   7.15205       0.493015        43.5430        41.0942     
  1175.44        500.000                 NaN            NaN   2.35246                 NaN            NaN   5.35927                 NaN   7.15249       0.493391        43.5414        41.1009     
  1172.93        500.000                 NaN            NaN   2.36211                 NaN            NaN   5.34393                 NaN   7.15292       0.493744        43.5397        41.1076     
  1170.43        500.000                 NaN            NaN   2.02041                 NaN            NaN   5.98285                 NaN   7.21248       0.461076        43.3558        40.9674     
  1167.92        500.000                 NaN            NaN   2.38124                 NaN            NaN   5.31201       0.148214E-002   7.15388       0.494454        43.5362        41.1207     
  1165.41        500.000                 NaN            NaN   2.09257                 NaN            NaN   5.86542                 NaN   7.21229       0.465337        43.3532        41.0112     
  1162.91        500.000                 NaN            NaN   2.22795                 NaN            NaN   5.60996                 NaN   7.19732       0.476971        43.4249        41.0629     
  1160.40        500.000                 NaN            NaN   2.16710                 NaN            NaN   5.73052                 NaN   7.19971       0.470915        43.3911        41.0406     
  1157.89        500.000                 NaN            NaN   2.41772                 NaN            NaN   5.25572                 NaN   7.15582       0.495779        43.5286        41.1463     
  1155.39        500.000                 NaN            NaN   2.21911                 NaN            NaN   5.64158                 NaN   7.19608       0.474252        43.4010        41.0679     
  1152.88        500.000                 NaN            NaN   2.40614                 NaN            NaN   5.29639                 NaN   7.16035       0.493579        43.4933        41.1502     
  1150.38        500.000                 NaN            NaN   2.26535                 NaN            NaN   5.56304                 NaN   7.19298       0.477163        43.4084        41.0930     
  1147.87        500.000                 NaN            NaN   2.29146                 NaN            NaN   5.50631                 NaN   7.18726       0.482321        43.4259        41.1067     
  1145.36        500.000                 NaN            NaN   2.45246                 NaN            NaN   5.20397                 NaN   7.16432       0.497859        43.5017        41.1797     
  1142.86        500.000                 NaN            NaN   2.46006                 NaN            NaN   5.19545                 NaN   7.16943       0.497173        43.4942        41.1837     
  1140.35        500.000                 NaN            NaN   2.46807                 NaN            NaN   5.18328                 NaN   7.16973       0.497335        43.4920        41.1896     
  1137.84        500.000                 NaN            NaN   2.35731                 NaN            NaN   5.40592                 NaN   7.18970       0.482744        43.4204        41.1439     
  1135.34        500.000                 NaN            NaN   2.48381                 NaN            NaN   5.15933                 NaN   7.17025       0.497682        43.4877        41.2013     
  1132.83        500.000                 NaN            NaN   2.38885                 NaN            NaN   5.35804                 NaN   7.19857       0.484459        43.4037        41.1664     
  1130.33        500.000                 NaN            NaN   2.40700                 NaN            NaN   5.33369                 NaN   7.19212       0.485776        43.4044        41.1770     
  1127.82        500.000                 NaN            NaN   2.42159                 NaN            NaN   5.31042                 NaN   7.19137       0.486158        43.4045        41.1860     
  1125.31        500.000                 NaN            NaN   2.43927                 NaN            NaN   5.26985                 NaN   7.18486       0.488081        43.4239        41.1940     
  1122.81        500.000                 NaN            NaN   2.44580                 NaN            NaN   5.25926                 NaN   7.18573       0.487840        43.4228        41.1986     
  1120.30        500.000                 NaN            NaN   2.45820                 NaN            NaN   5.23902                 NaN   7.18577       0.488492        43.4218        41.2067     
  1117.79        500.000                 NaN            NaN   2.47008                 NaN            NaN   5.21947                 NaN   7.18577       0.489124        43.4211        41.2144     
  1115.29        500.000                 NaN            NaN   2.54267                 NaN            NaN   5.06909                 NaN   7.17196       0.499202        43.4711        41.2460     
  1112.78        500.000                 NaN            NaN   2.55623                 NaN            NaN   5.04559                 NaN   7.17090       0.499456        43.4762        41.2517     
  1110.28        500.000                 NaN            NaN   2.50351                 NaN            NaN   5.16470                 NaN   7.18589       0.490856        43.4184        41.2366     
  1107.77        500.000                 NaN            NaN   2.51358                 NaN            NaN   5.14844                 NaN   7.18613       0.491342        43.4169        41.2436     
  1105.26        500.000                 NaN            NaN   2.52389                 NaN            NaN   5.13165                 NaN   7.18629       0.491863        43.4157        41.2506     
  1102.76        500.000                 NaN            NaN   2.53402                 NaN            NaN   5.11515                 NaN   7.18647       0.492378        43.4144        41.2576     
  1100.25        500.000                 NaN            NaN   2.54361                 NaN            NaN   5.09968                 NaN   7.18675       0.492840        43.4128        41.2644     
  1097.74        500.000                 NaN            NaN   2.55294                 NaN            NaN   5.08467                 NaN   7.18706       0.493284        43.4110        41.2710     
  1095.24        500.000                 NaN            NaN   2.63167                 NaN            NaN   4.92980                 NaN   7.17446       0.501358        43.4587        41.3040     
  1092.73        500.000                 NaN            NaN   2.64027                 NaN            NaN   4.91691                 NaN   7.17301       0.501721        43.4573        41.3108     
  1090.23        500.000                 NaN            NaN   2.64620                 NaN            NaN   4.90828                 NaN   7.17401       0.501844        43.4537        41.3160     
  1087.72        500.000                 NaN            NaN   2.65189                 NaN            NaN   4.89983                 NaN   7.17468       0.502018        43.4504        41.3211     
  1085.21        500.000                 NaN            NaN   2.65777                 NaN            NaN   4.89102                 NaN   7.17546       0.502210        43.4472        41.3264     
  1082.71        500.000                 NaN            NaN   2.66353                 NaN            NaN   4.88257                 NaN   7.17639       0.502336        43.4436        41.3315     
  1080.20        500.000                 NaN            NaN   2.66902                 NaN            NaN   4.87463                 NaN   7.17721       0.502469        43.4400        41.3366     
  1077.69        500.000                 NaN            NaN   2.67467                 NaN            NaN   4.86636                 NaN   7.17824       0.502603        43.4364        41.3418     
  1075.19        500.000                 NaN            NaN   2.68014                 NaN            NaN   4.85843                 NaN   7.17916       0.502731        43.4327        41.3468     
  1072.68        500.000                 NaN            NaN   2.68553                 NaN            NaN   4.85065                 NaN   7.18010       0.502856        43.4290        41.3519     
  1070.18        500.000                 NaN            NaN   2.69095                 NaN            NaN   4.84275                 NaN   7.18107       0.502981        43.4253        41.3569     
  1067.67        500.000                 NaN            NaN   2.69620                 NaN            NaN   4.83529                 NaN   7.18208       0.503083        43.4214        41.3620     
  1065.16        500.000                 NaN            NaN   2.70140                 NaN            NaN   4.82787                 NaN   7.18308       0.503193        43.4175        41.3670     
  1062.66        500.000                 NaN            NaN   2.70654                 NaN            NaN   4.82060                 NaN   7.18415       0.503288        43.4135        41.3719     
  1060.15        500.000                 NaN            NaN   2.71159                 NaN            NaN   4.81346                 NaN   7.18515       0.503398        43.4095        41.3769     
  1057.64        500.000                 NaN            NaN   2.71663                 NaN            NaN   4.80633                 NaN   7.18621       0.503496        43.4055        41.3818     
  1055.14        500.000                 NaN            NaN   2.72143                 NaN            NaN   4.79981                 NaN   7.18731       0.503581        43.4012        41.3867     
  1052.63        500.000                 NaN            NaN   2.68656                 NaN            NaN   4.87733                 NaN   7.19866       0.498686        43.3612        41.3775     
  1050.13        500.000                 NaN            NaN   2.69255                 NaN            NaN   4.86852                 NaN   7.19960       0.498873        43.3576        41.3829     
  1047.62        500.000                 NaN            NaN   2.69841                 NaN            NaN   4.85994                 NaN   7.20057       0.499050        43.3538        41.3882     
  1045.11        500.000                 NaN            NaN   2.70416                 NaN            NaN   4.85156                 NaN   7.20157       0.499218        43.3499        41.3935     
  1042.61        500.000                 NaN            NaN   2.74542                 NaN            NaN   4.76650                 NaN   7.19297       0.503984        43.3801        41.4110     
  1040.10        500.000                 NaN            NaN   2.71535                 NaN            NaN   4.83546                 NaN   7.20365       0.499527        43.3420        41.4040     
  1037.59        500.000                 NaN            NaN   2.75449                 NaN            NaN   4.75428                 NaN   7.19539       0.504104        43.3711        41.4206     
  1035.09        500.000                 NaN            NaN   2.72616                 NaN            NaN   4.82001                 NaN   7.20595       0.499809        43.3337        41.4144     
  1032.58        500.000                 NaN            NaN   2.73075                 NaN            NaN   4.81361                 NaN   7.20852       0.500064        43.3280        41.4191     
  1030.08        500.000                 NaN            NaN   2.73648                 NaN            NaN   4.80565                 NaN   7.20810       0.500038        43.3251        41.4246     
  1027.57        500.000                 NaN            NaN   2.74152                 NaN            NaN   4.79871                 NaN   7.20925       0.500118        43.3208        41.4296     
  1025.06        500.000                 NaN            NaN   2.74624                 NaN            NaN   4.79276                 NaN   7.21046       0.500158        43.3157        41.4347     
  1022.56        500.000                 NaN            NaN   2.75142                 NaN            NaN   4.78512                 NaN   7.21157       0.500306        43.3119        41.4397     
  1020.05        500.000                 NaN            NaN   2.78355                 NaN            NaN   4.71719                 NaN   7.20483       0.504261        43.3367        41.4535     
  1017.54        500.000                 NaN            NaN   2.78825                 NaN            NaN   4.71060                 NaN   7.20598       0.504368        43.3325        41.4583     
  1015.04        500.000                 NaN            NaN   2.79266                 NaN            NaN   4.70468                 NaN   7.20729       0.504444        43.3278        41.4631     
  1012.53        500.000                 NaN            NaN   2.79333                 NaN            NaN   4.70722                 NaN   7.20973       0.503999        43.3190        41.4668     
  1010.03        500.000                 NaN            NaN   2.80096                 NaN            NaN   4.69396                 NaN   7.21005       0.504529        43.3180        41.4725     
  1007.52        500.000                 NaN            NaN   2.80489                 NaN            NaN   4.68909                 NaN   7.21151       0.504545        43.3128        41.4772     
  1005.01        500.000                 NaN            NaN   2.80875                 NaN            NaN   4.68437                 NaN   7.21301       0.504550        43.3075        41.4818     
  1002.51        500.000                 NaN            NaN   2.81259                 NaN            NaN   4.67970                 NaN   7.21450       0.504560        43.3022        41.4865     
  1000.00        500.000                 NaN            NaN   2.81637                 NaN            NaN   4.67516                 NaN   7.21605       0.504559        43.2968        41.4911     
