|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.5/Y98/Y98_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             O(HP)          ilm            San(TH)        q             
  1412.28        500.000        98.4563       0.473563       0.586049                 NaN            NaN  0.484099                 NaN            NaN            NaN            NaN
  1411.15        500.000        98.4801       0.466910       0.576740                 NaN            NaN  0.476295                 NaN            NaN            NaN            NaN
  1410.01        500.000        98.4984       0.479762       0.488470                 NaN            NaN  0.481717       0.516652E-001            NaN            NaN            NaN
  1408.88        500.000        98.5200       0.499316       0.368055                 NaN            NaN  0.490496       0.122101                 NaN            NaN            NaN
  1407.75        500.000        98.5390       0.494169       0.359349                 NaN            NaN  0.485007       0.122457                 NaN            NaN            NaN
  1406.61        500.000        98.5593       0.489306       0.347840                 NaN            NaN  0.478661       0.124919                 NaN            NaN            NaN
  1405.48        500.000        98.5809       0.484200       0.338746                 NaN            NaN  0.471891       0.124268                 NaN            NaN            NaN
  1404.35        500.000        98.5998       0.329942       0.478901                 NaN            NaN  0.465999       0.125309                 NaN            NaN            NaN
  1403.22        500.000        98.6116       0.475304       0.322208                 NaN            NaN  0.463970       0.126937                 NaN            NaN            NaN
  1402.08        500.000        98.6511       0.306346       0.466613                 NaN            NaN  0.449653       0.126288                 NaN            NaN            NaN
  1400.95        500.000        98.6542       0.301987       0.466097                 NaN            NaN  0.449619       0.128069                 NaN            NaN            NaN
  1399.82        500.000        98.6731       0.293379       0.461522                 NaN            NaN  0.443776       0.128264                 NaN            NaN            NaN
  1398.69        500.000        98.6911       0.283096       0.457247                 NaN            NaN  0.438388       0.130156                 NaN            NaN            NaN
  1397.55        500.000        98.7073       0.452980       0.276662                 NaN            NaN  0.433167       0.129860                 NaN            NaN            NaN
  1396.42        500.000        98.7223       0.449168       0.269156                 NaN            NaN  0.428748       0.130628                 NaN            NaN            NaN
  1395.29        500.000        98.7406       0.260098       0.445108                 NaN            NaN  0.423008       0.131213                 NaN            NaN            NaN
  1394.16        500.000        98.7548       0.441411       0.252560                 NaN            NaN  0.418768       0.132466                 NaN            NaN            NaN
  1393.02        500.000        98.7685       0.439598       0.244738                 NaN            NaN  0.414330       0.132869                 NaN            NaN            NaN
  1391.89        500.000        98.7869       0.434417       0.236686                 NaN            NaN  0.408680       0.133290                 NaN            NaN            NaN
  1390.76        500.000        98.7955       0.226366       0.435407                 NaN            NaN  0.406711       0.136001                 NaN            NaN            NaN
  1389.63        500.000        98.8217       0.425222       0.222564                 NaN            NaN  0.397320       0.133207                 NaN            NaN            NaN
  1388.49        500.000        98.0853       0.714459       0.360478                 NaN            NaN  0.637773       0.202001                 NaN            NaN            NaN
  1387.36        500.000        99.5526       0.560193E-001  0.169668                 NaN            NaN  0.155347       0.663840E-001            NaN            NaN            NaN
  1386.23        500.000        98.8268       0.204101       0.429512                 NaN            NaN  0.398593       0.140972                 NaN            NaN            NaN
  1385.09        500.000        98.9055       0.403466       0.188997                 NaN            NaN  0.369516       0.132556                 NaN            NaN            NaN
  1383.96        500.000        98.8811       0.414396       0.186690                 NaN            NaN  0.379855       0.137996                 NaN            NaN            NaN
  1382.83        500.000        98.8985       0.181937       0.408530                 NaN            NaN  0.373768       0.137228                 NaN            NaN            NaN
  1381.70        500.000        98.9059       0.250216       0.386670                 NaN            NaN  0.362040       0.951783E-001            NaN            NaN            NaN
  1380.56        500.000        98.9238       0.924363E-001  0.425439                 NaN            NaN  0.375779       0.182580                 NaN            NaN            NaN
  1379.43        500.000        98.9331       0.401776       0.162853                 NaN            NaN  0.363181       0.139132                 NaN            NaN            NaN
  1378.30        500.000        98.9450       0.398784       0.157602                 NaN            NaN  0.359314       0.139297                 NaN            NaN            NaN
  1377.17        500.000        98.9578       0.396007       0.151150                 NaN            NaN  0.355296       0.139748                 NaN            NaN            NaN
  1376.03        500.000        98.9679       0.394547       0.144920                 NaN            NaN  0.352298       0.140334                 NaN            NaN            NaN
  1374.90        500.000        98.9800       0.140401       0.391087                 NaN            NaN  0.348201       0.140345                 NaN            NaN            NaN
  1373.77        500.000        98.9911       0.134716       0.388778                 NaN            NaN  0.344784       0.140594                 NaN            NaN            NaN
  1372.64        500.000        99.0031       0.128198       0.386134                 NaN            NaN  0.341200       0.141330                 NaN            NaN            NaN
  1371.50        500.000        99.0107       0.385125       0.123227                 NaN            NaN  0.339050       0.141915                 NaN            NaN            NaN
  1370.37        500.000        99.0270       0.120262       0.379995                 NaN            NaN  0.332834       0.139912                 NaN            NaN            NaN
  1369.24        500.000        99.0349       0.112924       0.379451                 NaN            NaN  0.330929       0.141812                 NaN            NaN            NaN
  1368.11        500.000        99.0416       0.107454       0.379313                 NaN            NaN  0.329096       0.142517                 NaN            NaN            NaN
  1366.97        500.000        99.0576       0.104764       0.374348                 NaN            NaN  0.322862       0.140422                 NaN            NaN            NaN
  1365.84        500.000        99.0639       0.994512E-001  0.373844                 NaN            NaN  0.321251       0.141526                 NaN            NaN            NaN
  1364.71        500.000        99.0719       0.943714E-001  0.372225                 NaN            NaN  0.319023       0.142524                 NaN            NaN            NaN
  1363.57        500.000        99.0708       0.148233       0.347149                 NaN            NaN  0.314154       0.119715                 NaN            NaN            NaN
  1362.44        500.000        99.1078       0.389653       0.283118E-001            NaN            NaN  0.311573       0.162632                 NaN            NaN            NaN
  1361.31        500.000        99.0988       0.368038       0.814134E-001            NaN            NaN  0.309935       0.141799                 NaN            NaN            NaN
  1360.18        500.000        99.1129       0.363055       0.785996E-001            NaN            NaN  0.304913       0.140528                 NaN            NaN            NaN
  1359.04        500.000        99.1194       0.740047E-001  0.362726                 NaN            NaN  0.302862       0.140973                 NaN            NaN            NaN
  1357.91        500.000        99.1294       0.359492       0.711794E-001            NaN            NaN  0.299523       0.140381                 NaN            NaN            NaN
  1356.78        500.000        99.1369       0.358431       0.671039E-001            NaN            NaN  0.297121       0.140429                 NaN            NaN            NaN
  1355.65        500.000        99.1461       0.635383E-001  0.356487                 NaN            NaN  0.293964       0.139949                 NaN            NaN            NaN
  1354.51        500.000        99.1540       0.600800E-001  0.354657                 NaN            NaN  0.291321       0.139906                 NaN            NaN            NaN
  1353.38        500.000        99.1631       0.352651       0.570017E-001            NaN            NaN  0.288146       0.139140                 NaN            NaN            NaN
  1352.25        500.000        99.1706       0.351050       0.538298E-001            NaN            NaN  0.285628       0.138872                 NaN            NaN            NaN
  1351.12        500.000        99.1786       0.349634       0.502515E-001            NaN            NaN  0.282988       0.138536                 NaN            NaN            NaN
  1349.98        500.000        99.1868       0.347646       0.476268E-001            NaN            NaN  0.280000       0.137877                 NaN            NaN            NaN
  1348.85        500.000        99.1935       0.346709       0.448880E-001            NaN            NaN  0.277631       0.137268                 NaN            NaN            NaN
  1347.72        500.000        99.2016       0.344465       0.425264E-001            NaN            NaN  0.274804       0.136592                 NaN            NaN            NaN
  1346.59        500.000        99.2062       0.344933       0.375192E-001            NaN            NaN  0.273668       0.137659                 NaN            NaN            NaN
  1345.45        500.000        99.2184       0.339973       0.381572E-001            NaN            NaN  0.268804       0.134637                 NaN            NaN            NaN
  1344.32        500.000        99.2244       0.361713E-001  0.338687                 NaN            NaN  0.266621       0.134139                 NaN            NaN            NaN
  1343.19        500.000        99.2310       0.335082E-001  0.337533                 NaN            NaN  0.264426       0.133572                 NaN            NaN            NaN
  1342.05        500.000        99.2375       0.314900E-001  0.336268                 NaN            NaN  0.261988       0.132749                 NaN            NaN            NaN
  1340.92        500.000        99.2449       0.284773E-001  0.334680                 NaN            NaN  0.259553       0.132353                 NaN            NaN            NaN
  1339.79        500.000        99.2511       0.260187E-001  0.333815                 NaN            NaN  0.257353       0.131735                 NaN            NaN            NaN
  1338.66        500.000        99.2561       0.331594       0.269989E-001            NaN            NaN  0.255210       0.130095                 NaN            NaN            NaN
  1337.52        500.000        99.2663       0.330768       0.209746E-001            NaN            NaN  0.251910       0.130074                 NaN            NaN            NaN
  1336.39        500.000        99.2717       0.327325       0.240462E-001            NaN            NaN  0.249467       0.127462                 NaN            NaN            NaN
  1335.26        500.000        99.2773       0.327299       0.170971E-001            NaN            NaN  0.248576       0.129700                 NaN            NaN            NaN
  1334.13        500.000        99.2863       0.324097       0.205679E-001            NaN            NaN  0.243917       0.125145                 NaN            NaN            NaN
  1332.99        500.000        99.2903       0.178990E-001  0.323764                 NaN            NaN  0.242840       0.125223                 NaN            NaN            NaN
  1331.86        500.000        99.2958       0.321734       0.182312E-001            NaN            NaN  0.240611       0.123640                 NaN            NaN            NaN
  1330.73        500.000        99.3020       0.165313E-001  0.320368                 NaN            NaN  0.238374       0.122692                 NaN            NaN            NaN
  1329.60        500.000        99.3070       0.139996E-001  0.320209                 NaN            NaN  0.236660       0.122121                 NaN            NaN            NaN
  1328.46        500.000        99.3117       0.318509       0.152368E-001            NaN            NaN  0.234507       0.120064                 NaN            NaN            NaN
  1327.33        500.000        99.3204       0.161559E-001  0.314431                 NaN            NaN  0.231120       0.117899                 NaN            NaN            NaN
  1326.20        500.000        99.3248       0.138076E-001  0.314308                 NaN            NaN  0.229635       0.117483                 NaN            NaN            NaN
  1325.07        500.000        99.3290       0.135695E-001  0.313514                 NaN            NaN  0.227911       0.115989                 NaN            NaN            NaN
  1323.93        500.000        99.3360       0.310910       0.138640E-001            NaN            NaN  0.225116       0.114154                 NaN            NaN            NaN
  1322.80        500.000        99.3401       0.309420       0.141428E-001            NaN            NaN  0.223514       0.112869                 NaN            NaN            NaN
  1321.67        500.000        99.2953       0.337874                 NaN            NaN            NaN  0.235916       0.112253       0.186163E-001            NaN            NaN
  1320.53        500.000        99.2506       0.355327                 NaN            NaN            NaN  0.248149       0.109136       0.368178E-001            NaN            NaN
  1319.40        500.000        99.2606       0.352793                 NaN            NaN            NaN  0.244287       0.106276       0.360254E-001            NaN            NaN
  1318.27        500.000        99.2686       0.348220                 NaN            NaN            NaN  0.241807       0.105806       0.355209E-001            NaN            NaN
  1317.14        500.000        99.2771       0.344159                 NaN            NaN            NaN  0.239062       0.104729       0.349650E-001            NaN            NaN
  1316.00        500.000        99.2850       0.340843                 NaN            NaN            NaN  0.236368       0.103383       0.343984E-001            NaN            NaN
  1314.87        500.000        99.2940       0.335148                 NaN            NaN            NaN  0.233682       0.103218       0.339082E-001            NaN            NaN
  1313.74        500.000        99.3022       0.331466                 NaN            NaN            NaN  0.230714       0.102296       0.333293E-001            NaN            NaN
  1312.61        500.000        99.3103       0.327295                 NaN            NaN            NaN  0.228201       0.101390       0.328392E-001            NaN            NaN
  1311.47        500.000        99.3182       0.323108                 NaN            NaN            NaN  0.225642       0.100669       0.323392E-001            NaN            NaN
  1310.34        500.000        99.3254       0.318797                 NaN            NaN            NaN  0.223754       0.100147       0.319214E-001            NaN            NaN
  1309.21        500.000        99.3342       0.316106                 NaN            NaN            NaN  0.219835       0.986385E-001  0.312549E-001            NaN            NaN
  1308.08        500.000        99.3288       0.317672                 NaN            NaN            NaN  0.223324       0.987427E-001  0.314272E-001            NaN            NaN
  1306.94        500.000        99.3583       0.308800                 NaN            NaN            NaN  0.210459       0.928644E-001  0.296246E-001            NaN            NaN
  1305.81        500.000        99.3565       0.306468                 NaN            NaN            NaN  0.212523       0.946905E-001  0.297915E-001            NaN            NaN
  1304.68        500.000        99.3632       0.302224                 NaN            NaN            NaN  0.210632       0.944879E-001  0.294377E-001            NaN            NaN
  1303.55        500.000        99.3711       0.299960                 NaN            NaN            NaN  0.207726       0.923672E-001  0.288695E-001            NaN            NaN
  1302.41        500.000        99.3777       0.295443                 NaN            NaN            NaN  0.205720       0.926517E-001  0.285039E-001            NaN            NaN
  1301.28        500.000        99.3850       0.293161                 NaN            NaN            NaN  0.203093       0.906986E-001  0.280049E-001            NaN            NaN
  1300.15        500.000        99.3918       0.290461                 NaN            NaN            NaN  0.200792       0.893755E-001  0.275601E-001            NaN            NaN
  1299.01        500.000        99.3984       0.287280                 NaN            NaN            NaN  0.198566       0.886107E-001  0.271397E-001            NaN            NaN
  1297.88        500.000        99.4052       0.284240                 NaN            NaN            NaN  0.196286       0.875852E-001  0.267102E-001            NaN            NaN
  1296.75        500.000        99.4111       0.281841                 NaN            NaN            NaN  0.194183       0.865261E-001  0.263016E-001            NaN            NaN
  1295.62        500.000        99.4182       0.278654                 NaN            NaN            NaN  0.191895       0.853980E-001  0.258699E-001            NaN            NaN
  1294.48        500.000        99.4246       0.276006                 NaN            NaN            NaN  0.189638       0.843404E-001  0.254628E-001            NaN            NaN
  1293.35        500.000        99.4307       0.273471                 NaN            NaN            NaN  0.187580       0.832136E-001  0.250632E-001            NaN            NaN
  1292.22        500.000        99.4370       0.270699                 NaN            NaN            NaN  0.185379       0.822420E-001  0.246763E-001            NaN            NaN
  1291.09        500.000        99.4433       0.267838                 NaN            NaN            NaN  0.183295       0.813046E-001  0.242902E-001            NaN            NaN
  1289.95        500.000        99.4492       0.265877                 NaN            NaN            NaN  0.181242       0.797509E-001  0.238918E-001            NaN            NaN
  1288.82        500.000        99.4553       0.262924                 NaN            NaN            NaN  0.179163       0.791165E-001  0.235162E-001            NaN            NaN
  1287.69        500.000        99.4611       0.260844                 NaN            NaN            NaN  0.177055       0.779116E-001  0.231281E-001            NaN            NaN
  1286.56        500.000        99.4670       0.258380                 NaN            NaN            NaN  0.175094       0.767180E-001  0.227661E-001            NaN            NaN
  1285.42        500.000        99.4726       0.255953                 NaN            NaN            NaN  0.173177       0.758528E-001  0.224116E-001            NaN            NaN
  1284.29        500.000        99.4760       0.251690                 NaN            NaN            NaN  0.172881       0.770126E-001  0.224566E-001            NaN            NaN
  1283.16        500.000        99.4876       0.250213                 NaN            NaN            NaN  0.167418       0.733495E-001  0.213859E-001            NaN            NaN
  1282.03        500.000        99.4895       0.249303                 NaN            NaN            NaN  0.167339       0.724818E-001  0.213375E-001            NaN            NaN
  1280.89        500.000        99.4949       0.246979                 NaN            NaN            NaN  0.165516       0.716425E-001  0.210018E-001            NaN            NaN
  1279.76        500.000        99.5003       0.245266                 NaN            NaN            NaN  0.163601       0.702044E-001  0.206478E-001            NaN            NaN
  1278.63        500.000        99.5059       0.242627                 NaN            NaN            NaN  0.161798       0.693701E-001  0.203378E-001            NaN            NaN
  1277.49        500.000        99.5107       0.241624                 NaN            NaN            NaN  0.160151       0.675910E-001  0.199749E-001            NaN            NaN
  1276.36        500.000        99.5161       0.239230                 NaN            NaN            NaN  0.157962       0.670594E-001  0.196271E-001            NaN            NaN
  1275.23        500.000        97.9253       0.512798                 NaN            NaN            NaN  0.342586       0.122548       0.517812E-001   1.04498                 NaN
  1274.10        500.000        92.2942        1.50052                 NaN            NaN            NaN  0.994712       0.307451       0.163852        4.73930                 NaN
  1272.96        500.000        92.9302        1.39652                 NaN            NaN            NaN  0.917022       0.274664       0.149096        4.33249                 NaN
  1271.83        500.000        93.4787        1.30783                 NaN            NaN            NaN  0.849732       0.244918       0.136391        3.98244                 NaN
  1270.70        500.000        93.9431        1.22848                 NaN            NaN            NaN  0.792825       0.222442       0.125694        3.68746                 NaN
  1269.57        500.000        94.3535        1.15966                 NaN            NaN            NaN  0.741773       0.202565       0.116317        3.42621                 NaN
  1268.43        500.000        94.7148        1.09772                 NaN            NaN            NaN  0.697138       0.183836       0.108032        3.19843                 NaN
  1267.30        500.000        95.0315        1.04222                 NaN            NaN            NaN  0.657726       0.168697       0.100818        2.99908                 NaN
  1266.17        500.000        95.3122       0.996514                 NaN            NaN            NaN  0.622483       0.152483       0.942598E-001   2.82206                 NaN
  1265.04        500.000        95.5762       0.949204                 NaN            NaN            NaN  0.589586       0.138564       0.882556E-001   2.65820                 NaN
  1263.90        500.000        95.7912       0.912586                 NaN            NaN            NaN  0.561882       0.129628       0.833132E-001   2.52135                 NaN
  1262.77        500.000        95.9982       0.872446                 NaN            NaN            NaN  0.535845       0.121144       0.786848E-001   2.39372                 NaN
  1261.64        500.000        96.1859       0.837746                 NaN            NaN            NaN  0.511760       0.112763       0.744183E-001   2.27740                 NaN
  1260.51        500.000        96.3578       0.808292                 NaN            NaN            NaN  0.489727       0.103221       0.703965E-001   2.17052                 NaN
  1259.37        500.000        96.5145       0.777761                 NaN            NaN            NaN  0.469427       0.973067E-001  0.668776E-001   2.07410                 NaN
  1258.24        500.000        96.6612       0.750523                 NaN            NaN            NaN  0.450436       0.902923E-001  0.634984E-001   1.98409                 NaN
  1257.11        500.000        96.7949       0.726021                 NaN            NaN            NaN  0.432826       0.842624E-001  0.604641E-001   1.90150                 NaN
  1255.97        500.000        96.9216       0.701880                 NaN            NaN            NaN  0.416195       0.784497E-001  0.575264E-001   1.82433                 NaN
  1254.84        500.000        97.0403       0.675944                 NaN            NaN            NaN  0.400623       0.751924E-001  0.549312E-001   1.75298                 NaN
  1253.71        500.000        97.1426       0.657936                 NaN            NaN            NaN  0.386749       0.707310E-001  0.525605E-001   1.68941                 NaN
  1252.58        500.000        97.2488       0.637002                 NaN            NaN            NaN  0.372714       0.657093E-001  0.501062E-001   1.62564                 NaN
  1251.44        500.000        97.3434       0.617625                 NaN            NaN            NaN  0.359923       0.625831E-001  0.479545E-001   1.56855                 NaN
  1250.31        500.000        97.4334       0.599920                 NaN            NaN            NaN  0.347757       0.586952E-001  0.458907E-001   1.51437                 NaN
  1249.18        500.000        97.5172       0.582692                 NaN            NaN            NaN  0.336304       0.559594E-001  0.439792E-001   1.46386                 NaN
  1248.05        500.000        97.5972       0.564038                 NaN            NaN            NaN  0.325359       0.547944E-001  0.422421E-001   1.41641                 NaN
  1246.91        500.000        97.6734       0.550834                 NaN            NaN            NaN  0.314897       0.499664E-001  0.403885E-001   1.37048                 NaN
  1245.78        500.000        97.7477       0.534999                 NaN            NaN            NaN  0.304653       0.472752E-001  0.387225E-001   1.32666                 NaN
  1244.65        500.000        97.8099       0.521617                 NaN            NaN            NaN  0.295803       0.464787E-001  0.373122E-001   1.28892                 NaN
  1243.52        500.000        97.8763       0.508933                 NaN            NaN            NaN  0.286588       0.427753E-001  0.357440E-001   1.24964                 NaN
  1242.38        500.000        97.9393       0.498602                 NaN            NaN            NaN  0.277821       0.382275E-001  0.341298E-001   1.21192                 NaN
  1241.25        500.000        98.0019       0.483569                 NaN            NaN            NaN  0.269223       0.362360E-001  0.328024E-001   1.17623                 NaN
  1240.12        500.000        98.0481       0.478186                 NaN            NaN            NaN  0.262219       0.339063E-001  0.315414E-001   1.14605                 NaN
  1238.99        500.000        98.1095       0.450030                 NaN            NaN            NaN  0.253974       0.405379E-001  0.306456E-001   1.11527                 NaN
  1237.85        500.000        98.1527       0.460955                 NaN            NaN            NaN  0.246997       0.273605E-001  0.290489E-001   1.08291                 NaN
  1236.72        500.000        98.2054       0.445404                 NaN            NaN            NaN  0.240058       0.269950E-001  0.278788E-001   1.05425                 NaN
  1235.59        500.000        98.2516       0.438253                 NaN            NaN            NaN  0.233252       0.234131E-001  0.266964E-001   1.02679                 NaN
  1234.45        500.000        98.2966       0.431958                 NaN            NaN            NaN  0.226895       0.190849E-001  0.255689E-001  0.999903                 NaN
  1233.32        500.000        98.3386       0.422683                 NaN            NaN            NaN  0.220928       0.180783E-001  0.245759E-001  0.975123                 NaN
  1232.19        500.000        98.3788       0.418230                 NaN            NaN            NaN  0.215049       0.139897E-001  0.234331E-001  0.950462                 NaN
  1231.06        500.000        98.4181       0.412677                 NaN            NaN            NaN  0.209197       0.102110E-001  0.224580E-001  0.927358                 NaN
  1229.92        500.000        98.4743       0.310409                 NaN            NaN            NaN  0.214925       0.729739E-001  0.210135E-001  0.906365                 NaN
  1228.79        500.000        97.0015       0.734261                 NaN            NaN            NaN  0.404403                 NaN  0.576814E-001   1.80220                 NaN
  1227.66        500.000        98.5924       0.112561       0.340219                 NaN            NaN  0.167195                 NaN  0.177991E-001  0.769871                 NaN
  1226.53        500.000        99.4517       0.103354                 NaN            NaN            NaN  0.439355E-001  0.193412E-001  0.171933E-001  0.364524                 NaN
  1225.39        500.000        97.7705       0.554954       0.145875                 NaN            NaN  0.291418                 NaN  0.168884E-001   1.22038                 NaN
  1224.26        500.000        99.4085                 NaN            NaN            NaN            NaN  0.794613E-001  0.139727       0.550276E-003  0.371770                 NaN
  1223.13        500.000        98.1725       0.463629                 NaN            NaN            NaN  0.266691                 NaN  0.315862E-001   1.06558                 NaN
  1222.00        500.000        98.9173       0.313405E-001  0.223251                 NaN            NaN  0.128098                 NaN  0.239886E-003  0.699744                 NaN
  1220.86        500.000        99.0350       0.498202E-001  0.178919                 NaN            NaN  0.126029                 NaN  0.138994E-001  0.596354                 NaN
  1219.73        500.000        99.0624       0.295406                 NaN            NaN            NaN  0.121866                 NaN  0.101603E-001  0.510145                 NaN
  1218.60        500.000        98.8202       0.318838                 NaN            NaN            NaN  0.150380                 NaN  0.142301E-001  0.696381                 NaN
  1217.47        500.000        98.6358       0.141982E-001  0.356363                 NaN            NaN  0.187728                 NaN  0.117723E-001  0.794106                 NaN
  1216.33        500.000        98.9277       0.275905                 NaN            NaN            NaN  0.142721                 NaN  0.109987E-001  0.642675                 NaN
  1215.20        500.000        98.9980       0.258864                 NaN            NaN            NaN  0.110532                 NaN  0.163524E-001  0.616241                 NaN
  1214.07        500.000        98.9592       0.579873E-001  0.214850                 NaN            NaN  0.124366                 NaN  0.137769E-001  0.629859                 NaN
  1212.93        500.000        89.2275       0.806998       0.519967                 NaN            NaN  0.912497                 NaN  0.520821E-001   4.31715        4.16377     
  1211.80        500.000        89.1289       0.559224       0.744665                 NaN            NaN  0.906527                 NaN  0.479631E-001   4.28558        4.32715     
  1210.67        500.000        87.4685        1.52999                 NaN            NaN            NaN   1.05633                 NaN  0.504507E-001   4.89239        5.00238     
  1209.54        500.000        87.9856       0.876624                 NaN            NaN            NaN  0.992820       0.322885       0.580590E-001   4.75271        5.01134     
  1208.40        500.000        75.4163        2.78596                 NaN            NaN            NaN   2.03143       0.198091       0.107140        9.61145        9.84958     
  1207.27        500.000        87.1635       0.611270       0.941101                 NaN            NaN   1.06627                 NaN  0.515188E-001   5.01409        5.15221     
  1206.14        500.000       100.0000       0.178939E-005            NaN            NaN            NaN  0.156840E-005            NaN            NaN  0.844280E-005  0.880750E-005
  1205.01        500.000        99.9999       0.416409E-005            NaN            NaN            NaN  0.135060E-004  0.103653E-004            NaN  0.569359E-004  0.588633E-004
  1203.87        500.000        99.9996       0.415792E-004            NaN            NaN            NaN  0.288612E-004            NaN  0.234435E-005  0.143889E-003  0.147211E-003
  1202.74        500.000        79.1578        2.57316                 NaN            NaN            NaN   1.76861       0.136137E-001  0.644219E-001   8.12673        8.29561     
  1201.61        500.000        88.7197        1.24155       0.339851E-005            NaN            NaN  0.930004       0.516884E-001  0.451416E-001   4.45916        4.55273     
  1200.48        500.000        96.7848       0.369196                 NaN            NaN            NaN  0.269545                 NaN  0.111115E-001   1.27352        1.29180     
  1199.34        500.000        99.5980                 NaN            NaN            NaN            NaN  0.344744E-001  0.199035E-001  0.156864E-002  0.157228       0.188861     
  1198.21        500.000        83.4554       0.525471        1.42050                 NaN            NaN   1.35044                 NaN  0.599237E-001   6.53044        6.65784     
  1197.08        500.000        96.2603       0.351659                 NaN            NaN            NaN  0.275542                 NaN  0.216490E-001   1.57168        1.51915     
  1195.95        500.000        86.5037       0.648736       0.846206                 NaN            NaN   1.08131                 NaN  0.431412E-001   5.31659        5.56030     
  1194.81        500.000        97.1749       0.483239                 NaN            NaN            NaN  0.242070                 NaN  0.721715E-002   1.14605       0.946540     
