|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.5/Y98/Y98_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             O(HP)          ilm            San(TH)        q             
  1411.15        500.000        98.3150       0.545356       0.684982                 NaN            NaN  0.454657                 NaN            NaN            NaN            NaN
  1410.01        500.000        98.3325       0.560782       0.580675                 NaN            NaN  0.459928       0.660932E-001            NaN            NaN            NaN
  1408.88        500.000        98.3531       0.584054       0.437911                 NaN            NaN  0.468449       0.156448                 NaN            NaN            NaN
  1407.75        500.000        98.3731       0.578479       0.427935                 NaN            NaN  0.463360       0.157159                 NaN            NaN            NaN
  1406.61        500.000        98.3938       0.573357       0.414707                 NaN            NaN  0.457452       0.160656                 NaN            NaN            NaN
  1405.48        500.000        98.4169       0.567731       0.404186                 NaN            NaN  0.451142       0.159994                 NaN            NaN            NaN
  1404.35        500.000        98.4365       0.394110       0.562033                 NaN            NaN  0.445667       0.161697                 NaN            NaN            NaN
  1403.22        500.000        98.4491       0.558096       0.385065                 NaN            NaN  0.443889       0.163898                 NaN            NaN            NaN
  1402.08        500.000        98.4910       0.366604       0.548506                 NaN            NaN  0.430360       0.163487                 NaN            NaN            NaN
  1400.95        500.000        98.4934       0.361746       0.548325                 NaN            NaN  0.430486       0.166087                 NaN            NaN            NaN
  1399.82        500.000        98.5133       0.351724       0.543363                 NaN            NaN  0.425060       0.166583                 NaN            NaN            NaN
  1398.69        500.000        98.5319       0.339773       0.538869                 NaN            NaN  0.420068       0.169373                 NaN            NaN            NaN
  1397.55        500.000        98.5488       0.534267       0.332368                 NaN            NaN  0.415236       0.169281                 NaN            NaN            NaN
  1396.42        500.000        98.5642       0.530317       0.323703                 NaN            NaN  0.411172       0.170587                 NaN            NaN            NaN
  1395.29        500.000        98.5835       0.313111       0.525942                 NaN            NaN  0.405843       0.171645                 NaN            NaN            NaN
  1394.16        500.000        98.5981       0.522008       0.304355                 NaN            NaN  0.401949       0.173577                 NaN            NaN            NaN
  1393.02        500.000        98.6121       0.520413       0.295249                 NaN            NaN  0.397867       0.174406                 NaN            NaN            NaN
  1391.89        500.000        98.6316       0.514712       0.285797                 NaN            NaN  0.392621       0.175269                 NaN            NaN            NaN
  1390.76        500.000        98.6401       0.273482       0.516367                 NaN            NaN  0.390908       0.179121                 NaN            NaN            NaN
  1389.63        500.000        98.6681       0.504762       0.269305                 NaN            NaN  0.382066       0.175777                 NaN            NaN            NaN
  1388.49        500.000        97.8321       0.850261       0.436604                 NaN            NaN  0.613149       0.267847                 NaN            NaN            NaN
  1387.36        500.000        99.4924       0.679903E-001  0.201979                 NaN            NaN  0.149673       0.879914E-001            NaN            NaN            NaN
  1386.23        500.000        98.6704       0.247696       0.511192                 NaN            NaN  0.383851       0.186856                 NaN            NaN            NaN
  1385.09        500.000        98.7574       0.480761       0.229653                 NaN            NaN  0.356052       0.176145                 NaN            NaN            NaN
  1383.96        500.000        98.7288       0.494265       0.227054                 NaN            NaN  0.366184       0.183682                 NaN            NaN            NaN
  1382.83        500.000        98.7472       0.221545       0.487752                 NaN            NaN  0.360504       0.183005                 NaN            NaN            NaN
  1381.70        500.000        98.7564       0.305002       0.462079                 NaN            NaN  0.349361       0.127144                 NaN            NaN            NaN
  1380.56        500.000        98.7712       0.112791       0.508894                 NaN            NaN  0.362821       0.244291                 NaN            NaN            NaN
  1379.43        500.000        98.7826       0.481121       0.198937                 NaN            NaN  0.350853       0.186513                 NaN            NaN            NaN
  1378.30        500.000        98.7948       0.478054       0.192732                 NaN            NaN  0.347308       0.187064                 NaN            NaN            NaN
  1377.17        500.000        98.8082       0.475136       0.185040                 NaN            NaN  0.343615       0.187997                 NaN            NaN            NaN
  1376.03        500.000        98.8185       0.473850       0.177599                 NaN            NaN  0.340907       0.189126                 NaN            NaN            NaN
  1374.90        500.000        98.8309       0.172262       0.470192                 NaN            NaN  0.337135       0.189482                 NaN            NaN            NaN
  1373.77        500.000        98.8425       0.165470       0.467880                 NaN            NaN  0.334019       0.190131                 NaN            NaN            NaN
  1372.64        500.000        98.8551       0.157617       0.465163                 NaN            NaN  0.330741       0.191428                 NaN            NaN            NaN
  1371.50        500.000        98.8624       0.464479       0.151699                 NaN            NaN  0.328849       0.192584                 NaN            NaN            NaN
  1370.37        500.000        98.8799       0.148193       0.458737                 NaN            NaN  0.323015       0.190177                 NaN            NaN            NaN
  1369.24        500.000        98.8878       0.139292       0.458518                 NaN            NaN  0.321358       0.193077                 NaN            NaN            NaN
  1368.11        500.000        98.8943       0.132699       0.458834                 NaN            NaN  0.319771       0.194409                 NaN            NaN            NaN
  1366.97        500.000        98.9113       0.129524       0.453347                 NaN            NaN  0.313909       0.191886                 NaN            NaN            NaN
  1365.84        500.000        98.9174       0.123095       0.453230                 NaN            NaN  0.312535       0.193735                 NaN            NaN            NaN
  1364.71        500.000        98.9253       0.116928       0.451710                 NaN            NaN  0.310563       0.195481                 NaN            NaN            NaN
  1363.57        500.000        98.9240       0.183848       0.421730                 NaN            NaN  0.306008       0.164400                 NaN            NaN            NaN
  1362.44        500.000        98.9634       0.473933       0.351610E-001            NaN            NaN  0.303700       0.223804                 NaN            NaN            NaN
  1361.31        500.000        98.9529       0.448142       0.101204                 NaN            NaN  0.302294       0.195451                 NaN            NaN            NaN
  1360.18        500.000        98.9680       0.442531       0.978237E-001            NaN            NaN  0.297591       0.194042                 NaN            NaN            NaN
  1359.04        500.000        98.9744       0.922172E-001  0.442619                 NaN            NaN  0.295781       0.195006                 NaN            NaN            NaN
  1357.91        500.000        98.9849       0.439117       0.887937E-001            NaN            NaN  0.292715       0.194506                 NaN            NaN            NaN
  1356.78        500.000        98.9924       0.438329       0.838032E-001            NaN            NaN  0.290560       0.194904                 NaN            NaN            NaN
  1355.65        500.000        99.0019       0.794394E-001  0.436432                 NaN            NaN  0.287666       0.194585                 NaN            NaN            NaN
  1354.51        500.000        99.0100       0.751974E-001  0.434676                 NaN            NaN  0.285272       0.194836                 NaN            NaN            NaN
  1353.38        500.000        99.0194       0.432694       0.714280E-001            NaN            NaN  0.282355       0.194110                 NaN            NaN            NaN
  1352.25        500.000        99.0271       0.431216       0.675295E-001            NaN            NaN  0.280080       0.194056                 NaN            NaN            NaN
  1351.12        500.000        99.0354       0.429933       0.631085E-001            NaN            NaN  0.277682       0.193926                 NaN            NaN            NaN
  1349.98        500.000        99.0438       0.427971       0.598823E-001            NaN            NaN  0.274941       0.193360                 NaN            NaN            NaN
  1348.85        500.000        99.0505       0.427333       0.565047E-001            NaN            NaN  0.272804       0.192824                 NaN            NaN            NaN
  1347.72        500.000        99.0590       0.425036       0.535926E-001            NaN            NaN  0.270217       0.192203                 NaN            NaN            NaN
  1346.59        500.000        99.0633       0.426095       0.473324E-001            NaN            NaN  0.269290       0.194007                 NaN            NaN            NaN
  1345.45        500.000        99.0766       0.420429       0.481909E-001            NaN            NaN  0.264693       0.190076                 NaN            NaN            NaN
  1344.32        500.000        99.0825       0.457374E-001  0.419336                 NaN            NaN  0.262730       0.189720                 NaN            NaN            NaN
  1343.19        500.000        99.0892       0.424188E-001  0.418399                 NaN            NaN  0.260754       0.189217                 NaN            NaN            NaN
  1342.05        500.000        99.0958       0.399109E-001  0.417331                 NaN            NaN  0.258536       0.188379                 NaN            NaN            NaN
  1340.92        500.000        99.1036       0.361298E-001  0.415799                 NaN            NaN  0.256319       0.188113                 NaN            NaN            NaN
  1339.79        500.000        99.1099       0.330475E-001  0.415201                 NaN            NaN  0.254331       0.187548                 NaN            NaN            NaN
  1338.66        500.000        99.1147       0.412992       0.343331E-001            NaN            NaN  0.252397       0.185558                 NaN            NaN            NaN
  1337.52        500.000        99.1259       0.412353       0.266997E-001            NaN            NaN  0.249318       0.185771                 NaN            NaN            NaN
  1336.39        500.000        99.1313       0.408596       0.306485E-001            NaN            NaN  0.247081       0.182375                 NaN            NaN            NaN
  1335.26        500.000        99.1371       0.408813       0.218050E-001            NaN            NaN  0.246382       0.185855                 NaN            NaN            NaN
  1334.13        500.000        99.1466       0.405489       0.262725E-001            NaN            NaN  0.241943       0.179674                 NaN            NaN            NaN
  1332.99        500.000        99.1505       0.228877E-001  0.405523                 NaN            NaN  0.241054       0.180058                 NaN            NaN            NaN
  1331.86        500.000        99.1560       0.403485       0.233402E-001            NaN            NaN  0.239019       0.178110                 NaN            NaN            NaN
  1330.73        500.000        99.1626       0.211878E-001  0.402250                 NaN            NaN  0.236974       0.176990                 NaN            NaN            NaN
  1329.60        500.000        99.1676       0.179650E-001  0.402484                 NaN            NaN  0.235446       0.176500                 NaN            NaN            NaN
  1328.46        500.000        99.1723       0.400900       0.195722E-001            NaN            NaN  0.233481       0.173784                 NaN            NaN            NaN
  1327.33        500.000        99.1818       0.207751E-001  0.396193                 NaN            NaN  0.230283       0.170930                 NaN            NaN            NaN
  1326.20        500.000        99.1861       0.177751E-001  0.396510                 NaN            NaN  0.228977       0.170597                 NaN            NaN            NaN
  1325.07        500.000        99.1904       0.174875E-001  0.396024                 NaN            NaN  0.227429       0.168695                 NaN            NaN            NaN
  1323.93        500.000        99.1978       0.393176       0.178874E-001            NaN            NaN  0.224811       0.166292                 NaN            NaN            NaN
  1322.80        500.000        99.2019       0.391740       0.182671E-001            NaN            NaN  0.223381       0.164716                 NaN            NaN            NaN
  1321.67        500.000        99.1399       0.428227                 NaN            NaN            NaN  0.235948       0.164041       0.318910E-001            NaN            NaN
  1320.53        500.000        99.0780       0.450727                 NaN            NaN            NaN  0.248400       0.159743       0.631279E-001            NaN            NaN
  1319.40        500.000        99.0893       0.448235                 NaN            NaN            NaN  0.244794       0.155850       0.618355E-001            NaN            NaN
  1318.27        500.000        99.0980       0.442983                 NaN            NaN            NaN  0.242563       0.155447       0.610347E-001            NaN            NaN
  1317.14        500.000        99.1072       0.438402                 NaN            NaN            NaN  0.240063       0.154144       0.601437E-001            NaN            NaN
  1316.00        500.000        99.1159       0.434797                 NaN            NaN            NaN  0.237606       0.152453       0.592322E-001            NaN            NaN
  1314.87        500.000        99.1259       0.428041                 NaN            NaN            NaN  0.235154       0.152444       0.584504E-001            NaN            NaN
  1313.74        500.000        99.1348       0.423866                 NaN            NaN            NaN  0.232410       0.151402       0.575135E-001            NaN            NaN
  1312.61        500.000        99.1438       0.419084                 NaN            NaN            NaN  0.230119       0.150309       0.567280E-001            NaN            NaN
  1311.47        500.000        99.1525       0.414257                 NaN            NaN            NaN  0.227777       0.149503       0.559236E-001            NaN            NaN
  1310.34        500.000        99.1604       0.409305                 NaN            NaN            NaN  0.226106       0.148976       0.552597E-001            NaN            NaN
  1309.21        500.000        99.1701       0.406305                 NaN            NaN            NaN  0.222378       0.147035       0.541630E-001            NaN            NaN
  1308.08        500.000        99.1626       0.409211                 NaN            NaN            NaN  0.226140       0.147513       0.545186E-001            NaN            NaN
  1306.94        500.000        99.1982       0.398084                 NaN            NaN            NaN  0.213341       0.138890       0.514473E-001            NaN            NaN
  1305.81        500.000        99.1951       0.395546                 NaN            NaN            NaN  0.215651       0.141872       0.517901E-001            NaN            NaN
  1304.68        500.000        99.2025       0.390514                 NaN            NaN            NaN  0.213953       0.141805       0.512286E-001            NaN            NaN
  1303.55        500.000        99.2114       0.388196                 NaN            NaN            NaN  0.211218       0.138846       0.502922E-001            NaN            NaN
  1302.41        500.000        99.2186       0.382734                 NaN            NaN            NaN  0.209392       0.139545       0.497070E-001            NaN            NaN
  1301.28        500.000        99.2270       0.380331                 NaN            NaN            NaN  0.206929       0.136812       0.488875E-001            NaN            NaN
  1300.15        500.000        99.2347       0.377297                 NaN            NaN            NaN  0.204793       0.135041       0.481608E-001            NaN            NaN
  1299.01        500.000        99.2420       0.373667                 NaN            NaN            NaN  0.202728       0.134120       0.474750E-001            NaN            NaN
  1297.88        500.000        99.2497       0.370181                 NaN            NaN            NaN  0.200604       0.132790       0.467717E-001            NaN            NaN
  1296.75        500.000        99.2563       0.367546                 NaN            NaN            NaN  0.198655       0.131402       0.461033E-001            NaN            NaN
  1295.62        500.000        99.2643       0.363852                 NaN            NaN            NaN  0.196511       0.129916       0.453930E-001            NaN            NaN
  1294.48        500.000        99.2715       0.360856                 NaN            NaN            NaN  0.194396       0.128498       0.447242E-001            NaN            NaN
  1293.35        500.000        99.2785       0.358007                 NaN            NaN            NaN  0.192477       0.126995       0.440670E-001            NaN            NaN
  1292.22        500.000        99.2856       0.354806                 NaN            NaN            NaN  0.190409       0.125710       0.434305E-001            NaN            NaN
  1291.09        500.000        99.2928       0.351494                 NaN            NaN            NaN  0.188455       0.124480       0.427940E-001            NaN            NaN
  1289.95        500.000        99.2997       0.349393                 NaN            NaN            NaN  0.186529       0.122294       0.421344E-001            NaN            NaN
  1288.82        500.000        99.3065       0.345937                 NaN            NaN            NaN  0.184570       0.121519       0.415135E-001            NaN            NaN
  1287.69        500.000        99.3131       0.343653                 NaN            NaN            NaN  0.182577       0.119846       0.408690E-001            NaN            NaN
  1286.56        500.000        99.3200       0.340824                 NaN            NaN            NaN  0.180731       0.118196       0.402691E-001            NaN            NaN
  1285.42        500.000        99.3263       0.338053                 NaN            NaN            NaN  0.178926       0.117042       0.396812E-001            NaN            NaN
  1284.29        500.000        99.3298       0.332550                 NaN            NaN            NaN  0.178794       0.119009       0.398000E-001            NaN            NaN
  1283.16        500.000        99.3439       0.331312                 NaN            NaN            NaN  0.173312       0.113536       0.379399E-001            NaN            NaN
  1282.03        500.000        99.3458       0.330510                 NaN            NaN            NaN  0.173395       0.112363       0.378907E-001            NaN            NaN
  1280.89        500.000        99.3519       0.327822                 NaN            NaN            NaN  0.171670       0.111232       0.373306E-001            NaN            NaN
  1279.76        500.000        99.3583       0.325969                 NaN            NaN            NaN  0.169845       0.109160       0.367369E-001            NaN            NaN
  1278.63        500.000        99.3648       0.322815                 NaN            NaN            NaN  0.168132       0.108012       0.362202E-001            NaN            NaN
  1277.49        500.000        99.3704       0.321974                 NaN            NaN            NaN  0.166577       0.105408       0.356077E-001            NaN            NaN
  1276.36        500.000        99.3767       0.319107                 NaN            NaN            NaN  0.164454       0.104743       0.350211E-001            NaN            NaN
  1275.23        500.000        97.6649       0.684171                 NaN            NaN            NaN  0.356548       0.191518       0.923652E-001   1.01051                 NaN
  1274.10        500.000        91.6322        1.99825                 NaN            NaN            NaN   1.03161       0.479830       0.291249        4.56681                 NaN
  1272.96        500.000        92.3054        1.86545                 NaN            NaN            NaN  0.952476       0.430196       0.265424        4.18109                 NaN
  1271.83        500.000        92.8867        1.75233                 NaN            NaN            NaN  0.883896       0.384871       0.243171        3.84900                 NaN
  1270.70        500.000        93.3790        1.65079                 NaN            NaN            NaN  0.825903       0.350757       0.224429        3.56908                 NaN
  1269.57        500.000        93.8141        1.56272                 NaN            NaN            NaN  0.773839       0.320367       0.207991        3.32102                 NaN
  1268.43        500.000        94.1984        1.48344                 NaN            NaN            NaN  0.728325       0.291624       0.193459        3.10471                 NaN
  1267.30        500.000        94.5351        1.41222                 NaN            NaN            NaN  0.688132       0.268401       0.180799        2.91537                 NaN
  1266.17        500.000        94.8340        1.35405                 NaN            NaN            NaN  0.652185       0.243298       0.169282        2.74717                 NaN
  1265.04        500.000        95.1164        1.29325                 NaN            NaN            NaN  0.618597       0.221648       0.158727        2.59137                 NaN
  1263.90        500.000        95.3440        1.24636                 NaN            NaN            NaN  0.590345       0.207954       0.150047        2.46134                 NaN
  1262.77        500.000        95.5649        1.19453                 NaN            NaN            NaN  0.563782       0.194873       0.141914        2.34004                 NaN
  1261.64        500.000        95.7653        1.14981                 NaN            NaN            NaN  0.539198       0.181848       0.134409        2.22946                 NaN
  1260.51        500.000        95.9490        1.11226                 NaN            NaN            NaN  0.516704       0.166894       0.127325        2.12780                 NaN
  1259.37        500.000        96.1164        1.07268                 NaN            NaN            NaN  0.495977       0.157733       0.121130        2.03612                 NaN
  1258.24        500.000        96.2734        1.03767                 NaN            NaN            NaN  0.476574       0.146705       0.115172        1.95046                 NaN
  1257.11        500.000        96.4164        1.00607                 NaN            NaN            NaN  0.458577       0.137241       0.109822        1.87187                 NaN
  1255.97        500.000        96.5524       0.974889                 NaN            NaN            NaN  0.441568       0.128062       0.104633        1.79840                 NaN
  1254.84        500.000        96.6799       0.940903                 NaN            NaN            NaN  0.425635       0.123021       0.100052        1.73044                 NaN
  1253.71        500.000        96.7889       0.917758                 NaN            NaN            NaN  0.411457       0.115987       0.958664E-001   1.66998                 NaN
  1252.58        500.000        96.9036       0.890613                 NaN            NaN            NaN  0.397073       0.107999       0.915176E-001   1.60917                 NaN
  1251.44        500.000        97.0051       0.865343                 NaN            NaN            NaN  0.383970       0.103087       0.877088E-001   1.55479                 NaN
  1250.31        500.000        97.1021       0.842357                 NaN            NaN            NaN  0.371497       0.968871E-001  0.840499E-001   1.50313                 NaN
  1249.18        500.000        97.1922       0.819825                 NaN            NaN            NaN  0.359751       0.925724E-001  0.806595E-001   1.45497                 NaN
  1248.05        500.000        97.2783       0.795054                 NaN            NaN            NaN  0.348516       0.908370E-001  0.775800E-001   1.40972                 NaN
  1246.91        500.000        97.3609       0.778195                 NaN            NaN            NaN  0.337765       0.830003E-001  0.742771E-001   1.36587                 NaN
  1245.78        500.000        97.4415       0.757375                 NaN            NaN            NaN  0.327216       0.786754E-001  0.713102E-001   1.32397                 NaN
  1244.65        500.000        97.5078       0.739698                 NaN            NaN            NaN  0.318134       0.775173E-001  0.688055E-001   1.28803                 NaN
  1243.52        500.000        97.5802       0.723260                 NaN            NaN            NaN  0.308636       0.714805E-001  0.660030E-001   1.25045                 NaN
  1242.38        500.000        97.6488       0.710170                 NaN            NaN            NaN  0.299591       0.640037E-001  0.631068E-001   1.21431                 NaN
  1241.25        500.000        97.7175       0.690155                 NaN            NaN            NaN  0.290703       0.607842E-001  0.607332E-001   1.18011                 NaN
  1240.12        500.000        97.7661       0.683634                 NaN            NaN            NaN  0.283505       0.569841E-001  0.584747E-001   1.15132                 NaN
  1238.99        500.000        97.8340       0.644015                 NaN            NaN            NaN  0.274954       0.682556E-001  0.568903E-001   1.12188                 NaN
  1237.85        500.000        97.8798       0.661621                 NaN            NaN            NaN  0.267742       0.461491E-001  0.539958E-001   1.09073                 NaN
  1236.72        500.000        97.9382       0.640532                 NaN            NaN            NaN  0.260559       0.456172E-001  0.518889E-001   1.06324                 NaN
  1235.59        500.000        97.9887       0.631579                 NaN            NaN            NaN  0.253494       0.396340E-001  0.497522E-001   1.03687                 NaN
  1234.45        500.000        98.0382       0.623836                 NaN            NaN            NaN  0.246897       0.323626E-001  0.477117E-001   1.01100                 NaN
  1233.32        500.000        98.0839       0.611573                 NaN            NaN            NaN  0.240703       0.307062E-001  0.459168E-001  0.987184                 NaN
  1232.19        500.000        98.1280       0.606404                 NaN            NaN            NaN  0.234589       0.238022E-001  0.438366E-001  0.963414                 NaN
  1231.06        500.000        98.1713       0.599592                 NaN            NaN            NaN  0.228487       0.174019E-001  0.420649E-001  0.941157                 NaN
  1229.92        500.000        98.2274       0.452536                 NaN            NaN            NaN  0.235055       0.124506       0.394121E-001  0.921075                 NaN
  1228.79        500.000        96.5535        1.06471                 NaN            NaN            NaN  0.442277                 NaN  0.108186        1.83133                 NaN
  1227.66        500.000        98.3434       0.163771       0.490887                 NaN            NaN  0.183468                 NaN  0.334964E-001  0.784944                 NaN
  1226.53        500.000        99.3633       0.150228                 NaN            NaN            NaN  0.483158E-001  0.332086E-001  0.324266E-001  0.372473                 NaN
  1225.39        500.000        97.3831       0.808297       0.211113                 NaN            NaN  0.320109                 NaN  0.318161E-001   1.24553                 NaN
  1224.26        500.000        99.2895                 NaN            NaN            NaN            NaN  0.876045E-001  0.241008       0.104048E-002  0.380839                 NaN
  1223.13        500.000        97.8650       0.690212                 NaN            NaN            NaN  0.293929                 NaN  0.597063E-001   1.09120                 NaN
  1222.00        500.000        98.7648       0.466704E-001  0.328330                 NaN            NaN  0.141509                 NaN  0.454507E-003  0.718283                 NaN
  1220.86        500.000        98.8824       0.732372E-001  0.266020                 NaN            NaN  0.139330                 NaN  0.263557E-001  0.612663                 NaN
  1219.73        500.000        98.8819       0.439513                 NaN            NaN            NaN  0.134827                 NaN  0.192802E-001  0.524461                 NaN
  1218.60        500.000        98.6185       0.471453                 NaN            NaN            NaN  0.166513                 NaN  0.270259E-001  0.716520                 NaN
  1217.47        500.000        98.3951       0.210182E-001  0.535533                 NaN            NaN  0.208063                 NaN  0.223793E-001  0.817859                 NaN
  1216.33        500.000        98.7447       0.412931                 NaN            NaN            NaN  0.158430                 NaN  0.209420E-001  0.662948                 NaN
  1215.20        500.000        98.8312       0.378486                 NaN            NaN            NaN  0.122822                 NaN  0.311675E-001  0.636289                 NaN
  1214.07        500.000        98.7813       0.863210E-001  0.316912                 NaN            NaN  0.138307                 NaN  0.262805E-001  0.650911                 NaN
  1212.93        500.000        88.2391        1.19060       0.760161                 NaN            NaN   1.00582                 NaN  0.984748E-001   4.42187        4.28396     
  1211.80        500.000        88.1464       0.826569        1.09309                 NaN            NaN  0.999560                 NaN  0.907172E-001   4.39035        4.45337     
  1210.67        500.000        86.3422        2.25383                 NaN            NaN            NaN   1.16313                 NaN  0.952919E-001   5.00443        5.14107     
  1209.54        500.000        86.9379        1.27388                 NaN            NaN            NaN   1.09466       0.559215       0.109811        4.86747        5.15706     
  1208.40        500.000        73.5066        4.00481                 NaN            NaN            NaN   2.21287       0.339078       0.200207        9.72267        10.0138     
  1207.27        500.000        86.0041       0.889845        1.38842                 NaN            NaN   1.17661                 NaN  0.975239E-001   5.13738        5.30612     
  1206.14        500.000       100.0000       0.264287E-005            NaN            NaN            NaN  0.175402E-005            NaN            NaN  0.875985E-005  0.919261E-005
  1205.01        500.000        99.9998       0.608961E-005            NaN            NaN            NaN  0.151044E-004  0.181970E-004            NaN  0.590930E-004  0.614352E-004
  1203.87        500.000        99.9996       0.613677E-004            NaN            NaN            NaN  0.322766E-004            NaN  0.449774E-005  0.149283E-003  0.153638E-003
  1202.74        500.000        77.4011        3.77239                 NaN            NaN            NaN   1.93794       0.234370E-001  0.121101        8.26132        8.48268     
  1201.61        500.000        87.6761        1.82492       0.504926E-005            NaN            NaN   1.03073       0.899647E-001  0.858321E-001   4.58381        4.70867     
  1200.48        500.000        96.4583       0.551205                 NaN            NaN            NaN  0.301342                 NaN  0.213118E-001   1.32019        1.34765     
  1199.34        500.000        99.5623                 NaN            NaN            NaN            NaN  0.386568E-001  0.350754E-001  0.301771E-002  0.163371       0.197614     
  1198.21        500.000        82.0087       0.776053        2.07476                 NaN            NaN   1.49054                 NaN  0.113474        6.67946        6.85704     
  1197.08        500.000        95.9191       0.515255                 NaN            NaN            NaN  0.308367                 NaN  0.415679E-001   1.62937        1.58638     
  1195.95        500.000        85.3199       0.940062        1.25154                 NaN            NaN   1.19859                 NaN  0.820458E-001   5.45699        5.75087     
  1194.81        500.000        96.8190       0.717134                 NaN            NaN            NaN  0.271304                 NaN  0.138782E-001   1.18882       0.989829     
  1193.68        500.000        91.1171       0.224829        1.06118                 NaN            NaN  0.705731                 NaN  0.597212E-001   3.39717        3.43429     
  1192.55        500.000        68.9196        1.78394        2.50250                 NaN            NaN   2.54143                 NaN  0.180403        11.4924        12.5797     
  1191.41        500.000        97.6374                 NaN            NaN            NaN            NaN  0.129594       0.225752       0.200318E-001   1.39269       0.594512     
