|6.6.6
Archiving\03_Data\Dfrac/QFM/YM20/YM20_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1583.96        2500.00        98.7868       0.149289                 NaN   1.06393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8032       0.145272                 NaN   1.05151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8173       0.141642                 NaN   1.04111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8395       0.138577                 NaN   1.02191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8531       0.137235                 NaN   1.00962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8688       0.133668                 NaN  0.997566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8836       0.129763                 NaN  0.986599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8999       0.127610                 NaN  0.972465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9117       0.123289                 NaN  0.964966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9225       0.123998                 NaN  0.953547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.3810       0.174062                 NaN   1.44498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.5159       0.534579E-001            NaN  0.430605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9665       0.112436                 NaN  0.921019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9772       0.113122                 NaN  0.909638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9958       0.104563                 NaN  0.899609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0027       0.103461                 NaN  0.893793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0151       0.101663                 NaN  0.883268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0262       0.985988E-001            NaN  0.875212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0350       0.938305E-001            NaN  0.871132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0457       0.916924E-001            NaN  0.862653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0556       0.885413E-001            NaN  0.855861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0669       0.870394E-001            NaN  0.846033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0771       0.856187E-001            NaN  0.837289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0852       0.812146E-001            NaN  0.833550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0895       0.796089E-001            NaN  0.830863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1082       0.753850E-001            NaN  0.816447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1092       0.716779E-001            NaN  0.819072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1184       0.699033E-001            NaN  0.811696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.3362       0.490413E-001            NaN  0.614750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9222       0.795754E-001            NaN  0.998185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1443       0.646300E-001            NaN  0.791087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1508       0.612609E-001            NaN  0.787897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1512       0.610719E-001            NaN  0.787744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1668       0.529427E-001            NaN  0.780255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1681       0.521683E-001            NaN  0.779720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1751       0.512296E-001            NaN  0.773688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1787       0.459189E-001            NaN  0.775370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1285       0.596458E-001            NaN  0.811844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.2421       0.300392E-001            NaN  0.727879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1955       0.375537E-001            NaN  0.766973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.9264       0.623972E-001            NaN  0.651285       0.359921                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.2844       0.110611                 NaN  0.376800        1.22821                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.2914       0.139425                 NaN  0.339805        1.22934                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3418       0.119816                 NaN  0.345300        1.19305                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.3514       0.118682                 NaN  0.340561        1.18931                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.3706       0.113048                 NaN  0.340016        1.17630                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.3859       0.107273                 NaN  0.341910        1.16495                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4103       0.105493                 NaN  0.335056        1.14920                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4647       0.104918                 NaN  0.317746        1.11268                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4116       0.102672                 NaN  0.334912        1.15085                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4578       0.943159E-001            NaN  0.329110        1.11881                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4731       0.925648E-001            NaN  0.325424        1.10894                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4845       0.869213E-001            NaN  0.325969        1.10263                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5001       0.832690E-001            NaN  0.326297        1.09036                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5105       0.786107E-001            NaN  0.326575        1.08428                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5218       0.740215E-001            NaN  0.327246        1.07693                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5295       0.684105E-001            NaN  0.330937        1.07114                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5398       0.636421E-001            NaN  0.331430        1.06514                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.5482       0.592140E-001            NaN  0.334066        1.05852                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.5568       0.569169E-001            NaN  0.331841        1.05441                 NaN            NaN            NaN            NaN            NaN            NaN
