|6.6.6
Archiving\03_Data\eq/QFM_m0.25/ALH/ALH_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.5456       0.454444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.5456       0.454442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.5456       0.454440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.5456       0.454437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.5456       0.454435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.5456       0.454433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5456       0.454430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5456       0.454428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5456       0.454425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.5456       0.454423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.5456       0.454420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.5456       0.454418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.5456       0.454415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.5456       0.454413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.5456       0.454410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.5456       0.454408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.5456       0.454405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.5456       0.454402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.5456       0.454399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.5456       0.454397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.5456       0.454394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.5456       0.454391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.5456       0.454388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.5456       0.454386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.5456       0.454383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.5456       0.454380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.5456       0.454377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.5456       0.454374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.5456       0.454371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.5456       0.454368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.5456       0.454365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.5456       0.454362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.5456       0.454359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.5456       0.454356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.5456       0.454352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.5457       0.454349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.5457       0.454346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.4448       0.454344       0.100862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        98.6701       0.454353       0.875506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        97.9057       0.454362        1.63989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        97.1413       0.454371        2.40431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        96.3900       0.454380        3.15560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        95.6387       0.454389        3.90692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        94.8969       0.454398        4.64870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        94.1313       0.444741        5.40607                 NaN  0.178523E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        91.9930       0.101850        7.22401       0.299114E-001  0.651195                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        90.8429                 NaN   8.26383       0.539359E-001  0.839329                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        90.1201                 NaN   8.97098       0.695804E-001  0.839346                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        89.3972                 NaN   9.67817       0.852257E-001  0.839363                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        88.6981                 NaN   10.3625       0.100046       0.839380                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        87.9989                 NaN   11.0469       0.114867       0.839397                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        87.2997                 NaN   11.7312       0.129688       0.839415                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        86.6004                 NaN   12.4157       0.144510       0.839432                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        85.9011                 NaN   13.1001       0.159333       0.839449                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        85.2018                 NaN   13.7846       0.174156       0.839467                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        84.5025                 NaN   14.4691       0.188980       0.839484                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        83.8031                 NaN   15.1536       0.203804       0.839501                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        83.1338                 NaN   15.8092       0.217515       0.839519                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        82.4644                 NaN   16.4648       0.231227       0.839538                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        81.7950                 NaN   17.1205       0.244939       0.839556                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        81.1256                 NaN   17.7762       0.258652       0.839574                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        80.4562                 NaN   18.4319       0.272365       0.839592                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        79.7867                 NaN   19.0876       0.286079       0.839611                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        79.1172                 NaN   19.7434       0.299794       0.839629                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        78.4477                 NaN   20.3992       0.313509       0.839647                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        77.7975                 NaN   21.0366       0.326205       0.839667                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        77.1473                 NaN   21.6741       0.338903       0.839686                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        76.4970                 NaN   22.3117       0.351600       0.839705                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        75.8467                 NaN   22.9492       0.364298       0.839725                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        75.1964                 NaN   23.5868       0.376997       0.839744                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        74.5461                 NaN   24.2244       0.389697       0.839764                 NaN            NaN            NaN            NaN            NaN            NaN
