|6.6.6
Archiving\03_Data\frac/QFM_m2.25/GRV/GRV_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  2000.00        2500.00        99.1677       0.832269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1997.49        2500.00        99.1677       0.832269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1994.99        2500.00        99.1677       0.832268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1992.48        2500.00        99.1677       0.832267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1989.97        2500.00        99.1677       0.832266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.47        2500.00        99.1677       0.832266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1984.96        2500.00        99.1677       0.832265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1982.46        2500.00        99.1677       0.832264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1979.95        2500.00        99.1677       0.832263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.44        2500.00        99.1677       0.832263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.94        2500.00        99.1677       0.832262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1972.43        2500.00        99.1677       0.832261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1969.92        2500.00        99.1677       0.832260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.42        2500.00        99.1677       0.832259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.91        2500.00        99.1677       0.832259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        2500.00        99.1677       0.832258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        2500.00        99.1677       0.832257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        2500.00        99.1677       0.832256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        2500.00        99.1677       0.832255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        2500.00        99.1677       0.832254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        2500.00        99.1677       0.832254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        2500.00        99.1677       0.832253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        99.1677       0.832252                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        99.1677       0.832251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        99.1677       0.832250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
