|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/ALH/ALH_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1229.03        500.000        95.5135                 NaN            NaN  0.489868       0.449272       0.602058       0.146558                 NaN   2.74615       0.525953E-001            NaN
  1227.73        500.000        99.8323                 NaN            NaN  0.412771E-001            NaN            NaN  0.264143E-001            NaN  0.999641E-001            NaN            NaN
  1226.43        500.000        97.2891                 NaN            NaN  0.292751       0.270614       0.374989       0.370237E-001            NaN   1.70403       0.314721E-001            NaN
  1225.13        500.000        99.6802                 NaN            NaN  0.680438E-001            NaN            NaN            NaN            NaN  0.250304       0.145584E-002            NaN
  1223.83        500.000        99.0409                 NaN            NaN  0.571560E-001  0.178814       0.117878       0.555194E-001            NaN  0.549780                 NaN            NaN
  1222.53        500.000        98.3740                 NaN            NaN  0.287450       0.953478E-001  0.245971                 NaN            NaN  0.950903       0.463559E-001            NaN
  1221.23        500.000        98.4480                 NaN            NaN  0.530985E-001  0.264914       0.155147       0.542501E-001            NaN   1.02224       0.233095E-002            NaN
  1219.92        500.000        98.7884                 NaN            NaN  0.120595       0.152601       0.151248                 NaN            NaN  0.760759       0.264451E-001            NaN
  1218.62        500.000        99.6413                 NaN            NaN  0.371929E-001  0.425126E-001  0.441401E-001            NaN            NaN  0.227095       0.774177E-002            NaN
  1217.32        500.000        98.4053                 NaN            NaN  0.154329       0.180169       0.202359                 NaN            NaN   1.02787       0.299866E-001            NaN
  1216.02        500.000        96.1163                 NaN            NaN  0.596265       0.861940E-001  0.496004       0.147822       0.996102E-001   2.45778                 NaN            NaN
  1214.72        500.000        99.6123                 NaN            NaN  0.715360E-001  0.416589E-001  0.444924E-001            NaN            NaN  0.220073       0.992829E-002            NaN
  1213.42        500.000        99.5687                 NaN            NaN  0.309739E-001            NaN  0.613702E-001  0.759159E-002            NaN  0.324248       0.714181E-002            NaN
  1212.12        500.000        99.8300                 NaN            NaN  0.344154E-001            NaN  0.196054E-001  0.108545E-001            NaN  0.104418       0.718654E-003            NaN
  1210.82        500.000        97.2767                 NaN            NaN  0.309498       0.331259       0.329572       0.792737E-001            NaN   1.64005       0.336847E-001            NaN
  1209.51        500.000        98.5199                 NaN            NaN  0.154331       0.185783       0.179283                 NaN            NaN  0.930287       0.303822E-001            NaN
  1208.21        500.000        98.1259                 NaN            NaN  0.883915E-001            NaN  0.159202       0.684592E-001  0.193654E-004  0.754527                 NaN  0.803546     
  1206.91        500.000        97.7118                 NaN            NaN  0.168486       0.316317       0.272918       0.733319E-001            NaN   1.44818       0.894688E-002            NaN
  1205.61        500.000        87.3780                 NaN            NaN  0.962673                 NaN   1.05687       0.373120                 NaN   5.33817                 NaN   4.89117     
  1204.31        500.000       100.0000                 NaN            NaN  0.124562E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1203.01        500.000        99.9998       0.397339E-005            NaN  0.106023E-004            NaN  0.152516E-004  0.271876E-005            NaN  0.742991E-004            NaN  0.740023E-004
  1201.71        500.000        78.6524                 NaN            NaN   1.46880                 NaN   1.72541       0.575317                 NaN   8.75806                 NaN   8.81999     
  1200.40        500.000        85.9568                 NaN            NaN  0.974467                 NaN   1.13284       0.328293       0.538911E-001   5.78994                 NaN   5.76380     
  1199.10        500.000        99.8599                 NaN            NaN  0.723264E-002  0.489526E-002  0.114163E-001            NaN            NaN  0.600918E-001  0.216998E-002  0.542669E-001
  1197.80        500.000        99.9671                 NaN            NaN  0.170851E-002  0.128129E-002  0.260001E-002            NaN            NaN  0.139745E-001  0.331331E-003  0.130149E-001
  1196.50        500.000        82.7361                 NaN            NaN   1.15379                 NaN   1.37784       0.460596                 NaN   7.11803                 NaN   7.15369     
  1195.20        500.000        85.0603                 NaN            NaN  0.956152                 NaN   1.17918       0.404284                 NaN   6.11772                 NaN   6.28239     
  1193.90        500.000        99.8980                 NaN            NaN  0.776559E-002            NaN  0.812615E-002  0.286236E-002            NaN  0.416119E-001            NaN  0.416183E-001
  1192.60        500.000        99.9062                 NaN            NaN  0.504764E-002            NaN  0.717581E-002  0.218421E-002            NaN  0.387594E-001            NaN  0.406707E-001
  1191.30        500.000        97.0336                 NaN            NaN  0.170418                 NaN  0.229494       0.806101E-001            NaN   1.25539                 NaN   1.23052     
  1189.99        500.000        79.3160                 NaN            NaN   1.28879                 NaN   1.60163       0.560121                 NaN   8.68254                 NaN   8.55097     
  1188.69        500.000        91.0772                 NaN            NaN  0.362147                 NaN  0.678434       0.239603                 NaN   3.84518                 NaN   3.79741     
  1187.39        500.000        87.8232                 NaN            NaN  0.151231       0.791780       0.917549       0.257459                 NaN   5.14812                 NaN   4.91063     
  1186.09        500.000        75.1803                 NaN            NaN   1.25884                 NaN   1.78198       0.594037                 NaN   10.7865                 NaN   10.3984     
  1184.79        500.000                 NaN            NaN            NaN   4.65682                 NaN   6.92190        2.31909                 NaN   43.9825                 NaN   42.1197     
  1183.49        500.000                 NaN            NaN            NaN   4.67918                 NaN   6.92565        2.30782                 NaN   43.9823                 NaN   42.1051     
  1182.19        500.000                 NaN            NaN            NaN   4.66998                 NaN   6.92909        2.31055                 NaN   43.9802                 NaN   42.1102     
  1180.88        500.000                 NaN            NaN            NaN   4.67079                 NaN   6.92737        2.31166                 NaN   43.9768                 NaN   42.1133     
  1179.58        500.000                 NaN            NaN            NaN   4.66589                 NaN   6.92851        2.31373                 NaN   43.9742                 NaN   42.1177     
  1178.28        500.000                 NaN            NaN            NaN   4.66085                 NaN   6.92988        2.31575                 NaN   43.9716                 NaN   42.1219     
  1176.98        500.000                 NaN            NaN            NaN   4.65043                 NaN   6.92776        2.32014                 NaN   43.9731                 NaN   42.1286     
  1175.68        500.000                 NaN            NaN            NaN   4.64793                 NaN   6.92894        2.32099                 NaN   43.9710                 NaN   42.1311     
  1174.38        500.000                 NaN            NaN            NaN   4.64543                 NaN   6.93012        2.32186                 NaN   43.9690                 NaN   42.1336     
  1173.08        500.000                 NaN            NaN            NaN   4.64293                 NaN   6.93131        2.32272                 NaN   43.9668                 NaN   42.1362     
  1171.78        500.000                 NaN            NaN            NaN   4.64043                 NaN   6.93251        2.32359                 NaN   43.9647                 NaN   42.1388     
  1170.47        500.000                 NaN            NaN            NaN   4.63792                 NaN   6.93371        2.32447                 NaN   43.9625                 NaN   42.1414     
  1169.17        500.000                 NaN            NaN            NaN   4.63539                 NaN   6.93494        2.32536                 NaN   43.9603                 NaN   42.1440     
  1167.87        500.000                 NaN            NaN            NaN   4.63285                 NaN   6.93617        2.32626                 NaN   43.9581                 NaN   42.1466     
  1166.57        500.000                 NaN            NaN            NaN   4.61767                 NaN   6.93839        2.33273                 NaN   43.9545                 NaN   42.1567     
  1165.27        500.000                 NaN            NaN            NaN   4.61531                 NaN   6.93977        2.33358                 NaN   43.9520                 NaN   42.1594     
  1163.97        500.000                 NaN            NaN            NaN   4.59185                 NaN   6.93894        2.34301                 NaN   43.9546                 NaN   42.1716     
  1162.67        500.000                 NaN            NaN            NaN   4.62265                 NaN   6.94167        2.33192                 NaN   43.9428                 NaN   42.1609     
  1161.36        500.000                 NaN            NaN            NaN   4.57093                 NaN   6.94605        2.35227                 NaN   43.9406                 NaN   42.1902     
  1160.06        500.000                 NaN            NaN            NaN   4.62301                 NaN   6.94375        2.33126                 NaN   43.9396                 NaN   42.1624     
  1158.76        500.000                 NaN            NaN            NaN   4.61942                 NaN   6.94518        2.33262                 NaN   43.9371                 NaN   42.1657     
  1157.46        500.000                 NaN            NaN            NaN   4.61665                 NaN   6.94634        2.33382                 NaN   43.9342                 NaN   42.1690     
  1156.16        500.000                 NaN            NaN            NaN   4.61078                 NaN   6.94782        2.33637                 NaN   43.9307                 NaN   42.1743     
  1154.86        500.000                 NaN            NaN            NaN   4.60767                 NaN   6.94926        2.33762                 NaN   43.9278                 NaN   42.1776     
  1153.56        500.000                 NaN            NaN            NaN   4.60585                 NaN   6.95021        2.33839                 NaN   43.9254                 NaN   42.1801     
  1152.26        500.000                 NaN            NaN            NaN   4.60284                 NaN   6.95162        2.33957                 NaN   43.9226                 NaN   42.1834     
  1150.95        500.000                 NaN            NaN            NaN   4.59994                 NaN   6.95301        2.34070                 NaN   43.9199                 NaN   42.1865     
  1149.65        500.000                 NaN            NaN            NaN   4.59710                 NaN   6.95427        2.34185                 NaN   43.9172                 NaN   42.1896     
  1148.35        500.000                 NaN            NaN            NaN   4.59689                 NaN   6.95554        2.34171                 NaN   43.9152                 NaN   42.1907     
  1147.05        500.000                 NaN            NaN            NaN   4.59358                 NaN   6.95674        2.34324                 NaN   43.9118                 NaN   42.1946     
  1145.75        500.000                 NaN            NaN            NaN   4.58101                 NaN   6.96051        2.34702                 NaN   43.9106                 NaN   42.2009     
  1144.45        500.000                 NaN            NaN            NaN   4.59741                 NaN   6.96170        2.34026                 NaN   43.9067                 NaN   42.1939     
  1143.15        500.000                 NaN            NaN            NaN   4.60327                 NaN   6.96554        2.33657                 NaN   43.9039                 NaN   42.1907     
  1141.84        500.000                 NaN            NaN            NaN   4.51247                 NaN   6.95158        2.37444                 NaN   43.9261                 NaN   42.2355     
  1140.54        500.000                 NaN            NaN            NaN   4.58430                 NaN   6.96276        2.34643                 NaN   43.9005                 NaN   42.2060     
  1139.24        500.000                 NaN            NaN            NaN   4.47650                 NaN   6.97354        2.39017                 NaN   43.8910                 NaN   42.2688     
  1137.94        500.000                 NaN            NaN            NaN   4.57806                 NaN   6.96503        2.34879                 NaN   43.8954                 NaN   42.2127     
  1136.64        500.000                 NaN            NaN            NaN   4.56477                 NaN   6.96769        2.35320                 NaN   43.8946                 NaN   42.2198     
  1135.34        500.000                 NaN            NaN            NaN   4.57116                 NaN   6.96762        2.35184                 NaN   43.8894                 NaN   42.2200     
  1134.04        500.000                 NaN            NaN            NaN   4.56662                 NaN   6.96853        2.35343                 NaN   43.8877                 NaN   42.2237     
  1132.74        500.000                 NaN            NaN            NaN   4.56707                 NaN   6.97142        2.35331                 NaN   43.8828                 NaN   42.2254     
  1131.43        500.000                 NaN            NaN            NaN   4.56812                 NaN   6.97211        2.35281                 NaN   43.8810                 NaN   42.2259     
  1130.13        500.000                 NaN            NaN            NaN   4.56332                 NaN   6.97358        2.35496                 NaN   43.8774                 NaN   42.2307     
  1128.83        500.000                 NaN            NaN            NaN   4.56000                 NaN   6.97446        2.35580                 NaN   43.8776                 NaN   42.2322     
  1127.53        500.000                 NaN            NaN            NaN   4.55623                 NaN   6.97827        2.35571                 NaN   43.8754                 NaN   42.2344     
  1126.23        500.000                 NaN            NaN            NaN   4.55834                 NaN   6.97709        2.35649                 NaN   43.8710                 NaN   42.2371     
  1124.93        500.000                 NaN            NaN            NaN   4.55533                 NaN   6.97757        2.35826                 NaN   43.8677                 NaN   42.2411     
  1123.63        500.000                 NaN            NaN            NaN   4.55518                 NaN   6.98025        2.35777                 NaN   43.8646                 NaN   42.2422     
  1122.32        500.000                 NaN            NaN            NaN   4.55161                 NaN   6.98172        2.35935                 NaN   43.8611                 NaN   42.2462     
  1121.02        500.000                 NaN            NaN            NaN   4.53529                 NaN   6.98062        2.36577                 NaN   43.8636                 NaN   42.2547     
  1119.72        500.000                 NaN            NaN            NaN   4.54676                 NaN   6.98381        2.36108                 NaN   43.8568                 NaN   42.2515     
  1118.42        500.000                 NaN            NaN            NaN   4.46549                 NaN   7.01078        2.40065                 NaN   43.8009                 NaN   42.3221     
  1117.12        500.000                 NaN            NaN            NaN   4.46501                 NaN   7.01129        2.40055                 NaN   43.8000                 NaN   42.3231     
  1115.82        500.000                 NaN            NaN            NaN   4.54196                 NaN   6.98720        2.36327                 NaN   43.8482                 NaN   42.2594     
  1114.52        500.000                 NaN            NaN            NaN   4.53821                 NaN   6.99013        2.36439                 NaN   43.8445                 NaN   42.2628     
  1113.22        500.000                 NaN            NaN            NaN   4.53437                 NaN   6.99051        2.36625                 NaN   43.8420                 NaN   42.2669     
  1111.91        500.000                 NaN            NaN            NaN   4.52972                 NaN   6.99048        2.36805                 NaN   43.8413                 NaN   42.2705     
  1110.61        500.000                 NaN            NaN            NaN   4.52956                 NaN   6.99608        2.36843                 NaN   43.8311                 NaN   42.2748     
  1109.31        500.000                 NaN            NaN            NaN   4.52873                 NaN   6.99712        2.36867                 NaN   43.8290                 NaN   42.2765     
  1108.01        500.000                 NaN            NaN            NaN   4.52751                 NaN   6.99861        2.36899                 NaN   43.8265                 NaN   42.2784     
  1106.71        500.000                 NaN            NaN            NaN   4.52659                 NaN   6.99978        2.36923                 NaN   43.8242                 NaN   42.2802     
  1105.41        500.000                 NaN            NaN            NaN   4.52560                 NaN   7.00085        2.36957                 NaN   43.8219                 NaN   42.2821     
  1104.11        500.000                 NaN            NaN            NaN   4.52521                 NaN   7.00146        2.36976                 NaN   43.8199                 NaN   42.2837     
  1102.80        500.000                 NaN            NaN            NaN   4.52376                 NaN   7.00270        2.37032                 NaN   43.8172                 NaN   42.2860     
  1101.50        500.000                 NaN            NaN            NaN   4.52196                 NaN   7.00386        2.37100                 NaN   43.8147                 NaN   42.2885     
  1100.20        500.000                 NaN            NaN            NaN   4.52020                 NaN   7.00484        2.37168                 NaN   43.8124                 NaN   42.2909     
  1098.90        500.000                 NaN            NaN            NaN   4.51894                 NaN   7.00675        2.37222                 NaN   43.8086                 NaN   42.2935     
  1097.60        500.000                 NaN            NaN            NaN   4.51718                 NaN   7.00808        2.37292                 NaN   43.8057                 NaN   42.2961     
  1096.30        500.000                 NaN            NaN            NaN   4.51528                 NaN   7.00965        2.37373                 NaN   43.8023                 NaN   42.2990     
  1095.00        500.000                 NaN            NaN            NaN   4.51361                 NaN   7.01107        2.37442                 NaN   43.7992                 NaN   42.3017     
  1093.70        500.000                 NaN            NaN            NaN   4.51069                 NaN   7.01146        2.37522                 NaN   43.7988                 NaN   42.3039     
  1092.39        500.000                 NaN            NaN            NaN   4.50886                 NaN   7.01288        2.37593                 NaN   43.7958                 NaN   42.3065     
  1091.09        500.000                 NaN            NaN            NaN   4.50725                 NaN   7.01451        2.37649                 NaN   43.7928                 NaN   42.3090     
  1089.79        500.000                 NaN            NaN            NaN   4.50655                 NaN   7.01633        2.37669                 NaN   43.7894                 NaN   42.3110     
  1088.49        500.000                 NaN            NaN            NaN   4.50468                 NaN   7.01772        2.37744                 NaN   43.7864                 NaN   42.3138     
  1087.19        500.000                 NaN            NaN            NaN   4.50230                 NaN   7.02002        2.37807                 NaN   43.7832                 NaN   42.3164     
  1085.89        500.000                 NaN            NaN            NaN   4.49921                 NaN   7.02284        2.36823                 NaN   43.7741       0.121021E-001   42.3235     
  1084.59        500.000                 NaN            NaN            NaN   4.49960                 NaN   7.02273        2.37961                 NaN   43.7757                 NaN   42.3223     
  1083.29        500.000                 NaN            NaN            NaN   4.49716                 NaN   7.02507        2.38027                 NaN   43.7725                 NaN   42.3250     
  1081.98        500.000                 NaN            NaN            NaN   4.49268                 NaN   7.02898        2.37371                 NaN   43.7606       0.983510E-002   42.3342     
  1080.68        500.000                 NaN            NaN            NaN   4.49388                 NaN   7.02848        2.38163                 NaN   43.7654                 NaN   42.3306     
  1079.38        500.000                 NaN            NaN            NaN   4.49230                 NaN   7.03046        2.38211                 NaN   43.7621                 NaN   42.3330     
  1078.08        500.000                 NaN            NaN            NaN   4.48758                 NaN   7.03401        2.38574                 NaN   43.7503                 NaN   42.3424     
  1076.78        500.000                 NaN            NaN            NaN   4.49117                 NaN   7.03240        2.38302                 NaN   43.7557                 NaN   42.3377     
  1075.48        500.000                 NaN            NaN            NaN   4.48862                 NaN   7.03440        2.38415                 NaN   43.7515                 NaN   42.3413     
  1074.18        500.000                 NaN            NaN            NaN   4.48217                 NaN   7.03868        2.38182                 NaN   43.7398       0.619629E-002   42.3513     
  1072.87        500.000                 NaN            NaN            NaN   4.48699                 NaN   7.03730        2.38394                 NaN   43.7439       0.129767E-002   42.3466     
  1071.57        500.000                 NaN            NaN            NaN   4.48509                 NaN   7.03840        2.38005                 NaN   43.7415       0.578977E-002   42.3492     
  1070.27        500.000                 NaN            NaN            NaN   4.48175                 NaN   7.04080        2.37732                 NaN   43.7363       0.997286E-002   42.3539     
  1068.97        500.000                 NaN            NaN            NaN   4.48351                 NaN   7.04099        2.37124                 NaN   43.7365       0.148038E-001   42.3530     
  1067.67        500.000                 NaN            NaN            NaN  0.758187E-001   4.45613        7.04932        2.34392                 NaN   43.7235       0.213690E-001   42.3300     
  1066.37        500.000                 NaN            NaN            NaN   4.46218       0.536902E-001   7.04838        2.34676                 NaN   43.7243       0.250633E-001   42.3396     
  1065.07        500.000                 NaN            NaN            NaN   4.45065       0.836093E-001   7.05242        2.33347                 NaN   43.7179       0.302426E-001   42.3317     
  1063.77        500.000                 NaN            NaN            NaN   4.43920       0.113471        7.05647        2.32026                 NaN   43.7115       0.353487E-001   42.3238     
  1062.46        500.000                 NaN            NaN            NaN   4.42799       0.142677        7.06046        2.30734                 NaN   43.7051       0.403400E-001   42.3161     
  1061.16        500.000                 NaN            NaN            NaN  0.265040        4.38520        7.07329        2.26529                 NaN   43.6866       0.480316E-001   42.2766     
  1059.86        500.000                 NaN            NaN            NaN  0.304283        4.37086        7.07828        2.24925                 NaN   43.6789       0.531579E-001   42.2653     
  1058.56        500.000                 NaN            NaN            NaN  0.320641        4.36409        7.08114        2.24060                 NaN   43.6741       0.575451E-001   42.2619     
  1057.26        500.000                 NaN  0.472919                 NaN   4.42128                 NaN   7.08777        1.97645                 NaN   43.7455       0.116666        42.1794     
  1055.96        500.000                 NaN  0.593973                 NaN   4.40663                 NaN   7.09800        1.88134                 NaN   43.7517       0.136352        42.1320     
  1054.66        500.000                 NaN  0.709609                 NaN   4.39262                 NaN   7.10780        1.79072                 NaN   43.7574       0.154953        42.0869     
  1053.35        500.000                 NaN  0.807903                 NaN   4.38207                 NaN   7.11656        1.71310                 NaN   43.7611       0.170916        42.0483     
  1052.05        500.000                 NaN  0.917423                 NaN   4.36918                 NaN   7.12578        1.62783                 NaN   43.7662       0.187958        42.0056     
  1050.75        500.000                 NaN   1.00448                 NaN   4.31044                 NaN   7.14733        1.58507                 NaN   43.7482       0.197321        42.0072     
  1049.45        500.000                 NaN   1.00430                 NaN   4.31221                 NaN   7.14578        1.57526                 NaN   43.7470       0.207022        42.0084     
  1048.15        500.000                 NaN   1.53786                 NaN   4.29088                 NaN   7.18034        1.15532                 NaN   43.7968       0.275175        41.7636     
  1046.85        500.000                 NaN   1.53782                 NaN   4.29077                 NaN   7.18031        1.15527                 NaN   43.7962       0.275169        41.7645     
  1045.55        500.000                 NaN   1.53778                 NaN   4.29067                 NaN   7.18027        1.15523                 NaN   43.7955       0.275163        41.7654     
  1044.25        500.000                 NaN   1.53744                 NaN   4.29156                 NaN   7.17943        1.14775                 NaN   43.7946       0.282656        41.7665     
  1042.94        500.000                 NaN   2.24265                 NaN   4.24818                 NaN   7.22599       0.606696                 NaN   43.8551       0.367078        41.4543     
  1041.64        500.000                 NaN   2.24259                 NaN   4.24808                 NaN   7.22596       0.606671                 NaN   43.8545       0.367070        41.4551     
  1040.34        500.000                 NaN   2.51151                 NaN   4.20867                 NaN   7.25079       0.413753                 NaN   43.8590       0.398123        41.3582     
  1039.04        500.000                 NaN   2.51145                 NaN   4.20857                 NaN   7.25076       0.413736                 NaN   43.8584       0.398115        41.3590     
  1037.74        500.000                 NaN   2.51138                 NaN   4.20847                 NaN   7.25072       0.413719                 NaN   43.8577       0.398106        41.3599     
  1036.44        500.000                 NaN   2.51132                 NaN   4.20836                 NaN   7.25069       0.413702                 NaN   43.8571       0.398098        41.3607     
  1035.14        500.000                 NaN   2.51126                 NaN   4.20826                 NaN   7.25065       0.413681                 NaN   43.8565       0.398091        41.3616     
  1033.83        500.000                 NaN   2.98746                 NaN   4.18771                 NaN   7.28721       0.474015E-001            NaN   43.8811       0.455331        41.1538     
  1032.53        500.000                 NaN   3.05006                 NaN   4.18401                 NaN   7.29065                 NaN            NaN   43.8868       0.462130        41.1263     
  1031.23        500.000                 NaN   3.05287                 NaN   4.17968                 NaN   7.29238                 NaN            NaN   43.8828       0.462313        41.1300     
  1029.93        500.000                 NaN   3.05496                 NaN   4.17701                 NaN   7.29366                 NaN            NaN   43.8792       0.462384        41.1328     
  1028.63        500.000                 NaN   3.05715                 NaN   4.17411                 NaN   7.29490                 NaN            NaN   43.8758       0.462436        41.1356     
  1027.33        500.000                 NaN   3.05877                 NaN   4.17327                 NaN   7.29655                 NaN            NaN   43.8708       0.462425        41.1382     
  1026.03        500.000                 NaN   3.06045                 NaN   4.17112                 NaN   7.29723                 NaN            NaN   43.8682       0.462503        41.1405     
  1024.73        500.000                 NaN   3.06009                 NaN   4.17170                 NaN   7.29624                 NaN            NaN   43.8696       0.462224        41.1402     
  1023.42        500.000                 NaN   3.07366                 NaN   4.14124                 NaN   7.29377                 NaN            NaN   43.8810       0.463874        41.1464     
  1022.12        500.000                 NaN   3.06476                 NaN   4.16658                 NaN   7.30061                 NaN            NaN   43.8582       0.462452        41.1474     
  1020.82        500.000                 NaN   3.07741                 NaN   4.13670                 NaN   7.29676                 NaN            NaN   43.8730       0.464033        41.1521     
  1019.52        500.000                 NaN   3.07923                 NaN   4.13451                 NaN   7.29822                 NaN            NaN   43.8691       0.464110        41.1549     
  1018.22        500.000                 NaN   3.08101                 NaN   4.13236                 NaN   7.29967                 NaN            NaN   43.8651       0.464185        41.1576     
  1016.92        500.000                 NaN   3.08272                 NaN   4.13036                 NaN   7.30113                 NaN            NaN   43.8612       0.464247        41.1604     
  1015.62        500.000                 NaN   3.08363                 NaN   4.13043                 NaN   7.30278                 NaN            NaN   43.8563       0.464116        41.1627     
  1014.31        500.000                 NaN   3.08436                 NaN   4.13042                 NaN   7.30408                 NaN            NaN   43.8523       0.464014        41.1648     
  1013.01        500.000                 NaN   3.08496                 NaN   4.13037                 NaN   7.30514                 NaN            NaN   43.8489       0.463932        41.1667     
  1011.71        500.000                 NaN   3.07665                 NaN   4.15297                 NaN   7.30789                 NaN            NaN   43.8352       0.462425        41.1649     
  1010.41        500.000                 NaN   3.07825                 NaN   4.15128                 NaN   7.30915                 NaN            NaN   43.8315       0.462441        41.1674     
  1009.11        500.000                 NaN   3.08195                 NaN   4.14440                 NaN   7.31021                 NaN            NaN   43.8297       0.462822        41.1709     
  1007.81        500.000                 NaN   3.08087                 NaN   4.14876                 NaN   7.31126                 NaN            NaN   43.8249       0.462397        41.1718     
  1006.51        500.000                 NaN   3.08242                 NaN   4.14741                 NaN   7.31236                 NaN            NaN   43.8212       0.462375        41.1742     
  1005.21        500.000                 NaN   3.08453                 NaN   4.14480                 NaN   7.31343                 NaN            NaN   43.8182       0.462331        41.1767     
  1003.90        500.000                 NaN   3.08499                 NaN   4.14420                 NaN   7.31464                 NaN            NaN   43.8149       0.462471        41.1788     
  1002.60        500.000                 NaN   3.08938                 NaN   4.13806                 NaN   7.31568                 NaN            NaN   43.8115       0.462627        41.1828     
  1001.30        500.000                 NaN   3.09280                 NaN   4.13364                 NaN   7.31672                 NaN            NaN   43.8082       0.462660        41.1860     
  1000.00        500.000                 NaN   3.09079                 NaN   4.13657                 NaN   7.31862                 NaN            NaN   43.8042       0.462771        41.1871     
