|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/ALH/ALH_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1227.73        500.000        99.7882                 NaN            NaN  0.598591E-001            NaN            NaN  0.502396E-001            NaN  0.101724                 NaN            NaN
  1226.43        500.000        96.9258                 NaN            NaN  0.423658       0.379826       0.410137       0.702703E-001            NaN   1.73130       0.590347E-001            NaN
  1225.13        500.000        99.6463                 NaN            NaN  0.957506E-001            NaN            NaN            NaN            NaN  0.255161       0.274052E-002            NaN
  1223.83        500.000        98.8696                 NaN            NaN  0.830847E-001  0.251941       0.129329       0.105837                 NaN  0.560230                 NaN            NaN
  1222.53        500.000        98.1207                 NaN            NaN  0.418226       0.134404       0.269962                 NaN            NaN  0.969428       0.872601E-001            NaN
  1221.23        500.000        98.2267                 NaN            NaN  0.773561E-001  0.373927       0.170526       0.103609                 NaN   1.04351       0.439420E-002            NaN
  1219.92        500.000        98.6128                 NaN            NaN  0.170463       0.222725       0.166451                 NaN            NaN  0.777658       0.499173E-001            NaN
  1218.62        500.000        99.5895                 NaN            NaN  0.526521E-001  0.621186E-001  0.486489E-001            NaN            NaN  0.232471       0.146351E-001            NaN
  1217.32        500.000        98.1871                 NaN            NaN  0.218594       0.263569       0.222864                 NaN            NaN   1.05126       0.566457E-001            NaN
  1216.02        500.000        95.4948                 NaN            NaN  0.845194       0.126138       0.546000       0.283201       0.192254        2.51239                 NaN            NaN
  1214.72        500.000        99.5409                 NaN            NaN  0.105211       0.593166E-001  0.492790E-001            NaN            NaN  0.226382       0.188620E-001            NaN
  1213.42        500.000        99.5260                 NaN            NaN  0.440707E-001            NaN  0.680015E-001  0.146521E-001            NaN  0.333685       0.135742E-001            NaN
  1212.12        500.000        99.7993                 NaN            NaN  0.491186E-001            NaN  0.217303E-001  0.209566E-001            NaN  0.107492       0.136635E-002            NaN
  1210.82        500.000        96.8053                 NaN            NaN  0.455937       0.471938       0.364631       0.152781                 NaN   1.68545       0.639284E-001            NaN
  1209.51        500.000        98.2884                 NaN            NaN  0.220639       0.274610       0.199083                 NaN            NaN  0.959418       0.578735E-001            NaN
  1208.21        500.000        97.9490                 NaN            NaN  0.126939                 NaN  0.176893       0.135031       0.376982E-004  0.778852                 NaN  0.833293     
  1206.91        500.000        97.3408                 NaN            NaN  0.249563       0.452874       0.303263       0.142067                 NaN   1.49438       0.170546E-001            NaN
  1205.61        500.000        86.2492                 NaN            NaN   1.36544                 NaN   1.16522       0.721698                 NaN   5.46569                 NaN   5.03272     
  1204.31        500.000       100.0000                 NaN            NaN  0.189025E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1203.01        500.000        99.9998       0.687473E-005            NaN  0.151975E-004            NaN  0.170349E-004  0.535857E-005            NaN  0.770333E-004            NaN  0.771347E-004
  1201.71        500.000        77.0257                 NaN            NaN   2.06714                 NaN   1.88932        1.10499                 NaN   8.90030                 NaN   9.01258     
  1200.40        500.000        84.7634                 NaN            NaN   1.38222                 NaN   1.25023       0.635539       0.103890        5.92887                 NaN   5.93589     
  1199.10        500.000        99.8464                 NaN            NaN  0.103515E-001  0.724312E-002  0.127749E-001            NaN            NaN  0.623675E-001  0.416594E-002  0.566644E-001
  1197.80        500.000        99.9640                 NaN            NaN  0.246291E-002  0.191196E-002  0.290969E-002            NaN            NaN  0.144974E-001  0.636162E-003  0.135908E-001
  1196.50        500.000        81.3378                 NaN            NaN   1.63272                 NaN   1.51756       0.891970                 NaN   7.26811                 NaN   7.35189     
  1195.20        500.000        83.8136                 NaN            NaN   1.35182                 NaN   1.30290       0.790224                 NaN   6.26465                 NaN   6.47683     
  1193.90        500.000        99.8873                 NaN            NaN  0.111463E-001            NaN  0.911131E-002  0.567927E-002            NaN  0.432237E-001            NaN  0.435389E-001
  1192.60        500.000        99.8976                 NaN            NaN  0.726594E-002            NaN  0.804583E-002  0.433316E-002            NaN  0.402416E-001            NaN  0.425468E-001
  1191.30        500.000        96.7581                 NaN            NaN  0.244084                 NaN  0.256642       0.158262                 NaN   1.29904                 NaN   1.28386     
  1189.99        500.000        77.7177                 NaN            NaN   1.81093                 NaN   1.76283        1.08938                 NaN   8.83849                 NaN   8.78064     
  1188.69        500.000        90.3514                 NaN            NaN  0.515451                 NaN  0.756003       0.470365                 NaN   3.95901                 NaN   3.94778     
  1187.39        500.000        86.7576                 NaN            NaN  0.223679        1.12407        1.01928       0.507530                 NaN   5.27874                 NaN   5.08909     
  1186.09        500.000        73.5073                 NaN            NaN   1.76580                 NaN   1.96037        1.16080                 NaN   10.9343                 NaN   10.6715     
  1184.79        500.000                 NaN            NaN            NaN   6.12102                 NaN   7.15642        4.26582                 NaN   41.8338                 NaN   40.6229     
  1183.49        500.000                 NaN            NaN            NaN   6.15379                 NaN   7.16024        4.24492                 NaN   41.8336                 NaN   40.6074     
  1182.19        500.000                 NaN            NaN            NaN   6.14059                 NaN   7.16392        4.25072                 NaN   41.8328                 NaN   40.6120     
  1180.88        500.000                 NaN            NaN            NaN   6.14111                 NaN   7.16216        4.25263                 NaN   41.8301                 NaN   40.6140     
  1179.58        500.000                 NaN            NaN            NaN   6.13379                 NaN   7.16342        4.25684                 NaN   41.8284                 NaN   40.6175     
  1178.28        500.000                 NaN            NaN            NaN   6.12631                 NaN   7.16491        4.26096                 NaN   41.8268                 NaN   40.6210     
  1176.98        500.000                 NaN            NaN            NaN   6.11278                 NaN   7.16276        4.26924                 NaN   41.8288                 NaN   40.6264     
  1175.68        500.000                 NaN            NaN            NaN   6.10910                 NaN   7.16404        4.27115                 NaN   41.8276                 NaN   40.6282     
  1174.38        500.000                 NaN            NaN            NaN   6.10541                 NaN   7.16532        4.27305                 NaN   41.8263                 NaN   40.6299     
  1173.08        500.000                 NaN            NaN            NaN   6.10172                 NaN   7.16661        4.27497                 NaN   41.8251                 NaN   40.6316     
  1171.78        500.000                 NaN            NaN            NaN   6.09800                 NaN   7.16792        4.27690                 NaN   41.8238                 NaN   40.6334     
  1170.47        500.000                 NaN            NaN            NaN   6.09427                 NaN   7.16923        4.27885                 NaN   41.8225                 NaN   40.6351     
  1169.17        500.000                 NaN            NaN            NaN   6.09051                 NaN   7.17055        4.28081                 NaN   41.8212                 NaN   40.6369     
  1167.87        500.000                 NaN            NaN            NaN   6.08671                 NaN   7.17190        4.28280                 NaN   41.8199                 NaN   40.6387     
  1166.57        500.000                 NaN            NaN            NaN   6.06379                 NaN   7.17437        4.29542                 NaN   41.8180                 NaN   40.6485     
  1165.27        500.000                 NaN            NaN            NaN   6.06022                 NaN   7.17587        4.29732                 NaN   41.8163                 NaN   40.6503     
  1163.97        500.000                 NaN            NaN            NaN   6.02640                 NaN   7.17524        4.31537                 NaN   41.8207                 NaN   40.6623     
  1162.67        500.000                 NaN            NaN            NaN   6.06862                 NaN   7.17791        4.29445                 NaN   41.8089                 NaN   40.6501     
  1161.36        500.000                 NaN            NaN            NaN   5.99647                 NaN   7.18276        4.33279                 NaN   41.8090                 NaN   40.6790     
  1160.06        500.000                 NaN            NaN            NaN   6.06898                 NaN   7.18016        4.29386                 NaN   41.8072                 NaN   40.6498     
  1158.76        500.000                 NaN            NaN            NaN   6.06363                 NaN   7.18170        4.29670                 NaN   41.8056                 NaN   40.6524     
  1157.46        500.000                 NaN            NaN            NaN   6.05940                 NaN   7.18297        4.29922                 NaN   41.8036                 NaN   40.6548     
  1156.16        500.000                 NaN            NaN            NaN   6.05067                 NaN   7.18458        4.30426                 NaN   41.8012                 NaN   40.6593     
  1154.86        500.000                 NaN            NaN            NaN   6.04592                 NaN   7.18613        4.30692                 NaN   41.7992                 NaN   40.6618     
  1153.56        500.000                 NaN            NaN            NaN   6.04318                 NaN   7.18718        4.30853                 NaN   41.7977                 NaN   40.6635     
  1152.26        500.000                 NaN            NaN            NaN   6.03858                 NaN   7.18870        4.31109                 NaN   41.7958                 NaN   40.6658     
  1150.95        500.000                 NaN            NaN            NaN   6.03419                 NaN   7.19020        4.31350                 NaN   41.7940                 NaN   40.6681     
  1149.65        500.000                 NaN            NaN            NaN   6.02988                 NaN   7.19157        4.31593                 NaN   41.7922                 NaN   40.6704     
  1148.35        500.000                 NaN            NaN            NaN   6.02946                 NaN   7.19293        4.31600                 NaN   41.7909                 NaN   40.6707     
  1147.05        500.000                 NaN            NaN            NaN   6.02433                 NaN   7.19423        4.31916                 NaN   41.7885                 NaN   40.6737     
  1145.75        500.000                 NaN            NaN            NaN   6.00649                 NaN   7.19829        4.32702                 NaN   41.7886                 NaN   40.6796     
  1144.45        500.000                 NaN            NaN            NaN   6.03019                 NaN   7.19944        4.31420                 NaN   41.7849                 NaN   40.6713     
  1143.15        500.000                 NaN            NaN            NaN   6.03900                 NaN   7.20342        4.30776                 NaN   41.7826                 NaN   40.6672     
  1141.84        500.000                 NaN            NaN            NaN   5.91209                 NaN   7.18952        4.37894                 NaN   41.8072                 NaN   40.7123     
  1140.54        500.000                 NaN            NaN            NaN   6.01008                 NaN   7.20076        4.32663                 NaN   41.7815                 NaN   40.6810     
  1139.24        500.000                 NaN            NaN            NaN   5.85536                 NaN   7.21261        4.41075                 NaN   41.7768                 NaN   40.7445     
  1137.94        500.000                 NaN            NaN            NaN   6.00114                 NaN   7.20321        4.33175                 NaN   41.7780                 NaN   40.6859     
  1136.64        500.000                 NaN            NaN            NaN   5.98270                 NaN   7.20610        4.34048                 NaN   41.7784                 NaN   40.6924     
  1135.34        500.000                 NaN            NaN            NaN   5.99073                 NaN   7.20604        4.33775                 NaN   41.7739                 NaN   40.6916     
  1134.04        500.000                 NaN            NaN            NaN   5.98387                 NaN   7.20707        4.34114                 NaN   41.7733                 NaN   40.6946     
  1132.74        500.000                 NaN            NaN            NaN   5.98372                 NaN   7.21011        4.34136                 NaN   41.7694                 NaN   40.6954     
  1131.43        500.000                 NaN            NaN            NaN   5.98509                 NaN   7.21087        4.34066                 NaN   41.7683                 NaN   40.6951     
  1130.13        500.000                 NaN            NaN            NaN   5.97792                 NaN   7.21246        4.34484                 NaN   41.7657                 NaN   40.6991     
  1128.83        500.000                 NaN            NaN            NaN   5.97352                 NaN   7.21343        4.34675                 NaN   41.7665                 NaN   40.6998     
  1127.53        500.000                 NaN            NaN            NaN   5.96865                 NaN   7.21745        4.34731                 NaN   41.7653                 NaN   40.7012     
  1126.23        500.000                 NaN            NaN            NaN   5.97052                 NaN   7.21625        4.34865                 NaN   41.7617                 NaN   40.7029     
  1124.93        500.000                 NaN            NaN            NaN   5.96559                 NaN   7.21681        4.35228                 NaN   41.7592                 NaN   40.7061     
  1123.63        500.000                 NaN            NaN            NaN   5.96493                 NaN   7.21966        4.35179                 NaN   41.7572                 NaN   40.7064     
  1122.32        500.000                 NaN            NaN            NaN   5.95947                 NaN   7.22124        4.35500                 NaN   41.7547                 NaN   40.7096     
  1121.02        500.000                 NaN            NaN            NaN   5.93657                 NaN   7.22025        4.36728                 NaN   41.7583                 NaN   40.7176     
  1119.72        500.000                 NaN            NaN            NaN   5.95265                 NaN   7.22351        4.35868                 NaN   41.7520                 NaN   40.7132     
  1118.42        500.000                 NaN            NaN            NaN   5.82580                 NaN   7.25206        4.43522                 NaN   41.7030                 NaN   40.7839     
  1117.12        500.000                 NaN            NaN            NaN   5.82527                 NaN   7.25264        4.43527                 NaN   41.7028                 NaN   40.7840     
  1115.82        500.000                 NaN            NaN            NaN   5.94473                 NaN   7.22719        4.36367                 NaN   41.7459                 NaN   40.7185     
  1114.52        500.000                 NaN            NaN            NaN   5.93877                 NaN   7.23030        4.36632                 NaN   41.7434                 NaN   40.7212     
  1113.22        500.000                 NaN            NaN            NaN   5.93295                 NaN   7.23076        4.37010                 NaN   41.7417                 NaN   40.7244     
  1111.91        500.000                 NaN            NaN            NaN   5.92653                 NaN   7.23080        4.37369                 NaN   41.7418                 NaN   40.7272     
  1110.61        500.000                 NaN            NaN            NaN   5.92430                 NaN   7.23667        4.37518                 NaN   41.7331                 NaN   40.7308     
  1109.31        500.000                 NaN            NaN            NaN   5.92294                 NaN   7.23780        4.37588                 NaN   41.7317                 NaN   40.7316     
  1108.01        500.000                 NaN            NaN            NaN   5.92099                 NaN   7.23940        4.37678                 NaN   41.7301                 NaN   40.7328     
  1106.71        500.000                 NaN            NaN            NaN   5.91950                 NaN   7.24066        4.37751                 NaN   41.7286                 NaN   40.7337     
  1105.41        500.000                 NaN            NaN            NaN   5.91791                 NaN   7.24182        4.37837                 NaN   41.7271                 NaN   40.7348     
  1104.11        500.000                 NaN            NaN            NaN   5.91726                 NaN   7.24249        4.37885                 NaN   41.7259                 NaN   40.7355     
  1102.80        500.000                 NaN            NaN            NaN   5.91493                 NaN   7.24384        4.38016                 NaN   41.7241                 NaN   40.7370     
  1101.50        500.000                 NaN            NaN            NaN   5.91222                 NaN   7.24509        4.38168                 NaN   41.7224                 NaN   40.7386     
  1100.20        500.000                 NaN            NaN            NaN   5.90961                 NaN   7.24615        4.38314                 NaN   41.7210                 NaN   40.7401     
  1098.90        500.000                 NaN            NaN            NaN   5.90716                 NaN   7.24820        4.38458                 NaN   41.7181                 NaN   40.7420     
  1097.60        500.000                 NaN            NaN            NaN   5.90439                 NaN   7.24963        4.38617                 NaN   41.7161                 NaN   40.7438     
  1096.30        500.000                 NaN            NaN            NaN   5.90122                 NaN   7.25132        4.38801                 NaN   41.7136                 NaN   40.7458     
  1095.00        500.000                 NaN            NaN            NaN   5.89848                 NaN   7.25285        4.38959                 NaN   41.7114                 NaN   40.7477     
  1093.70        500.000                 NaN            NaN            NaN   5.89504                 NaN   7.25329        4.39122                 NaN   41.7116                 NaN   40.7489     
  1092.39        500.000                 NaN            NaN            NaN   5.89215                 NaN   7.25481        4.39284                 NaN   41.7095                 NaN   40.7507     
  1091.09        500.000                 NaN            NaN            NaN   5.88950                 NaN   7.25656        4.39425                 NaN   41.7073                 NaN   40.7524     
  1089.79        500.000                 NaN            NaN            NaN   5.88788                 NaN   7.25850        4.39516                 NaN   41.7049                 NaN   40.7536     
  1088.49        500.000                 NaN            NaN            NaN   5.88496                 NaN   7.25999        4.39683                 NaN   41.7027                 NaN   40.7555     
  1087.19        500.000                 NaN            NaN            NaN   5.88122                 NaN   7.26244        4.39847                 NaN   41.7005                 NaN   40.7574     
  1085.89        500.000                 NaN            NaN            NaN   5.87527                 NaN   7.26535        4.38259                 NaN   41.6922       0.215115E-001   40.7631     
  1084.59        500.000                 NaN            NaN            NaN   5.87631                 NaN   7.26536        4.40190                 NaN   41.6948                 NaN   40.7616     
  1083.29        500.000                 NaN            NaN            NaN   5.87248                 NaN   7.26785        4.40356                 NaN   41.6926                 NaN   40.7635     
  1081.98        500.000                 NaN            NaN            NaN   5.86419                 NaN   7.27191        4.39338                 NaN   41.6817       0.174832E-001   40.7714     
  1080.68        500.000                 NaN            NaN            NaN   5.86687                 NaN   7.27150        4.40678                 NaN   41.6874                 NaN   40.7675     
  1079.38        500.000                 NaN            NaN            NaN   5.86414                 NaN   7.27362        4.40810                 NaN   41.6850                 NaN   40.7691     
  1078.08        500.000                 NaN            NaN            NaN   5.85581                 NaN   7.27734        4.41502                 NaN   41.6745                 NaN   40.7773     
  1076.78        500.000                 NaN            NaN            NaN   5.86163                 NaN   7.27571        4.41035                 NaN   41.6803                 NaN   40.7721     
  1075.48        500.000                 NaN            NaN            NaN   5.85745                 NaN   7.27786        4.41272                 NaN   41.6771                 NaN   40.7749     
  1074.18        500.000                 NaN            NaN            NaN   5.84698                 NaN   7.28231        4.40970                 NaN   41.6665       0.110164E-001   40.7835     
  1072.87        500.000                 NaN            NaN            NaN   5.85380                 NaN   7.28098        4.41313                 NaN   41.6713       0.230721E-002   40.7785     
  1071.57        500.000                 NaN            NaN            NaN   5.85114                 NaN   7.28212        4.40689                 NaN   41.6695       0.102942E-001   40.7800     
  1070.27        500.000                 NaN            NaN            NaN   5.84607                 NaN   7.28463        4.40292                 NaN   41.6651       0.177320E-001   40.7836     
  1068.97        500.000                 NaN            NaN            NaN   5.84840                 NaN   7.28485        4.39287                 NaN   41.6658       0.263220E-001   40.7818     
  1067.67        500.000                 NaN            NaN            NaN  0.104567        5.81122        7.29324        4.34313                 NaN   41.6525       0.379948E-001   40.7573     
  1066.37        500.000                 NaN            NaN            NaN   5.81936       0.740632E-001   7.29235        4.34944                 NaN   41.6542       0.445646E-001   40.7660     
  1065.07        500.000                 NaN            NaN            NaN   5.80369       0.115345        7.29644        4.32583                 NaN   41.6481       0.537742E-001   40.7569     
  1063.77        500.000                 NaN            NaN            NaN   5.78814       0.156554        7.30055        4.30231                 NaN   41.6419       0.628537E-001   40.7477     
  1062.46        500.000                 NaN            NaN            NaN   5.77290       0.196865        7.30460        4.27933                 NaN   41.6358       0.717292E-001   40.7388     
  1061.16        500.000                 NaN            NaN            NaN  0.365675        5.71552        7.31746        4.20226                 NaN   41.6162       0.854023E-001   40.6974     
  1059.86        500.000                 NaN            NaN            NaN  0.419849        5.69617        7.32250        4.17344                 NaN   41.6087       0.945171E-001   40.6848     
  1058.56        500.000                 NaN            NaN            NaN  0.442465        5.68670        7.32544        4.15835                 NaN   41.6043       0.102319        40.6804     
  1057.26        500.000                 NaN  0.765693                 NaN   5.76026                 NaN   7.33171        3.66877                 NaN   41.6694       0.207427        40.5967     
  1055.96        500.000                 NaN  0.961654                 NaN   5.74019                 NaN   7.34186        3.49295                 NaN   41.6732       0.242417        40.5477     
  1054.66        500.000                 NaN   1.14883                 NaN   5.72099                 NaN   7.35158        3.32541                 NaN   41.6768       0.275476        40.5009     
  1053.35        500.000                 NaN   1.30793                 NaN   5.70639                 NaN   7.36029        3.18194                 NaN   41.6787       0.303846        40.4609     
  1052.05        500.000                 NaN   1.48519                 NaN   5.68870                 NaN   7.36944        3.02414                 NaN   41.6818       0.334131        40.4166     
  1050.75        500.000                 NaN   1.62617                 NaN   5.60196                 NaN   7.39180        2.94636                 NaN   41.6655       0.350785        40.4175     
  1049.45        500.000                 NaN   1.62590                 NaN   5.60433                 NaN   7.39015        2.92978                 NaN   41.6645       0.368035        40.4173     
  1048.15        500.000                 NaN   2.48896                 NaN   5.58368                 NaN   7.42351        2.14814                 NaN   41.6988       0.489045        40.1679     
  1046.85        500.000                 NaN   2.48896                 NaN   5.58368                 NaN   7.42351        2.14814                 NaN   41.6988       0.489045        40.1679     
  1045.55        500.000                 NaN   2.48896                 NaN   5.58367                 NaN   7.42351        2.14814                 NaN   41.6988       0.489045        40.1679     
  1044.25        500.000                 NaN   2.48845                 NaN   5.58493                 NaN   7.42262        2.13558                 NaN   41.6982       0.502369        40.1679     
  1042.94        500.000                 NaN   3.63505                 NaN   5.52638                 NaN   7.46778        1.12845                 NaN   41.7395       0.652164        39.8506     
  1041.64        500.000                 NaN   3.63505                 NaN   5.52638                 NaN   7.46778        1.12845                 NaN   41.7395       0.652164        39.8506     
  1040.34        500.000                 NaN   4.07058                 NaN   5.46845                 NaN   7.49260       0.769550                 NaN   41.7396       0.707267        39.7519     
  1039.04        500.000                 NaN   4.07058                 NaN   5.46845                 NaN   7.49260       0.769550                 NaN   41.7396       0.707267        39.7519     
  1037.74        500.000                 NaN   4.07058                 NaN   5.46845                 NaN   7.49260       0.769549                 NaN   41.7396       0.707267        39.7519     
  1036.44        500.000                 NaN   4.07058                 NaN   5.46845                 NaN   7.49260       0.769549                 NaN   41.7396       0.707267        39.7519     
  1035.14        500.000                 NaN   4.07058                 NaN   5.46844                 NaN   7.49260       0.769543                 NaN   41.7396       0.707270        39.7519     
  1033.83        500.000                 NaN   4.84136                 NaN   5.43884                 NaN   7.52847       0.882711E-001            NaN   41.7531       0.808775        39.5412     
  1032.53        500.000                 NaN   4.94443                 NaN   5.43270                 NaN   7.53179                 NaN            NaN   41.7577       0.820839        39.5126     
  1031.23        500.000                 NaN   4.94830                 NaN   5.42714                 NaN   7.53362                 NaN            NaN   41.7544       0.821183        39.5153     
  1029.93        500.000                 NaN   4.95154                 NaN   5.42305                 NaN   7.53500                 NaN            NaN   41.7518       0.821329        39.5173     
  1028.63        500.000                 NaN   4.95494                 NaN   5.41875                 NaN   7.53634                 NaN            NaN   41.7493       0.821441        39.5193     
  1027.33        500.000                 NaN   4.95766                 NaN   5.41619                 NaN   7.53813                 NaN            NaN   41.7454       0.821443        39.5212     
  1026.03        500.000                 NaN   4.96029                 NaN   5.41293                 NaN   7.53888                 NaN            NaN   41.7436       0.821602        39.5227     
  1024.73        500.000                 NaN   4.96158                 NaN   5.41248                 NaN   7.53788                 NaN            NaN   41.7455       0.821122        39.5214     
  1023.42        500.000                 NaN   4.98391                 NaN   5.37207                 NaN   7.53545                 NaN            NaN   41.7574       0.824079        39.5271     
  1022.12        500.000                 NaN   4.96769                 NaN   5.40496                 NaN   7.54252                 NaN            NaN   41.7362       0.821567        39.5271     
  1020.82        500.000                 NaN   4.98945                 NaN   5.36509                 NaN   7.53865                 NaN            NaN   41.7512       0.824403        39.5312     
  1019.52        500.000                 NaN   4.99216                 NaN   5.36169                 NaN   7.54023                 NaN            NaN   41.7482       0.824559        39.5331     
  1018.22        500.000                 NaN   4.99483                 NaN   5.35834                 NaN   7.54178                 NaN            NaN   41.7452       0.824712        39.5351     
  1016.92        500.000                 NaN   4.99742                 NaN   5.35519                 NaN   7.54335                 NaN            NaN   41.7422       0.824842        39.5370     
  1015.62        500.000                 NaN   4.99903                 NaN   5.35456                 NaN   7.54508                 NaN            NaN   41.7382       0.824627        39.5385     
  1014.31        500.000                 NaN   5.00033                 NaN   5.35400                 NaN   7.54647                 NaN            NaN   41.7351       0.824464        39.5397     
  1013.01        500.000                 NaN   5.00143                 NaN   5.35349                 NaN   7.54761                 NaN            NaN   41.7325       0.824336        39.5407     
  1011.71        500.000                 NaN   4.98868                 NaN   5.38134                 NaN   7.55045                 NaN            NaN   41.7199       0.821672        39.5380     
  1010.41        500.000                 NaN   4.99128                 NaN   5.37843                 NaN   7.55180                 NaN            NaN   41.7171       0.821720        39.5397     
  1009.11        500.000                 NaN   4.99696                 NaN   5.36901                 NaN   7.55297                 NaN            NaN   41.7162       0.822419        39.5424     
  1007.81        500.000                 NaN   4.99587                 NaN   5.37375                 NaN   7.55408                 NaN            NaN   41.7122       0.821679        39.5424     
  1006.51        500.000                 NaN   4.99844                 NaN   5.37118                 NaN   7.55527                 NaN            NaN   41.7094       0.821660        39.5440     
  1005.21        500.000                 NaN   5.00202                 NaN   5.36686                 NaN   7.55644                 NaN            NaN   41.7074       0.821603        39.5457     
  1003.90        500.000                 NaN   5.00273                 NaN   5.36595                 NaN   7.55772                 NaN            NaN   41.7048       0.821868        39.5469     
  1002.60        500.000                 NaN   5.00969                 NaN   5.35667                 NaN   7.55888                 NaN            NaN   41.7024       0.822167        39.5502     
  1001.30        500.000                 NaN   5.01539                 NaN   5.34972                 NaN   7.56002                 NaN            NaN   41.7001       0.822246        39.5526     
  1000.00        500.000                 NaN   5.01225                 NaN   5.35375                 NaN   7.56201                 NaN            NaN   41.6968       0.822460        39.5527     
