|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/ALH/ALH_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1491.90        500.000        99.4959                 NaN  0.504104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.60        500.000        99.4993                 NaN  0.500691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.30        500.000        99.5009                 NaN  0.499054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.00        500.000        99.4733       0.117777E-002  0.525540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        500.000        99.8171       0.886498E-001  0.942897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.40        500.000        99.7739       0.239736E-001  0.202112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.09        500.000        98.9807                 NaN   1.01927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.79        500.000        99.5123                 NaN  0.487673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.49        500.000        99.5162                 NaN  0.483805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.19        500.000        99.5173                 NaN  0.482694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.89        500.000        99.5197                 NaN  0.480311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.59        500.000        99.4809                 NaN  0.519086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.29        500.000        99.5628       0.104733E-004  0.437197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.98        500.000        99.5245                 NaN  0.475528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.5250                 NaN  0.474970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.38        500.000        99.5301                 NaN  0.469854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.08        500.000        99.4304                 NaN            NaN  0.569596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.78        500.000        99.7204                 NaN  0.279568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.48        500.000        99.0357                 NaN  0.917869E-001  0.872558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.18        500.000        99.3794                 NaN            NaN  0.620589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.88        500.000        99.3739                 NaN            NaN  0.626072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.57        500.000        99.3716                 NaN            NaN  0.628433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.27        500.000        99.2966                 NaN            NaN  0.594281       0.109143                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.97        500.000        98.8645                 NaN            NaN  0.469298       0.666181                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.67        500.000        99.1645                 NaN            NaN  0.490030       0.345504                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.37        500.000        98.9669                 NaN            NaN  0.424752       0.608305                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.07        500.000        99.0219                 NaN            NaN  0.404510       0.573587                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.77        500.000        99.0275                 NaN            NaN  0.570428       0.402121                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.46        500.000        99.0320                 NaN            NaN  0.567842       0.400206                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.16        500.000        99.0398                 NaN            NaN  0.396867       0.563326                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.86        500.000        99.0469                 NaN            NaN  0.393669       0.559447                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.56        500.000        99.0528                 NaN            NaN  0.555537       0.391627                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.26        500.000        99.2286                 NaN            NaN  0.317957       0.453428                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.96        500.000        98.8986                 NaN            NaN  0.646743       0.454656                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.66        500.000        99.0745                 NaN            NaN  0.382085       0.543366                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.36        500.000        99.0810                 NaN            NaN  0.378935       0.540065                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.05        500.000        99.0881                 NaN            NaN  0.535685       0.376176                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.75        500.000        99.0960                 NaN            NaN  0.530969       0.373022                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.45        500.000        99.0999                 NaN            NaN  0.371481       0.528653                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.15        500.000        99.1086                 NaN            NaN  0.523351       0.368020                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.85        500.000        99.1146                 NaN            NaN  0.520605       0.364766                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.55        500.000        99.1184                 NaN            NaN  0.518970       0.362624                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.25        500.000        99.1278                 NaN            NaN  0.512659       0.359537                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.94        500.000        99.1316                 NaN            NaN  0.357704       0.510730                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.64        500.000        99.1391                 NaN            NaN  0.506207       0.354647                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.34        500.000        99.1402                 NaN            NaN  0.505604       0.354176                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.04        500.000        99.1547                 NaN            NaN  0.497271       0.348011                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.74        500.000        99.1555                 NaN            NaN  0.347813       0.496642                 NaN            NaN            NaN            NaN            NaN            NaN
  1429.44        500.000        99.1615                 NaN            NaN  0.344506       0.493969                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.14        500.000        99.1650                 NaN            NaN  0.491651       0.343305                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.84        500.000        99.1740                 NaN            NaN  0.339884       0.486123                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.53        500.000        99.1770                 NaN            NaN  0.484872       0.338140                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.23        500.000        99.1825                 NaN            NaN  0.481561       0.335985                 NaN            NaN            NaN            NaN            NaN            NaN
  1422.93        500.000        99.1873                 NaN            NaN  0.478993       0.333734                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.63        500.000        99.1930                 NaN            NaN  0.475393       0.331652                 NaN            NaN            NaN            NaN            NaN            NaN
  1420.33        500.000        98.9183                 NaN            NaN  0.443904       0.637769                 NaN            NaN            NaN            NaN            NaN            NaN
  1419.03        500.000        99.4850                 NaN            NaN  0.303528       0.211500                 NaN            NaN            NaN            NaN            NaN            NaN
  1417.73        500.000        99.2059                 NaN            NaN  0.468057       0.326034                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.43        500.000        99.2118                 NaN            NaN  0.322959       0.465285                 NaN            NaN            NaN            NaN            NaN            NaN
  1415.12        500.000        99.2196                 NaN            NaN  0.320090       0.460288                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.82        500.000        99.3527                 NaN            NaN  0.265841       0.381507                 NaN            NaN            NaN            NaN            NaN            NaN
  1412.52        500.000        99.0955                 NaN            NaN  0.371871       0.532631                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.22        500.000        99.2321                 NaN            NaN  0.453008       0.314880                 NaN            NaN            NaN            NaN            NaN            NaN
  1409.92        500.000        99.2356                 NaN            NaN  0.451383       0.313024                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.62        500.000        99.2412                 NaN            NaN  0.447929       0.310888                 NaN            NaN            NaN            NaN            NaN            NaN
  1407.32        500.000        99.2442                 NaN            NaN  0.309298       0.446505                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.01        500.000        99.2497                 NaN            NaN  0.306964       0.443372                 NaN            NaN            NaN            NaN            NaN            NaN
  1404.71        500.000        99.2532                 NaN            NaN  0.305365       0.441445                 NaN            NaN            NaN            NaN            NaN            NaN
  1403.41        500.000        99.2573                 NaN            NaN  0.438764       0.303900                 NaN            NaN            NaN            NaN            NaN            NaN
  1402.11        500.000        99.2621                 NaN            NaN  0.436015       0.301920                 NaN            NaN            NaN            NaN            NaN            NaN
  1400.81        500.000        98.6052                 NaN            NaN  0.493758       0.594000       0.307062                 NaN            NaN            NaN            NaN            NaN
  1399.51        500.000        98.3695                 NaN            NaN  0.510120       0.699322       0.421071                 NaN            NaN            NaN            NaN            NaN
  1398.21        500.000        98.3901                 NaN            NaN  0.504327       0.690550       0.415038                 NaN            NaN            NaN            NaN            NaN
  1396.91        500.000        98.4124                 NaN            NaN  0.497103       0.681303       0.409155                 NaN            NaN            NaN            NaN            NaN
  1395.60        500.000        98.4304                 NaN            NaN  0.491453       0.673854       0.404279                 NaN            NaN            NaN            NaN            NaN
  1394.30        500.000        98.4559                 NaN            NaN  0.663171       0.483597       0.397288                 NaN            NaN            NaN            NaN            NaN
  1393.00        500.000        98.4742                 NaN            NaN  0.478224       0.655556       0.392025                 NaN            NaN            NaN            NaN            NaN
  1391.70        500.000        98.4935                 NaN            NaN  0.647242       0.472203       0.387023                 NaN            NaN            NaN            NaN            NaN
  1390.40        500.000        98.5118                 NaN            NaN  0.466470       0.639834       0.381945                 NaN            NaN            NaN            NaN            NaN
  1389.10        500.000        98.5290                 NaN            NaN  0.632934       0.460995       0.377104                 NaN            NaN            NaN            NaN            NaN
  1387.80        500.000        98.5497                 NaN            NaN  0.624256       0.454485       0.371509                 NaN            NaN            NaN            NaN            NaN
  1386.49        500.000        98.5657                 NaN            NaN  0.449285       0.617909       0.367136                 NaN            NaN            NaN            NaN            NaN
  1385.19        500.000        98.5819                 NaN            NaN  0.611537       0.443960       0.362572                 NaN            NaN            NaN            NaN            NaN
  1383.89        500.000        98.5995                 NaN            NaN  0.438545       0.604229       0.357697                 NaN            NaN            NaN            NaN            NaN
  1382.59        500.000        98.6165                 NaN            NaN  0.597411       0.433162       0.352968                 NaN            NaN            NaN            NaN            NaN
  1381.29        500.000        98.6301                 NaN            NaN  0.591620       0.428963       0.349355                 NaN            NaN            NaN            NaN            NaN
  1379.99        500.000        98.6473                 NaN            NaN  0.584886       0.423451       0.344360                 NaN            NaN            NaN            NaN            NaN
  1378.69        500.000        98.6639                 NaN            NaN  0.418356       0.577911       0.339800                 NaN            NaN            NaN            NaN            NaN
  1377.39        500.000        98.6769                 NaN            NaN  0.414107       0.572728       0.336220                 NaN            NaN            NaN            NaN            NaN
  1376.08        500.000        98.6909                 NaN            NaN  0.567087       0.409640       0.332419                 NaN            NaN            NaN            NaN            NaN
  1374.78        500.000        98.7057                 NaN            NaN  0.560950       0.405161       0.328178                 NaN            NaN            NaN            NaN            NaN
  1373.48        500.000        98.7205                 NaN            NaN  0.400131       0.555226       0.324154                 NaN            NaN            NaN            NaN            NaN
  1372.18        500.000        98.7336                 NaN            NaN  0.395993       0.550015       0.320383                 NaN            NaN            NaN            NaN            NaN
  1370.88        500.000        98.7465                 NaN            NaN  0.544941       0.391959       0.316648                 NaN            NaN            NaN            NaN            NaN
  1369.58        500.000        98.7592                 NaN            NaN  0.387593       0.540107       0.313138                 NaN            NaN            NaN            NaN            NaN
  1368.28        500.000        98.7722                 NaN            NaN  0.383273       0.534846       0.309650                 NaN            NaN            NaN            NaN            NaN
  1366.97        500.000        98.7813                 NaN            NaN  0.532266       0.379773       0.306639                 NaN            NaN            NaN            NaN            NaN
  1365.67        500.000        98.7970                 NaN            NaN  0.525229       0.375297       0.302486                 NaN            NaN            NaN            NaN            NaN
  1364.37        500.000        98.8066                 NaN            NaN  0.521723       0.371714       0.299941                 NaN            NaN            NaN            NaN            NaN
  1363.07        500.000        98.8198                 NaN            NaN  0.516489       0.367693       0.296024                 NaN            NaN            NaN            NaN            NaN
  1361.77        500.000        98.8311                 NaN            NaN  0.363705       0.512200       0.292960                 NaN            NaN            NaN            NaN            NaN
  1360.47        500.000        98.8418                 NaN            NaN  0.507571       0.360510       0.290146                 NaN            NaN            NaN            NaN            NaN
  1359.17        500.000        98.8533                 NaN            NaN  0.356891       0.503303       0.286548                 NaN            NaN            NaN            NaN            NaN
  1357.87        500.000        98.8630                 NaN            NaN  0.353358       0.499822       0.283853                 NaN            NaN            NaN            NaN            NaN
  1356.56        500.000        98.8740                 NaN            NaN  0.349804       0.495482       0.280690                 NaN            NaN            NaN            NaN            NaN
  1355.26        500.000        98.8827       0.183877E-001            NaN  0.351297       0.466768       0.280883                 NaN            NaN            NaN            NaN            NaN
  1353.96        500.000        98.8891       0.174402                 NaN  0.248047       0.386903       0.301542                 NaN            NaN            NaN            NaN            NaN
  1352.66        500.000        98.8994       0.206731                 NaN  0.198527       0.392132       0.303245                 NaN            NaN            NaN            NaN            NaN
  1351.36        500.000        98.9085       0.208571                 NaN  0.390232       0.191776       0.300917                 NaN            NaN            NaN            NaN            NaN
  1350.06        500.000        98.9201       0.208345                 NaN  0.187455       0.386479       0.297625                 NaN            NaN            NaN            NaN            NaN
  1348.76        500.000        98.9270       0.212205                 NaN  0.383114       0.181148       0.296526                 NaN            NaN            NaN            NaN            NaN
  1347.45        500.000        98.9456       0.208633                 NaN  0.379157       0.176272       0.290312                 NaN            NaN            NaN            NaN            NaN
  1346.15        500.000        98.9482       0.211083                 NaN  0.171237       0.379594       0.289865                 NaN            NaN            NaN            NaN            NaN
  1344.85        500.000        98.9575       0.211910                 NaN  0.166311       0.376952       0.287323                 NaN            NaN            NaN            NaN            NaN
  1343.55        500.000        98.9667       0.212768                 NaN  0.374414       0.161314       0.284760                 NaN            NaN            NaN            NaN            NaN
  1342.25        500.000        98.9760       0.213371                 NaN  0.156413       0.371971       0.282258                 NaN            NaN            NaN            NaN            NaN
  1340.95        500.000        98.9843       0.213516                 NaN  0.369583       0.152810       0.279777                 NaN            NaN            NaN            NaN            NaN
  1339.65        500.000        98.9929       0.213766                 NaN  0.367611       0.148377       0.277298                 NaN            NaN            NaN            NaN            NaN
  1338.35        500.000        99.0007       0.214671                 NaN  0.143676       0.365799       0.275123                 NaN            NaN            NaN            NaN            NaN
  1337.04        500.000        99.0094       0.215001                 NaN  0.139607       0.363267       0.272750                 NaN            NaN            NaN            NaN            NaN
  1335.74        500.000        99.0193       0.214483                 NaN  0.360350       0.136179       0.269723                 NaN            NaN            NaN            NaN            NaN
  1334.44        500.000        99.0055       0.224209                 NaN  0.367654       0.127449       0.275184                 NaN            NaN            NaN            NaN            NaN
  1333.14        500.000        99.0549       0.206398                 NaN  0.348043       0.132390       0.258224                 NaN            NaN            NaN            NaN            NaN
  1331.84        500.000        99.0416       0.215456                 NaN  0.354561       0.125096       0.263316                 NaN            NaN            NaN            NaN            NaN
  1330.54        500.000        99.0497       0.215402                 NaN  0.121797       0.352145       0.260955                 NaN            NaN            NaN            NaN            NaN
  1329.24        500.000        99.0538       0.212378                 NaN  0.121461       0.350613       0.259175       0.258915E-002            NaN            NaN            NaN            NaN
  1327.93        500.000        98.9714       0.139768                 NaN  0.190912       0.364313       0.267626       0.660037E-001            NaN            NaN            NaN            NaN
  1326.63        500.000        98.9341       0.797242E-001            NaN  0.351782       0.282493       0.267254       0.846916E-001            NaN            NaN            NaN            NaN
  1325.33        500.000        98.9503       0.137695                 NaN  0.400194       0.141825       0.270331       0.996718E-001            NaN            NaN            NaN            NaN
  1324.03        500.000        98.9039       0.715170E-001            NaN  0.393054       0.237355       0.270909       0.123314                 NaN            NaN            NaN            NaN
  1322.73        500.000        98.8848       0.506499E-001            NaN  0.402485       0.250089       0.271555       0.140460                 NaN            NaN            NaN            NaN
  1321.43        500.000        98.8743       0.344286E-001            NaN  0.408134       0.259170       0.271135       0.152814                 NaN            NaN            NaN            NaN
  1320.13        500.000        98.8646       0.189405E-001            NaN  0.414272       0.266934       0.270650       0.164612                 NaN            NaN            NaN            NaN
  1318.83        500.000        98.8622       0.773597E-002            NaN  0.416645       0.272150       0.269347       0.171972                 NaN            NaN            NaN            NaN
  1317.52        500.000        98.8685       0.102278E-002            NaN  0.274205       0.414397       0.266906       0.174927                 NaN            NaN            NaN            NaN
  1316.22        500.000        98.8732       0.171029E-005            NaN  0.267064       0.415907       0.265484       0.178330                 NaN            NaN            NaN            NaN
  1314.92        500.000        98.8816                 NaN            NaN  0.414814       0.260489       0.263514       0.179587                 NaN            NaN            NaN            NaN
  1313.62        500.000        98.8927       0.474930E-005            NaN  0.412057       0.254629       0.260983       0.179672                 NaN            NaN            NaN            NaN
  1312.32        500.000        98.9027                 NaN            NaN  0.248815       0.410071       0.258688       0.179759                 NaN            NaN            NaN            NaN
  1311.02        500.000        98.9151       0.394225E-005            NaN  0.405186       0.245295       0.255997       0.178394                 NaN            NaN            NaN            NaN
  1309.72        500.000        98.9262                 NaN            NaN  0.239942       0.402549       0.253481       0.177777                 NaN            NaN            NaN            NaN
  1308.41        500.000        98.9377                 NaN            NaN  0.397688       0.236444       0.251231       0.176899                 NaN            NaN            NaN            NaN
  1307.11        500.000        98.9563                 NaN            NaN  0.390557       0.233517       0.246818       0.172783                 NaN            NaN            NaN            NaN
  1305.81        500.000        98.9654                 NaN            NaN  0.387369       0.229766       0.245054       0.172460                 NaN            NaN            NaN            NaN
  1304.51        500.000        98.9790                 NaN            NaN  0.226372       0.382030       0.242076       0.170523                 NaN            NaN            NaN            NaN
  1303.21        500.000        98.9911                 NaN            NaN  0.377571       0.223152       0.239449       0.168725                 NaN            NaN            NaN            NaN
  1301.91        500.000        99.0050                 NaN            NaN  0.371658       0.220300       0.236500       0.166537                 NaN            NaN            NaN            NaN
  1300.61        500.000        99.0167                 NaN            NaN  0.217458       0.367080       0.233951       0.164770                 NaN            NaN            NaN            NaN
  1299.31        500.000        99.0293                 NaN            NaN  0.214759       0.362015       0.231235       0.162651                 NaN            NaN            NaN            NaN
  1298.00        500.000        99.0415                 NaN            NaN  0.357303       0.211664       0.228617       0.160943                 NaN            NaN            NaN            NaN
  1296.70        500.000        99.0540                 NaN            NaN  0.352037       0.209428       0.225920       0.158649                 NaN            NaN            NaN            NaN
  1295.40        500.000        99.0655                 NaN            NaN  0.347569       0.206823       0.223433       0.156726                 NaN            NaN            NaN            NaN
  1294.10        500.000        99.0779                 NaN            NaN  0.204613       0.342099       0.220786       0.154647                 NaN            NaN            NaN            NaN
  1292.80        500.000        99.0898                 NaN            NaN  0.336878       0.202592       0.218241       0.152441                 NaN            NaN            NaN            NaN
  1291.50        500.000        99.1008                 NaN            NaN  0.332934       0.199525       0.215794       0.150932                 NaN            NaN            NaN            NaN
  1290.20        500.000        99.1128                 NaN            NaN  0.328141       0.197067       0.213203       0.148767                 NaN            NaN            NaN            NaN
  1288.89        500.000        99.1244                 NaN            NaN  0.195447       0.322962       0.210680       0.146530                 NaN            NaN            NaN            NaN
  1287.59        500.000        99.1333                 NaN            NaN  0.318945       0.193447       0.208984       0.145338                 NaN            NaN            NaN            NaN
  1286.29        500.000        99.1474                 NaN            NaN  0.190390       0.314115       0.205531       0.142608                 NaN            NaN            NaN            NaN
  1284.99        500.000        99.1569                 NaN            NaN  0.189400       0.309324       0.203670       0.140668                 NaN            NaN            NaN            NaN
  1283.69        500.000        99.1671                 NaN            NaN  0.305251       0.187454       0.201463       0.138762                 NaN            NaN            NaN            NaN
  1282.39        500.000        99.1781                 NaN            NaN  0.185766       0.300283       0.199086       0.136759                 NaN            NaN            NaN            NaN
  1281.09        500.000        99.1885                 NaN            NaN  0.296265       0.183578       0.196785       0.134857                 NaN            NaN            NaN            NaN
  1279.79        500.000        99.1983                 NaN            NaN  0.182329       0.291791       0.194682       0.132860                 NaN            NaN            NaN            NaN
  1278.48        500.000        99.2085                 NaN            NaN  0.287434       0.180723       0.192463       0.130879                 NaN            NaN            NaN            NaN
  1277.18        500.000        99.2184                 NaN            NaN  0.179109       0.283202       0.190326       0.129008                 NaN            NaN            NaN            NaN
  1275.88        500.000        99.2281                 NaN            NaN  0.279380       0.177000       0.188180       0.127359                 NaN            NaN            NaN            NaN
  1274.58        500.000        99.2382                 NaN            NaN  0.274993       0.175557       0.185998       0.125301                 NaN            NaN            NaN            NaN
  1273.28        500.000        99.2473                 NaN            NaN  0.271251       0.173853       0.184004       0.123594                 NaN            NaN            NaN            NaN
  1271.98        500.000        99.2570                 NaN            NaN  0.266854       0.172757       0.181870       0.121516                 NaN            NaN            NaN            NaN
  1270.68        500.000        87.4796                 NaN            NaN   1.74143        1.76121        1.49039       0.880277                 NaN   6.64710                 NaN            NaN
  1269.37        500.000        88.7403                 NaN            NaN   1.56273        1.58727        1.34545       0.787542                 NaN   5.97673                 NaN            NaN
  1268.07        500.000        90.0857                 NaN            NaN   1.38046        1.39645        1.19161       0.694763                 NaN   5.25099                 NaN            NaN
  1266.77        500.000        91.1417                 NaN            NaN   1.24409        1.23768        1.07051       0.623107                 NaN   4.68287                 NaN            NaN
  1265.47        500.000        91.9835                 NaN            NaN   1.12546        1.12032       0.973394       0.566445                 NaN   4.23085                 NaN            NaN
  1264.17        500.000        92.6786                 NaN            NaN   1.03355        1.01557       0.893043       0.520718                 NaN   3.85853                 NaN            NaN
  1262.87        500.000        93.2768                 NaN            NaN  0.955217       0.922064       0.823405       0.483070                 NaN   3.53946                 NaN            NaN
  1261.57        500.000        93.7682                 NaN            NaN  0.845398       0.891436       0.766180       0.451087                 NaN   3.27770                 NaN            NaN
  1260.27        500.000        94.1942                 NaN            NaN  0.776738       0.836612       0.716289       0.424927                 NaN   3.05122                 NaN            NaN
  1258.96        500.000        94.5644                 NaN            NaN  0.716714       0.789145       0.672411       0.401510                 NaN   2.85586                 NaN            NaN
  1257.66        500.000        94.8880                 NaN            NaN  0.663449       0.747967       0.634168       0.381367                 NaN   2.68506                 NaN            NaN
  1256.36        500.000        95.1750                 NaN            NaN  0.711427       0.616030       0.600026       0.363616                 NaN   2.53385                 NaN            NaN
  1255.06        500.000        95.4338                 NaN            NaN  0.571543       0.679049       0.569072       0.348162                 NaN   2.39836                 NaN            NaN
  1253.76        500.000        95.6660                 NaN            NaN  0.649531       0.531859       0.541134       0.333821                 NaN   2.27762                 NaN            NaN
  1252.46        500.000        95.8709                 NaN            NaN  0.623821       0.497717       0.516285       0.321076                 NaN   2.17017                 NaN            NaN
  1251.16        500.000        96.0634                 NaN            NaN  0.599686       0.464215       0.492869       0.309279                 NaN   2.07051                 NaN            NaN
  1249.86        500.000        96.2355                 NaN            NaN  0.577261       0.435349       0.471834       0.298381                 NaN   1.98162                 NaN            NaN
  1248.55        500.000        96.3953                 NaN            NaN  0.556947       0.407036       0.452095       0.288674                 NaN   1.89999                 NaN            NaN
  1247.25        500.000        96.5449                 NaN            NaN  0.380624       0.539040       0.433472       0.279270                 NaN   1.82274                 NaN            NaN
  1245.95        500.000        96.6803                 NaN            NaN  0.521080       0.358004       0.416686       0.270367                 NaN   1.75351                 NaN            NaN
  1244.65        500.000        95.4310                 NaN            NaN  0.709224       0.536034       0.605327       0.381684                 NaN   2.33678                 NaN            NaN
  1243.35        500.000        97.9199                 NaN            NaN  0.343112       0.172458       0.235189       0.163220                 NaN   1.16609                 NaN            NaN
  1242.05        500.000        96.3701                 NaN            NaN  0.599687       0.251316       0.452932       0.321616                 NaN   2.00435                 NaN            NaN
  1240.75        500.000        97.9729                 NaN            NaN  0.319020       0.301263       0.255744       0.156848                 NaN  0.994229                 NaN            NaN
  1239.44        500.000        95.3163                 NaN            NaN  0.794468       0.215928       0.590170       0.421852                 NaN   2.66125                 NaN            NaN
  1238.14        500.000        99.5322                 NaN            NaN  0.279094       0.366558E-001  0.489943E-001  0.107903E-001            NaN  0.922922E-001            NaN            NaN
  1236.84        500.000        97.4591                 NaN            NaN  0.233919       0.414589       0.316939       0.216134                 NaN   1.35929                 NaN            NaN
  1235.54        500.000        93.2236                 NaN            NaN   1.35850       0.192414       0.825952       0.664752                 NaN   3.72452       0.102740E-001            NaN
  1234.24        500.000        99.9997       0.119523E-004            NaN  0.574051E-004            NaN  0.364994E-004  0.281773E-004            NaN  0.116841E-003            NaN            NaN
  1232.94        500.000        99.9997       0.427121E-005            NaN  0.800799E-005  0.631510E-004  0.324147E-004            NaN            NaN  0.176262E-003  0.921071E-005            NaN
  1231.64        500.000       100.0000                 NaN            NaN  0.698277E-005            NaN  0.545449E-005            NaN            NaN  0.218461E-004  0.393660E-005            NaN
  1230.34        500.000        94.8059                 NaN            NaN  0.647102       0.877208       0.664704       0.110747                 NaN   2.73213       0.162237                 NaN
  1229.03        500.000        94.8628                 NaN            NaN  0.683858       0.646855       0.655166       0.276765                 NaN   2.77645       0.981557E-001            NaN
