|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.5/WD94/WD94_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm            hed           
  1303.16        500.000                 NaN   99.0284                 NaN  0.286822                 NaN  0.414954                 NaN            NaN  0.269809                 NaN            NaN            NaN            NaN
  1301.68        500.000                 NaN   99.0368                 NaN  0.284867                 NaN  0.411130                 NaN            NaN  0.267184                 NaN            NaN            NaN            NaN
  1300.19        500.000                 NaN   99.0450                 NaN  0.282082                 NaN  0.408612                 NaN            NaN  0.264311                 NaN            NaN            NaN            NaN
  1298.70        500.000                 NaN   99.0532                 NaN  0.280652                 NaN  0.404289                 NaN            NaN  0.261888                 NaN            NaN            NaN            NaN
  1297.22        500.000                 NaN   99.0624                 NaN  0.277050                 NaN  0.401998                 NaN            NaN  0.258577                 NaN            NaN            NaN            NaN
  1295.73        500.000                 NaN   99.0684                 NaN  0.274256                 NaN  0.401052                 NaN            NaN  0.256333                 NaN            NaN            NaN            NaN
  1294.25        500.000                 NaN   99.0812                 NaN  0.270268                 NaN  0.396123                 NaN            NaN  0.252457                 NaN            NaN            NaN            NaN
  1292.76        500.000                 NaN   99.0884                 NaN  0.268518                 NaN  0.393002                 NaN            NaN  0.250120                 NaN            NaN            NaN            NaN
  1291.27        500.000                 NaN   99.0964                 NaN  0.266097                 NaN  0.389933                 NaN            NaN  0.247584                 NaN            NaN            NaN            NaN
  1289.79        500.000                 NaN   99.1053                 NaN  0.262476                 NaN  0.387514                 NaN            NaN  0.244669                 NaN            NaN            NaN            NaN
  1288.30        500.000                 NaN   99.1133                 NaN  0.260190                 NaN  0.384346                 NaN            NaN  0.242114                 NaN            NaN            NaN            NaN
  1286.82        500.000       0.872824E-001   99.0335                 NaN  0.188274                 NaN  0.439030                 NaN            NaN  0.251926                 NaN            NaN            NaN            NaN
  1285.33        500.000       0.142004        98.9894                 NaN  0.141901                 NaN  0.469988                 NaN            NaN  0.256749                 NaN            NaN            NaN            NaN
  1283.84        500.000       0.140174        99.0039                 NaN  0.138646                 NaN  0.464253                 NaN            NaN  0.253014                 NaN            NaN            NaN            NaN
  1282.36        500.000       0.138063        99.0189                 NaN  0.136601                 NaN  0.457101                 NaN            NaN  0.249345                 NaN            NaN            NaN            NaN
  1280.87        500.000       0.135878        99.0336                 NaN  0.133652                 NaN  0.451330                 NaN            NaN  0.245528                 NaN            NaN            NaN            NaN
  1279.38        500.000       0.133568        99.0482                 NaN  0.131869                 NaN  0.444350                 NaN            NaN  0.242014                 NaN            NaN            NaN            NaN
  1277.90        500.000       0.131212        99.0623                 NaN  0.129850                 NaN  0.438025                 NaN            NaN  0.238601                 NaN            NaN            NaN            NaN
  1276.41        500.000       0.129403        99.0767                 NaN  0.127108                 NaN  0.431959                 NaN            NaN  0.234818                 NaN            NaN            NaN            NaN
  1274.93        500.000       0.127167        99.0903                 NaN  0.125542                 NaN  0.425410                 NaN            NaN  0.231581                 NaN            NaN            NaN            NaN
  1273.44        500.000       0.124957        99.1047                 NaN  0.123055                 NaN  0.419311                 NaN            NaN  0.227981                 NaN            NaN            NaN            NaN
  1271.95        500.000       0.122996        99.1182                 NaN  0.121228                 NaN  0.412871                 NaN            NaN  0.224675                 NaN            NaN            NaN            NaN
  1270.47        500.000       0.120746        99.1311                 NaN  0.119523                 NaN  0.407162                 NaN            NaN  0.221430                 NaN            NaN            NaN            NaN
  1268.98        500.000       0.118765        99.1446                 NaN  0.116891                 NaN  0.401725                 NaN            NaN  0.217972                 NaN            NaN            NaN            NaN
  1267.50        500.000       0.116862        99.1576                 NaN  0.115112                 NaN  0.395546                 NaN            NaN  0.214841                 NaN            NaN            NaN            NaN
  1266.01        500.000       0.114911        99.1704                 NaN  0.113136                 NaN  0.389933                 NaN            NaN  0.211610                 NaN            NaN            NaN            NaN
  1264.52        500.000       0.112843        99.1837                 NaN  0.110498                 NaN  0.384669                 NaN            NaN  0.208325                 NaN            NaN            NaN            NaN
  1263.04        500.000       0.110740        99.1954                 NaN  0.109215                 NaN  0.379132                 NaN            NaN  0.205517                 NaN            NaN            NaN            NaN
  1261.55        500.000       0.108939        99.2078                 NaN  0.106944                 NaN  0.374252                 NaN            NaN  0.202091                 NaN            NaN            NaN            NaN
  1260.07        500.000       0.117353        99.0630                 NaN  0.703490E-001            NaN  0.361459       0.873091E-001            NaN  0.215383       0.851621E-001            NaN            NaN            NaN
  1258.58        500.000       0.430252        93.5608                 NaN            NaN            NaN  0.942146       0.954564                 NaN  0.807640        3.30461                 NaN            NaN            NaN
  1257.09        500.000       0.403288        93.9953                 NaN            NaN            NaN  0.895474       0.873371                 NaN  0.755772        3.07676                 NaN            NaN            NaN
  1255.61        500.000       0.379332        94.3760                 NaN            NaN            NaN  0.843481       0.812675                 NaN  0.710073        2.87843                 NaN            NaN            NaN
  1254.12        500.000       0.358204        94.7110                 NaN            NaN            NaN  0.797854       0.759033                 NaN  0.669412        2.70450                 NaN            NaN            NaN
  1252.64        500.000       0.339550        95.0106                 NaN            NaN            NaN  0.757173       0.709749                 NaN  0.632939        2.54996                 NaN            NaN            NaN
  1251.15        500.000       0.322573        95.2778                 NaN            NaN            NaN  0.720367       0.666661                 NaN  0.600118        2.41246                 NaN            NaN            NaN
  1249.66        500.000       0.307655        95.5210                 NaN            NaN            NaN  0.687654       0.625307                 NaN  0.570163        2.28818                 NaN            NaN            NaN
  1248.18        500.000       0.293426        95.7395                 NaN            NaN            NaN  0.589720       0.657362                 NaN  0.542899        2.17714                 NaN            NaN            NaN
  1246.69        500.000       0.280727        95.9398                 NaN            NaN            NaN  0.557202       0.629791                 NaN  0.517862        2.07460                 NaN            NaN            NaN
  1245.20        500.000       0.268840        96.1223                 NaN            NaN            NaN  0.527258       0.604226                 NaN  0.494871        1.98250                 NaN            NaN            NaN
  1243.72        500.000       0.257621        96.2912                 NaN            NaN            NaN  0.580362       0.500255                 NaN  0.473480        1.89711                 NaN            NaN            NaN
  1242.23        500.000       0.247260        96.4447                 NaN            NaN            NaN  0.475981       0.558161                 NaN  0.453787        1.82008                 NaN            NaN            NaN
  1240.75        500.000       0.237462        96.5930                 NaN            NaN            NaN  0.536772       0.451542                 NaN  0.434679        1.74658                 NaN            NaN            NaN
  1239.26        500.000       0.228058        96.7271                 NaN            NaN            NaN  0.517245       0.430970                 NaN  0.417390        1.67928                 NaN            NaN            NaN
  1237.77        500.000       0.218814        96.8540                 NaN            NaN            NaN  0.497934       0.412129                 NaN  0.400965        1.61618                 NaN            NaN            NaN
  1236.29        500.000       0.210370        96.9690                 NaN            NaN            NaN  0.479800       0.396060                 NaN  0.385722        1.55904                 NaN            NaN            NaN
  1234.80        500.000       0.202082        97.0825                 NaN            NaN            NaN  0.462827       0.378883                 NaN  0.370754        1.50293                 NaN            NaN            NaN
  1233.32        500.000       0.194049        97.1880                 NaN            NaN            NaN  0.364079       0.445810                 NaN  0.356905        1.45120                 NaN            NaN            NaN
  1231.83        500.000       0.186331        97.2869                 NaN            NaN            NaN  0.429856       0.350938                 NaN  0.343659        1.40236                 NaN            NaN            NaN
  1230.34        500.000       0.179380        97.3813                 NaN            NaN            NaN  0.414742       0.337126                 NaN  0.330992        1.35649                 NaN            NaN            NaN
  1228.86        500.000       0.169780        97.4042                 NaN            NaN            NaN  0.352374       0.405110                 NaN  0.328555        1.33994                 NaN            NaN            NaN
  1227.37        500.000       0.278137        96.0919                 NaN            NaN            NaN  0.467021       0.636713                 NaN  0.516707        2.00953                 NaN            NaN            NaN
  1225.89        500.000       0.130984        97.9346                 NaN            NaN            NaN  0.312672       0.303136                 NaN  0.258212        1.06037                 NaN            NaN            NaN
  1224.40        500.000       0.883047E-001   98.4901                 NaN            NaN            NaN  0.374216       0.859215E-001            NaN  0.155320       0.806117                 NaN            NaN            NaN
  1222.91        500.000       0.255620        97.4479                 NaN            NaN            NaN  0.180013       0.390519                 NaN  0.350658        1.37526                 NaN            NaN            NaN
  1221.43        500.000       0.627178E-001   98.0173                 NaN            NaN            NaN  0.452407       0.217645                 NaN  0.243697        1.00620                 NaN            NaN            NaN
  1219.94        500.000       0.640350E-001   98.5320                 NaN            NaN            NaN  0.235440       0.207039                 NaN  0.157549       0.803924                 NaN            NaN            NaN
  1218.46        500.000       0.126942        97.9821                 NaN            NaN            NaN  0.273638       0.306471                 NaN  0.249391        1.06147                 NaN            NaN            NaN
  1216.97        500.000       0.237262        96.3924                 NaN            NaN            NaN  0.562749       0.449383                 NaN  0.442279        1.91590                 NaN            NaN            NaN
  1215.48        500.000       0.838045E-002   99.8737                 NaN            NaN            NaN  0.135306E-001  0.187856E-001            NaN  0.158461E-001  0.697775E-001            NaN            NaN            NaN
  1214.00        500.000       0.871185E-002   99.6454                 NaN            NaN            NaN  0.108624       0.177844E-001            NaN  0.447014E-001  0.174814                 NaN            NaN            NaN
  1212.51        500.000       0.219376        95.6597                 NaN            NaN            NaN  0.739565       0.478580                 NaN  0.551349        2.35139                 NaN            NaN            NaN
  1211.02        500.000       0.209152        97.9689                 NaN            NaN            NaN  0.324685       0.246607E-001            NaN  0.243725        1.22888                 NaN            NaN            NaN
  1209.54        500.000       0.540563E-001   97.3818                 NaN            NaN            NaN  0.151157       0.146541                 NaN  0.248055        1.17129       0.811245       0.358909E-001            NaN
  1208.05        500.000       0.884020E-005   99.9998                 NaN  0.245026E-005            NaN  0.152893E-004  0.446238E-005  0.773632E-005  0.169331E-004  0.675810E-004  0.683677E-004            NaN            NaN
  1206.57        500.000       0.182627E-004   99.9998                 NaN            NaN            NaN  0.361762E-004            NaN            NaN  0.220737E-004  0.101698E-003  0.701410E-004            NaN            NaN
  1205.08        500.000        1.03745        71.9881                 NaN  0.441571                 NaN   3.10017       0.653760                 NaN   2.43343        10.7241        9.62143                 NaN            NaN
  1203.59        500.000       0.316842E-005  100.0000                 NaN  0.289234E-005            NaN  0.296506E-005            NaN            NaN  0.367017E-005  0.141990E-004  0.151083E-004            NaN            NaN
  1202.11        500.000                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.250400E-005  0.156419E-004  0.146731E-004            NaN  0.275776E-005
  1200.62        500.000       0.814553        76.3251                 NaN            NaN            NaN  0.899108        2.02328                 NaN   1.99563        8.91677        9.02553                 NaN            NaN
  1199.14        500.000       0.672332        78.7552                 NaN  0.546919                 NaN   2.03431                 NaN            NaN   1.79899        7.96328        8.22899                 NaN            NaN
  1197.65        500.000       0.168437E-005   99.9999                 NaN  0.134684E-004            NaN  0.201870E-005            NaN            NaN  0.739913E-005  0.236182E-004  0.249226E-004            NaN            NaN
  1196.16        500.000       0.613672E-004   99.9983                 NaN  0.188352E-004            NaN  0.165310E-003            NaN            NaN  0.135697E-003  0.629399E-003  0.646834E-003            NaN            NaN
  1194.68        500.000       0.620291        79.8810                 NaN  0.559070                 NaN   1.87876                 NaN            NaN   1.68847        7.61433        7.75811                 NaN            NaN
  1193.19        500.000       0.323202        89.8179                 NaN  0.237892                 NaN  0.935614                 NaN            NaN  0.845113        3.87226        3.96803                 NaN            NaN
  1191.71        500.000       0.288031        90.3701                 NaN  0.281563                 NaN  0.847563                 NaN            NaN  0.796931        3.68368        3.73209                 NaN            NaN
  1190.22        500.000       0.380166        90.5401                 NaN  0.415100E-001            NaN  0.893025                 NaN            NaN  0.756446        3.66054        3.72823                 NaN            NaN
  1188.73        500.000       0.258272        88.4107                 NaN  0.492637                 NaN  0.906578                 NaN            NaN  0.955468        4.46479        4.51154                 NaN            NaN
  1187.25        500.000       0.645811        77.4009                 NaN  0.567952                 NaN   1.83636                 NaN            NaN   1.79692        8.92884        8.82321                 NaN            NaN
  1185.76        500.000                 NaN  100.0000                 NaN  0.134166E-004            NaN            NaN            NaN            NaN  0.503781E-005  0.153362E-004  0.139709E-004            NaN            NaN
  1184.28        500.000        1.50991        46.4501                 NaN   1.06597                 NaN   3.68134                 NaN            NaN   3.97903        22.0266        21.2871                 NaN            NaN
  1182.79        500.000        2.77320                 NaN            NaN   1.99811                 NaN   6.53251                 NaN            NaN   7.30863        41.3871        40.0004                 NaN            NaN
  1181.30        500.000        2.76358                 NaN            NaN   2.01975                 NaN   6.51939                 NaN            NaN   7.31107        41.3864        39.9998                 NaN            NaN
  1179.82        500.000        2.75392                 NaN            NaN   2.04128                 NaN   6.50648                 NaN            NaN   7.31350        41.3857        39.9991                 NaN            NaN
  1178.33        500.000        2.74420                 NaN            NaN   2.06238                 NaN   6.49418                 NaN            NaN   7.31587        41.3851        39.9982                 NaN            NaN
  1176.84        500.000        2.73444                 NaN            NaN   2.08342                 NaN   6.48203                 NaN            NaN   7.31823        41.3845        39.9973                 NaN            NaN
  1175.36        500.000        2.72466                 NaN            NaN   2.10441                 NaN   6.47001                 NaN            NaN   7.32059        41.3839        39.9964                 NaN            NaN
  1173.87        500.000        2.71485                 NaN            NaN   2.12535                 NaN   6.45812                 NaN            NaN   7.32295        41.3833        39.9954                 NaN            NaN
  1172.39        500.000        2.70502                 NaN            NaN   2.14623                 NaN   6.44635                 NaN            NaN   7.32532        41.3827        39.9944                 NaN            NaN
  1170.90        500.000        2.71259                 NaN            NaN   2.14408                 NaN   6.43456                 NaN            NaN   7.32762        41.3814        39.9998                 NaN            NaN
  1169.41        500.000        2.68553                 NaN            NaN   2.18751                 NaN   6.42320                 NaN            NaN   7.33001        41.3813        39.9925                 NaN            NaN
  1167.93        500.000        2.67455                 NaN            NaN   2.19297                 NaN   6.43175                 NaN            NaN   7.33021        41.3852        39.9853                 NaN            NaN
  1166.44        500.000        2.66658                 NaN            NaN   2.22781                 NaN   6.40051                 NaN            NaN   7.33464        41.3798        39.9906                 NaN            NaN
  1164.96        500.000        2.65708                 NaN            NaN   2.24787                 NaN   6.38938                 NaN            NaN   7.33696        41.3790        39.9897                 NaN            NaN
  1163.47        500.000        2.64574                 NaN            NaN   2.25108                 NaN   6.40201                 NaN            NaN   7.33728        41.3821        39.9818                 NaN            NaN
  1161.98        500.000        2.63798                 NaN            NaN   2.28780                 NaN   6.36751                 NaN            NaN   7.34159        41.3774        39.9877                 NaN            NaN
  1160.50        500.000        2.62678                 NaN            NaN   2.29448                 NaN   6.37527                 NaN            NaN   7.34213        41.3804        39.9809                 NaN            NaN
  1159.01        500.000        2.61716                 NaN            NaN   2.31456                 NaN   6.36442                 NaN            NaN   7.34451        41.3794        39.9800                 NaN            NaN
  1157.53        500.000        2.60755                 NaN            NaN   2.33453                 NaN   6.35372                 NaN            NaN   7.34689        41.3783        39.9790                 NaN            NaN
  1156.04        500.000        2.59779                 NaN            NaN   2.35460                 NaN   6.34314                 NaN            NaN   7.34927        41.3773        39.9779                 NaN            NaN
  1154.55        500.000        2.60757                 NaN            NaN   2.36325                 NaN   6.31494                 NaN            NaN   7.35314        41.3723        39.9888                 NaN            NaN
  1153.07        500.000        2.57903                 NaN            NaN   2.39326                 NaN   6.32275                 NaN            NaN   7.35398        41.3750        39.9760                 NaN            NaN
  1151.58        500.000        2.59926                 NaN            NaN   2.38821                 NaN   6.29541                 NaN            NaN   7.35806        41.3680        39.9910                 NaN            NaN
  1150.10        500.000        2.55780                 NaN            NaN   2.43905                 NaN   6.29708                 NaN            NaN   7.35894        41.3729        39.9743                 NaN            NaN
  1148.61        500.000        2.55143                 NaN            NaN   2.45502                 NaN   6.28573                 NaN            NaN   7.36136        41.3720        39.9745                 NaN            NaN
  1147.12        500.000        2.54550                 NaN            NaN   2.46914                 NaN   6.27676                 NaN            NaN   7.36345        41.3704        39.9747                 NaN            NaN
  1145.64        500.000        2.52210                 NaN            NaN   2.51043                 NaN   6.26024                 NaN            NaN   7.36566        41.3730        39.9685                 NaN            NaN
  1144.15        500.000        2.55621                 NaN            NaN   2.47940                 NaN   6.24342                 NaN            NaN   7.36821        41.3674        39.9854                 NaN            NaN
  1142.66        500.000        2.52737                 NaN            NaN   2.51204                 NaN   6.25024                 NaN            NaN   7.36955        41.3659        39.9749                 NaN            NaN
  1141.18        500.000        2.50543                 NaN            NaN   2.54642                 NaN   6.24142                 NaN            NaN   7.37281        41.3646        39.9693                 NaN            NaN
  1139.69        500.000                 NaN            NaN            NaN   4.86681                 NaN   6.06309                 NaN            NaN   7.48127        41.4456        39.3352       0.808082                 NaN
  1138.21        500.000                 NaN            NaN            NaN   4.87324                 NaN   6.05439                 NaN            NaN   7.48209        41.4446        39.3374       0.808279                 NaN
  1136.72        500.000                 NaN            NaN            NaN   4.87987                 NaN   6.04525                 NaN            NaN   7.48282        41.4437        39.3398       0.808558                 NaN
  1135.23        500.000                 NaN            NaN            NaN   4.88637                 NaN   6.03628                 NaN            NaN   7.48355        41.4429        39.3420       0.808826                 NaN
  1133.75        500.000                 NaN            NaN            NaN   4.89530                 NaN   6.02593                 NaN            NaN   7.48762        41.4368        39.3454       0.808908                 NaN
  1132.26        500.000                 NaN            NaN            NaN   4.90303                 NaN   6.01148                 NaN            NaN   7.48513        41.4413        39.3485       0.810555                 NaN
  1130.78        500.000                 NaN            NaN            NaN   4.91048                 NaN   6.00192                 NaN            NaN   7.48714        41.4410        39.3495       0.809978                 NaN
  1129.29        500.000                 NaN            NaN            NaN   4.91636                 NaN   5.99373                 NaN            NaN   7.48746        41.4407        39.3515       0.810253                 NaN
  1127.80        500.000                 NaN            NaN            NaN   4.92342                 NaN   5.98460                 NaN            NaN   7.48675        41.4403        39.3545       0.810479                 NaN
  1126.32        500.000                 NaN            NaN            NaN   4.93031                 NaN   5.97511                 NaN            NaN   7.48744        41.4394        39.3569       0.810782                 NaN
  1124.83        500.000                 NaN            NaN            NaN   4.93684                 NaN   5.96609                 NaN            NaN   7.48819        41.4385        39.3593       0.811073                 NaN
  1123.35        500.000                 NaN            NaN            NaN   4.94373                 NaN   5.95643                 NaN            NaN   7.48890        41.4378        39.3617       0.811409                 NaN
  1121.86        500.000                 NaN            NaN            NaN   4.94967                 NaN   5.94840                 NaN            NaN   7.48971        41.4367        39.3639       0.811638                 NaN
  1120.37        500.000                 NaN            NaN            NaN   4.95594                 NaN   5.93978                 NaN            NaN   7.49048        41.4357        39.3662       0.811910                 NaN
  1118.89        500.000                 NaN            NaN            NaN   4.96235                 NaN   5.93091                 NaN            NaN   7.49122        41.4348        39.3685       0.812200                 NaN
  1117.40        500.000                 NaN            NaN            NaN   4.96846                 NaN   5.92253                 NaN            NaN   7.49200        41.4338        39.3708       0.812461                 NaN
  1115.92        500.000                 NaN            NaN            NaN   4.97292                 NaN   5.91702                 NaN            NaN   7.49307        41.4317        39.3728       0.812549                 NaN
  1114.43        500.000                 NaN            NaN            NaN   4.98189                 NaN   5.90309                 NaN            NaN   7.49530        41.4314        39.3752       0.813107                 NaN
  1112.94        500.000                 NaN            NaN            NaN   4.98581                 NaN   5.89911                 NaN            NaN   7.49460        41.4298        39.3775       0.813157                 NaN
  1111.46        500.000                 NaN            NaN            NaN   4.99239                 NaN   5.88980                 NaN            NaN   7.49512        41.4295        39.3797       0.813477                 NaN
  1109.97        500.000                 NaN            NaN            NaN   4.99756                 NaN   5.88307                 NaN            NaN   7.49614        41.4277        39.3819       0.813647                 NaN
  1108.48        500.000                 NaN            NaN            NaN   5.00545                 NaN   5.87169                 NaN            NaN   7.49708        41.4267        39.3850       0.814146                 NaN
  1107.00        500.000                 NaN            NaN            NaN   5.08256                 NaN   5.76074                 NaN            NaN   7.50469        41.4211        39.4125       0.818392                 NaN
  1105.51        500.000                 NaN            NaN            NaN   5.01780                 NaN   5.85404                 NaN            NaN   7.50004        41.4245        39.3889       0.814685                 NaN
  1104.03        500.000                 NaN            NaN            NaN   5.02155                 NaN   5.84952                 NaN            NaN   7.50018        41.4238        39.3903       0.814651                 NaN
  1102.54        500.000                 NaN            NaN            NaN   5.02667                 NaN   5.84328                 NaN            NaN   7.50010        41.4222        39.3928       0.814895                 NaN
  1101.05        500.000                 NaN            NaN            NaN   5.03212                 NaN   5.83594                 NaN            NaN   7.50093        41.4209        39.3950       0.815109                 NaN
  1099.57        500.000                 NaN            NaN            NaN   5.03751                 NaN   5.82868                 NaN            NaN   7.50176        41.4197        39.3970       0.815320                 NaN
  1098.08        500.000                 NaN            NaN            NaN   5.08256                 NaN   5.76074                 NaN            NaN   7.50469        41.4211        39.4125       0.818392                 NaN
  1096.60        500.000                 NaN            NaN            NaN   5.08252                 NaN   5.76080                 NaN            NaN   7.50469        41.4211        39.4125       0.818389                 NaN
  1095.11        500.000                 NaN            NaN            NaN   5.08256                 NaN   5.76074                 NaN            NaN   7.50469        41.4211        39.4125       0.818392                 NaN
  1093.62        500.000                 NaN            NaN            NaN   5.08256                 NaN   5.76074                 NaN            NaN   7.50469        41.4211        39.4125       0.818392                 NaN
  1092.14        500.000                 NaN            NaN            NaN   5.08256                 NaN   5.76074                 NaN            NaN   7.50469        41.4211        39.4125       0.818392                 NaN
  1090.65        500.000                 NaN            NaN            NaN   5.08256                 NaN   5.76074                 NaN            NaN   7.50469        41.4211        39.4125       0.818392                 NaN
  1089.17        500.000                 NaN            NaN            NaN   5.08256                 NaN   5.76074                 NaN            NaN   7.50469        41.4211        39.4125       0.818392                 NaN
  1087.68        500.000                 NaN            NaN            NaN   5.07897                 NaN   5.77320                 NaN            NaN   7.50854        41.4089        39.4134       0.816903                 NaN
  1086.19        500.000                 NaN            NaN            NaN   5.08357                 NaN   5.76720                 NaN            NaN   7.50943        41.4074        39.4153       0.817047                 NaN
  1084.71        500.000                 NaN            NaN            NaN   5.11982                 NaN   5.71209                 NaN            NaN   7.51193        41.4086        39.4279       0.819613                 NaN
  1083.22        500.000                 NaN            NaN            NaN   5.07936       0.404619E-001   5.71209                 NaN            NaN   7.51193        41.4086        39.4279       0.819613                 NaN
  1081.73        500.000                 NaN            NaN            NaN   5.11982                 NaN   5.71209                 NaN            NaN   7.51193        41.4086        39.4279       0.819613                 NaN
  1080.25        500.000                 NaN            NaN            NaN   5.11982                 NaN   5.71209                 NaN            NaN   7.51193        41.4086        39.4279       0.819613                 NaN
  1078.76        500.000                 NaN            NaN            NaN   5.13736                 NaN   5.68952                 NaN            NaN   7.51570        41.4018        39.4355       0.820140                 NaN
  1077.28        500.000                 NaN            NaN            NaN   5.13736                 NaN   5.68952                 NaN            NaN   7.51570        41.4018        39.4355       0.820140                 NaN
  1075.79        500.000                 NaN            NaN            NaN   5.09661       0.407495E-001   5.68952                 NaN            NaN   7.51570        41.4018        39.4355       0.820140                 NaN
  1074.30        500.000                 NaN            NaN            NaN   5.13736                 NaN   5.68952                 NaN            NaN   7.51570        41.4018        39.4355       0.820140                 NaN
  1072.82        500.000                 NaN            NaN            NaN   5.13736                 NaN   5.68952                 NaN            NaN   7.51570        41.4018        39.4355       0.820140                 NaN
  1071.33        500.000                 NaN            NaN            NaN   5.13736                 NaN   5.68952                 NaN            NaN   7.51570        41.4018        39.4355       0.820140                 NaN
  1069.85        500.000                 NaN            NaN            NaN   5.13457                 NaN   5.70055                 NaN            NaN   7.51946        41.3900        39.4366       0.818762                 NaN
  1068.36        500.000                 NaN            NaN            NaN   5.17034                 NaN   5.64782                 NaN            NaN   7.52356        41.3872        39.4501       0.821023                 NaN
  1066.87        500.000                 NaN            NaN            NaN   5.17034                 NaN   5.64782                 NaN            NaN   7.52356        41.3872        39.4501       0.821023                 NaN
  1065.39        500.000                 NaN            NaN            NaN   5.17034                 NaN   5.64782                 NaN            NaN   7.52356        41.3872        39.4501       0.821023                 NaN
  1063.90        500.000                 NaN            NaN            NaN   5.17034                 NaN   5.64782                 NaN            NaN   7.52356        41.3872        39.4501       0.821023                 NaN
  1062.42        500.000                 NaN            NaN            NaN   5.17034                 NaN   5.64782                 NaN            NaN   7.52356        41.3872        39.4501       0.821023                 NaN
  1060.93        500.000                 NaN            NaN            NaN   5.17034                 NaN   5.64782                 NaN            NaN   7.52356        41.3872        39.4501       0.821023                 NaN
  1059.44        500.000                 NaN            NaN            NaN   5.17034                 NaN   5.64782                 NaN            NaN   7.52356        41.3872        39.4501       0.821023                 NaN
  1057.96        500.000                 NaN            NaN            NaN   5.17034                 NaN   5.64782                 NaN            NaN   7.52356        41.3872        39.4501       0.821023                 NaN
  1056.47        500.000                 NaN            NaN            NaN   5.17034                 NaN   5.64782                 NaN            NaN   7.52356        41.3872        39.4501       0.821023                 NaN
  1054.99        500.000                 NaN            NaN            NaN   5.17034                 NaN   5.64782                 NaN            NaN   7.52356        41.3872        39.4501       0.821023                 NaN
  1053.50        500.000                 NaN            NaN            NaN   5.17034                 NaN   5.64782                 NaN            NaN   7.52356        41.3872        39.4501       0.821023                 NaN
  1052.01        500.000                 NaN            NaN            NaN   5.18338                 NaN   5.63899                 NaN            NaN   7.53137        41.3676        39.4586       0.820060                 NaN
  1050.53        500.000                 NaN            NaN            NaN   5.17034                 NaN   5.64782                 NaN            NaN   7.52356        41.3872        39.4501       0.821023                 NaN
  1049.04        500.000                 NaN            NaN            NaN   5.19128                 NaN   5.62909                 NaN            NaN   7.53342        41.3637        39.4622       0.820269                 NaN
  1047.55        500.000                 NaN            NaN            NaN   5.19509                 NaN   5.62438                 NaN            NaN   7.53446        41.3617        39.4640       0.820359                 NaN
  1046.07        500.000                 NaN            NaN            NaN   5.19889                 NaN   5.61969                 NaN            NaN   7.53557        41.3596        39.4658       0.820447                 NaN
  1044.58        500.000                 NaN            NaN            NaN   5.17034                 NaN   5.64782                 NaN            NaN   7.52356        41.3872        39.4501       0.821023                 NaN
  1043.10        500.000                 NaN            NaN            NaN   5.20676                 NaN   5.60974                 NaN            NaN   7.53815        41.3549        39.4697       0.820706                 NaN
  1041.61        500.000                 NaN            NaN            NaN   5.17034                 NaN   5.64782                 NaN            NaN   7.52356        41.3872        39.4501       0.821023                 NaN
  1040.12        500.000                 NaN            NaN            NaN   5.21301                 NaN   5.60280                 NaN            NaN   7.53988        41.3509        39.4727       0.820683                 NaN
  1038.64        500.000                 NaN            NaN            NaN   5.21680                 NaN   5.59811                 NaN            NaN   7.54099        41.3488        39.4745       0.820782                 NaN
  1037.15        500.000                 NaN            NaN            NaN   5.22038                 NaN   5.59377                 NaN            NaN   7.54213        41.3465        39.4763       0.820856                 NaN
  1035.67        500.000                 NaN            NaN            NaN   5.22396                 NaN   5.58945                 NaN            NaN   7.54329        41.3442        39.4781       0.820932                 NaN
  1034.18        500.000                 NaN            NaN            NaN   5.22750                 NaN   5.58510                 NaN            NaN   7.54442        41.3421        39.4799       0.821017                 NaN
  1032.69        500.000                 NaN            NaN            NaN   5.23053                 NaN   5.58177                 NaN            NaN   7.54537        41.3399        39.4814       0.821011                 NaN
  1031.21        500.000                 NaN            NaN            NaN   5.23378                 NaN   5.58016                 NaN            NaN   7.54809        41.3331        39.4840       0.820812                 NaN
  1029.72        500.000                 NaN            NaN            NaN   5.23722                 NaN   5.57598                 NaN            NaN   7.54915        41.3310        39.4857       0.820879                 NaN
  1028.24        500.000                 NaN            NaN            NaN   5.24047                 NaN   5.57257                 NaN            NaN   7.55051        41.3280        39.4876       0.820879                 NaN
  1026.75        500.000                 NaN            NaN            NaN   5.24401                 NaN   5.56606                 NaN            NaN   7.55018        41.3301        39.4885       0.821189                 NaN
  1025.26        500.000                 NaN            NaN            NaN   5.24728                 NaN   5.56440                 NaN            NaN   7.55286        41.3235        39.4909       0.820984                 NaN
  1023.78        500.000                 NaN            NaN            NaN   5.25046                 NaN   5.56072                 NaN            NaN   7.55389        41.3212        39.4927       0.821018                 NaN
  1022.29        500.000                 NaN            NaN            NaN   5.25376                 NaN   5.55686                 NaN            NaN   7.55504        41.3189        39.4944       0.821084                 NaN
