|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.5/WD94/WD94_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm            hed           
  1564.71        500.000                 NaN   99.1776       0.781636       0.407807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.23        500.000                 NaN   99.1807       0.778124       0.411639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.74        500.000                 NaN   99.1879       0.774286       0.377822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.26        500.000                 NaN   99.1963       0.765904       0.378244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.77        500.000                 NaN   99.2020       0.761287       0.366699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.28        500.000                 NaN   99.2095       0.754071       0.363815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.80        500.000                 NaN   99.2160       0.748561       0.354653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.31        500.000                 NaN   99.2246       0.741937       0.334502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.83        500.000                 NaN   99.2271       0.739027       0.338281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.34        500.000                 NaN   99.1769       0.788416       0.346954E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.85        500.000                 NaN   99.3036       0.668765       0.276752E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.37        500.000                 NaN   99.2473       0.723515       0.292338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.88        500.000                 NaN   99.2554       0.716999       0.275717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.40        500.000                 NaN   99.2593       0.714595       0.260980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.91        500.000                 NaN   99.2655       0.708569       0.259802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.42        500.000                 NaN   99.2714       0.704501       0.241135E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.94        500.000                 NaN   99.2744       0.701857       0.237123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.45        500.000                 NaN   99.2836       0.695421       0.209844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.96        500.000                 NaN   99.2865       0.691397       0.220578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.48        500.000                 NaN   99.2943       0.684849       0.208597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.99        500.000                 NaN   99.2966       0.685414       0.179489E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.51        500.000                 NaN   99.3042       0.676328       0.194983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.02        500.000                 NaN   99.3099       0.671883       0.182553E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.53        500.000                 NaN   99.3127       0.672365       0.149090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.05        500.000                 NaN   98.5534        1.42942       0.171524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.56        500.000                 NaN   99.8918       0.105643       0.251222E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.08        500.000                 NaN   99.5216       0.469796       0.856532E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.59        500.000                 NaN   99.3321       0.657464       0.104496E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.10        500.000                 NaN   99.3365       0.653996       0.946933E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.62        500.000                 NaN   99.3412       0.649103       0.970719E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.13        500.000                 NaN   99.4764       0.513931       0.963757E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.65        500.000                 NaN   99.2210       0.769720       0.927702E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.16        500.000                 NaN   99.3547       0.639365       0.592472E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.67        500.000                 NaN   99.3585       0.636294       0.525260E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.19        500.000                 NaN   99.3618       0.634542       0.368571E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.70        500.000                 NaN   99.3672       0.628488       0.434969E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.22        500.000                 NaN   99.3713       0.626727       0.193193E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.73        500.000                 NaN   99.3731       0.621505       0.542978E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.24        500.000                 NaN   99.3834       0.615214       0.141408E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.76        500.000                 NaN   99.3817       0.604381       0.139157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.27        500.000                 NaN   99.3815       0.618472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.78        500.000                 NaN   99.3980       0.599110       0.289661E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.30        500.000                 NaN   99.3976       0.552378       0.499797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.81        500.000                 NaN   99.3987       0.601324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.33        500.000                 NaN   99.4002       0.599751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.84        500.000                 NaN   99.4040       0.596041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.35        500.000                 NaN   99.4067       0.593329                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.87        500.000                 NaN   99.4092       0.590811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.38        500.000                 NaN   99.4142       0.585828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.90        500.000                 NaN   99.4161       0.583945       0.230270E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.41        500.000                 NaN   99.4243       0.575727       0.113166E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.92        500.000                 NaN   99.9841       0.158629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.44        500.000                 NaN   98.8592        1.14075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.95        500.000                 NaN   99.4278       0.572171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.47        500.000                 NaN   99.6212       0.311365       0.674555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.98        500.000                 NaN   99.2545       0.745469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.49        500.000                 NaN   99.4361       0.563904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.01        500.000                 NaN   99.4415       0.558528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.52        500.000                 NaN   99.4434       0.556649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.03        500.000                 NaN   99.4452       0.554822       0.328762E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.55        500.000                 NaN   99.4465       0.553536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.06        500.000                 NaN   99.2029       0.752314       0.447874E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.58        500.000                 NaN   99.8503       0.660002E-001  0.837472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.09        500.000                 NaN   99.3298       0.670230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.60        500.000                 NaN   99.4585       0.541495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.12        500.000                 NaN   99.4596       0.540365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.63        500.000                 NaN   99.5502       0.449780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.15        500.000                 NaN   99.3732       0.626841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000                 NaN   99.4667       0.533305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.17        500.000                 NaN   99.4670       0.533037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.69        500.000                 NaN   99.5183       0.481730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.20        500.000                 NaN   98.8550       0.391096                 NaN            NaN  0.753934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.72        500.000                 NaN   98.8934       0.318057                 NaN            NaN  0.774622       0.139317E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1456.23        500.000                 NaN   98.8893       0.209631                 NaN            NaN  0.751262       0.149828                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.74        500.000                 NaN   98.8719                 NaN            NaN            NaN  0.419918       0.708144                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.26        500.000                 NaN   98.8836       0.590646E-001            NaN            NaN  0.347320       0.710043                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.77        500.000                 NaN   98.8905                 NaN            NaN            NaN  0.411445       0.698053                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.29        500.000                 NaN   98.9062       0.699171E-001            NaN            NaN  0.326860       0.697033                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.80        500.000                 NaN   98.9126       0.194235E-001            NaN            NaN  0.381011       0.686926                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.31        500.000                 NaN   98.9198                 NaN            NaN            NaN  0.679810       0.400358                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.83        500.000                 NaN   98.9290                 NaN            NaN            NaN  0.396071       0.674880                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.34        500.000                 NaN   98.9383                 NaN            NaN            NaN  0.669149       0.392526                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.85        500.000                 NaN   98.9467                 NaN            NaN            NaN  0.388309       0.664978                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.37        500.000                 NaN   98.9543                 NaN            NaN            NaN  0.385004       0.660650                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.88        500.000                 NaN   98.9635                 NaN            NaN            NaN  0.655284       0.381177                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.40        500.000                 NaN   98.9709       0.253533E-001            NaN            NaN  0.653854       0.349920                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.91        500.000                 NaN   99.0466                 NaN            NaN            NaN  0.604245       0.349156                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.42        500.000                 NaN   98.9182                 NaN            NaN            NaN  0.683234       0.398558                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.94        500.000                 NaN   98.9902                 NaN            NaN            NaN  0.369226       0.640609                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.45        500.000                 NaN   99.0071                 NaN            NaN            NaN  0.363477       0.629450                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.97        500.000                 NaN   99.0086                 NaN            NaN            NaN  0.362157       0.629211                 NaN            NaN            NaN            NaN            NaN            NaN
  1429.48        500.000                 NaN   99.0160                 NaN            NaN            NaN  0.624977       0.359038                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.99        500.000                 NaN   99.0235                 NaN            NaN            NaN  0.619865       0.356672                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.51        500.000                 NaN   99.0299                 NaN            NaN            NaN  0.617047       0.353068                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.02        500.000                 NaN   99.0362                 NaN            NaN            NaN  0.350984       0.612804                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.54        500.000                 NaN   98.3577                 NaN            NaN            NaN  0.691742       0.662977                 NaN  0.287610                 NaN            NaN            NaN            NaN
  1422.05        500.000                 NaN   97.3279                 NaN            NaN            NaN   1.13865       0.807008                 NaN  0.726394                 NaN            NaN            NaN            NaN
  1420.56        500.000                 NaN   97.3803                 NaN            NaN            NaN  0.792172        1.11607                 NaN  0.711473                 NaN            NaN            NaN            NaN
  1419.08        500.000                 NaN   97.4314                 NaN            NaN            NaN  0.777413        1.09406                 NaN  0.697171                 NaN            NaN            NaN            NaN
  1417.59        500.000                 NaN   97.4778                 NaN            NaN            NaN  0.763724        1.07447                 NaN  0.683987                 NaN            NaN            NaN            NaN
  1416.11        500.000                 NaN   97.5279                 NaN            NaN            NaN  0.749513        1.05264                 NaN  0.669899                 NaN            NaN            NaN            NaN
  1414.62        500.000                 NaN   97.5724                 NaN            NaN            NaN  0.736030        1.03409                 NaN  0.657505                 NaN            NaN            NaN            NaN
  1413.13        500.000                 NaN   97.6166                 NaN            NaN            NaN  0.722962        1.01531                 NaN  0.645080                 NaN            NaN            NaN            NaN
  1411.65        500.000                 NaN   97.6590                 NaN            NaN            NaN  0.710618       0.997491                 NaN  0.632869                 NaN            NaN            NaN            NaN
  1410.16        500.000                 NaN   97.6988                 NaN            NaN            NaN  0.980423       0.699384                 NaN  0.621361                 NaN            NaN            NaN            NaN
  1408.67        500.000                 NaN   97.7401                 NaN            NaN            NaN  0.686962       0.963139                 NaN  0.609793                 NaN            NaN            NaN            NaN
  1407.19        500.000                 NaN   97.7782                 NaN            NaN            NaN  0.675593       0.947165                 NaN  0.599044                 NaN            NaN            NaN            NaN
  1405.70        500.000                 NaN   97.8139                 NaN            NaN            NaN  0.665366       0.931925                 NaN  0.588774                 NaN            NaN            NaN            NaN
  1404.22        500.000                 NaN   97.8514                 NaN  0.116448E-001            NaN  0.901036       0.656290                 NaN  0.579662                 NaN            NaN            NaN            NaN
  1402.73        500.000                 NaN   97.8715                 NaN  0.236724                 NaN  0.711713       0.576102                 NaN  0.603942                 NaN            NaN            NaN            NaN
  1401.24        500.000                 NaN   97.9046                 NaN  0.240318                 NaN  0.703741       0.556460                 NaN  0.594920                 NaN            NaN            NaN            NaN
  1399.76        500.000                 NaN   97.9379                 NaN  0.243237                 NaN  0.695433       0.537606                 NaN  0.585813                 NaN            NaN            NaN            NaN
  1398.27        500.000                 NaN   97.9626                 NaN  0.249224                 NaN  0.690572       0.518121                 NaN  0.579488                 NaN            NaN            NaN            NaN
  1396.79        500.000                 NaN   98.1736                 NaN  0.456038                 NaN  0.821035                 NaN            NaN  0.549314                 NaN            NaN            NaN            NaN
  1395.30        500.000                 NaN   97.8657                 NaN  0.414535E-001            NaN  0.986970       0.528918                 NaN  0.576959                 NaN            NaN            NaN            NaN
  1393.81        500.000                 NaN   98.2053                 NaN  0.451571                 NaN  0.803956                 NaN            NaN  0.539142                 NaN            NaN            NaN            NaN
  1392.33        500.000                 NaN   97.9525                 NaN  0.593313E-001            NaN  0.913882       0.519334                 NaN  0.554982                 NaN            NaN            NaN            NaN
  1390.84        500.000                 NaN   98.1190                 NaN  0.262724                 NaN  0.651800       0.430031                 NaN  0.536416                 NaN            NaN            NaN            NaN
  1389.36        500.000                 NaN   98.1466                 NaN  0.266250                 NaN  0.645758       0.412492                 NaN  0.528913                 NaN            NaN            NaN            NaN
  1387.87        500.000                 NaN   98.1728                 NaN  0.269461                 NaN  0.396246       0.639628                 NaN  0.521890                 NaN            NaN            NaN            NaN
  1386.38        500.000                 NaN   98.1947                 NaN  0.272923                 NaN  0.635335       0.381139                 NaN  0.515870                 NaN            NaN            NaN            NaN
  1384.90        500.000                 NaN   98.2260                 NaN  0.275591                 NaN  0.363788       0.627392                 NaN  0.507218                 NaN            NaN            NaN            NaN
  1383.41        500.000                 NaN   98.2503                 NaN  0.279187                 NaN  0.622121       0.347779                 NaN  0.500653                 NaN            NaN            NaN            NaN
  1381.93        500.000                 NaN   98.2732                 NaN  0.282437                 NaN  0.617057       0.332772                 NaN  0.494524                 NaN            NaN            NaN            NaN
  1380.44        500.000                 NaN   98.2957                 NaN  0.285444                 NaN  0.318479       0.612242                 NaN  0.488105                 NaN            NaN            NaN            NaN
  1378.95        500.000                 NaN   98.3179                 NaN  0.289357                 NaN  0.607540       0.302876                 NaN  0.482336                 NaN            NaN            NaN            NaN
  1377.47        500.000                 NaN   98.3409                 NaN  0.291161                 NaN  0.290155       0.601974                 NaN  0.475764                 NaN            NaN            NaN            NaN
  1375.98        500.000                 NaN   98.3637                 NaN  0.294758                 NaN  0.597401       0.274581                 NaN  0.469548                 NaN            NaN            NaN            NaN
  1374.49        500.000                 NaN   98.3836                 NaN  0.298124                 NaN  0.260753       0.593373                 NaN  0.464160                 NaN            NaN            NaN            NaN
  1373.01        500.000                 NaN   98.4051                 NaN  0.300665                 NaN  0.588977       0.247122                 NaN  0.458153                 NaN            NaN            NaN            NaN
  1371.52        500.000                 NaN   98.4134                 NaN  0.310460                 NaN  0.590015       0.229164                 NaN  0.457011                 NaN            NaN            NaN            NaN
  1370.04        500.000                 NaN   98.4554                 NaN  0.300810                 NaN  0.573704       0.226942                 NaN  0.443133                 NaN            NaN            NaN            NaN
  1368.55        500.000                 NaN   98.4631                 NaN  0.310153                 NaN  0.575938       0.208443                 NaN  0.442392                 NaN            NaN            NaN            NaN
  1367.06        500.000                 NaN   98.4790                 NaN  0.313180                 NaN  0.196475       0.573293                 NaN  0.438097                 NaN            NaN            NaN            NaN
  1365.58        500.000                 NaN   98.5078                 NaN  0.313440                 NaN  0.567669       0.181713                 NaN  0.429417                 NaN            NaN            NaN            NaN
  1364.09        500.000                 NaN   98.5200                 NaN  0.318261                 NaN  0.565007       0.170242                 NaN  0.426475                 NaN            NaN            NaN            NaN
  1362.61        500.000                 NaN   98.5375                 NaN  0.319550                 NaN  0.561223       0.160360                 NaN  0.421366                 NaN            NaN            NaN            NaN
  1361.12        500.000                 NaN   98.5541                 NaN  0.322264                 NaN  0.149170       0.557756                 NaN  0.416729                 NaN            NaN            NaN            NaN
  1359.63        500.000                 NaN   98.5716                 NaN  0.324566                 NaN  0.554553       0.137413                 NaN  0.411837                 NaN            NaN            NaN            NaN
  1358.15        500.000                 NaN   98.5882                 NaN  0.327369                 NaN  0.551159       0.125862                 NaN  0.407367                 NaN            NaN            NaN            NaN
  1356.66        500.000                 NaN   98.6040                 NaN  0.331201                 NaN  0.548258       0.113345                 NaN  0.403158                 NaN            NaN            NaN            NaN
  1355.18        500.000                 NaN   98.6229                 NaN  0.329062                 NaN  0.542977       0.107984                 NaN  0.397054                 NaN            NaN            NaN            NaN
  1353.69        500.000                 NaN   98.6191                 NaN  0.300358                 NaN  0.518376       0.167601                 NaN  0.394528                 NaN            NaN            NaN            NaN
  1352.20        500.000                 NaN   98.6701                 NaN  0.367611                 NaN  0.561957       0.120895E-001            NaN  0.388205                 NaN            NaN            NaN            NaN
  1350.72        500.000                 NaN   98.6664                 NaN  0.337482                 NaN  0.533712       0.770816E-001            NaN  0.385307                 NaN            NaN            NaN            NaN
  1349.23        500.000                 NaN   98.6822                 NaN  0.337158                 NaN  0.532457       0.680813E-001            NaN  0.380061                 NaN            NaN            NaN            NaN
  1347.75        500.000                 NaN   98.6957                 NaN  0.338651                 NaN  0.603709E-001  0.528930                 NaN  0.376392                 NaN            NaN            NaN            NaN
  1346.26        500.000                 NaN   98.7099                 NaN  0.340234                 NaN  0.513473E-001  0.526197                 NaN  0.372325                 NaN            NaN            NaN            NaN
  1344.77        500.000                 NaN   98.6738                 NaN  0.344396                 NaN  0.582668E-001  0.539952                 NaN  0.383556                 NaN            NaN            NaN            NaN
  1343.29        500.000                 NaN   98.7836                 NaN  0.338470                 NaN  0.504987       0.233534E-001            NaN  0.349619                 NaN            NaN            NaN            NaN
  1341.80        500.000                 NaN   98.7502                 NaN  0.342436                 NaN  0.296674E-001  0.517338                 NaN  0.360342                 NaN            NaN            NaN            NaN
  1340.31        500.000                 NaN   98.7609                 NaN  0.346024                 NaN  0.188828E-001  0.516387                 NaN  0.357838                 NaN            NaN            NaN            NaN
  1338.83        500.000                 NaN   98.7812                 NaN  0.342052                 NaN  0.509700       0.160125E-001            NaN  0.351074                 NaN            NaN            NaN            NaN
  1337.34        500.000                 NaN   98.7861                 NaN  0.346626                 NaN  0.510169       0.717218E-002            NaN  0.349902                 NaN            NaN            NaN            NaN
  1335.86        500.000                 NaN   98.8058                 NaN  0.340711                 NaN  0.750384E-002  0.502743                 NaN  0.343228                 NaN            NaN            NaN            NaN
  1334.37        500.000                 NaN   98.8142                 NaN  0.341509                 NaN  0.500521       0.284563E-002            NaN  0.340876                 NaN            NaN            NaN            NaN
  1332.88        500.000                 NaN   98.8227                 NaN  0.328714                 NaN  0.487742       0.241052E-001            NaN  0.336750                 NaN            NaN            NaN            NaN
  1331.40        500.000                 NaN   98.8351                 NaN  0.329904                 NaN  0.485386       0.164304E-001            NaN  0.333168                 NaN            NaN            NaN            NaN
  1329.91        500.000                 NaN   98.8482                 NaN  0.335633                 NaN  0.486438                 NaN            NaN  0.329773                 NaN            NaN            NaN            NaN
  1328.43        500.000                 NaN   98.8598                 NaN  0.332084                 NaN  0.482121                 NaN            NaN  0.325954                 NaN            NaN            NaN            NaN
  1326.94        500.000                 NaN   98.8699                 NaN  0.329369                 NaN  0.478273                 NaN            NaN  0.322457                 NaN            NaN            NaN            NaN
  1325.45        500.000                 NaN   98.8757                 NaN  0.312861                 NaN  0.296539E-001  0.463068                 NaN  0.318714                 NaN            NaN            NaN            NaN
  1323.97        500.000                 NaN   98.8845                 NaN  0.327363                 NaN  0.471234                 NaN            NaN  0.316870                 NaN            NaN            NaN            NaN
  1322.48        500.000                 NaN   98.9034                 NaN  0.322389                 NaN  0.462786                 NaN            NaN  0.311459                 NaN            NaN            NaN            NaN
  1321.00        500.000                 NaN   98.9123                 NaN  0.319063                 NaN  0.460161                 NaN            NaN  0.308429                 NaN            NaN            NaN            NaN
  1319.51        500.000                 NaN   98.9200                 NaN  0.319112                 NaN  0.455031                 NaN            NaN  0.305850                 NaN            NaN            NaN            NaN
  1318.02        500.000                 NaN   98.9339                 NaN  0.313417                 NaN  0.451527                 NaN            NaN  0.301116                 NaN            NaN            NaN            NaN
  1316.54        500.000                 NaN   98.9423                 NaN  0.311153                 NaN  0.448117                 NaN            NaN  0.298426                 NaN            NaN            NaN            NaN
  1315.05        500.000                 NaN   98.9528                 NaN  0.308175                 NaN  0.444129                 NaN            NaN  0.294878                 NaN            NaN            NaN            NaN
  1313.57        500.000                 NaN   98.9602                 NaN  0.307200                 NaN  0.440129                 NaN            NaN  0.292488                 NaN            NaN            NaN            NaN
  1312.08        500.000                 NaN   98.9726                 NaN  0.303742                 NaN  0.435497                 NaN            NaN  0.288207                 NaN            NaN            NaN            NaN
  1310.59        500.000                 NaN   98.9800                 NaN  0.301101                 NaN  0.433125                 NaN            NaN  0.285780                 NaN            NaN            NaN            NaN
  1309.11        500.000                 NaN   98.9898                 NaN  0.297195                 NaN  0.430480                 NaN            NaN  0.282495                 NaN            NaN            NaN            NaN
  1307.62        500.000                 NaN   99.0022                 NaN  0.294981                 NaN  0.424214                 NaN            NaN  0.278589                 NaN            NaN            NaN            NaN
  1306.13        500.000                 NaN   99.0080                 NaN  0.293308                 NaN  0.422127                 NaN            NaN  0.276516                 NaN            NaN            NaN            NaN
  1304.65        500.000                 NaN   99.0187                 NaN  0.289300                 NaN  0.418925                 NaN            NaN  0.273042                 NaN            NaN            NaN            NaN
