|6.6.6
Archiving\03_Data\eqLP/QFM_m4.25/GRV/GRV_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.3230       0.676962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.3230       0.677038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.3229       0.677114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.3228       0.677189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.3227       0.677265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.3227       0.677341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.3226       0.677417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.3225       0.677493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.3224       0.677569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.3224       0.677645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.3223       0.677721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.3222       0.677797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.3221       0.677873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.3221       0.677950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.3220       0.678026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.3219       0.678102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.3218       0.678179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.3217       0.678256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.3217       0.678332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.3216       0.678409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.3215       0.678486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.3214       0.678562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.3214       0.678639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.3213       0.678716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.3212       0.678793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.3211       0.678870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.3211       0.678947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.3210       0.679024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.3209       0.679102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.3208       0.679179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.3207       0.679256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.3207       0.679334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.3206       0.679411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.3205       0.679489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.3204       0.679566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.3204       0.679644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.3203       0.679722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.3202       0.679799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.3201       0.679877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.3200       0.679955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.3200       0.680033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.3199       0.680111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.3198       0.680189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.3197       0.680267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.3197       0.680345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.3196       0.680424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.3195       0.680502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.3194       0.680580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.3193       0.680659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.3193       0.680737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        99.3192       0.680816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        99.3191       0.680894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        99.3190       0.680973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        99.3189       0.681052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        99.3189       0.681130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        99.3188       0.681209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        99.3187       0.681288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        99.3186       0.681367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.3186       0.681446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.3185       0.681525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        99.3184       0.681604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        99.3183       0.681683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        99.3182       0.681763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        99.3120       0.681851       0.615233E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        99.2986       0.681951       0.194794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        99.2857       0.682049       0.322518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        99.2728       0.682148       0.450282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        99.2599       0.682246       0.578085E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        99.2471       0.682345       0.705926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        99.2342       0.682444       0.833807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        99.2213       0.682542       0.961727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        99.2084       0.682641       0.108969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        99.1955       0.682740       0.121769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        99.1857       0.682833       0.131513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        98.8507       0.683057       0.146184       0.320017                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        98.0743       0.683442       0.158544        1.08374                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        97.2970       0.683826       0.170918        1.84830                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        96.5121       0.684211       0.182879        2.62079                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        95.7264       0.684594       0.194854        3.39411                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        94.9399       0.684975       0.206841        4.16827                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        94.1526       0.685354       0.218842        4.94324                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        93.3604       0.685732       0.230165        5.72375                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        92.5673       0.686108       0.241501        6.50507                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        91.7735       0.686482       0.252848        7.28721                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        90.9788       0.686854       0.264207        8.07014                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        90.1833       0.687224       0.275578        8.85386                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        89.3871       0.687591       0.286960        9.63837                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        88.5900       0.687956       0.298353        10.4236                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        87.7922       0.688319       0.309757        11.2097                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        87.0042       0.688675       0.320238        11.9869                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        86.2155       0.689029       0.330730        12.7648                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        85.4260       0.689380       0.341230        13.5434                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        84.6358       0.689728       0.351741        14.3227                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        83.8449       0.690074       0.362260        15.1028                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        83.0533       0.690418       0.372789        15.8835                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        82.2610       0.690759       0.383327        16.6649                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        81.4680       0.691097       0.393874        17.4470                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        80.7108       0.691419       0.403582        18.1942                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        79.9529       0.691738       0.413297        18.9421                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        79.1945       0.692054       0.423019        19.6905                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        78.4354       0.692368       0.432749        20.4395                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        77.6758       0.692679       0.442486        21.1890                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        76.9156       0.692988       0.452230        21.9391                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        76.1549       0.693294       0.461981        22.6898                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        75.3937       0.693596       0.471738        23.4410                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        74.6932       0.693875       0.480657        24.1323                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        73.9922       0.694151       0.489581        24.8241                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        73.2908       0.694424       0.498510        25.5162                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        72.5890       0.694694       0.507445        26.2088                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        71.8868       0.694962       0.516384        26.9018                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        71.1842       0.695227       0.525328        27.5952                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        70.4812       0.695490       0.534277        28.2890                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        69.7779       0.695749       0.543231        28.9832                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        69.1221       0.695990       0.551802        29.6301                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        68.4661       0.696228       0.560378        30.2773                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        67.8252       0.696458       0.568689        30.9097                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        67.0130       0.696885       0.576405        31.4414       0.272300                 NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        65.3526       0.698318       0.579797        31.4634        1.90594                 NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        63.6854       0.699756       0.583203        31.4854        3.54625                 NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        62.0115       0.701197       0.586621        31.5075        5.19326                 NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        60.3308       0.702643       0.590053        31.5295        6.84700                 NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        58.9634       0.703854       0.590444        31.5169        8.22535                 NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        57.5914       0.705068       0.590836        31.5043        9.60838                 NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        56.2148       0.706285       0.591228        31.4915        10.9961                 NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        54.8336       0.707504       0.591621        31.4787        12.3886                 NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        53.4477       0.708727       0.592014        31.4657        13.7858                 NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        52.0572       0.709953       0.592407        31.4527        15.1878                 NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        50.6619       0.711182       0.592801        31.4395        16.5946                 NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        49.2620       0.712413       0.593195        31.4263        18.0061                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        48.1157       0.713457       0.589516        31.3905        19.1908                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        46.9663       0.714504       0.585825        31.3546        20.3788                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        45.8135       0.715552       0.582123        31.3186        21.5702                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        44.6575       0.716603       0.578409        31.2824        22.7651                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        43.4982       0.717656       0.574684        31.2461        23.9634                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        42.3356       0.718711       0.570947        31.2096        25.1651                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        41.1697       0.719769       0.567198        31.1730        26.3704                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        40.0005       0.720828       0.563438        31.1362        27.5790                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        38.9407       0.721808       0.554066        31.1024        28.6810                 NaN            NaN            NaN            NaN            NaN
