|6.6.6
Archiving\03_Data\eqfrac/QFM/KHA22/KHA22_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         Sp(TH)         ne             lc             ilm           
  1545.23        2500.00        99.4213       0.532364       0.463483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.78        2500.00        99.4244       0.529685       0.459494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.33        2500.00        99.4325       0.522753       0.447683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.87        2500.00        99.3474       0.603374       0.492501E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.42        2500.00        99.4349       0.517253       0.478499E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.97        2500.00        99.8228       0.163355       0.138828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.51        2500.00        99.1564       0.780210       0.633847E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.06        2500.00        99.4496       0.509410       0.409925E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.60        2500.00        99.2384       0.748148       0.134233E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.15        2500.00        99.6728       0.263643       0.635588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.70        2500.00        99.4604       0.500282       0.392706E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.24        2500.00        99.4650       0.497812       0.371850E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.79        2500.00        99.4681       0.494906       0.369524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.33        2500.00        99.4708       0.503527       0.256693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.88        2500.00        99.4702       0.483008       0.468251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.43        2500.00        99.4821       0.483806       0.341106E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.97        2500.00        99.4263       0.535928       0.377440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.52        2500.00        99.5419       0.428414       0.296614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.06        2500.00        99.4799       0.491955       0.281924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.61        2500.00        99.5005       0.461153       0.383084E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.16        2500.00        99.4944       0.476540       0.290104E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.70        2500.00        99.4953       0.475667       0.289891E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.25        2500.00        99.4984       0.473761       0.278301E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.79        2500.00        99.5030       0.469527       0.274293E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.34        2500.00        99.5069       0.465591       0.274964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.89        2500.00        99.5081       0.465250       0.266636E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.43        2500.00        99.9716                 NaN  0.284422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.98        2500.00        99.0546       0.923616       0.217480E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.52        2500.00        99.5165       0.459964       0.235818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.07        2500.00        99.5191       0.456111       0.247781E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.62        2500.00        99.5225       0.455847       0.216481E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.16        2500.00        99.5238       0.455239       0.209777E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.71        2500.00        99.5219       0.459202       0.189332E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.25        2500.00        99.5309       0.449341       0.197207E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.80        2500.00        99.5319       0.449005       0.190589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.35        2500.00        99.5326       0.450275       0.171479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.89        2500.00        99.4055       0.573970       0.205424E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.44        2500.00        99.8638       0.131072       0.515392E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.98        2500.00        99.8783       0.117075       0.457606E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.53        2500.00        99.0075       0.961600       0.308832E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.08        2500.00        99.5437       0.442615       0.136406E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.62        2500.00        99.5458       0.441135       0.130508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.17        2500.00        99.5462       0.442713       0.111069E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.71        2500.00        99.5501       0.439419       0.105276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.26        2500.00        99.5513       0.438924       0.976200E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.81        2500.00        99.2818       0.328140       0.360787E-001  0.353936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.35        2500.00        99.1360       0.262443       0.508468E-001  0.550728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.90        2500.00        99.1414       0.262251       0.492997E-001  0.547057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.44        2500.00        99.1519       0.258021       0.487811E-001  0.541298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.99        2500.00        99.1583       0.256278       0.478278E-001  0.537623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.54        2500.00        99.1656       0.254493       0.468286E-001  0.533108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.08        2500.00        99.1727       0.251834       0.463137E-001  0.529103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.63        2500.00        99.1790       0.250971       0.448334E-001  0.525222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.18        2500.00        99.4161                 NaN  0.511043E-001  0.306109       0.226674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.72        2500.00        98.9347       0.351534       0.133919E-001  0.700415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.27        2500.00        99.1988       0.247214       0.411470E-001  0.512885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.81        2500.00        99.2062       0.244774       0.404925E-001  0.508515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.36        2500.00        99.2119       0.243905       0.392863E-001  0.504933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.91        2500.00        99.2061       0.181530       0.305315E-001  0.919612E-001  0.489900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.45        2500.00        99.1936       0.740241E-001  0.158185E-001  0.465044       0.251547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.00        2500.00        99.1986       0.736906E-001  0.148374E-001  0.462314       0.250607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.54        2500.00        99.3927       0.652174E-001  0.102169E-001  0.351504       0.180365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.09        2500.00        99.0206       0.109204       0.144157E-001  0.565068       0.290668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.64        2500.00        99.2169       0.545445E-001  0.123033E-001  0.266178       0.450092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.18        2500.00        99.2215       0.673777E-001  0.108387E-001  0.252513       0.447808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.73        2500.00        99.2263       0.702720E-001  0.956817E-002  0.248565       0.445301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.27        2500.00        99.2310       0.680141E-001  0.870284E-002  0.442152       0.250106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.82        2500.00        99.2363       0.689620E-001  0.759501E-002  0.247849       0.439334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.37        2500.00        99.2401       0.667282E-001  0.679581E-002  0.436810       0.249598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.91        2500.00        99.2468       0.656234E-001  0.581210E-002  0.432722       0.249037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.46        2500.00        99.2508       0.631995E-001  0.503248E-002  0.429967       0.250970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.00        2500.00        99.2554       0.632638E-001  0.403421E-002  0.249995       0.427318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.55        2500.00        99.2607       0.653809E-001  0.293198E-002  0.246466       0.424555                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1439.10        2500.00        99.2636       0.709452E-001  0.998964E-003  0.423245       0.241176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.64        2500.00        99.2815       0.394719E-001  0.599678E-001  0.188762       0.430284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.19        2500.00        99.2775       0.665084E-001  0.239082E-002  0.237899       0.415654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.73        2500.00        99.2783       0.666972E-001            NaN  0.414596       0.240388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.28        2500.00        99.2831       0.675579E-001            NaN  0.237132       0.412242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.83        2500.00        99.2868       0.668442E-001            NaN  0.410333       0.236043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1430.37        2500.00        99.2912       0.682568E-001            NaN  0.232298       0.408279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.92        2500.00        99.2952       0.682311E-001            NaN  0.230382       0.406171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1427.46        2500.00        99.2994       0.646770E-001  0.142340E-005  0.232252       0.403622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.01        2500.00        99.7228       0.125594       0.298607E-004  0.151586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1424.56        2500.00        98.8880                 NaN            NaN  0.648408       0.463623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.10        2500.00        99.3121       0.726671E-001            NaN  0.397928       0.217317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.65        2500.00        99.3151       0.682669E-001            NaN  0.396007       0.220602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1420.19        2500.00        99.3195       0.725624E-001            NaN  0.394297       0.213679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.74        2500.00        99.2927       0.735625E-001            NaN  0.392991       0.225141       0.156276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1417.29        2500.00        98.5688       0.734859E-002  0.149112E-001  0.394263       0.618987       0.395703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1415.83        2500.00        98.5790                 NaN  0.139753       0.462872       0.405792       0.412579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1414.38        2500.00        99.4501                 NaN  0.987173E-001  0.136815       0.148099       0.166225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1412.92        2500.00        97.7663                 NaN  0.192971       0.747608       0.649144       0.643987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1411.47        2500.00        98.6367                 NaN  0.145067       0.390309       0.430638       0.397240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1410.02        2500.00        98.6571       0.215789E-001  0.141829       0.386234       0.402995       0.390258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1408.56        2500.00        98.6793                 NaN  0.142003       0.416581       0.377928       0.384215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1407.11        2500.00        98.6959                 NaN  0.142123       0.408940       0.373328       0.379748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1405.65        2500.00        98.7156                 NaN  0.141331       0.401337       0.367611       0.374101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1404.20        2500.00        98.7322                 NaN  0.140759       0.394791       0.363177       0.369048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1402.75        2500.00        99.1614                 NaN  0.862796E-001  0.234588       0.274982       0.242758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.29        2500.00        98.3586                 NaN  0.193098       0.476131       0.493344       0.478823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1399.84        2500.00        98.7845                 NaN  0.138390       0.348033       0.375231       0.353802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1398.39        2500.00        98.8018                 NaN  0.137318       0.369210       0.343165       0.348475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1396.93        2500.00        98.8171                 NaN  0.136960       0.362907       0.338921       0.344111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1395.48        2500.00        98.8322                 NaN  0.136619       0.335009       0.356436       0.339706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1394.02        2500.00        98.8484                 NaN  0.135117       0.329969       0.351763       0.334719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1392.57        2500.00        98.8624                 NaN  0.134969       0.345584       0.326308       0.330755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1391.12        2500.00        98.8771                 NaN  0.134292       0.340433       0.321753       0.326406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1389.66        2500.00        98.8915                 NaN  0.133643       0.318024       0.334578       0.322210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1388.21        2500.00        98.9059                 NaN  0.132837       0.313858       0.329642       0.317783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1386.75        2500.00        98.9193                 NaN  0.132275       0.324792       0.309690       0.313962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1385.30        2500.00        98.9334                 NaN  0.131424       0.319535       0.305937       0.309729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1383.85        2500.00        98.9450                 NaN  0.131579       0.314073       0.303046       0.306292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1382.39        2500.00        98.9587                 NaN  0.129929       0.298554       0.310743       0.302037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1380.94        2500.00        98.9709                 NaN  0.129658       0.295065       0.305809       0.298559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1379.48        2500.00        98.9829                 NaN  0.129391       0.300751       0.291844       0.295133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1378.03        2500.00        98.9961                 NaN  0.127970       0.297027       0.287932       0.290978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1376.58        2500.00        99.0068                 NaN  0.128117       0.285146       0.292064       0.287921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1375.12        2500.00        99.0187                 NaN  0.126840       0.281671       0.288586       0.284213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1373.67        2500.00        99.0302                 NaN  0.126501       0.278370       0.284105       0.280817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1372.21        2500.00        99.0411                 NaN  0.125870       0.275265       0.280251       0.277530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1370.76        2500.00        99.0518                 NaN  0.125238       0.272039       0.276591       0.274330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1369.31        2500.00        99.0621                 NaN  0.124869       0.272314       0.269076       0.271681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1367.85        2500.00        99.0744                 NaN  0.123588       0.268944       0.265690       0.267424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1366.40        2500.00        99.0431                 NaN  0.780378E-001  0.366351       0.243672       0.268801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1364.94        2500.00        99.1350                 NaN  0.168110       0.159837       0.279497       0.257583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1363.49        2500.00        99.1031                 NaN  0.122088       0.258559       0.257438       0.258855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1362.04        2500.00        99.1125                 NaN  0.121570       0.254940       0.254997       0.256037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1360.58        2500.00        99.1218                 NaN  0.120854       0.252118       0.252036       0.253190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1359.13        2500.00        99.1314                 NaN  0.120088       0.248855       0.249422       0.250221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1357.67        2500.00        99.1402                 NaN  0.119620       0.245594       0.247037       0.247523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1356.22        2500.00        99.1492                 NaN  0.120502       0.243361       0.240967       0.245954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1354.77        2500.00        99.1605                 NaN  0.116529       0.241796       0.240530       0.240646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1353.31        2500.00        99.1672                 NaN  0.117377       0.238643       0.237269       0.239533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1351.86        2500.00        99.1752                 NaN  0.116871       0.237200       0.233960       0.236762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1350.40        2500.00        99.1820                 NaN  0.117070       0.234553       0.231214       0.235155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1348.95        2500.00        99.1919                 NaN  0.115327       0.232411       0.228812       0.231581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1347.50        2500.00        99.1999                 NaN  0.114213       0.227002       0.229745       0.229150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1346.04        2500.00        99.2071                 NaN  0.113975       0.224236       0.227639       0.227003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1344.59        2500.00        99.2150                 NaN  0.113513       0.225343       0.221492       0.224654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1343.13        2500.00        99.2222                 NaN  0.112720       0.223385       0.219336       0.222381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1341.68        2500.00        99.2300                 NaN  0.111927       0.216920       0.221146       0.219998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1340.23        2500.00        99.2369                 NaN  0.111352       0.219022       0.214851       0.217825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1338.77        2500.00        99.2445                 NaN  0.110473       0.216688       0.212734       0.215582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1337.32        2500.00        99.2515                 NaN  0.109875       0.215048       0.210283       0.213264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1335.86        2500.00        99.2581                 NaN  0.108998       0.212977       0.208684       0.211250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1334.41        2500.00        99.2649                 NaN  0.108314       0.206918       0.210518       0.209386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1332.96        2500.00        99.2469                 NaN  0.778206E-001  0.200816       0.260446       0.214040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1331.50        2500.00        99.3038                 NaN  0.137223       0.216114       0.145490       0.197390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1330.05        2500.00        99.2855                 NaN  0.105037       0.202159       0.204779       0.202505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1328.59        2500.00        99.2906                 NaN  0.104998       0.203725       0.199626       0.201044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1327.14        2500.00        99.2976                 NaN  0.104242       0.201415       0.197793       0.198938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1325.69        2500.00        99.3036                 NaN  0.103003       0.199725       0.196824       0.196886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1324.23        2500.00        99.3096                 NaN  0.102477       0.197999       0.194818       0.195135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1322.78        2500.00        99.3152                 NaN  0.101293       0.196320       0.193908       0.193291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1321.33        2500.00        99.3215                 NaN  0.101217       0.191522       0.194377       0.191423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1319.87        2500.00        99.3275                 NaN  0.994945E-001  0.190970       0.192607       0.189435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1318.42        2500.00        99.3326                 NaN  0.986251E-001  0.189887       0.191191       0.187702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1316.96        2500.00        99.3380                 NaN  0.976851E-001  0.189426       0.188939       0.185972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1315.51        2500.00        99.3414                 NaN  0.959813E-001  0.188170       0.189657       0.184745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1314.06        2500.00        99.3502                 NaN  0.972648E-001  0.185922       0.184139       0.182471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1312.60        2500.00        99.3542                 NaN  0.949813E-001  0.185790       0.184170       0.180809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1311.15        2500.00        99.3566                 NaN  0.948799E-001  0.184507       0.183923       0.180112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1309.69        2500.00        99.3673                 NaN  0.920574E-001  0.180909       0.183382       0.176386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1308.24        2500.00        99.3697                 NaN  0.921775E-001  0.182013       0.180209       0.175918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1306.79        2500.00        99.3744                 NaN  0.910210E-001  0.181575       0.178679       0.174334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1305.33        2500.00        92.2835                 NaN   1.15976       0.973446       0.113785        1.02508        4.44443                 NaN            NaN            NaN            NaN            NaN            NaN
  1303.88        2500.00        86.8827                 NaN   2.00627        1.60082                 NaN   1.67384        7.83639                 NaN            NaN            NaN            NaN            NaN            NaN
  1302.42        2500.00        88.0444                 NaN   1.83642        1.47613                 NaN   1.53385        7.10918                 NaN            NaN            NaN            NaN            NaN            NaN
  1300.97        2500.00        89.0726                 NaN   1.68619        1.36286                 NaN   1.40894        6.46943                 NaN            NaN            NaN            NaN            NaN            NaN
