|6.6.6
Archiving\03_Data\eqfrac/QFM/KHA22/KHA22_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         Sp(TH)         ne             lc             ilm           
  1459.45        2500.00        99.3103       0.628554E-001  0.130558E-001  0.398838       0.214959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.00        2500.00        99.3149       0.625372E-001  0.122365E-001  0.396285       0.214015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.54        2500.00        99.4813       0.553038E-001  0.841926E-002  0.301103       0.153914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.09        2500.00        99.1634       0.925936E-001  0.118748E-001  0.484072       0.248043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.64        2500.00        99.3314       0.462100E-001  0.101259E-001  0.226952       0.385286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.18        2500.00        99.3357       0.570445E-001  0.891493E-002  0.215172       0.383134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.73        2500.00        99.3402       0.594573E-001  0.786234E-002  0.211673       0.380790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.27        2500.00        99.3446       0.575136E-001  0.714714E-002  0.377912       0.212855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.82        2500.00        99.3494       0.582762E-001  0.623151E-002  0.210798       0.375294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.37        2500.00        99.3530       0.563536E-001  0.557218E-002  0.372947       0.212158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.91        2500.00        99.3590       0.553908E-001  0.476226E-002  0.369302       0.211580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.46        2500.00        99.3627       0.533152E-001  0.412097E-002  0.366782       0.213109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.00        2500.00        99.3669       0.533411E-001  0.330083E-002  0.212155       0.364313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.55        2500.00        99.3717       0.550819E-001  0.239719E-002  0.209012       0.361772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1439.10        2500.00        99.3746       0.597366E-001  0.816009E-003  0.360459       0.204389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.64        2500.00        99.3915       0.332203E-001  0.489642E-001  0.159944       0.366338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.19        2500.00        99.3871       0.559255E-001  0.194982E-002  0.201373       0.353627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.73        2500.00        99.3880       0.560547E-001            NaN  0.352570       0.203378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.28        2500.00        99.3924       0.567401E-001            NaN  0.200489       0.350375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.83        2500.00        99.3959       0.561005E-001            NaN  0.348561       0.199441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1430.37        2500.00        99.4000       0.572525E-001            NaN  0.196158       0.346633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.92        2500.00        99.4037       0.571948E-001            NaN  0.194421       0.344661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1427.46        2500.00        99.4076       0.541815E-001  0.115556E-005  0.195878       0.342325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.01        2500.00        99.7665       0.105084       0.242222E-004  0.128429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1424.56        2500.00        99.0595                 NaN            NaN  0.549728       0.390799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.10        2500.00        99.4193       0.607609E-001            NaN  0.336957       0.182939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.65        2500.00        99.4222       0.570414E-001            NaN  0.335144       0.185585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1420.19        2500.00        99.4262       0.605931E-001            NaN  0.333518       0.179658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.74        2500.00        99.4013       0.613951E-001            NaN  0.332259       0.189187       0.158537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1417.29        2500.00        98.7270       0.613172E-002  0.120442E-001  0.333305       0.520043       0.401459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1415.83        2500.00        98.7379                 NaN  0.112679       0.388398       0.342703       0.418354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1414.38        2500.00        99.5127                 NaN  0.794373E-001  0.114596       0.124874       0.168348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1412.92        2500.00        98.0174                 NaN  0.155262       0.626635       0.547776       0.652890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1411.47        2500.00        98.7924                 NaN  0.116428       0.328761       0.360258       0.402105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1410.02        2500.00        98.8119       0.178981E-001  0.113618       0.324970       0.336762       0.394810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1408.56        2500.00        98.8324                 NaN  0.113610       0.347778       0.317758       0.388467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1407.11        2500.00        98.8481                 NaN  0.113535       0.341038       0.313608       0.383726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1405.65        2500.00        98.8665                 NaN  0.112737       0.334385       0.308554       0.377796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1404.20        2500.00        98.8824                 NaN  0.112065       0.328554       0.304538       0.372474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1402.75        2500.00        99.2614                 NaN  0.686266E-001  0.196534       0.228628       0.244796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.29        2500.00        98.5550                 NaN  0.153363       0.398743       0.409947       0.482931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1399.84        2500.00        98.9315                 NaN  0.109695       0.291069       0.311335       0.356446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1398.39        2500.00        98.9477                 NaN  0.108666       0.306021       0.286736       0.350867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1396.93        2500.00        98.9621                 NaN  0.108217       0.300485       0.282946       0.346264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1395.48        2500.00        98.9763                 NaN  0.107822       0.279419       0.294809       0.341624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1394.02        2500.00        98.9915                 NaN  0.106426       0.274972       0.290652       0.336404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1392.57        2500.00        99.0047                 NaN  0.106133       0.285257       0.271668       0.332217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1391.12        2500.00        99.0186                 NaN  0.105434       0.280694       0.267649       0.327648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1389.66        2500.00        99.0321                 NaN  0.104773       0.264292       0.275607       0.323237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1388.21        2500.00        99.0456                 NaN  0.103983       0.260608       0.271259       0.318599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1386.75        2500.00        99.0582                 NaN  0.103376       0.266989       0.256907       0.314574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1385.30        2500.00        99.0713                 NaN  0.102548       0.262415       0.253581       0.310139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1383.85        2500.00        99.0824                 NaN  0.102498       0.257630       0.250939       0.306508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1382.39        2500.00        99.0952                 NaN  0.101058       0.246995       0.254644       0.302061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1380.94        2500.00        99.1067                 NaN  0.100684       0.243887       0.250333       0.298396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1379.48        2500.00        99.1179                 NaN  0.100331       0.245956       0.241010       0.294787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1378.03        2500.00        99.1302                 NaN  0.990812E-001  0.242659       0.237561       0.290454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1376.58        2500.00        99.1404                 NaN  0.990199E-001  0.235024       0.238349       0.287222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1375.12        2500.00        99.1515                 NaN  0.978755E-001  0.231955       0.235280       0.283344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1373.67        2500.00        99.1623                 NaN  0.974772E-001  0.229052       0.231396       0.279781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1372.21        2500.00        99.1726                 NaN  0.968299E-001  0.226281       0.228007       0.276331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1370.76        2500.00        99.1826                 NaN  0.961930E-001  0.223420       0.224796       0.272972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1369.31        2500.00        99.1921                 NaN  0.957952E-001  0.221143       0.220813       0.270164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1367.85        2500.00        99.2037                 NaN  0.946328E-001  0.218124       0.217804       0.265761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1366.40        2500.00        99.1768                 NaN  0.596732E-001  0.296902       0.199606       0.266976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1364.94        2500.00        99.2580                 NaN  0.128312       0.129368       0.228687       0.255643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1363.49        2500.00        99.2307                 NaN  0.930436E-001  0.209062       0.210461       0.256754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1362.04        2500.00        99.2395                 NaN  0.924991E-001  0.205929       0.208268       0.253796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1360.58        2500.00        99.2483                 NaN  0.918042E-001  0.205738       0.203358       0.250814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1359.13        2500.00        99.2573                 NaN  0.910849E-001  0.200597       0.203345       0.247714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1357.67        2500.00        99.2656                 NaN  0.905949E-001  0.197758       0.201209       0.244885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1356.22        2500.00        99.2737                 NaN  0.911815E-001  0.198010       0.193930       0.243175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1354.77        2500.00        99.2844                 NaN  0.879595E-001  0.196588       0.193300       0.237775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1353.31        2500.00        99.2906                 NaN  0.884917E-001  0.193846       0.190490       0.236523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1351.86        2500.00        99.2983                 NaN  0.879378E-001  0.192477       0.187612       0.233637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1350.40        2500.00        99.3048                 NaN  0.879480E-001  0.190166       0.185228       0.231901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1348.95        2500.00        99.3139                 NaN  0.864955E-001  0.188250       0.183119       0.228229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1347.50        2500.00        99.3213                 NaN  0.855563E-001  0.181498       0.185912       0.225687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1346.04        2500.00        99.3282                 NaN  0.852333E-001  0.179088       0.184040       0.223428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1344.59        2500.00        99.3355                 NaN  0.847580E-001  0.182026       0.176728       0.220973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1343.13        2500.00        99.3423                 NaN  0.840277E-001  0.180267       0.174818       0.218596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1341.68        2500.00        99.3495                 NaN  0.833127E-001  0.172731       0.178310       0.216113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1340.23        2500.00        99.3561                 NaN  0.827502E-001  0.176425       0.170896       0.213840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1338.77        2500.00        99.3631                 NaN  0.819746E-001  0.174391       0.169066       0.211501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1337.32        2500.00        99.3697                 NaN  0.814016E-001  0.172906       0.166938       0.209092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1335.86        2500.00        99.3758                 NaN  0.806138E-001  0.171090       0.165486       0.206983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1334.41        2500.00        99.3820                 NaN  0.800162E-001  0.163954       0.168983       0.205023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1332.96        2500.00        99.3661                 NaN  0.573684E-001  0.160988       0.206107       0.209453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1331.50        2500.00        99.4177                 NaN  0.101063       0.173127       0.115044       0.193023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1330.05        2500.00        99.4013                 NaN  0.772192E-001  0.159689       0.163904       0.197901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1328.59        2500.00        99.4062                 NaN  0.770558E-001  0.162878       0.157525       0.196347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1327.14        2500.00        99.4126                 NaN  0.763999E-001  0.160907       0.155942       0.194164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1325.69        2500.00        99.4182                 NaN  0.753713E-001  0.159398       0.155006       0.192038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1324.23        2500.00        99.4238                 NaN  0.748754E-001  0.157876       0.153284       0.190207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1322.78        2500.00        99.4290                 NaN  0.738962E-001  0.156378       0.152423       0.188288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1321.33        2500.00        99.4348                 NaN  0.737316E-001  0.150404       0.154696       0.186348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1319.87        2500.00        99.4404                 NaN  0.723626E-001  0.149820       0.153161       0.184293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1318.42        2500.00        99.4452                 NaN  0.716184E-001  0.148818       0.151891       0.182490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1316.96        2500.00        99.4502                 NaN  0.708242E-001  0.150345       0.147916       0.180692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1315.51        2500.00        99.4536                 NaN  0.694535E-001  0.149223       0.148291       0.179385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1314.06        2500.00        99.4614                 NaN  0.703299E-001  0.147306       0.143906       0.177062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1312.60        2500.00        99.4653                 NaN  0.685482E-001  0.145021       0.145786       0.175337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1311.15        2500.00        99.4677                 NaN  0.684080E-001  0.145891       0.143422       0.174550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1309.69        2500.00        99.4771                 NaN  0.662468E-001  0.142926       0.142879       0.170828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1308.24        2500.00        99.4796                 NaN  0.662352E-001  0.141699       0.142244       0.170267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1306.79        2500.00        99.4839                 NaN  0.653104E-001  0.141206       0.140909       0.168626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1305.33        2500.00        92.6759                 NaN  0.832975       0.769902       0.887221E-001  0.995159        4.63733                 NaN            NaN            NaN            NaN            NaN            NaN
  1303.88        2500.00        87.4511                 NaN   1.44039        1.26929                 NaN   1.63122        8.20805                 NaN            NaN            NaN            NaN            NaN            NaN
