|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/TAY13/TAY13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1289.79        2500.00        78.6047                 NaN  0.405132        1.69159                 NaN   1.57466        3.72674                 NaN   2.64932        11.3478                 NaN            NaN
  1288.30        2500.00        80.9318                 NaN  0.257191        1.49011                 NaN   3.20746        1.67522                 NaN   2.36358        10.0747                 NaN            NaN
  1286.82        2500.00        79.6065                 NaN  0.236587E-004   1.56601                 NaN   2.53617        3.00764                 NaN   2.54443        10.7392                 NaN            NaN
  1285.33        2500.00        87.7637                 NaN  0.461655       0.961983                 NaN  0.151219        2.62948                 NaN   1.52169        6.51024                 NaN            NaN
  1283.84        2500.00        83.9999                 NaN            NaN   1.20907                 NaN   2.43251        1.96288                 NaN   1.99274        8.40288                 NaN            NaN
  1282.36        2500.00        87.8956                 NaN  0.614346E-001  0.871059                 NaN   1.59808        1.73617                 NaN   1.51302        6.32459                 NaN            NaN
  1280.87        2500.00        87.4617                 NaN  0.442630       0.817488                 NaN   1.28126        1.73561                 NaN   1.62422        6.63713                 NaN            NaN
  1279.38        2500.00        86.6386                 NaN            NaN  0.983966                 NaN   1.43850        2.29159                 NaN   1.64409        7.00324                 NaN            NaN
  1277.90        2500.00        86.9734                 NaN            NaN  0.893955                 NaN   2.03973        1.54603                 NaN   1.63794        6.90892                 NaN            NaN
  1276.41        2500.00        87.9867                 NaN  0.725882       0.730965                 NaN   2.30855       0.298971                 NaN   1.55053        6.39840                 NaN            NaN
  1274.93        2500.00        85.7823                 NaN            NaN  0.902363                 NaN   1.21496        2.77463                 NaN   1.79510        7.53061                 NaN            NaN
  1273.44        2500.00        90.1308                 NaN            NaN  0.655458                 NaN   1.33240        1.37779                 NaN   1.21219        5.29142                 NaN            NaN
  1271.95        2500.00        88.0448                 NaN            NaN  0.708316                 NaN   2.22333        1.16692                 NaN   1.50062        6.35597                 NaN            NaN
  1270.47        2500.00        89.1935                 NaN            NaN  0.651543                 NaN   2.00132        1.02657                 NaN   1.34890        5.77812                 NaN            NaN
  1268.98        2500.00        88.6734                 NaN            NaN  0.667211                 NaN  0.929305        2.24991                 NaN   1.41574        6.06444                 NaN            NaN
  1267.50        2500.00        88.9356                 NaN            NaN  0.621284                 NaN  0.796037        2.33807                 NaN   1.38961        5.91942                 NaN            NaN
  1266.01        2500.00        89.9178                 NaN            NaN  0.534472                 NaN  0.507763        2.37724                 NaN   1.26894        5.39380                 NaN            NaN
  1264.52        2500.00        90.3141                 NaN            NaN  0.792760                 NaN   1.85689       0.537001                 NaN   1.17041        5.32887                 NaN            NaN
  1263.04        2500.00        94.3553                 NaN  0.700702                 NaN            NaN  0.965601       0.293444                 NaN  0.799697        2.88522                 NaN            NaN
  1261.55        2500.00        91.2281                 NaN            NaN  0.441263                 NaN  0.324038        2.26233                 NaN   1.11996        4.62427                 NaN            NaN
  1260.07        2500.00        93.5408                 NaN            NaN  0.355077                 NaN  0.797785E-001   1.75553                 NaN  0.823756        3.44503                 NaN            NaN
  1258.58        2500.00        93.6247                 NaN            NaN  0.337712                 NaN   1.37909       0.463960                 NaN  0.814838        3.37973                 NaN            NaN
  1257.09        2500.00        94.9278                 NaN            NaN  0.180938       0.262567E-001   1.56565                 NaN            NaN  0.663481        2.63587                 NaN            NaN
  1255.61        2500.00        92.8747                 NaN            NaN  0.406921                 NaN  0.421276        1.63810                 NaN  0.907803        3.75116                 NaN            NaN
  1254.12        2500.00        85.9819                 NaN            NaN  0.580446                 NaN   3.53878       0.597842                 NaN   1.79552        7.37705       0.128440                 NaN
  1252.64        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1251.15        2500.00       100.0000                 NaN            NaN            NaN            NaN  0.112375E-005            NaN            NaN            NaN  0.231219E-005            NaN            NaN
  1249.66        2500.00        93.7319                 NaN            NaN            NaN            NaN   1.97030                 NaN            NaN  0.794869        3.30994       0.193025                 NaN
  1248.18        2500.00        95.2845                 NaN            NaN            NaN            NaN   1.50647                 NaN            NaN  0.599876        2.46934       0.139834                 NaN
  1246.69        2500.00        95.5789                 NaN            NaN            NaN            NaN   1.39587                 NaN            NaN  0.565822        2.32947       0.129935                 NaN
  1245.20        2500.00        95.7821                 NaN            NaN            NaN            NaN   1.33546                 NaN            NaN  0.546073        2.21896       0.117408                 NaN
  1243.72        2500.00        96.1303                 NaN            NaN            NaN            NaN  0.632277       0.492395                 NaN  0.472237        2.14142       0.131397                 NaN
  1242.23        2500.00        95.8254                 NaN            NaN            NaN            NaN   1.48465                 NaN            NaN  0.546802        2.04198       0.101197                 NaN
  1240.75        2500.00        96.2790                 NaN            NaN            NaN            NaN   1.18455                 NaN            NaN  0.480466        1.95551       0.100433                 NaN
  1239.26        2500.00        97.1029                 NaN            NaN            NaN            NaN  0.773072                 NaN            NaN  0.404853        1.60296       0.116197                 NaN
  1237.77        2500.00        99.6269                 NaN            NaN            NaN            NaN  0.689633E-001            NaN            NaN  0.254448E-001  0.255019       0.236977E-001            NaN
  1236.29        2500.00        92.5066                 NaN            NaN            NaN            NaN   2.66235                 NaN            NaN  0.965324        3.73292       0.132832                 NaN
  1234.80        2500.00        97.0011                 NaN            NaN            NaN            NaN  0.329957E-001  0.938017                 NaN  0.373745        1.56853       0.856259E-001            NaN
  1233.32        2500.00        97.3487                 NaN            NaN            NaN            NaN  0.841008                 NaN            NaN  0.330919        1.40477       0.745734E-001            NaN
  1231.83        2500.00        99.7805                 NaN            NaN            NaN            NaN  0.410879E-001  0.640073E-001            NaN  0.399818E-001  0.624036E-001  0.120612E-001            NaN
  1230.34        2500.00        93.9708                 NaN            NaN            NaN            NaN   1.91895       0.429072E-001            NaN  0.743614        3.17596       0.147812                 NaN
  1228.86        2500.00        94.6395                 NaN            NaN            NaN            NaN  0.161785        1.60847                 NaN  0.695228        2.78086       0.114176                 NaN
  1227.37        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1225.89        2500.00        99.9999                 NaN  0.186797E-005            NaN            NaN  0.468749E-005  0.460989E-005            NaN  0.582792E-005  0.291895E-004            NaN  0.166538E-004
  1224.40        2500.00        55.5207                 NaN            NaN            NaN            NaN   6.17468        1.88143                 NaN   4.07079        19.6882       0.581161        12.0831     
  1222.91        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8620        2.98327                 NaN   8.73964        43.3017        1.16103        29.9523     
  1221.43        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8807        2.96469                 NaN   8.74026        43.3010        1.16096        29.9524     
  1219.94        2500.00                 NaN            NaN            NaN            NaN            NaN   13.9151        2.93061                 NaN   8.74084        43.3001        1.16085        29.9525     
  1218.46        2500.00                 NaN            NaN            NaN            NaN            NaN   16.9354                 NaN            NaN   8.75115        43.2137        1.13721        29.9625     
  1216.97        2500.00                 NaN            NaN            NaN            NaN            NaN   14.0367        2.80805       0.268989E-004   8.74150        43.2998        1.16106        29.9529     
  1215.48        2500.00                 NaN            NaN            NaN            NaN            NaN   14.0496        2.79528       0.272339E-004   8.74205        43.2991        1.16098        29.9529     
  1214.00        2500.00                 NaN            NaN            NaN            NaN            NaN   9.14218        7.76255                 NaN   8.76413        43.2342        1.14229        29.9546     
  1212.51        2500.00                 NaN            NaN            NaN            NaN            NaN   16.0197       0.945295                 NaN   8.75931        43.1800        1.12708        29.9686     
  1211.02        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9656       0.999922                 NaN   8.76452        43.1747        1.12643        29.9688     
  1209.54        2500.00                 NaN            NaN            NaN            NaN            NaN   16.9483                 NaN            NaN   8.78327        43.1799        1.12824        29.9603     
  1208.05        2500.00                 NaN            NaN            NaN            NaN            NaN   16.9623                 NaN            NaN   8.78735        43.1625        1.12460        29.9632     
  1206.57        2500.00                 NaN            NaN            NaN            NaN            NaN   1.18538        15.7749                 NaN   8.77568        43.1686        1.12687        29.9686     
  1205.08        2500.00                 NaN            NaN            NaN            NaN            NaN   1.30729        15.6521                 NaN   8.77934        43.1658        1.12683        29.9687     
  1203.59        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1477        2.69882                 NaN   8.74613        43.2934        1.16040        29.9536     
  1202.11        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1569        2.68979                 NaN   8.74663        43.2927        1.16033        29.9537     
  1200.62        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1662        2.68071                 NaN   8.74711        43.2919        1.16025        29.9538     
  1199.14        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1756        2.67157                 NaN   8.74759        43.2912        1.16018        29.9539     
  1197.65        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1850        2.66236                 NaN   8.74806        43.2905        1.16010        29.9540     
  1196.16        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1945        2.65313                 NaN   8.74852        43.2898        1.16003        29.9540     
  1194.68        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2040        2.64385                 NaN   8.74898        43.2891        1.15996        29.9541     
  1193.19        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2135        2.63452                 NaN   8.74943        43.2884        1.15989        29.9542     
  1191.71        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2231        2.62516                 NaN   8.74987        43.2877        1.15982        29.9543     
  1190.22        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2394        2.60893                 NaN   8.75023        43.2871        1.15979        29.9545     
  1188.73        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2423        2.60634                 NaN   8.75073        43.2864        1.15969        29.9545     
  1187.25        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2520        2.59689                 NaN   8.75115        43.2857        1.15962        29.9546     
  1185.76        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2617        2.58741                 NaN   8.75157        43.2850        1.15956        29.9547     
  1184.28        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2719        2.57744                 NaN   8.75197        43.2843        1.15950        29.9549     
  1182.79        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3047        2.54697                 NaN   8.75324        43.2804        1.15887        29.9558     
  1181.30        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2990        2.55066                 NaN   8.75266        43.2832        1.15941        29.9551     
  1179.82        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3123        2.53749                 NaN   8.75300        43.2826        1.15937        29.9552     
  1178.33        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3255        2.52446                 NaN   8.75334        43.2820        1.15933        29.9554     
  1176.84        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3386        2.51160                 NaN   8.75367        43.2814        1.15929        29.9555     
  1175.36        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3514        2.49889                 NaN   8.75399        43.2808        1.15925        29.9556     
  1173.87        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3649        2.48558                 NaN   8.75430        43.2802        1.15921        29.9558     
  1172.39        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3826        2.46801                 NaN   8.75455        43.2797        1.15917        29.9559     
  1170.90        2500.00                 NaN            NaN            NaN            NaN            NaN   14.4003        2.45046                 NaN   8.75479        43.2792        1.15916        29.9561     
  1169.41        2500.00                 NaN            NaN            NaN            NaN            NaN   15.5648        1.41776                 NaN   8.91412        43.0340        1.10535        29.9640     
  1167.93        2500.00                 NaN            NaN            NaN            NaN            NaN   1.32275        15.6587                 NaN   8.92152        43.0295        1.10475        29.9628     
  1166.44        2500.00                 NaN            NaN            NaN            NaN            NaN   14.4545        2.39710                 NaN   8.75625        43.2766        1.15888        29.9566     
  1164.96        2500.00                 NaN            NaN            NaN            NaN            NaN   15.2790        1.69962                 NaN   8.92330        43.0276        1.10578        29.9646     
  1163.47        2500.00                 NaN            NaN            NaN            NaN            NaN   14.4131        2.51324                 NaN   8.77769        43.1910        1.12987        29.9751     
  1161.98        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1128        2.91894                 NaN   8.80715        43.0838        1.08611        29.9912     
  1160.50        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3139        2.72793                 NaN   8.81954        43.0676        1.08102        29.9899     
  1159.01        2500.00                 NaN            NaN            NaN            NaN            NaN   15.1726        1.80907                 NaN   8.93952        43.0093        1.10360        29.9658     
  1157.53        2500.00                 NaN            NaN            NaN            NaN            NaN   1.99543        14.9759                 NaN   8.94201        43.0152        1.10664        29.9648     
  1156.04        2500.00                 NaN            NaN            NaN            NaN            NaN   2.47446        14.4791                 NaN   8.93453        43.0350        1.11344        29.9634     
  1154.55        2500.00                 NaN            NaN            NaN            NaN            NaN   15.1366        1.84916                 NaN   8.95705        42.9909        1.10042        29.9659     
  1153.07        2500.00                 NaN            NaN            NaN            NaN            NaN   2.23290        14.7435                 NaN   8.95094        43.0005        1.10449        29.9677     
  1151.58        2500.00                 NaN            NaN            NaN            NaN            NaN   1.92883        15.0575                 NaN   8.96536        42.9825        1.09950        29.9664     
  1150.10        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8772        2.10484                 NaN   8.96509        42.9846        1.10111        29.9672     
  1148.61        2500.00                 NaN            NaN            NaN            NaN            NaN   2.59462        14.3691                 NaN   8.95721        43.0070        1.10772        29.9644     
  1147.12        2500.00                 NaN            NaN            NaN            NaN            NaN   2.08897        14.8967                 NaN   8.97641        42.9721        1.09877        29.9671     
  1145.64        2500.00                 NaN            NaN            NaN            NaN            NaN   14.6938        2.27042                 NaN   8.97359        42.9907        1.10615        29.9653     
  1144.15        2500.00                 NaN            NaN            NaN            NaN            NaN   14.6431        2.34357                 NaN   8.98055        42.9613        1.09987        29.9716     
  1142.66        2500.00                 NaN            NaN            NaN            NaN            NaN   14.7289        2.25693                 NaN   8.98417        42.9628        1.09851        29.9687     
  1141.18        2500.00                 NaN            NaN            NaN            NaN            NaN   14.6949        2.28922                 NaN   8.98989        42.9593        1.09804        29.9687     
  1139.69        2500.00                 NaN            NaN            NaN            NaN            NaN   14.6646        2.32024                 NaN   8.99421        42.9546        1.09731        29.9690     
  1138.21        2500.00                 NaN            NaN            NaN            NaN            NaN   14.6244        2.36007                 NaN   8.99767        42.9511        1.09748        29.9693     
  1136.72        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5902        2.39446                 NaN   9.00152        42.9471        1.09711        29.9696     
  1135.23        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5580        2.42686                 NaN   9.00541        42.9431        1.09672        29.9699     
  1133.75        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5276        2.45751                 NaN   9.00933        42.9390        1.09631        29.9702     
  1132.26        2500.00                 NaN            NaN            NaN            NaN            NaN   14.4993        2.48615                 NaN   9.01329        42.9348        1.09587        29.9705     
  1130.78        2500.00                 NaN            NaN            NaN            NaN            NaN   14.4732        2.51272                 NaN   9.01730        42.9306        1.09541        29.9708     
  1129.29        2500.00                 NaN            NaN            NaN            NaN            NaN   14.4491        2.53720                 NaN   9.02137        42.9263        1.09492        29.9711     
  1127.80        2500.00                 NaN            NaN            NaN            NaN            NaN   14.4245        2.56289                 NaN   9.02594        42.9210        1.09423        29.9715     
  1126.32        2500.00                 NaN            NaN            NaN            NaN            NaN   2.58742        14.4010                 NaN   9.03050        42.9157        1.09356        29.9719     
  1124.83        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3942        2.59539                 NaN   9.03524        42.9103        1.09274        29.9721     
  1123.35        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3722        2.61787                 NaN   9.03931        42.9059        1.09223        29.9725     
  1121.86        2500.00                 NaN            NaN            NaN            NaN            NaN   2.64420        14.3508                 NaN   9.05017        42.8887        1.09077        29.9754     
  1120.37        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3518        2.64022                 NaN   9.04861        42.8953        1.09081        29.9732     
  1118.89        2500.00                 NaN            NaN            NaN            NaN            NaN   2.69795        14.2920                 NaN   9.04990        42.8954        1.09139        29.9733     
  1117.40        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3481        2.64726                 NaN   9.05832        42.8839        1.08881        29.9736     
  1115.92        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3001        2.69445                 NaN   9.06125        42.8812        1.08890        29.9741     
  1114.43        2500.00                 NaN            NaN            NaN            NaN            NaN   2.83501        14.1597                 NaN   9.06637        42.8730        1.08942        29.9765     
  1112.94        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2485        2.74709                 NaN   9.06893        42.8725        1.08802        29.9749     
  1111.46        2500.00                 NaN            NaN            NaN            NaN            NaN   2.87668        14.1196                 NaN   9.07429        42.8645        1.08812        29.9767     
  1109.97        2500.00                 NaN            NaN            NaN            NaN            NaN   2.82910        14.1662                 NaN   9.07521        42.8656        1.08781        29.9761     
  1108.48        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1283        2.86593                 NaN   9.07840        42.8629        1.08797        29.9765     
  1107.00        2500.00                 NaN            NaN            NaN            NaN            NaN   14.0929        2.90063                 NaN   9.08166        42.8600        1.08804        29.9768     
  1105.51        2500.00                 NaN            NaN            NaN            NaN            NaN   14.0627        2.92900                 NaN   9.08508        42.8578        1.08839        29.9770     
  1104.03        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1989        2.80435                 NaN   9.09647        42.8396        1.08324        29.9774     
  1102.54        2500.00                 NaN            NaN            NaN            NaN            NaN   14.0800        2.91806                 NaN   9.09475        42.8437        1.08537        29.9782     
  1101.05        2500.00                 NaN            NaN            NaN            NaN            NaN   2.98803        14.0055                 NaN   9.10237        42.8355        1.08754        29.9810     
  1099.57        2500.00                 NaN            NaN            NaN            NaN            NaN   3.02173        13.9704                 NaN   9.10525        42.8338        1.08775        29.9810     
  1098.08        2500.00                 NaN            NaN            NaN            NaN            NaN   3.08133        13.9205                 NaN   9.10950        42.8216        1.08331        29.9838     
  1096.60        2500.00                 NaN            NaN            NaN            NaN            NaN   3.08555        13.9042                 NaN   9.11112        42.8300        1.08801        29.9811     
  1095.11        2500.00                 NaN            NaN            NaN            NaN            NaN   14.0444        2.96176                 NaN   9.11824        42.8147        1.08083        29.9801     
  1093.62        2500.00                 NaN            NaN            NaN            NaN            NaN   2.92516        14.0845                 NaN   9.12531        42.8054        1.07901        29.9807     
  1092.14        2500.00                 NaN            NaN            NaN            NaN            NaN   2.94140        14.0691                 NaN   9.12931        42.8006        1.07842        29.9811     
  1090.65        2500.00                 NaN            NaN            NaN            NaN            NaN   13.9697        3.03774                 NaN   9.12906        42.8019        1.07975        29.9818     
  1089.17        2500.00                 NaN            NaN            NaN            NaN            NaN   3.06157        13.9464                 NaN   9.13271        42.7976        1.07938        29.9824     
  1087.68        2500.00                 NaN            NaN            NaN            NaN            NaN   13.9256        3.08139                 NaN   9.13766        42.7927        1.07941        29.9832     
  1086.19        2500.00                 NaN            NaN            NaN            NaN            NaN   13.9555        3.05475                 NaN   9.14343        42.7853        1.07768        29.9833     
  1084.71        2500.00                 NaN            NaN            NaN            NaN            NaN   13.9277        3.08386                 NaN   9.14700        42.7797        1.07730        29.9845     
  1083.22        2500.00                 NaN            NaN            NaN            NaN            NaN   3.25175        13.7545                 NaN   9.14611        42.7842        1.07923        29.9843     
  1081.73        2500.00                 NaN            NaN            NaN            NaN            NaN   3.20327        13.8035                 NaN   9.14941        42.7798        1.07895        29.9851     
  1080.25        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8233        3.18803                 NaN   9.15152        42.7729        1.07719        29.9871     
  1078.76        2500.00                 NaN            NaN            NaN            NaN            NaN   13.7742        3.23215                 NaN   9.15726        42.7721        1.07857        29.9857     
  1077.28        2500.00                 NaN            NaN            NaN            NaN            NaN   13.7871        3.22458                 NaN   9.16193        42.7626        1.07646        29.9874     
  1075.79        2500.00                 NaN            NaN            NaN            NaN            NaN   3.41476        13.5730                 NaN   9.15591        42.7887        1.08453        29.9831     
  1074.30        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42349        13.5653                 NaN   9.15951        42.7841        1.08397        29.9836     
  1072.82        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42586        13.5642                 NaN   9.16338        42.7788        1.08336        29.9844     
  1071.33        2500.00                 NaN            NaN            NaN            NaN            NaN   3.43334        13.5578                 NaN   9.16721        42.7738        1.08276        29.9850     
  1069.85        2500.00                 NaN            NaN            NaN            NaN            NaN   3.38776        13.6074                 NaN   9.17326        42.7625        1.08164        29.9875     
  1068.36        2500.00                 NaN            NaN            NaN            NaN            NaN   3.40016        13.5960                 NaN   9.17719        42.7575        1.08105        29.9881     
  1066.87        2500.00                 NaN            NaN            NaN            NaN            NaN   3.41273        13.5845                 NaN   9.18113        42.7525        1.08045        29.9887     
  1065.39        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42550        13.5729                 NaN   9.18509        42.7474        1.07985        29.9893     
  1063.90        2500.00                 NaN            NaN            NaN            NaN            NaN   3.43849        13.5610                 NaN   9.18906        42.7423        1.07923        29.9899     
  1062.42        2500.00                 NaN            NaN            NaN            NaN            NaN   3.45174        13.5490                 NaN   9.19305        42.7371        1.07860        29.9905     
  1060.93        2500.00                 NaN            NaN            NaN            NaN            NaN   3.46526        13.5367                 NaN   9.19706        42.7319        1.07795        29.9911     
  1059.44        2500.00                 NaN            NaN            NaN            NaN            NaN   3.47904        13.5242                 NaN   9.20108        42.7266        1.07730        29.9917     
  1057.96        2500.00                 NaN            NaN            NaN            NaN            NaN   13.6319        3.39489                 NaN   9.21403        42.6964        1.06816        29.9946     
  1056.47        2500.00                 NaN            NaN            NaN            NaN            NaN   13.6237        3.40445                 NaN   9.21812        42.6910        1.06745        29.9952     
  1054.99        2500.00                 NaN            NaN            NaN            NaN            NaN   13.6135        3.41512                 NaN   9.21511        42.6942        1.06680        29.9953     
  1053.50        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42240        13.6090                 NaN   9.22673        42.6794        1.06599        29.9966     
  1052.01        2500.00                 NaN            NaN            NaN            NaN            NaN   3.45419        13.5691                 NaN   9.21694        42.6927        1.06952        29.9975     
  1050.53        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8056        3.24086                 NaN   9.24894        42.6501        1.05790        29.9966     
  1049.04        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2835        3.73425                 NaN   9.25700        42.6576        1.06770        30.0000     
  1047.55        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2786        3.73971                 NaN   9.25919        42.6544        1.06748        30.0006     
  1046.07        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2773        3.74157                 NaN   9.26204        42.6509        1.06717        30.0010     
  1044.58        2500.00                 NaN            NaN            NaN            NaN            NaN   3.34453        13.7063                 NaN   9.26208        42.6309        1.05622        30.0000     
  1043.10        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2722        3.74817                 NaN   9.26530        42.6453        1.06677        30.0023     
  1041.61        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2789        3.74274                 NaN   9.26741        42.6418        1.06631        30.0029     
  1040.12        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2797        3.74301                 NaN   9.26929        42.6386        1.06597        30.0035     
  1038.64        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2821        3.74166                 NaN   9.27127        42.6354        1.06562        30.0040     
  1037.15        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2846        3.74015                 NaN   9.27325        42.6321        1.06527        30.0046     
  1035.67        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2860        3.74070                 NaN   9.27600        42.6273        1.06468        30.0053     
  1034.18        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2899        3.73700                 NaN   9.27719        42.6256        1.06455        30.0058     
  1032.69        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2926        3.73537                 NaN   9.27917        42.6223        1.06418        30.0064     
  1031.21        2500.00                 NaN            NaN            NaN            NaN            NaN   3.41683        13.6513                 NaN   9.30063        42.5763        1.04831        30.0066     
  1029.72        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2965        3.73346                 NaN   9.28302        42.6160        1.06354        30.0075     
  1028.24        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2991        3.73199                 NaN   9.28497        42.6127        1.06318        30.0081     
  1026.75        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3061        3.72649                 NaN   9.28722        42.6089        1.06264        30.0087     
  1025.26        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3088        3.72496                 NaN   9.28923        42.6054        1.06224        30.0093     
  1023.78        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3109        3.72406                 NaN   9.29121        42.6020        1.06186        30.0100     
  1022.29        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3144        3.72182                 NaN   9.29326        42.5985        1.06145        30.0106     
  1020.81        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3174        3.72004                 NaN   9.29530        42.5950        1.06104        30.0112     
  1019.32        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3207        3.71801                 NaN   9.29738        42.5915        1.06062        30.0118     
  1017.83        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3835        3.65044                 NaN   9.30108        42.5957        1.05941        30.0099     
  1016.35        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3795        3.65514                 NaN   9.30272        42.5936        1.05901        30.0100     
  1014.86        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3757        3.65974                 NaN   9.30439        42.5914        1.05860        30.0102     
  1013.37        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3719        3.66424                 NaN   9.30608        42.5892        1.05818        30.0103     
  1011.89        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3681        3.66883                 NaN   9.30776        42.5871        1.05776        30.0105     
  1010.40        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3645        3.67322                 NaN   9.30949        42.5848        1.05732        30.0106     
  1008.92        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3609        3.67760                 NaN   9.31123        42.5826        1.05687        30.0108     
  1007.43        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3575        3.68190                 NaN   9.31301        42.5803        1.05641        30.0109     
  1005.94        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3542        3.68607                 NaN   9.31484        42.5779        1.05592        30.0111     
  1004.46        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3510        3.69021                 NaN   9.31670        42.5754        1.05542        30.0113     
  1002.97        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3479        3.69429                 NaN   9.31860        42.5729        1.05490        30.0114     
  1001.49        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3445        3.69855                 NaN   9.32045        42.5704        1.05441        30.0116     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3575        3.70016                 NaN   9.32646        42.5410        1.05435        30.0205     
