|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/TAY13/TAY13_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1511.41        500.000                 NaN            NaN   99.5379       0.449205       0.129301E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1510.02        500.000                 NaN            NaN   99.5419       0.445447       0.126603E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1508.63        500.000                 NaN            NaN   99.5436       0.445152       0.112041E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1507.24        500.000                 NaN            NaN   99.5477       0.440080       0.122282E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1505.85        500.000                 NaN            NaN   99.5486       0.442226       0.921390E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1504.46        500.000                 NaN            NaN   99.4525       0.535401       0.120781E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1503.07        500.000                 NaN            NaN   99.6596       0.333969       0.645899E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1501.68        500.000                 NaN            NaN   99.5520       0.422192       0.257894E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1500.29        500.000                 NaN            NaN   99.5693       0.430158       0.555146E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1498.90        500.000                 NaN            NaN   99.5500       0.416323       0.336473E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1497.51        500.000                 NaN            NaN   99.6351       0.364865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.12        500.000                 NaN            NaN   99.5174       0.482608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.73        500.000                 NaN            NaN   99.5726       0.412651       0.147609E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1493.34        500.000                 NaN            NaN   99.5542       0.445796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.95        500.000                 NaN            NaN   99.6009       0.373214       0.258634E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1490.56        500.000                 NaN            NaN   99.5815       0.408660       0.979043E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1489.17        500.000                 NaN            NaN   99.5809       0.417920       0.121418E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1487.78        500.000                 NaN            NaN   99.5845       0.415427       0.408227E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1486.39        500.000                 NaN            NaN   99.5886       0.411392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.01        500.000                 NaN            NaN   99.5895       0.410477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.62        500.000                 NaN            NaN   99.5928       0.405160       0.208486E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1482.23        500.000                 NaN            NaN   99.5937       0.405225       0.103447E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1480.84        500.000                 NaN            NaN   99.5957       0.404326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.45        500.000                 NaN            NaN   99.9794       0.205881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.06        500.000                 NaN            NaN   99.2215       0.777323       0.122403E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1476.67        500.000                 NaN            NaN   99.5588       0.440312       0.870912E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1475.28        500.000                 NaN            NaN   99.6496       0.346040       0.437506E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1473.89        500.000                 NaN            NaN   99.6068       0.393226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.50        500.000                 NaN            NaN   99.6093       0.390716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.11        500.000                 NaN            NaN   99.6121       0.387939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.72        500.000                 NaN            NaN   99.6124       0.387607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.33        500.000                 NaN            NaN   99.6906       0.309401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.94        500.000                 NaN            NaN   99.5440       0.455976       0.128096E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1465.55        500.000                 NaN            NaN   99.6193       0.380734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.16        500.000                 NaN            NaN   99.6210       0.378975       0.173898E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1462.77        500.000                 NaN            NaN   99.6230       0.377038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.38        500.000                 NaN            NaN   99.6250       0.375014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.99        500.000                 NaN            NaN   99.5542       0.445846       0.167792E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1458.60        500.000                 NaN            NaN   99.7013       0.298665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.21        500.000                 NaN            NaN   99.6301       0.369875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.82        500.000                 NaN            NaN   99.6321       0.367865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.43        500.000                 NaN            NaN   99.6329       0.367105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.04        500.000                 NaN            NaN   99.6392       0.360751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.65        500.000                 NaN            NaN   99.6327       0.367251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.26        500.000                 NaN            NaN   99.6395       0.360471       0.101225E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1448.87        500.000                 NaN            NaN   99.5442       0.455772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.48        500.000                 NaN            NaN   99.7359       0.264137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.09        500.000                 NaN            NaN   99.6430       0.357038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.70        500.000                 NaN            NaN   99.6442       0.355784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.31        500.000                 NaN            NaN   99.6465       0.353475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.92        500.000                 NaN            NaN   99.6736       0.326397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.53        500.000                 NaN            NaN   99.6199       0.380131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1439.14        500.000                 NaN            NaN   99.5330       0.311254                 NaN  0.155749                 NaN            NaN            NaN            NaN            NaN
  1437.76        500.000                 NaN            NaN   99.3091       0.234965                 NaN  0.455915                 NaN            NaN            NaN            NaN            NaN
  1436.37        500.000                 NaN            NaN   99.3144       0.232981                 NaN  0.452598                 NaN            NaN            NaN            NaN            NaN
  1434.98        500.000                 NaN            NaN   99.3212       0.229821                 NaN  0.448955                 NaN            NaN            NaN            NaN            NaN
  1433.59        500.000                 NaN            NaN   99.3261       0.228083                 NaN  0.445863                 NaN            NaN            NaN            NaN            NaN
  1432.20        500.000                 NaN            NaN   99.0372       0.326253                 NaN  0.636520                 NaN            NaN            NaN            NaN            NaN
  1430.81        500.000                 NaN            NaN   99.6329       0.124306                 NaN  0.242817                 NaN            NaN            NaN            NaN            NaN
  1429.42        500.000                 NaN            NaN   99.3419       0.222102                 NaN  0.435987                 NaN            NaN            NaN            NaN            NaN
  1428.03        500.000                 NaN            NaN   99.3471       0.220181                 NaN  0.432697                 NaN            NaN            NaN            NaN            NaN
  1426.64        500.000                 NaN            NaN   99.3521       0.217997                 NaN  0.429883                 NaN            NaN            NaN            NaN            NaN
  1425.25        500.000                 NaN            NaN   99.3578       0.215684                 NaN  0.426485                 NaN            NaN            NaN            NaN            NaN
  1423.86        500.000                 NaN            NaN   99.3515       0.152891                 NaN  0.836155E-001  0.412025                 NaN            NaN            NaN            NaN
  1422.47        500.000                 NaN            NaN   99.3534       0.600268E-001            NaN  0.397470       0.189139                 NaN            NaN            NaN            NaN
  1421.08        500.000                 NaN            NaN   99.3536       0.512126E-001            NaN  0.392327       0.202863                 NaN            NaN            NaN            NaN
  1419.69        500.000                 NaN            NaN   99.3587       0.515248E-001            NaN  0.200406       0.389338                 NaN            NaN            NaN            NaN
  1418.30        500.000                 NaN            NaN   99.3636       0.478843E-001            NaN  0.202402       0.386090                 NaN            NaN            NaN            NaN
  1416.91        500.000                 NaN            NaN   99.3685       0.480080E-001            NaN  0.200109       0.383382                 NaN            NaN            NaN            NaN
  1415.52        500.000                 NaN            NaN   99.3733       0.476196E-001            NaN  0.380693       0.198424                 NaN            NaN            NaN            NaN
  1414.13        500.000                 NaN            NaN   99.5014       0.401088E-001            NaN  0.154855       0.303675                 NaN            NaN            NaN            NaN
  1412.74        500.000                 NaN            NaN   99.2582       0.579717E-001            NaN  0.232891       0.450958                 NaN            NaN            NaN            NaN
  1411.35        500.000                 NaN            NaN   98.6074       0.632027E-001            NaN  0.839809       0.489636                 NaN            NaN            NaN            NaN
  1409.96        500.000                 NaN            NaN   99.9998       0.183697E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1408.57        500.000                 NaN            NaN   99.5759       0.300789E-001            NaN  0.257774       0.136271                 NaN            NaN            NaN            NaN
  1407.18        500.000                 NaN            NaN   99.4002       0.465900E-001            NaN  0.365421       0.187802                 NaN            NaN            NaN            NaN
  1405.79        500.000                 NaN            NaN   99.4046       0.438498E-001            NaN  0.188978       0.362550                 NaN            NaN            NaN            NaN
  1404.40        500.000                 NaN            NaN   99.2695       0.233271E-001            NaN  0.268853       0.367300       0.710542E-001            NaN            NaN            NaN
  1403.01        500.000                 NaN            NaN   98.4953                 NaN            NaN  0.409459       0.623935       0.471305                 NaN            NaN            NaN
  1401.62        500.000                 NaN            NaN   98.5214                 NaN            NaN  0.613327       0.402154       0.463118                 NaN            NaN            NaN
  1400.23        500.000                 NaN            NaN   98.5472                 NaN            NaN  0.395135       0.602719       0.454994                 NaN            NaN            NaN
  1398.84        500.000                 NaN            NaN   98.5690                 NaN            NaN  0.593901       0.389024       0.448070                 NaN            NaN            NaN
  1397.45        500.000                 NaN            NaN   98.5922                 NaN            NaN  0.584498       0.382591       0.440751                 NaN            NaN            NaN
  1396.06        500.000                 NaN            NaN   98.6150                 NaN            NaN  0.375972       0.575286       0.433708                 NaN            NaN            NaN
  1394.67        500.000                 NaN            NaN   98.6361                 NaN            NaN  0.369840       0.566834       0.427182                 NaN            NaN            NaN
  1393.28        500.000                 NaN            NaN   98.6577                 NaN            NaN  0.363969       0.558060       0.420222                 NaN            NaN            NaN
  1391.90        500.000                 NaN            NaN   98.6782                 NaN            NaN  0.358099       0.549934       0.413808                 NaN            NaN            NaN
  1390.51        500.000                 NaN            NaN   98.6983                 NaN            NaN  0.541849       0.352515       0.407296                 NaN            NaN            NaN
  1389.12        500.000                 NaN            NaN   98.7181                 NaN            NaN  0.533783       0.346907       0.401245                 NaN            NaN            NaN
  1387.73        500.000                 NaN            NaN   98.7367                 NaN  0.112111E-005  0.341340       0.526354       0.395590                 NaN            NaN            NaN
  1386.34        500.000                 NaN            NaN   98.7558                 NaN  0.247007E-004  0.336228       0.518686       0.389237                 NaN            NaN            NaN
  1384.95        500.000                 NaN            NaN   98.7798                 NaN  0.911790E-001  0.352936       0.377994       0.398131                 NaN            NaN            NaN
  1383.56        500.000                 NaN            NaN   98.7994                 NaN  0.106429       0.351725       0.347856       0.394591                 NaN            NaN            NaN
  1382.17        500.000                 NaN            NaN   98.8172                 NaN  0.106897       0.346951       0.339849       0.389148                 NaN            NaN            NaN
  1380.78        500.000                 NaN            NaN   98.8345                 NaN  0.107544       0.342582       0.331537       0.383829                 NaN            NaN            NaN
  1379.39        500.000                 NaN            NaN   98.8517                 NaN  0.108227       0.323410       0.338204       0.378430                 NaN            NaN            NaN
  1378.00        500.000                 NaN            NaN   98.8667                 NaN  0.108997       0.334091       0.316248       0.373982                 NaN            NaN            NaN
  1376.61        500.000                 NaN            NaN   98.8814                 NaN  0.110828       0.307092       0.331246       0.369450                 NaN            NaN            NaN
  1375.22        500.000                 NaN            NaN   98.9039                 NaN  0.108227       0.301876       0.324195       0.361757                 NaN            NaN            NaN
  1373.83        500.000                 NaN            NaN   98.9151                 NaN  0.110754       0.293175       0.322178       0.358799                 NaN            NaN            NaN
  1372.44        500.000                 NaN            NaN   98.9320                 NaN  0.110858       0.317804       0.285894       0.353464                 NaN            NaN            NaN
  1371.05        500.000                 NaN            NaN   98.9462                 NaN  0.111658       0.278911       0.314105       0.349140                 NaN            NaN            NaN
  1369.66        500.000                 NaN            NaN   98.9606                 NaN  0.110322       0.309723       0.275019       0.344361                 NaN            NaN            NaN
  1368.27        500.000                 NaN            NaN   98.9714                 NaN  0.116855       0.309163       0.260173       0.342431                 NaN            NaN            NaN
  1366.88        500.000                 NaN            NaN   98.9936                 NaN  0.110418       0.261629       0.300789       0.333562                 NaN            NaN            NaN
  1365.49        500.000                 NaN            NaN   99.0026                 NaN  0.113799       0.300020       0.251983       0.331604                 NaN            NaN            NaN
  1364.10        500.000                 NaN            NaN   99.0175                 NaN  0.114119       0.245446       0.295986       0.326995                 NaN            NaN            NaN
  1362.71        500.000                 NaN            NaN   99.0300                 NaN  0.114320       0.239873       0.292888       0.322897                 NaN            NaN            NaN
  1361.32        500.000                 NaN            NaN   99.0424                 NaN  0.115022       0.233850       0.289555       0.319159                 NaN            NaN            NaN
  1359.93        500.000                 NaN            NaN   99.0562                 NaN  0.115630       0.286316       0.227043       0.314788                 NaN            NaN            NaN
  1358.54        500.000                 NaN            NaN   99.0645                 NaN  0.116387       0.222381       0.284415       0.312304                 NaN            NaN            NaN
  1357.15        500.000                 NaN            NaN   99.0827                 NaN  0.116041       0.279646       0.215294       0.306311                 NaN            NaN            NaN
  1355.76        500.000                 NaN            NaN   99.0902                 NaN  0.117345       0.278079       0.210133       0.304280                 NaN            NaN            NaN
  1354.37        500.000                 NaN            NaN   99.1053                 NaN  0.116126       0.205964       0.273621       0.298997                 NaN            NaN            NaN
  1352.98        500.000                 NaN            NaN   99.1126                 NaN  0.117944       0.272655       0.199770       0.297057                 NaN            NaN            NaN
  1351.59        500.000                 NaN            NaN   99.1271                 NaN  0.116985       0.268189       0.195475       0.292248                 NaN            NaN            NaN
  1350.20        500.000                 NaN            NaN   99.1375                 NaN  0.117985       0.265812       0.189561       0.289138                 NaN            NaN            NaN
  1348.81        500.000                 NaN            NaN   99.1479                 NaN  0.118219       0.184658       0.263379       0.285854                 NaN            NaN            NaN
  1347.42        500.000                 NaN            NaN   99.1586                 NaN  0.118405       0.179895       0.260680       0.282462                 NaN            NaN            NaN
  1346.04        500.000                 NaN            NaN   99.1679                 NaN  0.118798       0.258532       0.175319       0.279434                 NaN            NaN            NaN
  1344.65        500.000                 NaN            NaN   99.1794                 NaN  0.118587       0.255611       0.170693       0.275755                 NaN            NaN            NaN
  1343.26        500.000                 NaN            NaN   99.1892                 NaN  0.118966       0.252993       0.166236       0.272616                 NaN            NaN            NaN
  1341.87        500.000                 NaN            NaN   99.1991                 NaN  0.119314       0.161362       0.250751       0.269522                 NaN            NaN            NaN
  1340.48        500.000                 NaN            NaN   99.2076                 NaN  0.120669       0.155647       0.248869       0.267170                 NaN            NaN            NaN
  1339.09        500.000                 NaN            NaN   99.2200                 NaN  0.118536       0.245278       0.153838       0.262348                 NaN            NaN            NaN
  1337.70        500.000                 NaN            NaN   99.2279                 NaN  0.119259       0.243171       0.149494       0.260150                 NaN            NaN            NaN
  1336.31        500.000                 NaN            NaN   99.2367                 NaN  0.119535       0.241122       0.145280       0.257364                 NaN            NaN            NaN
  1334.92        500.000                 NaN            NaN   99.2457                 NaN  0.119837       0.238806       0.141093       0.254557                 NaN            NaN            NaN
  1333.53        500.000                 NaN            NaN   99.2538                 NaN  0.119354       0.138258       0.236824       0.251756                 NaN            NaN            NaN
  1332.14        500.000                 NaN            NaN   99.2637                 NaN  0.118822       0.134975       0.234077       0.248401                 NaN            NaN            NaN
  1330.75        500.000                 NaN            NaN   99.2711                 NaN  0.119269       0.232393       0.131176       0.246089                 NaN            NaN            NaN
  1329.36        500.000                 NaN            NaN   99.2805                 NaN  0.119088       0.229914       0.127494       0.243049                 NaN            NaN            NaN
  1327.97        500.000                 NaN            NaN   99.2884                 NaN  0.118936       0.227903       0.124307       0.240461                 NaN            NaN            NaN
  1326.58        500.000                 NaN            NaN   99.2966                 NaN  0.118723       0.121363       0.225570       0.237714                 NaN            NaN            NaN
  1325.19        500.000                 NaN            NaN   99.3045                 NaN  0.118567       0.223718       0.118077       0.235100                 NaN            NaN            NaN
  1323.80        500.000                 NaN            NaN   99.3120                 NaN  0.118748       0.221846       0.114641       0.232762                 NaN            NaN            NaN
  1322.41        500.000                 NaN            NaN   99.3209                 NaN  0.117586       0.219169       0.112715       0.229581                 NaN            NaN            NaN
  1321.02        500.000                 NaN            NaN   99.3275                 NaN  0.117631       0.217631       0.109792       0.227425                 NaN            NaN            NaN
  1319.63        500.000                 NaN            NaN   99.3352                 NaN  0.117191       0.107264       0.215487       0.224893                 NaN            NaN            NaN
  1318.24        500.000                 NaN            NaN   99.3423                 NaN  0.116950       0.213687       0.104537       0.222500                 NaN            NaN            NaN
  1316.85        500.000                 NaN            NaN   99.3500                 NaN  0.116353       0.211602       0.102179       0.219859                 NaN            NaN            NaN
  1315.46        500.000                 NaN            NaN   99.3570                 NaN  0.115983       0.997563E-001  0.209725       0.217562                 NaN            NaN            NaN
  1314.07        500.000                 NaN            NaN   99.3641                 NaN  0.115404       0.207713       0.976276E-001  0.215114                 NaN            NaN            NaN
  1312.68        500.000                 NaN            NaN   99.3709                 NaN  0.115108       0.951187E-001  0.206009       0.212887                 NaN            NaN            NaN
  1311.29        500.000                 NaN            NaN   99.3779                 NaN  0.114156       0.203862       0.936911E-001  0.210408                 NaN            NaN            NaN
  1309.90        500.000                 NaN            NaN   99.3844                 NaN  0.113591       0.201932       0.918871E-001  0.208193                 NaN            NaN            NaN
  1308.51        500.000                 NaN            NaN   99.3906                 NaN  0.113018       0.200179       0.901188E-001  0.206083                 NaN            NaN            NaN
  1307.12        500.000                 NaN            NaN   99.3973                 NaN  0.112023       0.888003E-001  0.198208       0.203680                 NaN            NaN            NaN
  1305.73        500.000                 NaN            NaN   99.4035                 NaN  0.111468       0.870462E-001  0.196392       0.201574                 NaN            NaN            NaN
  1304.34        500.000                 NaN            NaN   99.4098                 NaN  0.110725       0.854862E-001  0.194640       0.199385                 NaN            NaN            NaN
  1302.95        500.000                 NaN            NaN   99.4160                 NaN  0.109887       0.841291E-001  0.192747       0.197208                 NaN            NaN            NaN
  1301.56        500.000                 NaN            NaN   99.4219                 NaN  0.109015       0.829416E-001  0.191004       0.195145                 NaN            NaN            NaN
  1300.18        500.000                 NaN            NaN   99.4277                 NaN  0.108068       0.189202       0.819905E-001  0.193060                 NaN            NaN            NaN
  1298.79        500.000                 NaN            NaN   99.4336                 NaN  0.107363       0.187339       0.805957E-001  0.191059                 NaN            NaN            NaN
  1297.40        500.000                 NaN            NaN   99.4397                 NaN  0.106246       0.185471       0.797362E-001  0.188857                 NaN            NaN            NaN
  1296.01        500.000                 NaN            NaN   99.4452                 NaN  0.105474       0.183859       0.785300E-001  0.186951                 NaN            NaN            NaN
  1294.62        500.000                 NaN            NaN   99.4489                 NaN  0.103792       0.792716E-001  0.182308       0.185687                 NaN            NaN            NaN
  1293.23        500.000                 NaN            NaN   99.4587                 NaN  0.104829       0.741035E-001  0.179915       0.182403                 NaN            NaN            NaN
  1291.84        500.000                 NaN            NaN   99.4620                 NaN  0.100967       0.177812       0.785450E-001  0.180684                 NaN            NaN            NaN
  1290.45        500.000                 NaN            NaN   99.4666                 NaN  0.101155       0.176976       0.761129E-001  0.179122                 NaN            NaN            NaN
  1289.06        500.000                 NaN            NaN   99.4726                 NaN  0.100237       0.175010       0.750453E-001  0.177155                 NaN            NaN            NaN
  1287.67        500.000                 NaN            NaN   99.4772                 NaN  0.987634E-001  0.173325       0.753267E-001  0.175373                 NaN            NaN            NaN
  1286.28        500.000                 NaN            NaN   99.4823                 NaN  0.974213E-001  0.171360       0.754260E-001  0.173533                 NaN            NaN            NaN
  1284.89        500.000                 NaN            NaN   99.4871                 NaN  0.961286E-001  0.169539       0.754211E-001  0.171769                 NaN            NaN            NaN
  1283.50        500.000                 NaN            NaN   99.4923                 NaN  0.950183E-001  0.167972       0.748321E-001  0.169898                 NaN            NaN            NaN
  1282.11        500.000                 NaN            NaN   99.4966                 NaN  0.942828E-001  0.165415       0.750674E-001  0.168633                 NaN            NaN            NaN
  1280.72        500.000                 NaN            NaN   99.5018                 NaN  0.917489E-001  0.165196       0.752218E-001  0.165999                 NaN            NaN            NaN
  1279.33        500.000                 NaN            NaN   99.5058                 NaN  0.910093E-001  0.162628       0.756515E-001  0.164921                 NaN            NaN            NaN
  1277.94        500.000                 NaN            NaN   99.5097                 NaN  0.898763E-001  0.756608E-001  0.161221       0.163520                 NaN            NaN            NaN
  1276.55        500.000                 NaN            NaN   93.8459                 NaN  0.180369       0.911564       0.561166       0.781884        3.71911                 NaN            NaN
  1275.16        500.000                 NaN            NaN   91.2854                 NaN  0.210668        1.31152       0.735383        1.06265        5.39434                 NaN            NaN
  1273.77        500.000                 NaN            NaN   91.8176                 NaN  0.196636       0.693540        1.24317        1.00491        5.04419                 NaN            NaN
  1272.38        500.000                 NaN            NaN   92.2080                 NaN  0.184466       0.657828        1.20230       0.963978        4.78341                 NaN            NaN
  1270.99        500.000                 NaN            NaN   92.8050                 NaN  0.172645       0.619733        1.10908       0.895209        4.39830                 NaN            NaN
  1269.60        500.000                 NaN            NaN   93.1244                 NaN  0.162913       0.588315        1.07536       0.861608        4.18740                 NaN            NaN
  1268.21        500.000                 NaN            NaN   93.4830                 NaN  0.154368       0.558796        1.02853       0.822013        3.95328                 NaN            NaN
  1266.82        500.000                 NaN            NaN   93.8150                 NaN  0.144654       0.531169       0.988044       0.784793        3.73636                 NaN            NaN
  1265.43        500.000       0.135137                 NaN   93.1500                 NaN            NaN  0.634452        1.12076       0.868355        4.09132                 NaN            NaN
  1264.04        500.000       0.302948                 NaN   92.4642                 NaN            NaN  0.928733       0.850152       0.972589        4.48133                 NaN            NaN
  1262.65        500.000       0.277929                 NaN   93.1257                 NaN            NaN  0.778979       0.842546       0.891582        4.08331                 NaN            NaN
  1261.26        500.000       0.257088                 NaN   93.6803                 NaN            NaN  0.769450       0.719158       0.823279        3.75071                 NaN            NaN
  1259.87        500.000       0.239537                 NaN   94.1607                 NaN            NaN  0.704592       0.668268       0.763845        3.46304                 NaN            NaN
  1258.48        500.000       0.224892                 NaN   94.5707                 NaN            NaN  0.625238       0.647800       0.712747        3.21863                 NaN            NaN
  1257.09        500.000       0.212057                 NaN   94.9272                 NaN            NaN  0.587615       0.598523       0.668257        3.00637                 NaN            NaN
  1255.70        500.000       0.201079                 NaN   95.2452                 NaN            NaN  0.554828       0.553068       0.628260        2.81754                 NaN            NaN
  1254.31        500.000       0.191166                 NaN   95.5221                 NaN            NaN  0.513823       0.525955       0.593122        2.65383                 NaN            NaN
  1252.93        500.000       0.182388                 NaN   95.7711                 NaN            NaN  0.478288       0.500157       0.561537        2.50655                 NaN            NaN
  1251.54        500.000       0.174671                 NaN   95.9965                 NaN            NaN  0.476951       0.445134       0.532571        2.37416                 NaN            NaN
  1250.15        500.000       0.167956                 NaN   96.1994                 NaN            NaN  0.414646       0.456352       0.506421        2.25523                 NaN            NaN
  1248.76        500.000       0.161306                 NaN   96.3846                 NaN            NaN  0.436803       0.387742       0.482388        2.14715                 NaN            NaN
