|6.6.6
Archiving\03_Data\frac/QFM_m2.25/TAY13/TAY13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1558.90        2500.00        98.9614                 NaN            NaN            NaN            NaN  0.143781                 NaN  0.894774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9740                 NaN            NaN            NaN            NaN  0.142708                 NaN  0.883334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9885                 NaN            NaN            NaN            NaN  0.139406                 NaN  0.872107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9989                 NaN            NaN            NaN            NaN  0.137236                 NaN  0.863869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0133                 NaN            NaN            NaN            NaN  0.129957                 NaN  0.856789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9725                 NaN            NaN            NaN            NaN  0.158479                 NaN  0.869054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0910                 NaN            NaN            NaN            NaN  0.105512                 NaN  0.803482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0505                 NaN            NaN            NaN            NaN  0.127125                 NaN  0.822342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0597                 NaN            NaN            NaN            NaN  0.124330                 NaN  0.815998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0724                 NaN            NaN            NaN            NaN  0.121942                 NaN  0.805681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0825                 NaN            NaN            NaN            NaN  0.120293                 NaN  0.797176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0917                 NaN            NaN            NaN            NaN  0.115173                 NaN  0.793099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0990                 NaN            NaN            NaN            NaN  0.118979                 NaN  0.782057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1186                 NaN            NaN            NaN            NaN  0.108579                 NaN  0.772811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1219                 NaN            NaN            NaN            NaN  0.109263                 NaN  0.768852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1314                 NaN            NaN            NaN            NaN  0.106250                 NaN  0.762359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1370                 NaN            NaN            NaN            NaN  0.101583                 NaN  0.761402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1507                 NaN            NaN            NaN            NaN  0.998677E-001            NaN  0.749416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1576                 NaN            NaN            NaN            NaN  0.976271E-001            NaN  0.744792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1667                 NaN            NaN            NaN            NaN  0.958669E-001            NaN  0.737412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1742                 NaN            NaN            NaN            NaN  0.933750E-001            NaN  0.732400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1818                 NaN            NaN            NaN            NaN  0.891667E-001            NaN  0.728989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1894                 NaN            NaN            NaN            NaN  0.874973E-001            NaN  0.723090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1976                 NaN            NaN            NaN            NaN  0.865836E-001            NaN  0.715842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2047                 NaN            NaN            NaN            NaN  0.817252E-001            NaN  0.713598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.2119                 NaN            NaN            NaN            NaN  0.797225E-001            NaN  0.708399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2220                 NaN            NaN            NaN            NaN  0.838100E-001            NaN  0.694154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1325                 NaN            NaN            NaN            NaN  0.166213E-001            NaN  0.304978       0.545852                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0590                 NaN            NaN            NaN            NaN  0.126555E-005            NaN  0.750711E-001  0.865943                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.941136                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.939943                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.936382                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.0641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.935941                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.0658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.934153                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.0658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.934223                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.0632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.936814                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.0604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.939598                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.0594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.940551                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.0536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.946411                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.0486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.951384                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        99.0353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.964726                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        99.0240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.976004                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        99.0083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.991674                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.9898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01022                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.9575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04246                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.7141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.535038       0.750813                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.317051        1.04831                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.310428        1.04228                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.304714        1.03657                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02338       0.303877                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.301430        1.01346                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.300795        1.00373                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.297669        1.00100                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7220                 NaN            NaN            NaN            NaN  0.208184E-005            NaN            NaN  0.983813       0.294160                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.293319       0.979278                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.972513       0.290553                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.286963       0.966561                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.7562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.285906       0.957854                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.0042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.734848       0.890596                 NaN  0.370356                 NaN            NaN            NaN
  1411.03        2500.00        97.0408                 NaN            NaN            NaN            NaN  0.151651                 NaN            NaN   1.05348       0.888490                 NaN  0.865545                 NaN            NaN            NaN
  1408.52        2500.00        97.0235                 NaN            NaN            NaN            NaN  0.551862                 NaN            NaN   1.14821       0.352399                 NaN  0.924017                 NaN            NaN            NaN
  1406.02        2500.00        97.0953                 NaN            NaN            NaN            NaN  0.552034                 NaN            NaN   1.13123       0.319380                 NaN  0.902095                 NaN            NaN            NaN
  1403.51        2500.00        97.1622                 NaN            NaN            NaN            NaN  0.551371                 NaN            NaN  0.281407        1.12453                 NaN  0.880480                 NaN            NaN            NaN
  1401.00        2500.00        97.2364                 NaN            NaN            NaN            NaN  0.547275                 NaN            NaN  0.248861        1.10970                 NaN  0.857748                 NaN            NaN            NaN
  1398.50        2500.00        97.2954                 NaN            NaN            NaN            NaN  0.547296                 NaN            NaN  0.212684        1.10528                 NaN  0.839358                 NaN            NaN            NaN
  1395.99        2500.00        97.3583                 NaN            NaN            NaN            NaN  0.546336                 NaN            NaN   1.09314       0.182192                 NaN  0.820083                 NaN            NaN            NaN
  1393.48        2500.00        97.4200                 NaN            NaN            NaN            NaN  0.544465                 NaN            NaN   1.08055       0.154193                 NaN  0.800813                 NaN            NaN            NaN
  1390.98        2500.00        97.4761                 NaN            NaN            NaN            NaN  0.543228                 NaN            NaN   1.07253       0.124900                 NaN  0.783269                 NaN            NaN            NaN
  1388.47        2500.00        97.5315                 NaN            NaN            NaN            NaN  0.541396                 NaN            NaN  0.968047E-001   1.06450                 NaN  0.765835                 NaN            NaN            NaN
  1385.96        2500.00        97.5856                 NaN            NaN            NaN            NaN  0.539624                 NaN            NaN   1.05626       0.695952E-001            NaN  0.748878                 NaN            NaN            NaN
  1383.46        2500.00        97.6352                 NaN            NaN            NaN            NaN  0.537374                 NaN            NaN   1.04775       0.469255E-001            NaN  0.732786                 NaN            NaN            NaN
  1380.95        2500.00        97.6861                 NaN            NaN            NaN            NaN  0.535176                 NaN            NaN   1.03873       0.230663E-001            NaN  0.716970                 NaN            NaN            NaN
  1378.45        2500.00        97.7355                 NaN            NaN            NaN            NaN  0.530443                 NaN            NaN  0.258070E-002   1.03081                 NaN  0.700633                 NaN            NaN            NaN
  1375.94        2500.00        97.7579                 NaN            NaN            NaN            NaN  0.474305                 NaN            NaN  0.171344       0.907185                 NaN  0.689279                 NaN            NaN            NaN
  1373.43        2500.00        97.8347                 NaN            NaN            NaN            NaN  0.514443                 NaN            NaN  0.983880                 NaN            NaN  0.667002                 NaN            NaN            NaN
  1370.93        2500.00        97.8640                 NaN            NaN            NaN            NaN  0.509201                 NaN            NaN  0.969067                 NaN            NaN  0.657706                 NaN            NaN            NaN
  1368.42        2500.00        97.9070                 NaN            NaN            NaN            NaN  0.503527                 NaN            NaN  0.945717                 NaN            NaN  0.643722                 NaN            NaN            NaN
  1365.91        2500.00        97.9476                 NaN            NaN            NaN            NaN  0.505280                 NaN            NaN  0.915927                 NaN            NaN  0.631238                 NaN            NaN            NaN
  1363.41        2500.00        97.9833                 NaN            NaN            NaN            NaN  0.481171                 NaN            NaN  0.918970                 NaN            NaN  0.616590                 NaN            NaN            NaN
  1360.90        2500.00        98.0199                 NaN            NaN            NaN            NaN  0.474946                 NaN            NaN  0.900760                 NaN            NaN  0.604425                 NaN            NaN            NaN
  1358.40        2500.00        98.0572                 NaN            NaN            NaN            NaN  0.489425                 NaN            NaN  0.858594                 NaN            NaN  0.594764                 NaN            NaN            NaN
  1355.89        2500.00        98.0847                 NaN            NaN            NaN            NaN  0.419619                 NaN            NaN  0.101550       0.816251                 NaN  0.577877                 NaN            NaN            NaN
  1353.38        2500.00        98.0783                 NaN            NaN            NaN            NaN  0.323472                 NaN            NaN  0.373177       0.654676                 NaN  0.570356                 NaN            NaN            NaN
  1350.88        2500.00        98.1783                 NaN            NaN            NaN            NaN  0.446455                 NaN            NaN  0.825934                 NaN            NaN  0.549355                 NaN            NaN            NaN
  1348.37        2500.00        98.1953                 NaN            NaN            NaN            NaN  0.446508                 NaN            NaN  0.812902                 NaN            NaN  0.545270                 NaN            NaN            NaN
  1345.86        2500.00        98.2274                 NaN            NaN            NaN            NaN  0.438745                 NaN            NaN  0.799701                 NaN            NaN  0.534167                 NaN            NaN            NaN
  1343.36        2500.00        98.2600                 NaN            NaN            NaN            NaN  0.431198                 NaN            NaN  0.785690                 NaN            NaN  0.523104                 NaN            NaN            NaN
  1340.85        2500.00        98.2893                 NaN            NaN            NaN            NaN  0.424350                 NaN            NaN  0.773735                 NaN            NaN  0.512633                 NaN            NaN            NaN
  1338.35        2500.00        98.3197                 NaN            NaN            NaN            NaN  0.412867                 NaN            NaN  0.765387                 NaN            NaN  0.502083                 NaN            NaN            NaN
  1335.84        2500.00        98.3466                 NaN            NaN            NaN            NaN  0.403069                 NaN            NaN  0.757771                 NaN            NaN  0.492518                 NaN            NaN            NaN
  1333.33        2500.00        98.3764                 NaN            NaN            NaN            NaN  0.396705                 NaN            NaN  0.745015                 NaN            NaN  0.481841                 NaN            NaN            NaN
  1330.83        2500.00        98.4041                 NaN            NaN            NaN            NaN  0.393185                 NaN            NaN  0.729693                 NaN            NaN  0.473038                 NaN            NaN            NaN
  1328.32        2500.00        98.4314                 NaN            NaN            NaN            NaN  0.379824                 NaN            NaN  0.726071                 NaN            NaN  0.462688                 NaN            NaN            NaN
  1325.81        2500.00        98.4587                 NaN            NaN            NaN            NaN  0.375703                 NaN            NaN  0.711820                 NaN            NaN  0.453740                 NaN            NaN            NaN
  1323.31        2500.00        98.4838                 NaN            NaN            NaN            NaN  0.364723                 NaN            NaN  0.706804                 NaN            NaN  0.444688                 NaN            NaN            NaN
  1320.80        2500.00        98.5088                 NaN            NaN            NaN            NaN  0.357547                 NaN            NaN  0.697754                 NaN            NaN  0.435878                 NaN            NaN            NaN
  1318.30        2500.00        98.5333                 NaN            NaN            NaN            NaN  0.348734                 NaN            NaN  0.690659                 NaN            NaN  0.427326                 NaN            NaN            NaN
  1315.79        2500.00        98.5567                 NaN            NaN            NaN            NaN  0.340863                 NaN            NaN  0.683344                 NaN            NaN  0.419067                 NaN            NaN            NaN
  1313.28        2500.00        98.5793                 NaN            NaN            NaN            NaN  0.330110                 NaN            NaN  0.679707                 NaN            NaN  0.410924                 NaN            NaN            NaN
  1310.78        2500.00        98.6043                 NaN            NaN            NaN            NaN  0.324111                 NaN            NaN  0.669082                 NaN            NaN  0.402487                 NaN            NaN            NaN
  1308.27        2500.00        98.6274                 NaN            NaN            NaN            NaN  0.315292                 NaN            NaN  0.662723                 NaN            NaN  0.394627                 NaN            NaN            NaN
  1305.76        2500.00        98.6530                 NaN            NaN            NaN            NaN  0.312412                 NaN            NaN  0.648007                 NaN            NaN  0.386541                 NaN            NaN            NaN
  1303.26        2500.00        86.7309                 NaN            NaN            NaN            NaN   1.20006                 NaN            NaN   3.24810                 NaN            NaN   1.85405        6.96692                 NaN            NaN
  1300.75        2500.00        80.5701                 NaN            NaN            NaN            NaN   1.15215                 NaN            NaN   5.26882                 NaN            NaN   2.60280        10.4062                 NaN            NaN
  1298.25        2500.00        82.2304                 NaN            NaN            NaN            NaN  0.741433                 NaN            NaN   5.28900                 NaN            NaN   2.39078        9.34833                 NaN            NaN
  1295.74        2500.00        83.7353                 NaN            NaN            NaN            NaN  0.599430                 NaN            NaN   5.02665                 NaN            NaN   2.20129        8.43729                 NaN            NaN
  1293.23        2500.00        85.0416                 NaN            NaN            NaN            NaN  0.383495                 NaN            NaN   4.89783                 NaN            NaN   2.03231        7.64471                 NaN            NaN
  1290.73        2500.00        86.0659                 NaN            NaN            NaN            NaN  0.269957                 NaN            NaN   4.74276                 NaN            NaN   1.90039        7.02101                 NaN            NaN
  1288.22        2500.00        86.9512                 NaN            NaN            NaN            NaN  0.128823                 NaN            NaN   4.66005                 NaN            NaN   1.78422        6.47570                 NaN            NaN
  1285.71        2500.00        87.7363                 NaN            NaN            NaN            NaN  0.338342E-002            NaN            NaN   4.58076                 NaN            NaN   1.68097        5.99854                 NaN            NaN
  1283.21        2500.00        86.1418                 NaN            NaN            NaN            NaN  0.447544E-002            NaN            NaN   4.94604                 NaN            NaN   1.89923        6.75278       0.255668                 NaN
  1280.70        2500.00        86.1413                 NaN            NaN            NaN            NaN  0.139689E-005            NaN            NaN   4.89717                 NaN            NaN   1.90049        6.70969       0.351338                 NaN
  1278.20        2500.00        87.2811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.54653                 NaN            NaN   1.74850        6.10735       0.316511                 NaN
  1275.69        2500.00        88.3412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.19277                 NaN            NaN   1.61138        5.57075       0.283927                 NaN
  1273.18        2500.00        89.0814                 NaN            NaN            NaN            NaN  0.178859                 NaN            NaN   3.64721                 NaN            NaN   1.54194        5.28254       0.268049                 NaN
  1270.68        2500.00        90.5239                 NaN            NaN            NaN            NaN  0.507605E-001            NaN            NaN   3.25264                 NaN            NaN   1.25756        4.65053       0.264583                 NaN
  1268.17        2500.00        88.7561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.65158       0.473630                 NaN   1.61634        5.24439       0.257991                 NaN
  1265.66        2500.00        91.6772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.407402        2.94108                 NaN   1.16810        3.62505       0.181158                 NaN
  1263.16        2500.00        91.0715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.28689       0.783318                 NaN   1.28296        4.35152       0.223865                 NaN
  1260.65        2500.00        90.8172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.12545                 NaN            NaN   1.22890        4.61796       0.210538                 NaN
  1258.15        2500.00        98.0556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04951                 NaN            NaN  0.203571       0.691317                 NaN            NaN
  1255.64        2500.00        93.3077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.61783                 NaN            NaN  0.962507        2.98957       0.122416                 NaN
  1253.13        2500.00        93.9809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.17748                 NaN            NaN  0.840614        2.87152       0.129483                 NaN
  1250.63        2500.00        92.2778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.59433       0.933466E-001            NaN   1.06314        3.79824       0.173120                 NaN
  1248.12        2500.00        96.4962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.25081                 NaN            NaN  0.443660        1.66322       0.146115                 NaN
  1245.61        2500.00        95.2986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.168824        1.52418                 NaN  0.655941        2.26769       0.848038E-001            NaN
  1243.11        2500.00        96.1739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.39478                 NaN            NaN  0.478957        1.87976       0.725944E-001            NaN
  1240.60        2500.00        95.4337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.67204                 NaN            NaN  0.627418        2.18056       0.862526E-001            NaN
  1238.10        2500.00        94.6054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.72188                 NaN            NaN  0.741255        2.82784       0.103618                 NaN
  1235.59        2500.00        95.8258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.951965                 NaN            NaN  0.435777        2.19190       0.160061       0.434532     
  1233.08        2500.00        96.0104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.203724E-001   1.49130                 NaN  0.554195        1.57674       0.109615       0.237324     
  1230.58        2500.00        74.6882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.484725        4.24936                 NaN   2.34648        10.3978       0.156672        7.67675     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3610        4.78207       0.688336E-005   8.58892        43.2579        1.09164        30.9185     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.00580        13.0452                 NaN   8.54825        43.3798        1.11418        30.9068     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.97762        13.0760                 NaN   8.55694        43.3701        1.11260        30.9068     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.94950        13.1067                 NaN   8.56562        43.3603        1.11099        30.9068     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.92212        13.1369                 NaN   8.57427        43.3505        1.10937        30.9069     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.89541        13.1664       0.430248E-005   8.58291        43.3405        1.10772        30.9070     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.86898        13.1957                 NaN   8.59152        43.3306        1.10606        30.9071     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.84306        13.2246       0.720458E-005   8.60010        43.3207        1.10438        30.9072     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.81758        13.2531       0.768809E-005   8.60866        43.3107        1.10269        30.9073     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.79262        13.2811       0.820694E-005   8.61720        43.3007        1.10098        30.9075     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.76817        13.3086       0.876427E-005   8.62572        43.2906        1.09925        30.9076     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.74425        13.3357       0.922296E-005   8.63421        43.2806        1.09749        30.9078     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.72094        13.3622       0.986193E-005   8.64267        43.2705        1.09573        30.9080     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.69818        13.3883       0.105468E-004   8.65110        43.2603        1.09394        30.9082     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.67599        13.4138       0.112788E-004   8.65950        43.2502        1.09215        30.9084     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.65439        13.4388       0.120595E-004   8.66786        43.2400        1.09033        30.9086     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.63345        13.4631       0.128930E-004   8.67620        43.2299        1.08850        30.9088     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.61311        13.4870       0.137805E-004   8.68450        43.2197        1.08665        30.9091     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.59341        13.5102       0.129730E-004   8.69276        43.2095        1.08479        30.9094     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.57444        13.5327       0.157333E-004   8.70100        43.1992        1.08292        30.9096     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.55615        13.5546       0.168032E-004   8.70919        43.1890        1.08103        30.9099     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.53856        13.5759       0.179370E-004   8.71735        43.1788        1.07913        30.9103     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.52168        13.5965       0.191396E-004   8.72546        43.1686        1.07722        30.9106     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.3886        3.81142       0.289421E-005   8.76582        43.0550        1.05758        30.9216     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.49010        13.6356       0.217660E-004   8.74157        43.1481        1.07335        30.9113     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.47546        13.6541       0.231909E-004   8.74957        43.1378        1.07140        30.9117     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.46155        13.6718       0.246975E-004   8.75752        43.1276        1.06944        30.9121     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.1577        3.10563       0.308522E-001   8.72613        42.9795        1.05707        30.9432     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.1730        3.12712       0.166459E-004   8.73151        42.9696        1.05451        30.9442     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN  0.117190E-005            NaN            NaN   13.1746        3.13277       0.110936E-003   8.73566        42.9592        1.05213        30.9456     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.41413        13.7350       0.331717E-004   8.78888        43.0867        1.06150        30.9137     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.40442        13.7487       0.351029E-004   8.79660        43.0765        1.05950        30.9142     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.39549        13.7617       0.333563E-004   8.80428        43.0664        1.05749        30.9147     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.38740        13.7738       0.384235E-004   8.81191        43.0562        1.05548        30.9152     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.42303       0.937442E-001   14.7476        8.83056        42.9171        1.05408        30.9339     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.42470       0.886091E-002   14.8398        8.83794        42.9069        1.04831        30.9335     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.36838        13.8051       0.431185E-004   8.83454        43.0259        1.04939        30.9167     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.36381        13.8138       0.456684E-004   8.84198        43.0158        1.04736        30.9172     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.36016        13.8216       0.481459E-004   8.84936        43.0058        1.04532        30.9178     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.35736        13.8285       0.508940E-004   8.85670        42.9958        1.04328        30.9183     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.35548        13.8345       0.537499E-004   8.86400        42.9858        1.04123        30.9189     
