|6.6.6
Archiving\03_Data\frac/QFM_m2.25/TAY13/TAY13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1879.70        2500.00        99.3684                 NaN            NaN            NaN            NaN  0.631624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        96.5844       0.614124E-001  0.141683                 NaN            NaN   3.15861       0.539146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.8976                 NaN            NaN            NaN            NaN  0.102410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.5052                 NaN            NaN            NaN            NaN  0.493885       0.961493E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.3736                 NaN            NaN            NaN            NaN  0.616305       0.100588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.2730                 NaN            NaN            NaN            NaN  0.709876       0.171346E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.5939                 NaN            NaN            NaN            NaN  0.396531       0.955942E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.2484                 NaN            NaN            NaN            NaN  0.733907       0.176715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        98.6945                 NaN            NaN            NaN            NaN   1.27468       0.308485E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4355                 NaN            NaN            NaN            NaN  0.551401       0.131350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.3768                 NaN            NaN            NaN            NaN  0.608535       0.146485E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.3811                 NaN            NaN            NaN            NaN  0.604386       0.145063E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.3762                 NaN            NaN            NaN            NaN  0.609224       0.146165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.3823                 NaN            NaN            NaN            NaN  0.603281       0.144076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.3786                 NaN            NaN            NaN            NaN  0.606896       0.145012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.3826                 NaN            NaN            NaN            NaN  0.603024       0.143716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.3813                 NaN            NaN            NaN            NaN  0.604363       0.143729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5936                 NaN            NaN            NaN            NaN  0.396843       0.954364E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.8309                 NaN            NaN            NaN            NaN  0.165303       0.380273E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        98.7157                 NaN            NaN            NaN            NaN   1.25473       0.295576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.3806                 NaN            NaN            NaN            NaN  0.605079       0.142758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.3810                 NaN            NaN            NaN            NaN  0.604770       0.142312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3810                 NaN            NaN            NaN            NaN  0.604817       0.141532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.3804                 NaN            NaN            NaN            NaN  0.605474       0.141591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.3800                 NaN            NaN            NaN            NaN  0.605879       0.141239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.3785                 NaN            NaN            NaN            NaN  0.607355       0.140968E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.3775                 NaN            NaN            NaN            NaN  0.608406       0.140946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.3763                 NaN            NaN            NaN            NaN  0.609644       0.140768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.3773                 NaN            NaN            NaN            NaN  0.608687       0.139825E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.3758                 NaN            NaN            NaN            NaN  0.610221       0.139619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3696                 NaN            NaN            NaN            NaN  0.616337       0.140735E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.3748                 NaN            NaN            NaN            NaN  0.611320       0.138517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.3693                 NaN            NaN            NaN            NaN  0.616724       0.139615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.3720                 NaN            NaN            NaN            NaN  0.614149       0.138066E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3677                 NaN            NaN            NaN            NaN  0.618387       0.138630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3646                 NaN            NaN            NaN            NaN  0.621575       0.138550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3648                 NaN            NaN            NaN            NaN  0.621394       0.137853E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.3618                 NaN            NaN            NaN            NaN  0.624384       0.137986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3613                 NaN            NaN            NaN            NaN  0.624990       0.137226E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3587                 NaN            NaN            NaN            NaN  0.627533       0.137288E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3540                 NaN            NaN            NaN            NaN  0.632221       0.137468E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.3552                 NaN            NaN            NaN            NaN  0.631162       0.136543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3494                 NaN            NaN            NaN            NaN  0.636953       0.136945E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3507                 NaN            NaN            NaN            NaN  0.635650       0.136006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3479                 NaN            NaN            NaN            NaN  0.638522       0.136115E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3438                 NaN            NaN            NaN            NaN  0.642573       0.135991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3389                 NaN            NaN            NaN            NaN  0.647410       0.136571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3423                 NaN            NaN            NaN            NaN  0.644260       0.134792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3376                 NaN            NaN            NaN            NaN  0.648906       0.135154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3342                 NaN            NaN            NaN            NaN  0.652248       0.135215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3315                 NaN            NaN            NaN            NaN  0.654986       0.134984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        98.4604                 NaN            NaN            NaN            NaN   1.50872       0.308699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.9980                 NaN            NaN            NaN            NaN  0.199544E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.5649                 NaN            NaN            NaN            NaN  0.426508       0.858561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.2772                 NaN            NaN            NaN            NaN  0.708506       0.142575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3184                 NaN            NaN            NaN            NaN  0.668157       0.134203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3142                 NaN            NaN            NaN            NaN  0.672369       0.133988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3121                 NaN            NaN            NaN            NaN  0.674525       0.133493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3077                 NaN            NaN            NaN            NaN  0.678966       0.133685E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3064                 NaN            NaN            NaN            NaN  0.680213       0.133367E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3012                 NaN            NaN            NaN            NaN  0.685425       0.133502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3027                 NaN            NaN            NaN            NaN  0.684050       0.132463E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2945                 NaN            NaN            NaN            NaN  0.692150       0.133619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        98.4661                 NaN            NaN            NaN            NaN   1.50508       0.287748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.9932                 NaN            NaN            NaN            NaN  0.203466E-005  0.681352E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4283                 NaN            NaN            NaN            NaN  0.567781       0.390407E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2882                 NaN            NaN            NaN            NaN  0.698603       0.131958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2842                 NaN            NaN            NaN            NaN  0.702553       0.132035E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2832                 NaN            NaN            NaN            NaN  0.703635       0.131628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2793                 NaN            NaN            NaN            NaN  0.707466       0.132003E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2767                 NaN            NaN            NaN            NaN  0.710106       0.131919E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2812                 NaN            NaN            NaN            NaN  0.705781       0.130334E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2743                 NaN            NaN            NaN            NaN  0.712570       0.130962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2740                 NaN            NaN            NaN            NaN  0.712918       0.130794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2713                 NaN            NaN            NaN            NaN  0.715659       0.130599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2706                 NaN            NaN            NaN            NaN  0.716400       0.130405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2691                 NaN            NaN            NaN            NaN  0.717902       0.130141E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2721                 NaN            NaN            NaN            NaN  0.714974       0.129266E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2647                 NaN            NaN            NaN            NaN  0.722284       0.130203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2653                 NaN            NaN            NaN            NaN  0.721751       0.129673E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2659                 NaN            NaN            NaN            NaN  0.721227       0.129075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2601                 NaN            NaN            NaN            NaN  0.726933       0.129961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2704                 NaN            NaN            NaN            NaN  0.716837       0.127769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2622                 NaN            NaN            NaN            NaN  0.724899       0.129215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2684                 NaN            NaN            NaN            NaN  0.718857       0.127499E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2628                 NaN            NaN            NaN            NaN  0.724309       0.128412E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2699                 NaN            NaN            NaN            NaN  0.717403       0.127058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2627                 NaN            NaN            NaN            NaN  0.724505       0.128297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.2719                 NaN            NaN            NaN            NaN  0.715509       0.126294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.2638                 NaN            NaN            NaN            NaN  0.723478       0.127353E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.2762                 NaN            NaN            NaN            NaN  0.711259       0.125184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.2716                 NaN            NaN            NaN            NaN  0.715843       0.125840E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.2726                 NaN            NaN            NaN            NaN  0.714858       0.125849E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.2521                 NaN            NaN            NaN            NaN  0.734994       0.129032E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.2983                 NaN            NaN            NaN            NaN  0.689551       0.120997E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.2783                 NaN            NaN            NaN            NaN  0.709240       0.124749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.2829                 NaN            NaN            NaN            NaN  0.704717       0.123798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.2842                 NaN            NaN            NaN            NaN  0.703473       0.123480E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.2864                 NaN            NaN            NaN            NaN  0.701321       0.123157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.2895                 NaN            NaN            NaN            NaN  0.698199       0.122762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.0836                 NaN            NaN            NaN            NaN  0.568102       0.648494E-002  0.341796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5371                 NaN            NaN            NaN            NaN  0.227642                 NaN   1.23521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5597                 NaN            NaN            NaN            NaN  0.222799                 NaN   1.21749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5843                 NaN            NaN            NaN            NaN  0.215946                 NaN   1.19977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6064                 NaN            NaN            NaN            NaN  0.214568                 NaN   1.17899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.4853                 NaN            NaN            NaN            NaN  0.225720                 NaN   1.28901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.7958                 NaN            NaN            NaN            NaN  0.184921                 NaN   1.01924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6719                 NaN            NaN            NaN            NaN  0.201931                 NaN   1.12615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6936                 NaN            NaN            NaN            NaN  0.198712                 NaN   1.10766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7174                 NaN            NaN            NaN            NaN  0.195314                 NaN   1.08724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7349                 NaN            NaN            NaN            NaN  0.192275                 NaN   1.07282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7525                 NaN            NaN            NaN            NaN  0.188115                 NaN   1.05941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7734                 NaN            NaN            NaN            NaN  0.183526                 NaN   1.04307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7909                 NaN            NaN            NaN            NaN  0.181101                 NaN   1.02801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8053                 NaN            NaN            NaN            NaN  0.180484                 NaN   1.01420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8245                 NaN            NaN            NaN            NaN  0.173232                 NaN   1.00224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8390                 NaN            NaN            NaN            NaN  0.172188                 NaN  0.988840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8627                 NaN            NaN            NaN            NaN  0.165538                 NaN  0.971732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8746                 NaN            NaN            NaN            NaN  0.163741                 NaN  0.961676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8892                 NaN            NaN            NaN            NaN  0.164394                 NaN  0.946379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.5042                 NaN            NaN            NaN            NaN  0.227123                 NaN   1.26867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.3348                 NaN            NaN            NaN            NaN  0.980585E-001            NaN  0.567097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9341                 NaN            NaN            NaN            NaN  0.152528                 NaN  0.913342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9477                 NaN            NaN            NaN            NaN  0.149482                 NaN  0.902832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
