|6.6.6
Archiving\03_Data\frac/QFM_m2.25/TAY13/TAY13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1558.90        2500.00        99.0999                 NaN            NaN            NaN            NaN  0.119592                 NaN  0.780463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1116                 NaN            NaN            NaN            NaN  0.118558                 NaN  0.769819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1247                 NaN            NaN            NaN            NaN  0.115687                 NaN  0.759621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1342                 NaN            NaN            NaN            NaN  0.113796                 NaN  0.752001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1472                 NaN            NaN            NaN            NaN  0.107604                 NaN  0.745230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1138                 NaN            NaN            NaN            NaN  0.130907                 NaN  0.755270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.2150                 NaN            NaN            NaN            NaN  0.871907E-001            NaN  0.697815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1812                 NaN            NaN            NaN            NaN  0.104947                 NaN  0.713850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1898                 NaN            NaN            NaN            NaN  0.102513                 NaN  0.707703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.2013                 NaN            NaN            NaN            NaN  0.100442                 NaN  0.698280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2106                 NaN            NaN            NaN            NaN  0.989630E-001            NaN  0.690402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2188                 NaN            NaN            NaN            NaN  0.946653E-001            NaN  0.686514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2260                 NaN            NaN            NaN            NaN  0.975927E-001            NaN  0.676374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2430                 NaN            NaN            NaN            NaN  0.890435E-001            NaN  0.667962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2465                 NaN            NaN            NaN            NaN  0.894963E-001            NaN  0.664043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2551                 NaN            NaN            NaN            NaN  0.869359E-001            NaN  0.657966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.2603                 NaN            NaN            NaN            NaN  0.829966E-001            NaN  0.656746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.2726                 NaN            NaN            NaN            NaN  0.815330E-001            NaN  0.645892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2789                 NaN            NaN            NaN            NaN  0.796024E-001            NaN  0.641460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2872                 NaN            NaN            NaN            NaN  0.780935E-001            NaN  0.634718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2941                 NaN            NaN            NaN            NaN  0.759564E-001            NaN  0.629905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.3009                 NaN            NaN            NaN            NaN  0.724712E-001            NaN  0.626623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.3080                 NaN            NaN            NaN            NaN  0.710214E-001            NaN  0.620949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.3155                 NaN            NaN            NaN            NaN  0.701948E-001            NaN  0.614322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.3218                 NaN            NaN            NaN            NaN  0.661971E-001            NaN  0.612044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.3284                 NaN            NaN            NaN            NaN  0.644982E-001            NaN  0.607135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.3378                 NaN            NaN            NaN            NaN  0.677286E-001            NaN  0.594494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.2561                 NaN            NaN            NaN            NaN  0.134180E-001            NaN  0.261036       0.469414                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1915                 NaN            NaN            NaN            NaN  0.102041E-005            NaN  0.642184E-001  0.744268                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.808218                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.806583                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.802919                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.801824                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.2002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.799768                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.2009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.799074                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.1994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.800555                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.1975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.802452                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.1973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.802713                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.1931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.806891                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.1893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.810690                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        99.1786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.821403                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        99.1696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.830394                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        99.1570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.843045                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        99.1417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.858344                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        99.1149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.885120                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.9018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.454046       0.644162                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.8323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.268865       0.898798                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.8445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.262872       0.892634                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.8556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.257707       0.886722                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.8685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.874733       0.256734                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.8803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.254345       0.865314                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.8904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.253496       0.856146                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.8966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.250555       0.852887                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.9154                 NaN            NaN            NaN            NaN  0.161682E-005            NaN            NaN  0.837334       0.247294                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.9211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.246291       0.832620                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.9303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.825995       0.243676                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.9395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.240377       0.820080                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.9490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.239190       0.811810                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.2447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.614191       0.754131                 NaN  0.386983                 NaN            NaN            NaN
  1411.03        2500.00        97.3480                 NaN            NaN            NaN            NaN  0.116515                 NaN            NaN  0.879505       0.751582                 NaN  0.904375                 NaN            NaN            NaN
  1408.52        2500.00        97.3501                 NaN            NaN            NaN            NaN  0.422513                 NaN            NaN  0.969318       0.293571                 NaN  0.964485                 NaN            NaN            NaN
  1406.02        2500.00        97.4201                 NaN            NaN            NaN            NaN  0.421097                 NaN            NaN  0.952928       0.265437                 NaN  0.940398                 NaN            NaN            NaN
  1403.51        2500.00        97.4860                 NaN            NaN            NaN            NaN  0.418807                 NaN            NaN  0.233315       0.945185                 NaN  0.916660                 NaN            NaN            NaN
  1401.00        2500.00        97.5580                 NaN            NaN            NaN            NaN  0.414220                 NaN            NaN  0.205805       0.930239                 NaN  0.891782                 NaN            NaN            NaN
  1398.50        2500.00        97.6160                 NaN            NaN            NaN            NaN  0.412434                 NaN            NaN  0.175497       0.924585                 NaN  0.871458                 NaN            NaN            NaN
  1395.99        2500.00        97.6773                 NaN            NaN            NaN            NaN  0.410231                 NaN            NaN  0.912257       0.149981                 NaN  0.850237                 NaN            NaN            NaN
  1393.48        2500.00        97.7374                 NaN            NaN            NaN            NaN  0.407195                 NaN            NaN  0.899712       0.126613                 NaN  0.829055                 NaN            NaN            NaN
  1390.98        2500.00        97.7924                 NaN            NaN            NaN            NaN  0.404710                 NaN            NaN  0.890883       0.102308                 NaN  0.809694                 NaN            NaN            NaN
  1388.47        2500.00        97.8465                 NaN            NaN            NaN            NaN  0.401800                 NaN            NaN  0.790956E-001  0.882101                 NaN  0.790478                 NaN            NaN            NaN
  1385.96        2500.00        97.8993                 NaN            NaN            NaN            NaN  0.398997                 NaN            NaN  0.873195       0.567271E-001            NaN  0.771788                 NaN            NaN            NaN
  1383.46        2500.00        97.9481                 NaN            NaN            NaN            NaN  0.395723                 NaN            NaN  0.863993       0.381499E-001            NaN  0.754027                 NaN            NaN            NaN
  1380.95        2500.00        97.9976                 NaN            NaN            NaN            NaN  0.392677                 NaN            NaN  0.854417       0.187064E-001            NaN  0.736580                 NaN            NaN            NaN
  1378.45        2500.00        98.0457                 NaN            NaN            NaN            NaN  0.387670                 NaN            NaN  0.208770E-002  0.845912                 NaN  0.718635                 NaN            NaN            NaN
  1375.94        2500.00        98.0673                 NaN            NaN            NaN            NaN  0.345488                 NaN            NaN  0.138310       0.743058                 NaN  0.705867                 NaN            NaN            NaN
  1373.43        2500.00        98.1414                 NaN            NaN            NaN            NaN  0.373088                 NaN            NaN  0.803597                 NaN            NaN  0.681923                 NaN            NaN            NaN
  1370.93        2500.00        98.1712                 NaN            NaN            NaN            NaN  0.367888                 NaN            NaN  0.789562                 NaN            NaN  0.671309                 NaN            NaN            NaN
  1368.42        2500.00        98.2128                 NaN            NaN            NaN            NaN  0.362446                 NaN            NaN  0.768824                 NaN            NaN  0.655929                 NaN            NaN            NaN
  1365.91        2500.00        98.2524                 NaN            NaN            NaN            NaN  0.362345                 NaN            NaN  0.743142                 NaN            NaN  0.642113                 NaN            NaN            NaN
  1363.41        2500.00        98.2870                 NaN            NaN            NaN            NaN  0.343728                 NaN            NaN  0.743125                 NaN            NaN  0.626143                 NaN            NaN            NaN
  1360.90        2500.00        98.3225                 NaN            NaN            NaN            NaN  0.338032                 NaN            NaN  0.726719                 NaN            NaN  0.612734                 NaN            NaN            NaN
  1358.40        2500.00        98.3592                 NaN            NaN            NaN            NaN  0.346967                 NaN            NaN  0.691924                 NaN            NaN  0.601887                 NaN            NaN            NaN
  1355.89        2500.00        98.3843                 NaN            NaN            NaN            NaN  0.296576                 NaN            NaN  0.803045E-001  0.655010                 NaN  0.583791                 NaN            NaN            NaN
  1353.38        2500.00        98.3785                 NaN            NaN            NaN            NaN  0.227864                 NaN            NaN  0.294438       0.523982                 NaN  0.575246                 NaN            NaN            NaN
  1350.88        2500.00        98.4736                 NaN            NaN            NaN            NaN  0.313133                 NaN            NaN  0.660228                 NaN            NaN  0.553075                 NaN            NaN            NaN
  1348.37        2500.00        98.4917                 NaN            NaN            NaN            NaN  0.312029                 NaN            NaN  0.648310                 NaN            NaN  0.548002                 NaN            NaN            NaN
  1345.86        2500.00        98.5223                 NaN            NaN            NaN            NaN  0.305519                 NaN            NaN  0.636248                 NaN            NaN  0.535887                 NaN            NaN            NaN
  1343.36        2500.00        98.5533                 NaN            NaN            NaN            NaN  0.299210                 NaN            NaN  0.623642                 NaN            NaN  0.523849                 NaN            NaN            NaN
  1340.85        2500.00        98.5815                 NaN            NaN            NaN            NaN  0.293382                 NaN            NaN  0.612641                 NaN            NaN  0.512445                 NaN            NaN            NaN
  1338.35        2500.00        98.6101                 NaN            NaN            NaN            NaN  0.284484                 NaN            NaN  0.604428                 NaN            NaN  0.500998                 NaN            NaN            NaN
  1335.84        2500.00        98.6359                 NaN            NaN            NaN            NaN  0.276773                 NaN            NaN  0.596785                 NaN            NaN  0.490573                 NaN            NaN            NaN
  1333.33        2500.00        98.6641                 NaN            NaN            NaN            NaN  0.271446                 NaN            NaN  0.585428                 NaN            NaN  0.479075                 NaN            NaN            NaN
  1330.83        2500.00        98.6903                 NaN            NaN            NaN            NaN  0.268038                 NaN            NaN  0.572181                 NaN            NaN  0.469477                 NaN            NaN            NaN
  1328.32        2500.00        98.7157                 NaN            NaN            NaN            NaN  0.258120                 NaN            NaN  0.567786                 NaN            NaN  0.458379                 NaN            NaN            NaN
  1325.81        2500.00        98.7414                 NaN            NaN            NaN            NaN  0.254476                 NaN            NaN  0.555444                 NaN            NaN  0.448706                 NaN            NaN            NaN
  1323.31        2500.00        98.7647                 NaN            NaN            NaN            NaN  0.246270                 NaN            NaN  0.550052                 NaN            NaN  0.438966                 NaN            NaN            NaN
  1320.80        2500.00        98.7882                 NaN            NaN            NaN            NaN  0.240582                 NaN            NaN  0.541714                 NaN            NaN  0.429499                 NaN            NaN            NaN
  1318.30        2500.00        98.8109                 NaN            NaN            NaN            NaN  0.233886                 NaN            NaN  0.534870                 NaN            NaN  0.420320                 NaN            NaN            NaN
  1315.79        2500.00        98.8328                 NaN            NaN            NaN            NaN  0.227860                 NaN            NaN  0.527903                 NaN            NaN  0.411461                 NaN            NaN            NaN
  1313.28        2500.00        98.8535                 NaN            NaN            NaN            NaN  0.219960                 NaN            NaN  0.523751                 NaN            NaN  0.402750                 NaN            NaN            NaN
  1310.78        2500.00        98.8765                 NaN            NaN            NaN            NaN  0.215290                 NaN            NaN  0.514455                 NaN            NaN  0.393781                 NaN            NaN            NaN
  1308.27        2500.00        98.8975                 NaN            NaN            NaN            NaN  0.208804                 NaN            NaN  0.508334                 NaN            NaN  0.385409                 NaN            NaN            NaN
  1305.76        2500.00        98.9208                 NaN            NaN            NaN            NaN  0.206228                 NaN            NaN  0.496085                 NaN            NaN  0.376847                 NaN            NaN            NaN
  1303.26        2500.00        87.5482                 NaN            NaN            NaN            NaN  0.793657                 NaN            NaN   2.49066                 NaN            NaN   1.81927        7.34821                 NaN            NaN
  1300.75        2500.00        81.6241                 NaN            NaN            NaN            NaN  0.760395                 NaN            NaN   4.02563                 NaN            NaN   2.56522        11.0247                 NaN            NaN
  1298.25        2500.00        83.2374                 NaN            NaN            NaN            NaN  0.486273                 NaN            NaN   4.01761                 NaN            NaN   2.35585        9.90287                 NaN            NaN
  1295.74        2500.00        84.7009                 NaN            NaN            NaN            NaN  0.390920                 NaN            NaN   3.80441                 NaN            NaN   2.16839        8.93541                 NaN            NaN
  1293.23        2500.00        85.9667                 NaN            NaN            NaN            NaN  0.248733                 NaN            NaN   3.69073                 NaN            NaN   2.00101        8.09285                 NaN            NaN
  1290.73        2500.00        86.9646                 NaN            NaN            NaN            NaN  0.174244                 NaN            NaN   3.56132                 NaN            NaN   1.87022        7.42962                 NaN            NaN
  1288.22        2500.00        87.8273                 NaN            NaN            NaN            NaN  0.827630E-001            NaN            NaN   3.48625                 NaN            NaN   1.75481        6.84887                 NaN            NaN
  1285.71        2500.00        88.5915                 NaN            NaN            NaN            NaN  0.216464E-002            NaN            NaN   3.41437                 NaN            NaN   1.65200        6.33994                 NaN            NaN
  1283.21        2500.00        87.1581                 NaN            NaN            NaN            NaN  0.285477E-002            NaN            NaN   3.68353                 NaN            NaN   1.86737        7.14130       0.146832                 NaN
  1280.70        2500.00        87.2119                 NaN            NaN            NaN            NaN  0.887039E-006            NaN            NaN   3.63624                 NaN            NaN   1.86548        7.08490       0.201432                 NaN
  1278.20        2500.00        88.3178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.36084                 NaN            NaN   1.71091        6.42957       0.180889                 NaN
  1275.69        2500.00        89.3375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.08367                 NaN            NaN   1.57136        5.84573       0.161707                 NaN
  1273.18        2500.00        90.0425                 NaN            NaN            NaN            NaN  0.111868                 NaN            NaN   2.67080                 NaN            NaN   1.49820        5.52451       0.152107                 NaN
  1270.68        2500.00        91.3864                 NaN            NaN            NaN            NaN  0.316013E-001            NaN            NaN   2.37047                 NaN            NaN   1.21699        4.84506       0.149534                 NaN
  1268.17        2500.00        89.8301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.66444       0.342954                 NaN   1.56189        5.45498       0.145589                 NaN
  1265.66        2500.00        92.6180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.295354        2.11373                 NaN   1.12199        3.74935       0.101614                 NaN
  1263.16        2500.00        91.9686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.63060       0.565603                 NaN   1.22720        4.48298       0.125044                 NaN
  1260.65        2500.00        91.7486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.22225                 NaN            NaN   1.17118        4.74082       0.117165                 NaN
  1258.15        2500.00        98.3515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.752308                 NaN            NaN  0.192342       0.703883                 NaN            NaN
  1255.64        2500.00        94.1092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.86377                 NaN            NaN  0.910915        3.04849       0.676468E-001            NaN
  1253.13        2500.00        94.6865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.53469                 NaN            NaN  0.791983        2.91561       0.712281E-001            NaN
  1250.63        2500.00        93.1599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.83184       0.663156E-001            NaN  0.999321        3.84761       0.950094E-001            NaN
  1248.12        2500.00        96.9455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.887264                 NaN            NaN  0.414084        1.67356       0.796203E-001            NaN
  1245.61        2500.00        95.8795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.119578        1.06506                 NaN  0.611261        2.27843       0.461375E-001            NaN
  1243.11        2500.00        96.6562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.977323                 NaN            NaN  0.444764        1.88232       0.393548E-001            NaN
  1240.60        2500.00        96.0343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.15815                 NaN            NaN  0.581448        2.17940       0.466632E-001            NaN
  1238.10        2500.00        95.2514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.18917                 NaN            NaN  0.684964        2.81861       0.558947E-001            NaN
  1235.59        2500.00        96.2517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.658218                 NaN            NaN  0.401084        2.17511       0.859956E-001  0.427876     
  1233.08        2500.00        96.5878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.140217E-001   1.03355                 NaN  0.509183        1.56337       0.587878E-001  0.233293     
  1230.58        2500.00        76.2896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.344166        2.96901                 NaN   2.18606        10.4736       0.851978E-001   7.65232     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.35373        3.62966       0.514247E-005   8.47138        46.2860       0.628449        32.6307     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.30858        9.59280                 NaN   8.43033        46.4105       0.641337        32.6164     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.28713        9.61657                 NaN   8.43886        46.3990       0.640401        32.6180     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.26573        9.63999                 NaN   8.44740        46.3877       0.639453        32.6197     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.24489        9.66325                 NaN   8.45590        46.3761       0.638495        32.6214     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.22457        9.68622       0.326538E-005   8.46438        46.3643       0.637526        32.6230     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.20445        9.70887                 NaN   8.47283        46.3527       0.636547        32.6246     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.18473        9.73117       0.547095E-005   8.48126        46.3410       0.635558        32.6263     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.16534        9.75318       0.583907E-005   8.48967        46.3292       0.634561        32.6280     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.14634        9.77486       0.623417E-005   8.49806        46.3175       0.633550        32.6297     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.12774        9.79618       0.665862E-005   8.50643        46.3057       0.632532        32.6314     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.10953        9.81716       0.700819E-005   8.51477        46.2939       0.631501        32.6332     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.09180        9.83772       0.749497E-005   8.52308        46.2820       0.630461        32.6349     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.07448        9.85790       0.801677E-005   8.53136        46.2701       0.629412        32.6367     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.05761        9.87769       0.857462E-005   8.53962        46.2582       0.628355        32.6385     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.04117        9.89708       0.916970E-005   8.54784        46.2463       0.627288        32.6403     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.02525        9.91600       0.980511E-005   8.55603        46.2344       0.626213        32.6421     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.00978        9.93451       0.104818E-004   8.56418        46.2224       0.625128        32.6439     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.99481        9.95257       0.986851E-005   8.57230        46.2105       0.624035        32.6458     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.98039        9.97011       0.119713E-004   8.58039        46.1985       0.622934        32.6477     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.96649        9.98717       0.127875E-004   8.58844        46.1865       0.621826        32.6495     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.95313        10.0037       0.136527E-004   8.59645        46.1746       0.620711        32.6514     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.94031        10.0198       0.145705E-004   8.60442        46.1626       0.619587        32.6533     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.13123        2.90206       0.217126E-005   8.64497        46.0440       0.608327        32.6694     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.91635        10.0503       0.165756E-004   8.62025        46.1386       0.617320        32.6572     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.90525        10.0647       0.176638E-004   8.62811        46.1266       0.616177        32.6591     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.89471        10.0786       0.188146E-004   8.63593        46.1146       0.615026        32.6611     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.72278        2.36738       0.232000E-001   8.60721        45.9672       0.608052        32.7042     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.73421        2.38413       0.125064E-004   8.61250        45.9557       0.606556        32.7068     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN  0.733297E-006            NaN            NaN   9.73550        2.38881       0.833642E-004   8.61662        45.9438       0.605172        32.7100     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.85887        10.1282       0.252889E-004   8.66674        46.0667       0.610377        32.6691     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.85155        10.1390       0.267657E-004   8.67432        46.0548       0.609204        32.6711     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.84484        10.1492       0.254363E-004   8.68187        46.0428       0.608025        32.6732     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.83877        10.1588       0.293060E-004   8.68936        46.0309       0.606845        32.6752     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.09633       0.722104E-001   10.9231        8.70940        45.8900       0.606136        32.7028     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.09770       0.682515E-002   10.9944        8.71661        45.8778       0.602797        32.7039     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.82461        10.1837       0.329039E-004   8.71159        45.9954       0.603280        32.6815     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.82125        10.1906       0.348559E-004   8.71889        45.9835       0.602092        32.6836     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.81860        10.1969       0.367528E-004   8.72614        45.9718       0.600899        32.6857     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.81660        10.2025       0.388574E-004   8.73335        45.9600       0.599706        32.6878     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.81532        10.2074       0.410452E-004   8.74052        45.9483       0.598509        32.6899     
