|6.6.6
Archiving\03_Data\DfracLP/QFM_m1/T13/T13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1887.22        500.000        99.4009                 NaN  0.589025       0.100749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4050                 NaN  0.584929       0.100288E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4071                 NaN  0.582824       0.100317E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4123                 NaN  0.577780       0.996233E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4107                 NaN  0.579273       0.100148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4231                 NaN  0.567158       0.978220E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.0477                 NaN  0.935963       0.163428E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.7969                 NaN  0.199648       0.340396E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4275                 NaN  0.562704       0.976869E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4289                 NaN  0.561310       0.976649E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4274                 NaN  0.562790       0.983701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4368                 NaN  0.553546       0.962845E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4332                 NaN  0.557021       0.973693E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4363                 NaN  0.554003       0.967096E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4348                 NaN  0.555456       0.969912E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3010                 NaN  0.687029       0.119936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.7720                 NaN  0.224090       0.390268E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.2551                 NaN  0.732098       0.128110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4436                 NaN  0.546799       0.959780E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4448                 NaN  0.545664       0.954829E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5827                 NaN  0.410177       0.715902E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3187                 NaN  0.669634       0.116714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4489                 NaN  0.541628       0.945167E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4485                 NaN  0.542030       0.944612E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4508                 NaN  0.539774       0.939422E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4502                 NaN  0.540397       0.938752E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4519                 NaN  0.538808       0.934084E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4513                 NaN  0.539333       0.934931E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4517                 NaN  0.538958       0.931653E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4514                 NaN  0.539267       0.930407E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4513                 NaN  0.539392       0.927509E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4470                 NaN  0.543679       0.932902E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4537                 NaN  0.537155       0.918362E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4505                 NaN  0.540294       0.921582E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4487                 NaN  0.542098       0.922097E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4486                 NaN  0.542234       0.918691E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4479                 NaN  0.542964       0.916777E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4446                 NaN  0.546247       0.920080E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4458                 NaN  0.545086       0.914671E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4448                 NaN  0.546045       0.911097E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3905                 NaN  0.598988       0.104752E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4909                 NaN  0.501296       0.777310E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4402                 NaN  0.550704       0.907648E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.2922                 NaN  0.693898       0.139407E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5824                 NaN  0.413404       0.423057E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4326                 NaN  0.558372       0.906400E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4308                 NaN  0.560135       0.903741E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4283                 NaN  0.562633       0.903899E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4280                 NaN  0.563061       0.897749E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4219                 NaN  0.569072       0.903395E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4219                 NaN  0.569154       0.898651E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4183                 NaN  0.572768       0.897600E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4159                 NaN  0.575170       0.897429E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4115                 NaN  0.579503       0.898816E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4094                 NaN  0.581663       0.897159E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4071                 NaN  0.583911       0.894063E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4027                 NaN  0.588340       0.894877E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        98.0170                 NaN   1.95380       0.291612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.6604                 NaN  0.334661       0.491575E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3226                 NaN  0.667664       0.978091E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3447                 NaN  0.645850       0.944298E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3783                 NaN  0.612749       0.890970E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3747                 NaN  0.616367       0.889718E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3686                 NaN  0.622498       0.894163E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3643                 NaN  0.626723       0.893141E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        98.9882                 NaN  0.997657       0.141711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.7375                 NaN  0.258969       0.349728E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3547                 NaN  0.636415       0.887922E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3480                 NaN  0.643120       0.890849E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3520                 NaN  0.639174       0.880814E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3431                 NaN  0.648049       0.887607E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3410                 NaN  0.650186       0.885256E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3359                 NaN  0.655275       0.886319E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3794                 NaN  0.615916       0.469999E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2866                 NaN  0.700374       0.129987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3253                 NaN  0.665885       0.885582E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3233                 NaN  0.667889       0.882915E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3130                 NaN  0.678056       0.892455E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3209                 NaN  0.670313       0.875576E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3143                 NaN  0.676857       0.881100E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3094                 NaN  0.681707       0.884563E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3072                 NaN  0.684019       0.881892E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3064                 NaN  0.684811       0.879153E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2936                 NaN  0.697456       0.889925E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3078                 NaN  0.683467       0.868769E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2960                 NaN  0.695236       0.880666E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2977                 NaN  0.693557       0.876115E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2945                 NaN  0.696729       0.877504E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2821                 NaN  0.709037       0.888816E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3010                 NaN  0.690386       0.863808E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2903                 NaN  0.700989       0.874876E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2901                 NaN  0.701136       0.871456E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2886                 NaN  0.702657       0.873912E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2913                 NaN  0.700047       0.867491E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2871                 NaN  0.704186       0.870415E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2898                 NaN  0.701506       0.866013E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2886                 NaN  0.702719       0.866280E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        98.9204                 NaN   1.06633       0.133053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.6409                 NaN  0.354914       0.417940E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3017                 NaN  0.689819       0.847602E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2896                 NaN  0.701737       0.864568E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3015                 NaN  0.690057       0.848035E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2633                 NaN  0.727744       0.894279E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3294                 NaN  0.662428       0.814120E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3016                 NaN  0.689930       0.848673E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3033                 NaN  0.688230       0.846154E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3053                 NaN  0.686244       0.845280E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3099                 NaN  0.681673       0.840567E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3088                 NaN  0.682766       0.843704E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3176                 NaN  0.674072       0.831895E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3172                 NaN  0.674426       0.834911E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3201                 NaN  0.671508       0.834472E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3294                 NaN  0.662388       0.822074E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3303                 NaN  0.661452       0.822758E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3343                 NaN  0.657519       0.820438E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3379                 NaN  0.653970       0.817130E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3412                 NaN  0.650637       0.815023E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3501                 NaN  0.641791       0.806304E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.9804                 NaN  0.359476       0.718676E-004  0.660049                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.6576                 NaN  0.108307                 NaN   1.23406                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6784                 NaN  0.106111                 NaN   1.21549                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.0765                 NaN  0.171224                 NaN   1.75231                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.3538                 NaN  0.193817E-001            NaN  0.626847                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7355                 NaN  0.943552E-001            NaN   1.17013                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7783                 NaN  0.951381E-001            NaN   1.12652                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7850                 NaN  0.901373E-001            NaN   1.12484                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.8044                 NaN  0.884769E-001            NaN   1.10713                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8226                 NaN  0.864124E-001            NaN   1.09097                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8411                 NaN  0.816499E-001            NaN   1.07722                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8557                 NaN  0.774069E-001            NaN   1.06688                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8762                 NaN  0.778200E-001            NaN   1.04594                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8922                 NaN  0.759269E-001            NaN   1.03188                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8936                 NaN  0.728885E-001            NaN   1.03346                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9374                 NaN  0.707195E-001            NaN  0.991853                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9382                 NaN  0.671894E-001            NaN  0.994604                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9545                 NaN  0.680611E-001            NaN  0.977470                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9689                 NaN  0.627185E-001            NaN  0.968421                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9797                 NaN  0.570331E-001            NaN  0.963235                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9962                 NaN  0.584573E-001            NaN  0.945344                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0083                 NaN  0.547980E-001            NaN  0.936938                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0221                 NaN  0.539567E-001            NaN  0.923982                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0343                 NaN  0.538679E-001            NaN  0.911873                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0482                 NaN  0.489192E-001            NaN  0.902915                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0561                 NaN  0.456016E-001            NaN  0.898293                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0679                 NaN  0.410291E-001            NaN  0.891037                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0810                 NaN  0.429016E-001            NaN  0.876113                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0927                 NaN  0.421023E-001            NaN  0.865244                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1010                 NaN  0.357199E-001            NaN  0.863313                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1121                 NaN  0.348339E-001            NaN  0.853017                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1215                 NaN  0.326399E-001            NaN  0.845826                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1320                 NaN  0.310174E-001            NaN  0.837006                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1421                 NaN  0.307036E-001            NaN  0.827183                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1508                 NaN  0.264959E-001            NaN  0.822679                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1627                 NaN  0.298423E-001            NaN  0.807474                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1643                 NaN  0.260361E-001            NaN  0.809626                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1833                 NaN  0.217181E-001            NaN  0.794970                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1838                 NaN  0.181033E-001            NaN  0.798063                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1934                 NaN  0.174519E-001            NaN  0.789122                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1986                 NaN  0.118430E-001            NaN  0.789576                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2079                 NaN  0.125340E-001            NaN  0.779586                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2141                 NaN  0.972310E-002            NaN  0.776221                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2168                 NaN  0.516425E-002            NaN  0.778040                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2310                 NaN  0.679737E-002            NaN  0.762164                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2353                 NaN  0.449274E-002            NaN  0.760185                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2393                 NaN  0.139983E-002            NaN  0.759302                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2459                 NaN  0.863645E-006            NaN  0.754086                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2532                 NaN            NaN            NaN  0.746791                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2692                 NaN  0.311697E-001            NaN  0.699651                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2648                 NaN            NaN            NaN  0.735217                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2762                 NaN  0.188274E-001            NaN  0.704983                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.2762                 NaN            NaN            NaN  0.723821                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.1653                 NaN            NaN            NaN  0.125354       0.709324                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.0967                 NaN            NaN            NaN  0.373642E-001  0.865984                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0902                 NaN            NaN            NaN            NaN  0.909775                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0879                 NaN            NaN            NaN            NaN  0.912142                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0784                 NaN            NaN            NaN            NaN  0.921579                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.0667                 NaN            NaN            NaN            NaN  0.933252                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.0564                 NaN            NaN            NaN            NaN  0.943562                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.0364                 NaN            NaN            NaN            NaN  0.963621                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        99.0126                 NaN            NaN            NaN            NaN  0.987433                 NaN            NaN            NaN            NaN            NaN
