|6.6.6
Archiving\03_Data\eqLP/QFM_m3.25/Y98/Y98_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.2193       0.772394       0.831443E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.2192       0.772467       0.831445E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.2191       0.772540       0.831447E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.2191       0.772614       0.831449E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.2190       0.772687       0.831451E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.2189       0.772760       0.831454E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.2189       0.772834       0.831456E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.2188       0.772908       0.831459E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.2187       0.772981       0.831462E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.2186       0.773055       0.831465E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.2186       0.773129       0.831469E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.2185       0.773203       0.831472E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.2184       0.773277       0.831476E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.2183       0.773350       0.831480E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.2183       0.773425       0.831484E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.2182       0.773499       0.831488E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.2181       0.773573       0.831493E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.2180       0.773647       0.831498E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.2180       0.773721       0.831502E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.2179       0.773795       0.831507E-002            NaN            NaN            NaN            NaN            NaN            NaN
