|6.6.6
Archiving\03_Data\fracLP/QFM_m1.25/EETA/EETA_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1498.75        500.000        99.1392                 NaN            NaN            NaN            NaN  0.860757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1446                 NaN            NaN            NaN            NaN  0.855357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1571                 NaN            NaN            NaN            NaN  0.842864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1650                 NaN            NaN            NaN            NaN  0.835041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1711                 NaN            NaN            NaN            NaN  0.828899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1813                 NaN            NaN            NaN            NaN  0.818664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0710                 NaN            NaN            NaN            NaN  0.336595       0.592385                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9642                 NaN            NaN            NaN            NaN  0.582121E-001  0.977557                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9566                 NaN            NaN            NaN            NaN            NaN   1.04335                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9510                 NaN            NaN            NaN            NaN            NaN   1.04899                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.9455                 NaN            NaN            NaN            NaN            NaN   1.05454                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.9325                 NaN            NaN            NaN            NaN            NaN   1.06752                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.9151                 NaN            NaN            NaN            NaN            NaN   1.08494                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.8919                 NaN            NaN            NaN            NaN            NaN   1.10815                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.3951                 NaN            NaN            NaN            NaN            NaN  0.652820       0.952103                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.3334                 NaN            NaN            NaN            NaN            NaN   1.10435       0.562277                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.3589                 NaN            NaN            NaN            NaN            NaN  0.554259        1.08687                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.3907                 NaN            NaN            NaN            NaN            NaN   1.06464       0.544621                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.4129                 NaN            NaN            NaN            NaN            NaN  0.537015        1.05008                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.4376                 NaN            NaN            NaN            NaN            NaN   1.03258       0.529793                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.4617                 NaN            NaN            NaN            NaN            NaN   1.01739       0.520905                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.4853                 NaN            NaN            NaN            NaN            NaN  0.515149       0.999531                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.5091                 NaN            NaN            NaN            NaN            NaN  0.984698       0.506153                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.5269                 NaN            NaN            NaN            NaN            NaN  0.502770       0.970321                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.5531                 NaN            NaN            NaN            NaN            NaN  0.952958       0.493938                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.5726                 NaN            NaN            NaN            NaN            NaN  0.487247       0.940184                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.5925                 NaN            NaN            NaN            NaN            NaN  0.926061       0.481412                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.6100                 NaN            NaN            NaN            NaN            NaN  0.475613       0.914375                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.6297                 NaN            NaN            NaN            NaN            NaN  0.900812       0.469537                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.6497                 NaN            NaN            NaN            NaN            NaN  0.463977       0.886369                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.6665                 NaN            NaN            NaN            NaN            NaN  0.874669       0.458871                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.6813                 NaN            NaN            NaN            NaN            NaN  0.452967       0.865713                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.7031                 NaN            NaN            NaN            NaN            NaN  0.850131       0.446773                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.7173                 NaN            NaN            NaN            NaN            NaN  0.840395       0.442338                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.7318                 NaN            NaN            NaN            NaN            NaN  0.830684       0.437566                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.7496                 NaN            NaN            NaN            NaN            NaN  0.431301       0.819095                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.7638                 NaN            NaN            NaN            NaN            NaN  0.809358       0.426875                 NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        98.7778                 NaN            NaN            NaN            NaN            NaN  0.423574       0.798628                 NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        98.7921                 NaN            NaN            NaN            NaN            NaN  0.789189       0.418663                 NaN            NaN            NaN            NaN            NaN
  1401.00        500.000        97.2532                 NaN            NaN            NaN            NaN            NaN   1.05160       0.906948       0.788277                 NaN            NaN            NaN            NaN
  1398.50        500.000        96.9790                 NaN            NaN            NaN            NaN            NaN   1.16658       0.911584       0.942887                 NaN            NaN            NaN            NaN
  1395.99        500.000        97.0583                 NaN            NaN            NaN            NaN            NaN   1.13647       0.887719       0.917552                 NaN            NaN            NaN            NaN
  1393.48        500.000        97.1343                 NaN            NaN            NaN            NaN            NaN  0.865307        1.10732       0.893091                 NaN            NaN            NaN            NaN
  1390.98        500.000        97.2081                 NaN            NaN            NaN            NaN            NaN  0.843160        1.07919       0.869581                 NaN            NaN            NaN            NaN
  1388.47        500.000        97.2776                 NaN            NaN            NaN            NaN            NaN  0.821924        1.05319       0.847294                 NaN            NaN            NaN            NaN
  1385.96        500.000        97.3413                 NaN            NaN            NaN            NaN            NaN  0.802132        1.03023       0.826364                 NaN            NaN            NaN            NaN
  1383.46        500.000        97.4055                 NaN            NaN            NaN            NaN            NaN  0.782868        1.00597       0.805698                 NaN            NaN            NaN            NaN
  1380.95        500.000        97.4631                 NaN            NaN            NaN            NaN            NaN  0.764987       0.985462       0.786474                 NaN            NaN            NaN            NaN
  1378.45        500.000        97.5194                 NaN            NaN            NaN            NaN            NaN  0.965295       0.747161       0.768145                 NaN            NaN            NaN            NaN
  1375.94        500.000        97.5730                 NaN            NaN            NaN            NaN            NaN  0.945471       0.731165       0.750404                 NaN            NaN            NaN            NaN
  1373.43        500.000        97.6207                 NaN            NaN            NaN            NaN            NaN  0.715348       0.929260       0.734691                 NaN            NaN            NaN            NaN
  1370.93        500.000        97.6770                 NaN            NaN            NaN            NaN            NaN  0.909357       0.697788       0.715815                 NaN            NaN            NaN            NaN
  1368.42        500.000        97.7213                 NaN            NaN            NaN            NaN            NaN  0.683906       0.893423       0.701362                 NaN            NaN            NaN            NaN
  1365.91        500.000        97.7647                 NaN            NaN            NaN            NaN            NaN  0.879029       0.669630       0.686683                 NaN            NaN            NaN            NaN
  1363.41        500.000        97.8056                 NaN            NaN            NaN            NaN            NaN  0.656537       0.865151       0.672697                 NaN            NaN            NaN            NaN
  1360.90        500.000        97.8180                 NaN            NaN  0.101698E-001            NaN            NaN  0.662081       0.837725       0.672058                 NaN            NaN            NaN            NaN
  1358.40        500.000        97.9136                 NaN            NaN  0.330967                 NaN            NaN  0.809625       0.240925       0.704891                 NaN            NaN            NaN            NaN
  1355.89        500.000        97.9401                 NaN            NaN  0.399559                 NaN            NaN  0.108887       0.840267       0.711162                 NaN            NaN            NaN            NaN
  1353.38        500.000        97.9828                 NaN            NaN  0.400556                 NaN            NaN  0.832277       0.869478E-001  0.697406                 NaN            NaN            NaN            NaN
  1350.88        500.000        98.0241                 NaN            NaN  0.398943                 NaN            NaN  0.823187       0.705135E-001  0.683287                 NaN            NaN            NaN            NaN
  1348.37        500.000        98.0664                 NaN            NaN  0.398032                 NaN            NaN  0.524329E-001  0.813957       0.669210                 NaN            NaN            NaN            NaN
  1345.86        500.000        98.1021                 NaN            NaN  0.395448                 NaN            NaN  0.401919E-001  0.805677       0.656565                 NaN            NaN            NaN            NaN
  1343.36        500.000        98.1460                 NaN            NaN  0.393267                 NaN            NaN  0.795973       0.231589E-001  0.641602                 NaN            NaN            NaN            NaN
  1340.85        500.000        98.1809                 NaN            NaN  0.389695                 NaN            NaN  0.124584E-001  0.787670       0.629290                 NaN            NaN            NaN            NaN
  1338.35        500.000        98.2084                 NaN            NaN  0.365483                 NaN            NaN  0.755177       0.557815E-001  0.615164                 NaN            NaN            NaN            NaN
  1335.84        500.000        98.2457                 NaN            NaN  0.365900                 NaN            NaN  0.751935       0.337592E-001  0.602670                 NaN            NaN            NaN            NaN
  1333.33        500.000        98.2760                 NaN            NaN  0.374933                 NaN            NaN  0.754103                 NaN  0.594939                 NaN            NaN            NaN            NaN
  1330.83        500.000        98.2967                 NaN            NaN  0.311456                 NaN            NaN  0.686357       0.132194       0.573286                 NaN            NaN            NaN            NaN
  1328.32        500.000        98.3503                 NaN            NaN  0.359089                 NaN            NaN  0.724586                 NaN  0.566004                 NaN            NaN            NaN            NaN
  1325.81        500.000        98.3685                 NaN            NaN  0.357543                 NaN            NaN  0.712577                 NaN  0.561342                 NaN            NaN            NaN            NaN
  1323.31        500.000        98.4227                 NaN            NaN  0.340181                 NaN            NaN  0.699727                 NaN  0.537390                 NaN            NaN            NaN            NaN
  1320.80        500.000        98.4354                 NaN            NaN  0.335895                 NaN            NaN  0.695459                 NaN  0.533241                 NaN            NaN            NaN            NaN
  1318.30        500.000        98.4637                 NaN            NaN  0.328444                 NaN            NaN  0.685869                 NaN  0.521947                 NaN            NaN            NaN            NaN
  1315.79        500.000        98.4910                 NaN            NaN  0.321389                 NaN            NaN  0.676088                 NaN  0.511515                 NaN            NaN            NaN            NaN
  1313.28        500.000        98.5185                 NaN            NaN  0.315576                 NaN            NaN  0.664330                 NaN  0.501630                 NaN            NaN            NaN            NaN
  1310.78        500.000        98.4602                 NaN            NaN  0.307501                 NaN            NaN  0.689960                 NaN  0.514085       0.282914E-001            NaN            NaN            NaN
  1308.27        500.000        98.3391                 NaN            NaN  0.298529                 NaN            NaN  0.738099                 NaN  0.544943       0.793393E-001            NaN            NaN            NaN
  1305.76        500.000        98.3784                 NaN            NaN  0.291475                 NaN            NaN  0.721801                 NaN  0.531684       0.766845E-001            NaN            NaN            NaN
  1303.26        500.000        98.4202                 NaN            NaN  0.285749                 NaN            NaN  0.701826                 NaN  0.518125       0.741248E-001            NaN            NaN            NaN
  1300.75        500.000        98.4591                 NaN            NaN  0.279151                 NaN            NaN  0.684792                 NaN  0.505279       0.716595E-001            NaN            NaN            NaN
  1298.25        500.000        98.4963                 NaN            NaN  0.273831                 NaN            NaN  0.667543                 NaN  0.493018       0.693381E-001            NaN            NaN            NaN
  1295.74        500.000        98.5340                 NaN            NaN  0.267230                 NaN            NaN  0.651251                 NaN  0.480487       0.670132E-001            NaN            NaN            NaN
  1293.23        500.000        98.5709                 NaN            NaN  0.261682                 NaN            NaN  0.634038                 NaN  0.468561       0.648304E-001            NaN            NaN            NaN
  1290.73        500.000        98.6054                 NaN            NaN  0.254575                 NaN            NaN  0.620713                 NaN  0.456633       0.626329E-001            NaN            NaN            NaN
  1288.22        500.000        98.6396                 NaN            NaN  0.250161                 NaN            NaN  0.603773                 NaN  0.445817       0.606013E-001            NaN            NaN            NaN
  1285.71        500.000        98.6728                 NaN            NaN  0.241919                 NaN            NaN  0.592808                 NaN  0.433981       0.585065E-001            NaN            NaN            NaN
  1283.21        500.000        98.7052                 NaN            NaN  0.236300                 NaN            NaN  0.578608                 NaN  0.423332       0.565966E-001            NaN            NaN            NaN
  1280.70        500.000        98.7375                 NaN            NaN  0.230397                 NaN            NaN  0.564861                 NaN  0.412571       0.547003E-001            NaN            NaN            NaN
  1278.20        500.000        98.7690                 NaN            NaN  0.223983                 NaN            NaN  0.552223                 NaN  0.401979       0.528598E-001            NaN            NaN            NaN
  1275.69        500.000        98.7966                 NaN            NaN  0.218779                 NaN            NaN  0.540892                 NaN  0.392602       0.511274E-001            NaN            NaN            NaN
  1273.18        500.000        98.8288                 NaN            NaN  0.211490                 NaN            NaN  0.528851                 NaN  0.381596       0.492932E-001            NaN            NaN            NaN
  1270.68        500.000        98.8582                 NaN            NaN  0.205154                 NaN            NaN  0.517041                 NaN  0.371904       0.476674E-001            NaN            NaN            NaN
  1268.17        500.000        98.8866                 NaN            NaN  0.199407                 NaN            NaN  0.505609                 NaN  0.362346       0.460286E-001            NaN            NaN            NaN
  1265.66        500.000        98.9140                 NaN            NaN  0.194155                 NaN            NaN  0.494216                 NaN  0.353191       0.444623E-001            NaN            NaN            NaN
  1263.16        500.000        93.6261                 NaN            NaN  0.460746                 NaN            NaN   1.28934                 NaN  0.959545       0.151817        3.51240                 NaN            NaN
  1260.65        500.000        89.9274                 NaN            NaN  0.626832                 NaN            NaN   1.84200                 NaN   1.36929       0.222820        6.01166                 NaN            NaN
  1258.15        500.000        91.0320                 NaN            NaN  0.552956                 NaN            NaN   1.66130                 NaN   1.22584       0.196535        5.33133                 NaN            NaN
  1255.64        500.000        91.9300                 NaN            NaN  0.492038                 NaN            NaN   1.51269                 NaN   1.10786       0.175006        4.78243                 NaN            NaN
  1253.13        500.000        92.6754                 NaN            NaN  0.438763                 NaN            NaN   1.38928                 NaN   1.00846       0.156922        4.33114                 NaN            NaN
  1250.63        500.000        93.2955                 NaN            NaN  0.399697                 NaN            NaN   1.28283                 NaN  0.925112       0.141873        3.95494                 NaN            NaN
  1248.12        500.000        93.8421                 NaN            NaN  0.362305                 NaN            NaN   1.18627                 NaN  0.850615       0.128604        3.63013                 NaN            NaN
  1245.61        500.000        94.3086                 NaN            NaN  0.331644                 NaN            NaN   1.10360                 NaN  0.786256       0.117104        3.35284                 NaN            NaN
  1243.11        500.000        94.7194                 NaN            NaN  0.304299                 NaN            NaN   1.02981                 NaN  0.728878       0.106913        3.11069                 NaN            NaN
  1240.60        500.000        95.0800                 NaN            NaN  0.280466                 NaN            NaN  0.963446                 NaN  0.678025       0.979488E-001   2.90015                 NaN            NaN
  1238.10        500.000        95.4121                 NaN            NaN  0.257867                 NaN            NaN  0.905528                 NaN  0.630252       0.895519E-001   2.70472                 NaN            NaN
  1235.59        500.000        95.7009                 NaN            NaN  0.238837                 NaN            NaN  0.851312                 NaN  0.588644       0.822845E-001   2.53806                 NaN            NaN
  1233.08        500.000        95.9662                 NaN            NaN  0.221654                 NaN            NaN  0.801618                 NaN  0.549961       0.756011E-001   2.38499                 NaN            NaN
  1230.58        500.000        96.2108                 NaN            NaN  0.204381                 NaN            NaN  0.756785                 NaN  0.514046       0.694671E-001   2.24455                 NaN            NaN
  1228.07        500.000        96.4325                 NaN            NaN  0.188298                 NaN            NaN  0.716693                 NaN  0.481223       0.637843E-001   2.11749                 NaN            NaN
  1225.56        500.000        96.6316                 NaN            NaN  0.177214                 NaN            NaN  0.676748                 NaN  0.451547       0.588725E-001   2.00404                 NaN            NaN
  1223.06        500.000        96.8218                 NaN            NaN  0.160291                 NaN            NaN  0.646505                 NaN  0.423228       0.539390E-001   1.89422                 NaN            NaN
  1220.55        500.000        96.9092                 NaN            NaN  0.384729E-001            NaN            NaN  0.320802       0.471521       0.408815       0.441117E-001   1.80710                 NaN            NaN
  1218.05        500.000        97.0500                 NaN            NaN  0.140450E-001            NaN            NaN  0.244172       0.544565       0.387983       0.394692E-001   1.71980                 NaN            NaN
  1215.54        500.000        97.1867                 NaN            NaN            NaN            NaN            NaN  0.195941       0.575319       0.367385       0.356338E-001   1.63902                 NaN            NaN
  1213.03        500.000        97.3254                 NaN            NaN            NaN            NaN            NaN  0.180886       0.552538       0.347234       0.326869E-001   1.56121                 NaN            NaN
  1210.53        500.000        90.3366                 NaN            NaN  0.277717                 NaN            NaN   1.05174                 NaN  0.898653       0.733755E-001   4.22610        3.13578                 NaN
  1208.02        500.000        71.3488                 NaN            NaN  0.752403                 NaN            NaN   2.41303                 NaN   2.42389       0.163934        11.3510        11.5470                 NaN
  1205.51        500.000        75.5018                 NaN            NaN  0.648509                 NaN            NaN   2.06750                 NaN   2.06592       0.137523        9.69987        9.87890                 NaN
  1203.01        500.000        77.7350                 NaN            NaN  0.600700                 NaN            NaN   1.80767                 NaN   1.87401       0.122148        8.82942        9.03111                 NaN
  1200.50        500.000        73.2185                 NaN            NaN  0.710316                 NaN            NaN   2.22452                 NaN   2.27225       0.145995        10.7920        10.6365                 NaN
  1197.99        500.000        93.1676                 NaN            NaN  0.169073                 NaN            NaN  0.630189                 NaN  0.504179       0.358693E-001   2.52585        2.96721                 NaN
  1195.49        500.000        74.5453                 NaN            NaN  0.752281                 NaN            NaN   1.64100                 NaN   2.08356       0.135855        10.2033        10.6386                 NaN
  1192.98        500.000        95.6848                 NaN            NaN  0.328797E-001            NaN            NaN  0.791526                 NaN  0.355269       0.228172E-001   1.78622        1.32647                 NaN
  1190.48        500.000        83.4924                 NaN            NaN  0.428246                 NaN            NaN   1.19408                 NaN   1.30679       0.854612E-001   6.78740        6.70560                 NaN
  1187.97        500.000        74.2166                 NaN            NaN            NaN            NaN            NaN  0.358475        2.39058        2.03190       0.876713E-001   10.6713        10.2434                 NaN
  1185.46        500.000                 NaN            NaN            NaN   2.28458                 NaN            NaN   5.46506       0.557549E-004   7.15178       0.486456        43.5624        41.0497                 NaN
  1182.96        500.000                 NaN            NaN            NaN   2.29949                 NaN            NaN   5.44034       0.335902E-004   7.15164       0.487206        43.5628        41.0585                 NaN
  1180.45        500.000                 NaN            NaN            NaN   2.24542                 NaN            NaN   5.54188       0.138465E-004   7.16170       0.482123        43.5305        41.0384                 NaN
  1177.94        500.000                 NaN            NaN            NaN   2.29330                 NaN            NaN   5.44713                 NaN   7.14872       0.487506        43.5638        41.0596                 NaN
  1175.44        500.000                 NaN            NaN            NaN   2.28851                 NaN            NaN   5.46379       0.409147E-005   7.15582       0.485093        43.5379        41.0688                 NaN
  1172.93        500.000                 NaN            NaN            NaN   2.30657                 NaN            NaN   5.43806                 NaN   7.15413       0.485827        43.5380        41.0774                 NaN
  1170.43        500.000                 NaN            NaN            NaN   3.23783                 NaN            NaN  0.423464E-005  0.936812E-001   6.58882       0.580906        45.2220        41.1211        3.15569     
  1167.92        500.000                 NaN            NaN            NaN   2.06371                 NaN            NaN   5.88446                 NaN   7.20022       0.464011        43.4139        40.9737                 NaN
  1165.41        500.000                 NaN            NaN            NaN   2.36477                 NaN            NaN   5.33746                 NaN   7.15575       0.489370        43.5490        41.1037                 NaN
  1162.91        500.000                 NaN            NaN            NaN   2.39295                 NaN            NaN   5.27401                 NaN   7.15840       0.494219        43.5651        41.1153                 NaN
  1160.40        500.000                 NaN            NaN            NaN   2.16773                 NaN            NaN   5.70566                 NaN   7.19130       0.470959        43.4383        41.0260                 NaN
  1157.89        500.000                 NaN            NaN            NaN   2.19587                 NaN            NaN   5.65748                 NaN   7.18916       0.472792        43.4441        41.0406                 NaN
  1155.39        500.000                 NaN            NaN            NaN   2.23469                 NaN            NaN   5.58978                 NaN   7.18584       0.475518        43.4543        41.0599                 NaN
  1152.88        500.000                 NaN            NaN            NaN   2.24566                 NaN            NaN   5.57246                 NaN   7.18576       0.475996        43.4530        41.0671                 NaN
  1150.38        500.000                 NaN            NaN            NaN   2.26757                 NaN            NaN   5.53531                 NaN   7.18450       0.477363        43.4562        41.0790                 NaN
  1147.87        500.000                 NaN            NaN            NaN   2.46832                 NaN            NaN   5.16310                 NaN   7.15273       0.495237        43.5553        41.1653                 NaN
  1145.36        500.000                 NaN            NaN            NaN   2.47817                 NaN            NaN   5.14715                 NaN   7.15300       0.495672        43.5540        41.1720                 NaN
  1142.86        500.000                 NaN            NaN            NaN   2.48768                 NaN            NaN   5.13184                 NaN   7.15332       0.496080        43.5525        41.1786                 NaN
  1140.35        500.000                 NaN            NaN            NaN   2.49696                 NaN            NaN   5.11691                 NaN   7.15367       0.496474        43.5509        41.1851                 NaN
  1137.84        500.000                 NaN            NaN            NaN   2.50604                 NaN            NaN   5.10234                 NaN   7.15403       0.496857        43.5492        41.1915                 NaN
  1135.34        500.000                 NaN            NaN            NaN   2.51486                 NaN            NaN   5.08825                 NaN   7.15443       0.497219        43.5474        41.1979                 NaN
  1132.83        500.000                 NaN            NaN            NaN   2.50397                 NaN            NaN   5.09483                 NaN   7.15219       0.499050        43.5564        41.1936                 NaN
  1130.33        500.000                 NaN            NaN            NaN   2.53208                 NaN            NaN   5.06077                 NaN   7.15526       0.497922        43.5436        41.2103                 NaN
  1127.82        500.000                 NaN            NaN            NaN   2.54137                 NaN            NaN   5.04567                 NaN   7.15553       0.498351        43.5422        41.2168                 NaN
  1125.31        500.000                 NaN            NaN            NaN   2.53632                 NaN            NaN   5.04477                 NaN   7.15677       0.499963        43.5468        41.2154                 NaN
  1122.81        500.000                 NaN            NaN            NaN   2.54152                 NaN            NaN   5.03855                 NaN   7.15759       0.499767        43.5428        41.2197                 NaN
  1120.30        500.000                 NaN            NaN            NaN   2.54672                 NaN            NaN   5.03094                 NaN   7.15765       0.499981        43.5402        41.2245                 NaN
  1117.79        500.000                 NaN            NaN            NaN   2.57206                 NaN            NaN   4.99761                 NaN   7.15773       0.499478        43.5328        41.2403                 NaN
  1115.29        500.000                 NaN            NaN            NaN   2.57958                 NaN            NaN   4.98582                 NaN   7.15829       0.499759        43.5304        41.2461                 NaN
  1112.78        500.000                 NaN            NaN            NaN   2.58695                 NaN            NaN   4.97432                 NaN   7.15887       0.500028        43.5280        41.2519                 NaN
  1110.28        500.000                 NaN            NaN            NaN   2.59420                 NaN            NaN   4.96301                 NaN   7.15946       0.500291        43.5254        41.2576                 NaN
  1107.77        500.000                 NaN            NaN            NaN   2.60128                 NaN            NaN   4.95203                 NaN   7.16008       0.500541        43.5228        41.2632                 NaN
  1105.26        500.000                 NaN            NaN            NaN   2.58720                 NaN            NaN   4.96447                 NaN   7.16069       0.502068        43.5282        41.2574                 NaN
  1102.76        500.000                 NaN            NaN            NaN   2.61449                 NaN            NaN   4.93191                 NaN   7.16151       0.500954        43.5170        41.2742                 NaN
  1100.25        500.000                 NaN            NaN            NaN   2.62122                 NaN            NaN   4.92157                 NaN   7.16218       0.501181        43.5142        41.2797                 NaN
  1097.74        500.000                 NaN            NaN            NaN   2.62791                 NaN            NaN   4.91129                 NaN   7.16286       0.501409        43.5113        41.2852                 NaN
  1095.24        500.000                 NaN            NaN            NaN   2.63314                 NaN            NaN   4.90393                 NaN   7.16386       0.501480        43.5074        41.2902                 NaN
  1092.73        500.000                 NaN            NaN            NaN   3.17037                 NaN            NaN  0.422762E-005  0.995783        6.69073       0.572193        44.8989        41.2177        2.45432     
  1090.23        500.000                 NaN            NaN            NaN   2.64722                 NaN            NaN   4.88185                 NaN   7.16504       0.502037        43.5024        41.3014                 NaN
  1087.72        500.000                 NaN            NaN            NaN   2.65340                 NaN            NaN   4.87250                 NaN   7.16582       0.502227        43.4993        41.3067                 NaN
  1085.21        500.000                 NaN            NaN            NaN   2.65942                 NaN            NaN   4.86347                 NaN   7.16662       0.502405        43.4961        41.3120                 NaN
  1082.71        500.000                 NaN            NaN            NaN   2.66359                 NaN            NaN   4.85825                 NaN   7.16785       0.502374        43.4914        41.3166                 NaN
  1080.20        500.000                 NaN            NaN            NaN   2.66950                 NaN            NaN   4.84943                 NaN   7.16868       0.502544        43.4880        41.3218                 NaN
  1077.69        500.000                 NaN            NaN            NaN   2.67608                 NaN            NaN   4.83920                 NaN   7.16935       0.502798        43.4853        41.3273                 NaN
  1075.19        500.000                 NaN            NaN            NaN   2.68148                 NaN            NaN   4.83138                 NaN   7.17030       0.502919        43.4816        41.3323                 NaN
  1072.68        500.000                 NaN            NaN            NaN   2.68675                 NaN            NaN   4.82384                 NaN   7.17127       0.503029        43.4778        41.3373                 NaN
  1070.18        500.000                 NaN            NaN            NaN   2.69194                 NaN            NaN   4.81644                 NaN   7.17227       0.503132        43.4739        41.3423                 NaN
  1067.67        500.000                 NaN            NaN            NaN   2.69714                 NaN            NaN   4.80902                 NaN   7.17327       0.503240        43.4701        41.3473                 NaN
  1065.16        500.000                 NaN            NaN            NaN   2.70326                 NaN            NaN   4.78221                 NaN   7.16651       0.506733        43.4925        41.3487                 NaN
  1062.66        500.000                 NaN            NaN            NaN   2.70952                 NaN            NaN   4.78994                 NaN   7.17475       0.503708        43.4642        41.3579                 NaN
  1060.15        500.000                 NaN            NaN            NaN   2.71273                 NaN            NaN   4.78668                 NaN   7.17626       0.503585        43.4585        41.3622                 NaN
  1057.64        500.000                 NaN            NaN            NaN   2.71775                 NaN            NaN   4.77949                 NaN   7.17728       0.503690        43.4546        41.3671                 NaN
  1055.14        500.000                 NaN            NaN            NaN   2.71344                 NaN            NaN   4.77108                 NaN   7.17183       0.506783        43.4720        41.3648                 NaN
  1052.63        500.000                 NaN            NaN            NaN   2.70671                 NaN            NaN   4.78882                 NaN   7.18008       0.504324        43.4544        41.3656                 NaN
  1050.13        500.000                 NaN            NaN            NaN   2.73438                 NaN            NaN   4.75482                 NaN   7.18002       0.504208        43.4441        41.3825                 NaN
  1047.62        500.000                 NaN            NaN            NaN   2.74342                 NaN            NaN   4.71618                 NaN   7.17501       0.507840        43.4732        41.3843                 NaN
  1045.11        500.000                 NaN            NaN            NaN   2.74142                 NaN            NaN   4.74700                 NaN   7.18294       0.504058        43.4333        41.3913                 NaN
  1042.61        500.000                 NaN            NaN            NaN   2.73670                 NaN            NaN   4.73428                 NaN   7.17599       0.507587        43.4572        41.3882                 NaN
  1040.10        500.000                 NaN            NaN            NaN   2.75008                 NaN            NaN   4.73565                 NaN   7.18544       0.504125        43.4240        41.4008                 NaN
  1037.59        500.000                 NaN            NaN            NaN   2.75472                 NaN            NaN   4.72928                 NaN   7.18661       0.504203        43.4196        41.4056                 NaN
  1035.09        500.000                 NaN            NaN            NaN   2.76182                 NaN            NaN   4.71743                 NaN   7.18706       0.504616        43.4179        41.4112                 NaN
  1032.58        500.000                 NaN            NaN            NaN   2.76617                 NaN            NaN   4.71167                 NaN   7.18831       0.504664        43.4133        41.4159                 NaN
  1030.08        500.000                 NaN            NaN            NaN   2.74140                 NaN            NaN   4.74286                 NaN   7.18747       0.505647        43.4159        41.4067                 NaN
  1027.57        500.000                 NaN            NaN            NaN   2.74396                 NaN            NaN   4.74473                 NaN   7.19035       0.504767        43.4051        41.4111                 NaN
  1025.06        500.000                 NaN            NaN            NaN   2.74802                 NaN            NaN   4.73885                 NaN   7.19213       0.504876        43.4008        41.4153                 NaN
  1022.56        500.000                 NaN            NaN            NaN   2.75656                 NaN            NaN   4.72416                 NaN   7.19155       0.505426        43.4005        41.4218                 NaN
  1020.05        500.000                 NaN            NaN            NaN   2.75737                 NaN            NaN   4.75137                 NaN   7.20528       0.500686        43.3555        41.4298                 NaN
  1017.54        500.000                 NaN            NaN            NaN   2.99444                 NaN            NaN   4.12184       0.224904E-004   7.08885       0.540313        43.7903        41.4642                 NaN
  1015.04        500.000                 NaN            NaN            NaN   3.02287                 NaN            NaN   4.12873       0.190829E-003   7.09009       0.540245        43.7228        41.4950                 NaN
