|6.6.6
Archiving\03_Data\fracLP/QFM_m1.25/EETA/EETA_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1498.75        500.000        99.0064                 NaN            NaN            NaN            NaN  0.993619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0125                 NaN            NaN            NaN            NaN  0.987457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0267                 NaN            NaN            NaN            NaN  0.973343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0352                 NaN            NaN            NaN            NaN  0.964798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0417                 NaN            NaN            NaN            NaN  0.958261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0530                 NaN            NaN            NaN            NaN  0.946992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.9284                 NaN            NaN            NaN            NaN  0.389471       0.682099                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.8064                 NaN            NaN            NaN            NaN  0.673904E-001   1.12621                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.7970                 NaN            NaN            NaN            NaN            NaN   1.20296                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.7897                 NaN            NaN            NaN            NaN            NaN   1.21034                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.7824                 NaN            NaN            NaN            NaN            NaN   1.21763                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.7665                 NaN            NaN            NaN            NaN            NaN   1.23350                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.7458                 NaN            NaN            NaN            NaN            NaN   1.25422                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.7178                 NaN            NaN            NaN            NaN            NaN   1.28218                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.1544                 NaN            NaN            NaN            NaN            NaN  0.755419        1.09017                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.0832                 NaN            NaN            NaN            NaN            NaN   1.26543       0.651327                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.1109                 NaN            NaN            NaN            NaN            NaN  0.642714        1.24637                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.1459                 NaN            NaN            NaN            NaN            NaN   1.22186       0.632255                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.1697                 NaN            NaN            NaN            NaN            NaN  0.624090        1.20622                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.1965                 NaN            NaN            NaN            NaN            NaN   1.18711       0.616427                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.2225                 NaN            NaN            NaN            NaN            NaN   1.17071       0.606830                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.2482                 NaN            NaN            NaN            NaN            NaN  0.600739        1.15110                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.2740                 NaN            NaN            NaN            NaN            NaN   1.13506       0.590952                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.2925                 NaN            NaN            NaN            NaN            NaN  0.587841        1.11963                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.3214                 NaN            NaN            NaN            NaN            NaN   1.10051       0.578125                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.3422                 NaN            NaN            NaN            NaN            NaN  0.570991        1.08681                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.3638                 NaN            NaN            NaN            NaN            NaN   1.07137       0.564807                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.3823                 NaN            NaN            NaN            NaN            NaN  0.558762        1.05897                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.4033                 NaN            NaN            NaN            NaN            NaN   1.04435       0.552360                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.4251                 NaN            NaN            NaN            NaN            NaN  0.546417        1.02853                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.4429                 NaN            NaN            NaN            NaN            NaN   1.01598       0.541142                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.4583                 NaN            NaN            NaN            NaN            NaN  0.534966        1.00671                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.4822                 NaN            NaN            NaN            NaN            NaN  0.989487       0.528273                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.4971                 NaN            NaN            NaN            NaN            NaN  0.979205       0.523722                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.5122                 NaN            NaN            NaN            NaN            NaN  0.968979       0.518821                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.5316                 NaN            NaN            NaN            NaN            NaN  0.512013       0.956417                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.5465                 NaN            NaN            NaN            NaN            NaN  0.946051       0.507488                 NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        98.5612                 NaN            NaN            NaN            NaN            NaN  0.504302       0.934497                 NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        98.5764                 NaN            NaN            NaN            NaN            NaN  0.924531       0.499103                 NaN            NaN            NaN            NaN            NaN
  1401.00        500.000        96.9323                 NaN            NaN            NaN            NaN            NaN   1.25435        1.06277       0.750584                 NaN            NaN            NaN            NaN
  1398.50        500.000        96.6386                 NaN            NaN            NaN            NaN            NaN   1.39382        1.06963       0.897989                 NaN            NaN            NaN            NaN
  1395.99        500.000        96.7219                 NaN            NaN            NaN            NaN            NaN   1.36048        1.04333       0.874292                 NaN            NaN            NaN            NaN
  1393.48        500.000        96.8018                 NaN            NaN            NaN            NaN            NaN   1.01862        1.32813       0.851427                 NaN            NaN            NaN            NaN
  1390.98        500.000        96.8795                 NaN            NaN            NaN            NaN            NaN  0.994158        1.29686       0.829467                 NaN            NaN            NaN            NaN
  1388.47        500.000        96.9526                 NaN            NaN            NaN            NaN            NaN  0.970713        1.26805       0.808667                 NaN            NaN            NaN            NaN
  1385.96        500.000        97.0189                 NaN            NaN            NaN            NaN            NaN  0.949025        1.24294       0.789155                 NaN            NaN            NaN            NaN
  1383.46        500.000        97.0864                 NaN            NaN            NaN            NaN            NaN  0.927748        1.21597       0.769896                 NaN            NaN            NaN            NaN
  1380.95        500.000        97.1461                 NaN            NaN            NaN            NaN            NaN  0.908197        1.19366       0.752003                 NaN            NaN            NaN            NaN
  1378.45        500.000        97.2049                 NaN            NaN            NaN            NaN            NaN   1.17157       0.888583       0.734963                 NaN            NaN            NaN            NaN
  1375.94        500.000        97.2605                 NaN            NaN            NaN            NaN            NaN   1.14983       0.871183       0.718481                 NaN            NaN            NaN            NaN
  1373.43        500.000        97.3097                 NaN            NaN            NaN            NaN            NaN  0.853918        1.13247       0.703932                 NaN            NaN            NaN            NaN
  1370.93        500.000        97.3689                 NaN            NaN            NaN            NaN            NaN   1.11042       0.834370       0.686354                 NaN            NaN            NaN            NaN
  1368.42        500.000        97.4145                 NaN            NaN            NaN            NaN            NaN  0.819318        1.09318       0.673002                 NaN            NaN            NaN            NaN
  1365.91        500.000        97.4590                 NaN            NaN            NaN            NaN            NaN   1.07784       0.803754       0.659426                 NaN            NaN            NaN            NaN
  1363.41        500.000        97.5008                 NaN            NaN            NaN            NaN            NaN  0.789595        1.06308       0.646510                 NaN            NaN            NaN            NaN
  1360.90        500.000        97.5099                 NaN            NaN  0.139071E-001            NaN            NaN  0.797861        1.03189       0.646416                 NaN            NaN            NaN            NaN
  1358.40        500.000        97.5919                 NaN            NaN  0.454229                 NaN            NaN  0.977750       0.297349       0.678808                 NaN            NaN            NaN            NaN
  1355.89        500.000        97.6120                 NaN            NaN  0.550432                 NaN            NaN  0.134736        1.01700       0.685816                 NaN            NaN            NaN            NaN
  1353.38        500.000        97.6548                 NaN            NaN  0.553936                 NaN            NaN   1.00982       0.107865       0.673573                 NaN            NaN            NaN            NaN
  1350.88        500.000        97.6960                 NaN            NaN  0.553870                 NaN            NaN   1.00144       0.877116E-001  0.660963                 NaN            NaN            NaN            NaN
  1348.37        500.000        97.7388                 NaN            NaN  0.554704                 NaN            NaN  0.653979E-001  0.992682       0.648376                 NaN            NaN            NaN            NaN
  1345.86        500.000        97.7740                 NaN            NaN  0.553443                 NaN            NaN  0.502656E-001  0.985113       0.637151                 NaN            NaN            NaN            NaN
  1343.36        500.000        97.8192                 NaN            NaN  0.552329                 NaN            NaN  0.975732       0.290408E-001  0.623664                 NaN            NaN            NaN            NaN
  1340.85        500.000        97.8540                 NaN            NaN  0.549478                 NaN            NaN  0.156661E-001  0.968152       0.612719                 NaN            NaN            NaN            NaN
  1338.35        500.000        97.8819                 NaN            NaN  0.517329                 NaN            NaN  0.930450       0.703299E-001  0.599971                 NaN            NaN            NaN            NaN
  1335.84        500.000        97.9197                 NaN            NaN  0.519885                 NaN            NaN  0.928972       0.426793E-001  0.588790                 NaN            NaN            NaN            NaN
  1333.33        500.000        97.9488                 NaN            NaN  0.534730                 NaN            NaN  0.934248                 NaN  0.582247                 NaN            NaN            NaN            NaN
  1330.83        500.000        97.9717                 NaN            NaN  0.445829                 NaN            NaN  0.852445       0.168026       0.562020                 NaN            NaN            NaN            NaN
  1328.32        500.000        98.0261                 NaN            NaN  0.515998                 NaN            NaN  0.902029                 NaN  0.555869                 NaN            NaN            NaN            NaN
  1325.81        500.000        98.0432                 NaN            NaN  0.515408                 NaN            NaN  0.889154                 NaN  0.552277                 NaN            NaN            NaN            NaN
  1323.31        500.000        98.1020                 NaN            NaN  0.492482                 NaN            NaN  0.875838                 NaN  0.529681                 NaN            NaN            NaN            NaN
  1320.80        500.000        98.1126                 NaN            NaN  0.487966                 NaN            NaN  0.872887                 NaN  0.526534                 NaN            NaN            NaN            NaN
  1318.30        500.000        98.1415                 NaN            NaN  0.479009                 NaN            NaN  0.863145                 NaN  0.516327                 NaN            NaN            NaN            NaN
  1315.79        500.000        98.1695                 NaN            NaN  0.470392                 NaN            NaN  0.853139                 NaN  0.506942                 NaN            NaN            NaN            NaN
  1313.28        500.000        98.1980                 NaN            NaN  0.463538                 NaN            NaN  0.840351                 NaN  0.498070                 NaN            NaN            NaN            NaN
  1310.78        500.000        98.1121                 NaN            NaN  0.453294                 NaN            NaN  0.875060                 NaN  0.511358       0.482086E-001            NaN            NaN            NaN
  1308.27        500.000        97.9413                 NaN            NaN  0.441687                 NaN            NaN  0.938449                 NaN  0.543138       0.135470                 NaN            NaN            NaN
  1305.76        500.000        97.9836                 NaN            NaN  0.433081                 NaN            NaN  0.920748                 NaN  0.531274       0.131275                 NaN            NaN            NaN
  1303.26        500.000        98.0295                 NaN            NaN  0.426301                 NaN            NaN  0.897966                 NaN  0.519047       0.127221                 NaN            NaN            NaN
  1300.75        500.000        98.0722                 NaN            NaN  0.418149                 NaN            NaN  0.878911                 NaN  0.507465       0.123307                 NaN            NaN            NaN
  1298.25        500.000        98.1128                 NaN            NaN  0.411882                 NaN            NaN  0.859306                 NaN  0.496405       0.119619                 NaN            NaN            NaN
  1295.74        500.000        98.1546                 NaN            NaN  0.403545                 NaN            NaN  0.840912                 NaN  0.485011       0.115904                 NaN            NaN            NaN
  1293.23        500.000        98.1956                 NaN            NaN  0.396664                 NaN            NaN  0.821147                 NaN  0.474163       0.112415                 NaN            NaN            NaN
  1290.73        500.000        98.2341                 NaN            NaN  0.387411                 NaN            NaN  0.806382                 NaN  0.463247       0.108879                 NaN            NaN            NaN
  1288.22        500.000        98.2720                 NaN            NaN  0.382210                 NaN            NaN  0.786759                 NaN  0.453401       0.105614                 NaN            NaN            NaN
  1285.71        500.000        98.3095                 NaN            NaN  0.370994                 NaN            NaN  0.774835                 NaN  0.442456       0.102219                 NaN            NaN            NaN
  1283.21        500.000        98.3460                 NaN            NaN  0.363727                 NaN            NaN  0.758464                 NaN  0.432660       0.991282E-001            NaN            NaN            NaN
  1280.70        500.000        98.3827                 NaN            NaN  0.355935                 NaN            NaN  0.742665                 NaN  0.422690       0.960439E-001            NaN            NaN            NaN
  1278.20        500.000        98.4187                 NaN            NaN  0.347289                 NaN            NaN  0.728108                 NaN  0.412837       0.930403E-001            NaN            NaN            NaN
  1275.69        500.000        98.4498                 NaN            NaN  0.340557                 NaN            NaN  0.715252                 NaN  0.404173       0.902097E-001            NaN            NaN            NaN
  1273.18        500.000        98.4873                 NaN            NaN  0.330287                 NaN            NaN  0.701412                 NaN  0.393780       0.871841E-001            NaN            NaN            NaN
  1270.68        500.000        98.5217                 NaN            NaN  0.321471                 NaN            NaN  0.687676                 NaN  0.384684       0.845100E-001            NaN            NaN            NaN
  1268.17        500.000        98.5546                 NaN            NaN  0.313530                 NaN            NaN  0.674385                 NaN  0.375670       0.817975E-001            NaN            NaN            NaN
  1265.66        500.000        98.5864                 NaN            NaN  0.306332                 NaN            NaN  0.661002                 NaN  0.367023       0.791989E-001            NaN            NaN            NaN
  1263.16        500.000        92.8989                 NaN            NaN  0.727090                 NaN            NaN   1.72367                 NaN  0.995250       0.269926        3.38515                 NaN            NaN
  1260.65        500.000        88.9331                 NaN            NaN  0.991634                 NaN            NaN   2.46712                 NaN   1.41984       0.396071        5.79226                 NaN            NaN
  1258.15        500.000        90.0976                 NaN            NaN  0.880407                 NaN            NaN   2.23823                 NaN   1.27609       0.350730        5.15692                 NaN            NaN
  1255.64        500.000        91.0472                 NaN            NaN  0.788233                 NaN            NaN   2.04959                 NaN   1.15770       0.313520        4.64376                 NaN            NaN
  1253.13        500.000        91.8385                 NaN            NaN  0.707200                 NaN            NaN   1.89289                 NaN   1.05779       0.282192        4.22138                 NaN            NaN
  1250.63        500.000        92.4964                 NaN            NaN  0.647662                 NaN            NaN   1.75693                 NaN  0.973946       0.256078        3.86896                 NaN            NaN
  1248.12        500.000        93.0807                 NaN            NaN  0.590210                 NaN            NaN   1.63313                 NaN  0.898792       0.232983        3.56421                 NaN            NaN
  1245.61        500.000        93.5796                 NaN            NaN  0.543087                 NaN            NaN   1.52685                 NaN  0.833759       0.212916        3.30375                 NaN            NaN
  1243.11        500.000        94.0209                 NaN            NaN  0.500786                 NaN            NaN   1.43166                 NaN  0.775637       0.195077        3.07596                 NaN            NaN
  1240.60        500.000        94.4094                 NaN            NaN  0.463795                 NaN            NaN   1.34572                 NaN  0.724017       0.179345        2.87771                 NaN            NaN
  1238.10        500.000        94.7682                 NaN            NaN  0.428427                 NaN            NaN   1.27062                 NaN  0.675291       0.164534        2.69293                 NaN            NaN
  1235.59        500.000        95.0815                 NaN            NaN  0.398613                 NaN            NaN   1.19993                 NaN  0.632810       0.151690        2.53544                 NaN            NaN
  1233.08        500.000        95.3704                 NaN            NaN  0.371552                 NaN            NaN   1.13477                 NaN  0.593156       0.139829        2.39033                 NaN            NaN
  1230.58        500.000        95.6382                 NaN            NaN  0.344027                 NaN            NaN   1.07591                 NaN  0.556194       0.128899        2.25679                 NaN            NaN
  1228.07        500.000        95.8818                 NaN            NaN  0.318237                 NaN            NaN   1.02322                 NaN  0.522304       0.118728        2.13569                 NaN            NaN
  1225.56        500.000        96.1005                 NaN            NaN  0.300712                 NaN            NaN  0.969889                 NaN  0.491586       0.109922        2.02743                 NaN            NaN
  1223.06        500.000        96.3113                 NaN            NaN  0.273002                 NaN            NaN  0.930490                 NaN  0.462127       0.101013        1.92206                 NaN            NaN
  1220.55        500.000        96.4078                 NaN            NaN  0.657626E-001            NaN            NaN  0.463254       0.694093       0.447598       0.828361E-001   1.83865                 NaN            NaN
  1218.05        500.000        96.5629                 NaN            NaN  0.240932E-001            NaN            NaN  0.353717       0.804447       0.425940       0.743211E-001   1.75458                 NaN            NaN
  1215.54        500.000        96.7142                 NaN            NaN            NaN            NaN            NaN  0.284723       0.852739       0.404398       0.672794E-001   1.67662                 NaN            NaN
  1213.03        500.000        96.8684                 NaN            NaN            NaN            NaN            NaN  0.263610       0.821657       0.383218       0.618791E-001   1.60123                 NaN            NaN
  1210.53        500.000        89.3393                 NaN            NaN  0.477923                 NaN            NaN   1.52590                 NaN  0.987437       0.138302        4.31522        3.21595                 NaN
  1208.02        500.000        69.3238                 NaN            NaN   1.27527                 NaN            NaN   3.43361                 NaN   2.61962       0.303927        11.3966        11.6471                 NaN
  1205.51        500.000        73.6404                 NaN            NaN   1.10571                 NaN            NaN   2.95245                 NaN   2.24423       0.256283        9.78559        10.0153                 NaN
  1203.01        500.000        75.9933                 NaN            NaN   1.02891                 NaN            NaN   2.58289                 NaN   2.04299       0.228448        8.93559        9.18788                 NaN
  1200.50        500.000        71.2101                 NaN            NaN   1.21323                 NaN            NaN   3.15968                 NaN   2.47006       0.272274        10.8851        10.7896                 NaN
  1197.99        500.000        92.4872                 NaN            NaN  0.294919                 NaN            NaN  0.915844                 NaN  0.559699       0.683165E-001   2.60036        3.07363                 NaN
  1195.49        500.000        72.6927                 NaN            NaN   1.29076                 NaN            NaN   2.32846                 NaN   2.27458       0.254459        10.3225        10.8366                 NaN
  1192.98        500.000        95.1261                 NaN            NaN  0.576117E-001            NaN            NaN   1.15308                 NaN  0.396052       0.436434E-001   1.84381        1.37968                 NaN
  1190.48        500.000        82.1047                 NaN            NaN  0.743212                 NaN            NaN   1.70917                 NaN   1.44284       0.161904        6.93072        6.90742                 NaN
  1187.97        500.000        72.3497                 NaN            NaN            NaN            NaN            NaN  0.507704        3.48577        2.22682       0.164865        10.7922        10.4730                 NaN
  1185.46        500.000                 NaN            NaN            NaN   3.70203                 NaN            NaN   7.26700       0.764260E-004   7.37234       0.860477        41.3231        39.4750                 NaN
  1182.96        500.000                 NaN            NaN            NaN   3.72641                 NaN            NaN   7.23181       0.460280E-004   7.37236       0.861851        41.3252        39.4823                 NaN
  1180.45        500.000                 NaN            NaN            NaN   3.63879                 NaN            NaN   7.37303       0.189725E-004   7.38242       0.852851        41.2936        39.4593                 NaN
  1177.94        500.000                 NaN            NaN            NaN   3.71668                 NaN            NaN   7.24488                 NaN   7.36934       0.862438        41.3275        39.4792                 NaN
  1175.44        500.000                 NaN            NaN            NaN   3.70914                 NaN            NaN   7.26436       0.547439E-005   7.37680       0.858214        41.3046        39.4868                 NaN
  1172.93        500.000                 NaN            NaN            NaN   3.73875                 NaN            NaN   7.22324                 NaN   7.37545       0.859585        41.3079        39.4951                 NaN
  1170.43        500.000                 NaN            NaN            NaN   5.25403                 NaN            NaN  0.564001E-005  0.123239        6.79987        1.02894        42.9504        39.5771        4.26642     
  1167.92        500.000                 NaN            NaN            NaN   3.34458                 NaN            NaN   7.84909                 NaN   7.42124       0.820848        41.1821        39.3821                 NaN
  1165.41        500.000                 NaN            NaN            NaN   3.83375                 NaN            NaN   7.08366                 NaN   7.37752       0.865986        41.3227        39.5164                 NaN
  1162.91        500.000                 NaN            NaN            NaN   3.87978                 NaN            NaN   6.99701                 NaN   7.38059       0.874635        41.3406        39.5274                 NaN
  1160.40        500.000                 NaN            NaN            NaN   3.51401                 NaN            NaN   7.59633                 NaN   7.41292       0.833320        41.2124        39.4310                 NaN
  1157.89        500.000                 NaN            NaN            NaN   3.55989                 NaN            NaN   7.52813                 NaN   7.41097       0.836619        41.2200        39.4444                 NaN
  1155.39        500.000                 NaN            NaN            NaN   3.62313                 NaN            NaN   7.43258                 NaN   7.40787       0.841507        41.2323        39.4626                 NaN
  1152.88        500.000                 NaN            NaN            NaN   3.64112                 NaN            NaN   7.40768                 NaN   7.40793       0.842396        41.2326        39.4683                 NaN
  1150.38        500.000                 NaN            NaN            NaN   3.67690                 NaN            NaN   7.35490                 NaN   7.40683       0.844868        41.2377        39.4788                 NaN
  1147.87        500.000                 NaN            NaN            NaN   4.00340                 NaN            NaN   6.83564                 NaN   7.37559       0.876710        41.3409        39.5678                 NaN
  1145.36        500.000                 NaN            NaN            NaN   4.01962                 NaN            NaN   6.81273                 NaN   7.37601       0.877524        41.3411        39.5730                 NaN
  1142.86        500.000                 NaN            NaN            NaN   4.03527                 NaN            NaN   6.79070                 NaN   7.37648       0.878292        41.3412        39.5780                 NaN
  1140.35        500.000                 NaN            NaN            NaN   4.05056                 NaN            NaN   6.76922                 NaN   7.37696       0.879035        41.3413        39.5830                 NaN
  1137.84        500.000                 NaN            NaN            NaN   4.06554                 NaN            NaN   6.74822                 NaN   7.37747       0.879756        41.3412        39.5878                 NaN
  1135.34        500.000                 NaN            NaN            NaN   4.08007                 NaN            NaN   6.72790                 NaN   7.37801       0.880441        41.3410        39.5926                 NaN
  1132.83        500.000                 NaN            NaN            NaN   4.06261                 NaN            NaN   6.74029                 NaN   7.37578       0.883722        41.3507        39.5869                 NaN
  1130.33        500.000                 NaN            NaN            NaN   4.10849                 NaN            NaN   6.68823                 NaN   7.37913       0.881775        41.3405        39.6019                 NaN
  1127.82        500.000                 NaN            NaN            NaN   4.12380                 NaN            NaN   6.66652                 NaN   7.37954       0.882579        41.3407        39.6069                 NaN
  1125.31        500.000                 NaN            NaN            NaN   4.11579                 NaN            NaN   6.66827                 NaN   7.38086       0.885467        41.3460        39.6037                 NaN
  1122.81        500.000                 NaN            NaN            NaN   4.12447                 NaN            NaN   6.65832                 NaN   7.38183       0.885165        41.3437        39.6065                 NaN
  1120.30        500.000                 NaN            NaN            NaN   4.13314                 NaN            NaN   6.64713                 NaN   7.38199       0.885584        41.3425        39.6096                 NaN
  1117.79        500.000                 NaN            NaN            NaN   4.17454                 NaN            NaN   6.59672                 NaN   7.38230       0.884749        41.3377        39.6240                 NaN
  1115.29        500.000                 NaN            NaN            NaN   4.18699                 NaN            NaN   6.57960                 NaN   7.38300       0.885289        41.3369        39.6282                 NaN
  1112.78        500.000                 NaN            NaN            NaN   4.19919                 NaN            NaN   6.56285                 NaN   7.38371       0.885809        41.3360        39.6324                 NaN
  1110.28        500.000                 NaN            NaN            NaN   4.21120                 NaN            NaN   6.54639                 NaN   7.38445       0.886318        41.3351        39.6365                 NaN
  1107.77        500.000                 NaN            NaN            NaN   4.22293                 NaN            NaN   6.53037                 NaN   7.38521       0.886804        41.3341        39.6406                 NaN
  1105.26        500.000                 NaN            NaN            NaN   4.20028                 NaN            NaN   6.55061                 NaN   7.38590       0.889546        41.3403        39.6333                 NaN
  1102.76        500.000                 NaN            NaN            NaN   4.24485                 NaN            NaN   6.50087                 NaN   7.38691       0.887621        41.3314        39.6483                 NaN
  1100.25        500.000                 NaN            NaN            NaN   4.25601                 NaN            NaN   6.48573                 NaN   7.38772       0.888066        41.3302        39.6523                 NaN
  1097.74        500.000                 NaN            NaN            NaN   4.26711                 NaN            NaN   6.47067                 NaN   7.38854       0.888512        41.3290        39.6562                 NaN
  1095.24        500.000                 NaN            NaN            NaN   4.27584                 NaN            NaN   6.45963                 NaN   7.38967       0.888680        41.3267        39.6595                 NaN
  1092.73        500.000                 NaN            NaN            NaN   5.15224                 NaN            NaN  0.563970E-005   1.30817        6.90674        1.01477        42.6790        39.6173        3.32175     
  1090.23        500.000                 NaN            NaN            NaN   4.29918                 NaN            NaN   6.42743                 NaN   7.39113       0.889752        41.3249        39.6677                 NaN
  1087.72        500.000                 NaN            NaN            NaN   4.30946                 NaN            NaN   6.41365                 NaN   7.39204       0.890133        41.3233        39.6714                 NaN
  1085.21        500.000                 NaN            NaN            NaN   4.31948                 NaN            NaN   6.40031                 NaN   7.39298       0.890489        41.3217        39.6750                 NaN
  1082.71        500.000                 NaN            NaN            NaN   4.32648                 NaN            NaN   6.39217                 NaN   7.39435       0.890474        41.3186        39.6780                 NaN
  1080.20        500.000                 NaN            NaN            NaN   4.33631                 NaN            NaN   6.37912                 NaN   7.39532       0.890818        41.3168        39.6816                 NaN
  1077.69        500.000                 NaN            NaN            NaN   4.34724                 NaN            NaN   6.36412                 NaN   7.39613       0.891310        41.3157        39.6855                 NaN
  1075.19        500.000                 NaN            NaN            NaN   4.35626                 NaN            NaN   6.35243                 NaN   7.39721       0.891568        41.3136        39.6889                 NaN
  1072.68        500.000                 NaN            NaN            NaN   4.36506                 NaN            NaN   6.34111                 NaN   7.39832       0.891803        41.3114        39.6923                 NaN
  1070.18        500.000                 NaN            NaN            NaN   4.37374                 NaN            NaN   6.32998                 NaN   7.39945       0.892028        41.3091        39.6957                 NaN
  1067.67        500.000                 NaN            NaN            NaN   4.38242                 NaN            NaN   6.31882                 NaN   7.40059       0.892260        41.3068        39.6991                 NaN
  1065.16        500.000                 NaN            NaN            NaN   4.39270                 NaN            NaN   6.28442                 NaN   7.39389       0.898515        41.3305        39.7000                 NaN
  1062.66        500.000                 NaN            NaN            NaN   4.40302                 NaN            NaN   6.29072                 NaN   7.40235       0.893176        41.3041        39.7066                 NaN
  1060.15        500.000                 NaN            NaN            NaN   4.40848                 NaN            NaN   6.28522                 NaN   7.40399       0.892996        41.3001        39.7092                 NaN
  1057.64        500.000                 NaN            NaN            NaN   4.41687                 NaN            NaN   6.27443                 NaN   7.40515       0.893224        41.2978        39.7125                 NaN
  1055.14        500.000                 NaN            NaN            NaN   4.41014                 NaN            NaN   6.26615                 NaN   7.39969       0.898758        41.3160        39.7092                 NaN
  1052.63        500.000                 NaN            NaN            NaN   4.39939                 NaN            NaN   6.28931                 NaN   7.40824       0.894431        41.3004        39.7082                 NaN
  1050.13        500.000                 NaN            NaN            NaN   4.44463                 NaN            NaN   6.23756                 NaN   7.40831       0.894269        41.2921        39.7231                 NaN
  1047.62        500.000                 NaN            NaN            NaN   4.45971                 NaN            NaN   6.18867                 NaN   7.40349       0.900782        41.3225        39.7249                 NaN
  1045.11        500.000                 NaN            NaN            NaN   4.45654                 NaN            NaN   6.22473                 NaN   7.41150       0.894081        41.2844        39.7287                 NaN
  1042.61        500.000                 NaN            NaN            NaN   4.44912                 NaN            NaN   6.21286                 NaN   7.40447       0.900387        41.3087        39.7245                 NaN
  1040.10        500.000                 NaN            NaN            NaN   4.47111                 NaN            NaN   6.20707                 NaN   7.41428       0.894281        41.2784        39.7349                 NaN
  1037.59        500.000                 NaN            NaN            NaN   4.47889                 NaN            NaN   6.19730                 NaN   7.41559       0.894461        41.2756        39.7381                 NaN
  1035.09        500.000                 NaN            NaN            NaN   4.49069                 NaN            NaN   6.18012                 NaN   7.41619       0.895237        41.2755        39.7423                 NaN
  1032.58        500.000                 NaN            NaN            NaN   4.49800                 NaN            NaN   6.17117                 NaN   7.41758       0.895364        41.2725        39.7454                 NaN
  1030.08        500.000                 NaN            NaN            NaN   4.45787                 NaN            NaN   6.21871                 NaN   7.41665       0.897128        41.2754        39.7342                 NaN
  1027.57        500.000                 NaN            NaN            NaN   4.46226                 NaN            NaN   6.21875                 NaN   7.41972       0.895608        41.2666        39.7371                 NaN
  1025.06        500.000                 NaN            NaN            NaN   4.46912                 NaN            NaN   6.20965                 NaN   7.42167       0.895844        41.2640        39.7397                 NaN
  1022.56        500.000                 NaN            NaN            NaN   4.48327                 NaN            NaN   6.18877                 NaN   7.42120       0.896864        41.2652        39.7447                 NaN
  1020.05        500.000                 NaN            NaN            NaN   4.48472                 NaN            NaN   6.21876                 NaN   7.43528       0.888471        41.2229        39.7499                 NaN
  1017.54        500.000                 NaN            NaN            NaN   4.87267                 NaN            NaN   5.39575       0.294277E-004   7.31842       0.959249        41.6550        39.7989                 NaN
  1015.04        500.000                 NaN            NaN            NaN   4.91910                 NaN            NaN   5.38355       0.249806E-003   7.31966       0.959154        41.5920        39.8263                 NaN
  1012.53        500.000                 NaN            NaN            NaN   4.92121                 NaN            NaN   5.38150       0.275753E-003   7.32088       0.959060        41.5894        39.8276                 NaN
