|6.6.6
Archiving\03_Data\eqfracLP/QFM/TAY13/TAY13_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         ilm            q             
  1516.74        500.000        99.5228       0.465332       0.119072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.36        500.000        99.4459       0.536125       0.179365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.98        500.000        99.4519       0.530454       0.176942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.59        500.000        99.4131       0.570812       0.160489E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.21        500.000        99.4965       0.490044       0.134354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.83        500.000        99.6857       0.307367       0.698159E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.45        500.000        99.2400       0.737736       0.222765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.07        500.000        99.4689       0.517168       0.139166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.69        500.000        99.4696       0.519372       0.110759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.30        500.000        99.4736       0.512631       0.137542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.92        500.000        99.4814       0.507245       0.113162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.54        500.000        99.4765       0.512811       0.107023E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.16        500.000        99.4893       0.501639       0.911028E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.78        500.000        99.4866       0.505807       0.763167E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.40        500.000        99.4894       0.503700       0.685879E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.01        500.000        99.4923       0.501636       0.603254E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.63        500.000        99.4937       0.502338       0.391291E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.25        500.000        99.4974       0.499205       0.339707E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.87        500.000        99.5025       0.493525       0.400894E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.49        500.000        99.5020       0.495944       0.207191E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.11        500.000        99.5074       0.490414       0.218835E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.72        500.000        99.5133       0.448750       0.379888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.34        500.000        99.5127       0.478369       0.892347E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.96        500.000        99.5151       0.484950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.58        500.000        99.5157       0.484310       0.199280E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.20        500.000        99.5199       0.476479       0.357454E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.82        500.000        99.5219       0.478067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.43        500.000        99.4240       0.576023       0.131043E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.05        500.000        99.7930       0.191355       0.156944E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.67        500.000        99.7773       0.208037       0.147094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.29        500.000        99.1258       0.874209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.91        500.000        99.5380       0.436678       0.253082E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.53        500.000        99.5366       0.460705       0.272715E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.14        500.000        99.5401       0.459896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.76        500.000        99.5426       0.457406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.38        500.000        99.5333       0.466730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.00        500.000        99.5542       0.445823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.62        500.000        99.5470       0.453018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.24        500.000        99.5503       0.449680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.85        500.000        99.5540       0.445970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.47        500.000        99.5549       0.445057       0.378868E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.09        500.000        99.5083       0.442395       0.493456E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.71        500.000        99.6110       0.388951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.33        500.000        99.4240       0.575966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.95        500.000        99.8523       0.147676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.56        500.000        99.4145       0.585487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.18        500.000        99.5645       0.435483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.80        500.000        99.5675       0.432472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.42        500.000        99.5704       0.429641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.04        500.000        99.5696       0.430370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.66        500.000        99.5709       0.429078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.27        500.000        99.5746       0.425388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.89        500.000        99.5761       0.423906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.51        500.000        99.5774       0.422586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.13        500.000        99.5794       0.420576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.75        500.000        99.5713       0.428657       0.354885E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1439.37        500.000        99.6328       0.367250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.98        500.000        99.2786       0.380119                 NaN  0.341251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.60        500.000        99.1899       0.288854                 NaN  0.521254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1435.22        500.000        99.1936       0.287453                 NaN  0.518996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.84        500.000        99.2003       0.284496                 NaN  0.515171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1432.46        500.000        99.2061       0.282037                 NaN  0.511855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        99.2128       0.279647                 NaN  0.507586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1429.69        500.000        99.2183       0.277384                 NaN  0.504357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.31        500.000        99.2242       0.274759                 NaN  0.501087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.93        500.000        99.2299       0.272533                 NaN  0.497534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1425.55        500.000        99.2341       0.270953                 NaN  0.494991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1424.17        500.000        99.2404       0.268491                 NaN  0.491072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1422.79        500.000        99.2580       0.261278                 NaN  0.480678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.40        500.000        99.2397       0.268141                 NaN  0.492122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1420.02        500.000        99.2568       0.261753                 NaN  0.481437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.64        500.000        99.2601       0.261062                 NaN  0.478873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1417.26        500.000        99.3322       0.233351                 NaN  0.434495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1415.88        500.000        99.2058       0.279950                 NaN  0.514224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1414.50        500.000        99.2757       0.255103                 NaN  0.469186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1413.11        500.000        99.2801       0.253233                 NaN  0.466716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1411.73        500.000        99.3852       0.217087                 NaN  0.397746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1410.35        500.000        99.1849       0.286421                 NaN  0.528653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1408.97        500.000        99.2933       0.248793                 NaN  0.457914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1407.59        500.000        99.2983       0.246300       0.207843E-005  0.455369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1406.21        500.000        99.3022       0.244931                 NaN  0.452907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1404.82        500.000        99.3066       0.243095                 NaN  0.450292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1403.44        500.000        99.3107       0.242235                 NaN  0.447079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1402.06        500.000        99.3142       0.240372                 NaN  0.445449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1400.68        500.000        98.4708       0.174457                 NaN  0.458875       0.495612       0.400251                 NaN            NaN            NaN            NaN            NaN
  1399.30        500.000        98.3784                 NaN            NaN  0.465594       0.719475       0.436565                 NaN            NaN            NaN            NaN            NaN
  1397.92        500.000        98.4027                 NaN            NaN  0.708765       0.458903       0.429676                 NaN            NaN            NaN            NaN            NaN
  1396.53        500.000        98.4256                 NaN            NaN  0.699462       0.451324       0.423647                 NaN            NaN            NaN            NaN            NaN
  1395.15        500.000        98.4722                 NaN            NaN  0.438316       0.678865       0.410618                 NaN            NaN            NaN            NaN            NaN
  1393.77        500.000        98.4523                 NaN            NaN  0.688691       0.443202       0.415792                 NaN            NaN            NaN            NaN            NaN
  1392.39        500.000        98.4948                 NaN            NaN  0.669959       0.430881       0.404324                 NaN            NaN            NaN            NaN            NaN
  1391.01        500.000        98.5168                 NaN            NaN  0.424519       0.660617       0.398111                 NaN            NaN            NaN            NaN            NaN
  1389.63        500.000        98.5375                 NaN            NaN  0.418860       0.651369       0.392239                 NaN            NaN            NaN            NaN            NaN
  1388.24        500.000        98.5582                 NaN            NaN  0.411978       0.643180       0.386691                 NaN            NaN            NaN            NaN            NaN
  1386.86        500.000        98.5773                 NaN            NaN  0.634633       0.406854       0.381201                 NaN            NaN            NaN            NaN            NaN
  1385.48        500.000        98.5967                 NaN            NaN  0.400583       0.626946       0.375785                 NaN            NaN            NaN            NaN            NaN
  1384.10        500.000        98.6176                 NaN  0.841276E-001  0.505714       0.411593       0.380974                 NaN            NaN            NaN            NaN            NaN
  1382.72        500.000        98.6376                 NaN  0.137801       0.425154       0.416937       0.382515                 NaN            NaN            NaN            NaN            NaN
  1381.34        500.000        98.6559                 NaN  0.138762       0.412058       0.415898       0.377363                 NaN            NaN            NaN            NaN            NaN
  1379.95        500.000        98.6739                 NaN  0.139875       0.406486       0.407214       0.372504                 NaN            NaN            NaN            NaN            NaN
  1378.57        500.000        98.6913                 NaN  0.140796       0.397681       0.402479       0.367747                 NaN            NaN            NaN            NaN            NaN
  1377.19        500.000        98.7086                 NaN  0.141977       0.388545       0.397753       0.363138                 NaN            NaN            NaN            NaN            NaN
  1375.81        500.000        98.7238                 NaN  0.143223       0.380102       0.394049       0.358837                 NaN            NaN            NaN            NaN            NaN
  1374.43        500.000        98.7413                 NaN  0.143956       0.371814       0.388629       0.354253                 NaN            NaN            NaN            NaN            NaN
  1373.05        500.000        98.7587                 NaN  0.144548       0.384581       0.363053       0.349144                 NaN            NaN            NaN            NaN            NaN
  1371.66        500.000        98.7673                 NaN  0.148488       0.354267       0.382945       0.346999                 NaN            NaN            NaN            NaN            NaN
  1370.28        500.000        98.7923                 NaN  0.145233       0.374901       0.347981       0.339558                 NaN            NaN            NaN            NaN            NaN
  1368.90        500.000        98.8037                 NaN  0.148093       0.338850       0.372400       0.336927                 NaN            NaN            NaN            NaN            NaN
  1367.52        500.000        98.9272                 NaN  0.304472       0.442783                 NaN  0.325571                 NaN            NaN            NaN            NaN            NaN
  1366.14        500.000        98.7229                 NaN            NaN  0.647714       0.291985       0.337434                 NaN            NaN            NaN            NaN            NaN
  1364.76        500.000        98.8475                 NaN  0.143833       0.358921       0.325759       0.324025                 NaN            NaN            NaN            NaN            NaN
  1363.38        500.000        98.8508                 NaN  0.155432       0.358415       0.309239       0.326118                 NaN            NaN            NaN            NaN            NaN
  1361.99        500.000        98.8881                 NaN  0.148763       0.349961       0.300657       0.312504                 NaN            NaN            NaN            NaN            NaN
  1360.61        500.000        98.9782                 NaN  0.295099       0.417686                 NaN  0.309054                 NaN            NaN            NaN            NaN            NaN
  1359.23        500.000        98.9888                 NaN  0.292212       0.413606                 NaN  0.305361                 NaN            NaN            NaN            NaN            NaN
  1357.85        500.000        98.7126                 NaN  0.377749E-001  0.658238       0.247871       0.343494                 NaN            NaN            NaN            NaN            NaN
  1356.47        500.000        99.0912                 NaN  0.226489       0.412538                 NaN  0.269782                 NaN            NaN            NaN            NaN            NaN
  1355.09        500.000        99.0022                 NaN  0.290999       0.405710                 NaN  0.301093                 NaN            NaN            NaN            NaN            NaN
  1353.70        500.000        98.7432                 NaN            NaN  0.202980       0.725943       0.327840                 NaN            NaN            NaN            NaN            NaN
  1352.32        500.000        98.9554                 NaN            NaN  0.476622       0.292444       0.275538                 NaN            NaN            NaN            NaN            NaN
  1350.94        500.000        98.9686                 NaN  0.975412E-001  0.313146       0.337179       0.283553                 NaN            NaN            NaN            NaN            NaN
  1349.56        500.000        98.9852                 NaN  0.159549       0.324020       0.244801       0.286471                 NaN            NaN            NaN            NaN            NaN
  1348.18        500.000        98.9944                 NaN  0.161721       0.237906       0.321831       0.284141                 NaN            NaN            NaN            NaN            NaN
  1346.80        500.000        99.0059                 NaN  0.162426       0.231853       0.318817       0.280961                 NaN            NaN            NaN            NaN            NaN
  1345.41        500.000        99.0165                 NaN  0.162951       0.226506       0.316052       0.277953                 NaN            NaN            NaN            NaN            NaN
  1344.03        500.000        99.0269                 NaN  0.163747       0.313319       0.220873       0.275186                 NaN            NaN            NaN            NaN            NaN
  1342.65        500.000        99.0376                 NaN  0.164064       0.310312       0.215982       0.272045                 NaN            NaN            NaN            NaN            NaN
  1341.27        500.000        99.0393                 NaN  0.167224       0.310971       0.210354       0.272124                 NaN            NaN            NaN            NaN            NaN
  1339.89        500.000        99.0643                 NaN  0.164184       0.204475       0.302784       0.264238                 NaN            NaN            NaN            NaN            NaN
  1338.51        500.000        99.0683                 NaN  0.165217       0.302430       0.200878       0.263195                 NaN            NaN            NaN            NaN            NaN
  1337.12        500.000        99.1259                 NaN  0.265742       0.347212                 NaN  0.261184                 NaN            NaN            NaN            NaN            NaN
  1335.74        500.000        99.0410                 NaN  0.676204E-001  0.384558       0.249266       0.257517                 NaN            NaN            NaN            NaN            NaN
  1334.36        500.000        99.0954                 NaN  0.167253       0.186443       0.295205       0.255655                 NaN            NaN            NaN            NaN            NaN
  1332.98        500.000        99.1047                 NaN  0.167840       0.292854       0.181550       0.253014                 NaN            NaN            NaN            NaN            NaN
  1331.60        500.000        99.1135                 NaN  0.168478       0.290476       0.176874       0.250676                 NaN            NaN            NaN            NaN            NaN
  1330.22        500.000        99.1225                 NaN  0.168500       0.172836       0.288292       0.247919                 NaN            NaN            NaN            NaN            NaN
  1328.83        500.000        99.1231                 NaN  0.170580       0.288128       0.170208       0.248002                 NaN            NaN            NaN            NaN            NaN
  1327.45        500.000        99.1452                 NaN  0.169161       0.282488       0.161730       0.241452                 NaN            NaN            NaN            NaN            NaN
  1326.07        500.000        99.1496                 NaN  0.167178       0.163062       0.280373       0.239756                 NaN            NaN            NaN            NaN            NaN
  1324.69        500.000        99.1541                 NaN  0.170267       0.279400       0.157191       0.239028                 NaN            NaN            NaN            NaN            NaN
  1323.31        500.000        99.1666                 NaN  0.168789       0.276316       0.153199       0.235098                 NaN            NaN            NaN            NaN            NaN
  1321.93        500.000        99.1720                 NaN  0.169612       0.274785       0.149919       0.233661                 NaN            NaN            NaN            NaN            NaN
  1320.54        500.000        99.1765                 NaN  0.170672       0.146609       0.273544       0.232667                 NaN            NaN            NaN            NaN            NaN
  1319.16        500.000        99.1926                 NaN  0.168464       0.269824       0.141712       0.227387                 NaN            NaN            NaN            NaN            NaN
  1317.78        500.000        99.1953                 NaN  0.169263       0.268479       0.140110       0.226804                 NaN            NaN            NaN            NaN            NaN
  1316.40        500.000        99.2026                 NaN  0.169103       0.137028       0.266699       0.224555                 NaN            NaN            NaN            NaN            NaN
  1315.02        500.000        99.2101                 NaN  0.168610       0.264446       0.134511       0.222369                 NaN            NaN            NaN            NaN            NaN
  1313.64        500.000        99.2171                 NaN  0.171437       0.262881       0.127589       0.220962                 NaN            NaN            NaN            NaN            NaN
  1312.25        500.000        99.2259                 NaN  0.165889       0.259566       0.131377       0.217262                 NaN            NaN            NaN            NaN            NaN
  1310.87        500.000        99.2316                 NaN  0.167912       0.258404       0.126091       0.216013                 NaN            NaN            NaN            NaN            NaN
  1309.49        500.000        99.2390                 NaN  0.167502       0.256283       0.123377       0.213846                 NaN            NaN            NaN            NaN            NaN
  1308.11        500.000        99.2453                 NaN  0.166987       0.254329       0.121475       0.211888                 NaN            NaN            NaN            NaN            NaN
  1306.73        500.000        99.2506                 NaN  0.166831       0.119489       0.252839       0.210283                 NaN            NaN            NaN            NaN            NaN
  1305.35        500.000        99.2596                 NaN  0.165211       0.250190       0.117456       0.207534                 NaN            NaN            NaN            NaN            NaN
  1303.96        500.000        99.2653                 NaN  0.165339       0.248478       0.115024       0.205887                 NaN            NaN            NaN            NaN            NaN
  1302.58        500.000        99.2715                 NaN  0.164200       0.113775       0.246584       0.203899                 NaN            NaN            NaN            NaN            NaN
  1301.20        500.000        99.2778                 NaN  0.163604       0.111957       0.244655       0.202026                 NaN            NaN            NaN            NaN            NaN
  1299.82        500.000        99.2842                 NaN  0.162904       0.109869       0.242905       0.200147                 NaN            NaN            NaN            NaN            NaN
  1298.44        500.000        99.2897                 NaN  0.161527       0.109635       0.240865       0.198268                 NaN            NaN            NaN            NaN            NaN
  1297.06        500.000        99.2959                 NaN  0.160694       0.238842       0.108168       0.196394                 NaN            NaN            NaN            NaN            NaN
  1295.67        500.000        99.3020                 NaN  0.159669       0.237068       0.106752       0.194551                 NaN            NaN            NaN            NaN            NaN
  1294.29        500.000        99.3079                 NaN  0.158714       0.105528       0.235137       0.192718                 NaN            NaN            NaN            NaN            NaN
  1292.91        500.000        99.3140                 NaN  0.157621       0.233169       0.104405       0.190853                 NaN            NaN            NaN            NaN            NaN
  1291.53        500.000        99.3196                 NaN  0.156410       0.231289       0.103622       0.189104                 NaN            NaN            NaN            NaN            NaN
  1290.15        500.000        99.3255                 NaN  0.155690       0.229487       0.101937       0.187391                 NaN            NaN            NaN            NaN            NaN
  1288.77        500.000        99.3308                 NaN  0.153680       0.102452       0.227557       0.185537                 NaN            NaN            NaN            NaN            NaN
  1287.38        500.000        99.3361                 NaN  0.152569       0.101818       0.225619       0.183926                 NaN            NaN            NaN            NaN            NaN
  1286.00        500.000        99.3420                 NaN  0.154223       0.224433       0.966746E-001  0.182637                 NaN            NaN            NaN            NaN            NaN
  1284.62        500.000        99.3475                 NaN  0.147507       0.220973       0.104067       0.179949                 NaN            NaN            NaN            NaN            NaN
  1283.24        500.000        99.3519                 NaN  0.148216       0.100967       0.219962       0.178925                 NaN            NaN            NaN            NaN            NaN
  1281.86        500.000        99.3576                 NaN  0.146833       0.100302       0.218093       0.177188                 NaN            NaN            NaN            NaN            NaN
  1280.48        500.000        99.3617                 NaN  0.145298       0.100893       0.216267       0.175792                 NaN            NaN            NaN            NaN            NaN
  1279.09        500.000        99.3649                 NaN  0.144316       0.215158       0.100867       0.174734                 NaN            NaN            NaN            NaN            NaN
  1277.71        500.000        99.3737                 NaN  0.140021       0.102931       0.211519       0.171800                 NaN            NaN            NaN            NaN            NaN
  1276.33        500.000        99.3766                 NaN  0.139960       0.210675       0.101760       0.170983                 NaN            NaN            NaN            NaN            NaN
  1274.95        500.000        99.0627                 NaN  0.149618       0.156068       0.237196       0.203633       0.190816                 NaN            NaN            NaN            NaN
  1273.57        500.000        90.7628                 NaN  0.415527       0.960429        1.62718        1.09284        5.14124                 NaN            NaN            NaN            NaN
  1272.19        500.000        90.1088                 NaN  0.382724E-001  0.999633        2.10427        1.15454        5.40015       0.194366                 NaN            NaN            NaN
  1270.80        500.000        87.1741                 NaN            NaN   2.09261        1.57460        1.52001        6.84697       0.791672                 NaN            NaN            NaN
  1269.42        500.000        88.8321                 NaN            NaN   1.37507        1.82114        1.33153        5.94997       0.690230                 NaN            NaN            NaN
  1268.04        500.000        90.1126                 NaN            NaN   1.22233        1.60689        1.18536        5.25896       0.613849                 NaN            NaN            NaN
  1266.66        500.000        91.1301                 NaN            NaN   1.10218        1.43395        1.06879        4.71090       0.554111                 NaN            NaN            NaN
  1265.28        500.000        91.9632                 NaN            NaN   1.00377        1.29031       0.973012        4.26321       0.506541                 NaN            NaN            NaN
  1263.90        500.000        92.6553                 NaN            NaN   1.16848       0.923482       0.893287        3.89160       0.467894                 NaN            NaN            NaN
  1262.51        500.000        93.2352                 NaN            NaN   1.06491       0.856382       0.826001        3.58132       0.436210                 NaN            NaN            NaN
  1261.13        500.000        93.7310                 NaN            NaN  0.974310       0.799851       0.768353        3.31664       0.409823                 NaN            NaN            NaN
  1259.75        500.000        94.1587                 NaN            NaN  0.894846       0.751686       0.718269        3.08901       0.387481                 NaN            NaN            NaN
  1258.37        500.000        94.5305                 NaN            NaN  0.824882       0.709594       0.674660        2.89194       0.368390                 NaN            NaN            NaN
  1256.99        500.000        94.8587                 NaN            NaN  0.762636       0.673167       0.635865        2.71806       0.351619                 NaN            NaN            NaN
  1255.61        500.000        95.1477                 NaN            NaN  0.706049       0.641437       0.601609        2.56573       0.337477                 NaN            NaN            NaN
  1254.22        500.000        95.4080                 NaN            NaN  0.655647       0.612717       0.570480        2.42873       0.324397                 NaN            NaN            NaN
  1252.84        500.000        95.6437                 NaN            NaN  0.609400       0.586908       0.542153        2.30500       0.312824                 NaN            NaN            NaN
  1251.46        500.000        95.8541                 NaN            NaN  0.566598       0.563914       0.516872        2.19541       0.303067                 NaN            NaN            NaN
  1250.08        500.000        96.0470                 NaN            NaN  0.527369       0.543118       0.493340        2.09544       0.293733                 NaN            NaN            NaN
  1248.70        500.000        96.2210                 NaN            NaN  0.524488       0.491702       0.472023        2.00531       0.285469                 NaN            NaN            NaN
  1247.32        500.000        96.3818                 NaN            NaN  0.505959       0.458912       0.452403        1.92302       0.277960                 NaN            NaN            NaN
  1245.93        500.000        96.5353                 NaN            NaN  0.490142       0.428060       0.433135        1.84334       0.270033                 NaN            NaN            NaN
  1244.55        500.000        90.9046                 NaN            NaN   1.17371        1.24758        1.19896        4.76643       0.708335       0.341931E-003            NaN            NaN
  1243.17        500.000        99.8982                 NaN            NaN  0.658804E-001            NaN  0.901996E-002            NaN  0.269224E-001            NaN            NaN            NaN
  1241.79        500.000        98.3886                 NaN            NaN  0.233850       0.121688       0.142552        1.02896       0.843948E-001            NaN            NaN            NaN
  1240.41        500.000        98.3673                 NaN            NaN  0.261110       0.155104       0.197875       0.861293       0.157334                 NaN            NaN            NaN
