|6.6.6
Archiving\03_Data\eqfracLP/QFM/TAY13/TAY13_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         ilm            q             
  1240.41        500.000        98.5714                 NaN            NaN  0.191108       0.110170       0.183554       0.860565       0.832058E-001            NaN            NaN            NaN
  1239.03        500.000        97.0924                 NaN            NaN  0.255280       0.351651       0.384411        1.77381       0.142474                 NaN            NaN            NaN
  1237.64        500.000        96.9136                 NaN            NaN  0.244183       0.380497       0.410255        1.89079       0.160661                 NaN            NaN            NaN
  1236.26        500.000        98.1219                 NaN            NaN  0.239142       0.156710       0.242090        1.14908       0.910367E-001            NaN            NaN            NaN
  1234.88        500.000        98.2609                 NaN            NaN  0.142921       0.219294       0.223992        1.06373       0.891373E-001            NaN            NaN            NaN
  1233.50        500.000        96.9171                 NaN            NaN  0.396055       0.141681       0.403020        1.97133       0.170820                 NaN            NaN            NaN
  1232.12        500.000        98.1022                 NaN            NaN  0.232559       0.173879       0.247475        1.14919       0.946924E-001            NaN            NaN            NaN
  1230.74        500.000        98.2467                 NaN            NaN  0.190068       0.215324       0.224916        1.03658       0.840915E-001            NaN  0.235810E-002            NaN
  1229.35        500.000        98.4244                 NaN            NaN  0.103591       0.202750       0.203703       0.978481       0.871195E-001            NaN            NaN            NaN
  1227.97        500.000        98.3536                 NaN            NaN  0.285683                 NaN  0.207180        1.04953       0.919568E-001            NaN  0.120193E-001            NaN
  1226.59        500.000       100.0000                 NaN            NaN  0.798586E-006            NaN            NaN  0.281524E-005            NaN            NaN            NaN            NaN
  1225.21        500.000        96.0675                 NaN            NaN  0.380899       0.449369       0.513508        2.41482       0.173955                 NaN            NaN            NaN
  1223.83        500.000        98.2642                 NaN            NaN  0.105902       0.223902       0.221971        1.08919       0.948377E-001            NaN            NaN            NaN
  1222.45        500.000        98.2167                 NaN            NaN  0.693879E-001  0.305362       0.242114        1.10876       0.576836E-001            NaN            NaN            NaN
  1221.06        500.000        98.3768                 NaN            NaN  0.298105                 NaN  0.196693        1.01970       0.108680                 NaN            NaN            NaN
  1219.68        500.000        96.7218                 NaN            NaN  0.466143       0.122491       0.404192        2.10242       0.165223                 NaN  0.177558E-001            NaN
  1218.30        500.000        99.1140                 NaN            NaN  0.379748E-001  0.120792       0.110554       0.565427       0.423822E-001            NaN  0.882137E-002            NaN
  1216.92        500.000        99.1685                 NaN            NaN  0.758738E-001  0.102493       0.100196       0.552934                 NaN            NaN            NaN            NaN
  1215.54        500.000        99.9131                 NaN            NaN            NaN            NaN  0.182680E-001  0.283780E-001  0.389303E-001            NaN  0.133946E-002            NaN
  1214.16        500.000        97.6229                 NaN            NaN  0.455164E-001  0.362448       0.289803        1.53518       0.140761                 NaN  0.338897E-002            NaN
  1212.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1211.39        500.000        97.1813                 NaN            NaN  0.304870       0.259479       0.346580        1.79443       0.710088E-001            NaN  0.423340E-001            NaN
  1210.01        500.000        99.2519                 NaN            NaN  0.905371E-001            NaN  0.972040E-001  0.518448       0.393794E-001            NaN  0.255180E-002            NaN
  1208.63        500.000        99.9704                 NaN            NaN  0.234579E-002  0.184068E-001  0.140160E-002            NaN            NaN            NaN  0.740884E-002            NaN
  1207.25        500.000        96.8453                 NaN            NaN  0.311853       0.330905       0.375521        2.02750       0.607754E-001            NaN  0.481910E-001            NaN
  1205.87        500.000        98.8832                 NaN            NaN  0.189525                 NaN  0.144921       0.738456       0.328921E-001            NaN  0.110220E-001            NaN
  1204.48        500.000        98.8767                 NaN            NaN            NaN            NaN  0.141716       0.536557       0.569210E-001            NaN  0.107848E-001  0.377337     
  1203.10        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.72        500.000        85.6014                 NaN            NaN   1.29032                 NaN   1.19944        6.62868       0.446333                 NaN  0.114674E-001   4.82234     
  1200.34        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1198.96        500.000        99.9999                 NaN  0.701781E-006  0.494107E-005            NaN  0.896078E-005  0.447080E-004  0.472613E-005            NaN            NaN  0.445431E-004
  1197.58        500.000        82.2131                 NaN            NaN   1.09935                 NaN   1.41268        7.48791       0.462120                 NaN  0.122728E-001   7.31258     
  1196.19        500.000        91.9349                 NaN            NaN  0.499705                 NaN  0.633243        3.38973       0.222700                 NaN  0.433349E-003   3.31929     
  1194.81        500.000        92.4505                 NaN            NaN  0.428225                 NaN  0.590210        3.19320       0.206784                 NaN            NaN   3.13108     
  1193.43        500.000        91.2966                 NaN            NaN  0.440907                 NaN  0.670331        3.71493       0.202330                 NaN  0.281370E-001   3.64677     
  1192.05        500.000        91.7069                 NaN            NaN  0.510499                 NaN  0.634191        3.53166       0.197158                 NaN  0.174596E-001   3.40210     
  1190.67        500.000        91.8599                 NaN            NaN  0.484742                 NaN  0.617959        3.49081       0.210786                 NaN            NaN   3.33582     
  1189.29        500.000        88.3115                 NaN            NaN  0.698117                 NaN  0.868771        5.02913       0.268816                 NaN  0.154451E-001   4.80818     
  1187.90        500.000        89.0105                 NaN            NaN  0.516794                 NaN  0.785602        4.80126       0.262129                 NaN            NaN   4.62375     
  1186.52        500.000        10.2861                 NaN            NaN   3.99097                 NaN   6.20259        40.0319        2.04383                 NaN  0.106143E-002   37.4435     
  1185.14        500.000                 NaN            NaN            NaN   4.30976                 NaN   6.79803        44.8213        2.11253                 NaN  0.900531E-001   41.8683     
  1183.76        500.000                 NaN            NaN            NaN   4.30834                 NaN   6.79909        44.8201        2.10786                 NaN  0.948622E-001   41.8697     
  1182.38        500.000                 NaN            NaN            NaN   4.28799                 NaN   6.79935        44.8122        2.11558                 NaN  0.974468E-001   41.8875     
  1181.00        500.000                 NaN            NaN            NaN   4.28777                 NaN   6.80009        44.8096        2.11159                 NaN  0.101560        41.8894     
  1179.62        500.000                 NaN            NaN            NaN   4.30860                 NaN   6.80196        44.8130        2.09456                 NaN  0.107780        41.8741     
  1178.23        500.000                 NaN            NaN            NaN   4.28842                 NaN   6.80912        44.7960        2.10355                 NaN  0.109126        41.8937     
  1176.85        500.000                 NaN            NaN            NaN   4.22809                 NaN   6.81967        44.7971        2.11942                 NaN  0.114546        41.9212     
  1175.47        500.000                 NaN            NaN            NaN   4.21980                 NaN   6.82112        44.7959        2.11843                 NaN  0.118443        41.9263     
  1174.09        500.000                 NaN            NaN            NaN   4.30972                 NaN   6.80567        44.8027        2.07735                 NaN  0.124463        41.8801     
  1172.71        500.000                 NaN            NaN            NaN   4.30903                 NaN   6.80688        44.8011        2.07229                 NaN  0.129362        41.8813     
  1171.33        500.000                 NaN            NaN            NaN   4.30913                 NaN   6.80786        44.7988        2.06785                 NaN  0.133648        41.8827     
  1169.94        500.000                 NaN            NaN            NaN   4.30961                 NaN   6.80840        44.7952        2.06469                 NaN  0.137080        41.8850     
  1168.56        500.000                 NaN            NaN            NaN   4.30915                 NaN   6.80980        44.7940        2.05914                 NaN  0.142174        41.8857     
  1167.18        500.000                 NaN            NaN            NaN   4.30917                 NaN   6.81076        44.7916        2.05476                 NaN  0.146463        41.8872     
  1165.80        500.000                 NaN            NaN            NaN   4.30670                 NaN   6.81105        44.7893        2.05281                 NaN  0.149666        41.8905     
  1164.42        500.000                 NaN            NaN            NaN   4.30045                 NaN   6.81379        44.7891        2.05030                 NaN  0.153356        41.8930     
  1163.04        500.000                 NaN            NaN            NaN   4.30940                 NaN   6.81337        44.7841        2.04251                 NaN  0.158551        41.8920     
  1161.65        500.000                 NaN            NaN            NaN   4.30899                 NaN   6.81413        44.7811        2.03937                 NaN  0.162104        41.8943     
  1160.27        500.000                 NaN            NaN            NaN   4.30376                 NaN   6.81427        44.7795        2.04031                 NaN  0.163571        41.8986     
  1158.89        500.000                 NaN            NaN            NaN   4.30094                 NaN   6.81500        44.7792        2.03451                 NaN  0.169848        41.9005     
  1157.51        500.000                 NaN            NaN            NaN   4.27204                 NaN   6.81199        44.7883        2.04199                 NaN  0.172949        41.9127     
  1156.13        500.000                 NaN            NaN            NaN   4.27158                 NaN   6.81291        44.7860        2.03800                 NaN  0.177068        41.9144     
  1154.75        500.000                 NaN            NaN            NaN   4.30733                 NaN   6.81896        44.7694        2.01936                 NaN  0.182311        41.9027     
  1153.36        500.000                 NaN            NaN            NaN   4.27030                 NaN   6.81472        44.7816        2.03011                 NaN  0.185276        41.9180     
  1151.98        500.000                 NaN            NaN            NaN   4.26966                 NaN   6.81563        44.7793        2.02619                 NaN  0.189356        41.9198     
  1150.60        500.000                 NaN            NaN            NaN   4.26903                 NaN   6.81654        44.7771        2.02229                 NaN  0.193420        41.9216     
  1149.22        500.000                 NaN            NaN            NaN   4.26839                 NaN   6.81746        44.7748        2.01840                 NaN  0.197471        41.9234     
  1147.84        500.000                 NaN            NaN            NaN   4.26758                 NaN   6.81835        44.7727        2.01456                 NaN  0.201502        41.9253     
  1146.46        500.000                 NaN            NaN            NaN   4.27703                 NaN   6.82077        44.7666        2.00645                 NaN  0.205907        41.9232     
  1145.07        500.000                 NaN            NaN            NaN   4.27555                 NaN   6.82157        44.7647        2.00297                 NaN  0.209868        41.9253     
  1143.69        500.000                 NaN            NaN            NaN   4.27399                 NaN   6.82237        44.7628        1.99954                 NaN  0.213811        41.9275     
  1142.31        500.000                 NaN            NaN            NaN   4.27238                 NaN   6.82316        44.7609        1.99615                 NaN  0.217737        41.9297     
  1140.93        500.000                 NaN            NaN            NaN   4.27095                 NaN   6.82398        44.7589        1.99269                 NaN  0.221659        41.9318     
  1139.55        500.000                 NaN            NaN            NaN   4.26937                 NaN   6.82478        44.7569        1.98933                 NaN  0.225546        41.9340     
  1138.17        500.000                 NaN            NaN            NaN   4.26796                 NaN   6.82562        44.7549        1.98590                 NaN  0.229428        41.9362     
  1136.78        500.000                 NaN            NaN            NaN   4.26640                 NaN   6.82643        44.7530        1.98256                 NaN  0.233291        41.9383     
  1135.40        500.000                 NaN            NaN            NaN   4.26492                 NaN   6.82726        44.7510        1.97919                 NaN  0.237139        41.9405     
  1134.02        500.000                 NaN            NaN            NaN   4.26346                 NaN   6.82810        44.7490        1.97585                 NaN  0.240967        41.9427     
  1132.64        500.000                 NaN            NaN            NaN   4.26199                 NaN   6.82894        44.7469        1.97252                 NaN  0.244778        41.9448     
  1131.26        500.000                 NaN            NaN            NaN   4.26083                 NaN   6.82955        44.7448        1.96923                 NaN  0.248553        41.9470     
  1129.88        500.000                 NaN            NaN            NaN   4.25965                 NaN   6.83031        44.7426        1.96586                 NaN  0.252369        41.9492     
  1128.49        500.000                 NaN            NaN            NaN   4.25975                 NaN   6.83175        44.7396        1.96181                 NaN  0.256264        41.9508     
  1127.11        500.000                 NaN            NaN            NaN   4.25967                 NaN   6.83335        44.7366        1.95784                 NaN  0.260090        41.9524     
  1125.73        500.000                 NaN            NaN            NaN   4.25981                 NaN   6.83465        44.7336        1.95391                 NaN  0.263922        41.9541     
  1124.35        500.000                 NaN            NaN            NaN   4.25998                 NaN   6.83596        44.7306        1.94999                 NaN  0.267728        41.9558     
  1122.97        500.000                 NaN            NaN            NaN   4.26007                 NaN   6.83730        44.7276        1.94614                 NaN  0.271480        41.9574     
  1121.59        500.000                 NaN            NaN            NaN   4.26058                 NaN   6.83809        44.7245        1.94215                 NaN  0.275462        41.9593     
  1120.20        500.000                 NaN            NaN            NaN   4.26067                 NaN   6.83939        44.7214        1.93832                 NaN  0.279219        41.9610     
  1118.82        500.000                 NaN            NaN            NaN   4.26064                 NaN   6.84065        44.7185        1.93454                 NaN  0.282953        41.9627     
  1117.44        500.000                 NaN            NaN            NaN   4.26041                 NaN   6.84213        44.7155        1.93115                 NaN  0.286331        41.9645     
  1116.06        500.000                 NaN            NaN            NaN   4.26011                 NaN   6.84375        44.7126        1.92740                 NaN  0.289986        41.9662     
  1114.68        500.000                 NaN            NaN            NaN   4.26011                 NaN   6.84505        44.7096        1.92372                 NaN  0.293629        41.9679     
  1113.30        500.000                 NaN            NaN            NaN   4.26007                 NaN   6.84633        44.7066        1.92010                 NaN  0.297224        41.9697     
  1111.91        500.000                 NaN            NaN            NaN   4.25995                 NaN   6.84763        44.7036        1.91656                 NaN  0.300767        41.9715     
  1110.53        500.000                 NaN            NaN            NaN   4.25992                 NaN   6.84900        44.7006        1.91294                 NaN  0.304341        41.9732     
  1109.15        500.000                 NaN            NaN            NaN   4.26069                 NaN   6.84949        44.6973        1.90958                 NaN  0.307757        41.9752     
  1107.77        500.000                 NaN            NaN            NaN   4.25973                 NaN   6.85156        44.6946        1.90595                 NaN  0.311333        41.9768     
  1106.39        500.000                 NaN            NaN            NaN   4.26279                 NaN   6.85758        44.6794        1.90421                 NaN  0.313307        41.9827     
  1105.01        500.000                 NaN            NaN            NaN   4.28010                 NaN   6.86977        44.6553        1.89697                 NaN  0.314770        41.9831     
  1103.62        500.000                 NaN            NaN            NaN   4.26253                 NaN   6.85952        44.6749        1.89718                 NaN  0.320158        41.9857     
  1102.24        500.000                 NaN            NaN            NaN   4.26247                 NaN   6.86047        44.6727        1.89370                 NaN  0.323527        41.9872     
  1100.86        500.000                 NaN            NaN            NaN   4.26235                 NaN   6.86138        44.6706        1.89023                 NaN  0.326877        41.9886     
  1099.48        500.000                 NaN            NaN            NaN   4.26216                 NaN   6.86226        44.6685        1.88680                 NaN  0.330220        41.9900     
  1098.10        500.000                 NaN            NaN            NaN   4.26199                 NaN   6.86311        44.6666        1.88337                 NaN  0.333539        41.9914     
  1096.72        500.000                 NaN            NaN            NaN   4.26181                 NaN   6.86394        44.6646        1.87998                 NaN  0.336823        41.9928     
  1095.33        500.000                 NaN            NaN            NaN   4.26160                 NaN   6.86474        44.6628        1.87661                 NaN  0.340092        41.9942     
  1093.95        500.000                 NaN            NaN            NaN   4.26139                 NaN   6.86554        44.6609        1.87325                 NaN  0.343335        41.9955     
  1092.57        500.000                 NaN            NaN            NaN   4.25197                 NaN   6.86311        44.6631        1.86891                 NaN  0.351660        42.0013     
  1091.19        500.000                 NaN            NaN            NaN   4.26088                 NaN   6.86706        44.6575        1.86663                 NaN  0.349750        41.9982     
  1089.81        500.000                 NaN            NaN            NaN   4.26062                 NaN   6.86779        44.6558        1.86335                 NaN  0.352919        41.9995     
  1088.43        500.000                 NaN            NaN            NaN   4.26041                 NaN   6.86853        44.6541        1.86009                 NaN  0.356062        42.0008     
  1087.04        500.000                 NaN            NaN            NaN   4.25204                 NaN   6.86726        44.6542        1.85529                 NaN  0.364505        42.0067     
  1085.66        500.000                 NaN            NaN            NaN   4.25985                 NaN   6.86994        44.6509        1.85363                 NaN  0.362281        42.0034     
  1084.28        500.000                 NaN            NaN            NaN   4.26005                 NaN   6.86829        44.6504        1.85235                 NaN  0.364361        42.0045     
  1082.90        500.000                 NaN            NaN            NaN   4.25193                 NaN   6.87049        44.6486        1.84184                 NaN  0.377018        42.0101     
  1081.52        500.000                 NaN            NaN            NaN   4.25169                 NaN   6.87093        44.6467        1.84206                 NaN  0.376941        42.0117     
  1080.14        500.000                 NaN            NaN            NaN   4.25146                 NaN   6.87138        44.6447        1.84229                 NaN  0.376862        42.0133     
  1078.75        500.000                 NaN            NaN            NaN   4.25818                 NaN   6.87321        44.6435        1.83804                 NaN  0.377370        42.0097     
  1077.37        500.000                 NaN            NaN            NaN   4.25117                 NaN   6.87372        44.6417        1.82938                 NaN  0.388862        42.0151     
  1075.99        500.000                 NaN            NaN            NaN   4.25087                 NaN   6.87413        44.6399        1.82961                 NaN  0.388789        42.0167     
  1074.61        500.000                 NaN            NaN            NaN   4.25064                 NaN   6.87453        44.6381        1.82981                 NaN  0.388719        42.0182     
  1073.23        500.000                 NaN            NaN            NaN   4.25037                 NaN   6.87494        44.6363        1.83002                 NaN  0.388648        42.0198     
  1071.85        500.000                 NaN            NaN            NaN   4.25010                 NaN   6.87534        44.6344        1.83024                 NaN  0.388576        42.0213     
  1070.46        500.000                 NaN            NaN            NaN  0.102252        4.19312        6.88670        44.6136        1.81117                 NaN  0.389621        42.0035     
  1069.08        500.000                 NaN            NaN            NaN  0.102299        4.19264        6.88753        44.6107        1.81168                 NaN  0.389489        42.0057     
  1067.70        500.000                 NaN            NaN            NaN   4.17721       0.139845        6.89442        44.6036        1.78907                 NaN  0.401323        41.9945     
  1066.32        500.000                 NaN            NaN            NaN   4.17655       0.139956        6.89562        44.6008        1.78664                 NaN  0.403954        41.9965     
  1064.94        500.000                 NaN            NaN            NaN   4.17592       0.139936        6.89681        44.5980        1.78427                 NaN  0.406560        41.9985     
  1063.56        500.000                 NaN            NaN            NaN   4.17533       0.139803        6.89799        44.5952        1.78196                 NaN  0.409140        42.0006     
  1062.17        500.000                 NaN            NaN            NaN   4.17478       0.139561        6.89916        44.5924        1.77972                 NaN  0.411695        42.0027     
  1060.79        500.000                 NaN            NaN            NaN   4.17425       0.139209        6.90032        44.5896        1.77753                 NaN  0.414225        42.0049     
  1059.41        500.000                 NaN            NaN            NaN   4.17375       0.138750        6.90147        44.5868        1.77540                 NaN  0.416730        42.0071     
  1058.03        500.000                 NaN            NaN            NaN   4.17866       0.123470        6.90090        44.5866        1.77757                 NaN  0.418952        42.0139     
  1056.65        500.000                 NaN            NaN            NaN   4.17683       0.126542        6.90246        44.5832        1.77449                 NaN  0.421479        42.0150     
  1055.27        500.000                 NaN            NaN            NaN   4.13208       0.346799        6.93396        44.5293        1.69601                 NaN  0.427047        41.9348     
  1053.88        500.000                 NaN            NaN            NaN  0.349423        4.13056        6.93553        44.5260        1.69312                 NaN  0.429418        41.9360     
  1052.50        500.000                 NaN            NaN            NaN  0.351652        4.12927        6.93708        44.5226        1.69037                 NaN  0.431757        41.9373     
  1051.12        500.000                 NaN            NaN            NaN   4.12832       0.353192        6.93857        44.5192        1.68784                 NaN  0.434061        41.9388     
  1049.74        500.000                 NaN            NaN  0.709600E-006   4.12682       0.355727        6.94014        44.5158        1.68506                 NaN  0.436361        41.9401     
  1048.36        500.000                 NaN            NaN  0.715560E-006  0.357542        4.12567        6.94165        44.5124        1.68251                 NaN  0.438627        41.9416     
  1046.98        500.000                 NaN            NaN  0.721568E-006  0.359211        4.12456        6.94315        44.5091        1.68002                 NaN  0.440868        41.9431     
  1045.59        500.000                 NaN            NaN  0.727626E-006   4.12351       0.360734        6.94464        44.5058        1.67761                 NaN  0.443085        41.9447     
  1044.21        500.000                 NaN            NaN  0.733730E-006   4.12250       0.362108        6.94612        44.5024        1.67526                 NaN  0.445280        41.9463     
  1042.83        500.000                 NaN            NaN  0.739878E-006  0.363347        4.12154        6.94758        44.4991        1.67297                 NaN  0.447451        41.9480     
  1041.45        500.000                 NaN            NaN            NaN   4.17922                 NaN   6.88045        44.6292        1.79690                 NaN  0.442471        42.0718     
  1040.07        500.000                 NaN            NaN  0.752364E-006  0.365390        4.11975        6.95048        44.4925        1.66861                 NaN  0.451727        41.9515     
  1038.69        500.000                 NaN            NaN  0.758610E-006  0.376215        4.11552        6.95309        44.4875        1.66361                 NaN  0.453937        41.9501     
  1037.30        500.000                 NaN            NaN  0.764916E-006  0.390494        4.11015        6.95613        44.4818        1.65762                 NaN  0.456153        41.9477     
  1035.92        500.000                 NaN            NaN  0.771288E-006  0.404695        4.10483        6.95918        44.4761        1.65168                 NaN  0.458338        41.9452     
  1034.54        500.000                 NaN            NaN  0.777734E-006  0.418819        4.09957        6.96223        44.4704        1.64578                 NaN  0.460492        41.9427     
  1033.16        500.000                 NaN            NaN  0.784229E-006  0.432867        4.09438        6.96528        44.4647        1.63993                 NaN  0.462614        41.9403     
  1031.78        500.000                 NaN            NaN  0.790715E-006  0.446786        4.08917        6.96831        44.4590        1.63413                 NaN  0.464708        41.9379     
  1030.40        500.000                 NaN            NaN  0.797458E-006   4.08342       0.462930        6.97167        44.4528        1.62771                 NaN  0.466784        41.9347     
  1029.01        500.000                 NaN            NaN  0.804144E-006   4.07646       0.482601        6.97544        44.4459        1.62027                 NaN  0.468857        41.9304     
  1027.63        500.000                 NaN            NaN  0.810891E-006   4.06956       0.502226        6.97922        44.4391        1.61288                 NaN  0.470894        41.9261     
  1026.25        500.000                 NaN            NaN  0.817594E-006   4.06273       0.521773        6.98301        44.4322        1.60552                 NaN  0.472896        41.9219     
  1024.87        500.000                 NaN            NaN  0.824487E-006  0.541313        4.05595        6.98682        44.4253        1.59819                 NaN  0.474866        41.9176     
  1023.49        500.000                 NaN            NaN            NaN   4.04924       0.560752        6.99063        44.4184        1.59091                 NaN  0.476799        41.9133     
  1022.11        500.000                 NaN            NaN            NaN   4.04258       0.580203        6.99446        44.4114        1.58364                 NaN  0.478700        41.9090     
  1020.72        500.000                 NaN            NaN            NaN   4.03597       0.599609        6.99829        44.4045        1.57640                 NaN  0.480569        41.9047     
  1019.34        500.000                 NaN            NaN            NaN  0.618982        4.02942        7.00214        44.3975        1.56919                 NaN  0.482404        41.9004     
  1017.96        500.000                 NaN            NaN            NaN   4.02295       0.638252        7.00600        44.3904        1.56203                 NaN  0.484206        41.8961     
  1016.58        500.000                 NaN            NaN            NaN   4.01632       0.656918        7.00970        44.3840        1.55508                 NaN  0.485990        41.8920     
  1015.20        500.000                 NaN            NaN            NaN   4.00995       0.676136        7.01358        44.3769        1.54797                 NaN  0.487728        41.8877     
  1013.82        500.000                 NaN            NaN            NaN  0.695374        4.00361        7.01747        44.3698        1.54088                 NaN  0.489435        41.8834     
  1012.43        500.000                 NaN            NaN            NaN   3.99738       0.714486        7.02138        44.3626        1.53383                 NaN  0.491110        41.8792     
  1011.05        500.000                 NaN            NaN            NaN   3.99115       0.733649        7.02530        44.3555        1.52680                 NaN  0.492755        41.8749     
  1009.67        500.000                 NaN            NaN  0.900187E-006  0.752946        3.98495        7.02925        44.3482        1.51973                 NaN  0.494369        41.8705     
  1008.29        500.000                 NaN            NaN  0.908376E-006   3.97885       0.771992        7.03319        44.3410        1.51276                 NaN  0.495952        41.8662     
  1006.91        500.000                 NaN            NaN  0.921100E-006  0.791549        3.97264        7.03722        44.3337        1.50566                 NaN  0.497506        41.8617     
  1005.53        500.000                 NaN            NaN  0.925141E-006   3.96672       0.810290        7.04114        44.3265        1.49882                 NaN  0.499028        41.8575     
  1004.14        500.000                 NaN            NaN  0.938545E-006  0.828302        3.96108        7.04501        44.3193        1.49220                 NaN  0.500520        41.8536     
  1002.76        500.000                 NaN            NaN  0.945913E-006   3.95502       0.847846        7.04908        44.3119        1.48514                 NaN  0.501994        41.8491     
  1001.38        500.000                 NaN            NaN  0.954794E-006   3.94921       0.866696        7.05309        44.3045        1.47832                 NaN  0.503412        41.8448     
  1000.00        500.000                 NaN            NaN  0.963376E-006  0.886431        3.94314        7.05719        44.2969        1.47125                 NaN  0.504825        41.8402     
