|6.6.6
Archiving\03_Data\Deq/QFM_m0.5/WD94/WD94_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1887.82        2500.00        94.3543       0.527743E-001   5.59290                 NaN            NaN            NaN            NaN
  1884.62        2500.00        93.6473       0.644872E-001   6.28819                 NaN            NaN            NaN            NaN
  1881.41        2500.00        92.9395       0.762138E-001   6.98427                 NaN            NaN            NaN            NaN
  1878.21        2500.00        92.2309       0.879541E-001   7.68114                 NaN            NaN            NaN            NaN
  1875.00        2500.00        91.5215       0.997079E-001   8.37878                 NaN            NaN            NaN            NaN
  1871.79        2500.00        90.8113       0.111475        9.07720                 NaN            NaN            NaN            NaN
  1868.59        2500.00        90.1499       0.122243        9.72783                 NaN            NaN            NaN            NaN
  1865.38        2500.00        89.4878       0.133022        10.3792                 NaN            NaN            NaN            NaN
  1862.18        2500.00        88.8250       0.143813        11.0312                 NaN            NaN            NaN            NaN
  1858.97        2500.00        88.1615       0.154616        11.6839                 NaN            NaN            NaN            NaN
  1855.77        2500.00        87.4973       0.165431        12.3372                 NaN            NaN            NaN            NaN
  1852.56        2500.00        86.8325       0.176257        12.9913                 NaN            NaN            NaN            NaN
  1849.36        2500.00        86.1669       0.187095        13.6460                 NaN            NaN            NaN            NaN
  1846.15        2500.00        85.5007       0.197944        14.3014                 NaN            NaN            NaN            NaN
  1842.95        2500.00        84.8680       0.207908        14.9241                 NaN            NaN            NaN            NaN
  1839.74        2500.00        84.2347       0.217882        15.5474                 NaN            NaN            NaN            NaN
  1836.54        2500.00        83.6008       0.227867        16.1713                 NaN            NaN            NaN            NaN
  1833.33        2500.00        82.9663       0.237862        16.7958                 NaN            NaN            NaN            NaN
  1830.13        2500.00        82.3312       0.247866        17.4209                 NaN            NaN            NaN            NaN
  1826.92        2500.00        81.6955       0.257881        18.0467                 NaN            NaN            NaN            NaN
  1823.72        2500.00        81.0591       0.267906        18.6730                 NaN            NaN            NaN            NaN
  1820.51        2500.00        80.4222       0.277941        19.2999                 NaN            NaN            NaN            NaN
  1817.31        2500.00        79.8111       0.287159        19.9017                 NaN            NaN            NaN            NaN
  1814.10        2500.00        79.1996       0.296386        20.5040                 NaN            NaN            NaN            NaN
  1810.90        2500.00        78.5874       0.305621        21.1069                 NaN            NaN            NaN            NaN
  1807.69        2500.00        77.9748       0.314866        21.7104                 NaN            NaN            NaN            NaN
  1804.49        2500.00        77.3616       0.324118        22.3143                 NaN            NaN            NaN            NaN
  1801.28        2500.00        76.7478       0.333380        22.9188                 NaN            NaN            NaN            NaN
  1798.08        2500.00        76.1335       0.342650        23.5238                 NaN            NaN            NaN            NaN
  1794.87        2500.00        75.5187       0.351928        24.1294                 NaN            NaN            NaN            NaN
  1791.67        2500.00        74.9182       0.360437        24.7213                 NaN            NaN            NaN            NaN
  1788.46        2500.00        74.3173       0.368953        25.3137                 NaN            NaN            NaN            NaN
  1785.26        2500.00        73.7159       0.377476        25.9067                 NaN            NaN            NaN            NaN
  1782.05        2500.00        73.1139       0.386007        26.5001                 NaN            NaN            NaN            NaN
  1778.85        2500.00        72.5115       0.394546        27.0940                 NaN            NaN            NaN            NaN
  1775.64        2500.00        71.9085       0.403091        27.6884                 NaN            NaN            NaN            NaN
  1772.44        2500.00        71.3051       0.411644        28.2832                 NaN            NaN            NaN            NaN
  1769.23        2500.00        70.7012       0.420204        28.8786                 NaN            NaN            NaN            NaN
  1766.03        2500.00        70.1165       0.428589        29.4549                 NaN            NaN            NaN            NaN
  1762.82        2500.00        69.5313       0.436979        30.0317                 NaN            NaN            NaN            NaN
  1759.62        2500.00        68.9457       0.445377        30.6090                 NaN            NaN            NaN            NaN
  1756.41        2500.00        68.3596       0.453781        31.1866                 NaN            NaN            NaN            NaN
  1753.21        2500.00        67.7731       0.462191        31.7647                 NaN            NaN            NaN            NaN
  1750.00        2500.00        67.1862       0.470609        32.3432                 NaN            NaN            NaN            NaN
  1746.79        2500.00        66.5988       0.479032        32.9221                 NaN            NaN            NaN            NaN
  1743.59        2500.00        66.0110       0.487462        33.5015                 NaN            NaN            NaN            NaN
  1740.38        2500.00        65.4450       0.494638        34.0603                 NaN            NaN            NaN            NaN
  1737.18        2500.00        64.8786       0.501820        34.6196                 NaN            NaN            NaN            NaN
  1733.97        2500.00        64.3119       0.509006        35.1791                 NaN            NaN            NaN            NaN
  1730.77        2500.00        63.7447       0.516197        35.7391                 NaN            NaN            NaN            NaN
  1727.56        2500.00        63.1772       0.523393        36.2994                 NaN            NaN            NaN            NaN
  1724.36        2500.00        62.6093       0.530594        36.8601                 NaN            NaN            NaN            NaN
  1721.15        2500.00        62.0411       0.537800        37.4211                 NaN            NaN            NaN            NaN
  1717.95        2500.00        61.4725       0.545010        37.9825                 NaN            NaN            NaN            NaN
  1714.74        2500.00        60.9311       0.551908        38.5170                 NaN            NaN            NaN            NaN
  1711.54        2500.00        60.3894       0.558811        39.0518                 NaN            NaN            NaN            NaN
  1708.33        2500.00        59.8474       0.565717        39.5869                 NaN            NaN            NaN            NaN
  1705.13        2500.00        59.3051       0.572627        40.1223                 NaN            NaN            NaN            NaN
  1701.92        2500.00        58.7625       0.579541        40.6579                 NaN            NaN            NaN            NaN
  1698.72        2500.00        58.2196       0.586459        41.1939                 NaN            NaN            NaN            NaN
  1695.51        2500.00        57.6765       0.593381        41.7301                 NaN            NaN            NaN            NaN
  1692.31        2500.00        57.1330       0.600307        42.2667                 NaN            NaN            NaN            NaN
  1689.10        2500.00        56.5593       0.608389        42.8324                 NaN            NaN            NaN            NaN
  1685.90        2500.00        55.9852       0.616476        43.3983                 NaN            NaN            NaN            NaN
  1682.69        2500.00        55.4109       0.624566        43.9645                 NaN            NaN            NaN            NaN
  1679.49        2500.00        54.8364       0.632661        44.5310                 NaN            NaN            NaN            NaN
  1676.28        2500.00        54.2616       0.640760        45.0977                 NaN            NaN            NaN            NaN
  1673.08        2500.00        53.6865       0.648862        45.6646                 NaN            NaN            NaN            NaN
  1669.87        2500.00        53.1113       0.656969        46.2318                 NaN            NaN            NaN            NaN
  1666.67        2500.00        52.5358       0.665079        46.7992                 NaN            NaN            NaN            NaN
  1663.46        2500.00        52.6141       0.661731        46.7241                 NaN            NaN            NaN            NaN
  1660.26        2500.00        52.6925       0.658382        46.6491                 NaN            NaN            NaN            NaN
  1657.05        2500.00        51.3980       0.671638        47.6835       0.246792                 NaN            NaN            NaN
  1653.85        2500.00        49.7891       0.669600        48.0199        1.52139                 NaN            NaN            NaN
  1650.64        2500.00        48.5638       0.666928        48.2396        2.52974                 NaN            NaN            NaN
  1647.44        2500.00        47.3353       0.664248        48.4597        3.54076                 NaN            NaN            NaN
  1644.23        2500.00        46.1037       0.661559        48.6803        4.55443                 NaN            NaN            NaN
  1641.03        2500.00        44.8689       0.658861        48.9014        5.57077                 NaN            NaN            NaN
  1637.82        2500.00        43.8625       0.655577        49.0838        6.39811                 NaN            NaN            NaN
  1634.62        2500.00        42.8540       0.652286        49.2664        7.22725                 NaN            NaN            NaN
  1631.41        2500.00        41.8434       0.648986        49.4494        8.05818                 NaN            NaN            NaN
  1628.21        2500.00        40.8307       0.645677        49.6327        8.89090                 NaN            NaN            NaN
  1625.00        2500.00        39.8160       0.642360        49.8163        9.72542                 NaN            NaN            NaN
  1621.79        2500.00        38.7991       0.639035        50.0001        10.5617                 NaN            NaN            NaN
  1618.59        2500.00        37.7801       0.635702        50.1843        11.3998                 NaN            NaN            NaN
  1615.38        2500.00        36.7591       0.632360        50.3688        12.2398                 NaN            NaN            NaN
  1612.18        2500.00        35.9961       0.628224        50.4974        12.8783                 NaN            NaN            NaN
  1608.97        2500.00        35.2319       0.624079        50.6261        13.5179                 NaN            NaN            NaN
  1605.77        2500.00        34.4666       0.619927        50.7550        14.1585                 NaN            NaN            NaN
  1602.56        2500.00        33.7000       0.615768        50.8840        14.8002                 NaN            NaN            NaN
  1599.36        2500.00        32.9323       0.611601        51.0132        15.4429                 NaN            NaN            NaN
  1596.15        2500.00        32.1634       0.607426        51.1425        16.0867                 NaN            NaN            NaN
  1592.95        2500.00        31.3933       0.603243        51.2720        16.7315                 NaN            NaN            NaN
  1589.74        2500.00        30.6221       0.599052        51.4015        17.3773                 NaN            NaN            NaN
  1586.54        2500.00        30.0028       0.593812        51.4992        17.9042                 NaN            NaN            NaN
  1583.33        2500.00        29.3827       0.588564        51.5970        18.4317                 NaN            NaN            NaN
  1580.13        2500.00        28.7619       0.583308        51.6949        18.9600                 NaN            NaN            NaN
  1576.92        2500.00        28.1402       0.578045        51.7928        19.4889                 NaN            NaN            NaN
  1573.72        2500.00        27.5178       0.572774        51.8908        20.0185                 NaN            NaN            NaN
  1570.51        2500.00        26.8947       0.567495        51.9889        20.5489                 NaN            NaN            NaN
  1567.31        2500.00        26.2707       0.562209        52.0871        21.0799                 NaN            NaN            NaN
  1564.10        2500.00        25.6460       0.556916        52.1854        21.6117                 NaN            NaN            NaN
  1560.90        2500.00        25.1186       0.550555        52.2608        22.0700                 NaN            NaN            NaN
  1557.69        2500.00        24.5907       0.544187        52.3362        22.5289                 NaN            NaN            NaN
  1554.49        2500.00        24.0622       0.537811        52.4117        22.9883                 NaN            NaN            NaN
  1551.28        2500.00        23.5331       0.531428        52.4873        23.4482                 NaN            NaN            NaN
  1548.08        2500.00        23.0035       0.525036        52.5629        23.9086                 NaN            NaN            NaN
  1544.87        2500.00        22.4733       0.518637        52.6385        24.3695                 NaN            NaN            NaN
  1541.67        2500.00        21.9425       0.512230        52.7142        24.8310                 NaN            NaN            NaN
  1538.46        2500.00        21.4113       0.505815        52.7900        25.2929                 NaN            NaN            NaN
  1535.26        2500.00        20.9328       0.497964        52.8528        25.7164                 NaN            NaN            NaN
  1532.05        2500.00        20.4539       0.490104        52.9157        26.1404                 NaN            NaN            NaN
  1528.85        2500.00        19.9745       0.482235        52.9786        26.5647                 NaN            NaN            NaN
  1525.64        2500.00        19.4946       0.474358        53.0415        26.9895                 NaN            NaN            NaN
  1522.44        2500.00        19.0144       0.466472        53.1045        27.4147                 NaN            NaN            NaN
  1519.23        2500.00        18.5336       0.458577        53.1675        27.8403                 NaN            NaN            NaN
  1516.03        2500.00        18.0524       0.450674        53.2306        28.2663                 NaN            NaN            NaN
  1512.82        2500.00        17.5708       0.442762        53.2937        28.6928                 NaN            NaN            NaN
  1509.62        2500.00        17.1172       0.433913        53.3450        29.1039                 NaN            NaN            NaN
  1506.41        2500.00        16.6633       0.425055        53.3963        29.5153                 NaN            NaN            NaN
  1503.21        2500.00        16.2090       0.416188        53.4477        29.9271                 NaN            NaN            NaN
  1500.00        2500.00        15.7542       0.407311        53.4991        30.3394                 NaN            NaN            NaN
  1496.79        2500.00        15.2926       0.397275        53.5563        30.7538                 NaN            NaN            NaN
  1493.59        2500.00        14.8305       0.387229        53.6136        31.1687                 NaN            NaN            NaN
  1490.38        2500.00        14.3023       0.378653        53.6805        31.5063       0.132249                 NaN            NaN
  1487.18        2500.00        13.5399       0.379200        53.7779        31.6207       0.682342                 NaN            NaN
  1483.97        2500.00        12.9699       0.385342        53.8230        31.7139        1.10793                 NaN            NaN
  1480.77        2500.00        12.3991       0.391494        53.8680        31.8072        1.53414                 NaN            NaN
  1477.56        2500.00        11.8276       0.397657        53.9131        31.9006        1.96099                 NaN            NaN
  1474.36        2500.00        11.2553       0.403831        53.9582        31.9942        2.38846                 NaN            NaN
  1471.15        2500.00        10.6823       0.410014        54.0033        32.0878        2.81657                 NaN            NaN
  1467.95        2500.00        10.1085       0.416208        54.0484        32.1816        3.24531                 NaN            NaN
  1464.74        2500.00        9.53390       0.422413        54.0935        32.2755        3.67468                 NaN            NaN
  1461.54        2500.00        8.95855       0.428627        54.1386        32.3695        4.10468                 NaN            NaN
  1458.33        2500.00        8.51488       0.438087        54.1592        32.4323        4.45552                 NaN            NaN
  1455.13        2500.00        8.07076       0.447560        54.1797        32.4952        4.80678                 NaN            NaN
  1451.92        2500.00        7.67043       0.457514        54.1948        32.5451        5.13211                 NaN            NaN
  1448.72        2500.00        7.24984       0.475278        54.1900        32.3903        5.42496       0.269644                 NaN
  1445.51        2500.00        7.24944       0.475292        54.1902        32.3905        5.42498       0.269647                 NaN
  1442.31        2500.00        7.24903       0.475306        54.1904        32.3906        5.42501       0.269649                 NaN
  1439.10        2500.00        7.24862       0.475321        54.1905        32.3908        5.42504       0.269652                 NaN
  1435.90        2500.00        5.79138       0.542100        54.1793        31.8851        6.44758        1.15457                 NaN
  1432.69        2500.00        5.79108       0.542116        54.1794        31.8852        6.44761        1.15458                 NaN
  1429.49        2500.00        5.79078       0.542132        54.1795        31.8854        6.44763        1.15459                 NaN
  1426.28        2500.00        5.79047       0.542148        54.1796        31.8855        6.44766        1.15460                 NaN
  1423.08        2500.00        5.79017       0.542164        54.1797        31.8857        6.44768        1.15461                 NaN
  1419.87        2500.00        5.78987       0.542180        54.1798        31.8859        6.44771        1.15462                 NaN
  1416.67        2500.00        5.78956       0.542195        54.1799        31.8860        6.44773        1.15463                 NaN
  1413.46        2500.00        5.78926       0.542211        54.1800        31.8862        6.44776        1.15464                 NaN
  1410.26        2500.00        3.76855       0.667436        54.0687        31.3583        7.93216        2.20490                 NaN
  1407.05        2500.00        3.76838       0.667455        54.0687        31.3584        7.93218        2.20492                 NaN
  1403.85        2500.00        3.76821       0.667474        54.0687        31.3585        7.93221        2.20493                 NaN
  1400.64        2500.00        3.76805       0.667493        54.0687        31.3586        7.93223        2.20495                 NaN
  1397.44        2500.00        3.01962       0.726079        54.0067        31.2003        8.49970        2.54760                 NaN
  1394.23        2500.00        3.01950       0.726099        54.0067        31.2004        8.49972        2.54762                 NaN
  1391.03        2500.00        2.68800       0.755470        53.9682        31.1418        8.75407        2.69251                 NaN
  1387.82        2500.00        2.53014       0.769560        53.9494        31.1104        2.76683        8.86111       0.125457E-001
  1384.62        2500.00        2.35551       0.775321        53.9830        31.0034        8.90357        2.87837       0.100800     
  1381.41        2500.00        2.35543       0.775342        53.9830        31.0035        8.90359        2.87839       0.100806     
  1378.21        2500.00        2.35534       0.775364        53.9829        31.0036        8.90361        2.87841       0.100813     
  1375.00        2500.00        2.35526       0.775385        53.9828        31.0036        8.90362        2.87843       0.100819     
  1371.79        2500.00        2.35517       0.775407        53.9828        31.0037        8.90364        2.87845       0.100825     
  1368.59        2500.00        2.35508       0.775428        53.9827        31.0038        8.90366        2.87847       0.100831     
  1365.38        2500.00        2.35500       0.775449        53.9826        31.0039        8.90367        2.87849       0.100837     
  1362.18        2500.00        2.35491       0.775471        53.9826        31.0040        8.90369        2.87851       0.100843     
  1358.97        2500.00        1.19321       0.837032        54.0810        30.4188        3.58370        9.24676       0.639505     
  1355.77        2500.00        1.19318       0.837055        54.0809        30.4188        3.58372        9.24677       0.639543     
  1352.56        2500.00        1.19314       0.837077        54.0808        30.4189        3.58374        9.24678       0.639581     
  1349.36        2500.00        1.19311       0.837099        54.0807        30.4189        3.58376        9.24679       0.639619     
  1346.15        2500.00        1.19307       0.837122        54.0806        30.4190        3.58378        9.24680       0.639656     
  1342.95        2500.00        1.19304       0.837144        54.0804        30.4191        3.58380        9.24681       0.639694     
  1339.74        2500.00        1.19300       0.837166        54.0803        30.4192        3.58383        9.24683       0.639732     
  1336.54        2500.00        1.19297       0.837188        54.0802        30.4192        3.58385        9.24684       0.639770     
  1333.33        2500.00       0.251935       0.894965        54.1211        30.0212        9.52139        4.10054        1.08885     
  1330.13        2500.00       0.251929       0.894988        54.1210        30.0212        9.52140        4.10057        1.08892     
  1326.92        2500.00       0.365330E-001  0.908624        54.1254        29.9432        9.58710        4.20832        1.19085     
  1323.72        2500.00                 NaN  0.913800        54.1319        29.9197        9.58819        4.22243        1.22390     
  1320.51        2500.00                 NaN  0.918709        54.1370        29.9064        9.57689        4.21674        1.24432     
  1317.31        2500.00                 NaN  0.918733        54.1368        29.9064        9.57690        4.21677        1.24439     
  1314.10        2500.00                 NaN  0.918756        54.1366        29.9065        9.57691        4.21679        1.24447     
  1310.90        2500.00                 NaN  0.918780        54.1364        29.9065        9.57691        4.21681        1.24454     
  1307.69        2500.00                 NaN  0.933681        54.1828        29.8316        9.51457        4.19322        1.34418     
  1304.49        2500.00                 NaN  0.933705        54.1826        29.8316        9.51458        4.19324        1.34426     
  1301.28        2500.00                 NaN  0.933729        54.1824        29.8317        9.51459        4.19327        1.34433     
  1298.08        2500.00                 NaN  0.933752        54.1822        29.8317        9.51459        4.19329        1.34441     
  1294.87        2500.00                 NaN  0.933776        54.1821        29.8318        9.51460        4.19332        1.34449     
  1291.67        2500.00                 NaN  0.933800        54.1819        29.8318        9.51461        4.19334        1.34457     
  1288.46        2500.00                 NaN  0.933824        54.1817        29.8319        9.51461        4.19337        1.34465     
  1285.26        2500.00                 NaN  0.933848        54.1815        29.8319        9.51462        4.19339        1.34472     
  1282.05        2500.00                 NaN  0.967614        54.2496        29.7090        9.42519        4.13124        1.51734     
  1278.85        2500.00                 NaN  0.967639        54.2494        29.7090        9.42519        4.13126        1.51743     
  1275.64        2500.00                 NaN  0.967663        54.2492        29.7091        9.42520        4.13128        1.51752     
  1272.44        2500.00                 NaN  0.967688        54.2491        29.7091        9.42520        4.13131        1.51760     
  1269.23        2500.00                 NaN  0.967712        54.2489        29.7092        9.42521        4.13133        1.51769     
  1266.03        2500.00                 NaN  0.967736        54.2487        29.7093        9.42521        4.13136        1.51778     
  1262.82        2500.00                 NaN  0.967761        54.2485        29.7093        9.42522        4.13138        1.51787     
  1259.62        2500.00                 NaN  0.967785        54.2483        29.7094        9.42522        4.13141        1.51796     
  1256.41        2500.00                 NaN   1.00294        54.3092        29.5926        4.07122        9.34605        1.67794     
  1253.21        2500.00                 NaN   1.00296        54.3090        29.5927        4.07124        9.34605        1.67803     
  1250.00        2500.00                 NaN   1.00299        54.3088        29.5927        4.07127        9.34605        1.67813     
  1246.79        2500.00                 NaN   1.00301        54.3086        29.5928        4.07129        9.34605        1.67823     
  1243.59        2500.00                 NaN   1.00304        54.3084        29.5929        4.07132        9.34606        1.67832     
  1240.38        2500.00                 NaN   1.00306        54.3082        29.5929        4.07134        9.34606        1.67842     
  1237.18        2500.00                 NaN   1.00309        54.3080        29.5930        4.07137        9.34606        1.67852     
  1233.97        2500.00                 NaN   1.00311        54.3078        29.5930        4.07139        9.34606        1.67862     
  1230.77        2500.00                 NaN   1.04048        54.3566        29.4950        9.27854        4.00564        1.82382     
  1227.56        2500.00                 NaN   1.04051        54.3563        29.4950        9.27854        4.00566        1.82392     
  1224.36        2500.00                 NaN   1.04053        54.3561        29.4951        9.27854        4.00569        1.82403     
  1221.15        2500.00                 NaN   1.04056        54.3559        29.4952        9.27854        4.00572        1.82413     
  1217.95        2500.00                 NaN   1.04058        54.3557        29.4952        9.27854        4.00574        1.82424     
  1214.74        2500.00                 NaN   1.04061        54.3555        29.4953        9.27854        4.00577        1.82434     
  1211.54        2500.00                 NaN   1.04063        54.3553        29.4953        9.27854        4.00579        1.82445     
  1208.33        2500.00                 NaN   1.04066        54.3550        29.4954        9.27854        4.00582        1.82455     
  1205.13        2500.00                 NaN   1.07876        54.3998        29.4030        3.94154        9.21535        1.96155     
  1201.92        2500.00                 NaN   1.07878        54.3996        29.4031        3.94156        9.21534        1.96166     
  1198.72        2500.00                 NaN   1.07881        54.3993        29.4031        3.94159        9.21534        1.96177     
  1195.51        2500.00                 NaN   1.07883        54.3991        29.4032        3.94161        9.21534        1.96188     
  1192.31        2500.00                 NaN   1.07886        54.3989        29.4033        3.94164        9.21534        1.96200     
  1189.10        2500.00                 NaN   1.07889        54.3987        29.4033        3.94167        9.21534        1.96211     
  1185.90        2500.00                 NaN   1.07891        54.3984        29.4034        3.94169        9.21534        1.96222     
  1182.69        2500.00                 NaN   1.07894        54.3982        29.4035        3.94172        9.21533        1.96233     
  1179.49        2500.00                 NaN   1.11841        54.4373        29.3240        9.16548        3.86904        2.08581     
  1176.28        2500.00                 NaN   1.11844        54.4370        29.3241        9.16548        3.86907        2.08593     
  1173.08        2500.00                 NaN   1.11847        54.4368        29.3241        9.16547        3.86909        2.08605     
  1169.87        2500.00                 NaN   1.11849        54.4365        29.3242        9.16547        3.86912        2.08616     
  1166.67        2500.00                 NaN   1.11852        54.4363        29.3243        9.16547        3.86915        2.08628     
  1163.46        2500.00                 NaN   1.11855        54.4361        29.3243        9.16546        3.86917        2.08640     
  1160.26        2500.00                 NaN   1.11857        54.4358        29.3244        9.16546        3.86920        2.08652     
  1157.05        2500.00                 NaN   1.11860        54.4356        29.3245        9.16546        3.86923        2.08664     
  1153.85        2500.00                 NaN   1.16256        54.4598        29.2629        9.12823        3.79668        2.18984     
  1150.64        2500.00                 NaN   1.16258        54.4595        29.2630        9.12823        3.79670        2.18996     
  1147.44        2500.00                 NaN   1.16261        54.4593        29.2631        9.12822        3.79673        2.19009     
  1144.23        2500.00                 NaN   1.16264        54.4590        29.2632        9.12822        3.79676        2.19021     
  1141.03        2500.00                 NaN   1.16267        54.4588        29.2632        9.12821        3.79678        2.19034     
  1137.82        2500.00                 NaN   1.16269        54.4585        29.2633        9.12820        3.79681        2.19046     
  1134.62        2500.00                 NaN   1.16272        54.4583        29.2634        9.12820        3.79684        2.19059     
  1131.41        2500.00                 NaN   1.16275        54.4580        29.2635        9.12819        3.79686        2.19071     
  1128.21        2500.00                 NaN   1.21070        54.4658        29.2337        9.09166        3.71783        2.28031     
  1125.00        2500.00                 NaN   1.21073        54.4655        29.2338        9.09165        3.71786        2.28044     
  1121.79        2500.00                 NaN   1.21076        54.4653        29.2339        9.09165        3.71789        2.28057     
  1118.59        2500.00                 NaN   1.21078        54.4650        29.2339        9.09164        3.71791        2.28070     
  1115.38        2500.00                 NaN   1.21081        54.4648        29.2340        9.09163        3.71794        2.28083     
  1112.18        2500.00                 NaN   1.21084        54.4645        29.2341        9.09163        3.71797        2.28096     
  1108.97        2500.00                 NaN   1.21087        54.4643        29.2342        9.09162        3.71800        2.28109     
  1105.77        2500.00                 NaN   1.21090        54.4640        29.2342        9.09161        3.71802        2.28122     
  1102.56        2500.00                 NaN   1.25895        54.4664        29.1989        9.07477        3.64124        2.35979     
  1099.36        2500.00                 NaN   1.25898        54.4661        29.1990        9.07476        3.64127        2.35993     
  1096.15        2500.00                 NaN   1.25901        54.4659        29.1990        9.07475        3.64129        2.36006     
  1092.95        2500.00                 NaN   1.25904        54.4656        29.1991        9.07474        3.64132        2.36019     
  1089.74        2500.00                 NaN   1.25907        54.4653        29.1992        9.07473        3.64135        2.36033     
  1086.54        2500.00                 NaN   1.25910        54.4651        29.1993        9.07473        3.64138        2.36046     
  1083.33        2500.00                 NaN   1.25913        54.4648        29.1993        9.07472        3.64141        2.36059     
  1080.13        2500.00                 NaN   1.25916        54.4645        29.1994        9.07471        3.64143        2.36073     
  1076.92        2500.00                 NaN   1.31205        54.4609        29.1822        9.05845        3.56277        2.42363     
  1073.72        2500.00                 NaN   1.31208        54.4606        29.1823        9.05844        3.56280        2.42377     
  1070.51        2500.00                 NaN   1.31211        54.4603        29.1824        9.05843        3.56283        2.42391     
  1067.31        2500.00                 NaN   1.31214        54.4601        29.1825        9.05842        3.56285        2.42404     
  1064.10        2500.00                 NaN   1.31217        54.4598        29.1826        9.05842        3.56288        2.42418     
  1060.90        2500.00                 NaN   1.31220        54.4595        29.1826        9.05841        3.56291        2.42432     
  1057.69        2500.00                 NaN   1.31223        54.4593        29.1827        9.05840        3.56294        2.42445     
  1054.49        2500.00                 NaN   1.31226        54.4590        29.1828        9.05839        3.56297        2.42459     
  1051.28        2500.00                 NaN   1.36974        54.4353        29.1927        9.05140        3.47833        2.47255     
  1048.08        2500.00                 NaN   1.36977        54.4350        29.1928        9.05139        3.47836        2.47269     
  1044.87        2500.00                 NaN   1.36981        54.4347        29.1929        9.05138        3.47839        2.47282     
  1041.67        2500.00                 NaN   1.36984        54.4345        29.1929        9.05137        3.47842        2.47296     
  1038.46        2500.00                 NaN   1.36987        54.4342        29.1930        9.05136        3.47844        2.47310     
  1035.26        2500.00                 NaN   1.36990        54.4339        29.1931        9.05135        3.47847        2.47324     
  1032.05        2500.00                 NaN   1.36993        54.4336        29.1932        9.05134        3.47850        2.47338     
  1028.85        2500.00                 NaN   1.36996        54.4334        29.1933        9.05133        3.47853        2.47352     
  1025.64        2500.00                 NaN   1.43421        54.3935        29.2237        3.39185        9.05666        2.50009     
  1022.44        2500.00                 NaN   1.43425        54.3932        29.2238        3.39188        9.05664        2.50023     
