|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.25/WD94/WD94_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1260.07        500.000        98.8417                 NaN            NaN  0.197367       0.346209       0.235123       0.164329                 NaN  0.215312                 NaN            NaN
  1258.58        500.000        93.9219                 NaN            NaN  0.852967       0.921582       0.762492       0.414710                 NaN   3.12640                 NaN            NaN
  1257.09        500.000        94.3261                 NaN            NaN  0.804167       0.846866       0.714034       0.392412                 NaN   2.91646                 NaN            NaN
  1255.61        500.000        94.6786                 NaN            NaN  0.760780       0.782843       0.671442       0.372200                 NaN   2.73413                 NaN            NaN
  1254.12        500.000        94.9914                 NaN            NaN  0.722965       0.723997       0.633293       0.355227                 NaN   2.57314                 NaN            NaN
  1252.64        500.000        95.2707                 NaN            NaN  0.690085       0.670004       0.599079       0.340072                 NaN   2.43004                 NaN            NaN
  1251.15        500.000        95.5200                 NaN            NaN  0.660184       0.621859       0.568599       0.326382                 NaN   2.30293                 NaN            NaN
  1249.66        500.000        95.7458                 NaN            NaN  0.633095       0.578380       0.540363       0.313739                 NaN   2.18865                 NaN            NaN
  1248.18        500.000        95.9499                 NaN            NaN  0.540426       0.607801       0.514909       0.302216                 NaN   2.08472                 NaN            NaN
  1246.69        500.000        96.1393                 NaN            NaN  0.585353       0.503061       0.491170       0.291855                 NaN   1.98922                 NaN            NaN
  1245.20        500.000        96.3110                 NaN            NaN  0.564283       0.469357       0.469284       0.282360                 NaN   1.90371                 NaN            NaN
  1243.72        500.000        96.4719                 NaN            NaN  0.544401       0.438584       0.448812       0.273055                 NaN   1.82328                 NaN            NaN
  1242.23        500.000        96.6187                 NaN            NaN  0.525997       0.410337       0.429896       0.264555                 NaN   1.75053                 NaN            NaN
  1240.75        500.000        96.5859                 NaN            NaN  0.528847       0.403591       0.434992       0.270254                 NaN   1.77643                 NaN            NaN
  1239.26        500.000        94.1210                 NaN            NaN   1.08675       0.366282       0.960088                 NaN            NaN   3.46593                 NaN            NaN
  1237.77        500.000        98.4397                 NaN            NaN  0.529642       0.413208E-001            NaN  0.551406                 NaN  0.437885                 NaN            NaN
  1236.29        500.000        97.3944                 NaN            NaN  0.436200       0.289085       0.306809       0.208729                 NaN   1.36478                 NaN            NaN
  1234.80        500.000        98.1221                 NaN            NaN  0.290365       0.300613       0.232827       0.146286                 NaN  0.907770                 NaN            NaN
  1233.32        500.000        95.6215                 NaN            NaN  0.752664       0.217421       0.558720       0.399472                 NaN   2.45021                 NaN            NaN
  1231.83        500.000        99.1519                 NaN            NaN  0.830513E-001  0.355768       0.973558E-001  0.190997E-001            NaN  0.292809                 NaN            NaN
  1230.34        500.000        95.5595                 NaN            NaN  0.926019       0.119935       0.548868       0.454256                 NaN   2.39140                 NaN            NaN
  1228.86        500.000        98.6272                 NaN            NaN  0.216323       0.137220       0.179455       0.795216E-001            NaN  0.760244                 NaN            NaN
  1227.37        500.000        98.8993                 NaN            NaN  0.296376                 NaN  0.126229       0.134846                 NaN  0.543266                 NaN            NaN
  1225.89        500.000        99.1361                 NaN            NaN  0.342313                 NaN  0.121029       0.284383E-002            NaN  0.397737                 NaN            NaN
  1224.40        500.000        98.9441                 NaN            NaN  0.280623                 NaN  0.132444       0.375098E-001            NaN  0.605373                 NaN            NaN
  1222.91        500.000        95.3360                 NaN            NaN  0.254938       0.940368       0.566434       0.416990                 NaN   2.48532                 NaN            NaN
  1221.43        500.000        97.9456                 NaN            NaN  0.177520       0.342980       0.253044       0.175748                 NaN   1.10515                 NaN            NaN
  1219.94        500.000        99.2812                 NaN            NaN  0.214802                 NaN  0.953600E-001  0.253218E-001            NaN  0.383291                 NaN            NaN
  1218.46        500.000        96.8081                 NaN            NaN  0.643161       0.145288       0.383120       0.292612                 NaN   1.72767                 NaN            NaN
  1216.97        500.000        97.8507                 NaN            NaN  0.284798       0.312925       0.273123       0.119767                 NaN   1.15868                 NaN            NaN
  1215.48        500.000        97.5180                 NaN            NaN  0.452513                 NaN  0.302210       0.242441                 NaN   1.48486                 NaN            NaN
  1214.00        500.000        99.0269                 NaN            NaN  0.207368       0.141360       0.117425       0.119978                 NaN  0.386948                 NaN            NaN
  1212.51        500.000        98.5838                 NaN            NaN  0.190515       0.169966       0.151885       0.933729E-001            NaN  0.810493                 NaN            NaN
  1211.02        500.000        97.1219                 NaN            NaN  0.505619       0.154663       0.337449       0.242812                 NaN   1.63196       0.564254E-002            NaN
  1209.54        500.000        99.7466                 NaN            NaN  0.818138E-001            NaN  0.319350E-001  0.876205E-002            NaN  0.130932                 NaN            NaN
  1208.05        500.000        96.0588                 NaN            NaN  0.350939                 NaN  0.325401       0.200504                 NaN   1.50569                 NaN   1.55871     
  1206.57        500.000        95.9240                 NaN            NaN  0.386688                 NaN  0.327841       0.135187       0.849570E-004   1.56316       0.353137E-001   1.62770     
  1205.08        500.000        75.3159                 NaN            NaN   2.47170                 NaN   2.10046        1.38277                 NaN   9.70849                 NaN   9.02063     
  1203.59        500.000        85.4868                 NaN            NaN   1.22284                 NaN   1.20291       0.793832                 NaN   5.48718                 NaN   5.80646     
  1202.11        500.000        96.2304                 NaN            NaN  0.300982                 NaN  0.320766       0.218535                 NaN   1.48363                 NaN   1.44572     
  1200.62        500.000        80.0824                 NaN            NaN   1.88659                 NaN   1.62933        1.03862                 NaN   7.53656                 NaN   7.82649     
  1199.14        500.000        79.6265                 NaN            NaN   1.76444                 NaN   1.67324        1.08026                 NaN   7.78238                 NaN   8.07318     
  1197.65        500.000        99.9998       0.676806E-005            NaN  0.140537E-004            NaN  0.173719E-004  0.142400E-004            NaN  0.705966E-004            NaN  0.741897E-004
  1196.16        500.000        99.9739                 NaN            NaN  0.223372E-002            NaN  0.213786E-002  0.137490E-002            NaN  0.100415E-001            NaN  0.103112E-001
  1194.68        500.000        80.3414                 NaN            NaN   1.68065                 NaN   1.59680        1.00613                 NaN   7.56289                 NaN   7.81212     
  1193.19        500.000        88.2471                 NaN            NaN  0.912800                 NaN  0.954525       0.627031                 NaN   4.51881                 NaN   4.73972     
  1191.71        500.000        91.2670                 NaN            NaN  0.524623                 NaN  0.697355       0.447489                 NaN   3.47669                 NaN   3.58685     
  1190.22        500.000       100.0000                 NaN            NaN  0.323113E-005            NaN  0.263418E-005  0.218500E-005            NaN  0.128172E-004            NaN  0.129905E-004
  1188.73        500.000       100.0000                 NaN            NaN  0.135364E-005            NaN  0.245810E-005            NaN            NaN  0.151930E-004            NaN  0.147136E-004
  1187.25        500.000        61.2450                 NaN            NaN   3.17391                 NaN   2.96946        1.83218                 NaN   15.4063                 NaN   15.3731     
  1185.76        500.000        64.2715                 NaN            NaN   2.34702                 NaN   2.62299        1.60170                 NaN   14.6918                 NaN   14.4650     
  1184.28        500.000                 NaN            NaN            NaN   6.10504                 NaN   7.14837        4.33825                 NaN   41.6228                 NaN   40.7855     
  1182.79        500.000                 NaN            NaN            NaN   6.13177                 NaN   7.14780        4.32198                 NaN   41.6270                 NaN   40.7715     
  1181.30        500.000                 NaN            NaN            NaN   6.12835                 NaN   7.14941        4.32370                 NaN   41.6255                 NaN   40.7731     
  1179.82        500.000                 NaN            NaN            NaN   6.12092                 NaN   7.15213        4.32810                 NaN   41.6218                 NaN   40.7770     
  1178.33        500.000                 NaN            NaN            NaN   6.10312                 NaN   7.15686        4.33600                 NaN   41.6203                 NaN   40.7838     
  1176.84        500.000                 NaN            NaN            NaN   6.11175                 NaN   7.15511        4.33301                 NaN   41.6186                 NaN   40.7815     
  1175.36        500.000                 NaN            NaN            NaN   6.10782                 NaN   7.15845        4.33234                 NaN   41.6210                 NaN   40.7804     
  1173.87        500.000                 NaN            NaN            NaN   6.10269                 NaN   7.15815        4.33788                 NaN   41.6153                 NaN   40.7859     
  1172.39        500.000                 NaN            NaN            NaN   6.06310                 NaN   7.16435        4.36463                 NaN   41.5940                 NaN   40.8139     
  1170.90        500.000                 NaN            NaN            NaN   6.09618                 NaN   7.16016        4.34119                 NaN   41.6134                 NaN   40.7891     
  1169.41        500.000                 NaN            NaN            NaN   6.08906                 NaN   7.16190        4.34514                 NaN   41.6113                 NaN   40.7926     
  1167.93        500.000                 NaN            NaN            NaN   6.08617                 NaN   7.16382        4.34655                 NaN   41.6095                 NaN   40.7940     
  1166.44        500.000                 NaN            NaN            NaN   6.10817                 NaN   7.16867        4.33373                 NaN   41.6029                 NaN   40.7865     
  1164.96        500.000                 NaN            NaN            NaN   6.07890                 NaN   7.16548        4.35311                 NaN   41.6020                 NaN   40.8005     
  1163.47        500.000                 NaN            NaN            NaN   6.06947                 NaN   7.16890        4.35597                 NaN   41.6027                 NaN   40.8029     
  1161.98        500.000                 NaN            NaN            NaN   6.06847                 NaN   7.16997        4.35631                 NaN   41.6020                 NaN   40.8033     
  1160.50        500.000                 NaN            NaN            NaN   6.06680                 NaN   7.17108        4.35710                 NaN   41.6009                 NaN   40.8041     
  1159.01        500.000                 NaN            NaN            NaN   6.05200                 NaN   7.18050        4.36592                 NaN   41.5879                 NaN   40.8136     
  1157.53        500.000                 NaN            NaN            NaN   6.05687                 NaN   7.17408        4.36252                 NaN   41.5975                 NaN   40.8090     
  1156.04        500.000                 NaN            NaN            NaN   6.05983                 NaN   7.17602        4.35967                 NaN   41.5976                 NaN   40.8068     
  1154.55        500.000                 NaN            NaN            NaN   6.03359                 NaN   7.18049        4.37596                 NaN   41.5881                 NaN   40.8219     
  1153.07        500.000                 NaN            NaN            NaN   6.02364                 NaN   7.18759        4.38103                 NaN   41.5808                 NaN   40.8269     
  1151.58        500.000                 NaN            NaN            NaN   6.03751                 NaN   7.18482        4.37332                 NaN   41.5842                 NaN   40.8201     
  1150.10        500.000                 NaN            NaN            NaN   6.03300                 NaN   7.18621        4.37547                 NaN   41.5832                 NaN   40.8221     
  1148.61        500.000                 NaN            NaN            NaN   6.02717                 NaN   7.18473        4.37907                 NaN   41.5841                 NaN   40.8249     
  1147.12        500.000                 NaN            NaN            NaN   6.02537                 NaN   7.18570        4.37945                 NaN   41.5845                 NaN   40.8250     
  1145.64        500.000                 NaN            NaN            NaN   6.02153                 NaN   7.18788        4.38131                 NaN   41.5824                 NaN   40.8268     
  1144.15        500.000                 NaN            NaN            NaN   6.01666                 NaN   7.18952        4.38408                 NaN   41.5801                 NaN   40.8296     
  1142.66        500.000                 NaN            NaN            NaN   6.00632                 NaN   7.19181        4.39004                 NaN   41.5764                 NaN   40.8354     
  1141.18        500.000                 NaN            NaN            NaN   6.00666                 NaN   7.19313        4.38953                 NaN   41.5757                 NaN   40.8350     
  1139.69        500.000                 NaN            NaN            NaN   5.99791                 NaN   7.19564        4.39425                 NaN   41.5727                 NaN   40.8395     
  1138.21        500.000                 NaN            NaN            NaN   5.99449                 NaN   7.19922        4.39492                 NaN   41.5714                 NaN   40.8400     
  1136.72        500.000                 NaN            NaN            NaN   5.99329                 NaN   7.19959        4.39612                 NaN   41.5695                 NaN   40.8415     
  1135.23        500.000                 NaN            NaN            NaN   5.99516                 NaN   7.19958        4.39603                 NaN   41.5672                 NaN   40.8420     
  1133.75        500.000                 NaN            NaN            NaN   5.99184                 NaN   7.20100        4.39795                 NaN   41.5651                 NaN   40.8441     
  1132.26        500.000                 NaN            NaN            NaN   5.98396                 NaN   7.20374        4.40170                 NaN   41.5633                 NaN   40.8473     
  1130.78        500.000                 NaN            NaN            NaN   5.98386                 NaN   7.20404        4.40217                 NaN   41.5618                 NaN   40.8481     
  1129.29        500.000                 NaN            NaN            NaN   5.98024                 NaN   7.20596        4.40422                 NaN   41.5592                 NaN   40.8503     
  1127.80        500.000                 NaN            NaN            NaN   5.97455                 NaN   7.20798        4.40766                 NaN   41.5558                 NaN   40.8540     
  1126.32        500.000                 NaN            NaN            NaN   5.96870                 NaN   7.20991        4.41092                 NaN   41.5532                 NaN   40.8573     
  1124.83        500.000                 NaN            NaN            NaN   5.96610                 NaN   7.21159        4.41223                 NaN   41.5515                 NaN   40.8586     
  1123.35        500.000                 NaN            NaN            NaN   5.96301                 NaN   7.21333        4.41384                 NaN   41.5495                 NaN   40.8603     
  1121.86        500.000                 NaN            NaN            NaN   5.95946                 NaN   7.21505        4.41577                 NaN   41.5474                 NaN   40.8623     
  1120.37        500.000                 NaN            NaN            NaN   5.95599                 NaN   7.21678        4.41765                 NaN   41.5452                 NaN   40.8643     
  1118.89        500.000                 NaN            NaN            NaN   5.95645                 NaN   7.21717        4.41846                 NaN   41.5421                 NaN   40.8659     
  1117.40        500.000                 NaN            NaN            NaN   5.95059                 NaN   7.21991        4.42073                 NaN   41.5409                 NaN   40.8679     
  1115.92        500.000                 NaN            NaN            NaN   5.94600                 NaN   7.22174        4.42334                 NaN   41.5384                 NaN   40.8706     
  1114.43        500.000                 NaN            NaN            NaN   5.94254                 NaN   7.22385        4.42506                 NaN   41.5362                 NaN   40.8724     
  1112.94        500.000                 NaN            NaN            NaN   5.93875                 NaN   7.22582        4.42714                 NaN   41.5336                 NaN   40.8747     
  1111.46        500.000                 NaN            NaN            NaN   5.93589                 NaN   7.22723        4.42877                 NaN   41.5317                 NaN   40.8764     
  1109.97        500.000                 NaN            NaN            NaN   5.93440                 NaN   7.22640        4.42856                 NaN   41.5352                 NaN   40.8755     
  1108.48        500.000                 NaN            NaN            NaN   5.92962                 NaN   7.22899        4.43100                 NaN   41.5324                 NaN   40.8780     
  1107.00        500.000                 NaN            NaN            NaN   5.93196                 NaN   7.23011        4.43034                 NaN   41.5296                 NaN   40.8780     
  1105.51        500.000                 NaN            NaN            NaN   5.91939                 NaN   7.23776        4.43059                 NaN   41.5352                 NaN   40.8771     
  1104.03        500.000                 NaN            NaN            NaN   5.91288                 NaN   7.23827        4.44215                 NaN   41.5152                 NaN   40.8915     
  1102.54        500.000                 NaN            NaN            NaN   5.92073                 NaN   7.24057        4.43247                 NaN   41.5242                 NaN   40.8820     
  1101.05        500.000                 NaN            NaN            NaN   5.91168                 NaN   7.23984        4.44216                 NaN   41.5152                 NaN   40.8911     
  1099.57        500.000                 NaN            NaN            NaN   5.91150                 NaN   7.24362        4.44387                 NaN   41.5066                 NaN   40.8944     
  1098.08        500.000                 NaN            NaN            NaN   5.90223                 NaN   7.24599        4.44768                 NaN   41.5064                 NaN   40.8977     
  1096.60        500.000                 NaN            NaN            NaN   5.90093                 NaN   7.24556        4.44892                 NaN   41.5055                 NaN   40.8990     
  1095.11        500.000                 NaN            NaN            NaN   5.89445                 NaN   7.25107        4.45197                 NaN   41.4995                 NaN   40.9030     
  1093.62        500.000                 NaN            NaN            NaN   5.89161                 NaN   7.24975        4.45376                 NaN   41.5004                 NaN   40.9045     
  1092.14        500.000                 NaN            NaN            NaN   5.88992                 NaN   7.25173        4.45442                 NaN   41.4988                 NaN   40.9052     
  1090.65        500.000                 NaN            NaN            NaN   5.88645                 NaN   7.25456        4.45705                 NaN   41.4933                 NaN   40.9086     
  1089.17        500.000                 NaN            NaN            NaN   5.87812                 NaN   7.25827        4.46718                 NaN   41.4743                 NaN   40.9221     
  1087.68        500.000                 NaN            NaN            NaN   5.88377                 NaN   7.26237        4.46034                 NaN   41.4779                 NaN   40.9156     
  1086.19        500.000                 NaN            NaN            NaN   5.87393                 NaN   7.25909        4.46266                 NaN   41.4897                 NaN   40.9147     
  1084.71        500.000                 NaN            NaN            NaN   5.87006                 NaN   7.26501        4.46632                 NaN   41.4788                 NaN   40.9198     
  1083.22        500.000                 NaN            NaN            NaN   5.86191                 NaN   7.25402        4.47647                 NaN   41.4805                 NaN   40.9271     
  1081.73        500.000                 NaN            NaN            NaN   5.86588                 NaN   7.26516        4.46847                 NaN   41.4794                 NaN   40.9211     
  1080.25        500.000                 NaN            NaN            NaN   5.86716                 NaN   7.26685        4.46735                 NaN   41.4777                 NaN   40.9209     
  1078.76        500.000                 NaN            NaN            NaN   5.86275                 NaN   7.26916        4.46977                 NaN   41.4746                 NaN   40.9237     
  1077.28        500.000                 NaN            NaN            NaN   5.86092                 NaN   7.27097        4.47083                 NaN   41.4721                 NaN   40.9252     
  1075.79        500.000                 NaN            NaN            NaN   5.86166                 NaN   7.27408        4.47159                 NaN   41.4653                 NaN   40.9273     
  1074.30        500.000                 NaN            NaN            NaN   5.85460                 NaN   7.27581        4.47417                 NaN   41.4661                 NaN   40.9293     
  1072.82        500.000                 NaN            NaN            NaN   5.85475                 NaN   7.27824        4.47513                 NaN   41.4604                 NaN   40.9315     
  1071.33        500.000                 NaN            NaN            NaN   5.85142                 NaN   7.28035        4.47688                 NaN   41.4577                 NaN   40.9337     
  1069.85        500.000                 NaN            NaN            NaN   5.84812                 NaN   7.28248        4.47862                 NaN   41.4550                 NaN   40.9358     
  1068.36        500.000                 NaN            NaN            NaN   5.84460                 NaN   7.28460        4.48043                 NaN   41.4524                 NaN   40.9380     
  1066.87        500.000                 NaN            NaN            NaN   5.84167                 NaN   7.28681        4.48206                 NaN   41.4493                 NaN   40.9401     
  1065.39        500.000                 NaN            NaN            NaN   5.83828                 NaN   7.29074        4.48601                 NaN   41.4392                 NaN   40.9457     
  1063.90        500.000                 NaN            NaN            NaN   5.83565                 NaN   7.29124        4.48537                 NaN   41.4433                 NaN   40.9444     
  1062.42        500.000                 NaN            NaN            NaN   5.83293                 NaN   7.29348        4.48694                 NaN   41.4401                 NaN   40.9466     
  1060.93        500.000                 NaN            NaN            NaN   5.83040                 NaN   7.29358        4.48797                 NaN   41.4410                 NaN   40.9471     
  1059.44        500.000                 NaN            NaN            NaN   5.82942                 NaN   7.29813        4.49021                 NaN   41.4308                 NaN   40.9514     
  1057.96        500.000                 NaN            NaN            NaN   5.82793                 NaN   7.29889        4.49037                 NaN   41.4313                 NaN   40.9515     
  1056.47        500.000                 NaN            NaN            NaN   5.82615                 NaN   7.30096        4.49161                 NaN   41.4279                 NaN   40.9534     
  1054.99        500.000                 NaN            NaN            NaN   5.82001                 NaN   7.30186        4.49409                 NaN   41.4286                 NaN   40.9554     
  1053.50        500.000                 NaN            NaN            NaN   5.81746                 NaN   7.30405        4.49562                 NaN   41.4253                 NaN   40.9576     
  1052.01        500.000                 NaN            NaN            NaN   5.82041                 NaN   7.30829        4.49550                 NaN   41.4162                 NaN   40.9596     
  1050.53        500.000                 NaN            NaN            NaN   5.81839                 NaN   7.31067        4.49703                 NaN   41.4118                 NaN   40.9621     
  1049.04        500.000                 NaN            NaN            NaN   5.79547                 NaN   7.31031        4.50662                 NaN   41.4200                 NaN   40.9676     
  1047.55        500.000                 NaN  0.224720E-002            NaN   5.80746                 NaN   7.31311        4.49974                 NaN   41.4122                 NaN   40.9653     
  1046.07        500.000                 NaN            NaN            NaN   5.81059                 NaN   7.31762        4.50144                 NaN   41.4019                 NaN   40.9684     
  1044.58        500.000                 NaN  0.119790E-001            NaN   5.80219                 NaN   7.31863        4.49540                 NaN   41.4046                 NaN   40.9672     
  1043.10        500.000                 NaN  0.447198                 NaN   5.65557                 NaN   7.33926        4.15802                 NaN   41.4374       0.731596E-001   40.8894     
  1041.61        500.000                 NaN  0.489337                 NaN   5.77683                 NaN   7.34074        4.06557                 NaN   41.4159       0.740430E-001   40.8375     
  1040.12        500.000                 NaN  0.632431                 NaN   5.75191                 NaN   7.35254        3.94705                 NaN   41.4103       0.963444E-001   40.8095     
  1038.64        500.000                 NaN  0.850089                 NaN   5.73277                 NaN   7.36260        3.75353                 NaN   41.4174       0.131000        40.7526     
  1037.15        500.000                 NaN   1.08691                 NaN   5.71252                 NaN   7.37405        3.54412                 NaN   41.4233       0.167776        40.6914     
  1035.67        500.000                 NaN   1.34853                 NaN   5.69217                 NaN   7.38703        3.31475                 NaN   41.4279       0.205837        40.6238     
  1034.18        500.000                 NaN   1.83366                 NaN   5.66153                 NaN   7.40823        2.89079                 NaN   41.4414       0.270681        40.4937     
  1032.69        500.000                 NaN   2.16958                 NaN   5.64160                 NaN   7.42488        2.59745                 NaN   41.4453       0.315768        40.4054     
  1031.21        500.000                 NaN   2.52516                 NaN   5.61885                 NaN   7.43985        2.28702                 NaN   41.4569       0.362658        40.3096     
  1029.72        500.000                 NaN   2.91975                 NaN   5.59441                 NaN   7.45729        1.94475                 NaN   41.4668       0.412777        40.2042     
  1028.24        500.000                 NaN   3.55486                 NaN   5.55852                 NaN   7.48410        1.39568                 NaN   41.4844       0.489661        40.0328     
  1026.75        500.000                 NaN   3.92451                 NaN   5.53592                 NaN   7.50040        1.07736                 NaN   41.4932       0.534275        39.9343     
  1025.26        500.000                 NaN   4.32687                 NaN   5.51152                 NaN   7.51724       0.731750                 NaN   41.5047       0.581660        39.8263     
  1023.78        500.000                 NaN   5.17909                 NaN   5.46598                 NaN   7.55123                 NaN            NaN   41.5312       0.678245        39.5942     
  1022.29        500.000                 NaN   5.18188                 NaN   5.46329                 NaN   7.55252                 NaN            NaN   41.5283       0.678164        39.5958     
  1020.81        500.000                 NaN   5.18433                 NaN   5.46100                 NaN   7.55268                 NaN            NaN   41.5278       0.677979        39.5962     
  1019.32        500.000                 NaN   5.17563                 NaN   5.47171                 NaN   7.56215                 NaN            NaN   41.5147       0.677553        39.5983     
  1017.83        500.000                 NaN   5.19038                 NaN   5.45399                 NaN   7.55756                 NaN            NaN   41.5179       0.678297        39.6018     
  1016.35        500.000                 NaN   5.19388                 NaN   5.44980                 NaN   7.55823                 NaN            NaN   41.5166       0.678351        39.6032     
  1014.86        500.000                 NaN   5.19763                 NaN   5.44503                 NaN   7.55872                 NaN            NaN   41.5159       0.678389        39.6043     
  1013.37        500.000                 NaN   5.20087                 NaN   5.44128                 NaN   7.56048                 NaN            NaN   41.5123       0.678487        39.6066     
  1011.89        500.000                 NaN   5.20406                 NaN   5.43749                 NaN   7.56220                 NaN            NaN   41.5089       0.678597        39.6087     
  1010.40        500.000                 NaN   5.20724                 NaN   5.43374                 NaN   7.56391                 NaN            NaN   41.5055       0.678703        39.6109     
  1008.92        500.000                 NaN   5.21038                 NaN   5.43004                 NaN   7.56561                 NaN            NaN   41.5021       0.678807        39.6130     
  1007.43        500.000                 NaN   5.21315                 NaN   5.42712                 NaN   7.56692                 NaN            NaN   41.4994       0.678797        39.6146     
  1005.94        500.000                 NaN   5.21504                 NaN   5.42586                 NaN   7.56797                 NaN            NaN   41.4968       0.678630        39.6157     
  1004.46        500.000                 NaN   5.21665                 NaN   5.42521                 NaN   7.56904                 NaN            NaN   41.4940       0.678395        39.6167     
  1002.97        500.000                 NaN   5.21890                 NaN   5.42317                 NaN   7.56996                 NaN            NaN   41.4920       0.678286        39.6177     
  1001.49        500.000                 NaN   5.22140                 NaN   5.42082                 NaN   7.57085                 NaN            NaN   41.4899       0.678188        39.6188     
  1000.00        500.000                 NaN   5.22434                 NaN   5.41747                 NaN   7.57343                 NaN            NaN   41.4850       0.678287        39.6215     
