|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.25/WD94/WD94_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1260.07        500.000        99.0628                 NaN            NaN  0.143474       0.259067       0.224511       0.888031E-001            NaN  0.221295                 NaN            NaN
  1258.58        500.000        94.5155                 NaN            NaN  0.639143       0.670721       0.729674       0.224673                 NaN   3.22033                 NaN            NaN
  1257.09        500.000        94.8932                 NaN            NaN  0.600829       0.614416       0.681805       0.212176                 NaN   2.99753                 NaN            NaN
  1255.61        500.000        95.2224                 NaN            NaN  0.566729       0.566209       0.639753       0.200858                 NaN   2.80408                 NaN            NaN
  1254.12        500.000        95.5140                 NaN            NaN  0.521321       0.537846       0.602118       0.191361                 NaN   2.63336                 NaN            NaN
  1252.64        500.000        95.7741                 NaN            NaN  0.511246       0.481724       0.568386       0.182843                 NaN   2.48168                 NaN            NaN
  1251.15        500.000        96.0059                 NaN            NaN  0.487781       0.445816       0.538341       0.175163                 NaN   2.34696                 NaN            NaN
  1249.66        500.000        96.2155                 NaN            NaN  0.466547       0.413461       0.510550       0.168085                 NaN   2.22588                 NaN            NaN
  1248.18        500.000        96.4051                 NaN            NaN  0.385245       0.446714       0.485505       0.161599                 NaN   2.11586                 NaN            NaN
  1246.69        500.000        96.5805                 NaN            NaN  0.429107       0.357619       0.462181       0.155760                 NaN   2.01484                 NaN            NaN
  1245.20        500.000        96.7391                 NaN            NaN  0.412645       0.332787       0.440700       0.150430                 NaN   1.92435                 NaN            NaN
  1243.72        500.000        96.8875                 NaN            NaN  0.397117       0.310137       0.420635       0.145202                 NaN   1.83939                 NaN            NaN
  1242.23        500.000        97.0228                 NaN            NaN  0.382757       0.289407       0.402113       0.140431                 NaN   1.76252                 NaN            NaN
  1240.75        500.000        96.9972                 NaN            NaN  0.383989       0.284018       0.406131       0.143252                 NaN   1.78538                 NaN            NaN
  1239.26        500.000        94.5740                 NaN            NaN  0.787861       0.256406       0.896628                 NaN            NaN   3.48510                 NaN            NaN
  1237.77        500.000        98.8687                 NaN            NaN  0.371077       0.298825E-001            NaN  0.292069                 NaN  0.438310                 NaN            NaN
  1236.29        500.000        97.7267                 NaN            NaN  0.314241       0.201824       0.284573       0.110099                 NaN   1.36255                 NaN            NaN
  1234.80        500.000        98.3861                 NaN            NaN  0.208412       0.208842       0.215500       0.766863E-001            NaN  0.904480                 NaN            NaN
  1233.32        500.000        96.1396                 NaN            NaN  0.540626       0.151221       0.517198       0.210240                 NaN   2.44116                 NaN            NaN
  1231.83        500.000        99.3044                 NaN            NaN  0.593789E-001  0.246131       0.896982E-001  0.996204E-002            NaN  0.290395                 NaN            NaN
  1230.34        500.000        96.1362                 NaN            NaN  0.661586       0.829565E-001  0.506350       0.238024                 NaN   2.37490                 NaN            NaN
  1228.86        500.000        98.7963                 NaN            NaN  0.148902       0.975681E-001  0.164712       0.414744E-001            NaN  0.751028                 NaN            NaN
  1227.37        500.000        99.0670                 NaN            NaN  0.210805                 NaN  0.115744       0.702400E-001            NaN  0.536228                 NaN            NaN
  1225.89        500.000        99.2605                 NaN            NaN  0.234970                 NaN  0.110862       0.148684E-002            NaN  0.392161                 NaN            NaN
  1224.40        500.000        99.0725                 NaN            NaN  0.190476                 NaN  0.121251       0.195050E-001            NaN  0.596313                 NaN            NaN
  1222.91        500.000        95.9670                 NaN            NaN  0.175068       0.667778       0.519458       0.217383                 NaN   2.45335                 NaN            NaN
  1221.43        500.000        98.2295                 NaN            NaN  0.121139       0.242245       0.230837       0.910658E-001            NaN   1.08519                 NaN            NaN
  1219.94        500.000        99.3787                 NaN            NaN  0.145994                 NaN  0.867833E-001  0.131050E-001            NaN  0.375440                 NaN            NaN
  1218.46        500.000        97.2535                 NaN            NaN  0.453117       0.988780E-001  0.349030       0.151344                 NaN   1.69416                 NaN            NaN
  1216.97        500.000        98.1439                 NaN            NaN  0.200459       0.212705       0.248043       0.621155E-001            NaN   1.13282                 NaN            NaN
  1215.48        500.000        97.8354                 NaN            NaN  0.316319                 NaN  0.274042       0.125061                 NaN   1.44923                 NaN            NaN
  1214.00        500.000        99.2154                 NaN            NaN  0.144846       0.953333E-001  0.106205       0.614665E-001            NaN  0.376740                 NaN            NaN
  1212.51        500.000        98.7787                 NaN            NaN  0.133133       0.114679       0.137233       0.479897E-001            NaN  0.788302                 NaN            NaN
  1211.02        500.000        97.5208                 NaN            NaN  0.353962       0.104520       0.304840       0.125881                 NaN   1.58705       0.297153E-002            NaN
  1209.54        500.000        99.7851                 NaN            NaN  0.548723E-001            NaN  0.287361E-001  0.448721E-002            NaN  0.126824                 NaN            NaN
  1208.05        500.000        96.3884                 NaN            NaN  0.245061                 NaN  0.293696       0.102641                 NaN   1.46281                 NaN   1.50737     
  1206.57        500.000        96.2518                 NaN            NaN  0.270136                 NaN  0.295951       0.696684E-001  0.439386E-004   1.51937       0.185830E-001   1.57442     
  1205.08        500.000        77.1124                 NaN            NaN   1.75503                 NaN   1.92981       0.717351                 NaN   9.60487                 NaN   8.88051     
  1203.59        500.000        86.6205                 NaN            NaN  0.859532                 NaN   1.09304       0.403136                 NaN   5.37010                 NaN   5.65367     
  1202.11        500.000        96.5594                 NaN            NaN  0.209224                 NaN  0.288568       0.111117                 NaN   1.43793                 NaN   1.39372     
  1200.62        500.000        81.5882                 NaN            NaN   1.33422                 NaN   1.48613       0.533874                 NaN   7.40766                 NaN   7.64993     
  1199.14        500.000        81.1396                 NaN            NaN   1.25662                 NaN   1.52440       0.554689                 NaN   7.64254                 NaN   7.88210     
  1197.65        500.000        99.9998       0.387591E-005            NaN  0.979208E-005            NaN  0.155317E-004  0.715128E-005            NaN  0.680583E-004            NaN  0.710860E-004
  1196.16        500.000        99.9763                 NaN            NaN  0.155032E-002            NaN  0.191145E-002  0.694986E-003            NaN  0.968440E-002            NaN  0.988047E-002
  1194.68        500.000        81.8141                 NaN            NaN   1.18771                 NaN   1.45184       0.513654                 NaN   7.42010                 NaN   7.61262     
  1193.19        500.000        89.2016                 NaN            NaN  0.641543                 NaN  0.860786       0.315670                 NaN   4.39934                 NaN   4.58110     
  1191.71        500.000        91.9470                 NaN            NaN  0.368619                 NaN  0.626735       0.227069                 NaN   3.37541                 NaN   3.45514     
  1190.22        500.000       100.0000                 NaN            NaN  0.227416E-005            NaN  0.234993E-005  0.110190E-005            NaN  0.123610E-004            NaN  0.124214E-004
  1188.73        500.000       100.0000                 NaN            NaN  0.947382E-006            NaN  0.219288E-005            NaN            NaN  0.147411E-004            NaN  0.140697E-004
  1187.25        500.000        63.4528                 NaN            NaN   2.29034                 NaN   2.73714       0.946007                 NaN   15.3842                 NaN   15.1896     
  1185.76        500.000        66.2574                 NaN            NaN   1.68753                 NaN   2.40403       0.821861                 NaN   14.6177                 NaN   14.2114     
  1184.28        500.000                 NaN            NaN            NaN   4.64700                 NaN   6.91694        2.34952                 NaN   43.7805                 NaN   42.3061     
  1182.79        500.000                 NaN            NaN            NaN   4.66520                 NaN   6.91643        2.34062                 NaN   43.7847                 NaN   42.2931     
  1181.30        500.000                 NaN            NaN            NaN   4.66296                 NaN   6.91792        2.34133                 NaN   43.7822                 NaN   42.2956     
  1179.82        500.000                 NaN            NaN            NaN   4.66007                 NaN   6.92035        2.34334                 NaN   43.7765                 NaN   42.2998     
  1178.33        500.000                 NaN            NaN            NaN   4.64564                 NaN   6.92491        2.34715                 NaN   43.7744                 NaN   42.3079     
  1176.84        500.000                 NaN            NaN            NaN   4.65361                 NaN   6.92312        2.34562                 NaN   43.7714                 NaN   42.3062     
  1175.36        500.000                 NaN            NaN            NaN   4.64878                 NaN   6.92634        2.34490                 NaN   43.7736                 NaN   42.3064     
  1173.87        500.000                 NaN            NaN            NaN   4.64733                 NaN   6.92592        2.34788                 NaN   43.7662                 NaN   42.3127     
  1172.39        500.000                 NaN            NaN            NaN   4.62178                 NaN   6.93177        2.36203                 NaN   43.7424                 NaN   42.3421     
  1170.90        500.000                 NaN            NaN            NaN   4.64147                 NaN   6.92783        2.34947                 NaN   43.7630                 NaN   42.3182     
  1169.41        500.000                 NaN            NaN            NaN   4.63664                 NaN   6.92943        2.35140                 NaN   43.7598                 NaN   42.3227     
  1167.93        500.000                 NaN            NaN            NaN   4.63499                 NaN   6.93121        2.35188                 NaN   43.7570                 NaN   42.3250     
  1166.44        500.000                 NaN            NaN            NaN   4.65063                 NaN   6.93594        2.34485                 NaN   43.7498                 NaN   42.3187     
  1164.96        500.000                 NaN            NaN            NaN   4.63272                 NaN   6.93259        2.35515                 NaN   43.7466                 NaN   42.3330     
  1163.47        500.000                 NaN            NaN            NaN   4.62375                 NaN   6.93590        2.35642                 NaN   43.7471                 NaN   42.3368     
  1161.98        500.000                 NaN            NaN            NaN   4.62308                 NaN   6.93689        2.35644                 NaN   43.7455                 NaN   42.3381     
  1160.50        500.000                 NaN            NaN            NaN   4.62195                 NaN   6.93790        2.35672                 NaN   43.7436                 NaN   42.3398     
  1159.01        500.000                 NaN            NaN            NaN   4.61934                 NaN   6.94649        2.36071                 NaN   43.7256                 NaN   42.3479     
  1157.53        500.000                 NaN            NaN            NaN   4.61524                 NaN   6.94065        2.35928                 NaN   43.7381                 NaN   42.3467     
  1156.04        500.000                 NaN            NaN            NaN   4.61806                 NaN   6.94244        2.35732                 NaN   43.7371                 NaN   42.3451     
  1154.55        500.000                 NaN            NaN            NaN   4.60009                 NaN   6.94666        2.36584                 NaN   43.7260                 NaN   42.3614     
  1153.07        500.000                 NaN            NaN            NaN   4.59878                 NaN   6.95310        2.36799                 NaN   43.7148                 NaN   42.3653     
  1151.58        500.000                 NaN            NaN            NaN   4.60729                 NaN   6.95049        2.36390                 NaN   43.7184                 NaN   42.3600     
  1150.10        500.000                 NaN            NaN            NaN   4.60386                 NaN   6.95178        2.36485                 NaN   43.7166                 NaN   42.3630     
  1148.61        500.000                 NaN            NaN            NaN   4.59652                 NaN   6.95048        2.36695                 NaN   43.7181                 NaN   42.3680     
  1147.12        500.000                 NaN            NaN            NaN   4.59437                 NaN   6.95140        2.36696                 NaN   43.7180                 NaN   42.3693     
  1145.64        500.000                 NaN            NaN            NaN   4.59196                 NaN   6.95344        2.36764                 NaN   43.7149                 NaN   42.3720     
  1144.15        500.000                 NaN            NaN            NaN   4.58877                 NaN   6.95496        2.36899                 NaN   43.7115                 NaN   42.3758     
  1142.66        500.000                 NaN            NaN            NaN   4.58206                 NaN   6.95706        2.37211                 NaN   43.7065                 NaN   42.3823     
  1141.18        500.000                 NaN            NaN            NaN   4.58214                 NaN   6.95830        2.37154                 NaN   43.7051                 NaN   42.3829     
  1139.69        500.000                 NaN            NaN            NaN   4.57647                 NaN   6.96062        2.37393                 NaN   43.7007                 NaN   42.3883     
  1138.21        500.000                 NaN            NaN            NaN   4.57526                 NaN   6.96394        2.37372                 NaN   43.6979                 NaN   42.3892     
  1136.72        500.000                 NaN            NaN            NaN   4.57345                 NaN   6.96433        2.37431                 NaN   43.6957                 NaN   42.3922     
  1135.23        500.000                 NaN            NaN            NaN   4.57506                 NaN   6.96428        2.37427                 NaN   43.6925                 NaN   42.3939     
  1133.75        500.000                 NaN            NaN            NaN   4.57291                 NaN   6.96558        2.37517                 NaN   43.6895                 NaN   42.3968     
  1132.26        500.000                 NaN            NaN            NaN   4.56759                 NaN   6.96815        2.37679                 NaN   43.6865                 NaN   42.4009     
  1130.78        500.000                 NaN            NaN            NaN   4.56760                 NaN   6.96839        2.37704                 NaN   43.6842                 NaN   42.4027     
  1129.29        500.000                 NaN            NaN            NaN   4.56537                 NaN   6.97018        2.37794                 NaN   43.6806                 NaN   42.4059     
  1127.80        500.000                 NaN            NaN            NaN   4.56174                 NaN   6.97206        2.37964                 NaN   43.6760                 NaN   42.4106     
  1126.32        500.000                 NaN            NaN            NaN   4.55783                 NaN   6.97385        2.38121                 NaN   43.6723                 NaN   42.4148     
  1124.83        500.000                 NaN            NaN            NaN   4.55622                 NaN   6.97541        2.38166                 NaN   43.6697                 NaN   42.4170     
  1123.35        500.000                 NaN            NaN            NaN   4.55427                 NaN   6.97702        2.38232                 NaN   43.6667                 NaN   42.4197     
  1121.86        500.000                 NaN            NaN            NaN   4.55202                 NaN   6.97862        2.38315                 NaN   43.6636                 NaN   42.4226     
  1120.37        500.000                 NaN            NaN            NaN   4.54982                 NaN   6.98023        2.38396                 NaN   43.6604                 NaN   42.4256     
  1118.89        500.000                 NaN            NaN            NaN   4.55051                 NaN   6.98057        2.38440                 NaN   43.6563                 NaN   42.4282     
  1117.40        500.000                 NaN            NaN            NaN   4.54649                 NaN   6.98312        2.38531                 NaN   43.6540                 NaN   42.4310     
  1115.92        500.000                 NaN            NaN            NaN   4.54356                 NaN   6.98482        2.38650                 NaN   43.6505                 NaN   42.4346     
  1114.43        500.000                 NaN            NaN            NaN   4.54144                 NaN   6.98680        2.38713                 NaN   43.6473                 NaN   42.4374     
  1112.94        500.000                 NaN            NaN            NaN   4.53905                 NaN   6.98863        2.38806                 NaN   43.6437                 NaN   42.4406     
  1111.46        500.000                 NaN            NaN            NaN   4.53724                 NaN   6.98993        2.38876                 NaN   43.6408                 NaN   42.4433     
  1109.97        500.000                 NaN            NaN            NaN   4.53575                 NaN   6.98906        2.38845                 NaN   43.6435                 NaN   42.4432     
  1108.48        500.000                 NaN            NaN            NaN   4.53267                 NaN   6.99149        2.38954                 NaN   43.6397                 NaN   42.4466     
  1107.00        500.000                 NaN            NaN            NaN   4.53470                 NaN   6.99254        2.38906                 NaN   43.6360                 NaN   42.4477     
  1105.51        500.000                 NaN            NaN            NaN   4.52421                 NaN   6.99974        2.38895                 NaN   43.6402                 NaN   42.4469     
  1104.03        500.000                 NaN            NaN            NaN   4.52292                 NaN   7.00024        2.39494                 NaN   43.6188                 NaN   42.4631     
  1102.54        500.000                 NaN            NaN            NaN   4.52681                 NaN   7.00239        2.38944                 NaN   43.6273                 NaN   42.4540     
  1101.05        500.000                 NaN            NaN            NaN   4.52204                 NaN   7.00165        2.39456                 NaN   43.6171                 NaN   42.4646     
  1099.57        500.000                 NaN            NaN            NaN   4.52705                 NaN   7.00500        2.39519                 NaN   43.6053                 NaN   42.4674     
  1098.08        500.000                 NaN            NaN            NaN   4.51793                 NaN   7.00736        2.39693                 NaN   43.6053                 NaN   42.4725     
  1096.60        500.000                 NaN            NaN            NaN   4.51663                 NaN   7.00691        2.39768                 NaN   43.6038                 NaN   42.4750     
  1095.11        500.000                 NaN            NaN            NaN   4.51315                 NaN   7.01212        2.39892                 NaN   43.5961                 NaN   42.4797     
  1093.62        500.000                 NaN            NaN            NaN   4.50984                 NaN   7.01087        2.39977                 NaN   43.5969                 NaN   42.4826     
  1092.14        500.000                 NaN            NaN            NaN   4.50867                 NaN   7.01273        2.39994                 NaN   43.5944                 NaN   42.4843     
  1090.65        500.000                 NaN            NaN            NaN   4.50819                 NaN   7.01532        2.40113                 NaN   43.5871                 NaN   42.4882     
  1089.17        500.000                 NaN            NaN            NaN   4.50634                 NaN   7.01878        2.40656                 NaN   43.5656                 NaN   42.5027     
  1087.68        500.000                 NaN            NaN            NaN   4.50864                 NaN   7.02275        2.40229                 NaN   43.5691                 NaN   42.4972     
  1086.19        500.000                 NaN            NaN            NaN   4.49849                 NaN   7.01956        2.40349                 NaN   43.5810                 NaN   42.4974     
  1084.71        500.000                 NaN            NaN            NaN   4.49779                 NaN   7.02519        2.40511                 NaN   43.5685                 NaN   42.5035     
  1083.22        500.000                 NaN            NaN            NaN   4.49297                 NaN   7.01450        2.41126                 NaN   43.5694                 NaN   42.5119     
  1081.73        500.000                 NaN            NaN            NaN   4.49503                 NaN   7.02519        2.40610                 NaN   43.5672                 NaN   42.5065     
  1080.25        500.000                 NaN            NaN            NaN   4.49513                 NaN   7.02683        2.40529                 NaN   43.5652                 NaN   42.5076     
  1078.76        500.000                 NaN            NaN            NaN   4.49239                 NaN   7.02899        2.40638                 NaN   43.5610                 NaN   42.5113     
  1077.28        500.000                 NaN            NaN            NaN   4.49144                 NaN   7.03069        2.40673                 NaN   43.5575                 NaN   42.5137     
  1075.79        500.000                 NaN            NaN            NaN   4.49568                 NaN   7.03346        2.40690                 NaN   43.5482                 NaN   42.5158     
  1074.30        500.000                 NaN            NaN            NaN   4.48783                 NaN   7.03523        2.40796                 NaN   43.5493                 NaN   42.5197     
  1072.82        500.000                 NaN            NaN            NaN   4.49065                 NaN   7.03739        2.40834                 NaN   43.5415                 NaN   42.5221     
  1071.33        500.000                 NaN            NaN            NaN   4.48832                 NaN   7.03939        2.40905                 NaN   43.5379                 NaN   42.5253     
  1069.85        500.000                 NaN            NaN            NaN   4.48602                 NaN   7.04140        2.40977                 NaN   43.5343                 NaN   42.5285     
  1068.36        500.000                 NaN            NaN            NaN   4.48341                 NaN   7.04341        2.41052                 NaN   43.5309                 NaN   42.5318     
  1066.87        500.000                 NaN            NaN            NaN   4.48161                 NaN   7.04549        2.41117                 NaN   43.5268                 NaN   42.5349     
  1065.39        500.000                 NaN            NaN            NaN   4.48253                 NaN   7.04909        2.41313                 NaN   43.5144                 NaN   42.5408     
  1063.90        500.000                 NaN            NaN            NaN   4.47774                 NaN   7.04966        2.41251                 NaN   43.5189                 NaN   42.5412     
  1062.42        500.000                 NaN            NaN            NaN   4.47618                 NaN   7.05176        2.41314                 NaN   43.5146                 NaN   42.5443     
  1060.93        500.000                 NaN            NaN            NaN   4.47385                 NaN   7.05182        2.41360                 NaN   43.5149                 NaN   42.5458     
  1059.44        500.000                 NaN            NaN            NaN   4.47723                 NaN   7.05599        2.41454                 NaN   43.5021                 NaN   42.5502     
  1057.96        500.000                 NaN            NaN            NaN   4.47514                 NaN   7.05672        2.41446                 NaN   43.5021                 NaN   42.5516     
  1056.47        500.000                 NaN            NaN            NaN   4.47475                 NaN   7.05863        2.41493                 NaN   43.4975                 NaN   42.5542     
  1054.99        500.000                 NaN            NaN            NaN   4.46803                 NaN   7.05956        2.41613                 NaN   43.4984                 NaN   42.5579     
  1053.50        500.000                 NaN            NaN            NaN   4.46664                 NaN   7.06162        2.41676                 NaN   43.4940                 NaN   42.5610     
  1052.01        500.000                 NaN            NaN            NaN   4.47326                 NaN   7.06546        2.41634                 NaN   43.4820                 NaN   42.5629     
  1050.53        500.000                 NaN            NaN            NaN   4.47277                 NaN   7.06767        2.41700                 NaN   43.4764                 NaN   42.5662     
  1049.04        500.000                 NaN            NaN            NaN   4.45146                 NaN   7.06742        2.42201                 NaN   43.4854                 NaN   42.5737     
  1047.55        500.000                 NaN  0.138648E-002            NaN   4.46113                 NaN   7.07013        2.41814                 NaN   43.4767                 NaN   42.5725     
  1046.07        500.000                 NaN            NaN            NaN   4.46800                 NaN   7.07423        2.41871                 NaN   43.4636                 NaN   42.5755     
  1044.58        500.000                 NaN  0.738950E-002            NaN   4.45842                 NaN   7.07535        2.41543                 NaN   43.4670                 NaN   42.5764     
  1043.10        500.000                 NaN  0.275867                 NaN   4.35007                 NaN   7.09578        2.23342                 NaN   43.5041       0.411448E-001   42.4996     
  1041.61        500.000                 NaN  0.301866                 NaN   4.44121                 NaN   7.09771        2.18380                 NaN   43.4838       0.416438E-001   42.4500     
  1040.12        500.000                 NaN  0.390095                 NaN   4.42470                 NaN   7.10933        2.11974                 NaN   43.4787       0.541873E-001   42.4233     
  1038.64        500.000                 NaN  0.524311                 NaN   4.40857                 NaN   7.11964        2.01542                 NaN   43.4895       0.736836E-001   42.3689     
  1037.15        500.000                 NaN  0.670322                 NaN   4.39361                 NaN   7.13124        1.90257                 NaN   43.4983       0.943741E-001   42.3096     
  1035.67        500.000                 NaN  0.831608                 NaN   4.37889                 NaN   7.14438        1.77910                 NaN   43.5063       0.115790        42.2440     
  1034.18        500.000                 NaN   1.13017                 NaN   4.35654                 NaN   7.16602        1.55139                 NaN   43.5269       0.152289        42.1167     
  1032.69        500.000                 NaN   1.33705                 NaN   4.34450                 NaN   7.18279        1.39372                 NaN   43.5344       0.177669        42.0299     
  1031.21        500.000                 NaN   1.55607                 NaN   4.32565                 NaN   7.19822        1.22699                 NaN   43.5519       0.204075        41.9371     
  1029.72        500.000                 NaN   1.79909                 NaN   4.30789                 NaN   7.21603        1.04322                 NaN   43.5674       0.232303        41.8340     
  1028.24        500.000                 NaN   2.19024                 NaN   4.28153                 NaN   7.24351       0.748644                 NaN   43.5948       0.275626        41.6657     
  1026.75        500.000                 NaN   2.41804                 NaN   4.26513                 NaN   7.26015       0.577814                 NaN   43.6087       0.300769        41.5694     
  1025.26        500.000                 NaN   2.66579                 NaN   4.24755                 NaN   7.27740       0.392404                 NaN   43.6259       0.327480        41.4635     
  1023.78        500.000                 NaN   3.19069                 NaN   4.21418                 NaN   7.31240                 NaN            NaN   43.6658       0.381961        41.2349     
  1022.29        500.000                 NaN   3.19227                 NaN   4.21272                 NaN   7.31359                 NaN            NaN   43.6620       0.381905        41.2375     
  1020.81        500.000                 NaN   3.19319                 NaN   4.21174                 NaN   7.31371                 NaN            NaN   43.6607       0.381792        41.2389     
  1019.32        500.000                 NaN   3.18895                 NaN   4.21913                 NaN   7.32279                 NaN            NaN   43.6459       0.381540        41.2417     
  1017.83        500.000                 NaN   3.19764                 NaN   4.20724                 NaN   7.31830                 NaN            NaN   43.6485       0.381949        41.2463     
  1016.35        500.000                 NaN   3.19949                 NaN   4.20477                 NaN   7.31889                 NaN            NaN   43.6463       0.381969        41.2486     
  1014.86        500.000                 NaN   3.20142                 NaN   4.20189                 NaN   7.31930                 NaN            NaN   43.6447       0.381981        41.2507     
  1013.37        500.000                 NaN   3.20349                 NaN   4.19965                 NaN   7.32095                 NaN            NaN   43.6401       0.382025        41.2538     
  1011.89        500.000                 NaN   3.20554                 NaN   4.19731                 NaN   7.32255                 NaN            NaN   43.6356       0.382077        41.2569     
  1010.40        500.000                 NaN   3.20756                 NaN   4.19500                 NaN   7.32414                 NaN            NaN   43.6312       0.382126        41.2600     
  1008.92        500.000                 NaN   3.20956                 NaN   4.19272                 NaN   7.32573                 NaN            NaN   43.6267       0.382174        41.2631     
  1007.43        500.000                 NaN   3.21114                 NaN   4.19113                 NaN   7.32694                 NaN            NaN   43.6230       0.382158        41.2656     
  1005.94        500.000                 NaN   3.21202                 NaN   4.19081                 NaN   7.32791                 NaN            NaN   43.6195       0.382055        41.2677     
  1004.46        500.000                 NaN   3.21269                 NaN   4.19099                 NaN   7.32890                 NaN            NaN   43.6159       0.381913        41.2696     
  1002.97        500.000                 NaN   3.21375                 NaN   4.19013                 NaN   7.32974                 NaN            NaN   43.6130       0.381842        41.2716     
  1001.49        500.000                 NaN   3.21497                 NaN   4.18910                 NaN   7.33055                 NaN            NaN   43.6099       0.381777        41.2737     
  1000.00        500.000                 NaN   3.21708                 NaN   4.18695                 NaN   7.33299                 NaN            NaN   43.6039       0.381822        41.2773     
