|6.6.6
Archiving\03_Data\eqfrac/QFM/YM20/YM20_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1544.77        2500.00                 NaN            NaN            NaN   99.4705       0.479584       0.499268E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.34        2500.00                 NaN            NaN            NaN   99.4996       0.454044       0.463585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.91        2500.00                 NaN            NaN            NaN   99.5035       0.451124       0.453389E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.48        2500.00                 NaN            NaN            NaN   99.5075       0.446825       0.456294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.05        2500.00                 NaN            NaN            NaN   99.5111       0.444855       0.440642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.62        2500.00                 NaN            NaN            NaN   99.5135       0.442800       0.436589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.19        2500.00                 NaN            NaN            NaN   99.5191       0.438235       0.426542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.76        2500.00                 NaN            NaN            NaN   99.5201       0.438753       0.411968E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.33        2500.00                 NaN            NaN            NaN   99.5195       0.438841       0.416604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.90        2500.00                 NaN            NaN            NaN   99.5319       0.426209       0.418893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.47        2500.00                 NaN            NaN            NaN   99.5336       0.425865       0.405257E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.04        2500.00                 NaN            NaN            NaN   99.7628       0.217568       0.196539E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.61        2500.00                 NaN            NaN            NaN   99.3061       0.638082       0.557761E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.18        2500.00                 NaN            NaN            NaN   99.5393       0.423480       0.372200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.75        2500.00                 NaN            NaN            NaN   99.5401       0.424301       0.355794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.32        2500.00                 NaN            NaN            NaN   99.5474       0.416453       0.361072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.90        2500.00                 NaN            NaN            NaN   99.5486       0.415848       0.355509E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.47        2500.00                 NaN            NaN            NaN   99.5514       0.413214       0.353503E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.04        2500.00                 NaN            NaN            NaN   99.4392       0.522043       0.387656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.61        2500.00                 NaN            NaN            NaN   99.6650       0.313143       0.218588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.18        2500.00                 NaN            NaN            NaN   99.5598       0.407481       0.327196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.75        2500.00                 NaN            NaN            NaN   99.5627       0.404647       0.326852E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.32        2500.00                 NaN            NaN            NaN   99.5655       0.403000       0.314867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.89        2500.00                 NaN            NaN            NaN   99.5663       0.403578       0.301563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.46        2500.00                 NaN            NaN            NaN   99.5668       0.402640       0.305554E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.03        2500.00                 NaN            NaN            NaN   99.2496       0.706610       0.438098E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.60        2500.00                 NaN            NaN            NaN   99.8944       0.990479E-001  0.657074E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.17        2500.00                 NaN            NaN            NaN   99.5771       0.395022       0.278597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.74        2500.00                 NaN            NaN            NaN   99.5790       0.393996       0.269925E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.31        2500.00                 NaN            NaN            NaN   99.5814       0.392644       0.259092E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.88        2500.00                 NaN            NaN            NaN   99.5844       0.389013       0.266361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.45        2500.00                 NaN            NaN            NaN   99.5855       0.389889       0.246017E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.02        2500.00                 NaN            NaN            NaN   99.5878       0.388060       0.240933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.59        2500.00                 NaN            NaN            NaN   99.5886       0.387512       0.239098E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.16        2500.00                 NaN            NaN            NaN   99.4751       0.497284       0.276305E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.73        2500.00                 NaN            NaN            NaN   99.7800       0.207963       0.120345E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.30        2500.00                 NaN            NaN            NaN   99.5278       0.448114       0.241250E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.87        2500.00                 NaN            NaN            NaN   99.5967       0.383461       0.198548E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.44        2500.00                 NaN            NaN            NaN   99.5900       0.395588       0.143648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.01        2500.00                 NaN            NaN            NaN   99.5981       0.383786       0.181500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.58        2500.00                 NaN            NaN            NaN   99.6077       0.375451       0.168150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.15        2500.00                 NaN            NaN            NaN   99.2430       0.727449       0.295218E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.72        2500.00                 NaN            NaN            NaN   99.8188       0.174315       0.689576E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.29        2500.00                 NaN            NaN            NaN   99.7526       0.237816       0.955410E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.86        2500.00                 NaN            NaN            NaN   99.4847       0.330210       0.256971E-001  0.159361                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.43        2500.00                 NaN            NaN            NaN   99.2123       0.220462       0.513167E-001  0.515916                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.00        2500.00                 NaN            NaN            NaN   99.2189       0.218966       0.503970E-001  0.511702                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.57        2500.00                 NaN            NaN            NaN   99.2242       0.220045       0.475988E-001  0.508151                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.14        2500.00                 NaN            NaN            NaN   99.2327       0.216572       0.475973E-001  0.503169                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.71        2500.00                 NaN            NaN            NaN   98.2930       0.486232       0.991003E-001   1.12171                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.28        2500.00                 NaN            NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.85        2500.00                 NaN            NaN            NaN   99.4522       0.155926       0.322256E-001  0.359635                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.42        2500.00                 NaN            NaN            NaN   99.2582       0.209973       0.438401E-001  0.488026                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.99        2500.00                 NaN            NaN            NaN   99.2642       0.208468       0.431411E-001  0.484208                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.56        2500.00                 NaN            NaN            NaN   99.2708       0.207143       0.418339E-001  0.480238                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.13        2500.00                 NaN            NaN            NaN   99.2761       0.206438       0.404267E-001  0.477065                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.70        2500.00                 NaN            NaN            NaN   99.2682       0.201064       0.410574E-001  0.489654                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.27        2500.00                 NaN            NaN            NaN   99.3022       0.207680       0.374346E-001  0.452713                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.84        2500.00                 NaN            NaN            NaN   99.2918       0.204710       0.365470E-001  0.466967                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.41        2500.00                 NaN            NaN            NaN   99.2966       0.202479       0.364489E-001  0.464438                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.98        2500.00                 NaN            NaN            NaN   99.3038       0.201334       0.351383E-001  0.459735                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.55        2500.00                 NaN            NaN            NaN   99.3079       0.201017       0.339031E-001  0.457188                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.12        2500.00                 NaN            NaN            NaN   99.3122       0.200823       0.325980E-001  0.454426                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.69        2500.00                 NaN            NaN            NaN   99.3173       0.199698       0.317500E-001  0.451286                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.26        2500.00                 NaN            NaN            NaN   99.3155       0.204724       0.283048E-001  0.451503                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.83        2500.00                 NaN            NaN            NaN   99.3232       0.201760       0.285777E-001  0.446460                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.40        2500.00                 NaN            NaN            NaN   99.3312       0.195991       0.295994E-001  0.443255                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.97        2500.00                 NaN            NaN            NaN   99.4882       0.159604       0.160863E-001  0.336153                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.54        2500.00                 NaN            NaN            NaN   99.1868       0.244896       0.311670E-001  0.537162                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.11        2500.00                 NaN            NaN            NaN   99.3436       0.197065       0.254356E-001  0.433887                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.68        2500.00                 NaN            NaN            NaN   99.3474       0.197832       0.234533E-001  0.431294                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.25        2500.00                 NaN            NaN            NaN   99.3505       0.199380       0.212850E-001  0.428869                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.82        2500.00                 NaN            NaN            NaN   99.3434       0.144356       0.138589E-001  0.814883E-001  0.416889                 NaN            NaN            NaN            NaN            NaN
  1440.39        2500.00                 NaN            NaN            NaN   99.3318       0.482903E-001  0.995382E-002  0.210872       0.399048                 NaN            NaN            NaN            NaN            NaN
  1438.96        2500.00                 NaN            NaN            NaN   99.3334       0.541580E-001            NaN  0.216883       0.395557                 NaN            NaN            NaN            NaN            NaN
  1437.53        2500.00                 NaN            NaN            NaN   99.3391       0.527749E-001  0.707275E-002  0.206168       0.394874                 NaN            NaN            NaN            NaN            NaN
  1436.10        2500.00                 NaN            NaN            NaN   99.3455       0.495016E-001  0.148950E-001  0.196276       0.393831                 NaN            NaN            NaN            NaN            NaN
  1434.67        2500.00                 NaN            NaN            NaN   99.3462       0.588640E-001            NaN  0.205552       0.389361                 NaN            NaN            NaN            NaN            NaN
  1433.24        2500.00                 NaN            NaN            NaN   99.3496       0.567987E-001  0.118772E-005  0.206334       0.387291                 NaN            NaN            NaN            NaN            NaN
  1431.81        2500.00                 NaN            NaN            NaN   99.3532       0.554937E-001            NaN  0.385232       0.206106                 NaN            NaN            NaN            NaN            NaN
  1430.38        2500.00                 NaN            NaN            NaN   99.3564       0.589737E-001            NaN  0.200595       0.383997                 NaN            NaN            NaN            NaN            NaN
  1428.95        2500.00                 NaN            NaN            NaN   99.3684       0.413813E-001  0.303587E-001  0.386059       0.173820                 NaN            NaN            NaN            NaN            NaN
  1427.53        2500.00                 NaN            NaN            NaN   99.3648       0.624122E-001            NaN  0.380006       0.192767                 NaN            NaN            NaN            NaN            NaN
  1426.10        2500.00                 NaN            NaN            NaN   99.0539       0.389144E-001  0.823920E-006  0.350439       0.384492       0.172245                 NaN            NaN            NaN            NaN
  1424.67        2500.00                 NaN            NaN            NaN   98.5276                 NaN  0.120896       0.409920       0.456758       0.484834                 NaN            NaN            NaN            NaN
  1423.24        2500.00                 NaN            NaN            NaN   98.5460                 NaN  0.145844       0.416154       0.407703       0.484261                 NaN            NaN            NaN            NaN
  1421.81        2500.00                 NaN            NaN            NaN   98.5682                 NaN  0.145391       0.402197       0.407066       0.477099                 NaN            NaN            NaN            NaN
  1420.38        2500.00                 NaN            NaN            NaN   98.5944                 NaN  0.143835       0.394883       0.398487       0.468389                 NaN            NaN            NaN            NaN
  1418.95        2500.00                 NaN            NaN            NaN   98.6159                 NaN  0.143168       0.388981       0.390365       0.461560                 NaN            NaN            NaN            NaN
  1417.52        2500.00                 NaN            NaN            NaN   98.6369                 NaN  0.143141       0.383612       0.381374       0.454997                 NaN            NaN            NaN            NaN
  1416.09        2500.00                 NaN            NaN            NaN   98.6608                 NaN  0.140793       0.376721       0.374888       0.446751                 NaN            NaN            NaN            NaN
  1414.66        2500.00                 NaN            NaN            NaN   98.6801                 NaN  0.140889       0.371867       0.366256       0.440919                 NaN            NaN            NaN            NaN
  1413.23        2500.00                 NaN            NaN            NaN   98.6977                 NaN  0.140069       0.367281       0.359807       0.435097                 NaN            NaN            NaN            NaN
  1411.80        2500.00                 NaN            NaN            NaN   98.7248                 NaN  0.138705       0.350868       0.359657       0.425954                 NaN            NaN            NaN            NaN
  1410.37        2500.00                 NaN            NaN            NaN   98.7384                 NaN  0.138887       0.355873       0.345017       0.421849                 NaN            NaN            NaN            NaN
  1408.94        2500.00                 NaN            NaN            NaN   98.7601                 NaN  0.137204       0.338111       0.349961       0.414632                 NaN            NaN            NaN            NaN
  1407.51        2500.00                 NaN            NaN            NaN   98.7749                 NaN  0.137542       0.346489       0.330877       0.410152                 NaN            NaN            NaN            NaN
  1406.08        2500.00                 NaN            NaN            NaN   98.7977                 NaN  0.135442       0.340010       0.324732       0.402133                 NaN            NaN            NaN            NaN
  1404.65        2500.00                 NaN            NaN            NaN   98.8122                 NaN  0.135599       0.318347       0.336235       0.397635                 NaN            NaN            NaN            NaN
  1403.22        2500.00                 NaN            NaN            NaN   98.8302                 NaN  0.134746       0.311935       0.331233       0.391850                 NaN            NaN            NaN            NaN
  1401.79        2500.00                 NaN            NaN            NaN   98.7823                 NaN  0.118725       0.348661       0.343995       0.406326                 NaN            NaN            NaN            NaN
  1400.36        2500.00                 NaN            NaN            NaN   98.9269                 NaN  0.149146       0.311292       0.252510       0.360174                 NaN            NaN            NaN            NaN
  1398.93        2500.00                 NaN            NaN            NaN   98.8791                 NaN  0.132664       0.318076       0.294386       0.375781                 NaN            NaN            NaN            NaN
  1397.50        2500.00                 NaN            NaN            NaN   98.8941                 NaN  0.132211       0.288777       0.314079       0.370827                 NaN            NaN            NaN            NaN
  1396.07        2500.00                 NaN            NaN            NaN   98.9092                 NaN  0.131535       0.283267       0.310204       0.365788                 NaN            NaN            NaN            NaN
  1394.64        2500.00                 NaN            NaN            NaN   98.9250                 NaN  0.130794       0.305665       0.277933       0.360589                 NaN            NaN            NaN            NaN
  1393.21        2500.00                 NaN            NaN            NaN   98.9382                 NaN  0.130390       0.302325       0.272654       0.356426                 NaN            NaN            NaN            NaN
  1391.78        2500.00                 NaN            NaN            NaN   98.9548                 NaN  0.129354       0.297732       0.267340       0.350795                 NaN            NaN            NaN            NaN
  1390.35        2500.00                 NaN            NaN            NaN   98.9670                 NaN  0.129026       0.294388       0.262721       0.346818                 NaN            NaN            NaN            NaN
  1388.92        2500.00                 NaN            NaN            NaN   98.9812                 NaN  0.128286       0.257784       0.290670       0.342020                 NaN            NaN            NaN            NaN
  1387.49        2500.00                 NaN            NaN            NaN   98.9869                 NaN  0.129410       0.289281       0.253681       0.340724                 NaN            NaN            NaN            NaN
  1386.06        2500.00                 NaN            NaN            NaN   99.0142                 NaN  0.125655       0.281772       0.247766       0.330620                 NaN            NaN            NaN            NaN
  1384.63        2500.00                 NaN            NaN            NaN   99.0172                 NaN  0.127040       0.244555       0.281103       0.330140                 NaN            NaN            NaN            NaN
  1383.20        2500.00                 NaN            NaN            NaN   99.0343                 NaN  0.125826       0.238929       0.276529       0.324375                 NaN            NaN            NaN            NaN
  1381.77        2500.00                 NaN            NaN            NaN   99.0447                 NaN  0.125346       0.235257       0.273663       0.320987                 NaN            NaN            NaN            NaN
  1380.34        2500.00                 NaN            NaN            NaN   99.0543                 NaN  0.126211       0.229772       0.271568       0.318190                 NaN            NaN            NaN            NaN
  1378.91        2500.00                 NaN            NaN            NaN   99.0698                 NaN  0.123201       0.228449       0.266358       0.312198                 NaN            NaN            NaN            NaN
  1377.48        2500.00                 NaN            NaN            NaN   99.0797                 NaN  0.123662       0.223226       0.264071       0.309301                 NaN            NaN            NaN            NaN
  1376.05        2500.00                 NaN            NaN            NaN   99.0907                 NaN  0.123240       0.219115       0.261296       0.305622                 NaN            NaN            NaN            NaN
  1374.62        2500.00                 NaN            NaN            NaN   99.1016                 NaN  0.122653       0.215465       0.258297       0.301935                 NaN            NaN            NaN            NaN
  1373.19        2500.00                 NaN            NaN            NaN   99.1127                 NaN  0.122093       0.211679       0.255256       0.298313                 NaN            NaN            NaN            NaN
  1371.76        2500.00                 NaN            NaN            NaN   99.1234                 NaN  0.121490       0.252333       0.208111       0.294677                 NaN            NaN            NaN            NaN
  1370.33        2500.00                 NaN            NaN            NaN   99.1338                 NaN  0.121262       0.249719       0.203847       0.291418                 NaN            NaN            NaN            NaN
  1368.90        2500.00                 NaN            NaN            NaN   99.1438                 NaN  0.120215       0.246601       0.201480       0.287881                 NaN            NaN            NaN            NaN
  1367.47        2500.00                 NaN            NaN            NaN   99.1541                 NaN  0.119561       0.198032       0.244043       0.284256                 NaN            NaN            NaN            NaN
  1366.04        2500.00                 NaN            NaN            NaN   99.1635                 NaN  0.119623       0.241608       0.193999       0.281287                 NaN            NaN            NaN            NaN
  1364.61        2500.00                 NaN            NaN            NaN   99.1740                 NaN  0.118187       0.191658       0.238690       0.277493                 NaN            NaN            NaN            NaN
  1363.18        2500.00                 NaN            NaN            NaN   99.1822                 NaN  0.118129       0.188192       0.236679       0.274835                 NaN            NaN            NaN            NaN
  1361.75        2500.00                 NaN            NaN            NaN   99.1918                 NaN  0.117402       0.185279       0.233966       0.271506                 NaN            NaN            NaN            NaN
  1360.32        2500.00                 NaN            NaN            NaN   99.2001                 NaN  0.117155       0.231878       0.182061       0.268841                 NaN            NaN            NaN            NaN
  1358.89        2500.00                 NaN            NaN            NaN   99.2101                 NaN  0.116659       0.178490       0.229236       0.265549                 NaN            NaN            NaN            NaN
  1357.46        2500.00                 NaN            NaN            NaN   99.2182                 NaN  0.115562       0.176838       0.227089       0.262345                 NaN            NaN            NaN            NaN
  1356.03        2500.00                 NaN            NaN            NaN   99.2269                 NaN  0.114750       0.174383       0.224484       0.259504                 NaN            NaN            NaN            NaN
  1354.60        2500.00                 NaN            NaN            NaN   99.2352                 NaN  0.114439       0.171317       0.222249       0.256754                 NaN            NaN            NaN            NaN
  1353.17        2500.00                 NaN            NaN            NaN   99.2431                 NaN  0.113921       0.168762       0.220150       0.254056                 NaN            NaN            NaN            NaN
  1351.74        2500.00                 NaN            NaN            NaN   99.2521                 NaN  0.113676       0.164970       0.218024       0.251222                 NaN            NaN            NaN            NaN
  1350.31        2500.00                 NaN            NaN            NaN   99.2599                 NaN  0.111969       0.215674       0.164477       0.248017                 NaN            NaN            NaN            NaN
  1348.88        2500.00                 NaN            NaN            NaN   99.2669                 NaN  0.111921       0.213696       0.161668       0.245861                 NaN            NaN            NaN            NaN
  1347.45        2500.00                 NaN            NaN            NaN   99.2746                 NaN  0.111341       0.211639       0.159187       0.243220                 NaN            NaN            NaN            NaN
  1346.02        2500.00                 NaN            NaN            NaN   99.2820                 NaN  0.110636       0.209578       0.157094       0.240705                 NaN            NaN            NaN            NaN
  1344.59        2500.00                 NaN            NaN            NaN   99.2899                 NaN  0.109693       0.207547       0.155062       0.237768                 NaN            NaN            NaN            NaN
  1343.16        2500.00                 NaN            NaN            NaN   99.2968                 NaN  0.109186       0.205688       0.152868       0.235436                 NaN            NaN            NaN            NaN
  1341.73        2500.00                 NaN            NaN            NaN   99.3040                 NaN  0.108407       0.203791       0.150856       0.232917                 NaN            NaN            NaN            NaN
  1340.30        2500.00                 NaN            NaN            NaN   99.3107                 NaN  0.107819       0.149180       0.201659       0.230662                 NaN            NaN            NaN            NaN
  1338.87        2500.00                 NaN            NaN            NaN   99.3179                 NaN  0.107029       0.199895       0.147103       0.228108                 NaN            NaN            NaN            NaN
  1337.44        2500.00                 NaN            NaN            NaN   99.3241                 NaN  0.106336       0.198272       0.145410       0.225862                 NaN            NaN            NaN            NaN
  1336.01        2500.00                 NaN            NaN            NaN   99.3295                 NaN  0.105902       0.196740       0.143997       0.223827                 NaN            NaN            NaN            NaN
  1334.58        2500.00                 NaN            NaN            NaN   99.3383                 NaN  0.104476       0.194369       0.142081       0.220777                 NaN            NaN            NaN            NaN
  1333.15        2500.00                 NaN            NaN            NaN   99.3438                 NaN  0.103965       0.192809       0.140520       0.218922                 NaN            NaN            NaN            NaN
  1331.73        2500.00                 NaN            NaN            NaN   99.3495                 NaN  0.103172       0.139356       0.191042       0.216881                 NaN            NaN            NaN            NaN
  1330.30        2500.00                 NaN            NaN            NaN   99.3567                 NaN  0.102382       0.137386       0.189221       0.214348                 NaN            NaN            NaN            NaN
  1328.87        2500.00                 NaN            NaN            NaN   99.3623                 NaN  0.101491       0.136373       0.187545       0.212297                 NaN            NaN            NaN            NaN
  1327.44        2500.00                 NaN            NaN            NaN   99.3676                 NaN  0.101900       0.132931       0.186834       0.210725                 NaN            NaN            NaN            NaN
  1326.01        2500.00                 NaN            NaN            NaN   99.3742                 NaN  0.985850E-001  0.183641       0.135834       0.207745                 NaN            NaN            NaN            NaN
  1324.58        2500.00                 NaN            NaN            NaN   99.3793                 NaN  0.994533E-001  0.132015       0.182941       0.206287                 NaN            NaN            NaN            NaN
  1323.15        2500.00                 NaN            NaN            NaN   99.3861                 NaN  0.978453E-001  0.131482       0.180915       0.203698                 NaN            NaN            NaN            NaN
  1321.72        2500.00                 NaN            NaN            NaN   99.3911                 NaN  0.971159E-001  0.179627       0.130225       0.201908                 NaN            NaN            NaN            NaN
  1320.29        2500.00                 NaN            NaN            NaN   99.3960                 NaN  0.969241E-001  0.178322       0.128399       0.200317                 NaN            NaN            NaN            NaN
  1318.86        2500.00                 NaN            NaN            NaN   99.4022                 NaN  0.947891E-001  0.129009       0.176229       0.197776                 NaN            NaN            NaN            NaN
  1317.43        2500.00                 NaN            NaN            NaN   99.4070                 NaN  0.944785E-001  0.127333       0.175031       0.196133                 NaN            NaN            NaN            NaN
  1316.00        2500.00                 NaN            NaN            NaN   99.3994                 NaN  0.984532E-001  0.174701       0.126790       0.200610                 NaN            NaN            NaN            NaN
  1314.57        2500.00                 NaN            NaN            NaN   99.4320                 NaN  0.877118E-001  0.124312       0.170558       0.185442                 NaN            NaN            NaN            NaN
  1313.14        2500.00                 NaN            NaN            NaN   99.4222                 NaN  0.916416E-001  0.170672       0.124870       0.190622                 NaN            NaN            NaN            NaN
  1311.71        2500.00                 NaN            NaN            NaN   99.4270                 NaN  0.904861E-001  0.169153       0.124514       0.188867                 NaN            NaN            NaN            NaN
  1310.28        2500.00                 NaN            NaN            NaN   99.4324                 NaN  0.895102E-001  0.167761       0.123545       0.186796                 NaN            NaN            NaN            NaN
  1308.85        2500.00                 NaN            NaN            NaN   99.4192                 NaN  0.698612E-001  0.155258       0.168812       0.186835                 NaN            NaN            NaN            NaN
  1307.42        2500.00                 NaN            NaN            NaN   99.4581                 NaN  0.106217       0.176042       0.776160E-001  0.182018                 NaN            NaN            NaN            NaN
  1305.99        2500.00                 NaN            NaN            NaN   99.4460                 NaN  0.868128E-001  0.163862       0.121532       0.181771                 NaN            NaN            NaN            NaN
  1304.56        2500.00                 NaN            NaN            NaN   99.4510                 NaN  0.850752E-001  0.162138       0.122000       0.179786                 NaN            NaN            NaN            NaN
  1303.13        2500.00                 NaN            NaN            NaN   99.4549                 NaN  0.843882E-001  0.160900       0.121363       0.178483                 NaN            NaN            NaN            NaN
  1301.70        2500.00                 NaN            NaN            NaN   99.3340                 NaN  0.961376E-001  0.171106       0.122212       0.192378       0.841205E-001            NaN            NaN            NaN
  1300.27        2500.00                 NaN            NaN            NaN   88.7778                 NaN   1.29134        1.21200                 NaN   1.50936        7.20951                 NaN            NaN            NaN
  1298.84        2500.00                 NaN            NaN            NaN   89.6146                 NaN   1.19683        1.13530                 NaN   1.40534        6.64791                 NaN            NaN            NaN
