|6.6.6
Archiving\03_Data\DfracLP/QFM_m1.25/K22/K22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1889.72        500.000        99.4034                 NaN            NaN  0.581023       0.156137E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4084                 NaN            NaN  0.576132       0.154698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4109                 NaN            NaN  0.573618       0.154689E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4143                 NaN            NaN  0.570315       0.154239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4177                 NaN            NaN  0.566947       0.153516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.6590                 NaN            NaN  0.331826       0.918537E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.1855                 NaN            NaN  0.793127       0.214140E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4262                 NaN            NaN  0.558558       0.152095E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4288                 NaN            NaN  0.555994       0.151960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4320                 NaN            NaN  0.552859       0.151291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4339                 NaN            NaN  0.551038       0.150951E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4357                 NaN            NaN  0.549269       0.150615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4385                 NaN            NaN  0.546464       0.150196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4412                 NaN            NaN  0.543859       0.149546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4438                 NaN            NaN  0.541275       0.148938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4438                 NaN            NaN  0.541262       0.149192E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.2799                 NaN            NaN  0.700797       0.193137E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.6473                 NaN            NaN  0.343301       0.944217E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4164                 NaN            NaN  0.567901       0.156554E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4514                 NaN            NaN  0.533851       0.147319E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4188                 NaN            NaN  0.565531       0.156309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4881                 NaN            NaN  0.498127       0.137258E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4534                 NaN            NaN  0.531937       0.146508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4552                 NaN            NaN  0.530177       0.145841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4549                 NaN            NaN  0.530494       0.146075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4563                 NaN            NaN  0.529128       0.145259E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4593                 NaN            NaN  0.526275       0.144171E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4587                 NaN            NaN  0.526837       0.144256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4567                 NaN            NaN  0.528884       0.144478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4581                 NaN            NaN  0.527523       0.143920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4579                 NaN            NaN  0.527740       0.143761E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4566                 NaN            NaN  0.529058       0.143644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4580                 NaN            NaN  0.527729       0.142837E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4992                 NaN            NaN  0.487545       0.132210E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4144                 NaN            NaN  0.570255       0.153755E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4566                 NaN            NaN  0.529214       0.142122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4547                 NaN            NaN  0.531001       0.142521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4543                 NaN            NaN  0.531533       0.141696E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4548                 NaN            NaN  0.531030       0.141358E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4527                 NaN            NaN  0.533211       0.141191E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4512                 NaN            NaN  0.534685       0.141197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4510                 NaN            NaN  0.534895       0.140834E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4477                 NaN            NaN  0.538166       0.141081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4476                 NaN            NaN  0.538345       0.140319E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4439                 NaN            NaN  0.542072       0.140178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4448                 NaN            NaN  0.541221       0.140192E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.9989                 NaN            NaN  0.650049E-003  0.433360E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        98.8805                 NaN            NaN   1.09199       0.275094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4385                 NaN            NaN  0.547639       0.138952E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4358                 NaN            NaN  0.550244       0.139225E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4323                 NaN            NaN  0.553690       0.139629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4321                 NaN            NaN  0.554031       0.138497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4285                 NaN            NaN  0.557582       0.138771E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4247                 NaN            NaN  0.561407       0.138485E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4224                 NaN            NaN  0.563729       0.138495E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4191                 NaN            NaN  0.567023       0.138343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.2704                 NaN            NaN  0.712282       0.172791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.6330                 NaN            NaN  0.358305       0.865553E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3369                 NaN            NaN  0.647588       0.155289E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4080                 NaN            NaN  0.578265       0.137841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4044                 NaN            NaN  0.581825       0.137536E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4005                 NaN            NaN  0.585759       0.137445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3969                 NaN            NaN  0.589365       0.137478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3930                 NaN            NaN  0.593227       0.137616E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3909                 NaN            NaN  0.595437       0.137122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3866                 NaN            NaN  0.599663       0.137014E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3814                 NaN            NaN  0.604874       0.137223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3786                 NaN            NaN  0.607732       0.136988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3743                 NaN            NaN  0.612002       0.137012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3708                 NaN            NaN  0.615560       0.136859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3669                 NaN            NaN  0.619389       0.136759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3624                 NaN            NaN  0.623945       0.136885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3582                 NaN            NaN  0.628142       0.136654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3749                 NaN            NaN  0.611827       0.132401E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.7822                 NaN            NaN  0.213137       0.468611E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.0828                 NaN            NaN  0.897619       0.195626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.1474                 NaN            NaN  0.835495       0.171439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3441                 NaN            NaN  0.642351       0.135308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3350                 NaN            NaN  0.651369       0.136518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3268                 NaN            NaN  0.659520       0.137054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3321                 NaN            NaN  0.654365       0.135230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3244                 NaN            NaN  0.661946       0.136061E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3199                 NaN            NaN  0.666478       0.136488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3081                 NaN            NaN  0.678106       0.138354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3229                 NaN            NaN  0.663750       0.133936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3120                 NaN            NaN  0.674471       0.135526E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.8782                 NaN            NaN  0.119427       0.238275E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        98.7289                 NaN            NaN   1.24628       0.248185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2537                 NaN            NaN  0.731842       0.144811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3469                 NaN            NaN  0.640530       0.126183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2942                 NaN            NaN  0.692260       0.135767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2915                 NaN            NaN  0.694950       0.135771E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2894                 NaN            NaN  0.697095       0.135491E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2872                 NaN            NaN  0.699301       0.135482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2826                 NaN            NaN  0.703792       0.135971E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2828                 NaN            NaN  0.703707       0.135133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2807                 NaN            NaN  0.705806       0.135238E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2792                 NaN            NaN  0.707270       0.135184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2774                 NaN            NaN  0.709091       0.135169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2738                 NaN            NaN  0.712542       0.136806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.1778                 NaN            NaN  0.807327       0.148337E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3725                 NaN            NaN  0.615546       0.119171E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2748                 NaN            NaN  0.711783       0.134372E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2729                 NaN            NaN  0.713682       0.134475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2705                 NaN            NaN  0.716015       0.134718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2725                 NaN            NaN  0.714091       0.134271E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2731                 NaN            NaN  0.713449       0.134064E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2746                 NaN            NaN  0.712023       0.133560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.5621                 NaN            NaN   1.41135       0.265168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.9797                 NaN            NaN  0.200347E-001  0.235476E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2819                 NaN            NaN  0.704890       0.132100E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.6442                 NaN            NaN  0.368363       0.502928E-002  0.982452                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.1825                 NaN            NaN  0.991703E-001            NaN   1.71831                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.2133                 NaN            NaN  0.931523E-001            NaN   1.69353                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.2487                 NaN            NaN  0.924578E-001            NaN   1.65884                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.2798                 NaN            NaN  0.882931E-001            NaN   1.63193                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.3135                 NaN            NaN  0.854328E-001            NaN   1.60107                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.3405                 NaN            NaN  0.810121E-001            NaN   1.57845                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.3730                 NaN            NaN  0.794867E-001            NaN   1.54755                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.3982                 NaN            NaN  0.742209E-001            NaN   1.52756                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.4241                 NaN            NaN  0.697678E-001            NaN   1.50612                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.4500                 NaN            NaN  0.654126E-001            NaN   1.48454                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.4749                 NaN            NaN  0.625443E-001            NaN   1.46254                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5021                 NaN            NaN  0.594622E-001            NaN   1.43841                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5283                 NaN            NaN  0.567647E-001            NaN   1.41489                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5516                 NaN            NaN  0.552473E-001            NaN   1.39318                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4673                 NaN            NaN  0.252264E-001            NaN  0.507437                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        97.6938                 NaN            NaN  0.634984E-001            NaN   2.24266                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6116                 NaN            NaN  0.452027E-001            NaN   1.34315                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6408                 NaN            NaN  0.415882E-001            NaN   1.31756                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6593                 NaN            NaN  0.411845E-001            NaN   1.29951                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6779                 NaN            NaN  0.383487E-001            NaN   1.28371                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.6972                 NaN            NaN  0.361925E-001            NaN   1.26660                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7159                 NaN            NaN  0.295940E-001            NaN   1.25446                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7346                 NaN            NaN  0.283119E-001            NaN   1.23711                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7450                 NaN            NaN  0.227859E-001            NaN   1.23223                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7662                 NaN            NaN  0.211276E-001            NaN   1.21270                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.7897                 NaN            NaN  0.208350E-001            NaN   1.18942                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8004                 NaN            NaN  0.181385E-001            NaN   1.18142                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8125                 NaN            NaN  0.114841E-001            NaN   1.17597                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8345                 NaN            NaN  0.118298E-001            NaN   1.15365                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.6443                 NaN            NaN  0.902618E-002            NaN   1.34664                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.3930                 NaN            NaN  0.307897E-002            NaN  0.603886                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.5475                 NaN            NaN  0.712840E-002            NaN   1.44533                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.8909                 NaN            NaN  0.365591E-002            NaN   1.10547                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9027                 NaN            NaN            NaN            NaN   1.09725                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9173                 NaN            NaN  0.138496E-001            NaN   1.06881                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9363                 NaN            NaN  0.437458E-001            NaN   1.01994                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9498                 NaN            NaN  0.636554E-001            NaN  0.986562                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9519                 NaN            NaN            NaN            NaN   1.04811                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2577                 NaN            NaN            NaN            NaN  0.742299                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.6867                 NaN            NaN            NaN            NaN   1.31333                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9858                 NaN            NaN  0.202018E-005            NaN   1.01421                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9967                 NaN            NaN            NaN            NaN   1.00326                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0027                 NaN            NaN  0.234108E-004            NaN  0.997297                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0190                 NaN            NaN            NaN            NaN  0.981029                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0335                 NaN            NaN            NaN            NaN  0.966519                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0383                 NaN            NaN            NaN            NaN  0.961683                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0530                 NaN            NaN            NaN            NaN  0.947017                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0596                 NaN            NaN            NaN            NaN  0.940365                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0663                 NaN            NaN            NaN            NaN  0.933701                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0745                 NaN            NaN            NaN            NaN  0.925513                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0867                 NaN            NaN            NaN            NaN  0.913311                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0649                 NaN            NaN            NaN            NaN  0.762315       0.172755                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.8805                 NaN            NaN  0.470276E-005            NaN  0.154435E-002   1.11796                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.8810                 NaN            NaN  0.185632E-004            NaN            NaN   1.11896                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.8812                 NaN            NaN            NaN            NaN            NaN   1.11876                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.8794                 NaN            NaN            NaN            NaN            NaN   1.12056                 NaN            NaN            NaN            NaN            NaN
