|6.6.6
Archiving\03_Data\frac/QFM_m2.75/TAY13/TAY13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1959.90        2500.00        99.5353                 NaN  0.441115       0.236336E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        2500.00        99.5353                 NaN  0.441114       0.236336E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        2500.00        99.5353                 NaN  0.441114       0.236336E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        2500.00        99.5353                 NaN  0.441113       0.236335E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        2500.00        99.5353                 NaN  0.441112       0.236335E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        2500.00        99.5353                 NaN  0.441112       0.236335E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        99.5353                 NaN  0.441111       0.236334E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        99.5353                 NaN  0.441111       0.236334E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        99.5353                 NaN  0.441110       0.236334E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        99.5353                 NaN  0.441110       0.236333E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        99.5353                 NaN  0.441109       0.236333E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        99.5353                 NaN  0.441108       0.236333E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        99.5326                 NaN  0.441108       0.236094E-001  0.265238E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.9982                 NaN            NaN            NaN  0.181388E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.3257                 NaN            NaN            NaN  0.674281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.3146                 NaN            NaN            NaN  0.685409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.3182                 NaN            NaN            NaN  0.681767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.3300                 NaN            NaN            NaN  0.670016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.3289                 NaN            NaN            NaN  0.671095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.4675                 NaN            NaN            NaN  0.532472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.1970                 NaN            NaN            NaN  0.802984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.3412                 NaN            NaN            NaN  0.658848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.2403                 NaN            NaN            NaN  0.759702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4789                 NaN            NaN            NaN  0.521133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.3211                 NaN            NaN            NaN  0.678869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.3516                 NaN            NaN            NaN  0.648432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3551                 NaN            NaN            NaN  0.644909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.3588                 NaN            NaN            NaN  0.641225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.3591                 NaN            NaN            NaN  0.640926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.3625                 NaN            NaN            NaN  0.637478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.2183                 NaN            NaN            NaN  0.781688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.5171                 NaN            NaN            NaN  0.482945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.3702                 NaN            NaN            NaN  0.629753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.3667                 NaN            NaN            NaN  0.629040       0.426741E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.2749                 NaN            NaN            NaN  0.723857       0.123550E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.7171                 NaN            NaN            NaN  0.276239       0.667072E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.1059                 NaN            NaN            NaN  0.873077       0.210689E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.3665                 NaN            NaN            NaN  0.618622       0.149185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.3245                 NaN            NaN            NaN  0.659605       0.159297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.5649                 NaN            NaN            NaN  0.424859       0.102471E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.2123                 NaN            NaN            NaN  0.769151       0.185870E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.3696                 NaN            NaN            NaN  0.615496       0.148758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.3700                 NaN            NaN            NaN  0.615132       0.149030E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.3752                 NaN            NaN            NaN  0.610119       0.146788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.3742                 NaN            NaN            NaN  0.611146       0.146938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.3734                 NaN            NaN            NaN  0.611764       0.147961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.3310                 NaN            NaN            NaN  0.653299       0.156826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4261                 NaN            NaN            NaN  0.560418       0.134421E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.1797                 NaN            NaN            NaN  0.805025       0.152833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.5692                 NaN            NaN            NaN  0.416809       0.139697E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.3763                 NaN            NaN            NaN  0.609255       0.144915E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.3777                 NaN            NaN            NaN  0.607881       0.144586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.3758                 NaN            NaN            NaN  0.609705       0.144866E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.3771                 NaN            NaN            NaN  0.608470       0.144089E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.3264                 NaN            NaN            NaN  0.658080       0.155565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4300                 NaN            NaN            NaN  0.556907       0.131093E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3727                 NaN            NaN            NaN  0.612940       0.143974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.3744                 NaN            NaN            NaN  0.611299       0.143159E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.3114                 NaN            NaN            NaN  0.672919       0.156995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5875       0.683655E-001            NaN            NaN  0.336630       0.746616E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.1298                 NaN            NaN            NaN  0.850405       0.197723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.3695                 NaN            NaN            NaN  0.616253       0.142542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.3728                 NaN            NaN            NaN  0.613144       0.140594E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.3704                 NaN            NaN            NaN  0.615534       0.140521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3681                 NaN            NaN            NaN  0.617821       0.140625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.3649                 NaN            NaN            NaN  0.621075       0.140493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.3668                 NaN            NaN            NaN  0.619217       0.140166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.3637                 NaN            NaN            NaN  0.622240       0.140104E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3615                 NaN            NaN            NaN  0.624509       0.139780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3622                 NaN            NaN            NaN  0.623905       0.139107E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3590                 NaN            NaN            NaN  0.627114       0.139276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.3572                 NaN            NaN            NaN  0.628907       0.139011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3557                 NaN            NaN            NaN  0.630482       0.138675E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3529                 NaN            NaN            NaN  0.633238       0.138544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3510                 NaN            NaN            NaN  0.635143       0.138183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.3486                 NaN            NaN            NaN  0.637570       0.137961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3459                 NaN            NaN            NaN  0.640281       0.138121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3442                 NaN            NaN            NaN  0.642025       0.137493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3403                 NaN            NaN            NaN  0.645909       0.137729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3388                 NaN            NaN            NaN  0.647439       0.137307E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3377                 NaN            NaN            NaN  0.648646       0.136617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3338                 NaN            NaN            NaN  0.652556       0.136920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3307                 NaN            NaN            NaN  0.655614       0.136657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3779                 NaN            NaN            NaN  0.609478       0.126618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.2769                 NaN            NaN            NaN  0.708503       0.146037E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3211                 NaN            NaN            NaN  0.665256       0.136177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        98.8674                 NaN            NaN            NaN   1.10995       0.226030E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.7784                 NaN            NaN            NaN  0.217211       0.437260E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3084                 NaN            NaN            NaN  0.677896       0.136814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3160                 NaN            NaN            NaN  0.670524       0.134370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3082                 NaN            NaN            NaN  0.678239       0.135179E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3059                 NaN            NaN            NaN  0.680604       0.135186E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3042                 NaN            NaN            NaN  0.682352       0.134696E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3009                 NaN            NaN            NaN  0.685612       0.134505E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2977                 NaN            NaN            NaN  0.688882       0.134513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.2898                 NaN            NaN            NaN  0.696660       0.135245E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2960                 NaN            NaN            NaN  0.690654       0.133305E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2877                 NaN            NaN            NaN  0.698836       0.134348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2894                 NaN            NaN            NaN  0.697263       0.133331E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2847                 NaN            NaN            NaN  0.701908       0.133657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2828                 NaN            NaN            NaN  0.703866       0.133461E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2803                 NaN            NaN            NaN  0.706362       0.133365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2771                 NaN            NaN            NaN  0.709596       0.133425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2784                 NaN            NaN            NaN  0.708390       0.132505E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2747                 NaN            NaN            NaN  0.712020       0.132873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2736                 NaN            NaN            NaN  0.713129       0.132241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2709                 NaN            NaN            NaN  0.715848       0.132322E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2748                 NaN            NaN            NaN  0.712084       0.131207E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2606                 NaN            NaN            NaN  0.726097       0.132824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2685                 NaN            NaN            NaN  0.718397       0.131355E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2624                 NaN            NaN            NaN  0.724409       0.131610E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2769                 NaN            NaN            NaN  0.710141       0.129192E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.4211                 NaN            NaN            NaN  0.568585       0.103076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.0845                 NaN            NaN            NaN  0.899192       0.162647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2734                 NaN            NaN            NaN  0.713719       0.128365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.1912                 NaN            NaN            NaN  0.794212       0.145423E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3351                 NaN            NaN            NaN  0.653434       0.114493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2614                 NaN            NaN            NaN  0.725534       0.130439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2654                 NaN            NaN            NaN  0.721752       0.128965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2665                 NaN            NaN            NaN  0.720661       0.128829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2662                 NaN            NaN            NaN  0.720943       0.128613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2624                 NaN            NaN            NaN  0.724634       0.129241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.5944                 NaN            NaN            NaN   1.38096       0.246320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.9095                 NaN            NaN            NaN  0.890749E-001  0.141273E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.2988                 NaN            NaN            NaN  0.689020       0.122118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.2713                 NaN            NaN            NaN  0.715967       0.127788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.2783                 NaN            NaN            NaN  0.709101       0.125790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.2750                 NaN            NaN            NaN  0.712343       0.126575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.2775                 NaN            NaN            NaN  0.709848       0.126157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.2806                 NaN            NaN            NaN  0.706829       0.125498E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.2809                 NaN            NaN            NaN  0.706560       0.125234E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.2852                 NaN            NaN            NaN  0.702303       0.124694E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.2873                 NaN            NaN            NaN  0.700316       0.124339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.2914                 NaN            NaN            NaN  0.696214       0.123816E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.0936                 NaN            NaN            NaN  0.570605       0.671634E-002  0.329032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5468                 NaN            NaN            NaN  0.223960                 NaN   1.22926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5719                 NaN            NaN            NaN  0.219797                 NaN   1.20827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4752                 NaN            NaN            NaN  0.199817                 NaN   1.32503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.7475                 NaN            NaN            NaN  0.235213                 NaN   1.01729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6389                 NaN            NaN            NaN  0.207042                 NaN   1.15402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.6612                 NaN            NaN            NaN  0.202788                 NaN   1.13599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6827                 NaN            NaN            NaN  0.203423                 NaN   1.11385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7075                 NaN            NaN            NaN  0.196162                 NaN   1.09638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7237                 NaN            NaN            NaN  0.191933                 NaN   1.08437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7422                 NaN            NaN            NaN  0.186864                 NaN   1.07092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7635                 NaN            NaN            NaN  0.186040                 NaN   1.05042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7822                 NaN            NaN            NaN  0.181624                 NaN   1.03618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7995                 NaN            NaN            NaN  0.179099                 NaN   1.02143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8174                 NaN            NaN            NaN  0.175174                 NaN   1.00740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8324                 NaN            NaN            NaN  0.170087                 NaN  0.997516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8486                 NaN            NaN            NaN  0.166992                 NaN  0.984386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8668                 NaN            NaN            NaN  0.162244                 NaN  0.970968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8846                 NaN            NaN            NaN  0.162277                 NaN  0.953170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8975                 NaN            NaN            NaN  0.159508                 NaN  0.942973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9159                 NaN            NaN            NaN  0.158676                 NaN  0.925408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9288                 NaN            NaN            NaN  0.153279                 NaN  0.917893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9331                 NaN            NaN            NaN  0.147000                 NaN  0.919948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9584                 NaN            NaN            NaN  0.141326                 NaN  0.900312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9715                 NaN            NaN            NaN  0.143019                 NaN  0.885433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9848                 NaN            NaN            NaN  0.141018                 NaN  0.874209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9959                 NaN            NaN            NaN  0.137990                 NaN  0.866085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0077                 NaN            NaN            NaN  0.136333                 NaN  0.855937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0198                 NaN            NaN            NaN  0.129739                 NaN  0.850477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0349                 NaN            NaN            NaN  0.130065                 NaN  0.835022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0451                 NaN            NaN            NaN  0.127457                 NaN  0.827436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0349                 NaN            NaN            NaN  0.112647                 NaN  0.852443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0657                 NaN            NaN            NaN  0.124357                 NaN  0.809938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
