|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.75/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        ne             lc            
  1530.17        2500.00                 NaN   99.2058       0.210018E-004  0.210589E-001  0.773160                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        2500.00                 NaN   99.4256                 NaN  0.102368E-001  0.564154                 NaN            NaN            NaN            NaN            NaN            NaN
  1527.34        2500.00                 NaN   99.2354                 NaN  0.517639E-001  0.712846                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        2500.00                 NaN   99.3967                 NaN            NaN  0.603345                 NaN            NaN            NaN            NaN            NaN            NaN
  1524.51        2500.00                 NaN   99.3199                 NaN  0.308730E-002  0.677033                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.10        2500.00                 NaN   99.3225                 NaN  0.122059       0.555430                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        2500.00                 NaN   99.3172                 NaN            NaN  0.682828                 NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        2500.00                 NaN   99.3173                 NaN            NaN  0.682709                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.86        2500.00                 NaN   99.1979       0.167739E-001            NaN  0.785347                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.45        2500.00                 NaN   99.4478                 NaN            NaN  0.552215                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00                 NaN   99.4110       0.957524E-004            NaN  0.588874                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        2500.00                 NaN   99.2178                 NaN            NaN  0.782187                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.20        2500.00                 NaN   99.2500                 NaN            NaN  0.749963                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.79        2500.00       0.145039E-002   99.4753       0.976747E-004            NaN  0.523112                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.38        2500.00       0.379988E-002   99.2023                 NaN            NaN  0.793938                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.96        2500.00       0.688041E-002   99.2952                 NaN            NaN  0.697947                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.55        2500.00       0.731251E-002   99.2410                 NaN            NaN  0.751697                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.13        2500.00       0.230879E-002   99.7670                 NaN            NaN  0.230726                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        2500.00       0.105902E-001   98.8531                 NaN            NaN   1.13631                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.31        2500.00       0.659804E-002   99.2784                 NaN            NaN  0.715029                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.89        2500.00       0.653528E-002   99.2725                 NaN            NaN  0.720917                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.48        2500.00       0.466732E-002   99.4653                 NaN            NaN  0.530019                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.07        2500.00       0.812386E-002   99.0509                 NaN            NaN  0.941011                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.65        2500.00       0.568371E-002   99.1620                 NaN            NaN  0.166582       0.665726                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00       0.358801E-002   98.9185                 NaN            NaN  0.699177       0.378716                 NaN            NaN            NaN            NaN            NaN
  1494.82        2500.00       0.349317E-002   98.9237                 NaN            NaN  0.376824       0.696002                 NaN            NaN            NaN            NaN            NaN
  1493.41        2500.00       0.338927E-002   98.9332                 NaN            NaN  0.690180       0.373269                 NaN            NaN            NaN            NaN            NaN
  1492.00        2500.00       0.326954E-002   98.9423                 NaN            NaN  0.371532       0.682894                 NaN            NaN            NaN            NaN            NaN
  1490.58        2500.00       0.318419E-002   98.9514                 NaN            NaN  0.369149       0.676248                 NaN            NaN            NaN            NaN            NaN
  1489.17        2500.00       0.307923E-002   98.9602                 NaN            NaN  0.365774       0.670970                 NaN            NaN            NaN            NaN            NaN
  1487.76        2500.00       0.298616E-002   98.9689                 NaN            NaN  0.363641       0.664453                 NaN            NaN            NaN            NaN            NaN
  1486.34        2500.00       0.288945E-002   98.9776                 NaN            NaN  0.360594       0.658959                 NaN            NaN            NaN            NaN            NaN
  1484.93        2500.00       0.280385E-002   98.9849                 NaN            NaN  0.359184       0.653071                 NaN            NaN            NaN            NaN            NaN
  1483.51        2500.00       0.178236E-002   99.3268                 NaN            NaN  0.237293       0.434135                 NaN            NaN            NaN            NaN            NaN
  1482.10        2500.00       0.352000E-002   98.6678                 NaN            NaN  0.472907       0.855805                 NaN            NaN            NaN            NaN            NaN
  1480.69        2500.00       0.251165E-002   99.0106                 NaN            NaN  0.351482       0.635392                 NaN            NaN            NaN            NaN            NaN
  1479.27        2500.00       0.243945E-002   99.0178                 NaN            NaN  0.348993       0.630720                 NaN            NaN            NaN            NaN            NaN
  1477.86        2500.00       0.235482E-002   99.0249                 NaN            NaN  0.347529       0.625244                 NaN            NaN            NaN            NaN            NaN
  1476.45        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.03        2500.00       0.449891E-002   98.0755                 NaN            NaN  0.686564        1.23340                 NaN            NaN            NaN            NaN            NaN
  1473.62        2500.00       0.211640E-002   99.0467                 NaN            NaN  0.340178       0.611025                 NaN            NaN            NaN            NaN            NaN
  1472.20        2500.00       0.205330E-002   99.0535                 NaN            NaN  0.606439       0.337979                 NaN            NaN            NaN            NaN            NaN
  1470.79        2500.00       0.196823E-002   99.0606                 NaN            NaN  0.335414       0.602015                 NaN            NaN            NaN            NaN            NaN
  1469.38        2500.00       0.190519E-002   99.0665                 NaN            NaN  0.333536       0.598078                 NaN            NaN            NaN            NaN            NaN
  1467.96        2500.00       0.182738E-002   99.0743                 NaN            NaN  0.592378       0.331456                 NaN            NaN            NaN            NaN            NaN
  1466.55        2500.00       0.175589E-002   99.0800                 NaN            NaN  0.588364       0.329929                 NaN            NaN            NaN            NaN            NaN
  1465.14        2500.00       0.173309E-002   99.0853                 NaN            NaN  0.327437       0.585570                 NaN            NaN            NaN            NaN            NaN
  1463.72        2500.00       0.162362E-002   99.0934                 NaN            NaN  0.580060       0.324937                 NaN            NaN            NaN            NaN            NaN
  1462.31        2500.00       0.155102E-002   99.0992                 NaN            NaN  0.575814       0.323407                 NaN            NaN            NaN            NaN            NaN
  1460.89        2500.00       0.149066E-002   99.1047                 NaN            NaN  0.320976       0.572820                 NaN            NaN            NaN            NaN            NaN
  1459.48        2500.00       0.144144E-002   99.1095                 NaN            NaN  0.319647       0.569387                 NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.132229E-002   99.1159                 NaN            NaN  0.316990       0.565754                 NaN            NaN            NaN            NaN            NaN
  1456.65        2500.00       0.131379E-002   99.1225                 NaN            NaN  0.560949       0.315195                 NaN            NaN            NaN            NaN            NaN
  1455.24        2500.00       0.899117E-003   99.3683                 NaN            NaN  0.226820       0.404003                 NaN            NaN            NaN            NaN            NaN
  1453.82        2500.00       0.151684E-002   98.8900                 NaN            NaN  0.709874       0.398637                 NaN            NaN            NaN            NaN            NaN
  1452.41        2500.00       0.113615E-002   99.1376                 NaN            NaN  0.309837       0.551431                 NaN            NaN            NaN            NaN            NaN
  1451.00        2500.00       0.107142E-002   99.1430                 NaN            NaN  0.548169       0.307745                 NaN            NaN            NaN            NaN            NaN
  1449.58        2500.00       0.103853E-002   99.1475                 NaN            NaN  0.306120       0.545350                 NaN            NaN            NaN            NaN            NaN
  1448.17        2500.00       0.980238E-003   99.1529                 NaN            NaN  0.304296       0.541857                 NaN            NaN            NaN            NaN            NaN
  1446.76        2500.00       0.939163E-003   99.1576                 NaN            NaN  0.538858       0.302646                 NaN            NaN            NaN            NaN            NaN
  1445.34        2500.00       0.874913E-003   99.1619                 NaN            NaN  0.536325       0.300933                 NaN            NaN            NaN            NaN            NaN
  1443.93        2500.00       0.831124E-003   99.1665                 NaN            NaN  0.299472       0.533206                 NaN            NaN            NaN            NaN            NaN
  1442.51        2500.00       0.770179E-003   99.1705                 NaN            NaN  0.297593       0.531163                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00       0.737946E-003   99.1764                 NaN            NaN  0.295518       0.527336                 NaN            NaN            NaN            NaN            NaN
  1439.69        2500.00       0.689812E-003   99.1797                 NaN            NaN  0.525588       0.294063                 NaN            NaN            NaN            NaN            NaN
  1438.27        2500.00       0.678497E-003   99.1833                 NaN            NaN  0.292688       0.523363                 NaN            NaN            NaN            NaN            NaN
  1436.86        2500.00       0.610907E-003   99.1883                 NaN            NaN  0.290696       0.520350                 NaN            NaN            NaN            NaN            NaN
  1435.45        2500.00       0.584960E-003   99.1920                 NaN            NaN  0.289038       0.518402                 NaN            NaN            NaN            NaN            NaN
  1434.03        2500.00       0.533460E-003   99.1955                 NaN            NaN  0.287542       0.516383                 NaN            NaN            NaN            NaN            NaN
  1432.62        2500.00       0.516593E-003   99.1996                 NaN            NaN  0.514104       0.285750                 NaN            NaN            NaN            NaN            NaN
  1431.20        2500.00       0.480924E-003   99.2028                 NaN            NaN  0.284273       0.512442                 NaN            NaN            NaN            NaN            NaN
  1429.79        2500.00                 NaN   98.6876                 NaN            NaN  0.545111       0.520575       0.246761                 NaN            NaN            NaN            NaN
  1428.38        2500.00                 NaN   98.1493                 NaN            NaN  0.769686       0.573543       0.507457                 NaN            NaN            NaN            NaN
  1426.96        2500.00                 NaN   98.1779                 NaN            NaN  0.565614       0.757516       0.498981                 NaN            NaN            NaN            NaN
  1425.55        2500.00                 NaN   98.2049                 NaN            NaN  0.557455       0.746806       0.490832                 NaN            NaN            NaN            NaN
  1424.14        2500.00                 NaN   98.2339                 NaN            NaN  0.735917       0.547748       0.482422                 NaN            NaN            NaN            NaN
  1422.72        2500.00                 NaN   98.2585       0.126925E-004            NaN  0.725770       0.540628       0.475128                 NaN            NaN            NaN            NaN
  1421.31        2500.00                 NaN   98.2400       0.166671                 NaN  0.602512       0.481343       0.509494                 NaN            NaN            NaN            NaN
  1419.89        2500.00                 NaN   98.2482       0.263396                 NaN  0.634235       0.329887       0.524292                 NaN            NaN            NaN            NaN
  1418.48        2500.00                 NaN   98.2736       0.262305                 NaN  0.320004       0.627177       0.516892                 NaN            NaN            NaN            NaN
  1417.07        2500.00                 NaN   98.2963       0.262065                 NaN  0.622624       0.308828       0.510212                 NaN            NaN            NaN            NaN
  1415.65        2500.00                 NaN   98.3200       0.261458                 NaN  0.616911       0.298456       0.503202                 NaN            NaN            NaN            NaN
  1414.24        2500.00                 NaN   98.3370       0.261658                 NaN  0.289963       0.613226       0.498133                 NaN            NaN            NaN            NaN
  1412.83        2500.00                 NaN   98.3681       0.259965                 NaN  0.604345       0.278629       0.488947                 NaN            NaN            NaN            NaN
  1411.41        2500.00                 NaN   98.3908       0.251768                 NaN  0.280914       0.595902       0.480591                 NaN            NaN            NaN            NaN
  1410.00        2500.00                 NaN   98.4067       0.266467                 NaN  0.248660       0.599553       0.478625                 NaN            NaN            NaN            NaN
  1408.58        2500.00                 NaN   98.4298       0.258246                 NaN  0.251720       0.589793       0.470403                 NaN            NaN            NaN            NaN
  1407.17        2500.00                 NaN   98.4501       0.257797                 NaN  0.242035       0.585676       0.464437                 NaN            NaN            NaN            NaN
  1405.76        2500.00                 NaN   98.4708       0.256807                 NaN  0.234925       0.579638       0.457879                 NaN            NaN            NaN            NaN
  1404.34        2500.00                 NaN   98.4887       0.256197                 NaN  0.576704       0.225939       0.452440                 NaN            NaN            NaN            NaN
  1402.93        2500.00                 NaN   98.5060       0.256343                 NaN  0.573418       0.216744       0.447513                 NaN            NaN            NaN            NaN
  1401.51        2500.00                 NaN   98.5285       0.254214                 NaN  0.209756       0.567107       0.440412                 NaN            NaN            NaN            NaN
  1400.10        2500.00                 NaN   98.5425       0.255034                 NaN  0.563706       0.202120       0.436650                 NaN            NaN            NaN            NaN
  1398.69        2500.00                 NaN   98.5637       0.252622                 NaN  0.560091       0.194082       0.429532                 NaN            NaN            NaN            NaN
  1397.27        2500.00                 NaN   98.5784       0.252604                 NaN  0.556857       0.187049       0.425115                 NaN            NaN            NaN            NaN
  1395.86        2500.00                 NaN   98.5939       0.251890                 NaN  0.179652       0.554309       0.420263                 NaN            NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.6077       0.252515                 NaN  0.552038       0.171085       0.416692                 NaN            NaN            NaN            NaN
  1393.03        2500.00                 NaN   98.6308       0.248270                 NaN  0.545683       0.166912       0.408324                 NaN            NaN            NaN            NaN
  1391.62        2500.00                 NaN   98.6430       0.249144                 NaN  0.158779       0.543958       0.405168                 NaN            NaN            NaN            NaN
  1390.20        2500.00                 NaN   98.6578       0.248395                 NaN  0.151919       0.541199       0.400680                 NaN            NaN            NaN            NaN
  1388.79        2500.00                 NaN   98.6722       0.247767                 NaN  0.539479       0.144414       0.396188                 NaN            NaN            NaN            NaN
  1387.38        2500.00                 NaN   98.6885       0.245697                 NaN  0.534375       0.140539       0.390847                 NaN            NaN            NaN            NaN
  1385.96        2500.00                 NaN   98.7003       0.244785                 NaN  0.529466       0.138322       0.387148                 NaN            NaN            NaN            NaN
  1384.55        2500.00                 NaN   98.7169       0.244664                 NaN  0.528500       0.127924       0.382030                 NaN            NaN            NaN            NaN
  1383.14        2500.00                 NaN   98.7309       0.242524                 NaN  0.526302       0.122806       0.377514                 NaN            NaN            NaN            NaN
  1381.72        2500.00                 NaN   98.7425       0.241503                 NaN  0.524083       0.118300       0.373632                 NaN            NaN            NaN            NaN
  1380.31        2500.00                 NaN   98.7564       0.240436                 NaN  0.113224       0.520551       0.369356                 NaN            NaN            NaN            NaN
  1378.89        2500.00                 NaN   98.7688       0.239079                 NaN  0.107775       0.518943       0.365364                 NaN            NaN            NaN            NaN
  1377.48        2500.00                 NaN   98.7817       0.237553                 NaN  0.516937       0.102685       0.361080                 NaN            NaN            NaN            NaN
  1376.07        2500.00                 NaN   98.7929       0.236350                 NaN  0.977756E-001  0.515527       0.357441                 NaN            NaN            NaN            NaN
  1374.65        2500.00                 NaN   98.8053       0.234918                 NaN  0.513872       0.925458E-001  0.353361                 NaN            NaN            NaN            NaN
  1373.24        2500.00                 NaN   98.8177       0.232760                 NaN  0.894588E-001  0.510876       0.349169                 NaN            NaN            NaN            NaN
  1371.83        2500.00                 NaN   98.8285       0.231527                 NaN  0.843346E-001  0.509881       0.345741                 NaN            NaN            NaN            NaN
  1370.41        2500.00                 NaN   98.8404       0.230444                 NaN  0.507072       0.799468E-001  0.342124                 NaN            NaN            NaN            NaN
  1369.00        2500.00                 NaN   98.8523       0.227463                 NaN  0.504624       0.778310E-001  0.337828                 NaN            NaN            NaN            NaN
  1367.58        2500.00                 NaN   98.8611       0.227284                 NaN  0.506026       0.706716E-001  0.334948                 NaN            NaN            NaN            NaN
  1366.17        2500.00                 NaN   98.8687       0.225722                 NaN  0.505380       0.676323E-001  0.332535                 NaN            NaN            NaN            NaN
  1364.76        2500.00                 NaN   98.8874       0.220113                 NaN  0.497419       0.694798E-001  0.325574                 NaN            NaN            NaN            NaN
  1363.34        2500.00                 NaN   98.8932       0.220346                 NaN  0.499322       0.631724E-001  0.323927                 NaN            NaN            NaN            NaN
  1361.93        2500.00                 NaN   97.9876       0.407501                 NaN  0.660954E-001  0.949198       0.589591                 NaN            NaN            NaN            NaN
  1360.52        2500.00                 NaN   99.8367       0.273728E-001            NaN  0.716253E-001  0.200428E-001  0.442178E-001            NaN            NaN            NaN            NaN
  1359.10        2500.00                 NaN   98.9225       0.213985                 NaN  0.544369E-001  0.495286       0.313839                 NaN            NaN            NaN            NaN
  1357.69        2500.00                 NaN   98.9309       0.211316                 NaN  0.524129E-001  0.494682       0.310711                 NaN            NaN            NaN            NaN
  1356.27        2500.00                 NaN   98.9381       0.210729                 NaN  0.492988       0.493051E-001  0.308914                 NaN            NaN            NaN            NaN
  1354.86        2500.00                 NaN   98.9486       0.207539                 NaN  0.496253       0.432915E-001  0.304357                 NaN            NaN            NaN            NaN
  1353.45        2500.00                 NaN   98.9608       0.201697                 NaN  0.487996       0.497375E-001  0.299819                 NaN            NaN            NaN            NaN
  1352.03        2500.00                 NaN   98.9665       0.201310                 NaN  0.491237       0.427904E-001  0.298122                 NaN            NaN            NaN            NaN
  1350.62        2500.00                 NaN   98.9730       0.198484                 NaN  0.490311       0.427026E-001  0.295511                 NaN            NaN            NaN            NaN
  1349.20        2500.00                 NaN   98.9824       0.195411                 NaN  0.490380       0.396906E-001  0.292151                 NaN            NaN            NaN            NaN
  1347.79        2500.00                 NaN   98.9896       0.192543                 NaN  0.491436       0.370642E-001  0.289396                 NaN            NaN            NaN            NaN
  1346.38        2500.00                 NaN   98.9977       0.209774                 NaN  0.182409E-002  0.500897       0.289831                 NaN            NaN            NaN            NaN
  1344.96        2500.00                 NaN   99.0062       0.166871                 NaN  0.473436       0.733277E-001  0.280189                 NaN            NaN            NaN            NaN
  1343.55        2500.00                 NaN   99.0120       0.183756                 NaN  0.491558       0.315521E-001  0.281133                 NaN            NaN            NaN            NaN
  1342.14        2500.00                 NaN   99.0189       0.180192                 NaN  0.323136E-001  0.490273       0.278348                 NaN            NaN            NaN            NaN
  1340.72        2500.00                 NaN   99.0254       0.176798                 NaN  0.493402       0.285751E-001  0.275779                 NaN            NaN            NaN            NaN
  1339.31        2500.00                 NaN   99.0328       0.174210                 NaN  0.493618       0.261392E-001  0.273213                 NaN            NaN            NaN            NaN
  1337.89        2500.00                 NaN   99.0391       0.169488                 NaN  0.493350       0.276466E-001  0.270369                 NaN            NaN            NaN            NaN
  1336.48        2500.00                 NaN   99.0437       0.166064                 NaN  0.497826       0.239597E-001  0.268449                 NaN            NaN            NaN            NaN
  1335.07        2500.00                 NaN   99.0500       0.162200                 NaN  0.499828       0.220066E-001  0.265951                 NaN            NaN            NaN            NaN
  1333.65        2500.00                 NaN   99.0563       0.158732                 NaN  0.504176       0.174623E-001  0.263342                 NaN            NaN            NaN            NaN
  1332.24        2500.00                 NaN   99.0618       0.154843                 NaN  0.111728E-001  0.511033       0.261145                 NaN            NaN            NaN            NaN
  1330.83        2500.00                 NaN   98.9994       0.146144                 NaN  0.541573                 NaN  0.273353       0.395253E-001            NaN            NaN            NaN
  1329.41        2500.00                 NaN   98.9625       0.138135                 NaN  0.553871                 NaN  0.280040       0.654314E-001            NaN            NaN            NaN
  1328.00        2500.00                 NaN   98.9748       0.138705                 NaN  0.545222                 NaN  0.276905       0.643504E-001            NaN            NaN            NaN
  1326.58        2500.00                 NaN   98.9858       0.136292                 NaN  0.541017                 NaN  0.273770       0.631359E-001            NaN            NaN            NaN
  1325.17        2500.00                 NaN   98.9978       0.138291                 NaN  0.530905                 NaN  0.270783       0.621977E-001            NaN            NaN            NaN
  1323.76        2500.00                 NaN   99.0111       0.138486                 NaN  0.521328                 NaN  0.267651       0.614340E-001            NaN            NaN            NaN
  1322.34        2500.00                 NaN   99.0208       0.135793                 NaN  0.519390                 NaN  0.264250       0.597556E-001            NaN            NaN            NaN
  1320.93        2500.00                 NaN   99.0309       0.135537                 NaN  0.512842                 NaN  0.261790       0.589380E-001            NaN            NaN            NaN
  1319.52        2500.00                 NaN   99.0408       0.133440                 NaN  0.508996                 NaN  0.258942       0.577836E-001            NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.0516       0.132565                 NaN  0.503013                 NaN  0.256042       0.567565E-001            NaN            NaN            NaN
  1316.69        2500.00                 NaN   99.0603       0.129562                 NaN  0.501125                 NaN  0.253394       0.556192E-001            NaN            NaN            NaN
  1315.27        2500.00                 NaN   99.0679       0.125971                 NaN  0.500256                 NaN  0.251472       0.544080E-001            NaN            NaN            NaN
  1313.86        2500.00                 NaN   99.0804       0.125031                 NaN  0.493906                 NaN  0.247260       0.533925E-001            NaN            NaN            NaN
  1312.45        2500.00                 NaN   99.0883       0.122655                 NaN  0.491380                 NaN  0.245325       0.523341E-001            NaN            NaN            NaN
  1311.03        2500.00                 NaN   99.0989       0.121922                 NaN  0.485097                 NaN  0.242613       0.514227E-001            NaN            NaN            NaN
  1309.62        2500.00                 NaN   99.1069       0.119167                 NaN  0.483474                 NaN  0.240105       0.503175E-001            NaN            NaN            NaN
  1308.21        2500.00                 NaN   99.1150       0.113125                 NaN  0.485071                 NaN  0.237727       0.490692E-001            NaN            NaN            NaN
  1306.79        2500.00                 NaN   99.1235       0.113870                 NaN  0.479153                 NaN  0.235193       0.482499E-001            NaN            NaN            NaN
  1305.38        2500.00                 NaN   99.1333       0.113919                 NaN  0.472500                 NaN  0.232823       0.474310E-001            NaN            NaN            NaN
  1303.96        2500.00                 NaN   99.0092       0.116638                 NaN  0.500807                 NaN  0.247062       0.510414E-001  0.752294E-001            NaN            NaN
  1302.55        2500.00                 NaN   74.2554        1.97102                 NaN   5.12913                 NaN   3.36247       0.979942        14.3021                 NaN            NaN
  1301.14        2500.00                 NaN   77.4311        1.85144                 NaN   4.42689                 NaN   2.94357       0.853742        12.4932                 NaN            NaN
  1299.72        2500.00                 NaN   80.6346        1.66056                 NaN   3.77940                 NaN   2.52770       0.726060        10.6717                 NaN            NaN
  1298.31        2500.00                 NaN   83.3469        1.47760                 NaN   3.24809                 NaN   2.17717       0.619005        9.13122                 NaN            NaN
  1296.89        2500.00                 NaN   85.5870        1.31457                 NaN   2.81765                 NaN   1.88866       0.531580        7.86058                 NaN            NaN
  1295.48        2500.00                 NaN   87.3346        1.18568                 NaN   2.48448                 NaN   1.66447       0.463519        6.86725                 NaN            NaN
  1294.07        2500.00                 NaN   88.9431        1.05340                 NaN   2.18545                 NaN   1.45710       0.402435        5.95855                 NaN            NaN
  1292.65        2500.00                 NaN   90.1524       0.955713                 NaN   1.95678                 NaN   1.30243       0.356666        5.27596                 NaN            NaN
  1291.24        2500.00       0.753394        87.5382       0.778773                 NaN   2.64893                 NaN   1.59486                 NaN   6.68583                 NaN            NaN
  1289.83        2500.00       0.469361        92.1434       0.523857                 NaN   1.69207                 NaN   1.00012                 NaN   4.17119                 NaN            NaN
  1288.41        2500.00       0.725271        88.4243       0.850481                 NaN   2.38776                 NaN   1.55724                 NaN   6.05493                 NaN            NaN
  1287.00        2500.00       0.249976        95.1208       0.276659                 NaN   1.13027                 NaN  0.541922                 NaN   2.68041                 NaN            NaN
  1285.58        2500.00       0.450938        92.2969       0.541683                 NaN   1.67579                 NaN  0.992542                 NaN   4.04217                 NaN            NaN
  1284.17        2500.00       0.351052        94.1289       0.378230                 NaN   1.31656                 NaN  0.751374                 NaN   3.07388                 NaN            NaN
  1282.76        2500.00       0.327682        94.1299       0.473951                 NaN   1.27151                 NaN  0.763609                 NaN   3.03332                 NaN            NaN
  1281.34        2500.00       0.347509        94.0070       0.425981                 NaN   1.33616                 NaN  0.775787                 NaN   3.10760                 NaN            NaN
  1279.93        2500.00       0.283652        94.9656       0.378359                 NaN   1.13534                 NaN  0.654325                 NaN   2.58273                 NaN            NaN
  1278.52        2500.00       0.511220        90.1072       0.661651                 NaN   2.48789                 NaN   1.29692                 NaN   4.93514                 NaN            NaN
  1277.10        2500.00       0.226628E-001   99.7762       0.956503E-001            NaN            NaN            NaN  0.217714E-001            NaN  0.836709E-001            NaN            NaN
  1275.69        2500.00       0.173156        97.4604       0.234753                 NaN  0.419445                 NaN  0.334942                 NaN   1.37727                 NaN            NaN
  1274.27        2500.00       0.381916        93.9148       0.492527                 NaN   1.38640                 NaN  0.852967                 NaN   2.97144                 NaN            NaN
  1272.86        2500.00       0.439855E-001   98.1486       0.124049                 NaN  0.504718                 NaN  0.189334                 NaN  0.989292                 NaN            NaN
  1271.45        2500.00       0.210625        96.1023       0.457389                 NaN  0.472685                 NaN  0.555044                 NaN   2.20195                 NaN            NaN
  1270.03        2500.00       0.193740        96.2713       0.135999                 NaN   1.39621                 NaN  0.450396                 NaN   1.55231                 NaN            NaN
  1268.62        2500.00       0.186708        95.8685       0.356512                 NaN   1.07541                 NaN  0.548138                 NaN   1.96474                 NaN            NaN
  1267.21        2500.00       0.160378        97.2982       0.220554                 NaN  0.607695                 NaN  0.359297                 NaN   1.35391                 NaN            NaN
  1265.79        2500.00       0.134279        97.3357       0.219498                 NaN  0.667111                 NaN  0.349722                 NaN   1.29366                 NaN            NaN
