|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/EETA/EETA_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Sp(TH)         Sp(TH)         an             O(HP)          San(TH)        ilm            q             
  1141.01        500.000                 NaN   5.98528                 NaN   4.31032                 NaN   7.15996                 NaN   41.6681                 NaN   40.8764     
  1139.96        500.000                 NaN   5.98301                 NaN   4.31162                 NaN   7.16105                 NaN   41.6666                 NaN   40.8777     
  1138.90        500.000                 NaN   5.98061                 NaN   4.31299                 NaN   7.16217                 NaN   41.6650                 NaN   40.8792     
  1137.85        500.000                 NaN   5.97825                 NaN   4.31434                 NaN   7.16330                 NaN   41.6635                 NaN   40.8806     
  1136.80        500.000                 NaN   5.97591                 NaN   4.31568                 NaN   7.16441                 NaN   41.6620                 NaN   40.8820     
  1135.75        500.000                 NaN   5.97354                 NaN   4.31703                 NaN   7.16555                 NaN   41.6604                 NaN   40.8835     
  1134.70        500.000                 NaN   5.97126                 NaN   4.31832                 NaN   7.16668                 NaN   41.6589                 NaN   40.8848     
  1133.64        500.000                 NaN   5.96899                 NaN   4.31962                 NaN   7.16780                 NaN   41.6574                 NaN   40.8862     
  1132.59        500.000                 NaN   5.96665                 NaN   4.32097                 NaN   7.16893                 NaN   41.6558                 NaN   40.8877     
  1131.54        500.000                 NaN   5.96439                 NaN   4.32225                 NaN   7.17007                 NaN   41.6542                 NaN   40.8891     
  1130.49        500.000                 NaN   5.96371                 NaN   4.32332                 NaN   7.17036                 NaN   41.6523                 NaN   40.8903     
  1129.43        500.000                 NaN   5.96146                 NaN   4.32459                 NaN   7.17151                 NaN   41.6508                 NaN   40.8917     
  1128.38        500.000                 NaN   5.95774                 NaN   4.32601                 NaN   7.17349                 NaN   41.6496                 NaN   40.8931     
  1127.33        500.000                 NaN   5.95556                 NaN   4.32724                 NaN   7.17463                 NaN   41.6481                 NaN   40.8945     
  1126.28        500.000                 NaN   5.95330                 NaN   4.32856                 NaN   7.17577                 NaN   41.6464                 NaN   40.8959     
  1125.22        500.000                 NaN   5.95111                 NaN   4.32981                 NaN   7.17692                 NaN   41.6449                 NaN   40.8973     
  1124.17        500.000                 NaN   5.94893                 NaN   4.33105                 NaN   7.17807                 NaN   41.6433                 NaN   40.8987     
  1123.12        500.000                 NaN   5.94682                 NaN   4.33223                 NaN   7.17922                 NaN   41.6418                 NaN   40.9000     
  1122.07        500.000                 NaN   5.93876                 NaN   4.33696                 NaN   7.18214                 NaN   41.6373                 NaN   40.9049     
  1121.02        500.000                 NaN   5.94395                 NaN   4.33363                 NaN   7.18163                 NaN   41.6392                 NaN   40.9016     
  1119.96        500.000                 NaN   5.94219                 NaN   4.33436                 NaN   7.18251                 NaN   41.6386                 NaN   40.9024     
  1118.91        500.000                 NaN   5.94144                 NaN   4.33600                 NaN   7.18254                 NaN   41.6357                 NaN   40.9044     
  1117.86        500.000                 NaN   5.93479                 NaN   4.33956                 NaN   7.18610                 NaN   41.6316                 NaN   40.9080     
  1116.81        500.000                 NaN   5.93651                 NaN   4.33922                 NaN   7.18478                 NaN   41.6315                 NaN   40.9080     
  1115.75        500.000                 NaN   5.93403                 NaN   4.34086                 NaN   7.18591                 NaN   41.6294                 NaN   40.9098     
  1114.70        500.000                 NaN   5.93048                 NaN   4.34306                 NaN   7.18761                 NaN   41.6266                 NaN   40.9123     
  1113.65        500.000                 NaN   5.91931                 NaN   4.34968                 NaN   7.19171                 NaN   41.6199                 NaN   40.9194     
  1112.60        500.000                 NaN   5.92533                 NaN   4.34596                 NaN   7.19051                 NaN   41.6227                 NaN   40.9155     
  1111.54        500.000                 NaN   5.93033                 NaN   4.34249                 NaN   7.18842                 NaN   41.6272                 NaN   40.9115     
  1110.49        500.000                 NaN   5.92783                 NaN   4.34393                 NaN   7.18971                 NaN   41.6254                 NaN   40.9131     
  1109.44        500.000                 NaN   5.91855                 NaN   4.34981                 NaN   7.19441                 NaN   41.6173                 NaN   40.9199     
  1108.39        500.000                 NaN   5.92005                 NaN   4.34860                 NaN   7.19357                 NaN   41.6193                 NaN   40.9184     
  1107.34        500.000                 NaN   5.92013                 NaN   4.34841                 NaN   7.19339                 NaN   41.6199                 NaN   40.9182     
  1106.28        500.000                 NaN   5.91542                 NaN   4.34987                 NaN   7.19633                 NaN   41.6187                 NaN   40.9196     
  1105.23        500.000                 NaN   5.91452                 NaN   4.35110                 NaN   7.19669                 NaN   41.6165                 NaN   40.9211     
  1104.18        500.000                 NaN   5.91161                 NaN   4.35237                 NaN   7.19845                 NaN   41.6150                 NaN   40.9226     
  1103.13        500.000                 NaN   5.90493                 NaN   4.35767                 NaN   7.20233                 NaN   41.6059                 NaN   40.9292     
  1102.07        500.000                 NaN   5.90393                 NaN   4.35813                 NaN   7.20342                 NaN   41.6048                 NaN   40.9297     
  1101.02        500.000                 NaN   5.90642                 NaN   4.35581                 NaN   7.20202                 NaN   41.6091                 NaN   40.9266     
  1099.97        500.000                 NaN   5.90316                 NaN   4.35800                 NaN   7.20384                 NaN   41.6057                 NaN   40.9293     
  1098.92        500.000                 NaN   5.90204                 NaN   4.35842                 NaN   7.20447                 NaN   41.6054                 NaN   40.9297     
  1097.86        500.000                 NaN   5.89354                 NaN   4.36434                 NaN   7.20920                 NaN   41.5958                 NaN   40.9372     
  1096.81        500.000                 NaN   5.89518                 NaN   4.36295                 NaN   7.20817                 NaN   41.5984                 NaN   40.9353     
  1095.76        500.000                 NaN   5.89075                 NaN   4.36564                 NaN   7.21103                 NaN   41.5942                 NaN   40.9384     
  1094.71        500.000                 NaN   5.89208                 NaN   4.36454                 NaN   7.20979                 NaN   41.5966                 NaN   40.9370     
  1093.66        500.000                 NaN   5.88664                 NaN   4.36796                 NaN   7.21365                 NaN   41.5905                 NaN   40.9413     
  1092.60        500.000                 NaN   5.88521                 NaN   4.36926                 NaN   7.21480                 NaN   41.5877                 NaN   40.9431     
  1091.55        500.000                 NaN   5.88243                 NaN   4.37032                 NaN   7.21673                 NaN   41.5863                 NaN   40.9442     
  1090.50        500.000                 NaN   5.87971                 NaN   4.37181                 NaN   7.21824                 NaN   41.5844                 NaN   40.9458     
  1089.45        500.000                 NaN   5.88355                 NaN   4.36937                 NaN   7.21745                 NaN   41.5864                 NaN   40.9432     
  1088.39        500.000                 NaN   5.87303                 NaN   4.37417                 NaN   7.22225                 NaN   41.5822                 NaN   40.9483     
  1087.34        500.000                 NaN   5.87596                 NaN   4.37426                 NaN   7.22217                 NaN   41.5781                 NaN   40.9495     
  1086.29        500.000                 NaN   5.87568                 NaN   4.37424                 NaN   7.22241                 NaN   41.5783                 NaN   40.9494     
  1085.24        500.000                 NaN   5.87355                 NaN   4.37542                 NaN   7.22407                 NaN   41.5761                 NaN   40.9509     
  1084.18        500.000                 NaN   5.87270                 NaN   4.37560                 NaN   7.22472                 NaN   41.5760                 NaN   40.9509     
  1083.13        500.000                 NaN   5.86806                 NaN   4.37886                 NaN   7.22800                 NaN   41.5696                 NaN   40.9555     
  1082.08        500.000                 NaN   5.86876                 NaN   4.37803                 NaN   7.22772                 NaN   41.5713                 NaN   40.9541     
  1081.03        500.000                 NaN   5.82915                 NaN   4.39701                 NaN   7.23437                 NaN   41.5700                 NaN   40.9694     
  1079.98        500.000                 NaN   5.86240                 NaN   4.38213                 NaN   7.23248                 NaN   41.5632                 NaN   40.9597     
  1078.92        500.000                 NaN   5.86258                 NaN   4.38173                 NaN   7.23221                 NaN   41.5645                 NaN   40.9589     
  1077.87        500.000                 NaN   5.85903                 NaN   4.38403                 NaN   7.23512                 NaN   41.5596                 NaN   40.9622     
  1076.82        500.000                 NaN   5.85863                 NaN   4.38410                 NaN   7.23521                 NaN   41.5600                 NaN   40.9621     
  1075.77        500.000                 NaN   5.85656                 NaN   4.38544                 NaN   7.23701                 NaN   41.5570                 NaN   40.9640     
  1074.71        500.000                 NaN   5.85476                 NaN   4.38655                 NaN   7.23839                 NaN   41.5548                 NaN   40.9655     
  1073.66        500.000                 NaN   5.85290                 NaN   4.38769                 NaN   7.23978                 NaN   41.5526                 NaN   40.9670     
  1072.61        500.000                 NaN   5.85088                 NaN   4.38894                 NaN   7.24129                 NaN   41.5502                 NaN   40.9687     
  1071.56        500.000                 NaN   5.84936                 NaN   4.38975                 NaN   7.24286                 NaN   41.5482                 NaN   40.9698     
  1070.50        500.000                 NaN   5.84752                 NaN   4.39090                 NaN   7.24463                 NaN   41.5454                 NaN   40.9715     
  1069.45        500.000                 NaN   5.84541                 NaN   4.39220                 NaN   7.24613                 NaN   41.5430                 NaN   40.9733     
  1068.40        500.000                 NaN   5.84319                 NaN   4.39347                 NaN   7.24829                 NaN   41.5400                 NaN   40.9751     
  1067.35        500.000                 NaN   5.84273                 NaN   4.39351                 NaN   7.24826                 NaN   41.5407                 NaN   40.9748     
  1066.30        500.000                 NaN   5.84046                 NaN   4.39489                 NaN   7.25006                 NaN   41.5379                 NaN   40.9767     
  1065.24        500.000                 NaN   5.83927                 NaN   4.39551                 NaN   7.25122                 NaN   41.5365                 NaN   40.9775     
  1064.19        500.000                 NaN   5.83809                 NaN   4.39614                 NaN   7.25240                 NaN   41.5350                 NaN   40.9784     
  1063.14        500.000                 NaN   5.83513                 NaN   4.39828                 NaN   7.25487                 NaN   41.5301                 NaN   40.9816     
  1062.09        500.000                 NaN   5.83388                 NaN   4.39714                 NaN   7.25602                 NaN   41.5279       0.214008E-002   40.9829     
  1061.03        500.000                 NaN   5.83239                 NaN   4.39229                 NaN   7.25742                 NaN   41.5259       0.796474E-002   40.9840     
  1059.98        500.000                 NaN   5.83095                 NaN   4.38718                 NaN   7.25856                 NaN   41.5242       0.140943E-001   40.9850     
  1058.93        500.000                 NaN   5.82924                 NaN   4.38321                 NaN   7.25943                 NaN   41.5224       0.193633E-001   40.9863     
  1057.88        500.000                 NaN   5.82799                 NaN   4.37829                 NaN   7.26086                 NaN   41.5201       0.252722E-001   40.9875     
  1056.82        500.000                 NaN   5.82698                 NaN   4.37102                 NaN   7.26235                 NaN   41.5190       0.330761E-001   40.9876     
  1055.77        500.000                 NaN   5.82556                 NaN   4.36787                 NaN   7.26340                 NaN   41.5166       0.374188E-001   40.9891     
  1054.72        500.000                 NaN   5.82418                 NaN   4.36308                 NaN   7.26456                 NaN   41.5149       0.431872E-001   40.9901     
  1053.67        500.000                 NaN   5.82251                 NaN   4.35922                 NaN   7.26570                 NaN   41.5126       0.483363E-001   40.9916     
  1052.62        500.000                 NaN   5.82116                 NaN   4.35438                 NaN   7.26692                 NaN   41.5108       0.541276E-001   40.9926     
  1051.56        500.000                 NaN   5.81985                 NaN   4.34972                 NaN   7.26814                 NaN   41.5090       0.597545E-001   40.9935     
  1050.51        500.000                 NaN   5.81888                 NaN   4.34362                 NaN   7.26951                 NaN   41.5077       0.664240E-001   40.9939     
  1049.46        500.000                 NaN   5.81713                 NaN   4.34042                 NaN   7.27059                 NaN   41.5053       0.709901E-001   40.9955     
  1048.41        500.000                 NaN   5.81549                 NaN   4.33670                 NaN   7.27173                 NaN   41.5031       0.759636E-001   40.9970     
  1047.35        500.000                 NaN   5.81444                 NaN   4.33137                 NaN   7.27308                 NaN   41.5016       0.819998E-001   40.9976     
  1046.30        500.000                 NaN   5.81288                 NaN   4.32737                 NaN   7.27426                 NaN   41.4995       0.871376E-001   40.9988     
  1045.25        500.000                 NaN   5.81063                 NaN   4.32408                 NaN   7.27526                 NaN   41.4978       0.919037E-001   41.0004     
  1044.20        500.000                 NaN   5.80979                 NaN   4.31952                 NaN   7.27668                 NaN   41.4953       0.972831E-001   41.0014     
  1043.14        500.000                 NaN   5.80847                 NaN   4.31517                 NaN   7.27794                 NaN   41.4934       0.102587        41.0024     
  1042.09        500.000                 NaN   5.80697                 NaN   4.31108                 NaN   7.27918                 NaN   41.4915       0.107741        41.0035     
  1041.04        500.000                 NaN   5.80579                 NaN   4.30662                 NaN   7.28048                 NaN   41.4896       0.113068        41.0045     
  1039.99        500.000                 NaN   5.76949                 NaN   4.32706                 NaN   7.28576       0.176849E-005   41.4805       0.113784        41.0234     
  1038.94        500.000                 NaN   5.80265                 NaN   4.29869                 NaN   7.28299       0.523963E-005   41.4857       0.123193        41.0068     
  1037.88        500.000                 NaN   5.79370                 NaN   4.20707                 NaN   7.28869       0.101626        41.4866       0.141138        40.9812     
  1036.83        500.000                 NaN   5.77828                 NaN   4.03166                 NaN   7.29817       0.299832        41.4914       0.171268        40.9294     
  1035.78        500.000                 NaN   5.76045                 NaN   3.80596                 NaN   7.31063       0.556730        41.4961       0.207999        40.8621     
  1034.73        500.000                 NaN   5.74593                 NaN   3.63355                 NaN   7.32001       0.752616        41.5004       0.236611        40.8108     
  1033.67        500.000                 NaN   5.73145                 NaN   3.45405                 NaN   7.32980       0.957017        41.5047       0.265794        40.7572     
  1032.62        500.000                 NaN   5.71729                 NaN   3.26635                 NaN   7.33987        1.17100        41.5092       0.295596        40.7007     
  1031.57        500.000                 NaN   5.69993                 NaN   3.04134                 NaN   7.35165        1.42888        41.5154       0.330394        40.6324     
  1030.52        500.000                 NaN   5.68287                 NaN   2.81065                 NaN   7.36361        1.69385        41.5218       0.365242        40.5620     
  1029.46        500.000                 NaN   5.72052                 NaN   3.43807                 NaN   7.33633       0.965524        41.4945       0.282256        40.7628     
  1028.41        500.000                 NaN   5.65934                 NaN   2.53131                 NaN   7.37944        2.01475        41.5272       0.409185        40.4788     
  1027.36        500.000                 NaN   5.64328                 NaN   2.31662                 NaN   7.39059        2.26268        41.5330       0.440721        40.4131     
  1026.31        500.000                 NaN   5.61030                 NaN   1.76358                 NaN   7.41659        2.90228        41.5524       0.516404        40.2385     
  1025.26        500.000                 NaN   5.58410                 NaN   1.40486                 NaN   7.43380        3.31967        41.5653       0.565962        40.1264     
  1024.20        500.000                 NaN   5.59230                 NaN   1.62453                 NaN   7.42591        3.06575        41.5531       0.538898        40.1995     
  1023.15        500.000                 NaN   5.57452                 NaN   1.37825                 NaN   7.43828        3.35276        41.5606       0.572691        40.1229     
  1022.10        500.000                 NaN   5.55672                 NaN   1.12594                 NaN   7.45085        3.64732        41.5681       0.606749        40.0443     
  1021.05        500.000                 NaN   5.49321                 NaN            NaN            NaN   7.50106        4.95872        41.6121       0.751528        39.6834     
  1019.99        500.000                 NaN   5.48827                 NaN            NaN            NaN   7.51055        4.96910        41.5986       0.746447        39.6870     
  1018.94        500.000                 NaN   5.49278                 NaN            NaN            NaN   7.50268        4.96078        41.6078       0.751165        39.6848     
  1017.89        500.000                 NaN   5.48928                 NaN            NaN            NaN   7.50402        4.96346        41.6053       0.751323        39.6866     
  1016.84        500.000                 NaN   5.48675                 NaN            NaN            NaN   7.50573        4.96565        41.6019       0.751437        39.6886     
  1015.78        500.000                 NaN   5.47437                 NaN            NaN            NaN   7.50654        4.97269        41.6025       0.752354        39.6915     
  1014.73        500.000                 NaN   5.47307                 NaN            NaN            NaN   7.50706        4.97427        41.6012       0.752232        39.6921     
  1013.68        500.000                 NaN   5.47779                 NaN            NaN            NaN   7.50832        4.97293        41.5970       0.751634        39.6923     
  1012.63        500.000                 NaN   5.47418                 NaN            NaN            NaN   7.50858        4.97568        41.5967       0.751693        39.6932     
  1011.58        500.000                 NaN   5.47023                 NaN            NaN            NaN   7.50881        4.97852        41.5967       0.751788        39.6940     
  1010.52        500.000                 NaN   5.46119                 NaN            NaN            NaN   7.50966        4.98519        41.5952       0.752159        39.6966     
  1009.47        500.000                 NaN   5.44179                 NaN            NaN            NaN   7.50703        4.99485        41.6046       0.753687        39.6980     
  1008.42        500.000                 NaN   5.40896                 NaN            NaN            NaN   7.50121        5.00857        41.6253       0.757227        39.6987     
  1007.37        500.000                 NaN   5.45806                 NaN            NaN            NaN   7.51077        4.98796        41.5941       0.751976        39.6972     
  1006.31        500.000                 NaN   5.45682                 NaN            NaN            NaN   7.51490        4.98986        41.5846       0.752164        39.7016     
  1005.26        500.000                 NaN   5.45468                 NaN            NaN            NaN   7.51593        4.99182        41.5825       0.752181        39.7029     
  1004.21        500.000                 NaN   5.46256                 NaN            NaN            NaN   7.51628        4.98872        41.5796       0.751276        39.7016     
  1003.16        500.000                 NaN   5.45056                 NaN            NaN            NaN   7.51794        4.99565        41.5783       0.752204        39.7053     
  1002.10        500.000                 NaN   5.45195                 NaN            NaN            NaN   7.51875        4.99586        41.5759       0.751886        39.7057     
  1001.05        500.000                 NaN   5.44995                 NaN            NaN            NaN   7.51983        4.99773        41.5738       0.751895        39.7068     
  1000.00        500.000                 NaN   5.45095                 NaN            NaN            NaN   7.52114        4.99823        41.5702       0.751642        39.7079     
