|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/EETA/EETA_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Sp(TH)         Sp(TH)         an             O(HP)          San(TH)        ilm            q             
  1177.84        500.000                 NaN   4.62930                 NaN   2.30960                 NaN   6.88223                 NaN   43.8553                 NaN   42.3235     
  1176.79        500.000                 NaN   4.62710                 NaN   2.31045                 NaN   6.88327                 NaN   43.8533                 NaN   42.3259     
  1175.74        500.000                 NaN   4.63206                 NaN   2.30787                 NaN   6.88413                 NaN   43.8529                 NaN   42.3230     
  1174.68        500.000                 NaN   4.62310                 NaN   2.31191                 NaN   6.88544                 NaN   43.8493                 NaN   42.3303     
  1173.63        500.000                 NaN   4.62463                 NaN   2.31111                 NaN   6.88613                 NaN   43.8485                 NaN   42.3297     
  1172.58        500.000                 NaN   4.62080                 NaN   2.31246                 NaN   6.88792                 NaN   43.8460                 NaN   42.3328     
  1171.53        500.000                 NaN   4.61572                 NaN   2.31455                 NaN   6.88987                 NaN   43.8423                 NaN   42.3375     
  1170.47        500.000                 NaN   4.61828                 NaN   2.31361                 NaN   6.88921                 NaN   43.8421                 NaN   42.3368     
  1169.42        500.000                 NaN   4.61602                 NaN   2.31444                 NaN   6.89030                 NaN   43.8401                 NaN   42.3391     
  1168.37        500.000                 NaN   4.61510                 NaN   2.31482                 NaN   6.89139                 NaN   43.8378                 NaN   42.3409     
  1167.32        500.000                 NaN   4.61326                 NaN   2.31554                 NaN   6.89246                 NaN   43.8356                 NaN   42.3432     
  1166.26        500.000                 NaN   4.61126                 NaN   2.31633                 NaN   6.89347                 NaN   43.8334                 NaN   42.3455     
  1165.21        500.000                 NaN   4.60913                 NaN   2.31715                 NaN   6.89456                 NaN   43.8313                 NaN   42.3479     
  1164.16        500.000                 NaN   4.60700                 NaN   2.31798                 NaN   6.89566                 NaN   43.8291                 NaN   42.3503     
  1163.11        500.000                 NaN   4.60495                 NaN   2.31874                 NaN   6.89682                 NaN   43.8269                 NaN   42.3526     
  1162.06        500.000                 NaN   4.60286                 NaN   2.31955                 NaN   6.89790                 NaN   43.8247                 NaN   42.3550     
  1161.00        500.000                 NaN   4.60111                 NaN   2.32023                 NaN   6.89894                 NaN   43.8226                 NaN   42.3571     
  1159.95        500.000                 NaN   4.59880                 NaN   2.32104                 NaN   6.90029                 NaN   43.8203                 NaN   42.3595     
  1158.90        500.000                 NaN   4.59789                 NaN   2.32148                 NaN   6.90103                 NaN   43.8183                 NaN   42.3613     
  1157.85        500.000                 NaN   4.59623                 NaN   2.32211                 NaN   6.90205                 NaN   43.8163                 NaN   42.3634     
  1156.79        500.000                 NaN   4.59321                 NaN   2.32309                 NaN   6.90367                 NaN   43.8140                 NaN   42.3661     
  1155.74        500.000                 NaN   4.59136                 NaN   2.32379                 NaN   6.90474                 NaN   43.8118                 NaN   42.3683     
  1154.69        500.000                 NaN   4.58998                 NaN   2.32429                 NaN   6.90580                 NaN   43.8098                 NaN   42.3702     
  1153.64        500.000                 NaN   4.58918                 NaN   2.32480                 NaN   6.90635                 NaN   43.8076                 NaN   42.3720     
  1152.58        500.000                 NaN   4.58777                 NaN   2.32534                 NaN   6.90731                 NaN   43.8056                 NaN   42.3740     
  1151.53        500.000                 NaN   4.58597                 NaN   2.32604                 NaN   6.90842                 NaN   43.8034                 NaN   42.3762     
  1150.48        500.000                 NaN   4.58422                 NaN   2.32670                 NaN   6.90951                 NaN   43.8012                 NaN   42.3784     
  1149.43        500.000                 NaN   4.58254                 NaN   2.32735                 NaN   6.91060                 NaN   43.7990                 NaN   42.3805     
  1148.38        500.000                 NaN   4.58076                 NaN   2.32795                 NaN   6.91159                 NaN   43.7971                 NaN   42.3826     
  1147.32        500.000                 NaN   4.57922                 NaN   2.32853                 NaN   6.91261                 NaN   43.7950                 NaN   42.3846     
  1146.27        500.000                 NaN   4.57753                 NaN   2.32918                 NaN   6.91370                 NaN   43.7928                 NaN   42.3868     
  1145.22        500.000                 NaN   4.57584                 NaN   2.32982                 NaN   6.91479                 NaN   43.7906                 NaN   42.3889     
  1144.17        500.000                 NaN   4.56843                 NaN   2.33154                 NaN   6.91908                 NaN   43.7880                 NaN   42.3929     
  1143.11        500.000                 NaN   4.56680                 NaN   2.33216                 NaN   6.92017                 NaN   43.7858                 NaN   42.3950     
  1142.06        500.000                 NaN   4.56516                 NaN   2.33280                 NaN   6.92126                 NaN   43.7836                 NaN   42.3972     
  1141.01        500.000                 NaN   4.56671                 NaN   2.33208                 NaN   6.92144                 NaN   43.7829                 NaN   42.3968     
  1139.96        500.000                 NaN   4.56525                 NaN   2.33265                 NaN   6.92245                 NaN   43.7808                 NaN   42.3989     
  1138.90        500.000                 NaN   4.56372                 NaN   2.33326                 NaN   6.92348                 NaN   43.7785                 NaN   42.4010     
  1137.85        500.000                 NaN   4.56222                 NaN   2.33385                 NaN   6.92452                 NaN   43.7763                 NaN   42.4031     
  1136.80        500.000                 NaN   4.56073                 NaN   2.33445                 NaN   6.92556                 NaN   43.7741                 NaN   42.4052     
  1135.75        500.000                 NaN   4.55923                 NaN   2.33504                 NaN   6.92661                 NaN   43.7718                 NaN   42.4073     
  1134.70        500.000                 NaN   4.55777                 NaN   2.33561                 NaN   6.92765                 NaN   43.7696                 NaN   42.4093     
  1133.64        500.000                 NaN   4.55633                 NaN   2.33618                 NaN   6.92869                 NaN   43.7674                 NaN   42.4114     
  1132.59        500.000                 NaN   4.55485                 NaN   2.33678                 NaN   6.92974                 NaN   43.7651                 NaN   42.4135     
  1131.54        500.000                 NaN   4.55342                 NaN   2.33734                 NaN   6.93079                 NaN   43.7629                 NaN   42.4156     
  1130.49        500.000                 NaN   4.55323                 NaN   2.33781                 NaN   6.93104                 NaN   43.7603                 NaN   42.4176     
  1129.43        500.000                 NaN   4.55181                 NaN   2.33836                 NaN   6.93210                 NaN   43.7581                 NaN   42.4196     
  1128.38        500.000                 NaN   4.54921                 NaN   2.33897                 NaN   6.93396                 NaN   43.7562                 NaN   42.4217     
  1127.33        500.000                 NaN   4.54782                 NaN   2.33951                 NaN   6.93502                 NaN   43.7539                 NaN   42.4237     
  1126.28        500.000                 NaN   4.54641                 NaN   2.34009                 NaN   6.93607                 NaN   43.7516                 NaN   42.4258     
  1125.22        500.000                 NaN   4.54504                 NaN   2.34063                 NaN   6.93713                 NaN   43.7493                 NaN   42.4279     
  1124.17        500.000                 NaN   4.54367                 NaN   2.34117                 NaN   6.93820                 NaN   43.7470                 NaN   42.4299     
  1123.12        500.000                 NaN   4.54233                 NaN   2.34168                 NaN   6.93927                 NaN   43.7448                 NaN   42.4319     
  1122.07        500.000                 NaN   4.53718                 NaN   2.34391                 NaN   6.94202                 NaN   43.7394                 NaN   42.4375     
  1121.02        500.000                 NaN   4.54068                 NaN   2.34209                 NaN   6.94150                 NaN   43.7409                 NaN   42.4348     
  1119.96        500.000                 NaN   4.53928                 NaN   2.34242                 NaN   6.94231                 NaN   43.7397                 NaN   42.4363     
  1118.91        500.000                 NaN   4.53925                 NaN   2.34326                 NaN   6.94231                 NaN   43.7361                 NaN   42.4391     
  1117.86        500.000                 NaN   4.53541                 NaN   2.34462                 NaN   6.94568                 NaN   43.7310                 NaN   42.4432     
  1116.81        500.000                 NaN   4.53627                 NaN   2.34476                 NaN   6.94439                 NaN   43.7305                 NaN   42.4441     
  1115.75        500.000                 NaN   4.53478                 NaN   2.34552                 NaN   6.94543                 NaN   43.7277                 NaN   42.4466     
  1114.70        500.000                 NaN   4.53278                 NaN   2.34653                 NaN   6.94702                 NaN   43.7240                 NaN   42.4497     
  1113.65        500.000                 NaN   4.52565                 NaN   2.34974                 NaN   6.95090                 NaN   43.7162                 NaN   42.4575     
  1112.60        500.000                 NaN   4.52961                 NaN   2.34776                 NaN   6.94972                 NaN   43.7186                 NaN   42.4543     
  1111.54        500.000                 NaN   4.53184                 NaN   2.34603                 NaN   6.94772                 NaN   43.7233                 NaN   42.4511     
  1110.49        500.000                 NaN   4.53027                 NaN   2.34667                 NaN   6.94892                 NaN   43.7207                 NaN   42.4534     
  1109.44        500.000                 NaN   4.52544                 NaN   2.34941                 NaN   6.95334                 NaN   43.7111                 NaN   42.4607     
  1108.39        500.000                 NaN   4.52568                 NaN   2.34882                 NaN   6.95253                 NaN   43.7130                 NaN   42.4600     
  1107.34        500.000                 NaN   4.52532                 NaN   2.34874                 NaN   6.95234                 NaN   43.7131                 NaN   42.4605     
  1106.28        500.000                 NaN   4.52205                 NaN   2.34924                 NaN   6.95511                 NaN   43.7111                 NaN   42.4625     
  1105.23        500.000                 NaN   4.52171                 NaN   2.34983                 NaN   6.95542                 NaN   43.7083                 NaN   42.4647     
  1104.18        500.000                 NaN   4.51980                 NaN   2.35035                 NaN   6.95707                 NaN   43.7060                 NaN   42.4668     
  1103.13        500.000                 NaN   4.51709                 NaN   2.35283                 NaN   6.96072                 NaN   43.6955                 NaN   42.4739     
  1102.07        500.000                 NaN   4.51656                 NaN   2.35292                 NaN   6.96173                 NaN   43.6937                 NaN   42.4751     
  1101.02        500.000                 NaN   4.51703                 NaN   2.35167                 NaN   6.96039                 NaN   43.6980                 NaN   42.4729     
  1099.97        500.000                 NaN   4.51526                 NaN   2.35270                 NaN   6.96209                 NaN   43.6938                 NaN   42.4762     
  1098.92        500.000                 NaN   4.51431                 NaN   2.35285                 NaN   6.96266                 NaN   43.6929                 NaN   42.4773     
  1097.86        500.000                 NaN   4.51023                 NaN   2.35576                 NaN   6.96712                 NaN   43.6817                 NaN   42.4853     
  1096.81        500.000                 NaN   4.51053                 NaN   2.35504                 NaN   6.96612                 NaN   43.6841                 NaN   42.4842     
  1095.76        500.000                 NaN   4.50855                 NaN   2.35613                 NaN   6.96880                 NaN   43.6787                 NaN   42.4878     
  1094.71        500.000                 NaN   4.50833                 NaN   2.35571                 NaN   6.96761                 NaN   43.6811                 NaN   42.4873     
  1093.66        500.000                 NaN   4.50610                 NaN   2.35708                 NaN   6.97123                 NaN   43.6736                 NaN   42.4920     
  1092.60        500.000                 NaN   4.50542                 NaN   2.35768                 NaN   6.97231                 NaN   43.6701                 NaN   42.4945     
  1091.55        500.000                 NaN   4.50360                 NaN   2.35805                 NaN   6.97412                 NaN   43.6680                 NaN   42.4962     
  1090.50        500.000                 NaN   4.50193                 NaN   2.35867                 NaN   6.97552                 NaN   43.6653                 NaN   42.4985     
  1089.45        500.000                 NaN   4.50436                 NaN   2.35734                 NaN   6.97474                 NaN   43.6670                 NaN   42.4965     
  1088.39        500.000                 NaN   4.49755                 NaN   2.35952                 NaN   6.97927                 NaN   43.6616                 NaN   42.5021     
  1087.34        500.000                 NaN   4.49992                 NaN   2.35964                 NaN   6.97920                 NaN   43.6570                 NaN   42.5043     
  1086.29        500.000                 NaN   4.49973                 NaN   2.35955                 NaN   6.97939                 NaN   43.6566                 NaN   42.5048     
  1085.24        500.000                 NaN   4.49852                 NaN   2.36000                 NaN   6.98095                 NaN   43.6536                 NaN   42.5069     
  1084.18        500.000                 NaN   4.49775                 NaN   2.35995                 NaN   6.98154                 NaN   43.6531                 NaN   42.5077     
  1083.13        500.000                 NaN   4.49538                 NaN   2.36153                 NaN   6.98464                 NaN   43.6456                 NaN   42.5129     
  1082.08        500.000                 NaN   4.49569                 NaN   2.36097                 NaN   6.98434                 NaN   43.6468                 NaN   42.5122     
  1081.03        500.000                 NaN   4.46863                 NaN   2.37067                 NaN   6.99046                 NaN   43.6432                 NaN   42.5271     
  1079.98        500.000                 NaN   4.49218                 NaN   2.36281                 NaN   6.98884                 NaN   43.6370                 NaN   42.5191     
  1078.92        500.000                 NaN   4.49213                 NaN   2.36254                 NaN   6.98854                 NaN   43.6378                 NaN   42.5190     
  1077.87        500.000                 NaN   4.49027                 NaN   2.36355                 NaN   6.99129                 NaN   43.6320                 NaN   42.5229     
  1076.82        500.000                 NaN   4.48987                 NaN   2.36353                 NaN   6.99135                 NaN   43.6318                 NaN   42.5235     
  1075.77        500.000                 NaN   4.48870                 NaN   2.36411                 NaN   6.99304                 NaN   43.6281                 NaN   42.5261     
  1074.71        500.000                 NaN   4.48771                 NaN   2.36459                 NaN   6.99433                 NaN   43.6251                 NaN   42.5282     
  1073.66        500.000                 NaN   4.48666                 NaN   2.36508                 NaN   6.99563                 NaN   43.6222                 NaN   42.5304     
  1072.61        500.000                 NaN   4.48550                 NaN   2.36563                 NaN   6.99704                 NaN   43.6190                 NaN   42.5328     
  1071.56        500.000                 NaN   4.48471                 NaN   2.36586                 NaN   6.99851                 NaN   43.6163                 NaN   42.5346     
  1070.50        500.000                 NaN   4.48405                 NaN   2.36633                 NaN   7.00015                 NaN   43.6127                 NaN   42.5368     
  1069.45        500.000                 NaN   4.48253                 NaN   2.36690                 NaN   7.00158                 NaN   43.6096                 NaN   42.5393     
  1068.40        500.000                 NaN   4.48136                 NaN   2.36736                 NaN   7.00361                 NaN   43.6058                 NaN   42.5418     
  1067.35        500.000                 NaN   4.48095                 NaN   2.36731                 NaN   7.00354                 NaN   43.6060                 NaN   42.5422     
  1066.30        500.000                 NaN   4.47972                 NaN   2.36789                 NaN   7.00524                 NaN   43.6024                 NaN   42.5447     
  1065.24        500.000                 NaN   4.47907                 NaN   2.36807                 NaN   7.00631                 NaN   43.6003                 NaN   42.5462     
  1064.19        500.000                 NaN   4.47842                 NaN   2.36827                 NaN   7.00741                 NaN   43.5982                 NaN   42.5477     
  1063.14        500.000                 NaN   4.47686                 NaN   2.36931                 NaN   7.00975                 NaN   43.5924                 NaN   42.5517     
  1062.09        500.000                 NaN   4.47626                 NaN   2.36847                 NaN   7.01082                 NaN   43.5895       0.120310E-002   42.5537     
  1061.03        500.000                 NaN   4.47542                 NaN   2.36543                 NaN   7.01215                 NaN   43.5870       0.447751E-002   42.5556     
  1059.98        500.000                 NaN   4.47462                 NaN   2.36220                 NaN   7.01323                 NaN   43.5847       0.792318E-002   42.5573     
  1058.93        500.000                 NaN   4.47341                 NaN   2.35974                 NaN   7.01405                 NaN   43.5824       0.108850E-001   42.5595     
  1057.88        500.000                 NaN   4.47304                 NaN   2.35663                 NaN   7.01539                 NaN   43.5794       0.142064E-001   42.5613     
  1056.82        500.000                 NaN   4.47266                 NaN   2.35197                 NaN   7.01681                 NaN   43.5778       0.185930E-001   42.5622     
  1055.77        500.000                 NaN   4.47180                 NaN   2.35004                 NaN   7.01780                 NaN   43.5748       0.210338E-001   42.5645     
  1054.72        500.000                 NaN   4.47099                 NaN   2.34702                 NaN   7.01891                 NaN   43.5725       0.242759E-001   42.5663     
  1053.67        500.000                 NaN   4.47006                 NaN   2.34462                 NaN   7.01997                 NaN   43.5696       0.271698E-001   42.5686     
  1052.62        500.000                 NaN   4.46933                 NaN   2.34155                 NaN   7.02113                 NaN   43.5673       0.304246E-001   42.5703     
  1051.56        500.000                 NaN   4.46863                 NaN   2.33859                 NaN   7.02228                 NaN   43.5649       0.335868E-001   42.5721     
  1050.51        500.000                 NaN   4.46818                 NaN   2.33469                 NaN   7.02359                 NaN   43.5630       0.373350E-001   42.5732     
  1049.46        500.000                 NaN   4.46717                 NaN   2.33270                 NaN   7.02460                 NaN   43.5600       0.399008E-001   42.5756     
  1048.41        500.000                 NaN   4.46623                 NaN   2.33037                 NaN   7.02568                 NaN   43.5572       0.426954E-001   42.5778     
  1047.35        500.000                 NaN   4.46580                 NaN   2.32695                 NaN   7.02695                 NaN   43.5551       0.460873E-001   42.5791     
  1046.30        500.000                 NaN   4.46491                 NaN   2.32443                 NaN   7.02807                 NaN   43.5524       0.489741E-001   42.5812     
  1045.25        500.000                 NaN   4.46323                 NaN   2.32236                 NaN   7.02901                 NaN   43.5502       0.516520E-001   42.5836     
  1044.20        500.000                 NaN   4.46325                 NaN   2.31946                 NaN   7.03035                 NaN   43.5470       0.546743E-001   42.5852     
  1043.14        500.000                 NaN   4.46256                 NaN   2.31669                 NaN   7.03153                 NaN   43.5445       0.576541E-001   42.5870     
  1042.09        500.000                 NaN   4.46174                 NaN   2.31409                 NaN   7.03271                 NaN   43.5420       0.605497E-001   42.5889     
  1041.04        500.000                 NaN   4.46120                 NaN   2.31125                 NaN   7.03394                 NaN   43.5395       0.635423E-001   42.5906     
  1039.99        500.000                 NaN   4.43575                 NaN   2.32205                 NaN   7.03892       0.108823E-005   43.5289       0.639427E-001   42.6104     
  1038.94        500.000                 NaN   4.45950                 NaN   2.30618                 NaN   7.03630       0.322716E-005   43.5343       0.692301E-001   42.5944     
  1037.88        500.000                 NaN   4.45308                 NaN   2.25668                 NaN   7.04202       0.626408E-001   43.5363       0.793158E-001   42.5700     
  1036.83        500.000                 NaN   4.44131                 NaN   2.16230                 NaN   7.05165       0.184672        43.5439       0.962530E-001   42.5199     
  1035.78        500.000                 NaN   4.42906                 NaN   2.04100                 NaN   7.06424       0.342851        43.5518       0.116903        42.4541     
  1034.73        500.000                 NaN   4.41835                 NaN   1.94829                 NaN   7.07374       0.463438        43.5588       0.132991        42.4044     
  1033.67        500.000                 NaN   4.40796                 NaN   1.85181                 NaN   7.08365       0.589247        43.5657       0.149401        42.3523     
  1032.62        500.000                 NaN   4.39765                 NaN   1.75098                 NaN   7.09387       0.720927        43.5731       0.166162        42.2973     
  1031.57        500.000                 NaN   4.38505                 NaN   1.63017                 NaN   7.10584       0.879624        43.5829       0.185736        42.2307     
  1030.52        500.000                 NaN   4.37266                 NaN   1.50637                 NaN   7.11801        1.04266        43.5930       0.205341        42.1620     
  1029.46        500.000                 NaN   4.40090                 NaN   1.84191                 NaN   7.08983       0.595142        43.5528       0.158643        42.3608     
  1028.41        500.000                 NaN   4.35575                 NaN   1.35627                 NaN   7.13401        1.24036        43.6022       0.230062        42.0814     
  1027.36        500.000                 NaN   4.34409                 NaN   1.24111                 NaN   7.14535        1.39294        43.6115       0.247810        42.0172     
  1026.31        500.000                 NaN   4.31994                 NaN  0.944862                 NaN   7.17205        1.78614        43.6409       0.290424        41.8456     
  1025.26        500.000                 NaN   4.30069                 NaN  0.752623                 NaN   7.18967        2.04296        43.6601       0.318334        41.7356     
  1024.20        500.000                 NaN   4.30696                 NaN  0.870062                 NaN   7.18136        1.88721        43.6428       0.303079        41.8085     
  1023.15        500.000                 NaN   4.29403                 NaN  0.738091                 NaN   7.19398        2.06387        43.6543       0.322109        41.7336     
  1022.10        500.000                 NaN   4.28109                 NaN  0.602914                 NaN   7.20683        2.24518        43.6661       0.341293        41.6566     
  1021.05        500.000                 NaN   4.23446                 NaN            NaN            NaN   7.25866        3.05170        43.7316       0.422915        41.3006     
  1019.99        500.000                 NaN   4.23259                 NaN            NaN            NaN   7.26778        3.05795        43.7167       0.420047        41.3049     
  1018.94        500.000                 NaN   4.23507                 NaN            NaN            NaN   7.26017        3.05255        43.7261       0.422696        41.3034     
  1017.89        500.000                 NaN   4.23271                 NaN            NaN            NaN   7.26141        3.05435        43.7229       0.422777        41.3059     
  1016.84        500.000                 NaN   4.23108                 NaN            NaN            NaN   7.26303        3.05595        43.7186       0.422832        41.3085     
  1015.78        500.000                 NaN   4.22205                 NaN            NaN            NaN   7.26371        3.06060        43.7184       0.423338        41.3119     
  1014.73        500.000                 NaN   4.22156                 NaN            NaN            NaN   7.26418        3.06130        43.7165       0.423262        41.3132     
  1013.68        500.000                 NaN   4.22557                 NaN            NaN            NaN   7.26539        3.06021        43.7117       0.422919        41.3142     
  1012.63        500.000                 NaN   4.22336                 NaN            NaN            NaN   7.26561        3.06163        43.7108       0.422944        41.3157     
  1011.58        500.000                 NaN   4.22088                 NaN            NaN            NaN   7.26578        3.06311        43.7101       0.422989        41.3171     
  1010.52        500.000                 NaN   4.21499                 NaN            NaN            NaN   7.26655        3.06695        43.7079       0.423189        41.3204     
  1009.47        500.000                 NaN   4.20037                 NaN            NaN            NaN   7.26391        3.07260        43.7169       0.424038        41.3222     
  1008.42        500.000                 NaN   4.17480                 NaN            NaN            NaN   7.25812        3.08083        43.7374       0.426014        41.3229     
  1007.37        500.000                 NaN   4.21360                 NaN            NaN            NaN   7.26752        3.06789        43.7050       0.423062        41.3229     
  1006.31        500.000                 NaN   4.21259                 NaN            NaN            NaN   7.27145        3.07032        43.6944       0.423160        41.3281     
  1005.26        500.000                 NaN   4.21138                 NaN            NaN            NaN   7.27241        3.07149        43.6916       0.423161        41.3300     
  1004.21        500.000                 NaN   4.21803                 NaN            NaN            NaN   7.27275        3.06884        43.6882       0.422647        41.3295     
  1003.16        500.000                 NaN   4.20902                 NaN            NaN            NaN   7.27427        3.07374        43.6861       0.423158        41.3337     
  1002.10        500.000                 NaN   4.21065                 NaN            NaN            NaN   7.27502        3.07357        43.6830       0.422972        41.3348     
  1001.05        500.000                 NaN   4.20957                 NaN            NaN            NaN   7.27603        3.07465        43.6802       0.422969        41.3366     
  1000.00        500.000                 NaN   4.21077                 NaN            NaN            NaN   7.27727        3.07489        43.6759       0.422820        41.3384     
