|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/Y98/Y98_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1427.00        500.000        99.2080       0.323921       0.468099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1425.87        500.000        99.2117       0.465894       0.322393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1424.74        500.000        99.2157       0.320276       0.463999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.60        500.000        99.2181       0.318952       0.462921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1422.47        500.000        99.2220       0.317086       0.460924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.34        500.000        98.9583       0.431925       0.493193                 NaN            NaN  0.116551                 NaN            NaN            NaN            NaN            NaN
  1420.21        500.000        98.1034       0.803752       0.605298                 NaN            NaN  0.487562                 NaN            NaN            NaN            NaN            NaN
  1419.07        500.000        98.1287       0.793222       0.597298                 NaN            NaN  0.480784                 NaN            NaN            NaN            NaN            NaN
  1417.94        500.000        98.1536       0.590088       0.782065                 NaN  0.713846E-005  0.474244                 NaN            NaN            NaN            NaN            NaN
  1416.81        500.000        98.1823       0.581527       0.769992                 NaN            NaN  0.466153                 NaN            NaN            NaN            NaN            NaN
  1415.68        500.000        98.2060       0.574566       0.759649                 NaN            NaN  0.459778                 NaN            NaN            NaN            NaN            NaN
  1414.54        500.000        98.2314       0.748630       0.567318                 NaN            NaN  0.452678                 NaN            NaN            NaN            NaN            NaN
  1413.41        500.000        98.2548       0.560114       0.738670                 NaN            NaN  0.446432                 NaN            NaN            NaN            NaN            NaN
  1412.28        500.000        98.2793       0.552754       0.728165                 NaN            NaN  0.439814                 NaN            NaN            NaN            NaN            NaN
  1411.15        500.000        98.3013       0.546380       0.718644                 NaN            NaN  0.433660                 NaN            NaN            NaN            NaN            NaN
  1410.01        500.000        99.1404       0.364183       0.276103                 NaN            NaN  0.219339                 NaN            NaN            NaN            NaN            NaN
  1408.88        500.000        97.4741       0.764168       0.843550                 NaN  0.234359       0.683858                 NaN            NaN            NaN            NaN            NaN
  1407.75        500.000        98.3990       0.515746       0.678195                 NaN  0.296319E-005  0.407007                 NaN            NaN            NaN            NaN            NaN
  1406.61        500.000        98.3801       0.536763       0.556753                 NaN  0.981042E-001  0.428300                 NaN            NaN            NaN            NaN            NaN
  1405.48        500.000        98.3933       0.541819       0.476018                 NaN  0.154808       0.434095                 NaN            NaN            NaN            NaN            NaN
  1404.35        500.000        98.4177       0.534474       0.465504                 NaN  0.155023       0.427275                 NaN            NaN            NaN            NaN            NaN
  1403.22        500.000        98.4357       0.529367       0.455195                 NaN  0.156976       0.422761                 NaN            NaN            NaN            NaN            NaN
  1402.08        500.000        98.4537       0.445450       0.524267                 NaN  0.158384       0.418223                 NaN            NaN            NaN            NaN            NaN
  1400.95        500.000        98.4729       0.435615       0.518460                 NaN  0.159789       0.413213                 NaN            NaN            NaN            NaN            NaN
  1399.82        500.000        98.4901       0.514302       0.425518                 NaN  0.161454       0.408622                 NaN            NaN            NaN            NaN            NaN
  1398.69        500.000        98.5072       0.416500       0.509426                 NaN  0.162654       0.404195                 NaN            NaN            NaN            NaN            NaN
  1397.55        500.000        98.5239       0.407229       0.504639                 NaN  0.164352       0.399883                 NaN            NaN            NaN            NaN            NaN
  1396.42        500.000        98.5366       0.397971       0.501457                 NaN  0.167147       0.396829                 NaN            NaN            NaN            NaN            NaN
  1395.29        500.000        98.5568       0.495371       0.389349                 NaN  0.167044       0.391420                 NaN            NaN            NaN            NaN            NaN
  1394.16        500.000        98.5777       0.489249       0.380181                 NaN  0.167374       0.385545                 NaN            NaN            NaN            NaN            NaN
  1393.02        500.000        98.5845       0.488521       0.371549                 NaN  0.171075       0.384312                 NaN            NaN            NaN            NaN            NaN
  1391.89        500.000        98.6072       0.362554       0.481278                 NaN  0.170905       0.378021                 NaN            NaN            NaN            NaN            NaN
  1390.76        500.000        98.6172       0.354456       0.479169                 NaN  0.173690       0.375515                 NaN            NaN            NaN            NaN            NaN
  1389.63        500.000        98.6335       0.345903       0.474375                 NaN  0.174701       0.371564                 NaN            NaN            NaN            NaN            NaN
  1388.49        500.000        98.6498       0.469671       0.338250                 NaN  0.175386       0.366904                 NaN            NaN            NaN            NaN            NaN
  1387.36        500.000        98.6613       0.329673       0.467012                 NaN  0.177756       0.364226                 NaN            NaN            NaN            NaN            NaN
  1386.23        500.000        98.6742       0.463176       0.321672                 NaN  0.179765       0.361163                 NaN            NaN            NaN            NaN            NaN
  1385.09        500.000        98.6902       0.458837       0.314986                 NaN  0.179635       0.356295                 NaN            NaN            NaN            NaN            NaN
  1383.96        500.000        98.6992       0.456557       0.306573                 NaN  0.183099       0.354545                 NaN            NaN            NaN            NaN            NaN
  1382.83        500.000        98.7171       0.451373       0.299610                 NaN  0.182586       0.349342                 NaN            NaN            NaN            NaN            NaN
  1381.70        500.000        98.7279       0.291862       0.448682                 NaN  0.184793       0.346811                 NaN            NaN            NaN            NaN            NaN
  1380.56        500.000        98.7382       0.445855       0.284760                 NaN  0.186855       0.344340                 NaN            NaN            NaN            NaN            NaN
  1379.43        500.000        98.7532       0.441836       0.277264                 NaN  0.187546       0.340113                 NaN            NaN            NaN            NaN            NaN
  1378.30        500.000        98.7643       0.438899       0.270232                 NaN  0.189289       0.337312                 NaN            NaN            NaN            NaN            NaN
  1377.17        500.000        98.7667       0.265184       0.438697                 NaN  0.192510       0.336927                 NaN            NaN            NaN            NaN            NaN
  1376.03        500.000        98.7930       0.256059       0.430867                 NaN  0.190638       0.329408                 NaN            NaN            NaN            NaN            NaN
  1374.90        500.000        98.7977       0.249906       0.429832                 NaN  0.193927       0.328630                 NaN            NaN            NaN            NaN            NaN
  1373.77        500.000        98.8094       0.243517       0.426751                 NaN  0.194883       0.325436                 NaN            NaN            NaN            NaN            NaN
  1372.64        500.000        98.8200       0.424266       0.236774                 NaN  0.196280       0.322708                 NaN            NaN            NaN            NaN            NaN
  1371.50        500.000        98.8306       0.230164       0.420858                 NaN  0.198278       0.320074                 NaN            NaN            NaN            NaN            NaN
  1370.37        500.000        98.8422       0.224049       0.418228                 NaN  0.198770       0.316792                 NaN            NaN            NaN            NaN            NaN
  1369.24        500.000        98.8507       0.217813       0.416308                 NaN  0.200566       0.314577                 NaN            NaN            NaN            NaN            NaN
  1368.11        500.000        98.8600       0.211735       0.413629                 NaN  0.202359       0.312301                 NaN            NaN            NaN            NaN            NaN
  1366.97        500.000        97.4197       0.942488       0.459888                 NaN  0.469409       0.708483                 NaN            NaN            NaN            NaN            NaN
  1365.84        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1364.71        500.000        99.1700       0.151437       0.300015                 NaN  0.150356       0.228220                 NaN            NaN            NaN            NaN            NaN
  1363.57        500.000        98.9498       0.390058       0.176916                 NaN  0.197225       0.286043                 NaN            NaN            NaN            NaN            NaN
  1362.44        500.000        98.9066       0.402093       0.183162                 NaN  0.208485       0.299657                 NaN            NaN            NaN            NaN            NaN
  1361.31        500.000        98.9209       0.178160       0.397468                 NaN  0.207846       0.295628                 NaN            NaN            NaN            NaN            NaN
  1360.18        500.000        98.9256       0.172024       0.396966                 NaN  0.210669       0.294723                 NaN            NaN            NaN            NaN            NaN
  1359.04        500.000        98.9348       0.167098       0.394624                 NaN  0.211341       0.292116                 NaN            NaN            NaN            NaN            NaN
  1357.91        500.000        98.9432       0.161486       0.392616                 NaN  0.212784       0.289931                 NaN            NaN            NaN            NaN            NaN
  1356.78        500.000        98.9525       0.390244       0.155804                 NaN  0.213856       0.287607                 NaN            NaN            NaN            NaN            NaN
  1355.65        500.000        98.9608       0.387977       0.151148                 NaN  0.214775       0.285271                 NaN            NaN            NaN            NaN            NaN
  1354.51        500.000        98.9679       0.146778       0.386486                 NaN  0.215649       0.283186                 NaN            NaN            NaN            NaN            NaN
  1353.38        500.000        98.9760       0.384250       0.142210                 NaN  0.216608       0.280914                 NaN            NaN            NaN            NaN            NaN
  1352.25        500.000        98.9839       0.137317       0.382248                 NaN  0.217659       0.278834                 NaN            NaN            NaN            NaN            NaN
  1351.12        500.000        99.0021       0.375098       0.133055                 NaN  0.215884       0.273850                 NaN            NaN            NaN            NaN            NaN
  1349.98        500.000        98.9884       0.383099       0.129052                 NaN  0.222131       0.277342                 NaN            NaN            NaN            NaN            NaN
  1348.85        500.000        98.9732       0.384903       0.145022                 NaN  0.200784       0.276964       0.191722E-001            NaN            NaN            NaN            NaN
  1347.72        500.000        98.8413       0.223069       0.423296                 NaN  0.122175       0.292883       0.972360E-001            NaN            NaN            NaN            NaN
  1346.59        500.000        98.8087       0.238366       0.438162                 NaN  0.100885       0.295811       0.118114                 NaN            NaN            NaN            NaN
  1345.45        500.000        98.7757       0.243372       0.455982                 NaN  0.864959E-001  0.299678       0.138780                 NaN            NaN            NaN            NaN
  1344.32        500.000        98.7495       0.274536       0.465248                 NaN  0.533158E-001  0.299628       0.157779                 NaN            NaN            NaN            NaN
  1343.19        500.000        98.7293       0.273252       0.478756                 NaN  0.443185E-001  0.301717       0.172631                 NaN            NaN            NaN            NaN
  1342.05        500.000        98.7082       0.281572       0.491447                 NaN  0.280694E-001  0.302963       0.187744                 NaN            NaN            NaN            NaN
  1340.92        500.000        98.7046       0.284236       0.494983                 NaN  0.191512E-001  0.302050       0.194994                 NaN            NaN            NaN            NaN
  1339.79        500.000        98.7066       0.285007       0.495879                 NaN  0.126340E-001  0.300333       0.199578                 NaN            NaN            NaN            NaN
  1338.66        500.000        98.7140       0.494030       0.283129                 NaN  0.904187E-002  0.298091       0.201660                 NaN            NaN            NaN            NaN
  1337.52        500.000        98.7181       0.282093       0.494579                 NaN  0.399836E-002  0.296148       0.205098                 NaN            NaN            NaN            NaN
  1336.39        500.000        98.7298       0.491895       0.273264                 NaN  0.633345E-002  0.293935       0.204774                 NaN            NaN            NaN            NaN
  1335.26        500.000        98.7384       0.491087       0.265094                 NaN  0.769789E-002  0.292021       0.205671                 NaN            NaN            NaN            NaN
  1334.13        500.000        98.7488       0.486695       0.269016                 NaN  0.658776E-003  0.288742       0.206079                 NaN            NaN            NaN            NaN
  1332.99        500.000        98.7624       0.481733       0.265101                 NaN            NaN  0.285748       0.205011                 NaN            NaN            NaN            NaN
  1331.86        500.000        98.7754       0.477579       0.260390                 NaN            NaN  0.282913       0.203738                 NaN            NaN            NaN            NaN
  1330.73        500.000        98.7898       0.471818       0.256618                 NaN            NaN  0.279826       0.201959                 NaN            NaN            NaN            NaN
  1329.60        500.000        98.8049       0.464665       0.254578                 NaN            NaN  0.276864       0.199035                 NaN            NaN            NaN            NaN
  1328.46        500.000        98.8174       0.462118       0.247823                 NaN  0.164841E-005  0.273818       0.198873                 NaN            NaN            NaN            NaN
  1327.33        500.000        98.8313       0.245142       0.455936                 NaN            NaN  0.270972       0.196600                 NaN            NaN            NaN            NaN
  1326.20        500.000        98.8451       0.450232       0.241819                 NaN            NaN  0.268122       0.194690                 NaN            NaN            NaN            NaN
  1325.07        500.000        98.8591       0.237304       0.445506                 NaN            NaN  0.264990       0.193068                 NaN            NaN            NaN            NaN
  1323.93        500.000        98.8731       0.439374       0.234661                 NaN            NaN  0.262130       0.190733                 NaN            NaN            NaN            NaN
  1322.80        500.000        98.8859       0.231598       0.434214                 NaN            NaN  0.259410       0.188892                 NaN            NaN            NaN            NaN
  1321.67        500.000        98.8998       0.227955       0.428833                 NaN            NaN  0.256415       0.187021                 NaN            NaN            NaN            NaN
  1320.53        500.000        98.9128       0.423416       0.225040                 NaN            NaN  0.253720       0.185047                 NaN            NaN            NaN            NaN
  1319.40        500.000        98.9256       0.418134       0.222081                 NaN            NaN  0.251027       0.183170                 NaN            NaN            NaN            NaN
  1318.27        500.000        98.9387       0.412825       0.219233                 NaN            NaN  0.248157       0.181102                 NaN            NaN            NaN            NaN
  1317.14        500.000        98.9513       0.407746       0.216088                 NaN            NaN  0.245439       0.179421                 NaN            NaN            NaN            NaN
  1316.00        500.000        98.9631       0.402964       0.213342                 NaN            NaN  0.243104       0.177491                 NaN            NaN            NaN            NaN
  1314.87        500.000        98.9772       0.210603       0.397104                 NaN            NaN  0.239957       0.175104                 NaN            NaN            NaN            NaN
  1313.74        500.000        98.9888       0.391876       0.208529                 NaN            NaN  0.237567       0.173242                 NaN            NaN            NaN            NaN
  1312.61        500.000        99.0009       0.205482       0.387216                 NaN            NaN  0.234949       0.171502                 NaN            NaN            NaN            NaN
  1311.47        500.000        99.0116       0.203552       0.381731                 NaN            NaN  0.233296       0.169807                 NaN            NaN            NaN            NaN
  1310.34        500.000        99.0280       0.377043       0.198705                 NaN            NaN  0.228677       0.167601                 NaN            NaN            NaN            NaN
  1309.21        500.000        99.0352       0.201150       0.370927                 NaN            NaN  0.227982       0.164769                 NaN            NaN            NaN            NaN
  1308.08        500.000        99.0488       0.194021       0.368333                 NaN            NaN  0.224517       0.164306                 NaN            NaN            NaN            NaN
  1306.94        500.000        99.0583       0.363319       0.193351                 NaN            NaN  0.222738       0.162302                 NaN            NaN            NaN            NaN
  1305.81        500.000        99.0701       0.358328       0.191098                 NaN            NaN  0.220196       0.160243                 NaN            NaN            NaN            NaN
  1304.68        500.000        99.0804       0.188898       0.353842                 NaN            NaN  0.218073       0.158755                 NaN            NaN            NaN            NaN
  1303.55        500.000        99.0919       0.186504       0.349400                 NaN  0.107709E-005  0.215491       0.156753                 NaN            NaN            NaN            NaN
  1302.41        500.000        99.1024       0.344855       0.184436                 NaN            NaN  0.213280       0.155049                 NaN            NaN            NaN            NaN
  1301.28        500.000        99.1120       0.340741       0.182677                 NaN            NaN  0.211212       0.153356                 NaN            NaN            NaN            NaN
  1300.15        500.000        99.1231       0.336219       0.180436                 NaN            NaN  0.208833       0.151440                 NaN            NaN            NaN            NaN
  1299.01        500.000        99.1331       0.332051       0.178207                 NaN            NaN  0.206721       0.149943                 NaN            NaN            NaN            NaN
  1297.88        500.000        99.1431       0.176255       0.327839                 NaN            NaN  0.204519       0.148259                 NaN            NaN            NaN            NaN
  1296.75        500.000        99.1528       0.174818       0.323558                 NaN            NaN  0.202436       0.146386                 NaN            NaN            NaN            NaN
  1295.62        500.000        99.1628       0.319393       0.172544                 NaN            NaN  0.200333       0.144937                 NaN            NaN            NaN            NaN
  1294.48        500.000        99.1703       0.171381       0.316226                 NaN            NaN  0.198792       0.143276                 NaN            NaN            NaN            NaN
  1293.35        500.000        99.1839       0.310712       0.168646                 NaN            NaN  0.195543       0.141202                 NaN            NaN            NaN            NaN
  1292.22        500.000        99.1915       0.307421       0.167184                 NaN            NaN  0.194083       0.139836                 NaN            NaN            NaN            NaN
  1291.09        500.000        99.2011       0.165210       0.303487                 NaN            NaN  0.191981       0.138224                 NaN            NaN            NaN            NaN
  1289.95        500.000        99.2101       0.299544       0.163836                 NaN            NaN  0.190057       0.136480                 NaN            NaN            NaN            NaN
  1288.82        500.000        99.2120       0.162700       0.298710                 NaN            NaN  0.189932       0.136633                 NaN            NaN            NaN            NaN
  1287.69        500.000        99.2343       0.160695       0.288848                 NaN            NaN  0.184444       0.131694                 NaN            NaN            NaN            NaN
  1286.56        500.000        99.2367       0.158709       0.288422                 NaN            NaN  0.184292       0.131903                 NaN            NaN            NaN            NaN
  1285.42        500.000        99.2460       0.284449       0.157200                 NaN            NaN  0.182266       0.130133                 NaN            NaN            NaN            NaN
  1284.29        500.000        99.2544       0.280670       0.155993                 NaN            NaN  0.180384       0.128553                 NaN            NaN            NaN            NaN
  1283.16        500.000        99.2628       0.154650       0.277092                 NaN            NaN  0.178544       0.126883                 NaN            NaN            NaN            NaN
  1282.03        500.000        99.2710       0.273626       0.153101                 NaN            NaN  0.176842       0.125405                 NaN            NaN            NaN            NaN
  1280.89        500.000        99.2797       0.269974       0.151654                 NaN            NaN  0.174883       0.123825                 NaN            NaN            NaN            NaN
  1279.76        500.000        99.2870       0.266651       0.150397                 NaN            NaN  0.173289       0.122613                 NaN            NaN            NaN            NaN
  1278.63        500.000        99.2961       0.263085       0.148877                 NaN            NaN  0.171261       0.120715                 NaN            NaN            NaN            NaN
  1277.49        500.000        99.3036       0.147903       0.259649                 NaN            NaN  0.169679       0.119182                 NaN            NaN            NaN            NaN
  1276.36        500.000        99.2965       0.132778       0.266083                 NaN  0.140670E-001  0.173881       0.116738                 NaN            NaN            NaN            NaN
  1275.23        500.000        99.3342       0.246606       0.143473                 NaN            NaN  0.161385       0.114332                 NaN            NaN            NaN            NaN
  1274.10        500.000        99.3269       0.249600       0.144567                 NaN            NaN  0.164569       0.114413                 NaN            NaN            NaN            NaN
  1272.96        500.000        99.3347       0.246520       0.142776                 NaN            NaN  0.162767       0.113195                 NaN            NaN            NaN            NaN
  1271.83        500.000        99.3425       0.141542       0.243194                 NaN            NaN  0.161099       0.111712                 NaN            NaN            NaN            NaN
  1270.70        500.000        99.3497       0.239781       0.140886                 NaN            NaN  0.159462       0.110136                 NaN            NaN            NaN            NaN
  1269.57        500.000        94.0967       0.867760       0.883687                 NaN            NaN  0.743134       0.437135                 NaN   2.97157                 NaN            NaN
  1268.43        500.000        91.5348        1.18401        1.22252                 NaN            NaN   1.02456       0.588581                 NaN   4.44552                 NaN            NaN
  1267.30        500.000        92.3328        1.10282        1.07699                 NaN            NaN  0.932244       0.535579                 NaN   4.01953                 NaN            NaN
  1266.17        500.000        92.9846        1.00369       0.990558                 NaN            NaN  0.856831       0.492480                 NaN   3.67185                 NaN            NaN
  1265.04        500.000        93.5364       0.918095       0.917484                 NaN            NaN  0.792438       0.456903                 NaN   3.37866                 NaN            NaN
  1263.90        500.000        94.0043       0.843857       0.856735                 NaN            NaN  0.737846       0.426882                 NaN   3.13039                 NaN            NaN
  1262.77        500.000        94.4061       0.779352       0.804858                 NaN            NaN  0.690683       0.401446                 NaN   2.91760                 NaN            NaN
  1261.64        500.000        94.7569       0.759516       0.721997                 NaN            NaN  0.649415       0.379636                 NaN   2.73252                 NaN            NaN
  1260.51        500.000        95.0672       0.719625       0.670434                 NaN            NaN  0.612857       0.360705                 NaN   2.56917                 NaN            NaN
  1259.37        500.000        95.3355       0.625465       0.686167                 NaN            NaN  0.580755       0.344014                 NaN   2.42810                 NaN            NaN
  1258.24        500.000        95.5860       0.583140       0.653726                 NaN            NaN  0.551017       0.328879                 NaN   2.29722                 NaN            NaN
  1257.11        500.000        95.8027       0.545756       0.626806                 NaN            NaN  0.524972       0.315812                 NaN   2.18397                 NaN            NaN
  1255.97        500.000        96.0012       0.601808       0.510868                 NaN            NaN  0.500999       0.303852                 NaN   2.08123                 NaN            NaN
  1254.84        500.000        96.1790       0.480600       0.579268                 NaN            NaN  0.479660       0.292501                 NaN   1.98894                 NaN            NaN
  1253.71        500.000        96.3470       0.451522       0.557740                 NaN            NaN  0.459047       0.282821                 NaN   1.90187                 NaN            NaN
  1252.58        500.000        96.4981       0.424294       0.539428                 NaN            NaN  0.440532       0.273470                 NaN   1.82421                 NaN            NaN
  1251.44        500.000        96.6369       0.400088       0.521729                 NaN            NaN  0.423491       0.264945                 NaN   1.75281                 NaN            NaN
  1250.31        500.000        96.7679       0.505300       0.376536                 NaN            NaN  0.407372       0.257105                 NaN   1.68579                 NaN            NaN
  1249.18        500.000        96.3292       0.553159       0.452994                 NaN            NaN  0.465213       0.263839                 NaN   1.93562                 NaN            NaN
  1248.05        500.000        96.8340       0.610819       0.338214                 NaN            NaN  0.407244       0.210412                 NaN   1.59929                 NaN            NaN
  1246.91        500.000        97.7012       0.537016       0.202255E-001            NaN            NaN  0.279356       0.244111                 NaN   1.21804                 NaN            NaN
  1245.78        500.000        95.7992       0.246571       0.713608                 NaN            NaN  0.544849       0.534040                 NaN   2.16173                 NaN            NaN
  1244.65        500.000        97.9575       0.339935       0.334969                 NaN            NaN  0.244671                 NaN            NaN   1.12289                 NaN            NaN
  1243.52        500.000        97.3016       0.115180       0.514371                 NaN            NaN  0.341012       0.325339                 NaN   1.40249                 NaN            NaN
  1242.38        500.000        98.0556       0.191013       0.473013                 NaN            NaN  0.241528                 NaN            NaN   1.03889                 NaN            NaN
  1241.25        500.000        92.7062        1.20963       0.682540                 NaN            NaN  0.924632       0.634919                 NaN   3.84212                 NaN            NaN
  1240.12        500.000        99.7778                 NaN            NaN            NaN            NaN  0.203117E-001  0.120173E-001            NaN  0.189919                 NaN            NaN
  1238.99        500.000        99.9581       0.343509E-001            NaN            NaN            NaN  0.558148E-002  0.197260E-002            NaN            NaN            NaN            NaN
  1237.85        500.000        97.5482       0.216708       0.434390                 NaN            NaN  0.306720       0.219344                 NaN   1.27465                 NaN            NaN
  1236.72        500.000        96.5390       0.327769       0.498331                 NaN            NaN  0.437974       0.322689                 NaN   1.87425                 NaN            NaN
  1235.59        500.000        99.9164       0.752085E-001            NaN            NaN            NaN  0.834155E-002            NaN            NaN            NaN            NaN            NaN
  1234.45        500.000        98.2747       0.263416       0.245685                 NaN            NaN  0.216486       0.102263                 NaN  0.897426                 NaN            NaN
  1233.32        500.000        98.0092       0.327492       0.178752                 NaN            NaN  0.248356       0.168670                 NaN   1.06758                 NaN            NaN
  1232.19        500.000        98.4314       0.280613       0.104863                 NaN            NaN  0.196365       0.140179                 NaN  0.846595                 NaN            NaN
  1231.06        500.000        97.6739       0.384588       0.214988                 NaN            NaN  0.288281       0.197185                 NaN   1.24101                 NaN            NaN
  1229.92        500.000        96.0054       0.315979       0.683769                 NaN            NaN  0.493191       0.296015       0.462273E-001   2.15943                 NaN            NaN
  1228.79        500.000        99.4994       0.922598E-001  0.225757E-001            NaN            NaN  0.615470E-001  0.440940E-001            NaN  0.273223       0.686632E-002            NaN
  1227.66        500.000        99.7528       0.359919E-001  0.337652E-001            NaN            NaN  0.301316E-001  0.147136E-001            NaN  0.132643                 NaN            NaN
  1226.53        500.000        99.7935       0.281381E-001  0.167524E-001            NaN            NaN  0.260324E-001            NaN            NaN  0.125547       0.100048E-001            NaN
  1225.39        500.000        96.2871       0.346121       0.613186                 NaN            NaN  0.454218       0.303292                 NaN   1.99608                 NaN            NaN
  1224.26        500.000        98.2911       0.205421       0.247977                 NaN            NaN  0.214439       0.120212                 NaN  0.920805                 NaN            NaN
  1223.13        500.000        98.5404       0.330023                 NaN            NaN            NaN  0.172214       0.150429                 NaN  0.806935                 NaN            NaN
  1222.00        500.000        98.4641       0.100735       0.269474                 NaN            NaN  0.186164       0.134116                 NaN  0.845379                 NaN            NaN
  1220.86        500.000        96.5502       0.589740       0.230869                 NaN            NaN  0.423471       0.327113                 NaN   1.87856                 NaN            NaN
  1219.73        500.000        99.7898       0.362345E-001  0.405795E-001            NaN            NaN  0.237827E-001            NaN            NaN  0.104866       0.475504E-002            NaN
  1218.60        500.000        99.9375       0.652429E-002  0.960594E-002            NaN            NaN  0.757442E-002  0.428382E-002            NaN  0.344635E-001            NaN            NaN
  1217.47        500.000        99.2651       0.123728       0.533174E-001            NaN            NaN  0.875454E-001  0.565568E-001            NaN  0.410027       0.370203E-002            NaN
  1216.33        500.000        99.9652       0.318001E-002  0.550899E-002            NaN  0.121980E-004  0.412741E-002  0.204631E-002            NaN  0.194637E-001  0.448177E-003            NaN
  1215.20        500.000        94.8823       0.551743       0.773543                 NaN            NaN  0.606719       0.239558                 NaN   2.85571       0.904164E-001            NaN
  1214.07        500.000       100.0000       0.446822E-005            NaN            NaN  0.310927E-005  0.130773E-005            NaN            NaN            NaN            NaN            NaN
  1212.93        500.000        99.9999       0.102786E-004            NaN            NaN  0.352781E-005  0.106933E-004            NaN            NaN  0.540249E-004  0.232471E-005  0.439395E-004
  1211.80        500.000        97.3256       0.396347       0.310721                 NaN            NaN  0.320653       0.105138                 NaN   1.49844       0.430998E-001            NaN
  1210.67        500.000        80.1965        1.88040                 NaN            NaN            NaN   1.64267       0.970835                 NaN   7.68460                 NaN   7.62502     
  1209.54        500.000        96.5185       0.301442                 NaN            NaN            NaN  0.288335       0.183927       0.539684E-002   1.32825                 NaN   1.37413     
  1208.40        500.000        99.4327       0.645243E-001            NaN            NaN            NaN  0.473731E-001  0.316369E-001            NaN  0.210999                 NaN  0.212796     
  1207.27        500.000        71.3774        2.64079                 NaN            NaN            NaN   2.36307        1.42708                 NaN   11.0170                 NaN   11.1746     
  1206.14        500.000        88.6125        1.03319                 NaN            NaN            NaN  0.938483       0.570877                 NaN   4.39378                 NaN   4.45121     
  1205.01        500.000        92.4047       0.699079                 NaN            NaN            NaN  0.626162       0.392426                 NaN   2.89740                 NaN   2.98021     
