|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.75/Y98/Y98_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             O(HP)          ilm            San(TH)        q             
  1407.22        500.000        98.5784       0.345247       0.482806                 NaN            NaN  0.477574       0.116016                 NaN            NaN            NaN
  1406.08        500.000        98.5920       0.337072       0.479923                 NaN            NaN  0.473988       0.116985                 NaN            NaN            NaN
  1404.94        500.000        98.6224       0.322923       0.473728                 NaN            NaN  0.463369       0.117581                 NaN            NaN            NaN
  1403.80        500.000        98.6391       0.468470       0.314466                 NaN            NaN  0.459035       0.118893                 NaN            NaN            NaN
  1402.66        500.000        98.6568       0.464042       0.307638                 NaN            NaN  0.453039       0.118447                 NaN            NaN            NaN
  1401.52        500.000        98.6733       0.298285       0.460326                 NaN            NaN  0.448191       0.119898                 NaN            NaN            NaN
  1400.38        500.000        98.6873       0.447647       0.327318                 NaN            NaN  0.438952       0.987962E-001            NaN            NaN            NaN
  1399.24        500.000        98.7127       0.460782       0.243825                 NaN            NaN  0.440386       0.142299                 NaN            NaN            NaN
  1398.10        500.000        98.7252       0.271724       0.448909                 NaN            NaN  0.432145       0.122051                 NaN            NaN            NaN
  1396.96        500.000        98.7456       0.443257       0.264295                 NaN            NaN  0.425293       0.121598                 NaN            NaN            NaN
  1395.81        500.000        98.7571       0.441283       0.256910                 NaN            NaN  0.422039       0.122657                 NaN            NaN            NaN
  1394.67        500.000        98.7731       0.246730       0.437844                 NaN            NaN  0.417545       0.124767                 NaN            NaN            NaN
  1393.53        500.000        98.6989       0.389544       0.348170                 NaN            NaN  0.441833       0.121551                 NaN            NaN            NaN
  1392.39        500.000        98.9074       0.124633       0.469176                 NaN            NaN  0.373263       0.125575                 NaN            NaN            NaN
  1391.25        500.000        98.8186       0.423869       0.226793                 NaN            NaN  0.403804       0.126968                 NaN            NaN            NaN
  1390.11        500.000        98.8447       0.420336       0.217052                 NaN            NaN  0.393934       0.123994                 NaN            NaN            NaN
  1388.97        500.000        98.8521       0.419272       0.210716                 NaN            NaN  0.392114       0.125787                 NaN            NaN            NaN
  1387.83        500.000        98.8651       0.204812       0.416103                 NaN            NaN  0.387965       0.125990                 NaN            NaN            NaN
  1386.69        500.000        98.8802       0.195766       0.413356                 NaN            NaN  0.383437       0.127285                 NaN            NaN            NaN
  1385.55        500.000        98.8901       0.190253       0.411615                 NaN            NaN  0.380274       0.127761                 NaN            NaN            NaN
  1384.41        500.000        98.9103       0.406089       0.182634                 NaN            NaN  0.373724       0.127278                 NaN            NaN            NaN
  1383.27        500.000        98.9199       0.405610       0.175955                 NaN            NaN  0.370658       0.127903                 NaN            NaN            NaN
  1382.13        500.000        98.9320       0.171195       0.401949                 NaN            NaN  0.366749       0.128087                 NaN            NaN            NaN
  1380.99        500.000        98.9457       0.399062       0.164339                 NaN            NaN  0.362368       0.128503                 NaN            NaN            NaN
  1379.85        500.000        98.9578       0.158181       0.396443                 NaN            NaN  0.358695       0.128924                 NaN            NaN            NaN
  1378.70        500.000        98.9706       0.393656       0.151997                 NaN            NaN  0.354502       0.129203                 NaN            NaN            NaN
  1377.56        500.000        98.9817       0.390731       0.147505                 NaN            NaN  0.350862       0.129161                 NaN            NaN            NaN
  1376.42        500.000        98.9934       0.140055       0.389600                 NaN            NaN  0.347246       0.129717                 NaN            NaN            NaN
  1375.28        500.000        99.0061       0.386232       0.135294                 NaN            NaN  0.342951       0.129416                 NaN            NaN            NaN
  1374.14        500.000        99.0164       0.384188       0.129917                 NaN            NaN  0.339642       0.129812                 NaN            NaN            NaN
  1373.00        500.000        99.0278       0.382677       0.123626                 NaN            NaN  0.335985       0.129947                 NaN            NaN            NaN
  1371.86        500.000        99.0376       0.374937       0.133612                 NaN            NaN  0.331125       0.122761                 NaN            NaN            NaN
  1370.72        500.000        99.0501       0.100905       0.381532                 NaN            NaN  0.330286       0.137212                 NaN            NaN            NaN
  1369.58        500.000        99.0597       0.109573       0.375645                 NaN            NaN  0.325369       0.129740                 NaN            NaN            NaN
  1368.44        500.000        99.0702       0.373418       0.104597                 NaN            NaN  0.321965       0.129800                 NaN            NaN            NaN
  1367.30        500.000        99.0796       0.372132       0.994086E-001            NaN            NaN  0.318936       0.129883                 NaN            NaN            NaN
  1366.16        500.000        99.0908       0.953301E-001  0.369099                 NaN            NaN  0.315144       0.129580                 NaN            NaN            NaN
  1365.02        500.000        99.0986       0.367964       0.908942E-001            NaN            NaN  0.312750       0.129779                 NaN            NaN            NaN
  1363.88        500.000        99.1116       0.364305       0.868675E-001            NaN            NaN  0.308146       0.129064                 NaN            NaN            NaN
  1362.74        500.000        99.1188       0.820709E-001  0.363889                 NaN            NaN  0.305883       0.129307                 NaN            NaN            NaN
  1361.59        500.000        99.1292       0.361270       0.782487E-001            NaN            NaN  0.302346       0.128920                 NaN            NaN            NaN
  1360.45        500.000        99.1391       0.731310E-001  0.359523                 NaN            NaN  0.299155       0.129075                 NaN            NaN            NaN
  1359.31        500.000        99.1473       0.357943       0.696697E-001            NaN            NaN  0.296369       0.128682                 NaN            NaN            NaN
  1358.17        500.000        99.1559       0.660348E-001  0.356713                 NaN            NaN  0.293258       0.128104                 NaN            NaN            NaN
  1357.03        500.000        99.1644       0.628852E-001  0.354950                 NaN            NaN  0.290300       0.127466                 NaN            NaN            NaN
  1355.89        500.000        99.1703       0.356653       0.556099E-001            NaN            NaN  0.288905       0.128520                 NaN            NaN            NaN
  1354.75        500.000        99.1846       0.348256       0.590004E-001            NaN            NaN  0.283068       0.125083                 NaN            NaN            NaN
  1353.61        500.000        99.1902       0.348605       0.536047E-001            NaN            NaN  0.281434       0.126173                 NaN            NaN            NaN
  1352.47        500.000        98.9431       0.117818       0.429060                 NaN            NaN  0.365382       0.144594                 NaN            NaN            NaN
  1351.33        500.000        99.4749       0.241449                 NaN            NaN            NaN  0.184791       0.988361E-001            NaN            NaN            NaN
  1350.19        500.000        99.2208       0.361324       0.884950E-002            NaN            NaN  0.273265       0.135780                 NaN            NaN            NaN
  1349.05        500.000        99.2232       0.347696E-001  0.344701                 NaN            NaN  0.270557       0.126784                 NaN            NaN            NaN
  1347.91        500.000        99.2282       0.341010       0.393889E-001            NaN            NaN  0.268312       0.123110                 NaN            NaN            NaN
  1346.77        500.000        99.2393       0.346193E-001  0.338959                 NaN            NaN  0.264265       0.122835                 NaN            NaN            NaN
  1345.63        500.000        99.2435       0.341011       0.291804E-001            NaN            NaN  0.263154       0.123138                 NaN            NaN            NaN
  1344.48        500.000        99.2547       0.324349E-001  0.334321                 NaN            NaN  0.258427       0.120076                 NaN            NaN            NaN
  1343.34        500.000        99.2583       0.290008E-001  0.335332                 NaN            NaN  0.257344       0.120023                 NaN            NaN            NaN
  1342.20        500.000        99.2665       0.333339       0.270653E-001            NaN            NaN  0.254315       0.118823                 NaN            NaN            NaN
  1341.06        500.000        99.2732       0.246172E-001  0.332026                 NaN            NaN  0.251975       0.118195                 NaN            NaN            NaN
  1339.92        500.000        99.2800       0.228423E-001  0.330419                 NaN            NaN  0.249478       0.117242                 NaN            NaN            NaN
  1338.78        500.000        99.2870       0.328755       0.211923E-001            NaN            NaN  0.246900       0.116168                 NaN            NaN            NaN
  1337.64        500.000        99.2930       0.327343       0.198187E-001            NaN            NaN  0.244645       0.115159                 NaN            NaN            NaN
  1336.50        500.000        99.3000       0.185277E-001  0.325298                 NaN            NaN  0.242125       0.114089                 NaN            NaN            NaN
  1335.36        500.000        99.3058       0.324923       0.167254E-001            NaN            NaN  0.239763       0.112786                 NaN            NaN            NaN
  1334.22        500.000        99.3128       0.322911       0.150596E-001            NaN            NaN  0.237353       0.111917                 NaN            NaN            NaN
  1333.08        500.000        99.3183       0.140394E-001  0.322153                 NaN            NaN  0.235072       0.110402                 NaN            NaN            NaN
  1331.94        500.000        99.3239       0.134624E-001  0.320068                 NaN            NaN  0.233102       0.109475                 NaN            NaN            NaN
  1330.80        500.000        99.3295       0.315665       0.162086E-001            NaN            NaN  0.231107       0.107557                 NaN            NaN            NaN
  1329.66        500.000        99.3401       0.568992E-002  0.319504                 NaN            NaN  0.226935       0.107786                 NaN            NaN            NaN
  1328.51        500.000        99.3417       0.103364E-001  0.316696                 NaN            NaN  0.226080       0.105206                 NaN            NaN            NaN
  1327.37        500.000        99.3474       0.315014       0.986301E-002            NaN            NaN  0.223878       0.103811                 NaN            NaN            NaN
  1326.23        500.000        99.3521       0.315840       0.473049E-002            NaN            NaN  0.222761       0.104598                 NaN            NaN            NaN
  1325.09        500.000        99.3522       0.123217E-001  0.314878                 NaN            NaN  0.221150       0.994107E-001            NaN            NaN            NaN
  1323.95        500.000        99.3694       0.307428       0.966044E-002            NaN            NaN  0.215152       0.983976E-001            NaN            NaN            NaN
  1322.81        500.000        99.3668       0.307793       0.125890E-001            NaN            NaN  0.216009       0.968212E-001            NaN            NaN            NaN
  1321.67        500.000        99.3686       0.310163       0.116397E-001            NaN            NaN  0.214778       0.947894E-001            NaN            NaN            NaN
  1320.53        500.000        99.3830       0.308468       0.306558E-002            NaN            NaN  0.209974       0.954755E-001            NaN            NaN            NaN
  1319.39        500.000        99.3838       0.305013       0.911848E-002            NaN            NaN  0.209319       0.927593E-001            NaN            NaN            NaN
  1318.25        500.000        99.3885       0.304527       0.817417E-002            NaN            NaN  0.207464       0.913329E-001            NaN            NaN            NaN
  1317.11        500.000        99.3936       0.735610E-002  0.303502                 NaN            NaN  0.205506       0.900218E-001            NaN            NaN            NaN
  1315.97        500.000        99.3988       0.829515E-002  0.301446                 NaN            NaN  0.203430       0.880699E-001            NaN            NaN            NaN
  1314.83        500.000        99.3501       0.329048       0.117082                 NaN            NaN  0.203820                 NaN            NaN            NaN            NaN
  1313.69        500.000        99.4175       0.297001                 NaN            NaN            NaN  0.197131       0.883351E-001            NaN            NaN            NaN
  1312.55        500.000        99.4138       0.301531                 NaN            NaN            NaN  0.197996       0.866729E-001            NaN            NaN            NaN
  1311.40        500.000        99.4181       0.300887                 NaN            NaN            NaN  0.196199       0.848159E-001            NaN            NaN            NaN
  1310.26        500.000        99.4226       0.298577                 NaN            NaN            NaN  0.194506       0.843096E-001            NaN            NaN            NaN
  1309.12        500.000        99.4260       0.300212                 NaN            NaN            NaN  0.192791       0.810031E-001            NaN            NaN            NaN
  1307.98        500.000        99.3951       0.180079       0.187262                 NaN            NaN  0.197116       0.404613E-001            NaN            NaN            NaN
  1306.84        500.000        99.4403       0.303983                 NaN            NaN            NaN  0.185010       0.692183E-001  0.144601E-002            NaN            NaN
  1305.70        500.000        99.3771       0.318438                 NaN            NaN            NaN  0.205557       0.715294E-001  0.274228E-001            NaN            NaN
  1304.56        500.000        99.3847       0.315759                 NaN            NaN            NaN  0.202911       0.697329E-001  0.269190E-001            NaN            NaN
  1303.42        500.000        99.3912       0.312289                 NaN            NaN            NaN  0.200734       0.692682E-001  0.265131E-001            NaN            NaN
  1302.28        500.000        99.3978       0.310757                 NaN            NaN            NaN  0.198447       0.670004E-001  0.260288E-001            NaN            NaN
  1301.14        500.000        99.4052       0.306051                 NaN            NaN            NaN  0.195989       0.671449E-001  0.256267E-001            NaN            NaN
  1300.00        500.000        99.4122       0.301235                 NaN            NaN            NaN  0.194248       0.671078E-001  0.252516E-001            NaN            NaN
  1298.86        500.000        99.4176       0.301381                 NaN            NaN            NaN  0.191310       0.649534E-001  0.247915E-001            NaN            NaN
  1297.72        500.000        99.4246       0.296333                 NaN            NaN            NaN  0.189544       0.651046E-001  0.244419E-001            NaN            NaN
  1296.58        500.000        99.4307       0.294172                 NaN            NaN            NaN  0.187358       0.637560E-001  0.240148E-001            NaN            NaN
  1295.44        500.000        99.4385       0.286604                 NaN            NaN            NaN  0.185283       0.658500E-001  0.237913E-001            NaN            NaN
  1294.29        500.000        99.4422       0.289997                 NaN            NaN            NaN  0.183273       0.612979E-001  0.232043E-001            NaN            NaN
  1293.15        500.000        99.4496       0.285227                 NaN            NaN            NaN  0.180839       0.614507E-001  0.228380E-001            NaN            NaN
  1292.01        500.000        99.4557       0.281191                 NaN            NaN            NaN  0.179004       0.616144E-001  0.225375E-001            NaN            NaN
  1290.87        500.000        99.4616       0.278326                 NaN            NaN            NaN  0.177003       0.609077E-001  0.221683E-001            NaN            NaN
  1289.73        500.000        99.4676       0.275601                 NaN            NaN            NaN  0.174990       0.600017E-001  0.218131E-001            NaN            NaN
  1288.59        500.000        99.4726       0.275326                 NaN            NaN            NaN  0.173107       0.576396E-001  0.213704E-001            NaN            NaN
  1287.45        500.000        99.4790       0.268329                 NaN            NaN            NaN  0.171658       0.597662E-001  0.212398E-001            NaN            NaN
  1286.31        500.000        99.4851       0.269259                 NaN            NaN            NaN  0.168457       0.565867E-001  0.206277E-001            NaN            NaN
  1285.17        500.000        99.4895       0.266882                 NaN            NaN            NaN  0.167354       0.559295E-001  0.203666E-001            NaN            NaN
  1284.03        500.000        99.4947       0.264831                 NaN            NaN            NaN  0.165544       0.549069E-001  0.200036E-001            NaN            NaN
  1282.89        500.000        99.5001       0.261955                 NaN            NaN            NaN  0.163694       0.545294E-001  0.197038E-001            NaN            NaN
  1281.75        500.000        99.5047       0.259771                 NaN            NaN            NaN  0.162219       0.539182E-001  0.194173E-001            NaN            NaN
  1280.61        500.000        99.5109       0.258496                 NaN            NaN            NaN  0.159758       0.518637E-001  0.189594E-001            NaN            NaN
  1279.47        500.000        99.5152       0.256154                 NaN            NaN            NaN  0.158448       0.515451E-001  0.186836E-001            NaN            NaN
  1278.33        500.000        99.5204       0.254079                 NaN            NaN            NaN  0.156611       0.505626E-001  0.183689E-001            NaN            NaN
  1277.18        500.000        92.5332        1.59491                 NaN            NaN            NaN  0.964452       0.181390       0.151613        4.57443                 NaN
  1276.04        500.000        92.3269        1.64677                 NaN            NaN            NaN  0.984596       0.171080       0.153065        4.71756                 NaN
  1274.90        500.000        92.9490        1.54035                 NaN            NaN            NaN  0.909268       0.144545       0.138983        4.31783                 NaN
  1273.76        500.000        93.4807        1.43117                 NaN            NaN            NaN  0.844377       0.134633       0.127837        3.98125                 NaN
  1272.62        500.000        93.9514        1.36369                 NaN            NaN            NaN  0.787151       0.104386       0.116522        3.67687                 NaN
  1271.48        500.000        94.3488        1.29019                 NaN            NaN            NaN  0.738384       0.897189E-001  0.107841        3.42503                 NaN
  1270.34        500.000        94.7049        1.21946                 NaN            NaN            NaN  0.694398       0.803382E-001  0.100238        3.20070                 NaN
  1269.20        500.000        95.0232        1.16160                 NaN            NaN            NaN  0.655039       0.673928E-001  0.932031E-001   2.99956                 NaN
  1268.06        500.000        95.3012        1.10253                 NaN            NaN            NaN  0.620350       0.624972E-001  0.874180E-001   2.82600                 NaN
  1266.92        500.000        95.5592        1.04949                 NaN            NaN            NaN  0.588031       0.565248E-001  0.819618E-001   2.66482                 NaN
  1265.78        500.000        95.7801        1.00905                 NaN            NaN            NaN  0.560181       0.475196E-001  0.770756E-001   2.52604                 NaN
  1264.64        500.000        95.9868       0.960865                 NaN            NaN            NaN  0.534018       0.462908E-001  0.729453E-001   2.39911                 NaN
  1263.50        500.000        96.1776       0.925636                 NaN            NaN            NaN  0.509650       0.391654E-001  0.687107E-001   2.27923                 NaN
  1262.36        500.000        96.3495       0.887800                 NaN            NaN            NaN  0.487658       0.360440E-001  0.651571E-001   2.17383                 NaN
  1261.21        500.000        97.5667                 NaN            NaN            NaN            NaN  0.367510       0.270914       0.587644E-001   1.73608                 NaN
  1260.07        500.000        95.5108        1.45521                 NaN            NaN            NaN  0.589831                 NaN  0.623592E-001   2.38183                 NaN
  1258.93        500.000        96.8576       0.800955                 NaN            NaN            NaN  0.408744                 NaN  0.580914E-001   1.87458                 NaN
  1257.79        500.000        96.9582       0.778430                 NaN            NaN            NaN  0.398623       0.844680E-005  0.549017E-001   1.80987                 NaN
  1256.65        500.000        97.0516       0.759372                 NaN            NaN            NaN  0.389233       0.289123E-005  0.518183E-001   1.74798                 NaN
  1255.51        500.000        97.1545       0.735326                 NaN            NaN            NaN  0.378149                 NaN  0.488812E-001   1.68316                 NaN
  1254.37        500.000        97.2349       0.717807                 NaN            NaN            NaN  0.369212       0.427862E-003  0.464559E-001   1.63115                 NaN
  1253.23        500.000        97.3418       0.686929                 NaN            NaN            NaN  0.355790       0.465888E-002  0.441901E-001   1.56667                 NaN
  1252.09        500.000        97.4234       0.652631                 NaN            NaN            NaN  0.345663       0.160882E-001  0.427685E-001   1.51950                 NaN
  1250.95        500.000        97.5113       0.640083                 NaN            NaN            NaN  0.334850       0.896479E-002  0.403123E-001   1.46445                 NaN
  1249.81        500.000        97.5893       0.619888                 NaN            NaN            NaN  0.323960       0.971571E-002  0.387862E-001   1.41838                 NaN
  1248.67        500.000        97.6659       0.603934                 NaN            NaN            NaN  0.313618       0.701023E-002  0.370886E-001   1.37243                 NaN
  1247.53        500.000        97.7376       0.588266                 NaN            NaN            NaN  0.303697       0.568408E-002  0.355592E-001   1.32921                 NaN
  1246.39        500.000        97.8028       0.571062                 NaN            NaN            NaN  0.294655       0.650312E-002  0.342583E-001   1.29075                 NaN
  1245.25        500.000        97.8689       0.558445                 NaN            NaN            NaN  0.285365       0.349636E-002  0.327047E-001   1.25111                 NaN
  1244.10        500.000        97.9297       0.543231                 NaN            NaN            NaN  0.276901       0.362262E-002  0.314704E-001   1.21511                 NaN
  1242.96        500.000        97.9895       0.531078                 NaN            NaN            NaN  0.268586       0.114496E-002  0.301224E-001   1.17952                 NaN
  1241.82        500.000        98.0407       0.518911                 NaN            NaN            NaN  0.261348       0.138139E-002  0.290298E-001   1.14863                 NaN
  1240.68        500.000        98.0979       0.496852                 NaN            NaN            NaN  0.254736       0.705236E-002  0.277061E-001   1.11573                 NaN
  1239.54        500.000        98.1471       0.493810                 NaN            NaN            NaN  0.245854                 NaN  0.268426E-001   1.08637                 NaN
  1238.40        500.000        98.1991       0.477569                 NaN            NaN            NaN  0.238243       0.970598E-003  0.260422E-001   1.05804                 NaN
  1237.26        500.000        98.2375       0.470268                 NaN            NaN            NaN  0.233811       0.150814E-002  0.247252E-001   1.03217                 NaN
  1236.12        500.000        98.2907       0.456990                 NaN            NaN            NaN  0.226348                 NaN  0.236502E-001   1.00233                 NaN
  1234.98        500.000        98.3452       0.436038                 NaN            NaN            NaN  0.220792       0.343244E-002  0.223387E-001  0.972239                 NaN
  1233.84        500.000        98.0584       0.373233                 NaN            NaN            NaN  0.252827                 NaN  0.319420E-001   1.28357                 NaN
  1232.70        500.000        98.8340       0.351556                 NaN            NaN            NaN  0.154608       0.273943E-001  0.159028E-001  0.616560                 NaN
  1231.56        500.000        98.3886       0.421007                 NaN            NaN            NaN  0.218723       0.600976E-001  0.179121E-001  0.893616                 NaN
  1230.42        500.000        96.8769       0.576263                 NaN            NaN            NaN  0.421499                 NaN  0.598503E-001   2.06548                 NaN
  1229.28        500.000        99.1340       0.247553                 NaN            NaN            NaN  0.168222                 NaN            NaN  0.450219                 NaN
  1228.14        500.000        99.0989       0.272427                 NaN            NaN            NaN  0.114653                 NaN  0.134297E-001  0.500619                 NaN
  1226.99        500.000        98.5782       0.382253                 NaN            NaN            NaN  0.161077       0.101604       0.179620E-001  0.758904                 NaN
  1225.85        500.000        98.8102       0.285498                 NaN            NaN            NaN  0.142728                 NaN  0.201824E-001  0.741400                 NaN
  1224.71        500.000        98.9325       0.857969E-001            NaN            NaN            NaN  0.166477       0.219781       0.546533E-003  0.594872                 NaN
  1223.57        500.000        98.1144       0.443522                 NaN            NaN            NaN  0.214377                 NaN  0.219391E-001   1.20573                 NaN
  1222.43        500.000        99.3181       0.132015       0.133960                 NaN            NaN  0.124757                 NaN  0.117506E-001  0.279374                 NaN
  1221.29        500.000        99.1279       0.200289                 NaN            NaN            NaN  0.602155E-001            NaN  0.133187E-001  0.598232                 NaN
  1220.15        500.000        98.7783       0.352529                 NaN            NaN            NaN  0.145324                 NaN  0.142703E-001  0.709600                 NaN
  1219.01        500.000        97.3208       0.253255       0.415214                 NaN            NaN  0.303283                 NaN  0.403728E-001   1.66708                 NaN
  1217.87        500.000        99.4791       0.334067E-001  0.104041                 NaN            NaN  0.756492E-001            NaN  0.109284E-001  0.296871                 NaN
  1216.73        500.000        99.5598       0.111353                 NaN            NaN            NaN  0.387651E-001            NaN  0.927830E-002  0.280831                 NaN
  1215.59        500.000        97.3935       0.569021E-001            NaN            NaN            NaN  0.247560       0.153604       0.958003E-002   1.16372       0.975116     
  1214.45        500.000        99.8184       0.856723E-001            NaN            NaN            NaN  0.217478E-001            NaN  0.132908E-002  0.728199E-001            NaN
  1213.31        500.000        91.6993        1.29282                 NaN            NaN            NaN  0.732037                 NaN  0.475620E-001   3.57966        2.64862     
  1212.17        500.000        90.5514       0.408650       0.543234                 NaN            NaN  0.773459                 NaN  0.434240E-001   3.77825        3.90155     
  1211.03        500.000        59.5446        4.87275       0.150965                 NaN            NaN   3.35126                 NaN  0.146321        15.6572        16.2769     
  1209.88        500.000        99.9998       0.207845E-004            NaN            NaN            NaN  0.131676E-004            NaN  0.781474E-006  0.659846E-004  0.669904E-004
  1208.74        500.000        90.5042        1.06139       0.856983E-001            NaN            NaN  0.808506                 NaN  0.312521E-001   3.70856        3.80039     
  1207.60        500.000       100.0000       0.160287E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.196603E-005
  1206.46        500.000        99.9998       0.229367E-005  0.184281E-004            NaN            NaN  0.138011E-004            NaN  0.723464E-006  0.674302E-004  0.686265E-004
  1205.32        500.000        99.9999                 NaN            NaN            NaN            NaN  0.681364E-005  0.370604E-005            NaN  0.333929E-004  0.341470E-004
  1204.18        500.000        79.1121       0.973542        1.43691                 NaN            NaN   1.67024                 NaN  0.854308E-001   8.23847        8.48332     
  1203.04        500.000        87.9273        1.07415                 NaN            NaN            NaN   1.01894       0.232713       0.436584E-001   4.77350        4.92972     
  1201.90        500.000        99.9998       0.280289E-004            NaN            NaN            NaN  0.209386E-004  0.260359E-005  0.766522E-006  0.961516E-004  0.997691E-004
  1200.76        500.000        99.9999       0.919196E-005            NaN            NaN            NaN  0.741954E-005            NaN            NaN  0.445284E-004  0.442212E-004
  1199.62        500.000        82.3672        2.02748                 NaN            NaN            NaN   1.43134                 NaN  0.597617E-001   6.97230        7.14197     
  1198.48        500.000        92.7189       0.817888                 NaN            NaN            NaN  0.585194                 NaN  0.252163E-001   2.89775        2.95510     
  1197.34        500.000        92.6328       0.655257       0.892296E-001            NaN            NaN  0.570656                 NaN  0.294834E-001   2.97233        3.05029     
  1196.20        500.000        92.6981       0.208638       0.656988                 NaN            NaN  0.598846                 NaN  0.203778E-001   2.90716        2.90986     
