|6.6.6
Archiving\03_Data\eq/QFM_m2/GRV/GRV_3.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.3202       0.679790                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.3201       0.679863                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.3201       0.679936                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.3200       0.680009                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.3199       0.680082                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.3198       0.680155                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.3198       0.680229                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.3197       0.680302                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.3196       0.680375                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.3196       0.680449                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.3195       0.680522                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.3194       0.680595                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.3193       0.680669                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.3193       0.680743                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.3192       0.680816                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.3191       0.680890                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.3190       0.680964                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.3190       0.681037                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.3189       0.681111                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.3188       0.681185                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.3187       0.681259                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.3187       0.681333                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.3186       0.681407                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.3185       0.681481                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.3184       0.681555                 NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.3184       0.681629                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.3183       0.681703                 NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.3182       0.681777                 NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.3181       0.681852                 NaN            NaN            NaN            NaN            NaN
