|6.6.6
Archiving\03_Data\eq/QFM_m2/GRV/GRV_1.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.1678       0.832176                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.1678       0.832175                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.1678       0.832174                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.1678       0.832172                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1678       0.832171                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1678       0.832170                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1678       0.832169                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1678       0.832168                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.1678       0.832167                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.1678       0.832166                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1678       0.832165                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.1678       0.832163                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1678       0.832162                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1678       0.832161                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1678       0.832160                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1678       0.832159                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.1678       0.832157                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.1678       0.832156                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.1678       0.832155                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1678       0.832153                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1678       0.832152                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.1678       0.832151                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.1679       0.832150                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.1679       0.832148                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.1679       0.832147                 NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.1679       0.832145                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.1679       0.832144                 NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.1679       0.832143                 NaN            NaN            NaN            NaN            NaN
