|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/LAR/LAR_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1182.38        2500.00                 NaN            NaN            NaN  0.393192        12.2751                 NaN   8.86540        46.3979       0.649191        31.4191     
  1181.34        2500.00                 NaN            NaN            NaN   11.9578       0.709657                 NaN   8.88373        46.3805       0.648612        31.4197     
  1180.31        2500.00                 NaN            NaN            NaN   11.9585       0.708719                 NaN   8.88376        46.3801       0.648601        31.4204     
  1179.27        2500.00                 NaN            NaN            NaN   11.9605       0.706466                 NaN   8.88377        46.3797       0.648588        31.4210     
  1178.23        2500.00                 NaN            NaN            NaN   11.9600       0.706695                 NaN   8.88378        46.3793       0.648578        31.4217     
  1177.20        2500.00                 NaN            NaN            NaN   11.9596       0.706867                 NaN   8.88378        46.3789       0.648569        31.4223     
  1176.16        2500.00                 NaN            NaN            NaN   11.9592       0.707005                 NaN   8.88378        46.3785       0.648559        31.4229     
  1175.12        2500.00                 NaN            NaN            NaN   11.9588       0.707113                 NaN   8.88378        46.3781       0.648551        31.4236     
  1174.09        2500.00                 NaN            NaN            NaN   11.9587       0.707023                 NaN   8.88377        46.3778       0.648541        31.4242     
  1173.05        2500.00                 NaN            NaN            NaN   11.9586       0.706851                 NaN   8.88375        46.3774       0.648536        31.4248     
  1172.02        2500.00                 NaN            NaN            NaN   11.9587       0.706521                 NaN   8.88377        46.3770       0.648521        31.4255     
  1170.98        2500.00                 NaN            NaN            NaN   11.9600       0.705049                 NaN   8.88382        46.3765       0.648508        31.4262     
  1169.94        2500.00                 NaN            NaN            NaN   11.9586       0.706108                 NaN   8.88377        46.3762       0.648502        31.4268     
  1168.91        2500.00                 NaN            NaN            NaN   11.9587       0.705802                 NaN   8.88378        46.3758       0.648492        31.4274     
  1167.87        2500.00                 NaN            NaN            NaN   11.9578       0.706457                 NaN   8.88375        46.3755       0.648485        31.4280     
  1166.83        2500.00                 NaN            NaN            NaN   11.9613       0.702773                 NaN   8.88387        46.3749       0.648464        31.4287     
  1165.80        2500.00                 NaN            NaN            NaN   11.6787       0.990139                 NaN   8.91103        46.3435       0.646566        31.4301     
  1164.76        2500.00                 NaN            NaN            NaN   11.6582        1.01078                 NaN   8.91413        46.3399       0.646347        31.4307     
  1163.73        2500.00                 NaN            NaN            NaN   12.0055       0.658840                 NaN   8.88587        46.3701       0.648285        31.4314     
  1162.69        2500.00                 NaN            NaN            NaN   12.0050       0.659161                 NaN   8.88589        46.3697       0.648274        31.4320     
  1161.65        2500.00                 NaN            NaN            NaN   11.3435        1.32385                 NaN   8.93552        46.3180       0.645786        31.4334     
  1160.62        2500.00                 NaN            NaN            NaN   11.4198        1.24881                 NaN   8.93281        46.3186       0.645678        31.4343     
  1159.58        2500.00                 NaN            NaN            NaN   11.3331        1.33426                 NaN   8.93671        46.3153       0.645775        31.4349     
  1158.54        2500.00                 NaN            NaN            NaN   11.4811        1.18836                 NaN   8.93082        46.3192       0.645355        31.4352     
  1157.51        2500.00                 NaN            NaN            NaN   11.3344        1.33291                 NaN   8.93832        46.3127       0.645500        31.4361     
  1156.47        2500.00                 NaN            NaN            NaN   11.4193        1.25016                 NaN   8.93708        46.3116       0.645071        31.4368     
  1155.44        2500.00                 NaN            NaN            NaN   11.3049        1.36209                 NaN   8.93835        46.3113       0.645724        31.4377     
  1154.40        2500.00                 NaN            NaN            NaN   11.3351        1.33263                 NaN   8.93987        46.3090       0.645251        31.4382     
  1153.36        2500.00                 NaN            NaN            NaN   11.3027        1.36218                 NaN   8.93897        46.3120       0.645812        31.4384     
  1152.33        2500.00                 NaN            NaN            NaN   11.3251        1.34246                 NaN   8.94166        46.3059       0.645134        31.4397     
  1151.29        2500.00                 NaN            NaN            NaN   11.3213        1.34561                 NaN   8.93942        46.3086       0.645227        31.4398     
  1150.25        2500.00                 NaN            NaN            NaN   11.3164        1.35116                 NaN   8.94379        46.3025       0.644971        31.4412     
  1149.22        2500.00                 NaN            NaN            NaN   11.3278        1.34012                 NaN   8.94069        46.3035       0.645126        31.4427     
  1148.18        2500.00                 NaN            NaN            NaN   11.1261        1.54094                 NaN   8.95680        46.2885       0.644614        31.4431     
  1147.15        2500.00                 NaN            NaN            NaN   11.1561        1.51423                 NaN   8.96007        46.2815       0.643825        31.4443     
  1146.11        2500.00                 NaN            NaN            NaN   11.1270        1.53829                 NaN   8.95330        46.2918       0.645057        31.4445     
  1145.07        2500.00                 NaN            NaN            NaN   11.1641        1.50537                 NaN   8.96390        46.2781       0.643625        31.4450     
  1144.04        2500.00                 NaN            NaN            NaN   11.1605        1.50889                 NaN   8.96492        46.2764       0.643549        31.4457     
  1143.00        2500.00                 NaN            NaN            NaN   11.1572        1.51218                 NaN   8.96593        46.2747       0.643471        31.4465     
  1141.96        2500.00                 NaN            NaN            NaN   11.1590        1.50954                 NaN   8.96434        46.2762       0.643703        31.4473     
  1140.93        2500.00                 NaN            NaN            NaN   11.1509        1.51860                 NaN   8.96801        46.2712       0.643309        31.4480     
  1139.89        2500.00                 NaN            NaN            NaN   11.1475        1.52199                 NaN   8.96910        46.2695       0.643222        31.4487     
  1138.86        2500.00                 NaN            NaN            NaN   11.1439        1.52566                 NaN   8.97024        46.2676       0.643131        31.4495     
  1137.82        2500.00                 NaN            NaN            NaN   11.1398        1.52983                 NaN   8.97147        46.2656       0.643031        31.4502     
  1136.78        2500.00                 NaN            NaN            NaN   11.0415        1.63252                 NaN   8.98995        46.2435       0.641370        31.4511     
  1135.75        2500.00                 NaN            NaN            NaN   11.1706        1.49756                 NaN   8.96696        46.2697       0.643457        31.4517     
  1134.71        2500.00                 NaN            NaN            NaN   11.1256        1.54428                 NaN   8.97543        46.2594       0.642713        31.4525     
  1133.68        2500.00                 NaN            NaN            NaN   11.1227        1.54724                 NaN   8.97648        46.2577       0.642633        31.4533     
  1132.64        2500.00                 NaN            NaN            NaN   11.1106        1.55967                 NaN   8.97893        46.2543       0.642432        31.4540     
  1131.60        2500.00                 NaN            NaN            NaN   11.1256        1.54118                 NaN   8.96849        46.2678       0.643318        31.4536     
  1130.57        2500.00                 NaN            NaN            NaN   11.0904        1.57999                 NaN   8.98248        46.2493       0.642156        31.4556     
  1129.53        2500.00                 NaN            NaN            NaN   11.1657        1.50248                 NaN   8.97171        46.2609       0.643025        31.4561     
  1128.49        2500.00                 NaN            NaN            NaN   11.1575        1.51043                 NaN   8.97190        46.2602       0.643074        31.4570     
  1127.46        2500.00                 NaN            NaN            NaN   11.0381        1.63418                 NaN   8.99298        46.2354       0.641324        31.4580     
  1126.42        2500.00                 NaN            NaN            NaN   10.8801        1.79675                 NaN   9.01748        46.2072       0.639413        31.4591     
  1125.39        2500.00                 NaN            NaN            NaN   11.1226        1.53773                 NaN   8.95318        46.2844       0.644877        31.4572     
  1124.35        2500.00                 NaN            NaN            NaN   1.83049        10.8469                 NaN   9.02315        46.1996       0.639077        31.4608     
  1123.31        2500.00                 NaN            NaN            NaN   1.84299        10.8351                 NaN   9.02602        46.1955       0.638782        31.4617     
  1122.28        2500.00                 NaN            NaN            NaN   10.8207        1.85765                 NaN   9.02883        46.1916       0.638576        31.4626     
  1121.24        2500.00                 NaN            NaN            NaN   10.8067        1.87211                 NaN   9.03157        46.1879       0.638377        31.4634     
  1120.20        2500.00                 NaN            NaN            NaN   10.7928        1.88632                 NaN   9.03432        46.1842       0.638177        31.4642     
  1119.17        2500.00                 NaN            NaN            NaN   10.7791        1.90036                 NaN   9.03706        46.1805       0.637977        31.4650     
  1118.13        2500.00                 NaN            NaN            NaN   10.7658        1.91409                 NaN   9.03981        46.1767       0.637773        31.4658     
  1117.10        2500.00                 NaN            NaN            NaN   1.92947        10.7509                 NaN   9.04297        46.1722       0.637544        31.4669     
  1116.06        2500.00                 NaN            NaN            NaN   1.45001        11.2168                 NaN   8.97309        46.2514       0.642802        31.4659     
  1115.02        2500.00                 NaN            NaN            NaN   1.95743        10.7237                 NaN   9.04844        46.1646       0.637145        31.4686     
  1113.99        2500.00                 NaN            NaN            NaN   10.7114        1.96971                 NaN   9.05060        46.1621       0.637001        31.4692     
  1112.95        2500.00                 NaN            NaN            NaN   1.98221        10.6987                 NaN   9.05405        46.1582       0.637009        31.4699     
  1111.91        2500.00                 NaN            NaN            NaN   1.99633        10.6859                 NaN   9.05662        46.1535       0.636555        31.4711     
  1110.88        2500.00                 NaN            NaN            NaN   10.6889        1.99445                 NaN   9.05968        46.1491       0.636052        31.4718     
  1109.84        2500.00                 NaN            NaN            NaN   10.6780        2.00591                 NaN   9.06281        46.1445       0.635802        31.4729     
  1108.81        2500.00                 NaN            NaN            NaN   10.6687        2.01581                 NaN   9.06569        46.1405       0.635537        31.4738     
  1107.77        2500.00                 NaN            NaN            NaN   2.09179        10.5813                 NaN   9.06325        46.1524       0.638379        31.4728     
  1106.73        2500.00                 NaN            NaN            NaN   10.5712        2.10334                 NaN   9.06616        46.1474       0.637943        31.4739     
  1105.70        2500.00                 NaN            NaN            NaN   10.6389        2.04750                 NaN   9.07430        46.1281       0.634781        31.4764     
  1104.66        2500.00                 NaN            NaN            NaN   10.6278        2.05907                 NaN   9.07710        46.1241       0.634553        31.4773     
  1103.62        2500.00                 NaN            NaN            NaN   10.6169        2.07054                 NaN   9.07990        46.1201       0.634326        31.4782     
  1102.59        2500.00                 NaN            NaN            NaN   10.6061        2.08184                 NaN   9.08268        46.1161       0.634094        31.4791     
  1101.55        2500.00                 NaN            NaN            NaN   10.5957        2.09273                 NaN   9.08551        46.1121       0.633869        31.4800     
  1100.52        2500.00                 NaN            NaN            NaN   10.5853        2.10374                 NaN   9.08832        46.1081       0.633625        31.4809     
  1099.48        2500.00                 NaN            NaN            NaN   10.5744        2.11535                 NaN   9.09108        46.1038       0.633376        31.4820     
  1098.44        2500.00                 NaN            NaN            NaN   2.12536        10.5649                 NaN   9.09401        46.0997       0.633133        31.4829     
  1097.41        2500.00                 NaN            NaN            NaN   10.5565        2.13420                 NaN   9.09685        46.0961       0.632896        31.4835     
  1096.37        2500.00                 NaN            NaN            NaN   10.5619        2.13065                 NaN   9.10035        46.0902       0.632332        31.4845     
  1095.33        2500.00                 NaN            NaN            NaN   10.5530        2.14022                 NaN   9.10319        46.0861       0.632074        31.4854     
  1094.30        2500.00                 NaN            NaN            NaN   10.5284        2.16497                 NaN   9.10240        46.0864       0.631696        31.4862     
  1093.26        2500.00                 NaN            NaN            NaN   10.4442        2.25191                 NaN   9.12235        46.0628       0.630879        31.4879     
  1092.23        2500.00                 NaN            NaN            NaN   10.5266        2.16864                 NaN   9.11169        46.0736       0.631300        31.4882     
  1091.19        2500.00                 NaN            NaN            NaN   10.5139        2.18150                 NaN   9.11411        46.0703       0.631146        31.4891     
  1090.15        2500.00                 NaN            NaN            NaN   10.5097        2.18505                 NaN   9.11466        46.0704       0.630700        31.4895     
  1089.12        2500.00                 NaN            NaN            NaN   10.5024        2.19682                 NaN   9.11949        46.0597       0.630098        31.4915     
  1088.08        2500.00                 NaN            NaN            NaN   10.4926        2.20532                 NaN   9.12267        46.0573       0.630259        31.4919     
  1087.04        2500.00                 NaN            NaN            NaN   10.4724        2.22533                 NaN   9.12408        46.0549       0.630308        31.4930     
  1086.01        2500.00                 NaN            NaN            NaN   10.4494        2.25848                 NaN   9.13178        46.0359       0.627583        31.4968     
  1084.97        2500.00                 NaN            NaN            NaN   10.3794        2.32703                 NaN   9.15655        46.0095       0.628065        31.4994     
  1083.94        2500.00                 NaN            NaN            NaN   10.3776        2.32876                 NaN   9.15705        46.0085       0.628002        31.5001     
  1082.90        2500.00                 NaN            NaN            NaN   10.3758        2.33049                 NaN   9.15757        46.0075       0.627935        31.5007     
  1081.86        2500.00                 NaN            NaN            NaN   10.3740        2.33226                 NaN   9.15810        46.0064       0.627868        31.5014     
  1080.83        2500.00                 NaN            NaN            NaN   10.3721        2.33408                 NaN   9.15865        46.0054       0.627798        31.5020     
  1079.79        2500.00                 NaN            NaN            NaN   10.3730        2.33112                 NaN   9.15270        46.0151       0.627912        31.5003     
  1078.75        2500.00                 NaN            NaN            NaN   10.3725        2.33198                 NaN   9.15452        46.0121       0.627752        31.5011     
  1077.72        2500.00                 NaN            NaN            NaN   10.4184        2.28726                 NaN   9.15164        46.0137       0.627478        31.5015     
  1076.68        2500.00                 NaN            NaN            NaN   10.3701        2.33538                 NaN   9.15740        46.0067       0.627411        31.5030     
  1075.65        2500.00                 NaN            NaN            NaN   10.3692        2.33688                 NaN   9.15904        46.0038       0.627232        31.5039     
  1074.61        2500.00                 NaN            NaN            NaN   10.3681        2.33846                 NaN   9.16073        46.0009       0.627049        31.5048     
  1073.57        2500.00                 NaN            NaN            NaN   10.3924        2.31665                 NaN   9.16317        45.9961       0.626300        31.5054     
  1072.54        2500.00                 NaN            NaN            NaN   10.3650        2.34270                 NaN   9.16411        45.9949       0.626665        31.5067     
  1071.50        2500.00                 NaN            NaN            NaN   10.3587        2.34801                 NaN   9.16425        45.9942       0.626800        31.5080     
  1070.46        2500.00                 NaN            NaN            NaN   10.3510        2.35513                 NaN   9.16508        45.9933       0.626977        31.5085     
  1069.43        2500.00                 NaN            NaN            NaN   10.3606        2.34909                 NaN   9.17025        45.9846       0.625982        31.5094     
  1068.39        2500.00                 NaN            NaN            NaN   10.3584        2.35210                 NaN   9.17247        45.9809       0.625728        31.5104     
  1067.36        2500.00                 NaN            NaN            NaN   10.1984        2.50074                 NaN   9.17417        45.9879       0.628213        31.5105     
  1066.32        2500.00                 NaN            NaN            NaN   10.3405        2.36590                 NaN   9.16838        45.9875       0.626561        31.5111     
  1065.28        2500.00                 NaN            NaN            NaN   10.3376        2.36891                 NaN   9.16930        45.9859       0.626445        31.5118     
  1064.25        2500.00                 NaN            NaN            NaN   10.3324        2.37418                 NaN   9.17023        45.9844       0.626363        31.5125     
  1063.21        2500.00                 NaN            NaN            NaN   10.3316        2.37517                 NaN   9.17131        45.9826       0.626193        31.5131     
  1062.17        2500.00                 NaN            NaN            NaN   10.3244        2.39376                 NaN   9.19424        45.9485       0.623026        31.5161     
  1061.14        2500.00                 NaN            NaN            NaN   10.3553        2.35579                 NaN   9.17714        45.9693       0.625534        31.5169     
  1060.10        2500.00                 NaN            NaN            NaN   10.3549        2.35675                 NaN   9.17883        45.9663       0.625341        31.5178     
  1059.07        2500.00                 NaN            NaN            NaN   10.3542        2.35804                 NaN   9.18063        45.9632       0.625133        31.5188     
  1058.03        2500.00                 NaN            NaN            NaN   10.3532        2.35975                 NaN   9.18256        45.9598       0.624910        31.5197     
  1056.99        2500.00                 NaN            NaN            NaN   10.3518        2.36188                 NaN   9.18463        45.9563       0.624670        31.5207     
  1055.96        2500.00                 NaN            NaN            NaN   10.3500        2.36452                 NaN   9.18683        45.9526       0.624412        31.5216     
  1054.92        2500.00                 NaN            NaN            NaN   10.3431        2.37282                 NaN   9.19078        45.9467       0.623940        31.5227     
  1053.88        2500.00                 NaN            NaN            NaN   10.3344        2.38341                 NaN   9.19559        45.9395       0.623359        31.5238     
  1052.85        2500.00                 NaN            NaN            NaN   10.3217        2.39839                 NaN   9.20179        45.9306       0.622611        31.5249     
  1051.81        2500.00                 NaN            NaN            NaN   10.3032        2.42008                 NaN   9.21011        45.9188       0.621606        31.5262     
  1050.78        2500.00                 NaN            NaN            NaN   10.2750        2.45286                 NaN   9.22194        45.9024       0.620177        31.5276     
  1049.74        2500.00                 NaN            NaN            NaN   2.47673        10.2561                 NaN   9.23154        45.8862       0.619159        31.5303     
  1048.70        2500.00                 NaN            NaN            NaN   2.52324        10.2089                 NaN   9.24012        45.8772       0.619038        31.5314     
  1047.67        2500.00                 NaN            NaN            NaN   2.58250        10.1451                 NaN   9.24838        45.8737       0.619327        31.5311     
  1046.63        2500.00                 NaN            NaN            NaN   2.62042        10.1041                 NaN   9.25361        45.8713       0.619518        31.5310     
  1045.59        2500.00                 NaN            NaN            NaN   2.49016        10.2458                 NaN   9.24154        45.8714       0.617769        31.5333     
  1044.56        2500.00                 NaN            NaN            NaN   2.65459        10.0606                 NaN   9.24984        45.8821       0.621775        31.5311     
  1043.52        2500.00                 NaN            NaN            NaN   10.0279        2.68544                 NaN   9.26187        45.8742       0.620447        31.5302     
  1042.49        2500.00                 NaN            NaN            NaN   2.50667        10.2328                 NaN   9.25027        45.8570       0.616749        31.5366     
  1041.45        2500.00                 NaN            NaN            NaN   10.2288        2.51178                 NaN   9.25321        45.8521       0.616399        31.5376     
  1040.41        2500.00                 NaN            NaN            NaN   10.0416        2.67439                 NaN   9.26432        45.8664       0.619933        31.5333     
  1039.38        2500.00                 NaN            NaN            NaN   10.0275        2.68554                 NaN   9.26706        45.8662       0.620288        31.5334     
  1038.34        2500.00                 NaN            NaN            NaN   10.0267        2.68627                 NaN   9.26799        45.8645       0.620265        31.5343     
  1037.30        2500.00                 NaN            NaN            NaN   10.0263        2.68661                 NaN   9.26885        45.8628       0.620241        31.5352     
  1036.27        2500.00                 NaN            NaN            NaN   10.0298        2.68425                 NaN   9.26908        45.8604       0.620049        31.5364     
  1035.23        2500.00                 NaN            NaN            NaN   10.0270        2.68633                 NaN   9.26976        45.8596       0.620166        31.5372     
  1034.20        2500.00                 NaN            NaN            NaN   10.0824        2.64327                 NaN   9.27086        45.8446       0.618090        31.5408     
  1033.16        2500.00                 NaN            NaN            NaN   10.1093        2.62207                 NaN   9.27439        45.8348       0.616935        31.5426     
  1032.12        2500.00                 NaN            NaN            NaN   10.0985        2.63127                 NaN   9.27578        45.8342       0.617139        31.5431     
  1031.09        2500.00                 NaN            NaN            NaN   10.0297        2.68291                 NaN   9.27302        45.8538       0.620134        31.5405     
  1030.05        2500.00                 NaN            NaN            NaN   10.0850        2.64283                 NaN   9.27814        45.8321       0.617373        31.5445     
  1029.01        2500.00                 NaN            NaN            NaN   2.56974        10.1862                 NaN   9.28887        45.7922       0.612009        31.5510     
  1027.98        2500.00                 NaN            NaN            NaN   10.0787        2.64888                 NaN   9.27968        45.8290       0.617378        31.5464     
  1026.94        2500.00                 NaN            NaN            NaN   2.66528        10.0512                 NaN   9.27727        45.8421       0.619226        31.5449     
  1025.91        2500.00                 NaN            NaN            NaN   10.0748        2.65352                 NaN   9.28188        45.8242       0.617226        31.5484     
  1024.87        2500.00                 NaN            NaN            NaN   10.0736        2.65287                 NaN   9.28311        45.8244       0.617435        31.5487     
  1023.83        2500.00                 NaN            NaN            NaN   10.0750        2.65219                 NaN   9.28444        45.8214       0.617255        31.5497     
  1022.80        2500.00                 NaN            NaN            NaN   10.0765        2.65147                 NaN   9.28583        45.8183       0.617059        31.5508     
  1021.76        2500.00                 NaN            NaN            NaN   10.0782        2.65073                 NaN   9.28728        45.8151       0.616845        31.5519     
  1020.72        2500.00                 NaN            NaN            NaN   10.1628        2.60413                 NaN   9.31297        45.7511       0.608924        31.5601     
  1019.69        2500.00                 NaN            NaN            NaN   10.1606        2.60781                 NaN   9.31607        45.7458       0.608517        31.5612     
  1018.65        2500.00                 NaN            NaN            NaN   2.61235        10.1576                 NaN   9.31907        45.7405       0.608118        31.5624     
  1017.62        2500.00                 NaN            NaN            NaN   2.61701        10.1541                 NaN   9.32199        45.7355       0.607745        31.5636     
  1016.58        2500.00                 NaN            NaN            NaN   2.62121        10.1514                 NaN   9.32502        45.7302       0.607341        31.5647     
  1015.54        2500.00                 NaN            NaN            NaN   10.1487        2.62540                 NaN   9.32805        45.7249       0.606942        31.5659     
  1014.51        2500.00                 NaN            NaN            NaN   2.62993        10.1457                 NaN   9.33101        45.7197       0.606549        31.5671     
  1013.47        2500.00                 NaN            NaN            NaN   10.1426        2.63476                 NaN   9.33422        45.7139       0.606115        31.5684     
  1012.43        2500.00                 NaN            NaN            NaN   10.1399        2.63901                 NaN   9.33724        45.7086       0.605712        31.5696     
  1011.40        2500.00                 NaN            NaN            NaN   10.1372        2.64316                 NaN   9.34025        45.7033       0.605311        31.5708     
  1010.36        2500.00                 NaN            NaN            NaN   10.1345        2.64747                 NaN   9.34319        45.6980       0.604908        31.5719     
  1009.33        2500.00                 NaN            NaN            NaN   10.1311        2.65251                 NaN   9.34613        45.6926       0.604502        31.5732     
  1008.29        2500.00                 NaN            NaN            NaN   10.1294        2.65557                 NaN   9.34926        45.6873       0.604084        31.5743     
  1007.25        2500.00                 NaN            NaN            NaN   2.79129        9.93014                 NaN   9.27796        45.8164       0.619936        31.5643     
  1006.22        2500.00                 NaN            NaN            NaN   2.66129        10.1255                 NaN   9.35437        45.6793       0.603347        31.5762     
  1005.18        2500.00                 NaN            NaN            NaN   2.66693        10.1223                 NaN   9.35819        45.6719       0.602894        31.5778     
  1004.14        2500.00                 NaN            NaN            NaN   2.78614        9.93595                 NaN   9.27957        45.8117       0.619691        31.5670     
  1003.11        2500.00                 NaN            NaN            NaN   10.1177        2.67544                 NaN   9.36448        45.6599       0.601967        31.5805     
  1002.07        2500.00                 NaN            NaN            NaN   10.1154        2.67906                 NaN   9.36750        45.6548       0.601602        31.5816     
  1001.04        2500.00                 NaN            NaN            NaN   10.1130        2.68310                 NaN   9.37056        45.6493       0.601180        31.5829     
  1000.00        2500.00                 NaN            NaN            NaN   2.77847        9.94398                 NaN   9.28093        45.8067       0.619595        31.5703     
