|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/LAR/LAR_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1180.31        2500.00                 NaN            NaN            NaN   16.1097       0.925219                 NaN   8.98007        43.2078        1.12396        29.6533     
  1179.27        2500.00                 NaN            NaN            NaN   16.1127       0.922222                 NaN   8.98009        43.2077        1.12396        29.6533     
  1178.23        2500.00                 NaN            NaN            NaN   16.1124       0.922538                 NaN   8.98010        43.2077        1.12396        29.6533     
  1177.20        2500.00                 NaN            NaN            NaN   16.1121       0.922780                 NaN   8.98011        43.2077        1.12396        29.6533     
  1176.16        2500.00                 NaN            NaN            NaN   16.1119       0.922977                 NaN   8.98012        43.2077        1.12396        29.6533     
  1175.12        2500.00                 NaN            NaN            NaN   16.1118       0.923130                 NaN   8.98013        43.2077        1.12396        29.6533     
  1174.09        2500.00                 NaN            NaN            NaN   16.1119       0.923025                 NaN   8.98013        43.2077        1.12396        29.6533     
  1173.05        2500.00                 NaN            NaN            NaN   16.1120       0.922828                 NaN   8.98011        43.2077        1.12397        29.6533     
  1172.02        2500.00                 NaN            NaN            NaN   16.1125       0.922378                 NaN   8.98014        43.2077        1.12396        29.6533     
  1170.98        2500.00                 NaN            NaN            NaN   16.1145       0.920396                 NaN   8.98020        43.2076        1.12395        29.6533     
  1169.94        2500.00                 NaN            NaN            NaN   16.1131       0.921853                 NaN   8.98016        43.2077        1.12395        29.6533     
  1168.91        2500.00                 NaN            NaN            NaN   16.1135       0.921455                 NaN   8.98017        43.2076        1.12395        29.6533     
  1167.87        2500.00                 NaN            NaN            NaN   16.1125       0.922362                 NaN   8.98015        43.2077        1.12396        29.6533     
  1166.83        2500.00                 NaN            NaN            NaN   16.1176       0.917373                 NaN   8.98028        43.2075        1.12394        29.6534     
  1165.80        2500.00                 NaN            NaN            NaN   15.7467        1.29077                 NaN   9.00790        43.1794        1.12068        29.6546     
  1164.76        2500.00                 NaN            NaN            NaN   15.7201        1.31748                 NaN   9.01106        43.1765        1.12032        29.6546     
  1163.73        2500.00                 NaN            NaN            NaN   16.1783       0.857540                 NaN   8.98233        43.2041        1.12367        29.6541     
  1162.69        2500.00                 NaN            NaN            NaN   16.1778       0.857973                 NaN   8.98235        43.2041        1.12367        29.6541     
  1161.65        2500.00                 NaN            NaN            NaN   15.3104        1.72324                 NaN   9.03289        43.1581        1.11942        29.6560     
  1160.62        2500.00                 NaN            NaN            NaN   15.4102        1.62558                 NaN   9.03011        43.1588        1.11924        29.6560     
  1159.58        2500.00                 NaN            NaN            NaN   15.2971        1.73685                 NaN   9.03412        43.1563        1.11943        29.6562     
  1158.54        2500.00                 NaN            NaN            NaN   15.4901        1.54772                 NaN   9.02807        43.1598        1.11871        29.6556     
  1157.51        2500.00                 NaN            NaN            NaN   15.2991        1.73517                 NaN   9.03577        43.1547        1.11899        29.6562     
  1156.47        2500.00                 NaN            NaN            NaN   15.4101        1.62747                 NaN   9.03446        43.1537        1.11825        29.6560     
  1155.44        2500.00                 NaN            NaN            NaN   15.2611        1.77322                 NaN   9.03581        43.1541        1.11941        29.6565     
  1154.40        2500.00                 NaN            NaN            NaN   15.3007        1.73489                 NaN   9.03734        43.1522        1.11860        29.6563     
  1153.36        2500.00                 NaN            NaN            NaN   15.2591        1.77340                 NaN   9.03647        43.1555        1.11959        29.6560     
  1152.33        2500.00                 NaN            NaN            NaN   15.2888        1.74708                 NaN   9.03917        43.1500        1.11843        29.6566     
  1151.29        2500.00                 NaN            NaN            NaN   15.2834        1.75190                 NaN   9.03693        43.1530        1.11861        29.6562     
  1150.25        2500.00                 NaN            NaN            NaN   15.2782        1.75792                 NaN   9.04135        43.1476        1.11818        29.6568     
  1149.22        2500.00                 NaN            NaN            NaN   15.2940        1.74270                 NaN   9.03822        43.1489        1.11847        29.6576     
  1148.18        2500.00                 NaN            NaN            NaN   15.0297        2.00464                 NaN   9.05462        43.1358        1.11761        29.6577     
  1147.15        2500.00                 NaN            NaN            NaN   15.0686        1.96922                 NaN   9.05795        43.1297        1.11626        29.6583     
  1146.11        2500.00                 NaN            NaN            NaN   15.0325        2.00054                 NaN   9.05109        43.1396        1.11841        29.6579     
  1145.07        2500.00                 NaN            NaN            NaN   15.0800        1.95731                 NaN   9.06183        43.1272        1.11594        29.6578     
  1144.04        2500.00                 NaN            NaN            NaN   15.0758        1.96164                 NaN   9.06287        43.1260        1.11583        29.6579     
  1143.00        2500.00                 NaN            NaN            NaN   15.0719        1.96567                 NaN   9.06391        43.1248        1.11571        29.6580     
  1141.96        2500.00                 NaN            NaN            NaN   15.0748        1.96213                 NaN   9.06231        43.1265        1.11612        29.6582     
  1140.93        2500.00                 NaN            NaN            NaN   15.0644        1.97351                 NaN   9.06603        43.1223        1.11546        29.6583     
  1139.89        2500.00                 NaN            NaN            NaN   15.0604        1.97766                 NaN   9.06715        43.1211        1.11532        29.6584     
  1138.86        2500.00                 NaN            NaN            NaN   15.0561        1.98217                 NaN   9.06832        43.1197        1.11518        29.6585     
  1137.82        2500.00                 NaN            NaN            NaN   15.0511        1.98735                 NaN   9.06957        43.1183        1.11503        29.6587     
  1136.78        2500.00                 NaN            NaN            NaN   14.9214        2.12035                 NaN   9.08836        43.0985        1.11217        29.6592     
  1135.75        2500.00                 NaN            NaN            NaN   15.0926        1.94510                 NaN   9.06501        43.1226        1.11579        29.6588     
  1134.71        2500.00                 NaN            NaN            NaN   15.0337        2.00535                 NaN   9.07362        43.1136        1.11452        29.6591     
  1133.68        2500.00                 NaN            NaN            NaN   15.0303        2.00895                 NaN   9.07470        43.1124        1.11440        29.6592     
  1132.64        2500.00                 NaN            NaN            NaN   15.0148        2.02483                 NaN   9.07719        43.1097        1.11407        29.6594     
  1131.60        2500.00                 NaN            NaN            NaN   15.0339        2.00336                 NaN   9.06659        43.1223        1.11562        29.6583     
  1130.57        2500.00                 NaN            NaN            NaN   14.9892        2.05078                 NaN   9.08081        43.1058        1.11362        29.6598     
  1129.53        2500.00                 NaN            NaN            NaN   15.0889        1.94993                 NaN   9.06988        43.1167        1.11514        29.6595     
  1128.49        2500.00                 NaN            NaN            NaN   15.0786        1.96000                 NaN   9.07007        43.1163        1.11524        29.6597     
  1127.46        2500.00                 NaN            NaN            NaN   14.9213        2.12027                 NaN   9.09151        43.0942        1.11224        29.6605     
  1126.42        2500.00                 NaN            NaN            NaN   14.7136        2.33064                 NaN   9.11642        43.0690        1.10895        29.6613     
  1125.39        2500.00                 NaN            NaN            NaN   15.0325        2.00054                 NaN   9.05109        43.1396        1.11841        29.6579     
  1124.35        2500.00                 NaN            NaN            NaN   2.37413        14.6705                 NaN   9.12221        43.0628        1.10841        29.6619     
  1123.31        2500.00                 NaN            NaN            NaN   2.39001        14.6554                 NaN   9.12513        43.0594        1.10791        29.6622     
  1122.28        2500.00                 NaN            NaN            NaN   14.6369        2.40879                 NaN   9.12800        43.0563        1.10757        29.6624     
  1121.24        2500.00                 NaN            NaN            NaN   14.6188        2.42724                 NaN   9.13079        43.0532        1.10725        29.6627     
  1120.20        2500.00                 NaN            NaN            NaN   14.6010        2.44538                 NaN   9.13359        43.0502        1.10692        29.6629     
  1119.17        2500.00                 NaN            NaN            NaN   14.5834        2.46327                 NaN   9.13639        43.0472        1.10659        29.6632     
  1118.13        2500.00                 NaN            NaN            NaN   14.5662        2.48079                 NaN   9.13920        43.0441        1.10625        29.6634     
  1117.10        2500.00                 NaN            NaN            NaN   2.50076        14.5467                 NaN   9.14241        43.0403        1.10587        29.6639     
  1116.06        2500.00                 NaN            NaN            NaN   1.87904        15.1613                 NaN   9.07135        43.1123        1.11496        29.6610     
  1115.02        2500.00                 NaN            NaN            NaN   2.53645        14.5117                 NaN   9.14799        43.0342        1.10521        29.6644     
  1113.99        2500.00                 NaN            NaN            NaN   14.4965        2.55164                 NaN   9.15020        43.0322        1.10498        29.6644     
  1112.95        2500.00                 NaN            NaN            NaN   2.56770        14.4798                 NaN   9.15374        43.0292        1.10502        29.6646     
  1111.91        2500.00                 NaN            NaN            NaN   2.58593        14.4632                 NaN   9.15634        43.0251        1.10424        29.6652     
  1110.88        2500.00                 NaN            NaN            NaN   14.4680        2.58271                 NaN   9.15943        43.0213        1.10338        29.6652     
  1109.84        2500.00                 NaN            NaN            NaN   14.4538        2.59747                 NaN   9.16261        43.0175        1.10297        29.6657     
  1108.81        2500.00                 NaN            NaN            NaN   14.4420        2.60996                 NaN   9.16554        43.0141        1.10252        29.6659     
  1107.77        2500.00                 NaN            NaN            NaN   2.70841        14.3296                 NaN   9.16322        43.0263        1.10749        29.6649     
  1106.73        2500.00                 NaN            NaN            NaN   14.3166        2.72307                 NaN   9.16618        43.0220        1.10675        29.6654     
  1105.70        2500.00                 NaN            NaN            NaN   14.4037        2.65007                 NaN   9.17431        43.0039        1.10126        29.6668     
  1104.66        2500.00                 NaN            NaN            NaN   14.3895        2.66477                 NaN   9.17717        43.0006        1.10089        29.6671     
  1103.62        2500.00                 NaN            NaN            NaN   14.3754        2.67933                 NaN   9.18002        42.9973        1.10051        29.6674     
  1102.59        2500.00                 NaN            NaN            NaN   14.3616        2.69366                 NaN   9.18285        42.9940        1.10012        29.6677     
  1101.55        2500.00                 NaN            NaN            NaN   14.3483        2.70746                 NaN   9.18573        42.9907        1.09975        29.6681     
  1100.52        2500.00                 NaN            NaN            NaN   14.3349        2.72142                 NaN   9.18860        42.9874        1.09935        29.6684     
  1099.48        2500.00                 NaN            NaN            NaN   14.3209        2.73614                 NaN   9.19141        42.9838        1.09893        29.6688     
  1098.44        2500.00                 NaN            NaN            NaN   2.74878        14.3088                 NaN   9.19439        42.9804        1.09852        29.6691     
  1097.41        2500.00                 NaN            NaN            NaN   14.2981        2.75979                 NaN   9.19728        42.9775        1.09813        29.6692     
  1096.37        2500.00                 NaN            NaN            NaN   14.3052        2.75480                 NaN   9.20084        42.9724        1.09717        29.6695     
  1095.33        2500.00                 NaN            NaN            NaN   14.2938        2.76687                 NaN   9.20374        42.9690        1.09674        29.6699     
  1094.30        2500.00                 NaN            NaN            NaN   14.2628        2.79827                 NaN   9.20298        42.9698        1.09610        29.6701     
  1093.26        2500.00                 NaN            NaN            NaN   14.1512        2.91082                 NaN   9.22325        42.9486        1.09471        29.6714     
  1092.23        2500.00                 NaN            NaN            NaN   14.2599        2.80268                 NaN   9.21240        42.9587        1.09545        29.6709     
  1091.19        2500.00                 NaN            NaN            NaN   14.2439        2.81894                 NaN   9.21486        42.9560        1.09520        29.6712     
  1090.15        2500.00                 NaN            NaN            NaN   14.2392        2.82332                 NaN   9.21545        42.9565        1.09444        29.6711     
  1089.12        2500.00                 NaN            NaN            NaN   14.2289        2.83817                 NaN   9.22033        42.9469        1.09341        29.6723     
  1088.08        2500.00                 NaN            NaN            NaN   14.2167        2.84875                 NaN   9.22358        42.9451        1.09371        29.6722     
  1087.04        2500.00                 NaN            NaN            NaN   14.1908        2.87430                 NaN   9.22503        42.9434        1.09381        29.6727     
  1086.01        2500.00                 NaN            NaN            NaN   14.1592        2.91666                 NaN   9.23287        42.9263        1.08910        29.6759     
  1084.97        2500.00                 NaN            NaN            NaN   14.0708        3.00020                 NaN   9.25806        42.9028        1.08997        29.6782     
  1083.94        2500.00                 NaN            NaN            NaN   14.0686        3.00248                 NaN   9.25857        42.9022        1.08988        29.6783     
  1082.90        2500.00                 NaN            NaN            NaN   14.0665        3.00477                 NaN   9.25911        42.9016        1.08978        29.6783     
  1081.86        2500.00                 NaN            NaN            NaN   14.0643        3.00711                 NaN   9.25966        42.9010        1.08967        29.6783     
  1080.83        2500.00                 NaN            NaN            NaN   14.0621        3.00950                 NaN   9.26021        42.9003        1.08957        29.6783     
  1079.79        2500.00                 NaN            NaN            NaN   14.0616        3.00899                 NaN   9.25417        42.9095        1.08978        29.6760     
  1078.75        2500.00                 NaN            NaN            NaN   14.0613        3.00973                 NaN   9.25603        42.9072        1.08951        29.6762     
  1077.72        2500.00                 NaN            NaN            NaN   14.1217        2.95150                 NaN   9.25308        42.9088        1.08905        29.6759     
  1076.68        2500.00                 NaN            NaN            NaN   14.0589        3.01348                 NaN   9.25897        42.9029        1.08895        29.6768     
  1075.65        2500.00                 NaN            NaN            NaN   14.0579        3.01506                 NaN   9.26064        42.9006        1.08866        29.6771     
  1074.61        2500.00                 NaN            NaN            NaN   14.0568        3.01677                 NaN   9.26236        42.8982        1.08836        29.6774     
  1073.57        2500.00                 NaN            NaN            NaN   14.0886        2.98810                 NaN   9.26481        42.8941        1.08707        29.6774     
  1072.54        2500.00                 NaN            NaN            NaN   14.0534        3.02159                 NaN   9.26580        42.8934        1.08772        29.6781     
  1071.50        2500.00                 NaN            NaN            NaN   14.0462        3.02795                 NaN   9.26595        42.8931        1.08797        29.6788     
  1070.46        2500.00                 NaN            NaN            NaN   14.0363        3.03719                 NaN   9.26681        42.8927        1.08830        29.6787     
  1069.43        2500.00                 NaN            NaN            NaN   14.0486        3.02876                 NaN   9.27205        42.8850        1.08658        29.6790     
  1068.39        2500.00                 NaN            NaN            NaN   14.0459        3.03229                 NaN   9.27431        42.8820        1.08616        29.6793     
  1067.36        2500.00                 NaN            NaN            NaN   13.8389        3.22520                 NaN   9.27621        42.8897        1.09051        29.6795     
  1066.32        2500.00                 NaN            NaN            NaN   14.0232        3.05130                 NaN   9.27019        42.8888        1.08764        29.6789     
  1065.28        2500.00                 NaN            NaN            NaN   14.0195        3.05523                 NaN   9.27113        42.8877        1.08745        29.6789     
  1064.25        2500.00                 NaN            NaN            NaN   14.0129        3.06208                 NaN   9.27208        42.8866        1.08732        29.6790     
  1063.21        2500.00                 NaN            NaN            NaN   14.0120        3.06341                 NaN   9.27318        42.8854        1.08704        29.6790     
  1062.17        2500.00                 NaN            NaN            NaN   14.0023        3.08371                 NaN   9.29646        42.8544        1.08157        29.6815     
  1061.14        2500.00                 NaN            NaN            NaN   14.0446        3.03508                 NaN   9.27910        42.8738        1.08593        29.6815     
  1060.10        2500.00                 NaN            NaN            NaN   14.0445        3.03595                 NaN   9.28082        42.8714        1.08561        29.6818     
  1059.07        2500.00                 NaN            NaN            NaN   14.0439        3.03726                 NaN   9.28266        42.8688        1.08527        29.6821     
  1058.03        2500.00                 NaN            NaN            NaN   14.0428        3.03911                 NaN   9.28462        42.8661        1.08489        29.6824     
  1056.99        2500.00                 NaN            NaN            NaN   14.0413        3.04149                 NaN   9.28672        42.8632        1.08449        29.6828     
  1055.96        2500.00                 NaN            NaN            NaN   14.0392        3.04453                 NaN   9.28897        42.8601        1.08406        29.6831     
  1054.92        2500.00                 NaN            NaN            NaN   14.0303        3.05487                 NaN   9.29298        42.8550        1.08326        29.6836     
  1053.88        2500.00                 NaN            NaN            NaN   14.0188        3.06811                 NaN   9.29788        42.8488        1.08227        29.6841     
  1052.85        2500.00                 NaN            NaN            NaN   14.0022        3.08701                 NaN   9.30418        42.8410        1.08099        29.6847     
  1051.81        2500.00                 NaN            NaN            NaN   13.9776        3.11455                 NaN   9.31264        42.8306        1.07926        29.6854     
  1050.78        2500.00                 NaN            NaN            NaN   13.9399        3.15635                 NaN   9.32466        42.8159        1.07680        29.6864     
  1049.74        2500.00                 NaN            NaN            NaN   3.18634        13.9144                 NaN   9.33441        42.8014        1.07505        29.6884     
  1048.70        2500.00                 NaN            NaN            NaN   3.24601        13.8526                 NaN   9.34321        42.7940        1.07487        29.6893     
  1047.67        2500.00                 NaN            NaN            NaN   3.32236        13.7698                 NaN   9.35173        42.7918        1.07541        29.6889     
  1046.63        2500.00                 NaN            NaN            NaN   3.37124        13.7167                 NaN   9.35713        42.7905        1.07577        29.6886     
  1045.59        2500.00                 NaN            NaN            NaN   3.20273        13.9017                 NaN   9.34459        42.7892        1.07270        29.6891     
  1044.56        2500.00                 NaN            NaN            NaN   3.41534        13.6622                 NaN   9.35340        42.8016        1.07972        29.6877     
  1043.52        2500.00                 NaN            NaN            NaN   13.6214        3.45302                 NaN   9.36577        42.7955        1.07745        29.6869     
  1042.49        2500.00                 NaN            NaN            NaN   3.22289        13.8851                 NaN   9.35347        42.7770        1.07098        29.6905     
  1041.45        2500.00                 NaN            NaN            NaN   13.8801        3.22910                 NaN   9.35646        42.7730        1.07039        29.6910     
  1040.41        2500.00                 NaN            NaN            NaN   13.6400        3.43789                 NaN   9.36823        42.7892        1.07660        29.6881     
  1039.38        2500.00                 NaN            NaN            NaN   13.6226        3.45159                 NaN   9.37108        42.7897        1.07724        29.6878     
  1038.34        2500.00                 NaN            NaN            NaN   13.6220        3.45214                 NaN   9.37204        42.7885        1.07722        29.6881     
  1037.30        2500.00                 NaN            NaN            NaN   13.6220        3.45219                 NaN   9.37292        42.7873        1.07719        29.6883     
  1036.27        2500.00                 NaN            NaN            NaN   13.6268        3.44883                 NaN   9.37316        42.7854        1.07687        29.6889     
  1035.23        2500.00                 NaN            NaN            NaN   13.6237        3.45116                 NaN   9.37386        42.7851        1.07709        29.6891     
  1034.20        2500.00                 NaN            NaN            NaN   13.6941        3.39583                 NaN   9.37479        42.7706        1.07348        29.6913     
  1033.16        2500.00                 NaN            NaN            NaN   13.7285        3.36794                 NaN   9.37831        42.7615        1.07148        29.6922     
  1032.12        2500.00                 NaN            NaN            NaN   13.7152        3.37940                 NaN   9.37976        42.7615        1.07185        29.6923     
  1031.09        2500.00                 NaN            NaN            NaN   13.6293        3.44534                 NaN   9.37720        42.7812        1.07710        29.6899     
  1030.05        2500.00                 NaN            NaN            NaN   13.6988        3.39351                 NaN   9.38222        42.7605        1.07230        29.6926     
  1029.01        2500.00                 NaN            NaN            NaN   3.29928        13.8258                 NaN   9.39275        42.7221        1.06296        29.6971     
  1027.98        2500.00                 NaN            NaN            NaN   13.6915        3.40060                 NaN   9.38381        42.7585        1.07234        29.6933     
  1026.94        2500.00                 NaN            NaN            NaN   3.42125        13.6584                 NaN   9.38150        42.7716        1.07558        29.6917     
  1025.91        2500.00                 NaN            NaN            NaN   13.6871        3.40581                 NaN   9.38606        42.7548        1.07210        29.6942     
  1024.87        2500.00                 NaN            NaN            NaN   13.6863        3.40457                 NaN   9.38734        42.7554        1.07248        29.6939     
  1023.83        2500.00                 NaN            NaN            NaN   13.6885        3.40334                 NaN   9.38869        42.7530        1.07219        29.6943     
  1022.80        2500.00                 NaN            NaN            NaN   13.6908        3.40205                 NaN   9.39010        42.7505        1.07186        29.6947     
  1021.76        2500.00                 NaN            NaN            NaN   13.6932        3.40073                 NaN   9.39158        42.7479        1.07150        29.6951     
  1020.72        2500.00                 NaN            NaN            NaN   13.7959        3.34055                 NaN   9.41727        42.6871        1.05772        29.7014     
  1019.69        2500.00                 NaN            NaN            NaN   13.7931        3.34492                 NaN   9.42041        42.6826        1.05703        29.7019     
  1018.65        2500.00                 NaN            NaN            NaN   3.35038        13.7892                 NaN   9.42347        42.6781        1.05636        29.7025     
  1017.62        2500.00                 NaN            NaN            NaN   3.35603        13.7849                 NaN   9.42643        42.6739        1.05572        29.7030     
  1016.58        2500.00                 NaN            NaN            NaN   3.36105        13.7815                 NaN   9.42951        42.6694        1.05504        29.7036     
  1015.54        2500.00                 NaN            NaN            NaN   13.7780        3.36605                 NaN   9.43259        42.6648        1.05436        29.7042     
  1014.51        2500.00                 NaN            NaN            NaN   3.37150        13.7741                 NaN   9.43561        42.6604        1.05369        29.7047     
  1013.47        2500.00                 NaN            NaN            NaN   13.7700        3.37737                 NaN   9.43887        42.6554        1.05295        29.7054     
  1012.43        2500.00                 NaN            NaN            NaN   13.7665        3.38245                 NaN   9.44194        42.6508        1.05227        29.7060     
  1011.40        2500.00                 NaN            NaN            NaN   13.7631        3.38741                 NaN   9.44501        42.6463        1.05159        29.7066     
  1010.36        2500.00                 NaN            NaN            NaN   13.7596        3.39253                 NaN   9.44800        42.6418        1.05090        29.7072     
  1009.33        2500.00                 NaN            NaN            NaN   13.7552        3.39860                 NaN   9.45099        42.6372        1.05021        29.7078     
  1008.29        2500.00                 NaN            NaN            NaN   13.7531        3.40217                 NaN   9.45416        42.6327        1.04950        29.7083     
  1007.25        2500.00                 NaN            NaN            NaN   3.57644        13.5098                 NaN   9.38240        42.7549        1.07710        29.6993     
  1006.22        2500.00                 NaN            NaN            NaN   3.40926        13.7480                 NaN   9.45938        42.6260        1.04825        29.7091     
  1005.18        2500.00                 NaN            NaN            NaN   3.41574        13.7439                 NaN   9.46326        42.6196        1.04748        29.7100     
  1004.14        2500.00                 NaN            NaN            NaN   3.56906        13.5185                 NaN   9.38404        42.7516        1.07671        29.7001     
  1003.11        2500.00                 NaN            NaN            NaN   13.7380        3.42576                 NaN   9.46964        42.6093        1.04590        29.7114     
  1002.07        2500.00                 NaN            NaN            NaN   13.7351        3.43003                 NaN   9.47273        42.6049        1.04528        29.7120     
  1001.04        2500.00                 NaN            NaN            NaN   13.7320        3.43484                 NaN   9.47584        42.6002        1.04457        29.7126     
  1000.00        2500.00                 NaN            NaN            NaN   3.55808        13.5305                 NaN   9.38544        42.7484        1.07661        29.7010     
