|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1/YM20/YM20_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1266.08        500.000                 NaN   94.6275       0.253877E-001            NaN  0.999543       0.412165                 NaN            NaN  0.683178        3.25220                 NaN            NaN
  1264.73        500.000                 NaN   94.8510       0.198866E-001            NaN  0.386543       0.978471                 NaN            NaN  0.658169        3.10596                 NaN            NaN
  1263.37        500.000                 NaN   95.0622       0.153022E-001            NaN  0.363922       0.956525                 NaN            NaN  0.634300        2.96775                 NaN            NaN
  1262.01        500.000                 NaN   95.2612       0.109001E-001            NaN  0.340659       0.937266                 NaN            NaN  0.611866        2.83808                 NaN            NaN
  1260.65        500.000                 NaN   95.4282       0.590903E-002            NaN  0.315408       0.929979                 NaN            NaN  0.593575        2.72697                 NaN            NaN
  1259.30        500.000                 NaN   95.6012       0.115850E-002            NaN  0.914522       0.295164                 NaN            NaN  0.573403        2.61454                 NaN            NaN
  1257.94        500.000                 NaN   95.7591                 NaN            NaN  0.275023       0.897414                 NaN            NaN  0.555707        2.51279                 NaN            NaN
  1256.58        500.000                 NaN   95.9065                 NaN            NaN  0.879455       0.257921                 NaN            NaN  0.539037        2.41711                 NaN            NaN
  1255.22        500.000                 NaN   96.0433                 NaN            NaN  0.239982       0.864858                 NaN            NaN  0.523723        2.32815                 NaN            NaN
  1253.87        500.000                 NaN   96.1742                 NaN            NaN  0.222361       0.850677                 NaN            NaN  0.508921        2.24383                 NaN            NaN
  1252.51        500.000                 NaN   96.2953                 NaN            NaN  0.838996       0.205190                 NaN            NaN  0.495089        2.16540                 NaN            NaN
  1251.15        500.000                 NaN   96.1200                 NaN            NaN  0.811070       0.254726                 NaN            NaN  0.517358        2.27057       0.262612E-001            NaN
  1249.79        500.000                 NaN   95.6896       0.115111                 NaN  0.540548       0.430113                 NaN            NaN  0.575958        2.56294       0.857181E-001            NaN
  1248.44        500.000                 NaN   95.8808       0.161105                 NaN  0.602221       0.260377                 NaN            NaN  0.553349        2.45800       0.841024E-001            NaN
  1247.08        500.000                 NaN   96.0552       0.151374                 NaN  0.569105       0.262119                 NaN            NaN  0.531124        2.35121       0.798385E-001            NaN
  1245.72        500.000                 NaN   96.2202       0.146428                 NaN  0.247707       0.547561                 NaN            NaN  0.509557        2.25236       0.761417E-001            NaN
  1244.36        500.000                 NaN   96.3725       0.139602                 NaN  0.523630       0.241553                 NaN            NaN  0.489548        2.16056       0.726137E-001            NaN
  1243.00        500.000                 NaN   94.0493       0.302501                 NaN  0.983364                 NaN            NaN            NaN  0.801046        3.73796       0.125782                 NaN
  1241.65        500.000                 NaN   99.0199       0.161075                 NaN  0.230099                 NaN            NaN            NaN  0.147970       0.418988       0.219900E-001            NaN
  1240.29        500.000                 NaN   96.9738                 NaN            NaN  0.562503       0.239766                 NaN            NaN  0.402860        1.76818       0.529329E-001            NaN
  1238.93        500.000                 NaN   96.4388       0.204928                 NaN  0.505163       0.121216                 NaN            NaN  0.488053        2.16796       0.738960E-001            NaN
  1237.57        500.000                 NaN   96.4731                 NaN            NaN  0.715260       0.230591                 NaN            NaN  0.496814        2.01267       0.716116E-001            NaN
  1236.22        500.000                 NaN   96.2588       0.506987                 NaN  0.181905                 NaN            NaN            NaN  0.382645        2.58101       0.886207E-001            NaN
  1234.86        500.000                 NaN   98.6983                 NaN            NaN  0.317237                 NaN            NaN            NaN  0.241166       0.725083       0.182258E-001            NaN
  1233.50        500.000                 NaN   97.6091       0.107532                 NaN            NaN            NaN            NaN            NaN  0.309972        1.88671       0.867161E-001            NaN
  1232.14        500.000                 NaN   96.0075                 NaN            NaN   1.45004       0.106768                 NaN            NaN  0.437050        1.95205       0.465986E-001            NaN
  1230.79        500.000                 NaN   97.8491       0.166071E-005            NaN  0.380837       0.259319                 NaN            NaN  0.441030        1.05319       0.164932E-001            NaN
  1229.43        500.000                 NaN   98.6617       0.722063E-001            NaN  0.293988                 NaN            NaN            NaN  0.184485       0.759798       0.278664E-001            NaN
  1228.07        500.000                 NaN   93.0854                 NaN            NaN  0.567618       0.704049                 NaN            NaN  0.881431        4.54261       0.218871                 NaN
  1226.71        500.000                 NaN   99.9997                 NaN            NaN  0.584880E-004            NaN            NaN            NaN  0.330241E-004  0.165351E-003  0.674511E-005            NaN
  1225.36        500.000                 NaN  100.0000                 NaN            NaN  0.345982E-005            NaN            NaN            NaN  0.127087E-005  0.655212E-005            NaN            NaN
  1224.00        500.000                 NaN   98.8365                 NaN            NaN  0.519042E-001  0.186492                 NaN            NaN  0.148331       0.746734       0.300205E-001            NaN
  1222.64        500.000                 NaN   96.4557       0.681778                 NaN  0.912318E-001  0.453019                 NaN            NaN  0.495993        1.82231                 NaN            NaN
  1221.28        500.000                 NaN   96.4932                 NaN            NaN  0.277652       0.745708                 NaN            NaN  0.458972        2.01080       0.136974E-001            NaN
  1219.93        500.000                 NaN   99.1785       0.851739E-001            NaN            NaN            NaN            NaN            NaN  0.121964       0.605355       0.900284E-002            NaN
  1218.57        500.000                 NaN   99.3626                 NaN            NaN  0.289798                 NaN            NaN            NaN  0.655317E-001  0.260730       0.213659E-001            NaN
  1217.21        500.000                 NaN   99.7624       0.288004E-001            NaN  0.176456E-001            NaN            NaN            NaN  0.311439E-001  0.156736       0.328242E-002            NaN
  1215.85        500.000                 NaN   95.4483       0.435940E-001            NaN   1.03790                 NaN            NaN            NaN  0.621694        2.79161       0.569014E-001            NaN
  1214.50        500.000                 NaN   97.6830                 NaN            NaN  0.927159E-001  0.540357                 NaN            NaN  0.294886        1.35199       0.370402E-001            NaN
  1213.14        500.000                 NaN   99.8436                 NaN            NaN  0.189951E-001  0.498978E-001            NaN            NaN  0.181244E-001  0.651496E-001  0.419149E-002            NaN
  1211.78        500.000                 NaN   98.2743       0.831638E-001            NaN  0.315964                 NaN            NaN            NaN  0.214351        1.07993       0.323154E-001            NaN
  1210.42        500.000                 NaN   98.7280       0.371356E-001            NaN  0.301333                 NaN            NaN            NaN  0.174250       0.745024       0.142317E-001            NaN
  1209.07        500.000                 NaN   97.1431                 NaN            NaN  0.596429       0.141328                 NaN            NaN  0.366042        1.71383       0.392494E-001            NaN
  1207.71        500.000                 NaN   99.2222                 NaN            NaN  0.300613E-001  0.163815                 NaN            NaN  0.101880       0.472594       0.940489E-002            NaN
  1206.35        500.000                 NaN   97.5577                 NaN            NaN  0.625656       0.520595E-001            NaN            NaN  0.319628        1.41726       0.276953E-001            NaN
  1204.99        500.000                 NaN   99.1764                 NaN            NaN  0.176971E-001  0.197825                 NaN            NaN  0.107030       0.490746       0.102794E-001            NaN
  1203.64        500.000                 NaN   97.4801                 NaN            NaN  0.551942       0.765366E-001            NaN            NaN  0.317009        1.54342       0.310184E-001            NaN
  1202.28        500.000                 NaN   99.7482                 NaN            NaN  0.486705E-001  0.172115E-001  0.393055E-003  0.256225E-005  0.266763E-001  0.155056       0.381766E-002            NaN
  1200.92        500.000                 NaN   99.9396       0.454353E-002            NaN  0.656329E-002  0.921406E-002            NaN            NaN  0.985578E-002  0.293368E-001  0.855588E-003            NaN
  1199.56        500.000                 NaN   94.6857                 NaN            NaN  0.143599        1.19210                 NaN            NaN  0.657740        3.25897       0.618905E-001            NaN
  1198.21        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1196.85        500.000                 NaN   99.9999       0.211386E-004            NaN            NaN            NaN            NaN            NaN  0.149720E-004  0.533785E-004            NaN            NaN
  1195.49        500.000                 NaN   99.9997                 NaN            NaN  0.683712E-004            NaN            NaN            NaN  0.333674E-004  0.216453E-003  0.658895E-005            NaN
  1194.13        500.000                 NaN   96.5485                 NaN            NaN  0.206377       0.644397                 NaN            NaN  0.418672        2.14045       0.416234E-001            NaN
  1192.77        500.000                 NaN   98.7323                 NaN            NaN  0.198504       0.101300                 NaN            NaN  0.147439       0.804228       0.162761E-001            NaN
  1191.42        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1190.06        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1188.70        500.000                 NaN   93.2715                 NaN            NaN  0.242874E-001  0.619685                 NaN            NaN  0.522321        2.62458       0.183746E-001   2.91929     
  1187.34        500.000                 NaN   86.6763                 NaN            NaN  0.288666        1.49685                 NaN            NaN   1.15563        6.14017       0.661755E-001   4.17620     
  1185.99        500.000                 NaN   70.9860       0.397783E-001            NaN   2.19433       0.546522                 NaN            NaN   2.19249        12.3686       0.105573        11.5668     
  1184.63        500.000                 NaN            NaN   2.44466                 NaN   5.12331                 NaN            NaN            NaN   7.15826        43.6981       0.498548        41.0771     
  1183.27        500.000                 NaN            NaN   2.44459                 NaN   5.12317                 NaN            NaN            NaN   7.15822        43.6974       0.498536        41.0781     
  1181.91        500.000                 NaN            NaN   2.44453                 NaN   5.12302                 NaN            NaN            NaN   7.15818        43.6968       0.498524        41.0790     
  1180.56        500.000                 NaN            NaN   2.44446                 NaN   5.12288                 NaN            NaN            NaN   7.15814        43.6961       0.498513        41.0799     
  1179.20        500.000                 NaN            NaN   2.44439                 NaN   5.12273                 NaN            NaN            NaN   7.15810        43.6954       0.498501        41.0808     
  1177.84        500.000                 NaN            NaN   2.44433                 NaN   5.12258       0.312125E-005            NaN            NaN   7.15806        43.6948       0.498489        41.0818     
  1176.48        500.000                 NaN            NaN   2.44426                 NaN   5.12244                 NaN            NaN            NaN   7.15802        43.6941       0.498478        41.0827     
  1175.13        500.000                 NaN            NaN   2.44419                 NaN   5.12230                 NaN            NaN            NaN   7.15798        43.6935       0.498466        41.0836     
  1173.77        500.000                 NaN            NaN   2.44413                 NaN   5.12215                 NaN            NaN            NaN   7.15794        43.6928       0.498455        41.0845     
  1172.41        500.000                 NaN            NaN   2.44406                 NaN   5.12200                 NaN            NaN            NaN   7.15790        43.6921       0.498443        41.0855     
  1171.05        500.000                 NaN            NaN   2.44399                 NaN   5.12186                 NaN            NaN            NaN   7.15786        43.6915       0.498431        41.0864     
  1169.70        500.000                 NaN            NaN   2.44393                 NaN   5.12171                 NaN            NaN            NaN   7.15782        43.6908       0.498420        41.0873     
  1168.34        500.000                 NaN            NaN   2.44386                 NaN   5.12157                 NaN            NaN            NaN   7.15778        43.6902       0.498408        41.0882     
  1166.98        500.000                 NaN            NaN   2.44379                 NaN   5.12143                 NaN            NaN            NaN   7.15774        43.6895       0.498397        41.0891     
  1165.62        500.000                 NaN            NaN   2.44373                 NaN   5.12128                 NaN            NaN            NaN   7.15770        43.6888       0.498385        41.0901     
  1164.27        500.000                 NaN            NaN   2.44366                 NaN   5.12114                 NaN            NaN            NaN   7.15767        43.6882       0.498373        41.0910     
  1162.91        500.000                 NaN            NaN   2.44360                 NaN   5.12099                 NaN            NaN            NaN   7.15763        43.6875       0.498362        41.0919     
  1161.55        500.000                 NaN            NaN   2.44353                 NaN   5.12085                 NaN            NaN            NaN   7.15759        43.6869       0.498350        41.0928     
  1160.19        500.000                 NaN            NaN   2.44346                 NaN   5.12071                 NaN            NaN            NaN   7.15755        43.6862       0.498338        41.0937     
  1158.84        500.000                 NaN            NaN   2.44331                 NaN   5.12070                 NaN            NaN            NaN   7.15751        43.6855       0.498322        41.0946     
  1157.48        500.000                 NaN            NaN   2.44333                 NaN   5.12041                 NaN            NaN            NaN   7.15747        43.6849       0.498316        41.0956     
  1156.12        500.000                 NaN            NaN   2.44326                 NaN   5.12027                 NaN            NaN            NaN   7.15743        43.6842       0.498304        41.0965     
  1154.76        500.000                 NaN            NaN   2.39341                 NaN   5.20384                 NaN            NaN            NaN   7.15453        43.6786       0.495116        41.0744     
  1153.41        500.000                 NaN            NaN   2.40272                 NaN   5.18810                 NaN            NaN            NaN   7.15429        43.6794       0.495671        41.0798     
  1152.05        500.000                 NaN            NaN   2.41178                 NaN   5.17277                 NaN            NaN            NaN   7.15407        43.6801       0.496210        41.0851     
  1150.69        500.000                 NaN            NaN   2.42060                 NaN   5.15786                 NaN            NaN            NaN   7.15388        43.6806       0.496730        41.0903     
  1149.33        500.000                 NaN            NaN   2.42754                 NaN   5.14642                 NaN            NaN            NaN   7.15395        43.6803       0.497085        41.0947     
  1147.98        500.000                 NaN            NaN   2.44013                 NaN   5.12310                 NaN            NaN            NaN   7.15705        43.6810       0.498091        41.1006     
  1146.62        500.000                 NaN            NaN   2.44588                 NaN   5.11517                 NaN            NaN            NaN   7.15340        43.6820       0.498213        41.1053     
  1145.26        500.000                 NaN            NaN   2.45382                 NaN   5.10181                 NaN            NaN            NaN   7.15330        43.6823       0.498671        41.1101     
  1143.90        500.000                 NaN            NaN   2.46144                 NaN   5.08905                 NaN            NaN            NaN   7.15324        43.6824       0.499101        41.1148     
  1142.54        500.000                 NaN            NaN   2.46889                 NaN   5.07657                 NaN            NaN            NaN   7.15319        43.6824       0.499521        41.1194     
  1141.19        500.000                 NaN            NaN   2.47620                 NaN   5.06434                 NaN            NaN            NaN   7.15317        43.6824       0.499931        41.1239     
  1139.83        500.000                 NaN            NaN   2.48646                 NaN   5.04572                 NaN            NaN            NaN   7.15779        43.6809       0.500450        41.1287     
  1138.47        500.000                 NaN            NaN   2.48992                 NaN   5.04148                 NaN            NaN            NaN   7.15322        43.6821       0.500677        41.1326     
  1137.11        500.000                 NaN            NaN   2.49717                 NaN   5.02931                 NaN            NaN            NaN   7.15319        43.6821       0.501093        41.1371     
  1135.76        500.000                 NaN            NaN   2.50401                 NaN   5.01800                 NaN            NaN            NaN   7.15323        43.6818       0.501467        41.1415     
  1134.40        500.000                 NaN            NaN   2.51056                 NaN   5.00708                 NaN            NaN            NaN   7.15327        43.6816       0.501823        41.1457     
  1133.04        500.000                 NaN            NaN   2.51714                 NaN   4.99614                 NaN            NaN            NaN   7.15332        43.6813       0.502183        41.1499     
  1131.68        500.000                 NaN            NaN   2.52328                 NaN   4.98594                 NaN            NaN            NaN   7.15342        43.6809       0.502507        41.1540     
  1130.33        500.000                 NaN            NaN   2.52954                 NaN   4.97556                 NaN            NaN            NaN   7.15350        43.6805       0.502843        41.1580     
  1128.97        500.000                 NaN            NaN   2.53603                 NaN   4.96474                 NaN            NaN            NaN   7.15354        43.6802       0.503204        41.1622     
  1127.61        500.000                 NaN            NaN   2.51454                 NaN   4.99374                 NaN            NaN            NaN   7.15520        43.6835       0.502743        41.1502     
  1126.25        500.000                 NaN            NaN   2.54808                 NaN   4.94480                 NaN            NaN            NaN   7.15376        43.6793       0.503844        41.1702     
  1124.90        500.000                 NaN            NaN   2.55395                 NaN   4.93510                 NaN            NaN            NaN   7.15389        43.6788       0.504154        41.1742     
  1123.54        500.000                 NaN            NaN   2.55973                 NaN   4.92556                 NaN            NaN            NaN   7.15402        43.6782       0.504458        41.1780     
  1122.18        500.000                 NaN            NaN   2.56541                 NaN   4.91619                 NaN            NaN            NaN   7.15417        43.6776       0.504755        41.1819     
  1120.82        500.000                 NaN            NaN   2.57100                 NaN   4.90699                 NaN            NaN            NaN   7.15433        43.6769       0.505045        41.1857     
  1119.47        500.000                 NaN            NaN   2.57656                 NaN   4.89782                 NaN            NaN            NaN   7.15453        43.6763       0.505318        41.1895     
  1118.11        500.000                 NaN            NaN   2.58141                 NaN   4.89001                 NaN            NaN            NaN   7.15478        43.6753       0.505550        41.1930     
  1116.75        500.000                 NaN            NaN   2.58603                 NaN   4.88264                 NaN            NaN            NaN   7.15507        43.6741       0.505757        41.1964     
  1115.39        500.000                 NaN            NaN   2.58797                 NaN   4.87837                 NaN            NaN            NaN   7.15237        43.6776       0.505959        41.1977     
  1114.04        500.000                 NaN            NaN   2.59807                 NaN   4.86245                 NaN            NaN            NaN   7.15717        43.6719       0.506387        41.2040     
  1112.68        500.000                 NaN            NaN   2.51380                 NaN   4.99220                 NaN            NaN            NaN   7.15479        43.6763       0.502617        41.1603     
  1111.32        500.000                 NaN            NaN   2.60791                 NaN   4.84638                 NaN            NaN            NaN   7.15566        43.6716       0.506930        41.2115     
  1109.96        500.000                 NaN            NaN   2.61288                 NaN   4.83828                 NaN            NaN            NaN   7.15589        43.6707       0.507177        41.2151     
  1108.61        500.000                 NaN            NaN   2.61777                 NaN   4.83030                 NaN            NaN            NaN   7.15613        43.6698       0.507420        41.2186     
  1107.25        500.000                 NaN            NaN   2.62260                 NaN   4.82244                 NaN            NaN            NaN   7.15638        43.6688       0.507658        41.2221     
  1105.89        500.000                 NaN            NaN   2.62720                 NaN   4.81428                 NaN            NaN            NaN   7.15771        43.6679       0.507978        41.2249     
  1104.53        500.000                 NaN            NaN   2.63165                 NaN   4.80789                 NaN            NaN            NaN   7.15697        43.6666       0.508077        41.2288     
  1103.18        500.000                 NaN            NaN   2.63559                 NaN   4.80035                 NaN            NaN            NaN   7.15780        43.6668       0.508423        41.2310     
  1101.82        500.000                 NaN            NaN   2.64625                 NaN   4.78264                 NaN            NaN            NaN   7.15752        43.6669       0.508950        41.2378     
  1100.46        500.000                 NaN            NaN   2.64717                 NaN   4.78829                 NaN            NaN            NaN   7.15980        43.6532       0.508738        41.2428     
  1099.10        500.000                 NaN            NaN   2.64899                 NaN   4.77942                 NaN            NaN            NaN   7.15765        43.6637       0.508860        41.2413     
  1097.74        500.000                 NaN            NaN   2.65424                 NaN   4.76157                 NaN            NaN            NaN   7.15287        43.6804       0.509965        41.2410     
  1096.39        500.000                 NaN            NaN   2.65866                 NaN   4.76425                 NaN            NaN            NaN   7.16062        43.6589       0.509030        41.2485     
  1095.03        500.000                 NaN            NaN   2.66333                 NaN   4.75623                 NaN            NaN            NaN   7.15939        43.6580       0.509878        41.2532     
  1093.67        500.000                 NaN            NaN   2.66826                 NaN   4.75001                 NaN            NaN            NaN   7.15987        43.6546       0.510159        41.2571     
  1092.31        500.000                 NaN            NaN   2.66987                 NaN   4.74801                 NaN            NaN            NaN   7.15933        43.6529       0.510268        41.2597     
  1090.96        500.000                 NaN            NaN   2.69354                 NaN   4.68049                 NaN            NaN            NaN   7.14944        43.6965       0.515431        41.2646     
  1089.60        500.000                 NaN            NaN   2.68263                 NaN   4.72767                 NaN            NaN            NaN   7.15271        43.6603       0.509617        41.2671     
  1088.24        500.000                 NaN            NaN   2.67925                 NaN   4.73345                 NaN            NaN            NaN   7.16190        43.6490       0.509742        41.2667     
  1086.88        500.000                 NaN            NaN   2.68549                 NaN   4.72285                 NaN            NaN            NaN   7.16153        43.6502       0.509854        41.2701     
  1085.53        500.000                 NaN            NaN   2.69006                 NaN   4.71550                 NaN            NaN            NaN   7.16160        43.6499       0.509905        41.2731     
  1084.17        500.000                 NaN            NaN   2.69257                 NaN   4.71006                 NaN            NaN            NaN   7.16373        43.6466       0.510717        41.2763     
  1082.81        500.000                 NaN            NaN   2.71194                 NaN   4.65353                 NaN            NaN            NaN   7.15323        43.6829       0.515972        41.2825     
  1081.45        500.000                 NaN            NaN   2.70174                 NaN   4.70246                 NaN            NaN            NaN   7.16134        43.6372       0.509631        41.2877     
  1080.10        500.000                 NaN            NaN   2.69979                 NaN   4.70293                 NaN            NaN            NaN   7.16613        43.6359       0.510449        41.2848     
  1078.74        500.000                 NaN            NaN   2.72084                 NaN   4.63992                 NaN            NaN            NaN   7.15401        43.6792       0.516379        41.2897     
  1077.38        500.000                 NaN            NaN   2.69041                 NaN   4.71118                 NaN            NaN            NaN   7.15367        43.6483       0.511897        41.2846     
  1076.02        500.000                 NaN            NaN   2.71655                 NaN   4.68152                 NaN            NaN            NaN   7.17724        43.6160       0.509183        41.2995     
  1074.67        500.000                 NaN            NaN   2.71702                 NaN   4.67426                 NaN            NaN            NaN   7.16558        43.6341       0.511419        41.2976     
  1073.31        500.000                 NaN            NaN   2.72029                 NaN   4.66934                 NaN            NaN            NaN   7.16602        43.6325       0.511494        41.3004     
  1071.95        500.000                 NaN            NaN   2.72369                 NaN   4.66385                 NaN            NaN            NaN   7.16646        43.6310       0.511661        41.3033     
  1070.59        500.000                 NaN            NaN   2.69494                 NaN   4.70514                 NaN            NaN            NaN   7.16210        43.6401       0.510682        41.2870     
  1069.24        500.000                 NaN            NaN   2.73229                 NaN   4.62814                 NaN            NaN            NaN   7.15999        43.6574       0.516102        41.3061     
  1067.88        500.000                 NaN            NaN   2.73586                 NaN   4.62355                 NaN            NaN            NaN   7.16069        43.6544       0.516119        41.3094     
  1066.52        500.000                 NaN            NaN   2.73906                 NaN   4.61694                 NaN            NaN            NaN   7.15889        43.6569       0.516780        41.3115     
  1065.16        500.000                 NaN            NaN   2.74179                 NaN   4.61132                 NaN            NaN            NaN   7.15944        43.6562       0.517071        41.3142     
  1063.81        500.000                 NaN            NaN   2.73908                 NaN   4.62580                 NaN            NaN            NaN   7.16473        43.6360       0.515918        41.3185     
  1062.45        500.000                 NaN            NaN   2.74817                 NaN   4.60403                 NaN            NaN            NaN   7.15895        43.6518       0.517264        41.3198     
  1061.09        500.000                 NaN            NaN   2.74906                 NaN   4.60466                 NaN            NaN            NaN   7.16267        43.6463       0.516080        41.3212     
  1059.73        500.000                 NaN            NaN   2.71266                 NaN   4.71303                 NaN            NaN            NaN   7.18991        43.5552       0.507202        41.3219     
  1058.38        500.000                 NaN            NaN   2.75468                 NaN   4.61809                 NaN            NaN            NaN   7.17349        43.6097       0.512415        41.3317     
  1057.02        500.000                 NaN            NaN   2.75908                 NaN   4.60961                 NaN            NaN            NaN   7.17283        43.6103       0.513096        41.3351     
  1055.66        500.000                 NaN            NaN   2.76202                 NaN   4.60543                 NaN            NaN            NaN   7.17349        43.6079       0.513178        41.3379     
  1054.30        500.000                 NaN            NaN   2.76067                 NaN   4.60989                 NaN            NaN            NaN   7.17442        43.6030       0.512872        41.3391     
  1052.95        500.000                 NaN            NaN   2.83011                 NaN   4.49397                 NaN            NaN            NaN   7.17929        43.6020       0.517345        41.3773     
  1051.59        500.000                 NaN            NaN   2.76622                 NaN   4.60185                 NaN            NaN            NaN   7.17565        43.5987       0.513024        41.3446     
  1050.23        500.000                 NaN            NaN   2.83548                 NaN   4.48554                 NaN            NaN            NaN   7.17940        43.5993       0.517775        41.3825     
  1048.87        500.000                 NaN            NaN   2.77416                 NaN   4.58870                 NaN            NaN            NaN   7.17627        43.5966       0.513478        41.3508     
  1047.51        500.000                 NaN            NaN   2.83629                 NaN   4.48440                 NaN            NaN            NaN   7.18038        43.5961       0.517639        41.3852     
  1046.16        500.000                 NaN            NaN   2.77929                 NaN   4.58155                 NaN            NaN            NaN   7.17761        43.5918       0.513586        41.3562     
  1044.80        500.000                 NaN            NaN   2.83479                 NaN   4.48626                 NaN            NaN            NaN   7.17971        43.5953       0.517677        41.3863     
  1043.44        500.000                 NaN            NaN   2.78433                 NaN   4.57455                 NaN            NaN            NaN   7.17898        43.5870       0.513689        41.3614     
  1042.08        500.000                 NaN            NaN   2.83989                 NaN   4.47723                 NaN            NaN            NaN   7.18002        43.5942       0.517963        41.3907     
  1040.73        500.000                 NaN            NaN   2.78943                 NaN   4.56740                 NaN            NaN            NaN   7.18039        43.5823       0.513762        41.3667     
  1039.37        500.000                 NaN            NaN   2.79187                 NaN   4.56404                 NaN            NaN            NaN   7.18107        43.5799       0.513813        41.3693     
  1038.01        500.000                 NaN            NaN   2.79271                 NaN   4.56420                 NaN            NaN            NaN   7.18215        43.5758       0.513686        41.3714     
  1036.65        500.000                 NaN            NaN   2.79684                 NaN   4.55723                 NaN            NaN            NaN   7.18248        43.5749       0.513905        41.3746     
  1035.30        500.000                 NaN            NaN   2.79910                 NaN   4.55406                 NaN            NaN            NaN   7.18312        43.5726       0.514000        41.3771     
  1033.94        500.000                 NaN            NaN   2.80016                 NaN   4.55390                 NaN            NaN            NaN   7.18425        43.5685       0.513843        41.3793     
  1032.58        500.000                 NaN            NaN   2.80381                 NaN   4.54814                 NaN            NaN            NaN   7.18518        43.5667       0.513890        41.3823     
  1031.22        500.000                 NaN            NaN   2.80622                 NaN   4.54481                 NaN            NaN            NaN   7.18579        43.5643       0.513974        41.3849     
  1029.87        500.000                 NaN            NaN   2.80733                 NaN   4.54423                 NaN            NaN            NaN   7.18653        43.5608       0.513965        41.3872     
  1028.51        500.000                 NaN            NaN   2.81148                 NaN   4.53743                 NaN            NaN            NaN   7.18678        43.5599       0.514109        41.3903     
  1027.15        500.000                 NaN            NaN   2.81347                 NaN   4.53475                 NaN            NaN            NaN   7.18759        43.5571       0.514226        41.3929     
  1025.79        500.000                 NaN            NaN   2.83708                 NaN   4.48075                 NaN            NaN            NaN   7.18159        43.5813       0.517577        41.4017     
  1024.44        500.000                 NaN            NaN   2.81667                 NaN   4.53039                 NaN            NaN            NaN   7.18919        43.5522       0.514243        41.3973     
  1023.08        500.000                 NaN            NaN   2.82016                 NaN   4.52635                 NaN            NaN            NaN   7.19029        43.5479       0.514282        41.4010     
  1021.72        500.000                 NaN            NaN   2.82118                 NaN   4.52568                 NaN            NaN            NaN   7.19097        43.5453       0.514194        41.4026     
  1020.36        500.000                 NaN            NaN   2.82447                 NaN   4.52022                 NaN            NaN            NaN   7.19131        43.5442       0.514382        41.4054     
  1019.01        500.000                 NaN            NaN   2.82645                 NaN   4.51762                 NaN            NaN            NaN   7.19102        43.5432       0.514302        41.4074     
  1017.65        500.000                 NaN            NaN   2.82496                 NaN   4.50639                 NaN            NaN            NaN   7.18745        43.5600       0.516575        41.4046     
  1016.29        500.000                 NaN            NaN   2.83132                 NaN   4.51160                 NaN            NaN            NaN   7.19370        43.5358       0.514369        41.4132     
  1014.93        500.000                 NaN            NaN   2.83364                 NaN   4.50904                 NaN            NaN            NaN   7.19426        43.5328       0.514408        41.4159     
  1013.58        500.000                 NaN            NaN   2.85730                 NaN   4.45561                 NaN            NaN            NaN   7.18812        43.5574       0.517407        41.4241     
  1012.22        500.000                 NaN            NaN   2.83813                 NaN   4.50250                 NaN            NaN            NaN   7.19613        43.5278       0.514484        41.4210     
  1010.86        500.000                 NaN            NaN   2.83972                 NaN   4.50057                 NaN            NaN            NaN   7.19773        43.5240       0.514494        41.4235     
  1009.50        500.000                 NaN            NaN   2.85760                 NaN   4.45714                 NaN            NaN            NaN   7.19062        43.5484       0.517174        41.4291     
  1008.15        500.000                 NaN            NaN   2.84411                 NaN   4.49447                 NaN            NaN            NaN   7.19815        43.5203       0.514714        41.4282     
  1006.79        500.000                 NaN            NaN   2.84512                 NaN   4.49504                 NaN            NaN            NaN   7.19987        43.5144       0.514615        41.4310     
  1005.43        500.000                 NaN            NaN   2.86313                 NaN   4.45063                 NaN            NaN            NaN   7.19320        43.5396       0.517160        41.4363     
  1004.07        500.000                 NaN            NaN   2.85577                 NaN   4.45976                 NaN            NaN            NaN   7.19058        43.5448       0.517102        41.4320     
  1002.72        500.000                 NaN            NaN   2.85959                 NaN   4.44960                 NaN            NaN            NaN   7.18870        43.5507       0.517761        41.4336     
  1001.36        500.000                 NaN            NaN   2.85562                 NaN   4.45953                 NaN            NaN            NaN   7.19051        43.5435       0.517079        41.4338     
  1000.00        500.000                 NaN            NaN   2.85943                 NaN   4.44937                 NaN            NaN            NaN   7.18863        43.5494       0.517738        41.4354     
