|6.6.6
Archiving\03_Data\eqLP/QFM/EETA/EETA_1.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.0021       0.966311       0.316239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.0021       0.966308       0.316238E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.0021       0.966306       0.316237E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.0021       0.966303       0.316237E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.0021       0.966301       0.316236E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.0021       0.966298       0.316235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.0021       0.966296       0.316234E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.0021       0.966294       0.316233E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.0021       0.966291       0.316233E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.0021       0.966288       0.316232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.0021       0.966286       0.316231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.0021       0.966283       0.316230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.0021       0.966280       0.316229E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.0021       0.966278       0.316228E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.0021       0.966275       0.316227E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.0021       0.966272       0.316226E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.0021       0.966270       0.316226E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.0021       0.966267       0.316225E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.0021       0.966264       0.316224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.0021       0.966261       0.316223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.0021       0.966258       0.316222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.0021       0.966255       0.316221E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.0021       0.966252       0.316220E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.0021       0.966249       0.316219E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.0021       0.966246       0.316218E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.0021       0.966243       0.316217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.0021       0.966240       0.316216E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.0021       0.966236       0.316215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        98.9121       0.966152                 NaN  0.121734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        98.9113       0.966148                 NaN  0.122547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        98.9105       0.966145                 NaN  0.123361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        98.9097       0.966142                 NaN  0.124175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        98.9089       0.966138                 NaN  0.124988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        98.9079       0.966135                 NaN  0.125935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        98.9070       0.966131                 NaN  0.126881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        98.9060       0.966128                 NaN  0.127827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        98.9051       0.966124                 NaN  0.128774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        98.9042       0.966121                 NaN  0.129720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        98.9032       0.966117                 NaN  0.130666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        98.9023       0.966114                 NaN  0.131613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        98.9013       0.966110                 NaN  0.132559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        98.9002       0.966106                 NaN  0.133657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        98.8991       0.966102                 NaN  0.134754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        98.8980       0.966098                 NaN  0.135852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        98.8970       0.966095                 NaN  0.136950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        98.8959       0.966091                 NaN  0.138047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        98.8948       0.966087                 NaN  0.139145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        98.8937       0.966083                 NaN  0.140243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        98.8926       0.966079                 NaN  0.141340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        98.8912       0.966075                 NaN  0.142708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        98.8899       0.966071                 NaN  0.144076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        98.8885       0.966066                 NaN  0.145444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        98.8871       0.966062                 NaN  0.146812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        98.8858       0.966058                 NaN  0.148179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        98.8844       0.966054                 NaN  0.149547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        98.8830       0.966049                 NaN  0.150915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        98.8817       0.966045                 NaN  0.152283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        98.8800       0.966041                 NaN  0.153997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        98.8783       0.966036                 NaN  0.155712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        98.8765       0.966031                 NaN  0.157426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        98.8748       0.966027                 NaN  0.159141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        98.8731       0.966022                 NaN  0.160855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        98.8714       0.966018                 NaN  0.162570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        98.8697       0.966013                 NaN  0.164284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        98.8680       0.966008                 NaN  0.165998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        98.8658       0.966003                 NaN  0.168162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        98.8637       0.965998                 NaN  0.170325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        98.8615       0.965993                 NaN  0.172488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        98.8594       0.965988                 NaN  0.174651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        98.8572       0.965983                 NaN  0.176814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        98.8550       0.965978                 NaN  0.178977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        98.8529       0.965973                 NaN  0.181140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        98.8507       0.965968                 NaN  0.183303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        98.8478       0.965963                 NaN  0.186202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        98.8449       0.965958                 NaN  0.189100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        98.8420       0.965952                 NaN  0.191999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        98.8392       0.965947                 NaN  0.194897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        98.8363       0.965941                 NaN  0.197796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        98.8334       0.965936                 NaN  0.200694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        98.8305       0.965931                 NaN  0.203593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        98.8276       0.965925                 NaN  0.206491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        98.8237       0.965920                 NaN  0.210427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        98.8197       0.965914                 NaN  0.214364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        98.8158       0.965908                 NaN  0.218300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        98.8119       0.965902                 NaN  0.222236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        98.8079       0.965896                 NaN  0.226172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        98.8040       0.965890                 NaN  0.230108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        98.8001       0.965885                 NaN  0.234044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        98.7961       0.965879                 NaN  0.237980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        98.7901       0.965873                 NaN  0.244035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        98.7840       0.965866                 NaN  0.250089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        98.7780       0.965860                 NaN  0.256144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        98.7719       0.965854                 NaN  0.262198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        98.7659       0.965848                 NaN  0.268253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        98.7599       0.965842                 NaN  0.274307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        98.7538       0.965836                 NaN  0.280361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        98.7478       0.965829                 NaN  0.286416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        98.7386       0.965823                 NaN  0.295534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        98.7295       0.965816                 NaN  0.304652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        98.7204       0.965810                 NaN  0.313770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        98.7113       0.965803                 NaN  0.322888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        98.7022       0.965796                 NaN  0.332006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        98.6931       0.965790                 NaN  0.341124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        98.6840       0.965783                 NaN  0.350241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        98.6749       0.965777                 NaN  0.359358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        98.6612       0.965770                 NaN  0.373019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        98.6476       0.965763                 NaN  0.386679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        98.6316       0.965756                 NaN  0.401569       0.109582E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        98.6067       0.965749                 NaN  0.419591       0.800890E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        98.5691       0.965742                 NaN  0.439460       0.256946E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        98.5316       0.965734                 NaN  0.459329       0.433800E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        98.4940       0.965727                 NaN  0.479198       0.610651E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        98.4565       0.965719                 NaN  0.499066       0.787499E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        98.3965       0.965712                 NaN  0.542193       0.955557E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        98.3366       0.965705                 NaN  0.585320       0.112361                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        98.2767       0.965698                 NaN  0.628446       0.129167                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        98.2168       0.965692                 NaN  0.671572       0.145972                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        98.1568       0.965685                 NaN  0.714697       0.162776                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        98.0969       0.965678                 NaN  0.757821       0.179581                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        98.0370       0.965671                 NaN  0.800945       0.196385                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        97.9771       0.965664                 NaN  0.844068       0.213190                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        97.8043       0.965662                 NaN   1.00109       0.228916                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        97.6316       0.965660                 NaN   1.15811       0.244642                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        97.4588       0.965659                 NaN   1.31513       0.260369                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        97.2861       0.965657                 NaN   1.47214       0.276095                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        97.1134       0.965655                 NaN   1.62916       0.291821                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        96.9406       0.965654                 NaN   1.78618       0.307548                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        96.7679       0.965652                 NaN   1.94319       0.323274                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        96.5951       0.965650                 NaN   2.10021       0.339000                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        96.0834       0.965667                 NaN   2.59741       0.353524                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        95.5716       0.965683                 NaN   3.09464       0.368048                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        95.0599       0.965699                 NaN   3.59188       0.382573                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        94.5481       0.965715                 NaN   4.08913       0.397098                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        94.0362       0.965732                 NaN   4.58641       0.411623                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        93.5244       0.965748                 NaN   5.08370       0.426150                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        93.0126       0.965764                 NaN   5.58100       0.440676                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        92.5007       0.965781                 NaN   6.07833       0.455203                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        91.8537       0.965806                 NaN   6.71183       0.468623                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        91.2068       0.965830                 NaN   7.34536       0.482043                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        90.5598       0.965855                 NaN   7.97892       0.495464                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        89.9127       0.965880                 NaN   8.61252       0.508886                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        89.2618       0.965907                 NaN   9.25057       0.521745                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        88.6108       0.965933                 NaN   9.88865       0.534605                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        87.9644       0.965960                 NaN   10.5222       0.547445                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        87.1558       0.965986                 NaN   11.0211       0.555126       0.301903                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        85.7866       0.966009                 NaN   10.9819       0.540834        1.72466                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        84.4173       0.966032                 NaN   10.9426       0.526541        3.14748                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        83.0480       0.966055                 NaN   10.9033       0.512247        4.57038                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        81.6786       0.966078                 NaN   10.8641       0.497953        5.99334                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        80.3091       0.966101                 NaN   10.8248       0.483658        7.41637                 NaN            NaN            NaN            NaN            NaN
