|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.5/GRV/GRV_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1557.69        500.000       0.128256E-001   99.3123       0.603989       0.709313E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.29        500.000       0.142826E-002   99.1456       0.853008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.89        500.000                 NaN   99.1494       0.850550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.50        500.000       0.531344E-003   99.1513       0.848150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.10        500.000                 NaN   99.1611       0.838934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.70        500.000                 NaN   99.1620       0.837978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.30        500.000       0.425362E-002   99.0250       0.969432       0.128644E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.91        500.000                 NaN   99.3168       0.683179       0.115728E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.51        500.000                 NaN   99.1634       0.836584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.11        500.000                 NaN   99.1948       0.805194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.71        500.000                 NaN   99.1825       0.817463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.32        500.000                 NaN   99.1874       0.812598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.92        500.000                 NaN   99.1888       0.811163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.52        500.000                 NaN   99.1930       0.806991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.12        500.000                 NaN   99.1986       0.801423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.72        500.000                 NaN   99.2002       0.799806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.33        500.000                 NaN   99.2034       0.796571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.93        500.000                 NaN   99.2051       0.794919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.53        500.000                 NaN   99.2086       0.791413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.13        500.000                 NaN   98.9746                 NaN            NaN   1.02537                 NaN            NaN            NaN            NaN            NaN            NaN
  1529.74        500.000                 NaN   98.8925                 NaN            NaN   1.10747                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.34        500.000                 NaN   98.9080                 NaN            NaN   1.09204                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.94        500.000                 NaN   98.6265                 NaN            NaN  0.948503       0.425002                 NaN            NaN            NaN            NaN            NaN
  1525.54        500.000       0.749997E-002   98.2135                 NaN            NaN   1.18768       0.591374                 NaN            NaN            NaN            NaN            NaN
  1524.14        500.000       0.232892E-002   98.1041       0.504882                 NaN   1.38871                 NaN            NaN            NaN            NaN            NaN            NaN
  1522.75        500.000       0.158215E-002   98.2969       0.472702                 NaN   1.22883                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.35        500.000       0.129720E-002   98.2534       0.492139                 NaN   1.25313                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.95        500.000       0.115749E-002   98.2696       0.484025                 NaN   1.24522                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.55        500.000       0.847554E-003   98.2987       0.479227                 NaN   1.22118                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.16        500.000       0.650337E-003   98.3227       0.473040                 NaN   1.20361                 NaN            NaN            NaN            NaN            NaN            NaN
  1515.76        500.000       0.421610E-003   98.3527       0.464950                 NaN   1.18198                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.36        500.000       0.216785E-003   98.3769       0.458324                 NaN   1.16460                 NaN            NaN            NaN            NaN            NaN            NaN
  1512.96        500.000       0.120078E-003   98.4024       0.453545                 NaN   1.14396                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.57        500.000                 NaN   98.4272       0.443379                 NaN   1.12938                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.17        500.000       0.680191E-003   98.4526       0.432440                 NaN   1.11431                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000                 NaN   98.4749       0.427125                 NaN   1.09796                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.37        500.000                 NaN   98.4981       0.420348                 NaN   1.08151                 NaN            NaN            NaN            NaN            NaN            NaN
