|6.6.6
Archiving\03_Data\Dfrac/QFM_m0.25/T13/T13_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1839.60        2500.00        99.4135       0.573073       0.133795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4239       0.563102       0.130324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4183       0.568454       0.132204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4214       0.565487       0.131018E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4198       0.567044       0.131423E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4213       0.565630       0.130688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4196       0.567356       0.130795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4199       0.567068       0.130447E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.1808       0.800739       0.184196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.6582       0.334145       0.762638E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4179       0.569107       0.130126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.2522       0.730985       0.167702E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.5826       0.408194       0.919802E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5236       0.465799       0.105594E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.3058       0.678933       0.153140E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4135       0.573604       0.129001E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.2071       0.775544       0.173839E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.6134       0.378191       0.838169E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4093       0.577868       0.128421E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4062       0.580937       0.128628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4041       0.583067       0.128341E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5126       0.476891       0.104687E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.2898       0.695073       0.151374E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3987       0.588530       0.127743E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3959       0.591294       0.127666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.5009       0.488558       0.105399E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.2772       0.707646       0.151104E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3894       0.597925       0.127026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.0381       0.941811       0.201064E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.7537       0.241363       0.489510E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3564       0.630427       0.131515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3755       0.611809       0.126941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3690       0.618219       0.127499E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3691       0.618194       0.126761E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3643       0.622979       0.126838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3599       0.627397       0.126915E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3568       0.630537       0.126779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3523       0.635039       0.126997E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.7919       0.203981       0.407601E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        98.9001        1.07859       0.212767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3371       0.650196       0.127055E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3992       0.587709       0.131329E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.2691       0.718799       0.121456E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3276       0.659740       0.126584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3236       0.663760       0.126406E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3180       0.669354       0.126582E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.8771       0.120654       0.227153E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        98.7468        1.23024       0.230003E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3045       0.682880       0.126510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.2992       0.688140       0.126470E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2901       0.697152       0.127421E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2961       0.691372       0.125384E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        98.7502        1.22623       0.236206E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.8180       0.180363       0.162577E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2765       0.710881       0.126436E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2745       0.712868       0.126028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2692       0.718214       0.126283E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2646       0.722750       0.126345E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2584       0.728921       0.126585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2600       0.727439       0.125662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2521       0.735262       0.126186E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2482       0.739202       0.126179E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2440       0.743392       0.126091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2400       0.747418       0.126221E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2325       0.754827       0.126828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2399       0.747627       0.124881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2312       0.756210       0.125856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2270       0.760409       0.125903E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2243       0.763096       0.125708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2242       0.763295       0.125306E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2192       0.768260       0.125613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2191       0.768422       0.125096E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2160       0.771490       0.125178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2142       0.773281       0.125167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2120       0.775479       0.124927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2111       0.776413       0.124588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.2090       0.778532       0.124586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.2005       0.786956       0.125875E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.2152       0.772439       0.123123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.2087       0.778943       0.123867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.2081       0.779512       0.123887E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.2093       0.778357       0.123224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.3940       0.417258       0.267010E-002            NaN            NaN   1.18610                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.1910       0.307133                 NaN            NaN            NaN   1.50184                 NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.2261       0.302135                 NaN            NaN            NaN   1.47179                 NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.2511       0.298446                 NaN            NaN            NaN   1.45049                 NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.2845       0.290373                 NaN            NaN            NaN   1.42512                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3131       0.285308                 NaN            NaN            NaN   1.40162                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.3302       0.289507                 NaN            NaN            NaN   1.38031                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.3747       0.275464                 NaN            NaN            NaN   1.34985                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.4065       0.269087                 NaN            NaN            NaN   1.32446                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4213       0.265395                 NaN            NaN            NaN   1.31329                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.4457       0.262586                 NaN            NaN            NaN   1.29170                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.4705       0.256241                 NaN            NaN            NaN   1.27329                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.4933       0.252479                 NaN            NaN            NaN   1.25425                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5167       0.248451                 NaN            NaN            NaN   1.23485                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5383       0.258593                 NaN            NaN            NaN   1.20311                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.5633       0.224098                 NaN            NaN            NaN   1.21262                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.5767       0.238240                 NaN            NaN            NaN   1.18502                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6093       0.230337                 NaN            NaN            NaN   1.16038                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6232       0.227992                 NaN            NaN            NaN   1.14881                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6401       0.225366                 NaN            NaN            NaN   1.13457                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.6634       0.218536                 NaN            NaN            NaN   1.11802                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.6772       0.215317                 NaN            NaN            NaN   1.10749                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.6971       0.209618                 NaN            NaN            NaN   1.09327                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7171       0.208583                 NaN            NaN            NaN   1.07434                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7250       0.204638                 NaN            NaN            NaN   1.07035                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7528       0.199686                 NaN            NaN            NaN   1.04750                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.7659       0.196757                 NaN            NaN            NaN   1.03736                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.7813       0.194157                 NaN            NaN            NaN   1.02450                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.7965       0.190115                 NaN            NaN            NaN   1.01340                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8082       0.184980                 NaN            NaN            NaN   1.00678                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8233       0.181555                 NaN            NaN            NaN  0.995190                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8406       0.179348                 NaN            NaN            NaN  0.980044                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.8527       0.174909                 NaN            NaN            NaN  0.972409                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.8688       0.172640                 NaN            NaN            NaN  0.958597                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.8791       0.171232                 NaN            NaN            NaN  0.949671                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.8941       0.166796                 NaN            NaN            NaN  0.939116                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9047       0.162734                 NaN            NaN            NaN  0.932549                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9188       0.160741                 NaN            NaN            NaN  0.920471                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9272       0.161037                 NaN            NaN            NaN  0.911813                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.9452       0.154865                 NaN            NaN            NaN  0.899915                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.9528       0.155215                 NaN            NaN            NaN  0.891942                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9581       0.145976                 NaN            NaN            NaN  0.895899                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9666       0.146464                 NaN            NaN            NaN  0.886912                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9944       0.140523                 NaN            NaN            NaN  0.865043                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1191       0.126578                 NaN            NaN            NaN  0.754293                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.8774       0.151899                 NaN            NaN            NaN  0.970703                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0142       0.135805                 NaN            NaN            NaN  0.850044                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0223       0.138404                 NaN            NaN            NaN  0.839309                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0288       0.128320                 NaN            NaN            NaN  0.842927                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0462       0.124702                 NaN            NaN            NaN  0.829119                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0498       0.122804                 NaN            NaN            NaN  0.827440                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0547       0.120727                 NaN            NaN            NaN  0.824582                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0649       0.116940                 NaN            NaN            NaN  0.818197                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0729       0.113178                 NaN            NaN            NaN  0.813935                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0783       0.110764                 NaN            NaN            NaN  0.810916                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0885       0.109441                 NaN            NaN            NaN  0.802069                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0934       0.105771                 NaN            NaN            NaN  0.800789                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0994       0.103084                 NaN            NaN            NaN  0.797469                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1050       0.102264                 NaN            NaN            NaN  0.792700                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1103       0.959770E-001            NaN            NaN            NaN  0.793726                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1175       0.954186E-001            NaN            NaN            NaN  0.787063                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1185       0.910729E-001            NaN            NaN            NaN  0.790447                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1342       0.869600E-001            NaN            NaN            NaN  0.778881                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.1289       0.809483E-001            NaN            NaN            NaN  0.790135                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1374       0.814213E-001            NaN            NaN            NaN  0.781156                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.1391       0.765929E-001            NaN            NaN            NaN  0.784274                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.1377       0.699549E-001            NaN            NaN            NaN  0.792337                 NaN            NaN            NaN            NaN            NaN            NaN
