|6.6.6
Archiving\03_Data\Dfrac/QFM_m0.25/T13/T13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1468.67        2500.00        99.2446       0.577440E-001            NaN            NaN            NaN  0.697621                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.2563       0.593666E-001            NaN            NaN            NaN  0.684324                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.7777       0.123279                 NaN            NaN            NaN  0.337273       0.761707                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4326       0.171965                 NaN            NaN            NaN  0.720202E-001   1.32346                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4481       0.170189                 NaN            NaN            NaN  0.675978E-001   1.31416                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4693       0.168616                 NaN            NaN            NaN  0.702084E-001   1.29186                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4857       0.169053                 NaN            NaN            NaN  0.697334E-001   1.27547                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4999       0.162935                 NaN            NaN            NaN  0.657332E-001   1.27146                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5162       0.162204                 NaN            NaN            NaN  0.637661E-001   1.25781                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5296       0.162337                 NaN            NaN            NaN  0.605724E-001   1.24749                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5437       0.160792                 NaN            NaN            NaN  0.587785E-001   1.23672                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5456       0.158366                 NaN            NaN            NaN  0.604637E-001   1.23559                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.5805       0.154470                 NaN            NaN            NaN  0.557650E-001   1.20922                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.5801       0.153034                 NaN            NaN            NaN  0.559311E-001   1.21091                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.5902       0.149168                 NaN            NaN            NaN  0.523771E-001   1.20830                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.5965       0.142647                 NaN            NaN            NaN  0.382292E-001   1.18565       0.369881E-001            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.5985       0.133624                 NaN            NaN            NaN            NaN  0.115374        1.15253                 NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6015       0.117332                 NaN            NaN            NaN            NaN   1.12074       0.160424                 NaN            NaN            NaN            NaN
  1423.56        2500.00        98.6078       0.116068                 NaN            NaN            NaN            NaN   1.11629       0.159851                 NaN            NaN            NaN            NaN
  1421.05        2500.00        98.6147       0.111426                 NaN            NaN            NaN            NaN   1.10593       0.167988                 NaN            NaN            NaN            NaN
  1418.55        2500.00        98.6209       0.108088                 NaN            NaN            NaN            NaN   1.09834       0.172663                 NaN            NaN            NaN            NaN
  1416.04        2500.00        98.6260       0.104663                 NaN            NaN            NaN            NaN   1.09050       0.178798                 NaN            NaN            NaN            NaN
  1413.53        2500.00        98.6305       0.101002                 NaN            NaN            NaN            NaN  0.184518        1.08393                 NaN            NaN            NaN            NaN
  1411.03        2500.00        96.9819       0.547968                 NaN            NaN            NaN            NaN   1.22943       0.296246       0.944498                 NaN            NaN            NaN
  1408.52        2500.00        96.5282       0.693229                 NaN            NaN            NaN            NaN  0.295671        1.26289        1.22000                 NaN            NaN            NaN
  1406.02        2500.00        96.6042       0.697191                 NaN            NaN            NaN            NaN  0.252697        1.25037        1.19554                 NaN            NaN            NaN
  1403.51        2500.00        96.6710       0.702205                 NaN            NaN            NaN            NaN   1.24189       0.211325        1.17355                 NaN            NaN            NaN
  1401.00        2500.00        96.7387       0.707961                 NaN            NaN            NaN            NaN  0.174267        1.22765        1.15144                 NaN            NaN            NaN
  1398.50        2500.00        96.8047       0.709750                 NaN            NaN            NaN            NaN   1.22029       0.136575        1.12870                 NaN            NaN            NaN
  1395.99        2500.00        96.8692       0.713294                 NaN            NaN            NaN            NaN  0.100338        1.20985        1.10733                 NaN            NaN            NaN
  1393.48        2500.00        96.9267       0.718102                 NaN            NaN            NaN            NaN   1.20271       0.640195E-001   1.08849                 NaN            NaN            NaN
  1390.98        2500.00        96.9866       0.720886                 NaN            NaN            NaN            NaN  0.317185E-001   1.19266        1.06817                 NaN            NaN            NaN
  1388.47        2500.00        97.0502       0.702132                 NaN            NaN            NaN            NaN   1.17218       0.327995E-001   1.04264                 NaN            NaN            NaN
  1385.96        2500.00        97.0849       0.730869                 NaN            NaN            NaN            NaN   1.14842                 NaN   1.03577                 NaN            NaN            NaN
  1383.46        2500.00        97.1433       0.709912                 NaN            NaN            NaN            NaN   1.13541                 NaN   1.01133                 NaN            NaN            NaN
  1380.95        2500.00        97.1889       0.704138                 NaN            NaN            NaN            NaN   1.11326                 NaN  0.993696                 NaN            NaN            NaN
  1378.45        2500.00        97.2371       0.697742                 NaN            NaN            NaN            NaN   1.08988                 NaN  0.975264                 NaN            NaN            NaN
  1375.94        2500.00        97.2782       0.693640                 NaN            NaN            NaN            NaN   1.06894                 NaN  0.959224                 NaN            NaN            NaN
  1373.43        2500.00        97.3260       0.690090                 NaN            NaN            NaN            NaN   1.04251                 NaN  0.941382                 NaN            NaN            NaN
  1370.93        2500.00        97.3733       0.678502                 NaN            NaN            NaN            NaN   1.02547                 NaN  0.922734                 NaN            NaN            NaN
  1368.42        2500.00        97.4167       0.671286                 NaN            NaN            NaN            NaN   1.00653                 NaN  0.905460                 NaN            NaN            NaN
  1365.91        2500.00        97.4349       0.656203       0.886902E-002            NaN            NaN            NaN   1.00739                 NaN  0.892614                 NaN            NaN            NaN
  1363.41        2500.00        96.6466       0.155708       0.452206                 NaN            NaN            NaN   1.78723                 NaN  0.958285                 NaN            NaN            NaN
  1360.90        2500.00        96.5778       0.960037E-001  0.438753                 NaN            NaN            NaN   1.44636       0.459026       0.982087                 NaN            NaN            NaN
  1358.40        2500.00        96.6820                 NaN  0.444637                 NaN            NaN            NaN  0.571312        1.36864       0.933386                 NaN            NaN            NaN
  1355.89        2500.00        96.8012                 NaN  0.429568                 NaN            NaN            NaN   1.31927       0.545318       0.904664                 NaN            NaN            NaN
  1353.38        2500.00        96.9179                 NaN  0.414252                 NaN            NaN            NaN  0.523698        1.26850       0.875600                 NaN            NaN            NaN
  1350.88        2500.00        97.0360                 NaN  0.400073                 NaN            NaN            NaN   1.22117       0.497009       0.845737                 NaN            NaN            NaN
  1348.37        2500.00        97.1444                 NaN  0.386045                 NaN            NaN            NaN  0.475263        1.17582       0.818460                 NaN            NaN            NaN
  1345.86        2500.00        97.2510                 NaN  0.372318                 NaN            NaN            NaN  0.455482        1.12974       0.791483                 NaN            NaN            NaN
  1343.36        2500.00        97.3497                 NaN  0.359061                 NaN            NaN            NaN   1.08741       0.437528       0.766347                 NaN            NaN            NaN
  1340.85        2500.00        97.4461                 NaN  0.346267                 NaN            NaN            NaN  0.420669        1.04489       0.742096                 NaN            NaN            NaN
  1338.35        2500.00        97.5362                 NaN  0.334136                 NaN            NaN            NaN  0.404029        1.00749       0.718194                 NaN            NaN            NaN
  1335.84        2500.00        97.6231                 NaN  0.322362                 NaN            NaN            NaN  0.389495       0.968931       0.696153                 NaN            NaN            NaN
  1333.33        2500.00        97.7053                 NaN  0.311098                 NaN            NaN            NaN  0.376125       0.932644       0.674792                 NaN            NaN            NaN
  1330.83        2500.00        97.7840                 NaN  0.300204                 NaN            NaN            NaN  0.898685       0.362710       0.654363                 NaN            NaN            NaN
  1328.32        2500.00        97.8613                 NaN  0.289915                 NaN            NaN            NaN  0.350183       0.864554       0.634068                 NaN            NaN            NaN
  1325.81        2500.00        97.9328                 NaN  0.279719                 NaN            NaN            NaN  0.340150       0.832138       0.615235                 NaN            NaN            NaN
  1323.31        2500.00        98.0016                 NaN  0.270194                 NaN            NaN            NaN  0.802423       0.328937       0.596807                 NaN            NaN            NaN
  1320.80        2500.00        98.0675                 NaN  0.260789                 NaN            NaN            NaN  0.319328       0.772927       0.579434                 NaN            NaN            NaN
  1318.30        2500.00        98.1309                 NaN  0.251699                 NaN            NaN            NaN  0.744358       0.310670       0.562413                 NaN            NaN            NaN
  1315.79        2500.00        98.1905                 NaN  0.243174                 NaN            NaN            NaN  0.716957       0.302784       0.546603                 NaN            NaN            NaN
  1313.28        2500.00        98.2510                 NaN  0.234407                 NaN            NaN            NaN  0.690041       0.294589       0.530014                 NaN            NaN            NaN
  1310.78        2500.00        98.3057                 NaN  0.226250                 NaN            NaN            NaN  0.665536       0.287385       0.515167                 NaN            NaN            NaN
  1308.27        2500.00        98.3593                 NaN  0.218456                 NaN            NaN            NaN  0.641140       0.280580       0.500553                 NaN            NaN            NaN
  1305.76        2500.00        98.4110                 NaN  0.210548                 NaN            NaN            NaN  0.617738       0.274360       0.486335                 NaN            NaN            NaN
  1303.26        2500.00        98.4614                 NaN  0.203390                 NaN            NaN            NaN  0.594728       0.267982       0.472459                 NaN            NaN            NaN
  1300.75        2500.00        98.5084                 NaN  0.196100                 NaN            NaN            NaN  0.262446       0.573735       0.459338                 NaN            NaN            NaN
  1298.25        2500.00        98.5541                 NaN  0.188680                 NaN            NaN            NaN  0.258495       0.552113       0.446609                 NaN            NaN            NaN
  1295.74        2500.00        98.5989                 NaN  0.182151                 NaN            NaN            NaN  0.252542       0.532339       0.434111                 NaN            NaN            NaN
  1293.23        2500.00        98.6414                 NaN  0.175385                 NaN            NaN            NaN  0.512638       0.248664       0.421882                 NaN            NaN            NaN
  1290.73        2500.00        98.6824                 NaN  0.168993                 NaN            NaN            NaN  0.244140       0.494190       0.410250                 NaN            NaN            NaN
  1288.22        2500.00        98.7225                 NaN  0.162959                 NaN            NaN            NaN  0.239327       0.476254       0.398916                 NaN            NaN            NaN
  1285.71        2500.00        98.7610                 NaN  0.157046                 NaN            NaN            NaN  0.235027       0.458943       0.387998                 NaN            NaN            NaN
  1283.21        2500.00        98.7975                 NaN  0.150934                 NaN            NaN            NaN  0.442038       0.232154       0.377346                 NaN            NaN            NaN
  1280.70        2500.00        97.6588                 NaN  0.173943                 NaN            NaN            NaN  0.492164       0.418125       0.511359       0.745644                 NaN            NaN
  1278.20        2500.00        90.8346                 NaN  0.318710                 NaN            NaN            NaN   1.55844       0.817934        1.33442        5.13586                 NaN            NaN
  1275.69        2500.00        90.4137                 NaN  0.305259                 NaN            NaN            NaN   1.70791       0.864429        1.44993        5.25878                 NaN            NaN
  1273.18        2500.00        93.2120                 NaN  0.247088                 NaN            NaN            NaN  0.602140        1.08578       0.949870        3.90316                 NaN            NaN
  1270.68        2500.00        93.7860                 NaN  0.236375                 NaN            NaN            NaN   1.02886       0.580507       0.918864        3.44942                 NaN            NaN
  1268.17        2500.00        93.6641                 NaN  0.227555                 NaN            NaN            NaN   1.06883       0.572015       0.941290        3.52625                 NaN            NaN
  1265.66        2500.00        94.1021                 NaN  0.205651                 NaN            NaN            NaN  0.517587        1.01528       0.878249        3.28115                 NaN            NaN
  1263.16        2500.00        94.6784                 NaN  0.202453                 NaN            NaN            NaN  0.491783       0.875724       0.794852        2.95676                 NaN            NaN
  1260.65        2500.00        94.6250                 NaN  0.264890                 NaN            NaN            NaN  0.409005       0.943327       0.782706        2.97505                 NaN            NaN
  1258.15        2500.00        94.3707                 NaN  0.546197E-001            NaN            NaN            NaN   1.61426       0.631790E-001  0.847752        3.04945                 NaN            NaN
  1255.64        2500.00        96.8059                 NaN  0.230131                 NaN            NaN            NaN  0.258116       0.309861       0.494562        1.90139                 NaN            NaN
  1253.13        2500.00        94.1477                 NaN            NaN            NaN            NaN            NaN  0.319701        1.32631       0.838210        3.36810                 NaN            NaN
  1250.63        2500.00        97.5177                 NaN  0.314165                 NaN            NaN            NaN  0.105544       0.369274       0.414380        1.27893                 NaN            NaN
  1248.12        2500.00        96.5290                 NaN  0.151288                 NaN            NaN            NaN  0.422533       0.435105       0.504159        1.95794                 NaN            NaN
  1245.61        2500.00        96.3795                 NaN  0.115292                 NaN            NaN            NaN  0.678451       0.264274       0.536810        2.02572                 NaN            NaN
  1243.11        2500.00        77.4445                 NaN  0.999970                 NaN            NaN            NaN   1.83118       0.360615        2.31444        9.91697        7.13237                 NaN
  1240.60        2500.00        89.0881                 NaN  0.405095       0.132355E-005            NaN            NaN  0.330024       0.828337        1.09146        4.63347        3.62349                 NaN
  1238.10        2500.00        65.5727                 NaN   1.43524                 NaN            NaN            NaN   3.16511                 NaN   3.36873        14.8262        11.6320                 NaN
  1235.59        2500.00        79.2946                 NaN  0.884309                 NaN            NaN            NaN   1.76064                 NaN   2.00655        8.99111        7.06275                 NaN
  1233.08        2500.00        81.5730                 NaN  0.745956                 NaN            NaN            NaN   1.64236                 NaN   1.77300        7.99887        6.26684                 NaN
  1230.58        2500.00        82.9023                 NaN  0.506775       0.146734       0.107351E-003            NaN   1.48284                 NaN   1.61185        7.53817        5.81122                 NaN
  1228.07        2500.00        80.6494                 NaN  0.804954                 NaN            NaN            NaN   1.58006                 NaN   1.80072        8.54839        6.61651                 NaN
  1225.56        2500.00        48.2919                 NaN   1.63936       0.375481                 NaN            NaN   3.30030                 NaN   4.57087        23.4744        18.3477                 NaN
  1223.06        2500.00                 NaN            NaN   3.45862                 NaN            NaN            NaN   6.66421                 NaN   8.03560        47.4815        34.3600                 NaN
  1220.55        2500.00                 NaN            NaN   3.46252                 NaN            NaN            NaN   6.65337                 NaN   8.03984        47.4764        34.3679                 NaN
  1218.05        2500.00                 NaN            NaN   3.46644                 NaN            NaN            NaN   6.64247                 NaN   8.04408        47.4712        34.3758                 NaN
  1215.54        2500.00                 NaN            NaN   3.47037                 NaN            NaN            NaN   6.63170                 NaN   8.04822        47.4659        34.3838                 NaN
  1213.03        2500.00                 NaN            NaN   3.47401                 NaN            NaN            NaN   6.62827                 NaN   8.04722        47.4588        34.3917                 NaN
  1210.53        2500.00                 NaN            NaN   3.47792                 NaN            NaN            NaN   6.61784                 NaN   8.05115        47.4533        34.3997                 NaN
  1208.02        2500.00                 NaN            NaN   3.48181                 NaN            NaN            NaN   6.60745                 NaN   8.05508        47.4479        34.4078                 NaN
  1205.51        2500.00                 NaN            NaN   3.48571                 NaN            NaN            NaN   6.59707                 NaN   8.05902        47.4423        34.4159                 NaN
  1203.01        2500.00                 NaN            NaN   3.59340                 NaN            NaN            NaN   6.28907                 NaN   8.07464        47.4956        34.5473                 NaN
  1200.50        2500.00                 NaN            NaN   3.49384                 NaN            NaN            NaN   6.57125                 NaN   8.07051        47.4318        34.4326                 NaN
  1197.99        2500.00                 NaN            NaN   3.49752                 NaN            NaN            NaN   6.56133                 NaN   8.07461        47.4260        34.4406                 NaN
  1195.49        2500.00                 NaN            NaN   3.50112                 NaN            NaN            NaN   6.55161                 NaN   8.07868        47.4202        34.4484                 NaN
  1192.98        2500.00                 NaN            NaN   3.50454                 NaN            NaN            NaN   6.54227                 NaN   8.08268        47.4145        34.4560                 NaN
  1190.48        2500.00                 NaN            NaN   3.50778                 NaN            NaN            NaN   6.53335                 NaN   8.08659        47.4091        34.4632                 NaN
  1187.97        2500.00                 NaN            NaN   3.51101                 NaN            NaN            NaN   6.52447                 NaN   8.09049        47.4036        34.4705                 NaN
  1185.46        2500.00                 NaN            NaN   3.51517                 NaN            NaN            NaN   6.51357                 NaN   8.09476        47.3972        34.4793                 NaN
  1182.96        2500.00                 NaN            NaN   3.51747                 NaN            NaN            NaN   6.50557                 NaN   8.09988        47.3916        34.4855                 NaN
  1180.45        2500.00                 NaN            NaN   3.52162                 NaN            NaN            NaN   6.49477                 NaN   8.10423        47.3849        34.4945                 NaN
  1177.94        2500.00                 NaN            NaN   3.52568                 NaN            NaN            NaN   6.48420                 NaN   8.10858        47.3781        34.5034                 NaN
  1175.44        2500.00                 NaN            NaN   3.52967                 NaN            NaN            NaN   6.47387                 NaN   8.11292        47.3713        34.5123                 NaN
  1172.93        2500.00                 NaN            NaN   3.53357                 NaN            NaN            NaN   6.46374                 NaN   8.11726        47.3644        34.5211                 NaN
  1170.43        2500.00                 NaN            NaN   3.53739                 NaN            NaN            NaN   6.45383                 NaN   8.12159        47.3574        34.5297                 NaN
  1167.92        2500.00                 NaN            NaN   3.54115                 NaN            NaN            NaN   6.44412                 NaN   8.12593        47.3504        34.5384                 NaN
  1165.41        2500.00                 NaN            NaN   3.61838                 NaN            NaN            NaN   6.23835                 NaN   8.11746        47.3936        34.6322                 NaN
  1162.91        2500.00                 NaN            NaN   3.58095                 NaN            NaN            NaN   6.34143                 NaN   8.12073        47.3666        34.5903                 NaN
  1160.40        2500.00                 NaN            NaN   3.55282                 NaN            NaN            NaN   6.41699                 NaN   8.13654        47.3287        34.5649                 NaN
  1157.89        2500.00                 NaN            NaN   3.55566                 NaN            NaN            NaN   6.40683                 NaN   8.14320        47.3218        34.5725                 NaN
  1155.39        2500.00                 NaN            NaN   3.55927                 NaN            NaN            NaN   6.39760                 NaN   8.14747        47.3146        34.5810                 NaN
  1152.88        2500.00                 NaN            NaN   3.56342                 NaN            NaN            NaN   6.38953                 NaN   8.14978        47.3070        34.5903                 NaN
  1150.38        2500.00                 NaN            NaN   3.56639                 NaN            NaN            NaN   6.37957                 NaN   8.15601        47.3000        34.5981                 NaN
  1147.87        2500.00                 NaN            NaN   3.56987                 NaN            NaN            NaN   6.37084                 NaN   8.16024        47.2925        34.6066                 NaN
  1145.36        2500.00                 NaN            NaN   3.57332                 NaN            NaN            NaN   6.36230                 NaN   8.16443        47.2849        34.6151                 NaN
  1142.86        2500.00                 NaN            NaN   3.57685                 NaN            NaN            NaN   6.35486                 NaN   8.16775        47.2768        34.6238                 NaN
  1140.35        2500.00                 NaN            NaN   3.57946                 NaN            NaN            NaN   6.34742                 NaN   8.17255        47.2696        34.6310                 NaN
  1137.84        2500.00                 NaN            NaN   3.58196                 NaN            NaN            NaN   6.34088                 NaN   8.17642        47.2629        34.6379                 NaN
  1135.34        2500.00                 NaN            NaN   3.63856                 NaN            NaN            NaN   6.19005                 NaN   8.15684        47.3129        34.7017                 NaN
  1132.83        2500.00                 NaN            NaN   3.58583                 NaN            NaN            NaN   6.32992                 NaN   8.18368        47.2511        34.6495                 NaN
  1130.33        2500.00                 NaN            NaN   3.63657                 NaN            NaN            NaN   6.18519                 NaN   8.17309        47.2985        34.7066                 NaN
  1127.82        2500.00                 NaN            NaN   3.58627                 NaN            NaN            NaN   6.32050                 NaN   8.19599        47.2411        34.6561                 NaN
  1125.31        2500.00                 NaN            NaN   3.58739                 NaN            NaN            NaN   6.32214                 NaN   8.19510        47.2347        34.6607                 NaN
  1122.81        2500.00                 NaN            NaN   3.62875                 NaN            NaN            NaN   6.20661                 NaN   8.19192        47.2608        34.7119                 NaN
  1120.30        2500.00                 NaN            NaN   3.62071                 NaN            NaN            NaN   6.22766                 NaN   8.19972        47.2446        34.7073                 NaN
  1117.79        2500.00                 NaN            NaN   3.61741                 NaN            NaN            NaN   6.23600                 NaN   8.20611        47.2329        34.7076                 NaN
  1115.29        2500.00                 NaN            NaN   3.60032                 NaN            NaN            NaN   6.28620                 NaN   8.21547        47.2041        34.6939                 NaN
  1112.78        2500.00                 NaN            NaN   3.60278                 NaN            NaN            NaN   6.28064                 NaN   8.22011        47.1946        34.7018                 NaN
  1110.28        2500.00                 NaN            NaN   3.62958                 NaN            NaN            NaN   6.20534                 NaN   8.21276        47.2186        34.7337                 NaN
  1107.77        2500.00                 NaN            NaN   3.62805                 NaN            NaN            NaN   6.20803                 NaN   8.21925        47.2083        34.7364                 NaN
  1105.26        2500.00                 NaN            NaN   3.61974                 NaN            NaN            NaN   6.20402       0.227106E-001   8.22736        47.1955        34.7307                 NaN
  1102.76        2500.00                 NaN            NaN   3.50881                 NaN            NaN            NaN   6.09793       0.392900        8.25714        47.1441        34.5991                 NaN
  1100.25        2500.00                 NaN            NaN   3.55472                 NaN            NaN            NaN  0.213420        6.16723        8.25743        47.1454        34.6618                 NaN
  1097.74        2500.00                 NaN            NaN   3.56227                 NaN            NaN            NaN  0.192928        6.16886        8.25855        47.1431        34.6743                 NaN
  1095.24        2500.00                 NaN            NaN   3.60682                 NaN            NaN            NaN  0.391637E-001   6.22061        8.25188        47.1474        34.7341                 NaN
  1092.73        2500.00                 NaN            NaN   3.61351                 NaN            NaN            NaN  0.209872E-001   6.22319        8.25544        47.1398        34.7470                 NaN
  1090.23        2500.00                 NaN            NaN   3.47639                 NaN            NaN            NaN   6.05245       0.511012        8.29870        47.0789        34.5825                 NaN
  1087.72        2500.00                 NaN            NaN   3.62393                 NaN            NaN            NaN   6.21958                 NaN   8.26340        47.1240        34.7691                 NaN
  1085.21        2500.00                 NaN            NaN   3.42050                 NaN            NaN            NaN  0.720828        5.96898        8.32486        47.0430        34.5219                 NaN
  1082.71        2500.00                 NaN            NaN   3.37628                 NaN            NaN            NaN  0.881259        5.91041        8.34423        47.0148        34.4730                 NaN
  1080.20        2500.00                 NaN            NaN   3.33149                 NaN            NaN            NaN   1.04335        5.85055        8.36230        46.9903        34.4220                 NaN
  1077.69        2500.00                 NaN            NaN   3.28390                 NaN            NaN            NaN   1.22213        5.75401        8.37688        46.9737        34.3787       0.107394E-001
  1075.19        2500.00                 NaN            NaN   3.15025                 NaN            NaN            NaN   5.66931        1.57057        8.41211        46.9258        34.2423       0.297146E-001
  1072.68        2500.00                 NaN            NaN   3.13269                 NaN            NaN            NaN   5.65517        1.60104        8.41877        46.9168        34.2362       0.393908E-001
  1070.18        2500.00                 NaN            NaN   2.93840                 NaN            NaN            NaN   5.46092        2.19327        8.47028        46.8516        34.0252       0.603283E-001
  1067.67        2500.00                 NaN            NaN   2.78750                 NaN            NaN            NaN   5.29623        2.66500        8.51257        46.8005        33.8615       0.766753E-001
  1065.16        2500.00                 NaN            NaN   2.64900                 NaN            NaN            NaN   5.16080        3.08072        8.55043        46.7533        33.7129       0.927798E-001
  1062.66        2500.00                 NaN            NaN   2.57379                 NaN            NaN            NaN   3.27181        5.11833        8.57108        46.7234        33.6377       0.103927     
  1060.15        2500.00                 NaN            NaN   2.42964                 NaN            NaN            NaN   4.98433        3.70390        8.61105        46.6731        33.4797       0.118226     
  1057.64        2500.00                 NaN            NaN   2.60949                 NaN            NaN            NaN   3.10990        5.17345        8.55735        46.7281        33.7032       0.118569     
  1055.14        2500.00                 NaN            NaN   2.40615                 NaN            NaN            NaN   4.99403        3.70527        8.62126        46.6661        33.4733       0.133913     
  1052.63        2500.00                 NaN            NaN   1.89061                 NaN            NaN            NaN   4.49061        5.33822        8.76034        46.4872        32.8720       0.161058     
  1050.13        2500.00                 NaN            NaN   2.19730                 NaN            NaN            NaN   4.80560        4.32536        8.68290        46.5891        33.2452       0.154474     
  1047.62        2500.00                 NaN            NaN   2.06767                 NaN            NaN            NaN   4.69065        4.71337        8.71992        46.5437        33.0997       0.165017     
  1045.11        2500.00                 NaN            NaN   1.10194                 NaN            NaN            NaN   3.78223        7.76222        8.97787        46.2195        31.9515       0.204714     
  1042.61        2500.00                 NaN            NaN   1.88258                 NaN            NaN            NaN   5.32304        4.52165        8.77402        46.4487        32.8821       0.167884     
  1040.10        2500.00                 NaN            NaN   1.67660                 NaN            NaN            NaN   4.34999        5.88602        8.84046        46.3977        32.6558       0.193353     
  1037.59        2500.00                 NaN            NaN   1.58002                 NaN            NaN            NaN   4.24940        6.24923        8.86243        46.3379        32.5349       0.186078     
  1035.09        2500.00                 NaN            NaN   1.31904                 NaN            NaN            NaN   7.01905        4.01128        8.95174        46.2551        32.2370       0.206773     
  1032.58        2500.00                 NaN            NaN  0.720934                 NaN            NaN            NaN   3.52790        8.84920        9.10310        46.0504        31.5212       0.227226     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0774        2.89722        9.29927        45.8381        30.6385       0.249504     
  1027.57        2500.00                 NaN            NaN  0.275179                 NaN            NaN            NaN   3.19169        10.1591        9.22824        45.9196        30.9809       0.245211     
  1025.06        2500.00                 NaN            NaN  0.694746                 NaN            NaN            NaN   8.81675        3.58252        9.12162        46.0499        31.4979       0.236518     
  1022.56        2500.00                 NaN            NaN  0.234122                 NaN            NaN            NaN   10.2389        3.19928        9.24985        45.8963        30.9348       0.246722     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0372        2.95069        9.32525        45.7907        30.6503       0.245879     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0596        2.92694        9.32894        45.7890        30.6501       0.245540     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0781        2.90721        9.33278        45.7866        30.6501       0.245227     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0946        2.88961        9.33684        45.7837        30.6503       0.244905     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1631        2.86995        9.29649        45.7781        30.6631       0.229209     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1489        2.86141        9.32060        45.7751        30.6583       0.235735     
  1005.01        2500.00                 NaN   3.66210       0.869550                 NaN            NaN            NaN   5.71117                 NaN   8.69162        47.1989        33.3776       0.489057     
  1002.51        2500.00                 NaN   3.80537       0.768978                 NaN            NaN            NaN   5.69489                 NaN   8.70621        47.2028        33.3212       0.500532     
  1000.00        2500.00                 NaN   3.94066       0.674256                 NaN            NaN            NaN   5.67998                 NaN   8.72015        47.2056        33.2682       0.511061     
