|6.6.6
Archiving\03_Data\Dfrac/QFM_m0.25/T13/T13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1887.22        2500.00        99.4223       0.568155       0.956961E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4234       0.566960       0.960473E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4311       0.559454       0.943419E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4246       0.565822       0.960919E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4402       0.550504       0.929715E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4364       0.554148       0.942015E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4394       0.551198       0.938983E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4410       0.549607       0.935492E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4433       0.547329       0.934374E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4431       0.547523       0.934162E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4497       0.541054       0.923390E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4487       0.542024       0.925003E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        98.4985        1.47602       0.254536E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.9992       0.118619E-005  0.792423E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.8682       0.130360       0.142473E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4566       0.534286       0.913439E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4576       0.533298       0.911976E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4569       0.534013       0.913381E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4605       0.530425       0.906819E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4556       0.535223       0.916389E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4656       0.525439       0.892112E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4607       0.530268       0.904921E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4638       0.527253       0.896236E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4625       0.528493       0.898752E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4641       0.526921       0.893284E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4630       0.528113       0.893528E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4635       0.527630       0.890651E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.2428       0.744678       0.125710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.6843       0.310535       0.520181E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4624       0.528690       0.887601E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.3099       0.678690       0.114227E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.6150       0.378757       0.626621E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5608       0.431985       0.719437E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.3602       0.629352       0.104255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4598       0.531391       0.877783E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.2704       0.717792       0.118221E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.6444       0.349886       0.569613E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4568       0.534452       0.872561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4543       0.536925       0.873401E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4528       0.538483       0.870834E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5528       0.440129       0.709808E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3485       0.641266       0.102657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4488       0.542583       0.865811E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4466       0.544774       0.864832E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.5434       0.449441       0.714335E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3386       0.651198       0.102264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4415       0.549863       0.859264E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.1202       0.866165       0.135964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.7751       0.221591       0.330718E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4126       0.578526       0.888304E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4303       0.561100       0.857011E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4250       0.566435       0.860134E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4253       0.566147       0.855138E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4214       0.570093       0.854909E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4177       0.573718       0.854978E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4152       0.576237       0.853663E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4115       0.579990       0.854723E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.8114       0.185884       0.273946E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.0017       0.983959       0.143125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3992       0.592288       0.853484E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4563       0.534873       0.881754E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3379       0.653947       0.814962E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3919       0.599646       0.849240E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3887       0.602825       0.847533E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3841       0.607410       0.848332E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.8891       0.109340       0.152082E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        98.8693        1.11531       0.154065E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3734       0.618129       0.846395E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3692       0.622331       0.845399E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3614       0.630100       0.851388E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3674       0.624197       0.837306E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        98.8783        1.10589       0.157592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.8364       0.162540       0.108398E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3515       0.640048       0.842982E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3502       0.641445       0.839930E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3459       0.645663       0.841048E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3424       0.649175       0.840927E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3374       0.654206       0.842033E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3394       0.652198       0.835467E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3331       0.658471       0.838305E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3302       0.661400       0.837715E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3272       0.664401       0.836561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3242       0.667392       0.836997E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3184       0.673206       0.840555E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3254       0.666368       0.827157E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3183       0.673330       0.833183E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3154       0.676311       0.832822E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3137       0.677971       0.831007E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3142       0.677520       0.827868E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3104       0.681296       0.829348E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3111       0.680640       0.825325E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3091       0.682613       0.825409E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3081       0.683627       0.824905E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3072       0.684611       0.822643E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3071       0.684702       0.819787E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3060       0.685781       0.819114E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.2991       0.692618       0.827183E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3130       0.678936       0.808563E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3079       0.684010       0.813013E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.3080       0.683840       0.812398E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.3101       0.681834       0.807570E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.5546       0.365447       0.175061E-002            NaN            NaN   1.07822                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3661       0.268879                 NaN            NaN            NaN   1.36507                 NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.3986       0.264298                 NaN            NaN            NaN   1.33709                 NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.4221       0.260839                 NaN            NaN            NaN   1.31708                 NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4525       0.253605                 NaN            NaN            NaN   1.29390                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.4792       0.249054                 NaN            NaN            NaN   1.27176                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.4959       0.252456                 NaN            NaN            NaN   1.25167                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5358       0.240155                 NaN            NaN            NaN   1.22405                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5654       0.234335                 NaN            NaN            NaN   1.20027                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5792       0.230986                 NaN            NaN            NaN   1.18982                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6020       0.228334                 NaN            NaN            NaN   1.16966                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6248       0.222647                 NaN            NaN            NaN   1.15256                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.6459       0.219218                 NaN            NaN            NaN   1.13486                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6677       0.215541                 NaN            NaN            NaN   1.11676                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6882       0.224181                 NaN            NaN            NaN   1.08760                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7102       0.194118                 NaN            NaN            NaN   1.09567                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7236       0.206190                 NaN            NaN            NaN   1.07024                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7531       0.199225                 NaN            NaN            NaN   1.04767                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7665       0.196976                 NaN            NaN            NaN   1.03657                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7822       0.194558                 NaN            NaN            NaN   1.02328                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8036       0.188509                 NaN            NaN            NaN   1.00791                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8165       0.185581                 NaN            NaN            NaN  0.997948                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8346       0.180538                 NaN            NaN            NaN  0.984844                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8533       0.179502                 NaN            NaN            NaN  0.967169                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8610       0.175923                 NaN            NaN            NaN  0.963067                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8863       0.171555                 NaN            NaN            NaN  0.942166                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8985       0.168853                 NaN            NaN            NaN  0.932611                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9130       0.166447                 NaN            NaN            NaN  0.920560                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9269       0.162901                 NaN            NaN            NaN  0.910186                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9380       0.158345                 NaN            NaN            NaN  0.903687                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9518       0.155248                 NaN            NaN            NaN  0.892985                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9678       0.153253                 NaN            NaN            NaN  0.878932                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9788       0.149381                 NaN            NaN            NaN  0.871852                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9939       0.147271                 NaN            NaN            NaN  0.858833                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0037       0.145936                 NaN            NaN            NaN  0.850390                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0173       0.142039                 NaN            NaN            NaN  0.840612                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0273       0.138434                 NaN            NaN            NaN  0.834299                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0403       0.136635                 NaN            NaN            NaN  0.823045                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0484       0.136719                 NaN            NaN            NaN  0.814863                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0647       0.131408                 NaN            NaN            NaN  0.803921                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0723       0.131506                 NaN            NaN            NaN  0.796156                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0770       0.123588                 NaN            NaN            NaN  0.799409                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0849       0.123958                 NaN            NaN            NaN  0.791159                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1102       0.118740                 NaN            NaN            NaN  0.771049                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2213       0.106843                 NaN            NaN            NaN  0.671885                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0074       0.128122                 NaN            NaN            NaN  0.864524                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1291       0.114425                 NaN            NaN            NaN  0.756514                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1371       0.116517                 NaN            NaN            NaN  0.746350                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1424       0.108000                 NaN            NaN            NaN  0.749621                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1585       0.104771                 NaN            NaN            NaN  0.736747                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1619       0.103090                 NaN            NaN            NaN  0.735017                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1668       0.101231                 NaN            NaN            NaN  0.731993                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1762       0.979540E-001            NaN            NaN            NaN  0.725871                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1835       0.947204E-001            NaN            NaN            NaN  0.721784                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1885       0.926340E-001            NaN            NaN            NaN  0.718842                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1981       0.914110E-001            NaN            NaN            NaN  0.710517                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2028       0.882443E-001            NaN            NaN            NaN  0.708938                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.2085       0.859179E-001            NaN            NaN            NaN  0.705605                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.2139       0.851230E-001            NaN            NaN            NaN  0.700990                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.2187       0.798081E-001            NaN            NaN            NaN  0.701509                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.2254       0.792762E-001            NaN            NaN            NaN  0.695368                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.2265       0.755778E-001            NaN            NaN            NaN  0.697914                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.2406       0.720903E-001            NaN            NaN            NaN  0.687309                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.2360       0.670315E-001            NaN            NaN            NaN  0.696924                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.2440       0.673498E-001            NaN            NaN            NaN  0.688603                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.2457       0.632945E-001            NaN            NaN            NaN  0.691024                 NaN            NaN            NaN            NaN            NaN            NaN
