|6.6.6
Archiving\03_Data\fracLP/QFM_m1.25/TIS/TIS_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN   4.32577                 NaN            NaN   6.39047                 NaN   7.39947       0.892453        41.3108        39.6810     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN   4.33454                 NaN            NaN   6.37918                 NaN   7.40056       0.892703        41.3086        39.6845     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN   4.34643                 NaN            NaN   6.36234                 NaN   7.40116       0.893363        41.3081        39.6887     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN   4.39573                 NaN            NaN   6.30360                 NaN   7.40346       0.892204        41.3002        39.7048     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN   4.36877                 NaN            NaN   6.33126                 NaN   7.40268       0.894502        41.3061        39.6967     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN   4.41486                 NaN            NaN   6.27804                 NaN   7.40547       0.892944        41.2967        39.7120     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN   4.38565                 NaN            NaN   6.30957                 NaN   7.40492       0.894964        41.3014        39.7035     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN   4.40605                 NaN            NaN   6.27709                 NaN   7.40373       0.896831        41.3069        39.7094     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN   4.45802                 NaN            NaN   6.18650                 NaN   7.39760       0.903272        41.3319        39.7228     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN   4.44896                 NaN            NaN   6.23402                 NaN   7.41015       0.893949        41.2874        39.7255     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN   4.45462                 NaN            NaN   6.22816                 NaN   7.41180       0.893812        41.2834        39.7282     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN   4.46461                 NaN            NaN   6.21442                 NaN   7.41273       0.894294        41.2820        39.7319     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN   4.47227                 NaN            NaN   6.20490                 NaN   7.41406       0.894452        41.2792        39.7351     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN   4.43158                 NaN            NaN   6.25655                 NaN   7.41456       0.895006        41.2785        39.7238     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN   4.44735                 NaN            NaN   6.23224                 NaN   7.41463       0.896322        41.2805        39.7289     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN   4.49798                 NaN            NaN   6.17115                 NaN   7.41756       0.895364        41.2726        39.7453     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN   4.46316                 NaN            NaN   6.21249                 NaN   7.41716       0.896735        41.2749        39.7356     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN   4.50907                 NaN            NaN   6.15974                 NaN   7.42102       0.895104        41.2642        39.7508     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN   4.46888                 NaN            NaN   6.21016                 NaN   7.42126       0.895771        41.2643        39.7396     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN   4.48291                 NaN            NaN   6.18918                 NaN   7.42183       0.896830        41.2647        39.7445     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN   4.53001                 NaN            NaN   6.13459                 NaN   7.42547       0.895386        41.2545        39.7601     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN   4.53974                 NaN            NaN   6.12096                 NaN   7.42643       0.895922        41.2532        39.7637     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN   4.54638                 NaN            NaN   6.11316                 NaN   7.42799       0.895981        41.2497        39.7668     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN   4.51115                 NaN            NaN   6.15518                 NaN   7.42693       0.897390        41.2523        39.7570     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN   4.55939                 NaN            NaN   6.09800                 NaN   7.43119       0.896073        41.2426        39.7728     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN   4.56576                 NaN            NaN   6.09066                 NaN   7.43283       0.896104        41.2389        39.7758     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN   4.57198                 NaN            NaN   6.08387                 NaN   7.43460       0.896026        41.2343        39.7793     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN   4.52765                 NaN            NaN   6.14239                 NaN   7.43551       0.895771        41.2320        39.7666     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   4.53263                 NaN            NaN   6.13729                 NaN   7.43711       0.895648        41.2281        39.7692     
