|6.6.6
Archiving\03_Data\eqfrac/QFM_m1/TIS/TIS_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1448.72        2500.00       0.664134E-002   91.6741        5.52600        2.60769                 NaN  0.185599                 NaN            NaN            NaN            NaN
  1447.60        2500.00       0.818284E-003   99.2909       0.199139       0.477072                 NaN  0.321092E-001            NaN            NaN            NaN            NaN
  1446.47        2500.00       0.781812E-003   99.2943       0.475809       0.197260                 NaN  0.318554E-001            NaN            NaN            NaN            NaN
  1445.35        2500.00       0.753668E-003   99.2991       0.199830       0.470107                 NaN  0.302404E-001            NaN            NaN            NaN            NaN
  1444.22        2500.00       0.732827E-003   99.2943       0.473189       0.201499                 NaN  0.303215E-001            NaN            NaN            NaN            NaN
  1443.10        2500.00       0.688493E-003   99.3104       0.462379       0.197406                 NaN  0.290990E-001            NaN            NaN            NaN            NaN
  1441.97        2500.00       0.666868E-003   99.3061       0.465102       0.199191                 NaN  0.289515E-001            NaN            NaN            NaN            NaN
  1440.85        2500.00       0.627586E-003   99.3083       0.463148       0.199674                 NaN  0.282966E-001            NaN            NaN            NaN            NaN
  1439.72        2500.00       0.624939E-003   99.2894       0.206104       0.475461                 NaN  0.283643E-001            NaN            NaN            NaN            NaN
  1438.60        2500.00       0.562685E-003   99.3377       0.442518       0.193133                 NaN  0.260502E-001            NaN            NaN            NaN            NaN
  1437.47        2500.00       0.553352E-003   99.3154       0.199980       0.457661                 NaN  0.263756E-001            NaN            NaN            NaN            NaN
  1436.35        2500.00       0.526158E-003   99.3195       0.454353       0.199919                 NaN  0.257314E-001            NaN            NaN            NaN            NaN
  1435.22        2500.00       0.507745E-003   99.3082       0.461519       0.204070                 NaN  0.256569E-001            NaN            NaN            NaN            NaN
  1434.10        2500.00       0.164057E-003   99.7540       0.723338E-001  0.164616                 NaN  0.890168E-002            NaN            NaN            NaN            NaN
  1432.98        2500.00       0.758278E-003   98.9079       0.730185       0.316511                 NaN  0.446420E-001            NaN            NaN            NaN            NaN
  1431.85        2500.00       0.442253E-003   99.3267       0.209168       0.445917                 NaN  0.177916E-001            NaN            NaN            NaN            NaN
  1430.73        2500.00       0.436535E-003   99.2582       0.494066       0.222013                 NaN  0.252635E-001            NaN            NaN            NaN            NaN
