|6.6.6
Archiving\03_Data\Dfrac/QFM_m5/T13/T13_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1506.27        2500.00        98.2023                 NaN            NaN            NaN            NaN            NaN  0.715375        1.08234                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.2361                 NaN            NaN            NaN            NaN            NaN   1.06221       0.701730                 NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.2664                 NaN            NaN            NaN            NaN            NaN  0.686110        1.04745                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.2959                 NaN            NaN            NaN            NaN            NaN   1.03136       0.672748                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.3234                 NaN            NaN            NaN            NaN            NaN  0.660683        1.01594                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.3508                 NaN            NaN            NaN            NaN            NaN   1.00323       0.645977                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.3610                 NaN            NaN            NaN            NaN            NaN  0.997940       0.641094                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.4182                 NaN            NaN            NaN            NaN            NaN  0.616786       0.965010                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.4279                 NaN            NaN            NaN            NaN            NaN  0.961669       0.610386                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.4514                 NaN            NaN            NaN            NaN            NaN  0.598997       0.949652                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.4754                 NaN            NaN            NaN            NaN            NaN  0.587424       0.937165                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4967                 NaN            NaN            NaN            NaN            NaN  0.576839       0.926482                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.5177                 NaN            NaN            NaN            NaN            NaN  0.565712       0.916637                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.5399                 NaN            NaN            NaN            NaN            NaN  0.904265       0.555796                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        97.4188                 NaN            NaN            NaN            NaN            NaN   1.03725        1.01812       0.525800                 NaN            NaN            NaN            NaN
  1468.67        2500.00        95.1459                 NaN            NaN  0.707745E-001            NaN            NaN   1.85972        1.30870        1.61494                 NaN            NaN            NaN            NaN
  1466.17        2500.00        95.2475                 NaN            NaN  0.354381                 NaN            NaN   1.33621        1.42403        1.63784                 NaN            NaN            NaN            NaN
  1463.66        2500.00        95.4588                 NaN            NaN  0.346215                 NaN            NaN   1.28114        1.34542        1.56842                 NaN            NaN            NaN            NaN
  1461.15        2500.00        95.6543                 NaN            NaN  0.338211                 NaN            NaN   1.27045        1.23345        1.50355                 NaN            NaN            NaN            NaN
  1458.65        2500.00        95.8475                 NaN            NaN  0.330021                 NaN            NaN   1.17978        1.20326        1.43943                 NaN            NaN            NaN            NaN
  1456.14        2500.00        96.0004                 NaN            NaN  0.325837                 NaN            NaN   1.14473        1.13827        1.39081                 NaN            NaN            NaN            NaN
  1453.63        2500.00        95.2455       0.783643E-001            NaN            NaN            NaN            NaN   1.62721        1.38528        1.66364                 NaN            NaN            NaN            NaN
  1451.13        2500.00        95.3647       0.845185E-001            NaN            NaN            NaN            NaN   1.35764        1.55860        1.63450                 NaN            NaN            NaN            NaN
  1448.62        2500.00        95.6410       0.788370E-001            NaN            NaN            NaN            NaN   1.27421        1.46762        1.53835                 NaN            NaN            NaN            NaN
  1446.12        2500.00        95.8927       0.735851E-001            NaN            NaN            NaN            NaN   1.38606        1.19777        1.44988                 NaN            NaN            NaN            NaN
  1443.61        2500.00        96.1184       0.688884E-001            NaN            NaN            NaN            NaN   1.12962        1.31247        1.37060                 NaN            NaN            NaN            NaN
  1441.10        2500.00        96.3235       0.646905E-001            NaN            NaN            NaN            NaN   1.24500        1.06808        1.29876                 NaN            NaN            NaN            NaN
  1438.60        2500.00        96.5099       0.607935E-001            NaN            NaN            NaN            NaN   1.18510        1.01115        1.23309                 NaN            NaN            NaN            NaN
  1436.09        2500.00        96.6806       0.571625E-001            NaN            NaN            NaN            NaN   1.13040       0.958533        1.17333                 NaN            NaN            NaN            NaN
  1433.58        2500.00        96.8385       0.539507E-001            NaN            NaN            NaN            NaN  0.911062        1.07912        1.11735                 NaN            NaN            NaN            NaN
  1431.08        2500.00        96.9837       0.509422E-001            NaN            NaN            NaN            NaN  0.866720        1.03243        1.06619                 NaN            NaN            NaN            NaN
  1428.57        2500.00        97.1143       0.480770E-001            NaN            NaN            NaN            NaN  0.990745       0.826524        1.02034                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.2426       0.454846E-001            NaN            NaN            NaN            NaN  0.949886       0.787477       0.974556                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.3565       0.431879E-001            NaN            NaN            NaN            NaN  0.752689       0.913315       0.934332                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.4640       0.408632E-001            NaN            NaN            NaN            NaN  0.719684       0.879404       0.896026                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.5636       0.387612E-001            NaN            NaN            NaN            NaN  0.847857       0.689166       0.860609                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.6576       0.367717E-001            NaN            NaN            NaN            NaN  0.818604       0.659730       0.827248                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.7453       0.349003E-001            NaN            NaN            NaN            NaN  0.633150       0.790805       0.795795                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.8272       0.332102E-001            NaN            NaN            NaN            NaN  0.608313       0.764578       0.766697                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.9057       0.315586E-001            NaN            NaN            NaN            NaN  0.740270       0.584065       0.738378                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.9784       0.300152E-001            NaN            NaN            NaN            NaN  0.717710       0.561484       0.712433                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.0473       0.285326E-001            NaN            NaN            NaN            NaN  0.540224       0.696305       0.687663                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.1125       0.271600E-001            NaN            NaN            NaN            NaN  0.520158       0.675937       0.664287                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.1741       0.258516E-001            NaN            NaN            NaN            NaN  0.501169       0.656882       0.642042                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.2322       0.245928E-001            NaN            NaN            NaN            NaN  0.482969       0.639006       0.621212                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.2878       0.233916E-001            NaN            NaN            NaN            NaN  0.465921       0.621862       0.601014                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.3401       0.222562E-001            NaN            NaN            NaN            NaN  0.449369       0.606113       0.582145                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.3899       0.211658E-001            NaN            NaN            NaN            NaN  0.590757       0.434123       0.564081                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.4373       0.201285E-001            NaN            NaN            NaN            NaN  0.576428       0.419198       0.546916                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.4829       0.191770E-001            NaN            NaN            NaN            NaN  0.562711       0.404835       0.530382                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.5261       0.181726E-001            NaN            NaN            NaN            NaN  0.391172       0.549917       0.514686                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.5669       0.172755E-001            NaN            NaN            NaN            NaN  0.378697       0.537352       0.499732                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.6062       0.163940E-001            NaN            NaN            NaN            NaN  0.366121       0.525850       0.485466                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.6429       0.155475E-001            NaN            NaN            NaN            NaN  0.515205       0.354205       0.472094                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.6802       0.147699E-001            NaN            NaN            NaN            NaN  0.503811       0.342846       0.458395                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.7140       0.140050E-001            NaN            NaN            NaN            NaN  0.332329       0.493617       0.446024                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.7470       0.132461E-001            NaN            NaN            NaN            NaN  0.484150       0.321620       0.433971                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.7782       0.124861E-001            NaN            NaN            NaN            NaN  0.475299       0.311486       0.422501                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.8087       0.118279E-001            NaN            NaN            NaN            NaN  0.302253       0.465966       0.411252                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.8378       0.111765E-001            NaN            NaN            NaN            NaN  0.457423       0.293031       0.400596                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.8654       0.105010E-001            NaN            NaN            NaN            NaN  0.449815       0.283894       0.390428                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.8921       0.983750E-002            NaN            NaN            NaN            NaN  0.275065       0.442402       0.380600                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.9183       0.924727E-002            NaN            NaN            NaN            NaN  0.434588       0.267075       0.370810                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.9427       0.866126E-002            NaN            NaN            NaN            NaN  0.427814       0.258994       0.361841                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.9665       0.809024E-002            NaN            NaN            NaN            NaN  0.421000       0.251407       0.353017                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.9897       0.754879E-002            NaN            NaN            NaN            NaN  0.414402       0.243959       0.344437                 NaN            NaN            NaN            NaN
  1340.85        2500.00        99.0115       0.703502E-002            NaN            NaN            NaN            NaN  0.237047       0.408054       0.336322                 NaN            NaN            NaN            NaN
  1338.35        2500.00        99.0330       0.652694E-002            NaN            NaN            NaN            NaN  0.230115       0.402039       0.328360                 NaN            NaN            NaN            NaN
  1335.84        2500.00        99.0668       0.349121E-002            NaN  0.443486E-001            NaN            NaN  0.234470       0.330561       0.320364                 NaN            NaN            NaN            NaN
  1333.33        2500.00        99.0964       0.118197E-002            NaN  0.770258E-001            NaN            NaN  0.275471       0.237418       0.312493                 NaN            NaN            NaN            NaN
  1330.83        2500.00        99.1157       0.537908E-003            NaN  0.789996E-001            NaN            NaN  0.267342       0.232023       0.305425                 NaN            NaN            NaN            NaN
  1328.32        2500.00        99.1347                 NaN            NaN  0.799567E-001            NaN            NaN  0.226930       0.260257       0.298180                 NaN            NaN            NaN            NaN
  1325.81        2500.00        99.1515                 NaN            NaN  0.778701E-001            NaN            NaN  0.256725       0.221862       0.292069                 NaN            NaN            NaN            NaN
  1323.31        2500.00        99.1673                 NaN            NaN  0.755567E-001            NaN            NaN  0.253863       0.217047       0.286252                 NaN            NaN            NaN            NaN
  1320.80        2500.00        99.1827                 NaN            NaN  0.732781E-001            NaN            NaN  0.212212       0.251156       0.280639                 NaN            NaN            NaN            NaN
  1318.30        2500.00        71.4246       0.118106                 NaN   1.35905                 NaN            NaN   3.09322        1.50904        3.57894        18.9171                 NaN            NaN            NaN
  1315.79        2500.00        67.7325       0.138637                 NaN   1.63411                 NaN            NaN   3.51031        1.37286        3.96356        21.6480                 NaN            NaN            NaN
  1313.28        2500.00        75.1164       0.105188                 NaN   1.38761                 NaN            NaN   2.77004       0.816890        3.05081        16.7531                 NaN            NaN            NaN
  1310.78        2500.00        79.9050       0.833875E-001            NaN   1.21672                 NaN            NaN   2.28797       0.474606        2.45961        13.5727                 NaN            NaN            NaN
  1308.27        2500.00        83.2493       0.683326E-001            NaN   1.08810                 NaN            NaN   1.94853       0.251297        2.04749        11.3469                 NaN            NaN            NaN
  1305.76        2500.00        85.7126       0.577122E-001            NaN  0.982947                 NaN            NaN  0.103085        1.69627        1.74430        9.70308                 NaN            NaN            NaN
  1303.26        2500.00        87.1838       0.494661E-001            NaN  0.918823                 NaN            NaN   1.56024                 NaN   1.57273        8.71494                 NaN            NaN            NaN
  1300.75        2500.00        89.4440       0.443042E-001            NaN  0.752613                 NaN            NaN   1.31008                 NaN   1.28501        7.16401                 NaN            NaN            NaN
  1298.25        2500.00        90.3285       0.404872E-001            NaN  0.705729                 NaN            NaN   1.17240                 NaN   1.17990        6.57301                 NaN            NaN            NaN
  1295.74        2500.00        86.9380       0.738398E-001            NaN  0.692248                 NaN            NaN  0.470552        1.34903        1.60655        8.86981                 NaN            NaN            NaN
  1293.23        2500.00        94.0464       0.165747E-001            NaN  0.524637                 NaN            NaN  0.866797                 NaN  0.799782        3.74582                 NaN            NaN            NaN
  1290.73        2500.00        95.6564       0.802424E-002            NaN  0.344043                 NaN            NaN  0.464884                 NaN  0.460521        3.06618                 NaN            NaN            NaN
  1288.22        2500.00        90.9056       0.348516E-001            NaN  0.616822                 NaN            NaN   1.34389                 NaN   1.11937        5.97946                 NaN            NaN            NaN
  1285.71        2500.00        95.0866       0.322596E-001            NaN  0.262946                 NaN            NaN  0.231768       0.358418       0.611025        3.41698                 NaN            NaN            NaN
  1283.21        2500.00        95.2059       0.103869E-001            NaN  0.369438                 NaN            NaN  0.750964                 NaN  0.592733        3.07059                 NaN            NaN            NaN
  1280.70        2500.00        95.6691       0.236312E-001            NaN  0.305380                 NaN            NaN  0.495560                 NaN  0.521545        2.98481                 NaN            NaN            NaN
  1278.20        2500.00        94.4148       0.257280E-001            NaN  0.458006                 NaN            NaN  0.767439                 NaN  0.742151        3.59187                 NaN            NaN            NaN
  1275.69        2500.00        96.1672       0.132868E-001            NaN  0.236417                 NaN            NaN  0.465412                 NaN  0.400521        2.71712                 NaN            NaN            NaN
  1273.18        2500.00        95.8293       0.168347E-001            NaN  0.302311                 NaN            NaN  0.577747                 NaN  0.507394        2.76643                 NaN            NaN            NaN
  1270.68        2500.00        95.7845       0.167246E-001            NaN  0.297881                 NaN            NaN  0.599347                 NaN  0.514464        2.78711                 NaN            NaN            NaN
  1268.17        2500.00        96.1733       0.152969E-001            NaN  0.265487                 NaN            NaN  0.565794                 NaN  0.466620        2.51347                 NaN            NaN            NaN
  1265.66        2500.00        96.3094       0.146918E-001            NaN  0.223266                 NaN            NaN  0.506445       0.112693       0.455018        2.37844                 NaN            NaN            NaN
  1263.16        2500.00        96.3969       0.153666E-001            NaN  0.233963                 NaN            NaN  0.559086                 NaN  0.436208        2.35846                 NaN            NaN            NaN
  1260.65        2500.00        96.5131       0.227988E-002            NaN  0.234767                 NaN            NaN  0.519511                 NaN  0.415423        2.26493       0.499880E-001            NaN            NaN
  1258.15        2500.00        90.5147       0.405932E-002            NaN  0.325255                 NaN            NaN   1.42098                 NaN  0.924884        5.30663       0.229782        1.27369                 NaN
  1255.64        2500.00        75.8660                 NaN            NaN  0.123676                 NaN            NaN   2.04189        2.79657        2.16439        12.1882       0.426088        4.39319                 NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN            NaN   2.45874        5.89919        11.9629        7.32402        48.2885        1.36988        16.8729        5.82391     
  1250.63        2500.00                 NaN            NaN            NaN            NaN            NaN   2.36733        5.99183        11.9323        7.39455        48.2893        1.38141        16.9089        5.73443     
  1248.12        2500.00                 NaN            NaN            NaN            NaN            NaN   2.27585        6.08373        11.9025        7.46525        48.2900        1.39293        16.9448        5.64488     
  1245.61        2500.00                 NaN            NaN            NaN            NaN            NaN   2.18429        11.8737        6.17490        7.53610        48.2911        1.40445        16.9811        5.55441     
  1243.11        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17757        6.10145        11.9067        7.68980        48.2057        1.40986        17.0182        5.49073     
  1240.60        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17762        6.10167        11.9072        7.69034        48.2660        1.40991        17.0451        5.40218     
  1238.10        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17767        6.10189        11.9077        7.69090        48.3270        1.40997        17.0724        5.31259     
  1235.59        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17772        6.10211        11.9082        7.69145        48.3886        1.41002        17.0999        5.22196     
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17777        6.10233        11.9087        7.69200        48.4510        1.41008        17.1278        5.13026     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN   2.09585        6.19412        11.8666        7.73545        48.4786        1.42230        17.1638        5.04337     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN   2.09590        6.19434        11.8671        7.73601        48.5424        1.42235        17.1923        4.94956     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN   2.09595        6.19457        11.8676        7.73657        48.6070        1.42241        17.2213        4.85462     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   2.08522        12.0565        6.00779        7.78944        48.6284        1.42453        17.2558        4.75235     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN   2.04783        6.31303        11.7649        7.95889        48.5355        1.42780        17.3012        4.65081     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN   1.99433        11.8520        6.25803        8.00908        48.5605        1.43531        17.3380        4.55266     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN   1.88505        6.49571        11.6678        8.12464        48.5374        1.45137        17.3844        4.45359     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN   1.88509        6.49595        11.6683        8.12523        48.6055        1.45143        17.4150        4.35348     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN   1.64734        6.62595        11.7341        8.36926        48.4726        1.47519        17.4778        4.19773     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN   1.64738        6.62620        11.7346        8.36987        48.5420        1.47525        17.5091        4.09560     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN   1.64742        6.62645        11.7352        8.37048        48.6122        1.47531        17.5407        3.99221     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN   1.64747        6.62671        11.7357        8.37110        48.6827        1.47537        17.5725        3.88854     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN   1.64751        6.62696        11.7362        8.37172        48.7549        1.47544        17.6051        3.78214     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN   1.64755        6.62722        11.7368        8.37234        48.8280        1.47550        17.6381        3.67456     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN   1.64759        6.62748        11.7373        8.37296        48.9018        1.47556        17.6715        3.56580     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN   1.64763        6.62774        11.7379        8.37359        48.9765        1.47562        17.7052        3.45582     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN   1.64768        6.62800        11.7384        8.37421        49.0520        1.47568        17.7394        3.34463     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN   1.64772        6.62826        11.7390        8.37484        49.1283        1.47575        17.7739        3.23220     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN   1.64776        6.62852        11.7396        8.37548        49.2055        1.47581        17.8089        3.11851     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN   1.54426        6.74235        11.6961        8.42537        49.2413        1.48928        17.8523        3.00913     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN   1.54430        6.74262        11.6966        8.42601        49.3206        1.48934        17.8883        2.89225     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN   1.54435        6.74290        11.6972        8.42666        49.4009        1.48941        17.9247        2.77391     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   1.54439        6.74318        11.6978        8.42730        49.4821        1.48947        17.9616        2.65408     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN   1.57044        12.0807        6.31672        8.49799        49.5103        1.48972        18.0097        2.52441     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   1.57048        12.0813        6.31698        8.49864        49.5935        1.48979        18.0476        2.40168     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN   1.57053        12.0819        6.31725        8.49930        49.6778        1.48985        18.0859        2.27741     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   1.57055        12.0825        6.31754        8.49998        49.7631        1.48993        18.1248        2.15156     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.10767        11.4994        9.50508        49.0163        1.65990        18.3048        1.90686     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.10621        11.5041        9.53402        49.0784        1.65855        18.3476        1.77117     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.09620        11.5195        9.56300        49.1408        1.65707        18.3903        1.63311     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.06553        11.5545        9.59598        49.1931        1.65581        18.4291        1.50595     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.97843        11.6720        9.62423        49.2585        1.65227        18.4703        1.34425     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.93675        11.7309        9.65684        49.3167        1.64934        18.5115        1.19802     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7858        7.88927        9.68876        49.3798        1.64848        18.5555        1.05239     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.8316        7.84669        9.72123        49.4446        1.64827        18.6013       0.906366     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0899        7.57187        10.2197        48.9003        1.62492        18.6050       0.988256     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.8988        7.77915        9.85764        49.4866        1.63400        18.6973       0.646523     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.83150        11.8963        9.80873        49.5535        1.63291        18.7007       0.576328     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.80382        11.9553        9.94656        49.5405        1.63060        18.7651       0.358119     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.50360        12.2704        9.92816        49.7110        1.62607        18.8240       0.136740     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.76644        12.0102        9.98485        49.6965        1.62756        18.8548       0.596608E-001
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.3688        7.43225        9.99765        49.7221        1.61958        18.8596                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0773        7.57065        10.2597        49.5487        1.62508        18.9186                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.7086        7.12341        10.1532        49.5539        1.60114        18.8598                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55492        12.1637        10.0690        49.6934        1.63480        18.8842                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.6133        7.24837        10.1659        49.5262        1.60238        18.8439                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.6769        7.17255        10.2023        49.4997        1.60165        18.8469                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.9823        7.69972        10.1300        49.6623        1.63205        18.8937                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.09621        12.8317        10.3018        49.3607        1.58516        18.8244                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.8669        7.04591        10.3300        49.3412        1.58588        18.8301                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.9317        6.99898        10.3724        49.2909        1.58095        18.8250                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.9967        6.95193        10.4153        49.2402        1.57594        18.8199                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.0617        6.90470        10.4588        49.1891        1.57088        18.8149                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.9418        7.00133        10.4538        49.2066        1.57452        18.8220                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.9737        6.97878        10.4891        49.1679        1.57094        18.8196                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.0052        6.95882        10.5263        49.1262        1.56696        18.8166                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.0634        6.91471        10.5693        49.0773        1.56199        18.8132                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4171        6.65311        10.6835        48.9177        1.54243        18.7861                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2576        6.77429        10.6638        48.9582        1.54886        18.7973                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4517        6.60461        10.7305        48.8812        1.54117        18.7909                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2573        6.78030        10.7329        48.8879        1.54331        18.7983                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5765        6.53397        10.8246        48.7609        1.52912        18.7748                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.7290        6.43669        10.8981        48.6604        1.51567        18.7601                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.35461        13.8341        10.9509        48.5970        1.50833        18.7550                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6455        6.51800        10.9274        48.6357        1.51440        18.7590                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.7024        6.48590        10.9725        48.5699        1.51001        18.7593                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5088        6.65206        10.9301        48.6289        1.51556        18.7646                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.14073        14.1312        11.1295        48.3815        1.48420        18.7328                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.0164        6.20593        11.1280        48.4073        1.49183        18.7505                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.08008        14.2573        11.2288        48.2506        1.46847        18.7147                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.5085        5.85825        11.3152        48.1516        1.45558        18.7108                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.99466        14.3807        11.3137        48.1494        1.45593        18.7057                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.87038        14.5547        11.3889        48.0495        1.44341        18.6931                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.86181        14.5525        11.4139        48.0295        1.44483        18.6974                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.75125        14.7126        11.4786        47.9425        1.43080        18.6843                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.78731        14.7006        11.5075        47.9032        1.42438        18.6770                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.63969        14.9129        11.5972        47.7810        1.40909        18.6601                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9206        5.63660        11.6228        47.7552        1.40520        18.6596                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.0306        5.57189        11.6851        47.6698        1.39576        18.6468                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.1388        5.50421        11.7430        47.5925        1.38518        18.6363                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.44021        15.2387        11.7981        47.5203        1.37546        18.6273                 NaN
