|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.75/K22/K22_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1542.28        500.000        99.3037       0.696286       0.180053E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        500.000        99.3178       0.648358       0.338642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.27        500.000        99.2289       0.771057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.77        500.000        99.4927       0.507272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.27        500.000        99.2459       0.754063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.77        500.000        99.3342       0.665824       0.123620E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.27        500.000        99.3384       0.661609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        500.000        99.3420       0.657983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.26        500.000        99.3481       0.651887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        500.000        99.3585       0.600268       0.411900E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.26        500.000        99.3582       0.641774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.75        500.000        99.3638       0.636154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.25        500.000        99.3671       0.632861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.75        500.000        99.3708       0.629215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.25        500.000        99.3760       0.623966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.75        500.000        99.3824       0.617588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.24        500.000        99.3842       0.615776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        500.000        99.3901       0.609670       0.204712E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.24        500.000        99.3940       0.605964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        500.000        99.3969       0.603127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.23        500.000        99.4017       0.598346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.73        500.000        99.4063       0.593656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.23        500.000        99.4110       0.589027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.73        500.000        99.4123       0.587726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.23        500.000        99.3532       0.315146                 NaN            NaN  0.331656                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        500.000        99.2806       0.202037E-002            NaN            NaN  0.717356                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.22        500.000        99.2875       0.908386E-002            NaN            NaN  0.703397                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.72        500.000        99.2885       0.164947E-001            NaN            NaN  0.695033                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.22        500.000        99.2881                 NaN            NaN            NaN  0.711856                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.72        500.000        99.2839                 NaN            NaN            NaN  0.716062                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.21        500.000        99.2959       0.408837E-001            NaN            NaN  0.663211                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.71        500.000        99.2916                 NaN            NaN            NaN  0.708373                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.21        500.000        99.2911                 NaN            NaN            NaN  0.708920                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.71        500.000        99.2907                 NaN            NaN            NaN  0.709275                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.20        500.000        99.2931                 NaN            NaN            NaN  0.706910                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.70        500.000        99.2911                 NaN            NaN            NaN  0.708903                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.20        500.000        99.2868                 NaN            NaN            NaN  0.713231                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        500.000        99.2880                 NaN            NaN            NaN  0.711982                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.20        500.000        99.2852                 NaN            NaN            NaN  0.714818                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.69        500.000        99.2818                 NaN            NaN            NaN  0.718182                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.19        500.000        99.2736                 NaN            NaN            NaN  0.726419                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.69        500.000        99.0576       0.193609                 NaN            NaN  0.748765                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.19        500.000        98.6273                 NaN            NaN            NaN  0.603504       0.769193                 NaN            NaN            NaN            NaN            NaN
  1477.69        500.000        98.8370                 NaN            NaN            NaN  0.473463       0.689557                 NaN            NaN            NaN            NaN            NaN
  1476.18        500.000        98.8506                 NaN            NaN            NaN  0.682194       0.467191                 NaN            NaN            NaN            NaN            NaN
  1474.68        500.000        98.8623                 NaN            NaN            NaN  0.461567       0.676113                 NaN            NaN            NaN            NaN            NaN
  1473.18        500.000        98.8767                 NaN            NaN            NaN  0.455366       0.667943                 NaN            NaN            NaN            NaN            NaN
  1471.68        500.000        98.8888                 NaN            NaN            NaN  0.449900       0.661261                 NaN            NaN            NaN            NaN            NaN
  1470.17        500.000        98.9012                 NaN            NaN            NaN  0.444098       0.654723                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.9121                 NaN            NaN            NaN  0.648535       0.439391                 NaN            NaN            NaN            NaN            NaN
  1467.17        500.000        98.9262                 NaN            NaN            NaN  0.641608       0.432196                 NaN            NaN            NaN            NaN            NaN
  1465.67        500.000        98.9379                 NaN            NaN            NaN  0.427826       0.634238                 NaN            NaN            NaN            NaN            NaN
  1464.17        500.000        98.9465                 NaN            NaN            NaN  0.630273       0.423244                 NaN            NaN            NaN            NaN            NaN
  1462.66        500.000        98.9600                 NaN            NaN            NaN  0.416456       0.623577                 NaN            NaN            NaN            NaN            NaN
  1461.16        500.000        98.9729                 NaN            NaN            NaN  0.412389       0.614712                 NaN            NaN            NaN            NaN            NaN
  1459.66        500.000        98.9827                 NaN            NaN            NaN  0.610348       0.406906                 NaN            NaN            NaN            NaN            NaN
  1458.16        500.000        98.9922                 NaN            NaN            NaN  0.402384       0.605413                 NaN            NaN            NaN            NaN            NaN
  1456.66        500.000        99.0041                 NaN            NaN            NaN  0.397245       0.598677                 NaN            NaN            NaN            NaN            NaN
  1455.15        500.000        99.0141                 NaN            NaN            NaN  0.392668       0.593272                 NaN            NaN            NaN            NaN            NaN
  1453.65        500.000        99.0237                 NaN            NaN            NaN  0.388263       0.588025                 NaN            NaN            NaN            NaN            NaN
  1452.15        500.000        99.0333                 NaN            NaN            NaN  0.583310       0.383437                 NaN            NaN            NaN            NaN            NaN
  1450.65        500.000        99.0438                 NaN            NaN            NaN  0.378891       0.577289                 NaN            NaN            NaN            NaN            NaN
  1449.14        500.000        99.0528                 NaN            NaN            NaN  0.374585       0.572581                 NaN            NaN            NaN            NaN            NaN
  1447.64        500.000        99.1152                 NaN            NaN            NaN  0.536048       0.348708                 NaN            NaN            NaN            NaN            NaN
  1446.14        500.000        99.0179                 NaN            NaN            NaN  0.387214       0.594889                 NaN            NaN            NaN            NaN            NaN
  1444.64        500.000        99.0818                 NaN            NaN            NaN  0.361280       0.556930                 NaN            NaN            NaN            NaN            NaN
  1443.14        500.000        98.2535                 NaN            NaN            NaN  0.682930       0.723165                 NaN  0.340387                 NaN            NaN            NaN
  1441.63        500.000        97.0478                 NaN            NaN            NaN   1.25063       0.860765                 NaN  0.840766                 NaN            NaN            NaN
  1440.13        500.000        97.1271                 NaN            NaN            NaN  0.837576        1.21630                 NaN  0.819072                 NaN            NaN            NaN
  1438.63        500.000        97.2008                 NaN            NaN            NaN  0.816382        1.18441                 NaN  0.798383                 NaN            NaN            NaN
  1437.13        500.000        97.2774                 NaN            NaN            NaN  0.794588        1.15086                 NaN  0.777119                 NaN            NaN            NaN
  1435.63        500.000        97.3408                 NaN            NaN            NaN  0.776855        1.12298                 NaN  0.759410                 NaN            NaN            NaN
  1434.12        500.000        97.4111                 NaN            NaN            NaN  0.756142        1.09282                 NaN  0.739977                 NaN            NaN            NaN
  1432.62        500.000        97.4733                 NaN            NaN            NaN   1.06596       0.738053                 NaN  0.722710                 NaN            NaN            NaN
  1431.12        500.000        97.5324                 NaN            NaN            NaN  0.721038        1.04040                 NaN  0.706191                 NaN            NaN            NaN
  1429.62        500.000        97.5928                 NaN            NaN            NaN   1.01455       0.703526                 NaN  0.689114                 NaN            NaN            NaN
  1428.11        500.000        97.6482                 NaN            NaN            NaN  0.990657       0.687478                 NaN  0.673674                 NaN            NaN            NaN
  1426.61        500.000        97.7017                 NaN            NaN            NaN  0.671807       0.967794                 NaN  0.658653                 NaN            NaN            NaN
  1425.11        500.000        97.7523                 NaN            NaN            NaN  0.657676       0.945731                 NaN  0.644332                 NaN            NaN            NaN
  1423.61        500.000        97.8039                 NaN            NaN            NaN  0.641573       0.924524                 NaN  0.630048                 NaN            NaN            NaN
  1422.11        500.000        97.8513                 NaN            NaN            NaN  0.628155       0.903992                 NaN  0.616507                 NaN            NaN            NaN
  1420.60        500.000        97.8907                 NaN            NaN            NaN  0.616790       0.887230                 NaN  0.605329                 NaN            NaN            NaN
  1419.10        500.000        97.9452                 NaN            NaN            NaN  0.864584       0.600478                 NaN  0.589787                 NaN            NaN            NaN
  1417.60        500.000        97.9833                 NaN            NaN            NaN  0.589386       0.848205                 NaN  0.579155                 NaN            NaN            NaN
  1416.10        500.000        98.0269                 NaN            NaN            NaN  0.830009       0.576253                 NaN  0.566867                 NaN            NaN            NaN
  1414.59        500.000        98.0657                 NaN            NaN            NaN  0.813407       0.564870                 NaN  0.556050                 NaN            NaN            NaN
  1413.09        500.000        98.1049                 NaN            NaN            NaN  0.553642       0.796727                 NaN  0.544773                 NaN            NaN            NaN
  1411.59        500.000        98.1404                 NaN            NaN            NaN  0.782034       0.542755                 NaN  0.534769                 NaN            NaN            NaN
  1410.09        500.000        98.1780                 NaN            NaN            NaN  0.766168       0.531875                 NaN  0.523986                 NaN            NaN            NaN
  1408.59        500.000        98.2099                 NaN            NaN            NaN  0.522202       0.753031                 NaN  0.514876                 NaN            NaN            NaN
  1407.08        500.000        98.2457                 NaN            NaN            NaN  0.511527       0.738048                 NaN  0.504740                 NaN            NaN            NaN
  1405.58        500.000        98.2777                 NaN            NaN            NaN  0.502184       0.724551                 NaN  0.495548                 NaN            NaN            NaN
  1404.08        500.000        98.3090                 NaN            NaN            NaN  0.492167       0.712187                 NaN  0.486681                 NaN            NaN            NaN
  1402.58        500.000        98.3403                 NaN            NaN            NaN  0.698627       0.483431                 NaN  0.477607                 NaN            NaN            NaN
  1401.08        500.000        98.3713                 NaN            NaN            NaN  0.685802       0.474135                 NaN  0.468770                 NaN            NaN            NaN
  1399.57        500.000        98.3999                 NaN            NaN            NaN  0.465344       0.674100                 NaN  0.460639                 NaN            NaN            NaN
  1398.07        500.000        98.4264                 NaN            NaN            NaN  0.457480       0.663247                 NaN  0.452825                 NaN            NaN            NaN
  1396.57        500.000        98.4549                 NaN            NaN            NaN  0.449312       0.651125                 NaN  0.444652                 NaN            NaN            NaN
  1395.07        500.000        98.4809                 NaN            NaN            NaN  0.441011       0.640888                 NaN  0.437175                 NaN            NaN            NaN
  1393.56        500.000        98.5071                 NaN            NaN            NaN  0.432905       0.630350                 NaN  0.429637                 NaN            NaN            NaN
  1392.06        500.000        98.5322                 NaN            NaN            NaN  0.620405       0.424975                 NaN  0.422465                 NaN            NaN            NaN
  1390.56        500.000        98.5557                 NaN            NaN            NaN  0.610520       0.418218                 NaN  0.415584                 NaN            NaN            NaN
  1389.06        500.000        98.5802                 NaN            NaN            NaN  0.600620       0.410703                 NaN  0.408510                 NaN            NaN            NaN
  1387.56        500.000        98.6037                 NaN            NaN            NaN  0.403346       0.591260                 NaN  0.401723                 NaN            NaN            NaN
  1386.05        500.000        98.6255                 NaN            NaN            NaN  0.396724       0.582443                 NaN  0.395372                 NaN            NaN            NaN
  1384.55        500.000        98.6469                 NaN            NaN            NaN  0.573668       0.390288                 NaN  0.389144                 NaN            NaN            NaN
  1383.05        500.000        98.6680                 NaN            NaN            NaN  0.383723       0.565307                 NaN  0.382936                 NaN            NaN            NaN
  1381.55        500.000        98.6886                 NaN            NaN            NaN  0.377304       0.557168                 NaN  0.376934                 NaN            NaN            NaN
  1380.05        500.000        98.7091                 NaN            NaN            NaN  0.548874       0.371009                 NaN  0.370977                 NaN            NaN            NaN
  1378.54        500.000        98.7275                 NaN            NaN            NaN  0.541719       0.365077                 NaN  0.365680                 NaN            NaN            NaN
  1377.04        500.000        98.7480                 NaN            NaN            NaN  0.533287       0.359099                 NaN  0.359651                 NaN            NaN            NaN
  1375.54        500.000        98.7668                 NaN            NaN            NaN  0.526211       0.352826                 NaN  0.354123                 NaN            NaN            NaN
  1374.04        500.000        98.7855                 NaN            NaN            NaN  0.518673       0.347149                 NaN  0.348685                 NaN            NaN            NaN
  1372.53        500.000        98.8008                 NaN            NaN            NaN  0.342066       0.512749                 NaN  0.344355                 NaN            NaN            NaN
  1371.03        500.000        98.8225                 NaN            NaN            NaN  0.504076       0.335646                 NaN  0.337759                 NaN            NaN            NaN
  1369.53        500.000        98.8372                 NaN            NaN            NaN  0.331047       0.498269                 NaN  0.333438                 NaN            NaN            NaN
  1368.03        500.000        98.8530                 NaN            NaN            NaN  0.325768       0.492414                 NaN  0.328820                 NaN            NaN            NaN
  1366.53        500.000        98.8699                 NaN            NaN            NaN  0.320645       0.485618                 NaN  0.323831                 NaN            NaN            NaN
  1365.02        500.000        98.8857                 NaN            NaN            NaN  0.479400       0.315718                 NaN  0.319175                 NaN            NaN            NaN
  1363.52        500.000        98.9006                 NaN            NaN            NaN  0.311026       0.473597                 NaN  0.314770                 NaN            NaN            NaN
  1362.02        500.000        98.9156                 NaN            NaN            NaN  0.467988       0.306071                 NaN  0.310296                 NaN            NaN            NaN
  1360.52        500.000        98.9301                 NaN            NaN            NaN  0.301866       0.461992                 NaN  0.306061                 NaN            NaN            NaN
  1359.02        500.000        98.9458                 NaN            NaN            NaN  0.456285       0.296573                 NaN  0.301391                 NaN            NaN            NaN
  1357.51        500.000        98.9596                 NaN            NaN            NaN  0.291696       0.451342                 NaN  0.297387                 NaN            NaN            NaN
  1356.01        500.000        98.9729                 NaN            NaN            NaN  0.446098       0.287570                 NaN  0.293465                 NaN            NaN            NaN
  1354.51        500.000        98.9879                 NaN            NaN            NaN  0.439903       0.283184                 NaN  0.289032                 NaN            NaN            NaN
  1353.01        500.000        99.0008                 NaN            NaN            NaN  0.435208       0.278860                 NaN  0.285098                 NaN            NaN            NaN
  1351.50        500.000        99.0129                 NaN            NaN            NaN  0.430821       0.274783                 NaN  0.281514                 NaN            NaN            NaN
  1350.00        500.000        99.0257                 NaN            NaN            NaN  0.270520       0.426013                 NaN  0.277729                 NaN            NaN            NaN
  1348.50        500.000        99.0383                 NaN            NaN            NaN  0.421050       0.266653                 NaN  0.273979                 NaN            NaN            NaN
  1347.00        500.000        99.0506                 NaN            NaN            NaN  0.416581       0.262514                 NaN  0.270333                 NaN            NaN            NaN
  1345.50        500.000        99.0625                 NaN            NaN            NaN  0.412220       0.258475                 NaN  0.266815                 NaN            NaN            NaN
  1343.99        500.000        99.0741                 NaN            NaN            NaN  0.407871       0.254758                 NaN  0.263285                 NaN            NaN            NaN
  1342.49        500.000        99.0828                 NaN            NaN            NaN  0.252015       0.404580                 NaN  0.260612                 NaN            NaN            NaN
  1340.99        500.000        99.0976                 NaN            NaN            NaN  0.246965       0.399159                 NaN  0.256262                 NaN            NaN            NaN
  1339.49        500.000        99.1078                 NaN            NaN            NaN  0.243786       0.395183                 NaN  0.253195                 NaN            NaN            NaN
  1337.98        500.000        99.1183                 NaN            NaN            NaN  0.240299       0.391299                 NaN  0.250128                 NaN            NaN            NaN
  1336.48        500.000        99.1302                 NaN            NaN            NaN  0.386970       0.236207                 NaN  0.246671                 NaN            NaN            NaN
  1334.98        500.000        99.1385                 NaN            NaN            NaN  0.233323       0.384103                 NaN  0.244031                 NaN            NaN            NaN
  1333.48        500.000        99.1511                 NaN            NaN            NaN  0.229585       0.378994                 NaN  0.240312                 NaN            NaN            NaN
  1331.98        500.000        99.1559                 NaN            NaN            NaN  0.227141       0.378127                 NaN  0.238834                 NaN            NaN            NaN
  1330.47        500.000        99.1729                 NaN            NaN            NaN  0.222400       0.370974                 NaN  0.233684                 NaN            NaN            NaN
  1328.97        500.000        99.1794                 NaN            NaN            NaN  0.369065       0.219632                 NaN  0.231916                 NaN            NaN            NaN
  1327.47        500.000        99.1895                 NaN            NaN            NaN  0.365334       0.216399                 NaN  0.228799                 NaN            NaN            NaN
  1325.97        500.000        99.1981                 NaN            NaN            NaN  0.362423       0.213264                 NaN  0.226234                 NaN            NaN            NaN
  1324.47        500.000        99.2075                 NaN            NaN            NaN  0.358813       0.210182                 NaN  0.223492                 NaN            NaN            NaN
  1322.96        500.000        99.2160                 NaN            NaN            NaN  0.206856       0.356253                 NaN  0.220849                 NaN            NaN            NaN
  1321.46        500.000        99.2253                 NaN            NaN            NaN  0.352563       0.204055                 NaN  0.218060                 NaN            NaN            NaN
  1319.96        500.000        99.2340                 NaN            NaN            NaN  0.200977       0.349465                 NaN  0.215518                 NaN            NaN            NaN
  1318.46        500.000        99.2410                 NaN            NaN            NaN  0.198516       0.347151                 NaN  0.213344                 NaN            NaN            NaN
  1316.95        500.000        99.2509                 NaN            NaN            NaN  0.194945       0.343764                 NaN  0.210353                 NaN            NaN            NaN
  1315.45        500.000        99.2587                 NaN            NaN            NaN  0.341062       0.192170                 NaN  0.208086                 NaN            NaN            NaN
  1313.95        500.000        99.1827                 NaN            NaN            NaN  0.207080       0.364496                 NaN  0.245765                 NaN            NaN            NaN
  1312.45        500.000        99.4225                 NaN            NaN            NaN  0.272877       0.127101                 NaN  0.177509                 NaN            NaN            NaN
  1310.95        500.000        99.3190                 NaN            NaN            NaN  0.265537       0.214325                 NaN  0.201180                 NaN            NaN            NaN
  1309.44        500.000        99.4100                 NaN            NaN            NaN  0.331950       0.803991E-001            NaN  0.177642                 NaN            NaN            NaN
  1307.94        500.000        99.0116                 NaN            NaN            NaN  0.123350       0.625767                 NaN  0.239332                 NaN            NaN            NaN
  1306.44        500.000        99.2763                 NaN            NaN            NaN  0.508858                 NaN            NaN  0.214882                 NaN            NaN            NaN
  1304.94        500.000        99.4273                 NaN            NaN            NaN  0.369777       0.742563E-001            NaN  0.128684                 NaN            NaN            NaN
  1303.44        500.000        99.3192                 NaN            NaN            NaN  0.320297       0.170562                 NaN  0.189944                 NaN            NaN            NaN
  1301.93        500.000        99.2969                 NaN            NaN            NaN  0.460732                 NaN            NaN  0.242322                 NaN            NaN            NaN
  1300.43        500.000        99.3485                 NaN            NaN            NaN  0.456498                 NaN            NaN  0.195028                 NaN            NaN            NaN
  1298.93        500.000        99.3587                 NaN            NaN            NaN  0.594161E-004  0.520088                 NaN  0.121179                 NaN            NaN            NaN
  1297.43        500.000        99.3586                 NaN            NaN            NaN  0.281112       0.185709                 NaN  0.174608                 NaN            NaN            NaN
  1295.92        500.000        99.3531                 NaN            NaN            NaN  0.157748       0.309329                 NaN  0.179841                 NaN            NaN            NaN
  1294.42        500.000        99.3599                 NaN            NaN            NaN  0.306954       0.155367                 NaN  0.177751                 NaN            NaN            NaN
  1292.92        500.000        99.3667                 NaN            NaN            NaN  0.152534       0.304889                 NaN  0.175882                 NaN            NaN            NaN
  1291.42        500.000        99.3729                 NaN            NaN            NaN  0.150625       0.302582                 NaN  0.173885                 NaN            NaN            NaN
  1289.92        500.000        99.3787                 NaN            NaN            NaN  0.301089       0.148024                 NaN  0.172144                 NaN            NaN            NaN
  1288.41        500.000        99.3848                 NaN            NaN            NaN  0.299133       0.145694                 NaN  0.170360                 NaN            NaN            NaN
  1286.91        500.000        99.3913                 NaN            NaN            NaN  0.297031       0.143175                 NaN  0.168490                 NaN            NaN            NaN
  1285.41        500.000        99.3971                 NaN            NaN            NaN  0.294980       0.141191                 NaN  0.166697                 NaN            NaN            NaN
  1283.91        500.000        99.3904                 NaN            NaN            NaN  0.143121       0.297042                 NaN  0.169418                 NaN            NaN            NaN
  1282.41        500.000        99.4222                 NaN            NaN            NaN  0.288982       0.130083                 NaN  0.158781                 NaN            NaN            NaN
  1280.90        500.000        99.4150                 NaN            NaN            NaN  0.289678       0.133876                 NaN  0.161440                 NaN            NaN            NaN
  1279.40        500.000        99.4201                 NaN            NaN            NaN  0.131354       0.288553                 NaN  0.159984                 NaN            NaN            NaN
  1277.90        500.000        99.4262                 NaN            NaN            NaN  0.129337       0.286452                 NaN  0.158045                 NaN            NaN            NaN
  1276.40        500.000        99.4318                 NaN            NaN            NaN  0.284850       0.126844                 NaN  0.156483                 NaN            NaN            NaN
  1274.89        500.000        99.4375                 NaN            NaN            NaN  0.124610       0.283059                 NaN  0.154790                 NaN            NaN            NaN
  1273.39        500.000        98.9364                 NaN            NaN            NaN  0.166469       0.367510                 NaN  0.205183       0.324462                 NaN            NaN
  1271.89        500.000        88.6051                 NaN            NaN            NaN   1.13741        2.06020                 NaN   1.28814        6.90912                 NaN            NaN
  1270.39        500.000        89.9134                 NaN            NaN            NaN   1.01425        1.80575                 NaN   1.13515        6.13147                 NaN            NaN
  1268.89        500.000        91.5241                 NaN            NaN            NaN   1.52820       0.842673                 NaN  0.950562        5.15444                 NaN            NaN
  1267.38        500.000        92.5830                 NaN            NaN            NaN   1.34937       0.725575                 NaN  0.829432        4.51262                 NaN            NaN
  1265.88        500.000        93.3830                 NaN            NaN            NaN   1.21590       0.634961                 NaN  0.738645        4.02744                 NaN            NaN
  1264.38        500.000        93.9967                 NaN            NaN            NaN  0.562339        1.11692                 NaN  0.669460        3.65457                 NaN            NaN
  1262.88        500.000        94.5231                 NaN            NaN            NaN  0.499498        1.03322                 NaN  0.610590        3.33359                 NaN            NaN
  1261.38        500.000        94.9623                 NaN            NaN            NaN  0.966030       0.444920                 NaN  0.562003        3.06474                 NaN            NaN
  1259.87        500.000        94.2713                 NaN            NaN            NaN   1.55697                 NaN            NaN  0.680547        3.49115                 NaN            NaN
  1258.37        500.000        96.5977                 NaN            NaN            NaN   1.00129                 NaN            NaN  0.344940        2.05603                 NaN            NaN
