|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/ALH/ALH_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        ne             lc            
  1521.69        2500.00                 NaN   99.0915                 NaN  0.153957E-001  0.893079                 NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        2500.00                 NaN   99.3186                 NaN            NaN  0.681351                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.86        2500.00                 NaN   99.3025                 NaN            NaN  0.697493                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.45        2500.00                 NaN   99.7061                 NaN            NaN  0.293943                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00                 NaN   98.9411                 NaN  0.145978E-001   1.04426                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        2500.00                 NaN   99.3153                 NaN            NaN  0.684670                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.20        2500.00                 NaN   99.2350                 NaN            NaN  0.765035                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.79        2500.00       0.907188E-003   99.3901                 NaN            NaN  0.609009                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.38        2500.00       0.693971E-002   99.2974                 NaN            NaN  0.695668                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.96        2500.00       0.690181E-002   99.2942                 NaN            NaN  0.698867                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.55        2500.00       0.802648E-002   99.1654                 NaN            NaN  0.826593                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.13        2500.00       0.554439E-002   99.4127                 NaN            NaN  0.581760                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        2500.00       0.669092E-002   99.2808                 NaN            NaN  0.712538                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.31        2500.00       0.658764E-002   99.2771                 NaN            NaN  0.716326                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.89        2500.00       0.654757E-002   99.2719                 NaN            NaN  0.721554                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.48        2500.00       0.643156E-002   99.2622                 NaN            NaN  0.731335                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.07        2500.00       0.636453E-002   99.2523                 NaN            NaN  0.741353                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.65        2500.00       0.533585E-002   99.1217                 NaN            NaN  0.257783       0.615214                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00       0.357386E-002   98.9159                 NaN            NaN  0.702472       0.378025                 NaN            NaN            NaN            NaN            NaN
  1494.82        2500.00       0.205114E-002   99.3604                 NaN            NaN  0.414386       0.223153                 NaN            NaN            NaN            NaN            NaN
  1493.41        2500.00       0.477480E-002   98.4979                 NaN            NaN  0.525385       0.971926                 NaN            NaN            NaN            NaN            NaN
  1492.00        2500.00       0.325435E-002   98.9445                 NaN            NaN  0.682487       0.369712                 NaN            NaN            NaN            NaN            NaN
  1490.58        2500.00       0.320356E-002   98.9488                 NaN            NaN  0.679422       0.368606                 NaN            NaN            NaN            NaN            NaN
  1489.17        2500.00       0.305947E-002   98.9651                 NaN            NaN  0.668526       0.363283                 NaN            NaN            NaN            NaN            NaN
  1487.76        2500.00       0.295138E-002   98.9705                 NaN            NaN  0.664442       0.362136                 NaN            NaN            NaN            NaN            NaN
  1486.34        2500.00       0.286609E-002   98.9775                 NaN            NaN  0.360320       0.659307                 NaN            NaN            NaN            NaN            NaN
  1484.93        2500.00       0.276579E-002   98.9882                 NaN            NaN  0.356474       0.652553                 NaN            NaN            NaN            NaN            NaN
  1483.51        2500.00       0.145991E-002   99.4481                 NaN            NaN  0.193640       0.356806                 NaN            NaN            NaN            NaN            NaN
  1482.10        2500.00       0.382321E-002   98.5494                 NaN            NaN  0.933750       0.513045                 NaN            NaN            NaN            NaN            NaN
  1480.69        2500.00       0.251803E-002   99.0108                 NaN            NaN  0.350215       0.636456                 NaN            NaN            NaN            NaN            NaN
  1479.27        2500.00       0.241551E-002   99.0191                 NaN            NaN  0.630622       0.347900                 NaN            NaN            NaN            NaN            NaN
  1477.86        2500.00       0.233559E-002   99.0261                 NaN            NaN  0.345471       0.626127                 NaN            NaN            NaN            NaN            NaN
  1476.45        2500.00       0.225252E-002   99.0339                 NaN            NaN  0.620660       0.343236                 NaN            NaN            NaN            NaN            NaN
  1475.03        2500.00       0.219891E-002   99.0413                 NaN            NaN  0.613771       0.342775                 NaN            NaN            NaN            NaN            NaN
  1473.62        2500.00       0.209324E-002   99.0481                 NaN            NaN  0.611372       0.338430                 NaN            NaN            NaN            NaN            NaN
  1472.20        2500.00       0.202734E-002   99.0549                 NaN            NaN  0.606667       0.336435                 NaN            NaN            NaN            NaN            NaN
  1470.79        2500.00       0.194272E-002   99.0618                 NaN            NaN  0.334427       0.601797                 NaN            NaN            NaN            NaN            NaN
  1469.38        2500.00       0.188488E-002   99.0691                 NaN            NaN  0.332825       0.596148                 NaN            NaN            NaN            NaN            NaN
  1467.96        2500.00       0.179185E-002   99.0757                 NaN            NaN  0.329624       0.592891                 NaN            NaN            NaN            NaN            NaN
  1466.55        2500.00       0.104637E-002   99.4796                 NaN            NaN  0.334789       0.184573                 NaN            NaN            NaN            NaN            NaN
  1465.14        2500.00       0.244824E-002   98.6869                 NaN            NaN  0.470621       0.840026                 NaN            NaN            NaN            NaN            NaN
  1463.72        2500.00       0.159188E-002   99.0949                 NaN            NaN  0.579899       0.323627                 NaN            NaN            NaN            NaN            NaN
  1462.31        2500.00       0.153854E-002   99.0996                 NaN            NaN  0.321823       0.577076                 NaN            NaN            NaN            NaN            NaN
  1460.89        2500.00       0.147412E-002   99.1064                 NaN            NaN  0.319555       0.572581                 NaN            NaN            NaN            NaN            NaN
  1459.48        2500.00       0.141802E-002   99.1120                 NaN            NaN  0.317461       0.569147                 NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.136380E-002   99.1169                 NaN            NaN  0.316549       0.565171                 NaN            NaN            NaN            NaN            NaN
  1456.65        2500.00       0.128164E-002   99.1242                 NaN            NaN  0.560658       0.313876                 NaN            NaN            NaN            NaN            NaN
  1455.24        2500.00       0.123238E-002   99.1283                 NaN            NaN  0.311976       0.558516                 NaN            NaN            NaN            NaN            NaN
  1453.82        2500.00       0.116237E-002   99.1341                 NaN            NaN  0.310135       0.554597                 NaN            NaN            NaN            NaN            NaN
  1452.41        2500.00       0.114199E-002   99.1367                 NaN            NaN  0.308627       0.553515                 NaN            NaN            NaN            NaN            NaN
  1451.00        2500.00       0.102083E-002   99.1459                 NaN            NaN  0.306229       0.546821                 NaN            NaN            NaN            NaN            NaN
  1449.58        2500.00       0.100769E-002   99.1509                 NaN            NaN  0.543701       0.304409                 NaN            NaN            NaN            NaN            NaN
  1448.17        2500.00       0.927958E-003   99.1543                 NaN            NaN  0.302471       0.542331                 NaN            NaN            NaN            NaN            NaN
  1446.76        2500.00       0.903264E-003   99.1596                 NaN            NaN  0.301012       0.538436                 NaN            NaN            NaN            NaN            NaN
  1445.34        2500.00       0.862485E-003   99.1636                 NaN            NaN  0.536208       0.299327                 NaN            NaN            NaN            NaN            NaN
  1443.93        2500.00       0.830972E-003   99.1685                 NaN            NaN  0.297749       0.532936                 NaN            NaN            NaN            NaN            NaN
  1442.51        2500.00       0.762234E-003   99.1727                 NaN            NaN  0.295888       0.530614                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00       0.723763E-003   99.1767                 NaN            NaN  0.294452       0.528132                 NaN            NaN            NaN            NaN            NaN
  1439.69        2500.00       0.696670E-003   99.1812                 NaN            NaN  0.525329       0.292758                 NaN            NaN            NaN            NaN            NaN
  1438.27        2500.00       0.636022E-003   99.1859                 NaN            NaN  0.290725       0.522709                 NaN            NaN            NaN            NaN            NaN
  1436.86        2500.00       0.616569E-003   99.1865                 NaN            NaN  0.289556       0.523326                 NaN            NaN            NaN            NaN            NaN
  1435.45        2500.00       0.588754E-003   99.1944                 NaN            NaN  0.517588       0.287465                 NaN            NaN            NaN            NaN            NaN
  1434.03        2500.00       0.519220E-003   99.1978                 NaN            NaN  0.285858       0.515867                 NaN            NaN            NaN            NaN            NaN
  1432.62        2500.00       0.491292E-003   99.2005                 NaN            NaN  0.284388       0.514648                 NaN            NaN            NaN            NaN            NaN
  1431.20        2500.00       0.456725E-003   99.2050                 NaN            NaN  0.511939       0.282623                 NaN            NaN            NaN            NaN            NaN
  1429.79        2500.00                 NaN   98.3350                 NaN            NaN  0.567825       0.682014       0.415178                 NaN            NaN            NaN            NaN
  1428.38        2500.00                 NaN   98.1497                 NaN            NaN  0.573780       0.768780       0.507690                 NaN            NaN            NaN            NaN
  1426.96        2500.00                 NaN   98.1798                 NaN            NaN  0.564237       0.756862       0.499067                 NaN            NaN            NaN            NaN
  1425.55        2500.00                 NaN   98.2069                 NaN            NaN  0.556010       0.745948       0.491093                 NaN            NaN            NaN            NaN
  1424.14        2500.00                 NaN   98.2342                 NaN            NaN  0.547517       0.735300       0.482968                 NaN            NaN            NaN            NaN
  1422.72        2500.00                 NaN   98.2507                 NaN            NaN  0.543310       0.727689       0.478334                 NaN            NaN            NaN            NaN
  1421.31        2500.00                 NaN   98.2886       0.132299E-001            NaN  0.693604       0.535588       0.469024                 NaN            NaN            NaN            NaN
  1419.89        2500.00                 NaN   98.2480       0.262758                 NaN  0.327705       0.636406       0.525128                 NaN            NaN            NaN            NaN
  1418.48        2500.00                 NaN   98.2689       0.262888                 NaN  0.633237       0.315858       0.519081                 NaN            NaN            NaN            NaN
  1417.07        2500.00                 NaN   98.2993       0.261102                 NaN  0.623468       0.306462       0.509625                 NaN            NaN            NaN            NaN
  1415.65        2500.00                 NaN   98.3164       0.261799                 NaN  0.620009       0.296963       0.504813                 NaN            NaN            NaN            NaN
  1414.24        2500.00                 NaN   98.3461       0.259371                 NaN  0.286217       0.612740       0.495566                 NaN            NaN            NaN            NaN
  1412.83        2500.00                 NaN   98.3146       0.262370                 NaN  0.631837       0.284190       0.506985                 NaN            NaN            NaN            NaN
  1411.41        2500.00                 NaN   98.4361       0.256452                 NaN  0.583391       0.256439       0.467598                 NaN            NaN            NaN            NaN
  1410.00        2500.00                 NaN   98.4097       0.258204                 NaN  0.596819       0.258448       0.476861                 NaN            NaN            NaN            NaN
  1408.58        2500.00                 NaN   98.4305       0.257493                 NaN  0.249245       0.592236       0.470493                 NaN            NaN            NaN            NaN
  1407.17        2500.00                 NaN   98.4516       0.256791                 NaN  0.587069       0.240343       0.464237                 NaN            NaN            NaN            NaN
  1405.76        2500.00                 NaN   98.4712       0.256009                 NaN  0.231830       0.582753       0.458208                 NaN            NaN            NaN            NaN
  1404.34        2500.00                 NaN   98.4870       0.255349                 NaN  0.578481       0.225555       0.453615                 NaN            NaN            NaN            NaN
  1402.93        2500.00                 NaN   98.5141       0.254740                 NaN  0.571862       0.213715       0.445570                 NaN            NaN            NaN            NaN
  1401.51        2500.00                 NaN   98.5289       0.253767                 NaN  0.569669       0.206984       0.440725                 NaN            NaN            NaN            NaN
  1400.10        2500.00                 NaN   98.5454       0.253101                 NaN  0.566386       0.199455       0.435694                 NaN            NaN            NaN            NaN
  1398.69        2500.00                 NaN   98.5625       0.252436                 NaN  0.562486       0.192238       0.430381                 NaN            NaN            NaN            NaN
  1397.27        2500.00                 NaN   98.5787       0.251884                 NaN  0.184624       0.559321       0.425491                 NaN            NaN            NaN            NaN
  1395.86        2500.00                 NaN   98.5972       0.250417                 NaN  0.177424       0.555311       0.419667                 NaN            NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.6123       0.250460                 NaN  0.169852       0.552054       0.415290                 NaN            NaN            NaN            NaN
  1393.03        2500.00                 NaN   98.6302       0.248356                 NaN  0.548092       0.164103       0.409289                 NaN            NaN            NaN            NaN
  1391.62        2500.00                 NaN   98.6418       0.248431                 NaN  0.157013       0.546707       0.406097                 NaN            NaN            NaN            NaN
  1390.20        2500.00                 NaN   98.6634       0.246332                 NaN  0.540505       0.150708       0.399015                 NaN            NaN            NaN            NaN
  1388.79        2500.00                 NaN   98.6732       0.246208                 NaN  0.539830       0.144878       0.395928                 NaN            NaN            NaN            NaN
  1387.38        2500.00                 NaN   98.6914       0.244635                 NaN  0.535407       0.138124       0.390472                 NaN            NaN            NaN            NaN
  1385.96        2500.00                 NaN   98.7036       0.243949                 NaN  0.534057       0.131841       0.386603                 NaN            NaN            NaN            NaN
  1384.55        2500.00                 NaN   98.7189       0.241876                 NaN  0.530919       0.126683       0.381592                 NaN            NaN            NaN            NaN
  1383.14        2500.00                 NaN   98.7313       0.241902                 NaN  0.529278       0.119757       0.377751                 NaN            NaN            NaN            NaN
  1381.72        2500.00                 NaN   98.7440       0.240567                 NaN  0.114600       0.527093       0.373739                 NaN            NaN            NaN            NaN
  1380.31        2500.00                 NaN   98.7583       0.238262                 NaN  0.523531       0.111130       0.368822                 NaN            NaN            NaN            NaN
  1378.89        2500.00                 NaN   98.7686       0.237858                 NaN  0.105655       0.522075       0.365780                 NaN            NaN            NaN            NaN
  1377.48        2500.00                 NaN   98.7843       0.235631                 NaN  0.998499E-001  0.519586       0.360666                 NaN            NaN            NaN            NaN
  1376.07        2500.00                 NaN   98.7920       0.235730                 NaN  0.947161E-001  0.519543       0.357982                 NaN            NaN            NaN            NaN
  1374.65        2500.00                 NaN   98.8097       0.231601                 NaN  0.513957       0.927244E-001  0.352065                 NaN            NaN            NaN            NaN
  1373.24        2500.00                 NaN   98.8197       0.231397                 NaN  0.513610       0.862426E-001  0.349018                 NaN            NaN            NaN            NaN
  1371.83        2500.00                 NaN   98.8302       0.229724                 NaN  0.512372       0.822253E-001  0.345463                 NaN            NaN            NaN            NaN
  1370.41        2500.00                 NaN   98.8420       0.228366                 NaN  0.510111       0.778757E-001  0.341649                 NaN            NaN            NaN            NaN
  1369.00        2500.00                 NaN   98.8540       0.226586                 NaN  0.508236       0.734920E-001  0.337716                 NaN            NaN            NaN            NaN
  1367.58        2500.00                 NaN   98.8647       0.223697                 NaN  0.504654       0.728913E-001  0.334074                 NaN            NaN            NaN            NaN
  1366.17        2500.00                 NaN   98.8749       0.222407                 NaN  0.506712       0.656230E-001  0.330334                 NaN            NaN            NaN            NaN
  1364.76        2500.00                 NaN   98.8839       0.220682                 NaN  0.504023       0.638824E-001  0.327469                 NaN            NaN            NaN            NaN
  1363.34        2500.00                 NaN   98.8844       0.216433                 NaN  0.499895       0.724894E-001  0.326738                 NaN            NaN            NaN            NaN
  1361.93        2500.00                 NaN   98.9122       0.219291                 NaN  0.510442       0.400179E-001  0.318049                 NaN            NaN            NaN            NaN
  1360.52        2500.00                 NaN   98.9161       0.212371                 NaN  0.571344E-001  0.498425       0.315944                 NaN            NaN            NaN            NaN
  1359.10        2500.00                 NaN   98.9235       0.211529                 NaN  0.500102       0.512656E-001  0.313645                 NaN            NaN            NaN            NaN
  1357.69        2500.00                 NaN   98.9331       0.209178                 NaN  0.483480E-001  0.499111       0.310311                 NaN            NaN            NaN            NaN
  1356.27        2500.00                 NaN   98.9414       0.206651                 NaN  0.498804       0.459135E-001  0.307223                 NaN            NaN            NaN            NaN
  1354.86        2500.00                 NaN   98.9484       0.203884                 NaN  0.444029E-001  0.498903       0.304384                 NaN            NaN            NaN            NaN
  1353.45        2500.00                 NaN   98.9598       0.201742                 NaN  0.495078       0.425574E-001  0.300849                 NaN            NaN            NaN            NaN
  1352.03        2500.00                 NaN   98.9668       0.199382                 NaN  0.499568       0.361598E-001  0.298079                 NaN            NaN            NaN            NaN
  1350.62        2500.00                 NaN   98.9754       0.195476                 NaN  0.354996E-001  0.499034       0.294621                 NaN            NaN            NaN            NaN
  1349.20        2500.00                 NaN   98.9836       0.193291                 NaN  0.339417E-001  0.497206       0.291914                 NaN            NaN            NaN            NaN
  1347.79        2500.00                 NaN   98.9916       0.190381                 NaN  0.497233       0.317947E-001  0.288942                 NaN            NaN            NaN            NaN
  1346.38        2500.00                 NaN   98.9990       0.187167                 NaN  0.496851       0.308162E-001  0.286211                 NaN            NaN            NaN            NaN
  1344.96        2500.00                 NaN   99.0052       0.183780                 NaN  0.497383       0.300536E-001  0.283634                 NaN            NaN            NaN            NaN
  1343.55        2500.00                 NaN   99.0117       0.183319                 NaN  0.494517       0.284214E-001  0.282079                 NaN            NaN            NaN            NaN
  1342.14        2500.00                 NaN   99.0238       0.175370                 NaN  0.267011E-001  0.497862       0.276287                 NaN            NaN            NaN            NaN
  1340.72        2500.00                 NaN   99.0274       0.174408                 NaN  0.498194       0.244959E-001  0.275490                 NaN            NaN            NaN            NaN
  1339.31        2500.00                 NaN   99.0314       0.165797                 NaN  0.381630E-001  0.491844       0.272749                 NaN            NaN            NaN            NaN
  1337.89        2500.00                 NaN   99.0411       0.170086                 NaN  0.111458E-002  0.517434       0.270261                 NaN            NaN            NaN            NaN
  1336.48        2500.00                 NaN   99.0458       0.164153                 NaN  0.513073       0.890002E-002  0.268047                 NaN            NaN            NaN            NaN
  1335.07        2500.00                 NaN   99.0515       0.159651                 NaN  0.515961       0.736825E-002  0.265537                 NaN            NaN            NaN            NaN
  1333.65        2500.00                 NaN   99.0577       0.156178                 NaN  0.521628       0.134543E-002  0.263190                 NaN            NaN            NaN            NaN
  1332.24        2500.00                 NaN   99.0583       0.139424                 NaN  0.481348       0.603545E-001  0.260603                 NaN            NaN            NaN            NaN
  1330.83        2500.00                 NaN   99.0172       0.143872                 NaN  0.539395                 NaN  0.269535       0.300312E-001            NaN            NaN            NaN
  1329.41        2500.00                 NaN   98.9652       0.133289                 NaN  0.557443                 NaN  0.279401       0.646858E-001            NaN            NaN            NaN
  1328.00        2500.00                 NaN   98.9772       0.133439                 NaN  0.549504                 NaN  0.276193       0.636215E-001            NaN            NaN            NaN
  1326.58        2500.00                 NaN   98.9897       0.137969                 NaN  0.536102                 NaN  0.273372       0.628926E-001            NaN            NaN            NaN
  1325.17        2500.00                 NaN   98.9989       0.130157                 NaN  0.539557                 NaN  0.270080       0.612688E-001            NaN            NaN            NaN
  1323.76        2500.00                 NaN   99.0110       0.132242                 NaN  0.529212                 NaN  0.267149       0.603655E-001            NaN            NaN            NaN
  1322.34        2500.00                 NaN   99.0227       0.130910                 NaN  0.522963                 NaN  0.264096       0.593655E-001            NaN            NaN            NaN
  1320.93        2500.00                 NaN   99.0330       0.129251                 NaN  0.518644                 NaN  0.260981       0.580746E-001            NaN            NaN            NaN
  1319.52        2500.00                 NaN   99.0430       0.127602                 NaN  0.514039                 NaN  0.258272       0.570484E-001            NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.0533       0.126826                 NaN  0.508385                 NaN  0.255480       0.560395E-001            NaN            NaN            NaN
  1316.69        2500.00                 NaN   99.0400       0.959766E-001            NaN  0.387500       0.164764       0.258191       0.535344E-001            NaN            NaN            NaN
  1315.27        2500.00                 NaN   99.0786       0.116768                 NaN  0.505916                 NaN  0.245923       0.528302E-001            NaN            NaN            NaN
  1313.86        2500.00                 NaN   99.0852       0.128408                 NaN  0.485832                 NaN  0.247183       0.533878E-001            NaN            NaN            NaN
  1312.45        2500.00                 NaN   99.0902       0.125775                 NaN  0.485774                 NaN  0.245968       0.523019E-001            NaN            NaN            NaN
  1311.03        2500.00                 NaN   99.1006       0.115407                 NaN  0.492482                 NaN  0.240947       0.505227E-001            NaN            NaN            NaN
  1309.62        2500.00                 NaN   99.1094       0.116093                 NaN  0.485094                 NaN  0.239596       0.498052E-001            NaN            NaN            NaN
  1308.21        2500.00                 NaN   99.1194       0.116015                 NaN  0.478632                 NaN  0.236982       0.489346E-001            NaN            NaN            NaN
  1306.79        2500.00                 NaN   99.1270       0.112119                 NaN  0.478451                 NaN  0.234584       0.478033E-001            NaN            NaN            NaN
  1305.38        2500.00                 NaN   99.1340       0.104930                 NaN  0.482007                 NaN  0.232559       0.464771E-001            NaN            NaN            NaN
  1303.96        2500.00                 NaN   94.0114       0.444539                 NaN   1.48225                 NaN  0.878609       0.237237        2.94601                 NaN            NaN
  1302.55        2500.00                 NaN   74.8239        1.92914                 NaN   5.01767                 NaN   3.28358       0.953853        13.9918                 NaN            NaN
  1301.14        2500.00                 NaN   78.2642        1.77216                 NaN   4.27914                 NaN   2.83294       0.817907        12.0337                 NaN            NaN
  1299.72        2500.00                 NaN   81.3967        1.58441                 NaN   3.64412                 NaN   2.42642       0.694270        10.2541                 NaN            NaN
  1298.31        2500.00                 NaN   84.0089        1.40672                 NaN   3.13175                 NaN   2.08886       0.592131        8.77165                 NaN            NaN
  1296.89        2500.00                 NaN   86.1192        1.25685                 NaN   2.72523                 NaN   1.81776       0.509790        7.57122                 NaN            NaN
  1295.48        2500.00                 NaN   87.8100        1.12662                 NaN   2.41519                 NaN   1.60023       0.443647        6.60430                 NaN            NaN
  1294.07        2500.00                 NaN   89.2683        1.01862                 NaN   2.12513                 NaN   1.41421       0.389068        5.78468                 NaN            NaN
  1292.65        2500.00                 NaN   90.4728       0.916702                 NaN   1.90384                 NaN   1.25912       0.343899        5.10367                 NaN            NaN
  1291.24        2500.00       0.597281        89.7885       0.659353                 NaN   2.17631                 NaN   1.30217                 NaN   5.47637                 NaN            NaN
  1289.83        2500.00       0.585503        90.3272       0.611954                 NaN   2.05891                 NaN   1.23405                 NaN   5.18237                 NaN            NaN
  1288.41        2500.00       0.476022        92.0232       0.522872                 NaN   1.72308                 NaN   1.01667                 NaN   4.23812                 NaN            NaN
  1287.00        2500.00       0.430441        92.6407       0.508379                 NaN   1.59589                 NaN  0.944079                 NaN   3.88052                 NaN            NaN
  1285.58        2500.00       0.526128        90.5873       0.585664                 NaN   2.25367                 NaN   1.21443                 NaN   4.83280                 NaN            NaN
  1284.17        2500.00       0.282242        95.8800       0.299118                 NaN  0.714359                 NaN  0.524520                 NaN   2.29973                 NaN            NaN
  1282.76        2500.00       0.449410        92.4362       0.566763                 NaN   1.63261                 NaN  0.999030                 NaN   3.91603                 NaN            NaN
  1281.34        2500.00       0.195899        96.0821       0.302745                 NaN  0.888381                 NaN  0.494368                 NaN   2.03651                 NaN            NaN
  1279.93        2500.00       0.234230        95.6910       0.325615                 NaN   1.03404                 NaN  0.555251                 NaN   2.15985                 NaN            NaN
  1278.52        2500.00       0.348084        93.0315       0.499281                 NaN   1.74153                 NaN  0.909615                 NaN   3.47004                 NaN            NaN
  1277.10        2500.00       0.154227        97.9783       0.182240                 NaN  0.306644                 NaN  0.261915                 NaN   1.11671                 NaN            NaN
  1275.69        2500.00       0.349889        93.7918       0.469730                 NaN   1.47968                 NaN  0.839706                 NaN   3.06921                 NaN            NaN
  1274.27        2500.00       0.927106        82.1758        1.69937                 NaN   4.06154                 NaN   2.51210                 NaN   8.62404                 NaN            NaN
  1272.86        2500.00                 NaN   99.0931                 NaN            NaN  0.372331                 NaN  0.133598                 NaN  0.401006                 NaN            NaN
  1271.45        2500.00                 NaN   99.3746                 NaN            NaN            NaN            NaN  0.837303E-001            NaN  0.541641                 NaN            NaN
  1270.03        2500.00                 NaN   99.4015       0.544002                 NaN  0.477203E-001            NaN            NaN            NaN  0.673286E-002            NaN            NaN
  1268.62        2500.00                 NaN   99.9198                 NaN            NaN  0.349531E-001            NaN            NaN            NaN  0.452141E-001            NaN            NaN
  1267.21        2500.00                 NaN   99.0458                 NaN            NaN  0.264723                 NaN  0.495081E-001            NaN  0.639962                 NaN            NaN
  1265.79        2500.00       0.174420        96.7620                 NaN            NaN   1.10293                 NaN  0.381563                 NaN   1.57910                 NaN            NaN
  1264.38        2500.00       0.135858        97.7853                 NaN            NaN  0.648822                 NaN  0.254807                 NaN  0.977099       0.198087                 NaN
