|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/ALH/ALH_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        ne             lc            
  1477.86        2500.00       0.151641E-002   99.1532                 NaN            NaN  0.298664       0.546614                 NaN            NaN            NaN            NaN            NaN
  1476.45        2500.00       0.146315E-002   99.1604                 NaN            NaN  0.541596       0.296548                 NaN            NaN            NaN            NaN            NaN
  1475.03        2500.00       0.142943E-002   99.1671                 NaN            NaN  0.535453       0.296039                 NaN            NaN            NaN            NaN            NaN
  1473.62        2500.00       0.136110E-002   99.1735                 NaN            NaN  0.533058       0.292069                 NaN            NaN            NaN            NaN            NaN
  1472.20        2500.00       0.131873E-002   99.1798                 NaN            NaN  0.528708       0.290173                 NaN            NaN            NaN            NaN            NaN
  1470.79        2500.00       0.126473E-002   99.1861                 NaN            NaN  0.288322       0.524308                 NaN            NaN            NaN            NaN            NaN
  1469.38        2500.00       0.122785E-002   99.1928                 NaN            NaN  0.286794       0.519160                 NaN            NaN            NaN            NaN            NaN
  1467.96        2500.00       0.116742E-002   99.1990                 NaN            NaN  0.283807       0.516033                 NaN            NaN            NaN            NaN            NaN
  1466.55        2500.00       0.681428E-003   99.5496                 NaN            NaN  0.291038       0.158685                 NaN            NaN            NaN            NaN            NaN
  1465.14        2500.00       0.159809E-002   98.8624                 NaN            NaN  0.405005       0.730980                 NaN            NaN            NaN            NaN            NaN
  1463.72        2500.00       0.103879E-002   99.2167                 NaN            NaN  0.504091       0.278160                 NaN            NaN            NaN            NaN            NaN
  1462.31        2500.00       0.100450E-002   99.2212                 NaN            NaN  0.276424       0.501385                 NaN            NaN            NaN            NaN            NaN
  1460.89        2500.00       0.963036E-003   99.2274                 NaN            NaN  0.274338       0.497269                 NaN            NaN            NaN            NaN            NaN
  1459.48        2500.00       0.926859E-003   99.2326                 NaN            NaN  0.272382       0.494054                 NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.891868E-003   99.2373                 NaN            NaN  0.271436       0.490405                 NaN            NaN            NaN            NaN            NaN
  1456.65        2500.00       0.838567E-003   99.2439                 NaN            NaN  0.486251       0.268967                 NaN            NaN            NaN            NaN            NaN
  1455.24        2500.00       0.806654E-003   99.2479                 NaN            NaN  0.267171       0.484137                 NaN            NaN            NaN            NaN            NaN
  1453.82        2500.00       0.761329E-003   99.2533                 NaN            NaN  0.265430       0.480525                 NaN            NaN            NaN            NaN            NaN
  1452.41        2500.00       0.748516E-003   99.2559                 NaN            NaN  0.263998       0.479377                 NaN            NaN            NaN            NaN            NaN
  1451.00        2500.00       0.669061E-003   99.2643                 NaN            NaN  0.261744       0.473298                 NaN            NaN            NaN            NaN            NaN
  1449.58        2500.00       0.661097E-003   99.2689                 NaN            NaN  0.470391       0.260047                 NaN            NaN            NaN            NaN            NaN
  1448.17        2500.00       0.609154E-003   99.2722                 NaN            NaN  0.258240       0.468991                 NaN            NaN            NaN            NaN            NaN
  1446.76        2500.00       0.593230E-003   99.2772                 NaN            NaN  0.256801       0.465361                 NaN            NaN            NaN            NaN            NaN
  1445.34        2500.00       0.566664E-003   99.2810                 NaN            NaN  0.463206       0.255204                 NaN            NaN            NaN            NaN            NaN
  1443.93        2500.00       0.546433E-003   99.2855                 NaN            NaN  0.253721       0.460188                 NaN            NaN            NaN            NaN            NaN
  1442.51        2500.00       0.501435E-003   99.2896                 NaN            NaN  0.251945       0.457910                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00       0.476493E-003   99.2934                 NaN            NaN  0.250569       0.455550                 NaN            NaN            NaN            NaN            NaN
  1439.69        2500.00       0.458924E-003   99.2976                 NaN            NaN  0.452952       0.249002                 NaN            NaN            NaN            NaN            NaN
  1438.27        2500.00       0.419191E-003   99.3021                 NaN            NaN  0.247072       0.450402                 NaN            NaN            NaN            NaN            NaN
  1436.86        2500.00       0.406520E-003   99.3031                 NaN            NaN  0.245879       0.450633                 NaN            NaN            NaN            NaN            NaN
  1435.45        2500.00       0.388567E-003   99.3101                 NaN            NaN  0.445521       0.243982                 NaN            NaN            NaN            NaN            NaN
  1434.03        2500.00       0.342860E-003   99.3134                 NaN            NaN  0.242449       0.443785                 NaN            NaN            NaN            NaN            NaN
  1432.62        2500.00       0.324590E-003   99.3162                 NaN            NaN  0.241026       0.442493                 NaN            NaN            NaN            NaN            NaN
  1431.20        2500.00       0.301933E-003   99.3204                 NaN            NaN  0.439936       0.239390                 NaN            NaN            NaN            NaN            NaN
  1429.79        2500.00                 NaN   98.4996                 NaN            NaN  0.487886       0.577498       0.435010                 NaN            NaN            NaN            NaN
  1428.38        2500.00                 NaN   98.3249                 NaN            NaN  0.492722       0.650499       0.531897                 NaN            NaN            NaN            NaN
  1426.96        2500.00                 NaN   98.3532                 NaN            NaN  0.484187       0.639899       0.522747                 NaN            NaN            NaN            NaN
  1425.55        2500.00                 NaN   98.3788                 NaN            NaN  0.476801       0.630158       0.514280                 NaN            NaN            NaN            NaN
  1424.14        2500.00                 NaN   98.4045                 NaN            NaN  0.469171       0.620626       0.505655                 NaN            NaN            NaN            NaN
  1422.72        2500.00                 NaN   98.4205                 NaN            NaN  0.465197       0.613636       0.500689                 NaN            NaN            NaN            NaN
  1421.31        2500.00                 NaN   98.4561       0.103806E-001            NaN  0.584428       0.458278       0.490814                 NaN            NaN            NaN            NaN
  1419.89        2500.00                 NaN   98.4250       0.205789                 NaN  0.275844       0.544049       0.549306                 NaN            NaN            NaN            NaN
  1418.48        2500.00                 NaN   98.4455       0.205501                 NaN  0.540723       0.265551       0.542703                 NaN            NaN            NaN            NaN
  1417.07        2500.00                 NaN   98.4746       0.203649                 NaN  0.531865       0.257368       0.532535                 NaN            NaN            NaN            NaN
  1415.65        2500.00                 NaN   98.4916       0.203726                 NaN  0.528326       0.249097       0.527227                 NaN            NaN            NaN            NaN
  1414.24        2500.00                 NaN   98.5197       0.201512                 NaN  0.239837       0.521665       0.517283                 NaN            NaN            NaN            NaN
  1412.83        2500.00                 NaN   98.4924       0.203375                 NaN  0.537362       0.237902       0.528931                 NaN            NaN            NaN            NaN
  1411.41        2500.00                 NaN   98.6040       0.198456                 NaN  0.495652       0.214386       0.487523                 NaN            NaN            NaN            NaN
  1410.00        2500.00                 NaN   98.5813       0.199407                 NaN  0.506518       0.215812       0.496918                 NaN            NaN            NaN            NaN
  1408.58        2500.00                 NaN   98.6016       0.198448                 NaN  0.207888       0.502097       0.489997                 NaN            NaN            NaN            NaN
  1407.17        2500.00                 NaN   98.6218       0.197533                 NaN  0.497205       0.200242       0.483195                 NaN            NaN            NaN            NaN
  1405.76        2500.00                 NaN   98.6409       0.196531                 NaN  0.192921       0.493008       0.476634                 NaN            NaN            NaN            NaN
  1404.34        2500.00                 NaN   98.6565       0.195643                 NaN  0.488811       0.187466       0.471570                 NaN            NaN            NaN            NaN
  1402.93        2500.00                 NaN   98.6820       0.194774                 NaN  0.482812       0.177464       0.462917                 NaN            NaN            NaN            NaN
  1401.51        2500.00                 NaN   98.6967       0.193660                 NaN  0.480367       0.171651       0.457601                 NaN            NaN            NaN            NaN
  1400.10        2500.00                 NaN   98.7129       0.192733                 NaN  0.477041       0.165205       0.452091                 NaN            NaN            NaN            NaN
  1398.69        2500.00                 NaN   98.7296       0.191817                 NaN  0.473222       0.159039       0.446292                 NaN            NaN            NaN            NaN
  1397.27        2500.00                 NaN   98.7455       0.191003                 NaN  0.152560       0.470027       0.440934                 NaN            NaN            NaN            NaN
  1395.86        2500.00                 NaN   98.7632       0.189537                 NaN  0.146436       0.466167       0.434611                 NaN            NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.7780       0.189251                 NaN  0.140014       0.462932       0.429792                 NaN            NaN            NaN            NaN
  1393.03        2500.00                 NaN   98.7954       0.187217                 NaN  0.458992       0.135118       0.423296                 NaN            NaN            NaN            NaN
  1391.62        2500.00                 NaN   98.8070       0.186883                 NaN  0.129129       0.457293       0.419710                 NaN            NaN            NaN            NaN
  1390.20        2500.00                 NaN   98.8275       0.184975                 NaN  0.451612       0.123802       0.412104                 NaN            NaN            NaN            NaN
  1388.79        2500.00                 NaN   98.8375       0.184458                 NaN  0.450511       0.118869       0.408634                 NaN            NaN            NaN            NaN
  1387.38        2500.00                 NaN   98.8549       0.182935                 NaN  0.446283       0.113193       0.402718                 NaN            NaN            NaN            NaN
  1385.96        2500.00                 NaN   98.8670       0.182057                 NaN  0.444630       0.107915       0.398446                 NaN            NaN            NaN            NaN
  1384.55        2500.00                 NaN   98.8818       0.180213                 NaN  0.441465       0.103564       0.393000                 NaN            NaN            NaN            NaN
  1383.14        2500.00                 NaN   98.8941       0.179816                 NaN  0.439576       0.977866E-001  0.388764                 NaN            NaN            NaN            NaN
  1381.72        2500.00                 NaN   98.9065       0.178484                 NaN  0.934730E-001  0.437197       0.384355                 NaN            NaN            NaN            NaN
  1380.31        2500.00                 NaN   98.9203       0.176374                 NaN  0.433734       0.905243E-001  0.379019                 NaN            NaN            NaN            NaN
  1378.89        2500.00                 NaN   98.9307       0.175704                 NaN  0.859378E-001  0.432034       0.375615                 NaN            NaN            NaN            NaN
  1377.48        2500.00                 NaN   98.9456       0.173764                 NaN  0.811450E-001  0.429423       0.370086                 NaN            NaN            NaN            NaN
  1376.07        2500.00                 NaN   98.9538       0.173427                 NaN  0.768741E-001  0.428822       0.367057                 NaN            NaN            NaN            NaN
  1374.65        2500.00                 NaN   98.9703       0.170094                 NaN  0.423720       0.751781E-001  0.360715                 NaN            NaN            NaN            NaN
  1373.24        2500.00                 NaN   98.9803       0.169640                 NaN  0.422906       0.698366E-001  0.357320                 NaN            NaN            NaN            NaN
  1371.83        2500.00                 NaN   98.9907       0.168045                 NaN  0.421339       0.665022E-001  0.353410                 NaN            NaN            NaN            NaN
  1370.41        2500.00                 NaN   99.0021       0.166726                 NaN  0.418986       0.629141E-001  0.349238                 NaN            NaN            NaN            NaN
  1369.00        2500.00                 NaN   99.0137       0.165128                 NaN  0.416926       0.593019E-001  0.344949                 NaN            NaN            NaN            NaN
  1367.58        2500.00                 NaN   99.0242       0.162684                 NaN  0.413438       0.587466E-001  0.340962                 NaN            NaN            NaN            NaN
  1366.17        2500.00                 NaN   99.0343       0.161433                 NaN  0.414563       0.528237E-001  0.336880                 NaN            NaN            NaN            NaN
  1364.76        2500.00                 NaN   99.0433       0.159853                 NaN  0.411834       0.513621E-001  0.333694                 NaN            NaN            NaN            NaN
  1363.34        2500.00                 NaN   99.0449       0.156377                 NaN  0.407823       0.582016E-001  0.332687                 NaN            NaN            NaN            NaN
  1361.93        2500.00                 NaN   99.0699       0.158297                 NaN  0.416086       0.321061E-001  0.323574                 NaN            NaN            NaN            NaN
  1360.52        2500.00                 NaN   99.0744       0.152917                 NaN  0.457769E-001  0.405684       0.321177                 NaN            NaN            NaN            NaN
  1359.10        2500.00                 NaN   99.0819       0.152017                 NaN  0.406501       0.410262E-001  0.318584                 NaN            NaN            NaN            NaN
  1357.69        2500.00                 NaN   99.0912       0.150048                 NaN  0.386474E-001  0.405168       0.314942                 NaN            NaN            NaN            NaN
  1356.27        2500.00                 NaN   99.0995       0.147927                 NaN  0.404371       0.366586E-001  0.311555                 NaN            NaN            NaN            NaN
  1354.86        2500.00                 NaN   99.1067       0.145638                 NaN  0.354071E-001  0.403850       0.308424                 NaN            NaN            NaN            NaN
  1353.45        2500.00                 NaN   99.1173       0.143857                 NaN  0.400319       0.339018E-001  0.304591                 NaN            NaN            NaN            NaN
  1352.03        2500.00                 NaN   99.1244       0.141926                 NaN  0.403364       0.287754E-001  0.301538                 NaN            NaN            NaN            NaN
  1350.62        2500.00                 NaN   99.1328       0.138874                 NaN  0.282155E-001  0.402342       0.297794                 NaN            NaN            NaN            NaN
  1349.20        2500.00                 NaN   99.1408       0.137061                 NaN  0.269472E-001  0.400367       0.294813                 NaN            NaN            NaN            NaN
  1347.79        2500.00                 NaN   99.1486       0.134733                 NaN  0.399865       0.252160E-001  0.291570                 NaN            NaN            NaN            NaN
  1346.38        2500.00                 NaN   99.1558       0.132208                 NaN  0.398969       0.244112E-001  0.288574                 NaN            NaN            NaN            NaN
  1344.96        2500.00                 NaN   99.1621       0.129546                 NaN  0.398816       0.237801E-001  0.285737                 NaN            NaN            NaN            NaN
  1343.55        2500.00                 NaN   99.1684       0.128970                 NaN  0.396197       0.224723E-001  0.283932                 NaN            NaN            NaN            NaN
  1342.14        2500.00                 NaN   99.1798       0.123154                 NaN  0.210827E-001  0.398070       0.277869                 NaN            NaN            NaN            NaN
  1340.72        2500.00                 NaN   99.1837       0.122253                 NaN  0.397861       0.193231E-001  0.276835                 NaN            NaN            NaN            NaN
  1339.31        2500.00                 NaN   99.1879       0.116015                 NaN  0.300708E-001  0.392153       0.273851                 NaN            NaN            NaN            NaN
  1337.89        2500.00                 NaN   99.1973       0.118785                 NaN  0.877348E-003  0.411954       0.271124                 NaN            NaN            NaN            NaN
  1336.48        2500.00                 NaN   99.2020       0.114420                 NaN  0.407883       0.699858E-002  0.268676                 NaN            NaN            NaN            NaN
  1335.07        2500.00                 NaN   99.2076       0.111076                 NaN  0.409591       0.578876E-002  0.265935                 NaN            NaN            NaN            NaN
  1333.65        2500.00                 NaN   99.2136       0.108474                 NaN  0.413479       0.105603E-002  0.263361                 NaN            NaN            NaN            NaN
  1332.24        2500.00                 NaN   99.2145       0.966563E-001            NaN  0.380975       0.473274E-001  0.260555                 NaN            NaN            NaN            NaN
  1330.83        2500.00                 NaN   99.1871       0.995540E-001            NaN  0.426549                 NaN  0.269261       0.175346E-001            NaN            NaN            NaN
  1329.41        2500.00                 NaN   99.1510       0.920708E-001            NaN  0.440343                 NaN  0.278850       0.377320E-001            NaN            NaN            NaN
  1328.00        2500.00                 NaN   99.1620       0.919755E-001            NaN  0.433589                 NaN  0.275340       0.370688E-001            NaN            NaN            NaN
  1326.58        2500.00                 NaN   99.1737       0.949042E-001            NaN  0.422601                 NaN  0.272221       0.366023E-001            NaN            NaN            NaN
  1325.17        2500.00                 NaN   99.1819       0.893638E-001            NaN  0.424521                 NaN  0.268642       0.356167E-001            NaN            NaN            NaN
  1323.76        2500.00                 NaN   99.1930       0.906001E-001            NaN  0.415945                 NaN  0.265430       0.350517E-001            NaN            NaN            NaN
  1322.34        2500.00                 NaN   99.2034       0.895412E-001            NaN  0.410530                 NaN  0.262105       0.344320E-001            NaN            NaN            NaN
  1320.93        2500.00                 NaN   99.2129       0.882070E-001            NaN  0.406528                 NaN  0.258726       0.336454E-001            NaN            NaN            NaN
  1319.52        2500.00                 NaN   99.2219       0.869197E-001            NaN  0.402372                 NaN  0.255757       0.330137E-001            NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.2312       0.862202E-001            NaN  0.397438                 NaN  0.252713       0.323935E-001            NaN            NaN            NaN
  1316.69        2500.00                 NaN   99.2194       0.650912E-001            NaN  0.300927       0.128574       0.255123       0.309118E-001            NaN            NaN            NaN
  1315.27        2500.00                 NaN   99.2534       0.790744E-001            NaN  0.394356                 NaN  0.242729       0.304706E-001            NaN            NaN            NaN
  1313.86        2500.00                 NaN   99.2602       0.867769E-001            NaN  0.378531                 NaN  0.243708       0.307582E-001            NaN            NaN            NaN
  1312.45        2500.00                 NaN   99.2651       0.847762E-001            NaN  0.377796                 NaN  0.242246       0.300992E-001            NaN            NaN            NaN
  1311.03        2500.00                 NaN   99.2739       0.777082E-001            NaN  0.382338                 NaN  0.237043       0.290431E-001            NaN            NaN            NaN
  1309.62        2500.00                 NaN   99.2818       0.780295E-001            NaN  0.376088                 NaN  0.235460       0.285993E-001            NaN            NaN            NaN
  1308.21        2500.00                 NaN   99.2908       0.778117E-001            NaN  0.370659                 NaN  0.232641       0.280686E-001            NaN            NaN            NaN
  1306.79        2500.00                 NaN   99.2976       0.750696E-001            NaN  0.369921                 NaN  0.230040       0.273898E-001            NaN            NaN            NaN
  1305.38        2500.00                 NaN   99.3034       0.701385E-001            NaN  0.372006                 NaN  0.227812       0.266012E-001            NaN            NaN            NaN
  1303.96        2500.00                 NaN   94.4473       0.297297                 NaN   1.14782                 NaN  0.862660       0.136093        3.10881                 NaN            NaN
  1302.55        2500.00                 NaN   76.0003        1.29923                 NaN   3.93996                 NaN   3.26280       0.553766        14.9439                 NaN            NaN
  1301.14        2500.00                 NaN   79.3322        1.18735                 NaN   3.35754                 NaN   2.81144       0.474230        12.8373                 NaN            NaN
  1299.72        2500.00                 NaN   82.3544        1.05650                 NaN   2.85646                 NaN   2.40492       0.402021        10.9257                 NaN            NaN
  1298.31        2500.00                 NaN   84.8667       0.934088                 NaN   2.45247                 NaN   2.06799       0.342480        9.33623                 NaN            NaN
  1296.89        2500.00                 NaN   86.8928       0.831569                 NaN   2.13211                 NaN   1.79782       0.294558        8.05116                 NaN            NaN
  1295.48        2500.00                 NaN   88.5153       0.741931                 NaN   1.88806                 NaN   1.58130       0.256112        7.01732                 NaN            NaN
  1294.07        2500.00                 NaN   89.9082       0.669870                 NaN   1.66002                 NaN   1.39622       0.224397        6.14131                 NaN            NaN
  1292.65        2500.00                 NaN   91.0583       0.601270                 NaN   1.48608                 NaN   1.24207       0.198177        5.41414                 NaN            NaN
  1291.24        2500.00       0.353187        90.4206       0.431740                 NaN   1.69913                 NaN   1.28470                 NaN   5.81068                 NaN            NaN
  1289.83        2500.00       0.345866        90.9341       0.400646                 NaN   1.60830                 NaN   1.21651                 NaN   5.49453                 NaN            NaN
  1288.41        2500.00       0.280759        92.5471       0.341030                 NaN   1.34347                 NaN   1.00065                 NaN   4.48699                 NaN            NaN
  1287.00        2500.00       0.253566        93.1396       0.330666                 NaN   1.24311                 NaN  0.928345                 NaN   4.10475                 NaN            NaN
  1285.58        2500.00       0.310213        91.2382       0.381520                 NaN   1.75857                 NaN   1.19515                 NaN   5.11634                 NaN            NaN
  1284.17        2500.00       0.165547        96.1496       0.193131                 NaN  0.554114                 NaN  0.513821                 NaN   2.42378                 NaN            NaN
  1282.76        2500.00       0.264152        92.9813       0.365866                 NaN   1.27148                 NaN  0.980653                 NaN   4.13653                 NaN            NaN
  1281.34        2500.00       0.114732        96.3740       0.194777                 NaN  0.688929                 NaN  0.483658                 NaN   2.14387                 NaN            NaN
  1279.93        2500.00       0.137149        96.0352       0.209448                 NaN  0.801836                 NaN  0.543122                 NaN   2.27326                 NaN            NaN
  1278.52        2500.00       0.204114        93.5723       0.321478                 NaN   1.35541                 NaN  0.890657                 NaN   3.65601                 NaN            NaN
  1277.10        2500.00       0.899924E-001   98.1294       0.116803                 NaN  0.237260                 NaN  0.255286                 NaN   1.17128                 NaN            NaN
  1275.69        2500.00       0.204567        94.3002       0.300886                 NaN   1.14655                 NaN  0.820519                 NaN   3.22731                 NaN            NaN
  1274.27        2500.00       0.544613        83.5597        1.09832                 NaN   3.19965                 NaN   2.46919                 NaN   9.12852                 NaN            NaN
  1272.86        2500.00                 NaN   99.1669                 NaN            NaN  0.286161                 NaN  0.129236                 NaN  0.417677                 NaN            NaN
  1271.45        2500.00                 NaN   99.3552                 NaN            NaN            NaN            NaN  0.809702E-001            NaN  0.563837                 NaN            NaN
  1270.03        2500.00                 NaN   99.6121       0.344131                 NaN  0.367648E-001            NaN            NaN            NaN  0.701287E-002            NaN            NaN
  1268.62        2500.00                 NaN   99.9261                 NaN            NaN  0.268651E-001            NaN            NaN            NaN  0.469986E-001            NaN            NaN
  1267.21        2500.00                 NaN   99.0829                 NaN            NaN  0.203588                 NaN  0.478387E-001            NaN  0.665650                 NaN            NaN
  1265.79        2500.00       0.101040        97.0341                 NaN            NaN  0.849485                 NaN  0.369446                 NaN   1.64592                 NaN            NaN
