|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/LAR/LAR_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1426.28        2500.00       0.185034E-001   95.8148        2.73568        1.43101                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.21        2500.00       0.114082E-003   99.5624       0.133474       0.303972                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.14        2500.00       0.588680E-004   99.5703       0.921656E-001  0.316012                 NaN  0.214466E-001            NaN            NaN            NaN            NaN
  1423.07        2500.00       0.939680E-004   99.5672       0.132573       0.300141                 NaN            NaN            NaN            NaN            NaN            NaN
  1422.01        2500.00       0.672298E-004   99.5707       0.305311       0.115209                 NaN  0.873754E-002            NaN            NaN            NaN            NaN
  1420.94        2500.00       0.498692E-004   99.5745       0.307324       0.103474                 NaN  0.146069E-001            NaN            NaN            NaN            NaN
  1419.87        2500.00       0.375903E-004   99.5761       0.103037       0.306531                 NaN  0.143062E-001            NaN            NaN            NaN            NaN
  1418.80        2500.00       0.183930E-004   99.5784       0.973672E-001  0.306973                 NaN  0.172553E-001            NaN            NaN            NaN            NaN
  1417.73        2500.00       0.434591E-004   99.5660       0.112930       0.310115                 NaN  0.109118E-001            NaN            NaN            NaN            NaN
  1416.66        2500.00                 NaN   99.4636       0.118370       0.304513                 NaN  0.380565E-001  0.754608E-001            NaN            NaN            NaN
  1415.60        2500.00                 NaN   98.9062       0.195889       0.359549                 NaN  0.144873       0.393523                 NaN            NaN            NaN
  1414.53        2500.00                 NaN   98.9180       0.356927       0.191857                 NaN  0.143955       0.389212                 NaN            NaN            NaN
  1413.46        2500.00                 NaN   98.9037       0.365441       0.186977                 NaN  0.148940       0.394945                 NaN            NaN            NaN
  1412.39        2500.00                 NaN   98.9743       0.175532       0.341071                 NaN  0.139552       0.369558                 NaN            NaN            NaN
  1411.32        2500.00                 NaN   98.9591       0.176696       0.346892                 NaN  0.142316       0.375030                 NaN            NaN            NaN
  1410.25        2500.00                 NaN   98.9652       0.345834       0.173081                 NaN  0.142360       0.373490                 NaN            NaN            NaN
  1409.19        2500.00                 NaN   98.8896       0.179307       0.376224                 NaN  0.154721       0.400166                 NaN            NaN            NaN
  1408.12        2500.00                 NaN   99.0902       0.146750       0.307168                 NaN  0.127565       0.328312                 NaN            NaN            NaN
  1407.05        2500.00                 NaN   99.0003       0.338651       0.159010                 NaN  0.141130       0.360958                 NaN            NaN            NaN
  1405.98        2500.00                 NaN   99.0196       0.333024       0.154050                 NaN  0.139326       0.353951                 NaN            NaN            NaN
  1404.91        2500.00                 NaN   99.0060       0.339240       0.153140                 NaN  0.142418       0.359229                 NaN            NaN            NaN
