|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/LAR/LAR_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1426.28        2500.00       0.284244E-001   95.0567        3.21233        1.70251                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.21        2500.00       0.176440E-003   99.4802       0.160012       0.359660                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.14        2500.00       0.910257E-004   99.4876       0.110557       0.374092                 NaN  0.276300E-001            NaN            NaN            NaN            NaN
  1423.07        2500.00       0.145227E-003   99.4853       0.159101       0.355447                 NaN            NaN            NaN            NaN            NaN            NaN
  1422.01        2500.00       0.103887E-003   99.4885       0.361764       0.138354                 NaN  0.112767E-001            NaN            NaN            NaN            NaN
  1420.94        2500.00       0.770191E-004   99.4924       0.364299       0.124319                 NaN  0.188604E-001            NaN            NaN            NaN            NaN
  1419.87        2500.00       0.580455E-004   99.4940       0.123860       0.363546                 NaN  0.184913E-001            NaN            NaN            NaN            NaN
  1418.80        2500.00       0.283837E-004   99.4963       0.117108       0.364218                 NaN  0.223182E-001            NaN            NaN            NaN            NaN
  1417.73        2500.00       0.670275E-004   99.4818       0.135884       0.368104                 NaN  0.141221E-001            NaN            NaN            NaN            NaN
  1416.66        2500.00                 NaN   99.3733       0.142534       0.361663                 NaN  0.492916E-001  0.731891E-001            NaN            NaN            NaN
  1415.60        2500.00                 NaN   98.7674       0.235956       0.427134                 NaN  0.187875       0.381684                 NaN            NaN            NaN
  1414.53        2500.00                 NaN   98.7796       0.424446       0.231359                 NaN  0.186937       0.377700                 NaN            NaN            NaN
  1413.46        2500.00                 NaN   98.7622       0.434930       0.225675                 NaN  0.193737       0.383460                 NaN            NaN            NaN
  1412.39        2500.00                 NaN   98.8408       0.212052       0.406267                 NaN  0.181839       0.359025                 NaN            NaN            NaN
  1411.32        2500.00                 NaN   98.8225       0.213666       0.413560                 NaN  0.185726       0.364524                 NaN            NaN            NaN
  1410.25        2500.00                 NaN   98.8285       0.412745       0.209497                 NaN  0.186077       0.363223                 NaN            NaN            NaN
  1409.19        2500.00                 NaN   98.7414       0.217264       0.449449                 NaN  0.202556       0.389354                 NaN            NaN            NaN
  1408.12        2500.00                 NaN   98.9678       0.177983       0.367226                 NaN  0.167260       0.319684                 NaN            NaN            NaN
  1407.05        2500.00                 NaN   98.8646       0.405258       0.193061                 NaN  0.185447       0.351620                 NaN            NaN            NaN
  1405.98        2500.00                 NaN   98.8858       0.398767       0.187162                 NaN  0.183241       0.344992                 NaN            NaN            NaN
  1404.91        2500.00                 NaN   98.8693       0.406551       0.186218                 NaN  0.187594       0.350328                 NaN            NaN            NaN
  1403.84        2500.00                 NaN   98.9341       0.172659       0.384658                 NaN  0.178253       0.330321                 NaN            NaN            NaN
  1402.78        2500.00                 NaN   98.9163       0.392595       0.172226                 NaN  0.182951       0.335925                 NaN            NaN            NaN
  1401.71        2500.00                 NaN   98.9232       0.392151       0.168452                 NaN  0.182357       0.333823                 NaN            NaN            NaN
  1400.64        2500.00                 NaN   98.9079       0.397964       0.169561                 NaN  0.186504       0.338038                 NaN            NaN            NaN
  1399.57        2500.00                 NaN   98.9865       0.372791       0.152669                 NaN  0.174368       0.313678                 NaN            NaN            NaN
  1398.50        2500.00                 NaN   98.9582       0.380361       0.155547                 NaN  0.181633       0.324229                 NaN            NaN            NaN
  1397.43        2500.00                 NaN   98.9626       0.150092       0.384711                 NaN  0.181826       0.320800                 NaN            NaN            NaN
  1396.37        2500.00                 NaN   98.9904       0.147509       0.373659                 NaN  0.176473       0.311912                 NaN            NaN            NaN
  1395.30        2500.00                 NaN   98.9913       0.375407       0.142347                 NaN  0.178594       0.312367                 NaN            NaN            NaN
  1394.23        2500.00                 NaN   99.0002       0.374321       0.138021                 NaN  0.178043       0.309463                 NaN            NaN            NaN
  1393.16        2500.00                 NaN   99.0100       0.372049       0.133936                 NaN  0.177589       0.306385                 NaN            NaN            NaN
  1392.09        2500.00                 NaN   99.0195       0.369953       0.129063                 NaN  0.177875       0.303621                 NaN            NaN            NaN
  1391.02        2500.00                 NaN   99.0293       0.128442       0.366761                 NaN  0.175279       0.300209                 NaN            NaN            NaN
  1389.96        2500.00                 NaN   99.0391       0.122293       0.364594                 NaN  0.176508       0.297462                 NaN            NaN            NaN
  1388.89        2500.00                 NaN   99.0482       0.362704       0.119793                 NaN  0.174966       0.294343                 NaN            NaN            NaN
