|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1/T13/T13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1209.18        500.000        99.9999                 NaN            NaN  0.132035E-004            NaN  0.851400E-005  0.452438E-004  0.148823E-005  0.496954E-004
  1207.68        500.000       100.0000                 NaN            NaN  0.163590E-005  0.262725E-005  0.124017E-005  0.494088E-005            NaN            NaN
  1206.19        500.000        89.3357                 NaN            NaN   1.42909       0.999872        1.05406        4.64120       0.150416        2.38966     
  1204.69        500.000        86.0171                 NaN  0.348561       0.735516        1.21037        1.20924        5.17835       0.125396        5.17544     
  1203.20        500.000        82.1809                 NaN  0.861505        1.78302                 NaN   1.52714        6.62157       0.178654        6.84725     
  1201.70        500.000        91.5705                 NaN  0.413417       0.933869                 NaN  0.719373        3.18310       0.873752E-001   3.09233     
  1200.21        500.000        79.1526                 NaN  0.899524        2.20973                 NaN   1.76833        7.81184       0.207642        7.95029     
  1198.72        500.000        99.9999                 NaN  0.111136E-004  0.822724E-005            NaN  0.123528E-004  0.520086E-004  0.181846E-005  0.469997E-004
  1197.22        500.000        99.9999                 NaN  0.783645E-005  0.687556E-005            NaN  0.119818E-004  0.557483E-004            NaN  0.655210E-004
  1195.73        500.000        77.8281                 NaN   1.04873        2.33350                 NaN   1.87692        8.30329       0.208126        8.40134     
  1194.23        500.000        89.8397                 NaN  0.417294        1.05889                 NaN  0.848897        3.84928       0.967721E-001   3.88916     
  1192.74        500.000        89.3131                 NaN  0.550618       0.986164                 NaN  0.889989        4.06779       0.103667        4.08870     
  1191.25        500.000        99.8614                 NaN  0.706757E-002  0.963424E-002            NaN  0.110490E-001  0.521026E-001  0.129092E-002  0.574906E-001
  1189.75        500.000        79.1714                 NaN  0.775613        2.14465                 NaN   1.70227        8.03376       0.185705        7.98655     
  1188.26        500.000        86.9630                 NaN  0.540942        1.20434                 NaN   1.05119        5.10933       0.114180        5.01702     
  1186.76        500.000        80.3256                 NaN  0.831495        1.54692                 NaN   1.53014        7.91513       0.179045        7.67168     
  1185.27        500.000                 NaN            NaN   3.92366        7.09212                 NaN   7.42218        41.3197       0.875615        39.3667     
  1183.78        500.000                 NaN            NaN   3.92857        7.08513                 NaN   7.42232        41.3199       0.875864        39.3683     
  1182.28        500.000                 NaN            NaN   3.52006        7.70985       0.115136E-004   7.44368        41.2328       0.841944        39.2516     
  1180.79        500.000                 NaN            NaN   3.56207        7.64701                 NaN   7.44149        41.2407       0.845039        39.2637     
  1179.29        500.000                 NaN            NaN   3.67538        7.47839                 NaN   7.43737        41.2586       0.853335        39.2969     
  1177.80        500.000                 NaN            NaN   3.71060        7.42591                 NaN   7.43565        41.2649       0.855923        39.3071     
  1176.31        500.000                 NaN            NaN   3.76540        7.34386                 NaN   7.43528        41.2729       0.859629        39.3229     
  1174.81        500.000                 NaN            NaN   3.79000        7.30717                 NaN   7.43448        41.2769       0.861398        39.3301     
  1173.32        500.000                 NaN            NaN   3.81203        7.27434                 NaN   7.43380        41.2803       0.862972        39.3365     
  1171.82        500.000                 NaN            NaN   3.83200        7.24462                 NaN   7.43321        41.2834       0.864391        39.3424     
  1170.33        500.000                 NaN            NaN   3.85023        7.21752                 NaN   7.43271        41.2861       0.865678        39.3477     
  1168.83        500.000                 NaN            NaN   3.86700        7.19260                 NaN   7.43228        41.2886       0.866855        39.3527     
  1167.34        500.000                 NaN            NaN   3.88256        7.16951                 NaN   7.43191        41.2908       0.867939        39.3573     
  1165.85        500.000                 NaN            NaN   3.89707        7.14799                 NaN   7.43158        41.2928       0.868945        39.3616     
  1164.35        500.000                 NaN            NaN   3.91070        7.12780                 NaN   7.43131        41.2947       0.869884        39.3656     
  1162.86        500.000                 NaN            NaN   3.92357        7.10876                 NaN   7.43106        41.2964       0.870764        39.3695     
  1161.36        500.000                 NaN            NaN   3.93579        7.09071                 NaN   7.43086        41.2979       0.871594        39.3731     
  1159.87        500.000                 NaN            NaN   3.94746        7.07349                 NaN   7.43068        41.2994       0.872382        39.3766     
  1158.38        500.000                 NaN            NaN   3.95865        7.05698                 NaN   7.43053        41.3007       0.873133        39.3800     
  1156.88        500.000                 NaN            NaN   3.96941        7.04114                 NaN   7.43041        41.3020       0.873850        39.3832     
  1155.39        500.000                 NaN            NaN   3.97985        7.02578                 NaN   7.43031        41.3031       0.874541        39.3864     
  1153.89        500.000                 NaN            NaN   3.98999        7.01088                 NaN   7.43023        41.3042       0.875207        39.3895     
  1152.40        500.000                 NaN            NaN   3.99994        6.99630                 NaN   7.43016        41.3052       0.875852        39.3925     
  1150.91        500.000                 NaN            NaN   4.00970        6.98199                 NaN   7.43011        41.3062       0.876488        39.3955     
  1149.41        500.000                 NaN            NaN   4.01934        6.96787                 NaN   7.43010        41.3071       0.877111        39.3985     
  1147.92        500.000                 NaN            NaN   4.02890        6.95387                 NaN   7.43008        41.3080       0.877725        39.4014     
  1146.42        500.000                 NaN            NaN   4.03269        6.93835                 NaN   7.42627        41.3204       0.880906        39.4013     
  1144.93        500.000                 NaN            NaN   4.04807        6.92590                 NaN   7.43010        41.3097       0.878942        39.4073     
  1143.43        500.000                 NaN            NaN   4.05777        6.91176                 NaN   7.43013        41.3105       0.879552        39.4103     
  1141.94        500.000                 NaN            NaN   4.11995        6.82123                 NaN   7.43050        41.3147       0.883530        39.4301     
  1140.45        500.000                 NaN            NaN   4.06841        6.89072                 NaN   7.42719        41.3196       0.881630        39.4124     
  1138.95        500.000                 NaN            NaN   4.07067        6.88753                 NaN   7.42908        41.3176       0.881607        39.4135     
  1137.46        500.000                 NaN            NaN   4.07741        6.87783                 NaN   7.42807        41.3194       0.882044        39.4153     
  1135.96        500.000                 NaN            NaN   4.07715        6.87754                 NaN   7.42884        41.3186       0.882202        39.4156     
  1134.47        500.000                 NaN            NaN   4.08100        6.87226                 NaN   7.42905        41.3186       0.882319        39.4168     
  1132.98        500.000                 NaN            NaN   4.06402        6.89479                 NaN   7.42796        41.3191       0.882344        39.4118     
  1131.48        500.000                 NaN            NaN   4.15914        6.76467                 NaN   7.43106        41.3172       0.885781        39.4422     
  1129.99        500.000                 NaN            NaN   4.17154        6.74671                 NaN   7.43121        41.3179       0.886542        39.4461     
  1128.49        500.000                 NaN            NaN   4.09132        6.85791                 NaN   7.42972        41.3165       0.883214        39.4213     
  1127.00        500.000                 NaN            NaN   4.10022        6.84591                 NaN   7.42924        41.3186       0.883138        39.4229     
  1125.51        500.000                 NaN            NaN   4.10735        6.83647                 NaN   7.42910        41.3187       0.883415        39.4250     
  1124.01        500.000                 NaN            NaN   4.25795        6.62155                 NaN   7.43233        41.3230       0.891805        39.4734     
  1122.52        500.000                 NaN            NaN   4.27308        6.59802                 NaN   7.43344        41.3247       0.893075        39.4777     
  1121.02        500.000                 NaN            NaN   4.27937        6.58950                 NaN   7.43484        41.3234       0.893140        39.4798     
  1119.53        500.000                 NaN            NaN   4.28805        6.57808                 NaN   7.43418        41.3230       0.893596        39.4831     
  1118.03        500.000                 NaN            NaN   4.29761        6.56441                 NaN   7.43422        41.3235       0.894080        39.4861     
  1116.54        500.000                 NaN            NaN   4.30603        6.55288                 NaN   7.43446        41.3230       0.894503        39.4891     
  1115.05        500.000                 NaN            NaN   4.31359        6.54273                 NaN   7.43446        41.3225       0.894820        39.4919     
  1113.55        500.000                 NaN            NaN   4.32234        6.53039                 NaN   7.43486        41.3223       0.895280        39.4948     
  1112.06        500.000                 NaN            NaN   4.13995        6.79141                 NaN   7.43112        41.3163       0.884830        39.4364     
  1110.56        500.000                 NaN            NaN   4.33937        6.50646                 NaN   7.43570        41.3217       0.896161        39.5006     
  1109.07        500.000                 NaN            NaN   4.38362        6.43546                 NaN   7.43298        41.3336       0.900583        39.5138     
  1107.58        500.000                 NaN            NaN   4.39009        6.42675                 NaN   7.43358        41.3326       0.900846        39.5161     
  1106.08        500.000                 NaN            NaN   4.39695        6.41740                 NaN   7.43410        41.3319       0.901111        39.5185     
  1104.59        500.000                 NaN            NaN   4.40374        6.40820                 NaN   7.43442        41.3315       0.901347        39.5208     
  1103.09        500.000                 NaN            NaN   4.41002        6.39974                 NaN   7.43523        41.3303       0.901626        39.5231     
  1101.60        500.000                 NaN            NaN   4.41645        6.39108                 NaN   7.43581        41.3294       0.901865        39.5254     
  1100.11        500.000                 NaN            NaN   4.42278        6.38256                 NaN   7.43638        41.3285       0.902100        39.5276     
  1098.61        500.000                 NaN            NaN   4.42904        6.37415                 NaN   7.43694        41.3277       0.902334        39.5298     
  1097.12        500.000                 NaN            NaN   4.43522        6.36584                 NaN   7.43751        41.3268       0.902562        39.5320     
  1095.62        500.000                 NaN            NaN   4.44100        6.35725                 NaN   7.43885        41.3263       0.902863        39.5337     
  1094.13        500.000                 NaN            NaN   4.44988        6.34483                 NaN   7.44061        41.3248       0.903304        39.5366     
  1092.63        500.000                 NaN            NaN   4.45332        6.34146                 NaN   7.43909        41.3246       0.903230        39.5383     
  1091.14        500.000                 NaN            NaN   4.46444        6.32631                 NaN   7.44012        41.3231       0.903707        39.5423     
  1089.65        500.000                 NaN            NaN   4.45429        6.34403                 NaN   7.43736        41.3232       0.902187        39.5390     
  1088.15        500.000                 NaN            NaN   4.50075        6.27629                 NaN   7.44359        41.3182       0.905434        39.5557     
  1086.66        500.000                 NaN            NaN   4.49045        6.29488                 NaN   7.43483        41.3232       0.904006        39.5527     
  1085.16        500.000                 NaN            NaN   4.51887        6.25162                 NaN   7.44541        41.3154       0.906229        39.5624     
  1083.67        500.000                 NaN            NaN   4.54222        6.22178                 NaN   7.46507        41.2902       0.903864        39.5768     
  1082.18        500.000                 NaN            NaN   4.53574        6.22868                 NaN   7.44715        41.3127       0.906967        39.5687     
  1080.68        500.000                 NaN            NaN   4.55294        6.20637                 NaN   7.46780        41.2857       0.904921        39.5823     
  1079.19        500.000                 NaN            NaN   4.55094        6.20806                 NaN   7.44875        41.3102       0.907624        39.5744     
  1077.69        500.000                 NaN            NaN   4.49988        6.29625                 NaN   7.46012        41.2789       0.900998        39.5639     
  1076.20        500.000                 NaN            NaN   4.56520        6.18873                 NaN   7.45028        41.3078       0.908238        39.5798     
  1074.71        500.000                 NaN            NaN   4.58803        6.15323                 NaN   7.46193        41.2976       0.908129        39.5911     
  1073.21        500.000                 NaN            NaN   4.57857        6.17063                 NaN   7.45175        41.3054       0.908813        39.5848     
  1071.72        500.000                 NaN            NaN   4.60461        6.13352                 NaN   7.45441        41.3034       0.910032        39.5940     
  1070.22        500.000                 NaN            NaN   4.59115        6.15362                 NaN   7.45316        41.3031       0.909351        39.5896     
  1068.73        500.000                 NaN            NaN   4.59074        6.15069                 NaN   7.46179        41.2915       0.910425        39.5949     
  1067.23        500.000                 NaN            NaN   4.60279        6.13794                 NaN   7.45445        41.3010       0.909841        39.5940     
  1065.74        500.000                 NaN            NaN   4.55948        6.22298                 NaN   7.46095        41.2657       0.904235        39.5867     
  1064.25        500.000                 NaN            NaN   4.61396        6.12282                 NaN   7.45579        41.2988       0.910324        39.5983     
  1062.75        500.000                 NaN            NaN   4.61471        6.12058                 NaN   7.45942        41.2954       0.910212        39.5997     
  1061.26        500.000                 NaN            NaN   4.62431        6.10886                 NaN   7.45702        41.2968       0.910764        39.6022     
  1059.76        500.000                 NaN            NaN   4.62509        6.10830                 NaN   7.46099        41.2911       0.910434        39.6041     
  1058.27        500.000                 NaN            NaN   4.63398        6.09583                 NaN   7.45820        41.2948       0.911175        39.6060     
  1056.78        500.000                 NaN            NaN   4.63738        6.09142                 NaN   7.45869        41.2939       0.911286        39.6073     
  1055.28        500.000                 NaN            NaN   4.64010        6.08799                 NaN   7.45917        41.2929       0.911352        39.6085     
  1053.79        500.000                 NaN            NaN   4.64286        6.08453                 NaN   7.45964        41.2919       0.911418        39.6096     
  1052.29        500.000                 NaN            NaN   4.64563        6.08107                 NaN   7.46013        41.2909       0.911482        39.6108     
  1050.80        500.000                 NaN            NaN   4.64840        6.07760                 NaN   7.46063        41.2899       0.911545        39.6119     
  1049.31        500.000                 NaN            NaN   4.65119        6.07413                 NaN   7.46114        41.2888       0.911608        39.6131     
  1047.81        500.000                 NaN            NaN   4.65398        6.07067                 NaN   7.46167        41.2877       0.911669        39.6143     
  1046.32        500.000                 NaN            NaN   4.65677        6.06721                 NaN   7.46220        41.2866       0.911728        39.6155     
  1044.82        500.000                 NaN            NaN   4.65957        6.06375                 NaN   7.46274        41.2855       0.911786        39.6167     
  1043.33        500.000                 NaN            NaN   4.66239        6.06028                 NaN   7.46330        41.2843       0.911844        39.6179     
  1041.84        500.000                 NaN            NaN   4.66520        6.05683                 NaN   7.46386        41.2831       0.911898        39.6191     
  1040.34        500.000                 NaN            NaN   4.66802        6.05338                 NaN   7.46443        41.2819       0.911952        39.6203     
  1038.85        500.000                 NaN            NaN   4.67086        6.04992                 NaN   7.46502        41.2806       0.912004        39.6216     
  1037.35        500.000                 NaN            NaN   4.67370        6.04646                 NaN   7.46561        41.2793       0.912055        39.6228     
  1035.86        500.000                 NaN            NaN   4.67656        6.04296                 NaN   7.46625        41.2780       0.912109        39.6241     
  1034.36        500.000                 NaN            NaN   4.67944        6.03947                 NaN   7.46688        41.2767       0.912157        39.6254     
  1032.87        500.000                 NaN            NaN   4.68232        6.03598                 NaN   7.46754        41.2753       0.912206        39.6267     
  1031.38        500.000                 NaN            NaN   4.68520        6.03253                 NaN   7.46817        41.2739       0.912251        39.6280     
  1029.88        500.000                 NaN            NaN   4.68811        6.02903                 NaN   7.46886        41.2725       0.912298        39.6293     
  1028.39        500.000                 NaN            NaN   4.69100        6.02557                 NaN   7.46952        41.2710       0.912340        39.6306     
  1026.89        500.000                 NaN            NaN   4.68330        6.04376                 NaN   7.47322        41.2590       0.910450        39.6302     
  1025.40        500.000                 NaN            NaN   4.68767        6.03835                 NaN   7.47417        41.2571       0.910551        39.6322     
  1023.91        500.000                 NaN            NaN   4.69196        6.03308                 NaN   7.47513        41.2551       0.910641        39.6341     
  1022.41        500.000                 NaN            NaN   4.69622        6.02787                 NaN   7.47608        41.2531       0.910730        39.6360     
  1020.92        500.000                 NaN            NaN   4.69861        6.02629                 NaN   7.47740        41.2496       0.910517        39.6375     
  1019.42        500.000                 NaN            NaN   4.70281        6.02101                 NaN   7.47834        41.2478       0.910624        39.6394     
  1017.93        500.000                 NaN            NaN   4.71164        6.00116                 NaN   7.47467        41.2598       0.912600        39.6401     
  1016.44        500.000                 NaN            NaN   4.71306        6.00739                 NaN   7.47971        41.2451       0.911094        39.6436     
  1014.94        500.000                 NaN            NaN   4.71763        5.99417                 NaN   7.47627        41.2563       0.912659        39.6430     
  1013.45        500.000                 NaN            NaN   4.72065        5.99067                 NaN   7.47709        41.2545       0.912690        39.6444     
  1011.95        500.000                 NaN            NaN   4.72370        5.98715                 NaN   7.47794        41.2526       0.912713        39.6459     
  1010.46        500.000                 NaN            NaN   4.74111        5.96707                 NaN   7.48295        41.2417       0.912834        39.6543     
  1008.96        500.000                 NaN            NaN   4.74418        5.96335                 NaN   7.48371        41.2401       0.912893        39.6558     
  1007.47        500.000                 NaN            NaN   4.74721        5.95972                 NaN   7.48448        41.2385       0.912947        39.6572     
  1005.98        500.000                 NaN            NaN   4.75017        5.95615                 NaN   7.48524        41.2369       0.913002        39.6586     
  1004.48        500.000                 NaN            NaN   4.75309        5.95266                 NaN   7.48600        41.2352       0.913051        39.6600     
  1002.99        500.000                 NaN            NaN   4.75597        5.94921                 NaN   7.48676        41.2336       0.913101        39.6613     
  1001.49        500.000                 NaN            NaN   4.75879        5.94585                 NaN   7.48751        41.2320       0.913147        39.6627     
  1000.00        500.000                 NaN            NaN   4.76157        5.94256                 NaN   7.48827        41.2304       0.913192        39.6640     
