|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1/T13/T13_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1418.35        500.000        97.7125                 NaN            NaN  0.656709       0.901787       0.729040                 NaN            NaN            NaN
  1416.86        500.000        97.7606                 NaN            NaN  0.642726       0.882990       0.713685                 NaN            NaN            NaN
  1415.36        500.000        97.8036                 NaN            NaN  0.630639       0.865909       0.699877                 NaN            NaN            NaN
  1413.87        500.000        97.8438                 NaN            NaN  0.619031       0.849898       0.687236                 NaN            NaN            NaN
  1412.37        500.000        97.8865                 NaN            NaN  0.606806       0.833300       0.673420                 NaN            NaN            NaN
  1410.88        500.000        97.9263                 NaN            NaN  0.817379       0.595602       0.660725                 NaN            NaN            NaN
  1409.39        500.000        97.9590                 NaN            NaN  0.586673       0.804373       0.649928                 NaN            NaN            NaN
  1407.89        500.000        98.0000                 NaN            NaN  0.788397       0.574775       0.636843                 NaN            NaN            NaN
  1406.40        500.000        98.0381                 NaN            NaN  0.773281       0.564104       0.624539                 NaN            NaN            NaN
  1404.90        500.000        98.0693                 NaN            NaN  0.761289       0.554880       0.614500                 NaN            NaN            NaN
  1403.41        500.000        98.1063                 NaN            NaN  0.746629       0.544530       0.602582                 NaN            NaN            NaN
  1401.92        500.000        98.1377                 NaN            NaN  0.535291       0.734554       0.592498                 NaN            NaN            NaN
  1400.42        500.000        98.1676                 NaN            NaN  0.722539       0.527101       0.582792                 NaN            NaN            NaN
  1398.93        500.000        98.1985                 NaN            NaN  0.517335       0.711310       0.572851                 NaN            NaN            NaN
  1397.43        500.000        98.2295                 NaN  0.889117E-001  0.544452       0.557612       0.579568                 NaN            NaN            NaN
  1395.94        500.000        98.2556                 NaN  0.189728       0.579343       0.385080       0.590285                 NaN            NaN            NaN
  1394.45        500.000        98.2885                 NaN  0.191514       0.570610       0.369515       0.579886                 NaN            NaN            NaN
  1392.95        500.000        98.3162                 NaN  0.193415       0.564676       0.354238       0.571472                 NaN            NaN            NaN
  1391.46        500.000        98.3452                 NaN  0.195677       0.558316       0.338362       0.562477                 NaN            NaN            NaN
  1389.96        500.000        98.3660                 NaN  0.198035       0.323992       0.555531       0.556471                 NaN            NaN            NaN
  1388.47        500.000        98.4016                 NaN  0.197890       0.544882       0.310995       0.544637                 NaN            NaN            NaN
  1386.97        500.000        98.1037                 NaN  0.247452       0.652030       0.346059       0.650782                 NaN            NaN            NaN
  1385.48        500.000        98.7849                 NaN  0.157080       0.421393       0.223172       0.413425                 NaN            NaN            NaN
  1383.99        500.000        98.4742                 NaN  0.204704       0.268200       0.530488       0.522404                 NaN            NaN            NaN
  1382.49        500.000        98.4981                 NaN  0.206362       0.525718       0.254867       0.514974                 NaN            NaN            NaN
  1381.00        500.000        98.5226                 NaN  0.208035       0.520120       0.241818       0.507385                 NaN            NaN            NaN
  1379.50        500.000        98.5440                 NaN  0.209602       0.515974       0.229761       0.500676                 NaN            NaN            NaN
  1378.01        500.000        98.5679                 NaN  0.211137       0.216564       0.511313       0.493108                 NaN            NaN            NaN
  1376.52        500.000        98.5892                 NaN  0.212553       0.204681       0.507051       0.486520                 NaN            NaN            NaN
  1375.02        500.000        98.6114                 NaN  0.214480       0.191590       0.502792       0.479711                 NaN            NaN            NaN
  1373.53        500.000        98.6320                 NaN  0.215395       0.181418       0.498140       0.473034                 NaN            NaN            NaN
  1372.03        500.000        98.6446                 NaN  0.218615       0.169651       0.497544       0.469573                 NaN            NaN            NaN
  1370.54        500.000        98.6773                 NaN  0.216457       0.160607       0.487604       0.458076                 NaN            NaN            NaN
  1369.05        500.000        98.6905                 NaN  0.219578       0.148054       0.487236       0.454664                 NaN            NaN            NaN
  1367.55        500.000        98.7108                 NaN  0.220355       0.138387       0.482351       0.448078                 NaN            NaN            NaN
  1366.06        500.000        98.7286                 NaN  0.221747       0.478870       0.128294       0.442524                 NaN            NaN            NaN
  1364.56        500.000        98.7472                 NaN  0.222533       0.475262       0.118504       0.436469                 NaN            NaN            NaN
  1363.07        500.000        98.7656                 NaN  0.223832       0.108488       0.471375       0.430668                 NaN            NaN            NaN
  1361.57        500.000        98.7833                 NaN  0.224539       0.467835       0.993612E-001  0.424984                 NaN            NaN            NaN
  1360.08        500.000        98.8003                 NaN  0.225197       0.464776       0.902308E-001  0.419468                 NaN            NaN            NaN
  1358.59        500.000        98.8157                 NaN  0.226324       0.803653E-001  0.462963       0.414649                 NaN            NaN            NaN
  1357.09        500.000        98.2853                 NaN  0.323404       0.123397       0.668975       0.598894                 NaN            NaN            NaN
  1355.60        500.000        99.4016                 NaN  0.129424       0.244728       0.128703E-001  0.211381                 NaN            NaN            NaN
  1354.10        500.000        98.8659                 NaN  0.227209       0.575570E-001  0.451328       0.397969                 NaN            NaN            NaN
  1352.61        500.000        98.8811                 NaN  0.227706       0.448080       0.499319E-001  0.393139                 NaN            NaN            NaN
  1351.12        500.000        98.8963                 NaN  0.227825       0.444723       0.430716E-001  0.388043                 NaN            NaN            NaN
  1349.62        500.000        98.9107                 NaN  0.227842       0.366845E-001  0.441624       0.383130                 NaN            NaN            NaN
  1348.13        500.000        98.9268                 NaN  0.228101       0.438021       0.291295E-001  0.377939                 NaN            NaN            NaN
  1346.63        500.000        98.9405                 NaN  0.227873       0.232506E-001  0.435083       0.373279                 NaN            NaN            NaN
  1345.14        500.000        98.9532                 NaN  0.228165       0.169765E-001  0.432464       0.369149                 NaN            NaN            NaN
  1343.65        500.000        98.9697                 NaN  0.226915       0.120153E-001  0.428130       0.363192                 NaN            NaN            NaN
  1342.15        500.000        98.9828                 NaN  0.227102       0.425334       0.575846E-002  0.359047                 NaN            NaN            NaN
  1340.66        500.000        98.9953                 NaN  0.226426       0.102039E-002  0.422559       0.354670                 NaN            NaN            NaN
  1339.16        500.000        99.0078                 NaN  0.224450       0.417711                 NaN  0.350061                 NaN            NaN            NaN
  1337.67        500.000        99.0198                 NaN  0.222449       0.412053                 NaN  0.345660                 NaN            NaN            NaN
  1336.17        500.000        99.0315                 NaN  0.219212       0.408246                 NaN  0.341027                 NaN            NaN            NaN
  1334.68        500.000        99.0438                 NaN  0.216822       0.402849                 NaN  0.336547                 NaN            NaN            NaN
  1333.19        500.000        99.0550                 NaN  0.215551       0.396963                 NaN  0.332504                 NaN            NaN            NaN
  1331.69        500.000        99.0672                 NaN  0.211776       0.393301                 NaN  0.327762                 NaN            NaN            NaN
  1330.20        500.000        99.0739                 NaN  0.209689       0.391387                 NaN  0.325042                 NaN            NaN            NaN
  1328.70        500.000        99.0915                 NaN  0.206439       0.383727                 NaN  0.318381                 NaN            NaN            NaN
  1327.21        500.000        99.0880                 NaN  0.178260       0.353791       0.654357E-001  0.314474                 NaN            NaN            NaN
  1325.72        500.000        99.1102                 NaN  0.202976       0.375196                 NaN  0.311619                 NaN            NaN            NaN
  1324.22        500.000        99.0843                 NaN  0.165941       0.790923E-001  0.355469       0.315228                 NaN            NaN            NaN
  1322.73        500.000        99.1588                 NaN  0.199517       0.348442                 NaN  0.293205                 NaN            NaN            NaN
  1321.23        500.000        99.1417                 NaN  0.196544       0.362129                 NaN  0.299602                 NaN            NaN            NaN
  1319.74        500.000        99.1500                 NaN  0.195721       0.357529                 NaN  0.296736                 NaN            NaN            NaN
  1318.25        500.000        99.1581                 NaN  0.190943       0.358148                 NaN  0.292811                 NaN            NaN            NaN
  1316.75        500.000        99.1742                 NaN  0.188651       0.350162                 NaN  0.287036                 NaN            NaN            NaN
  1315.26        500.000        99.1813                 NaN  0.187101       0.347218                 NaN  0.284428                 NaN            NaN            NaN
  1313.76        500.000        99.1909                 NaN  0.184932       0.343327                 NaN  0.280808                 NaN            NaN            NaN
  1312.27        500.000        99.2006                 NaN  0.182637       0.339518                 NaN  0.277282                 NaN            NaN            NaN
  1310.77        500.000        99.2105                 NaN  0.179713       0.336579                 NaN  0.273255                 NaN            NaN            NaN
  1309.28        500.000        99.2186                 NaN  0.178491       0.332557                 NaN  0.270312                 NaN            NaN            NaN
  1307.79        500.000        99.2278                 NaN  0.175958       0.329404                 NaN  0.266887                 NaN            NaN            NaN
  1306.29        500.000        99.2379                 NaN  0.173534       0.325818                 NaN  0.262723                 NaN            NaN            NaN
  1304.80        500.000        99.2453                 NaN  0.171788       0.322878                 NaN  0.260055                 NaN            NaN            NaN
  1303.30        500.000        99.2540                 NaN  0.169239       0.320075                 NaN  0.256663                 NaN            NaN            NaN
  1301.81        500.000        99.2641                 NaN  0.166507       0.316570                 NaN  0.252822                 NaN            NaN            NaN
  1300.32        500.000        99.2721                 NaN  0.165401       0.312555                 NaN  0.249929                 NaN            NaN            NaN
  1298.82        500.000        99.2803                 NaN  0.162562       0.310459                 NaN  0.246647                 NaN            NaN            NaN
  1297.33        500.000        99.2885                 NaN  0.160049       0.307939                 NaN  0.243513                 NaN            NaN            NaN
  1295.83        500.000        99.2963                 NaN  0.158915       0.304178                 NaN  0.240564                 NaN            NaN            NaN
  1294.34        500.000        99.3044                 NaN  0.156214       0.301911                 NaN  0.237486                 NaN            NaN            NaN
  1292.85        500.000        99.3130                 NaN  0.154013       0.298863                 NaN  0.234160                 NaN            NaN            NaN
  1291.35        500.000        99.3207                 NaN  0.152122       0.295860                 NaN  0.231298                 NaN            NaN            NaN
  1289.86        500.000        99.3276                 NaN  0.150272       0.293404                 NaN  0.228765                 NaN            NaN            NaN
  1288.36        500.000        99.3367                 NaN  0.146828       0.291584                 NaN  0.224930                 NaN            NaN            NaN
  1286.87        500.000        99.3430                 NaN  0.146313       0.287874                 NaN  0.222826                 NaN            NaN            NaN
  1285.38        500.000        99.3504                 NaN  0.143520       0.286209                 NaN  0.219832                 NaN            NaN            NaN
  1283.88        500.000        99.3588                 NaN  0.141068       0.283365                 NaN  0.216745                 NaN            NaN            NaN
  1282.39        500.000        99.3658                 NaN  0.139240       0.280934                 NaN  0.214074                 NaN            NaN            NaN
  1280.89        500.000        99.3730                 NaN  0.137013       0.278596                 NaN  0.211419                 NaN            NaN            NaN
  1279.40        500.000        99.3774                 NaN  0.136389       0.276079                 NaN  0.210142                 NaN            NaN            NaN
  1277.90        500.000        99.3902                 NaN  0.132241       0.273069                 NaN  0.204486                 NaN            NaN            NaN
  1276.41        500.000        99.3943                 NaN  0.131001       0.271261                 NaN  0.203431                 NaN            NaN            NaN
  1274.92        500.000        99.4012                 NaN  0.128537       0.269553                 NaN  0.200704                 NaN            NaN            NaN
  1273.42        500.000        99.4078                 NaN  0.126173       0.267835                 NaN  0.198162                 NaN            NaN            NaN
  1271.93        500.000        99.4146                 NaN  0.124155       0.265613                 NaN  0.195668                 NaN            NaN            NaN
  1270.43        500.000        99.4238                 NaN  0.120660       0.584825E-002  0.257103       0.192574                 NaN            NaN            NaN
  1268.94        500.000        99.4280                 NaN  0.119747       0.261832                 NaN  0.190404                 NaN            NaN            NaN
  1267.45        500.000        99.4324                 NaN  0.118811       0.259920                 NaN  0.188918                 NaN            NaN            NaN
  1265.95        500.000        99.4415                 NaN  0.115360       0.257704                 NaN  0.185481                 NaN            NaN            NaN
  1264.46        500.000        99.4458                 NaN  0.113917       0.256443                 NaN  0.183824                 NaN            NaN            NaN
  1262.96        500.000        98.8301                 NaN  0.147640       0.342736                 NaN  0.248350       0.431145                 NaN            NaN
  1261.47        500.000        95.4567                 NaN  0.106673       0.479804       0.665674       0.606896        2.68430                 NaN            NaN
  1259.98        500.000        93.8035                 NaN  0.200360       0.853275       0.626265       0.842595        3.67402                 NaN            NaN
  1258.48        500.000        96.7170                 NaN            NaN  0.576773       0.325050       0.434093        1.88297       0.640940E-001            NaN
  1256.99        500.000        94.6230                 NaN  0.120958       0.691714       0.570038       0.720844        3.16379       0.109633                 NaN
  1255.49        500.000        94.9445                 NaN  0.224960       0.245985       0.799628       0.688234        2.98897       0.107682                 NaN
  1254.00        500.000        95.2353                 NaN  0.215041       0.223212       0.761821       0.650693        2.81293       0.101026                 NaN
  1252.50        500.000        95.4978                 NaN  0.206459       0.202204       0.727156       0.616563        2.65481       0.950043E-001            NaN
  1251.01        500.000        95.7354                 NaN  0.198252       0.182656       0.696589       0.585431        2.51214       0.895552E-001            NaN
  1249.52        500.000        95.9511                 NaN  0.191311       0.668184       0.164542       0.556857        2.38340       0.845781E-001            NaN
  1248.02        500.000        96.1491                 NaN  0.184287       0.641112       0.149552       0.530445        2.26548       0.799862E-001            NaN
  1246.53        500.000        96.3305                 NaN  0.177800       0.616170       0.135488       0.506037        2.15818       0.757842E-001            NaN
  1245.03        500.000        96.4987                 NaN  0.171958       0.122990       0.592745       0.483302        2.05849       0.718241E-001            NaN
  1243.54        500.000        96.6522                 NaN  0.165593       0.570039       0.113507       0.462157        1.96835       0.681923E-001            NaN
  1242.05        500.000        96.7948                 NaN  0.159905       0.547917       0.105306       0.442488        1.88481       0.647658E-001            NaN
  1240.55        500.000        96.9303                 NaN  0.153441       0.526620       0.992710E-001  0.423598        1.80524       0.615190E-001            NaN
  1239.06        500.000        97.0541                 NaN  0.147630       0.505743       0.948661E-001  0.406248        1.73290       0.584789E-001            NaN
  1237.56        500.000        97.1710                 NaN  0.141743       0.919492E-001  0.485134       0.389694        1.66492       0.555832E-001            NaN
  1236.07        500.000        97.2806                 NaN  0.135731       0.901562E-001  0.465459       0.374100        1.60109       0.528691E-001            NaN
  1234.58        500.000        97.3819                 NaN  0.128127       0.442703       0.960214E-001  0.359499        1.54154       0.502002E-001            NaN
  1233.08        500.000        97.4794                 NaN  0.123315       0.425321       0.932054E-001  0.345428        1.48556       0.477794E-001            NaN
  1231.59        500.000        97.5708                 NaN  0.116373       0.404697       0.984911E-001  0.332181        1.43208       0.453680E-001            NaN
  1230.09        500.000        97.6566                 NaN  0.110157       0.385571       0.102547       0.319550        1.38245       0.431529E-001            NaN
  1228.60        500.000        97.7382                 NaN  0.102840       0.364588       0.111179       0.307485        1.33481       0.409360E-001            NaN
  1227.10        500.000        97.8131                 NaN  0.959184E-001  0.344808       0.119845       0.296518        1.29094       0.388515E-001            NaN
  1225.61        500.000        97.8855                 NaN  0.886002E-001  0.130523       0.324228       0.285740        1.24854       0.368396E-001            NaN
  1224.12        500.000        97.9547                 NaN  0.805496E-001  0.303038       0.143894       0.275335        1.20762       0.348403E-001            NaN
  1222.62        500.000        98.0188                 NaN  0.725644E-001  0.282622       0.157714       0.265770        1.16963       0.329360E-001            NaN
  1221.13        500.000        98.1241                 NaN  0.118770       0.338965                 NaN  0.252548        1.13179       0.338426E-001            NaN
  1219.63        500.000        97.5350                 NaN  0.415871E-001  0.382512       0.222305       0.340878        1.43824       0.394744E-001            NaN
  1218.14        500.000        98.7226                 NaN  0.846329E-001  0.256648                 NaN  0.157269       0.760438       0.183957E-001            NaN
  1216.65        500.000        98.1348                 NaN  0.658622E-002  0.389109       0.113604       0.248924        1.08228       0.247135E-001            NaN
  1215.15        500.000        97.8737                 NaN            NaN  0.401285       0.144368       0.282074        1.27181       0.267824E-001            NaN
  1213.66        500.000        95.8574                 NaN  0.304134       0.750332                 NaN  0.541886        2.47650       0.697154E-001            NaN
  1212.16        500.000       100.0000                 NaN  0.765010E-005  0.335905E-005            NaN  0.351081E-005            NaN            NaN            NaN
