|6.6.6
Archiving\03_Data\Dfrac/QFM_m4.75/YM20/YM20_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1538.85        2500.00        99.1120                 NaN            NaN            NaN  0.606493E-001            NaN  0.827376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1268                 NaN            NaN            NaN  0.577110E-001            NaN  0.815492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1336                 NaN            NaN            NaN  0.567693E-001            NaN  0.809646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0886                 NaN            NaN            NaN  0.324998E-001            NaN  0.590210       0.288697                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9306                 NaN            NaN            NaN  0.875215E-006            NaN            NaN   1.06944                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9422                 NaN            NaN            NaN            NaN            NaN  0.121270       0.936489                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.9394                 NaN            NaN            NaN            NaN            NaN            NaN   1.06061                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.9430                 NaN            NaN            NaN            NaN            NaN  0.631631E-001  0.993844                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.9420                 NaN            NaN            NaN  0.260336E-003            NaN            NaN   1.05770                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.9402                 NaN            NaN            NaN            NaN            NaN            NaN   1.05981                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.9399                 NaN            NaN            NaN            NaN            NaN            NaN   1.06012                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9351                 NaN            NaN            NaN            NaN            NaN            NaN   1.06490                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.9299                 NaN            NaN            NaN            NaN            NaN            NaN   1.07012                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.9140                 NaN            NaN            NaN            NaN            NaN            NaN   1.08601                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.9061                 NaN            NaN            NaN            NaN            NaN            NaN   1.09392                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.8869                 NaN            NaN            NaN            NaN            NaN            NaN   1.11308                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.7222                 NaN            NaN            NaN            NaN            NaN            NaN   1.01379       0.264061                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.2573                 NaN            NaN            NaN            NaN            NaN            NaN   1.17742       0.565303                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.2841                 NaN            NaN            NaN            NaN            NaN            NaN  0.554867        1.16105                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.3040                 NaN            NaN            NaN            NaN            NaN            NaN  0.546677        1.14937                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.3410                 NaN            NaN            NaN            NaN            NaN            NaN  0.535451        1.12354                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.3592                 NaN            NaN            NaN            NaN            NaN            NaN   1.11366       0.527170                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3824                 NaN            NaN            NaN            NaN            NaN            NaN   1.09887       0.518756                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.4057                 NaN            NaN            NaN            NaN            NaN            NaN  0.510141        1.08413                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4273                 NaN            NaN            NaN            NaN            NaN            NaN  0.501415        1.07127                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.4474                 NaN            NaN            NaN            NaN            NaN            NaN  0.493286        1.05932                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4677                 NaN            NaN            NaN            NaN            NaN            NaN  0.484658        1.04761                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4863                 NaN            NaN            NaN            NaN            NaN            NaN   1.03760       0.476113                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5049                 NaN            NaN            NaN            NaN            NaN            NaN   1.02710       0.467971                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5235                 NaN            NaN            NaN            NaN            NaN            NaN  0.462561        1.01391                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5399                 NaN            NaN            NaN            NaN            NaN            NaN   1.00659       0.453540                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        95.1746                 NaN            NaN            NaN  0.148920E-001            NaN            NaN   1.35483        1.85703        1.59864                 NaN            NaN            NaN            NaN
  1458.65        2500.00        95.0580                 NaN            NaN            NaN  0.469291                 NaN            NaN   1.52397        1.21127        1.73745                 NaN            NaN            NaN            NaN
  1456.14        2500.00        95.2724                 NaN            NaN            NaN  0.458479                 NaN            NaN   1.46845        1.13534        1.66534                 NaN            NaN            NaN            NaN
  1453.63        2500.00        95.4572                 NaN            NaN            NaN  0.452503                 NaN            NaN   1.06372        1.42292        1.60362                 NaN            NaN            NaN            NaN
  1451.13        2500.00        95.6336                 NaN            NaN            NaN  0.445691                 NaN            NaN  0.997054        1.37941        1.54423                 NaN            NaN            NaN            NaN
  1448.62        2500.00        95.7969                 NaN            NaN            NaN  0.439474                 NaN            NaN   1.33954       0.934801        1.48930                 NaN            NaN            NaN            NaN
  1446.12        2500.00        95.9500                 NaN            NaN            NaN  0.433946                 NaN            NaN   1.30224       0.876231        1.43763                 NaN            NaN            NaN            NaN
  1443.61        2500.00        96.0973                 NaN            NaN            NaN  0.428418                 NaN            NaN   1.26540       0.821245        1.38762                 NaN            NaN            NaN            NaN
  1441.10        2500.00        95.9710                 NaN  0.245458E-001            NaN  0.302368                 NaN            NaN   1.29725       0.979166        1.42571                 NaN            NaN            NaN            NaN
  1438.60        2500.00        95.0030                 NaN  0.127082                 NaN            NaN            NaN            NaN   1.46757        1.62611        1.77626                 NaN            NaN            NaN            NaN
  1436.09        2500.00        95.3065                 NaN  0.118283                 NaN            NaN            NaN            NaN   1.52615        1.37947        1.66957                 NaN            NaN            NaN            NaN
  1433.58        2500.00        95.5837                 NaN  0.110191                 NaN            NaN            NaN            NaN   1.43459        1.30016        1.57132                 NaN            NaN            NaN            NaN
  1431.08        2500.00        95.8318                 NaN  0.102851                 NaN            NaN            NaN            NaN   1.22845        1.35372        1.48316                 NaN            NaN            NaN            NaN
  1428.57        2500.00        96.0578                 NaN  0.963984E-001            NaN            NaN            NaN            NaN   1.27943        1.16309        1.40328                 NaN            NaN            NaN            NaN
  1426.07        2500.00        96.2622                 NaN  0.904393E-001            NaN            NaN            NaN            NaN   1.21180        1.10503        1.33055                 NaN            NaN            NaN            NaN
  1423.56        2500.00        96.4476                 NaN  0.849874E-001            NaN            NaN            NaN            NaN   1.05179        1.15107        1.26456                 NaN            NaN            NaN            NaN
  1421.05        2500.00        96.6183                 NaN  0.799166E-001            NaN            NaN            NaN            NaN   1.09220        1.00614        1.20345                 NaN            NaN            NaN            NaN
  1418.55        2500.00        96.7749                 NaN  0.753777E-001            NaN            NaN            NaN            NaN   1.04109       0.961179        1.14749                 NaN            NaN            NaN            NaN
  1416.04        2500.00        96.9187                 NaN  0.709018E-001            NaN            NaN            NaN            NaN  0.992646       0.921851        1.09590                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.0529                 NaN  0.671410E-001            NaN            NaN            NaN            NaN  0.947541       0.884606        1.04785                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.1763                 NaN  0.634620E-001            NaN            NaN            NaN            NaN  0.904293       0.852503        1.00345                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.2907                 NaN  0.600557E-001            NaN            NaN            NaN            NaN  0.866961       0.820030       0.962233                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.3971                 NaN  0.567944E-001            NaN            NaN            NaN            NaN  0.830199       0.791898       0.924019                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.4990                 NaN  0.537966E-001            NaN            NaN            NaN            NaN  0.764672       0.795495       0.887039                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.5912                 NaN  0.509828E-001            NaN            NaN            NaN            NaN  0.763868       0.740180       0.853748                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.6786                 NaN  0.483433E-001            NaN            NaN            NaN            NaN  0.717279       0.733753       0.821994                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.7607                 NaN  0.458045E-001            NaN            NaN            NaN            NaN  0.696339       0.704933       0.792219                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.8379                 NaN  0.434336E-001            NaN            NaN            NaN            NaN  0.678497       0.676177       0.763997                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.9105                 NaN  0.411772E-001            NaN            NaN            NaN            NaN  0.658081       0.652642       0.737592                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.9793                 NaN  0.390592E-001            NaN            NaN            NaN            NaN  0.627831       0.641366       0.712453                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.0441                 NaN  0.370387E-001            NaN            NaN            NaN            NaN  0.605181       0.624969       0.688722                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.1050                 NaN  0.351193E-001            NaN            NaN            NaN            NaN  0.610282       0.583290       0.666344                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.1628                 NaN  0.332759E-001            NaN            NaN            NaN            NaN  0.596623       0.562174       0.645111                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.2177                 NaN  0.313666E-001            NaN            NaN            NaN            NaN  0.540583       0.585437       0.624878                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.2701                 NaN  0.297401E-001            NaN            NaN            NaN            NaN  0.522404       0.572271       0.605526                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.3195                 NaN  0.281610E-001            NaN            NaN            NaN            NaN  0.560110       0.504981       0.587238                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.3665                 NaN  0.266969E-001            NaN            NaN            NaN            NaN  0.487206       0.549587       0.570019                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.4113                 NaN  0.251504E-001            NaN            NaN            NaN            NaN  0.469961       0.540446       0.553168                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.4537                 NaN  0.236756E-001            NaN            NaN            NaN            NaN  0.532419       0.452712       0.537543                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.4942                 NaN  0.222995E-001            NaN            NaN            NaN            NaN  0.438129       0.523107       0.522253                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.5327                 NaN  0.209643E-001            NaN            NaN            NaN            NaN  0.515019       0.423385       0.507947                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.5699                 NaN  0.197586E-001            NaN            NaN            NaN            NaN  0.507751       0.408404       0.494179                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.6051                 NaN  0.184272E-001            NaN            NaN            NaN            NaN  0.394892       0.500873       0.480741                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.6382                 NaN  0.172193E-001            NaN            NaN            NaN            NaN  0.380780       0.495422       0.468346                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.6704                 NaN  0.160451E-001            NaN            NaN            NaN            NaN  0.367209       0.490146       0.456221                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.7008                 NaN  0.149038E-001            NaN            NaN            NaN            NaN  0.484964       0.354630       0.444661                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.7296                 NaN  0.137372E-001            NaN            NaN            NaN            NaN  0.341767       0.481198       0.433739                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.7583                 NaN  0.126993E-001            NaN            NaN            NaN            NaN  0.329015       0.477061       0.422953                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.7847                 NaN  0.116869E-001            NaN            NaN            NaN            NaN  0.317910       0.472865       0.412816                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.8106                 NaN  0.106533E-001            NaN            NaN            NaN            NaN  0.470317       0.305427       0.403043                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.8354                 NaN  0.960001E-002            NaN            NaN            NaN            NaN  0.468713       0.292822       0.393514                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.8581                 NaN  0.859674E-002            NaN            NaN            NaN            NaN  0.281374       0.467152       0.384732                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.8808                 NaN  0.765734E-002            NaN            NaN            NaN            NaN  0.269687       0.465781       0.376038                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.9024                 NaN  0.669104E-002            NaN            NaN            NaN            NaN  0.257786       0.465359       0.367721                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.9233                 NaN  0.584675E-002            NaN            NaN            NaN            NaN  0.464359       0.246697       0.359818                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.9427                 NaN  0.486921E-002            NaN            NaN            NaN            NaN  0.234538       0.465801       0.352107                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.9610                 NaN  0.393629E-002            NaN            NaN            NaN            NaN  0.222095       0.467984       0.345008                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.9797                 NaN  0.311400E-002            NaN            NaN            NaN            NaN  0.469136       0.210247       0.337768                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.9967                 NaN  0.220248E-002            NaN            NaN            NaN            NaN  0.472815       0.197209       0.331067                 NaN            NaN            NaN            NaN
  1313.28        2500.00        74.1321                 NaN  0.244020                 NaN            NaN            NaN            NaN   3.29924        2.66322        3.54035        16.1211                 NaN            NaN            NaN
  1310.78        2500.00        65.1162                 NaN  0.311536                 NaN            NaN            NaN            NaN   4.41803        3.43306        4.66496        22.0562                 NaN            NaN            NaN
  1308.27        2500.00        72.6527                 NaN  0.226239                 NaN            NaN            NaN            NaN   3.52148        2.70182        3.66847        17.2293                 NaN            NaN            NaN
  1305.76        2500.00        77.4324                 NaN  0.171272                 NaN            NaN            NaN            NaN   5.19379                 NaN   3.03799        14.1646                 NaN            NaN            NaN
  1303.26        2500.00        80.7593                 NaN  0.132891                 NaN            NaN            NaN            NaN   4.47445                 NaN   2.59655        12.0368                 NaN            NaN            NaN
  1300.75        2500.00        81.4740                 NaN  0.167683                 NaN            NaN            NaN            NaN   2.33252        1.79691        2.54733        11.6816                 NaN            NaN            NaN
  1298.25        2500.00        86.9047                 NaN  0.124514E-001            NaN            NaN            NaN            NaN   3.37543                 NaN   1.71923        7.98821                 NaN            NaN            NaN
  1295.74        2500.00        76.4675                 NaN  0.142327                 NaN            NaN            NaN            NaN   1.56975        3.56356        3.21848        14.8670       0.171339                 NaN            NaN
  1293.23        2500.00        94.0465                 NaN            NaN            NaN            NaN            NaN            NaN   1.46710                 NaN  0.675721        3.71524       0.954253E-001            NaN            NaN
  1290.73        2500.00        77.0939                 NaN  0.573126E-001            NaN            NaN            NaN            NaN   4.84232                 NaN   2.97555        14.5126       0.518245                 NaN            NaN
  1288.22        2500.00        86.2607                 NaN  0.219068E-001            NaN            NaN            NaN            NaN   2.14236       0.837623        1.73663        8.69936       0.301404                 NaN            NaN
  1285.71        2500.00        77.0307        10.8605                 NaN            NaN            NaN            NaN            NaN   2.45019                 NaN   1.79998        7.56266       0.295970                 NaN            NaN
  1283.21        2500.00        89.3282                 NaN            NaN            NaN            NaN            NaN            NaN   2.20546                 NaN   1.41885        6.95754       0.899667E-001            NaN            NaN
  1280.70        2500.00        77.0921                 NaN            NaN            NaN            NaN            NaN            NaN   5.38996                 NaN   2.56160        14.3924       0.563925                 NaN            NaN
  1278.20        2500.00        84.4407                 NaN            NaN            NaN            NaN            NaN            NaN   3.16754                 NaN   1.83292        10.1903       0.368487                 NaN            NaN
  1275.69        2500.00        85.9119                 NaN            NaN            NaN            NaN            NaN            NaN   1.66738       0.931638        1.73360        9.42497       0.330470                 NaN            NaN
  1273.18        2500.00        90.7555                 NaN  0.308127E-001            NaN            NaN            NaN            NaN   1.54803                 NaN   1.10604        6.31917       0.240444                 NaN            NaN
  1270.68        2500.00        87.5160                 NaN            NaN            NaN            NaN            NaN            NaN   3.19866                 NaN   1.60756        7.47955       0.198212                 NaN            NaN
  1268.17        2500.00        87.9559                 NaN            NaN            NaN            NaN            NaN            NaN   2.86111                 NaN   1.52635        7.43967       0.216955                 NaN            NaN
  1265.66        2500.00        93.9846                 NaN            NaN            NaN            NaN            NaN            NaN   1.61616                 NaN  0.835517        3.45941       0.104308                 NaN            NaN
  1263.16        2500.00        92.6773                 NaN            NaN            NaN            NaN            NaN            NaN   1.66642                 NaN  0.907159        4.60357       0.145552                 NaN            NaN
  1260.65        2500.00        93.0549                 NaN            NaN            NaN            NaN            NaN            NaN  0.251476                 NaN  0.769757        5.69467       0.229187                 NaN            NaN
  1258.15        2500.00        94.6694                 NaN            NaN            NaN            NaN            NaN            NaN   1.18806        1.03366       0.732844        2.34000       0.359937E-001            NaN            NaN
  1255.64        2500.00        94.2852                 NaN            NaN            NaN            NaN            NaN            NaN   1.24186       0.228149       0.776000        3.37805       0.907900E-001            NaN            NaN
  1253.13        2500.00        83.4686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.29447        14.2773       0.539812       0.419853                 NaN
  1250.63        2500.00        94.3302                 NaN            NaN            NaN            NaN            NaN            NaN   2.77666        1.54765        1.34553                 NaN            NaN            NaN            NaN
  1248.12        2500.00        98.7226                 NaN            NaN            NaN            NaN            NaN            NaN  0.974707                 NaN  0.302736                 NaN            NaN            NaN            NaN
  1245.61        2500.00        90.7626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.711586        6.56603                 NaN   1.95979                 NaN
  1243.11        2500.00        97.8014                 NaN            NaN            NaN            NaN            NaN            NaN  0.212785        1.32702       0.640322                 NaN  0.184610E-001            NaN            NaN
  1240.60        2500.00        98.6692                 NaN            NaN            NaN            NaN            NaN            NaN   1.12547                 NaN  0.205358                 NaN            NaN            NaN            NaN
  1238.10        2500.00        99.5103                 NaN            NaN            NaN            NaN            NaN            NaN  0.299362                 NaN            NaN  0.183002       0.734673E-002            NaN            NaN
  1235.59        2500.00        95.5525                 NaN            NaN            NaN            NaN            NaN            NaN  0.711556                 NaN  0.701454        3.03021       0.430579E-002            NaN            NaN
  1233.08        2500.00        98.8066                 NaN            NaN            NaN            NaN            NaN            NaN  0.607539       0.106677                 NaN  0.442672       0.365161E-001            NaN            NaN
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.77984        7.06121        8.07305        46.9308       0.668442        33.4867                 NaN
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.14523        6.45954        7.88711        47.3756       0.707016        33.4255                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN   2.41232                 NaN            NaN   6.45958                 NaN   7.67231        48.2051       0.847554        34.4032                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN   2.41828                 NaN            NaN   6.45037       0.713053E-005   7.67233        48.2037       0.847616        34.4077                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.80435        6.82375        7.90469        47.3327       0.700193        33.4343                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN   2.43001                 NaN            NaN   6.43162                 NaN   7.67341        48.2007       0.847895        34.4164                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN   2.43581                 NaN            NaN   6.42251                 NaN   7.67389        48.1993       0.847859        34.4206                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN   2.44173                 NaN            NaN   6.41356                 NaN   7.67381        48.1979       0.847897        34.4251                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN   2.44805                 NaN            NaN   6.40348                 NaN   7.67385        48.1967       0.848025        34.4299                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN   2.45251                 NaN            NaN   6.39700                 NaN   7.67380        48.1947       0.848050        34.4340                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN   2.46070                 NaN            NaN   6.38326                 NaN   7.67305        48.1956       0.848275        34.4392                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN   2.46341                 NaN            NaN   6.37969                 NaN   7.67254        48.1935       0.848345        34.4425                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN   2.47097                 NaN            NaN   6.36864                 NaN   7.67329        48.1912       0.848202        34.4477                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN   3.05859                 NaN            NaN   1.20662                 NaN   7.32626        49.4406       0.938575        34.4743        3.55502     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   2.48127                 NaN            NaN   6.35343                 NaN   7.67332        48.1876       0.848209        34.4562                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN   3.05296                 NaN            NaN   1.23422                 NaN   7.32915        49.4288       0.937437        34.4764        3.54106     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   3.05330                 NaN            NaN   1.23850                 NaN   7.32943        49.4264       0.937324        34.4784        3.53665     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   3.05368                 NaN            NaN   1.24283                 NaN   7.32971        49.4239       0.937211        34.4805        3.53215     
  1185.46        2500.00                 NaN            NaN            NaN            NaN   3.06799                 NaN            NaN   1.22572                 NaN   7.32763        49.4261       0.937896        34.4889        3.52579     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   3.06845                 NaN            NaN   1.22960                 NaN   7.32789        49.4237       0.937794        34.4910        3.52156     
  1180.45        2500.00                 NaN            NaN            NaN            NaN   2.83101                 NaN            NaN   3.30893                 NaN   7.46666        48.9265       0.901872        34.4802        2.08484     
  1177.94        2500.00                 NaN            NaN            NaN            NaN   2.84786                 NaN            NaN   3.33160                 NaN   7.46960        48.9091       0.900489        34.4933        2.04797     
  1175.44        2500.00                 NaN            NaN            NaN            NaN   2.83278                 NaN            NaN   3.33833                 NaN   7.46848        48.9158       0.901517        34.4863        2.05679     
  1172.93        2500.00                 NaN            NaN            NaN            NaN   2.85555                 NaN            NaN   3.32916                 NaN   7.47077        48.9058       0.900723        34.5002        2.03777     
  1170.43        2500.00                 NaN            NaN            NaN            NaN   2.83439                 NaN            NaN   3.37319                 NaN   7.47033        48.9032       0.900698        34.4924        2.02578     
  1167.92        2500.00                 NaN            NaN            NaN            NaN   2.83525                 NaN            NaN   3.37797                 NaN   7.47229        48.8987       0.900339        34.4949        2.02050     
  1165.41        2500.00                 NaN            NaN            NaN            NaN   2.83290                 NaN            NaN   3.38244                 NaN   7.47509        48.8895       0.899316        34.4972        2.02357     
  1162.91        2500.00                 NaN            NaN            NaN            NaN   2.84212                 NaN            NaN   3.36760                 NaN   7.47132        48.8959       0.900522        34.5018        2.02079     
  1160.40        2500.00                 NaN            NaN            NaN            NaN   2.84055                 NaN            NaN   3.40749                 NaN   7.47428        48.8837       0.900007        34.5053        1.98869     
  1157.89        2500.00                 NaN            NaN            NaN            NaN   2.84676                 NaN            NaN   3.27960                 NaN   7.46559        48.9175       0.901290        34.5022        2.08706     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   2.84698                 NaN            NaN   3.34902                 NaN   7.47129        48.8884       0.900088        34.5098        2.03439     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.63915        7.04259        8.06131        47.0863       0.682436        33.4882                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN   2.84000                 NaN            NaN   3.51145                 NaN   7.48514        48.8432       0.897021        34.5186        1.90465     
  1147.87        2500.00                 NaN            NaN            NaN            NaN   1.08188                 NaN            NaN   5.05819        3.71718        7.87321        47.5890       0.757679        33.9229                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN  0.993717                 NaN            NaN   4.95811        3.97239        7.89078        47.5443       0.751370        33.8893                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN   1.16324                 NaN            NaN   5.11297        3.52523        7.86742        47.6094       0.761683        33.9600                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.57078        7.12647        8.09017        47.0359       0.677522        33.4992                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN   2.83916                 NaN            NaN   3.60293                 NaN   7.49168        48.8118       0.894649        34.5314        1.82844     
  1135.34        2500.00                 NaN            NaN            NaN            NaN   2.84893                 NaN            NaN   3.54294                 NaN   7.48542        48.8262       0.896054        34.5350        1.86545     
  1132.83        2500.00                 NaN            NaN            NaN            NaN   1.13665                 NaN            NaN   5.03957        3.65309        7.88560        47.5698       0.757463        33.9578                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN   2.85537                 NaN            NaN   3.55206                 NaN   7.48509        48.8193       0.896147        34.5425        1.84951     
  1127.82        2500.00                 NaN            NaN            NaN            NaN   2.85167                 NaN            NaN   3.59087                 NaN   7.49076        48.8082       0.895247        34.5440        1.81924     
  1125.31        2500.00                 NaN            NaN            NaN            NaN   1.23956                 NaN            NaN   5.10631        3.41359        7.87841        47.5939       0.762364        34.0059                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN   1.19969                 NaN            NaN   5.05697        3.53451        7.88860        47.5692       0.759086        33.9919                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN   2.85446                 NaN            NaN   3.64319                 NaN   7.49500        48.7873       0.894327        34.5534        1.77233     
  1117.79        2500.00                 NaN            NaN            NaN            NaN   2.86322                 NaN            NaN   3.59962                 NaN   7.49161        48.7956       0.895024        34.5576        1.79728     
  1115.29        2500.00                 NaN            NaN            NaN            NaN   2.85751                 NaN            NaN   3.63164                 NaN   7.49952        48.7836       0.893008        34.5575        1.77718     
  1112.78        2500.00                 NaN            NaN            NaN            NaN   2.88378                 NaN            NaN   3.62987                 NaN   7.49899        48.7709       0.892922        34.5741        1.74946     
  1110.28        2500.00                 NaN            NaN            NaN            NaN   2.86455                 NaN            NaN   3.67261                 NaN   7.49704        48.7717       0.894059        34.5672        1.73283     
  1107.77        2500.00                 NaN            NaN            NaN            NaN   2.85616                 NaN            NaN   3.72126                 NaN   7.50520        48.7524       0.891477        34.5672        1.70625     
  1105.26        2500.00                 NaN            NaN            NaN            NaN   2.86366                 NaN            NaN   3.71194                 NaN   7.50090        48.7558       0.892954        34.5727        1.70209     
  1102.76        2500.00                 NaN            NaN            NaN            NaN   2.86426                 NaN            NaN   3.73439                 NaN   7.50288        48.7475       0.892431        34.5760        1.68257     
  1100.25        2500.00                 NaN            NaN            NaN            NaN   2.86792                 NaN            NaN   3.70072                 NaN   7.49751        48.7587       0.893191        34.5774        1.70451     
  1097.74        2500.00                 NaN            NaN            NaN            NaN   2.86732                 NaN            NaN   3.76551                 NaN   7.50660        48.7294       0.891052        34.5842        1.65594     
  1095.24        2500.00                 NaN            NaN            NaN            NaN   2.86813                 NaN            NaN   3.76145                 NaN   7.50547        48.7334       0.891738        34.5848        1.65504     
  1092.73        2500.00                 NaN            NaN            NaN            NaN   2.86618                 NaN            NaN   3.76909                 NaN   7.50468        48.7305       0.891445        34.5861        1.65199     
  1090.23        2500.00                 NaN            NaN            NaN            NaN   2.87121                 NaN            NaN   3.79555                 NaN   7.50894        48.7181       0.890829        34.5922        1.62317     
  1087.72        2500.00                 NaN            NaN            NaN            NaN   2.87343                 NaN            NaN   3.79633                 NaN   7.50874        48.7161       0.890862        34.5952        1.61931     
