|6.6.6
Archiving\03_Data\eq/QFM_m4.5/WD94/WD94_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.5395       0.460481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.5395       0.460481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.5395       0.460480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.5395       0.460480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.5395       0.460480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.5395       0.460480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5395       0.460480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5395       0.460479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5395       0.460479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.5395       0.460479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.5395       0.460479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.5395       0.460478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.5395       0.460478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.5395       0.460478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.5395       0.460478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.5395       0.460477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.5395       0.460477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.5395       0.460477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.5395       0.460477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.5395       0.460476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.5395       0.460476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.5395       0.460476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.5395       0.460475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.5395       0.460475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.5395       0.460475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.5395       0.460474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.5395       0.460474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.5395       0.460474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.5395       0.460473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.4937       0.460473       0.458041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        98.7953       0.460474       0.744254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        97.9663       0.460475        1.57320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        97.1374       0.460475        2.40215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        96.3229       0.460476        3.21667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        94.7701       0.284544        4.62039       0.324949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        92.7788                 NaN   6.37074       0.850507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        91.9804                 NaN   7.16910       0.850508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        91.2152                 NaN   7.93430       0.850510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        90.4500                 NaN   8.69951       0.850512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        89.6848                 NaN   9.46472       0.850514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        88.9196                 NaN   10.2299       0.850515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        88.1633                 NaN   10.9862       0.850517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        87.4071                 NaN   11.7424       0.850519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        86.6790                 NaN   12.4611       0.850520       0.937963E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        85.9253                 NaN   13.1976       0.850522       0.265908E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        85.1879                 NaN   13.9182       0.850524       0.433627E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        84.4506                 NaN   14.6388       0.850526       0.601347E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        83.7132                 NaN   15.3594       0.850527       0.769067E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        82.9758                 NaN   16.0800       0.850529       0.936789E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        82.2666                 NaN   16.7734       0.850531       0.109440                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        81.5574                 NaN   17.4669       0.850532       0.125202                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        80.8482                 NaN   18.1603       0.850534       0.140964                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        80.1390                 NaN   18.8538       0.850536       0.156726                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        79.4297                 NaN   19.5472       0.850538       0.172488                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        78.7205                 NaN   20.2407       0.850539       0.188250                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        78.0113                 NaN   20.9342       0.850541       0.204012                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        77.3021                 NaN   21.6276       0.850543       0.219774                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        76.6273                 NaN   22.2879       0.850545       0.234304                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        75.9525                 NaN   22.9481       0.850547       0.248834                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        75.2777                 NaN   23.6084       0.850548       0.263365                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        74.6029                 NaN   24.2686       0.850550       0.277895                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        73.9281                 NaN   24.9289       0.850552       0.292425                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        73.2533                 NaN   25.5892       0.850554       0.306956                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        72.5785                 NaN   26.2494       0.850556       0.321487                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        71.9037                 NaN   26.9097       0.850557       0.336017                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        71.2583                 NaN   27.5418       0.850559       0.349396                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        70.6129                 NaN   28.1738       0.850561       0.362774                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        69.9674                 NaN   28.8059       0.850563       0.376152                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        69.3220                 NaN   29.4379       0.850565       0.389531                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        68.6766                 NaN   30.0700       0.850567       0.402909                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        68.0311                 NaN   30.7020       0.850568       0.416288                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        67.3857                 NaN   31.3341       0.850570       0.429667                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        66.7402                 NaN   31.9662       0.850572       0.443045                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        66.1254                 NaN   32.5685       0.850574       0.455442                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        65.5107                 NaN   33.1709       0.850576       0.467839                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        64.8959                 NaN   33.7733       0.850578       0.480236                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        64.2811                 NaN   34.3757       0.850579       0.492633                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        63.6663                 NaN   34.9781       0.850581       0.505030                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        63.0515                 NaN   35.5805       0.850583       0.517427                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        62.4367                 NaN   36.1829       0.850585       0.529824                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        61.8219                 NaN   36.7852       0.850587       0.542221                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        61.2496                 NaN   37.3461       0.850589       0.553718                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        60.6773                 NaN   37.9069       0.850590       0.565216                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        60.1050                 NaN   38.4677       0.850592       0.576713                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        59.5326                 NaN   39.0286       0.850594       0.588211                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        58.9603                 NaN   39.5894       0.850596       0.599708                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        58.3879                 NaN   40.1503       0.850597       0.611206                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        57.8156                 NaN   40.7111       0.850599       0.622703                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        57.2433                 NaN   41.2719       0.850601       0.634201                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        56.7082                 NaN   41.7964       0.850602       0.644810                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        56.1730                 NaN   42.3209       0.850604       0.655418                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        55.6379                 NaN   42.8454       0.850606       0.666027                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        55.1028                 NaN   43.3699       0.850608       0.676636                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        54.5677                 NaN   43.8945       0.850609       0.687245                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        54.0326                 NaN   44.4190       0.850611       0.697854                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        53.4975                 NaN   44.9435       0.850613       0.708463                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        52.9623                 NaN   45.4680       0.850614       0.719072                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        52.4741                 NaN   45.9462       0.850616       0.729032                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        51.9859                 NaN   46.4245       0.850617       0.738993                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        51.4977                 NaN   46.9027       0.850619       0.748953                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        51.0095                 NaN   47.3810       0.850620       0.758913                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        50.5212                 NaN   47.8593       0.850622       0.768873                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        50.0330                 NaN   48.3375       0.850624       0.778833                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        49.5448                 NaN   48.8158       0.850625       0.788793                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        49.0566                 NaN   49.2941       0.850627       0.798754                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        48.6173                 NaN   49.7238       0.850628       0.808235                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        48.1780                 NaN   50.1536       0.850629       0.817717                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        47.7388                 NaN   50.5834       0.850631       0.827199                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        47.2995                 NaN   51.0132       0.850632       0.836680                 NaN            NaN            NaN            NaN            NaN            NaN
