|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.75/YM20/YM20_3.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1576.92        500.000       0.653855E-002   99.2380       0.755495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.47        500.000                 NaN   99.2516       0.748388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.03        500.000                 NaN   99.2583       0.741680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.58        500.000                 NaN   99.2659       0.734129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.14        500.000                 NaN   99.2690       0.727623       0.338884E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1569.69        500.000                 NaN   99.2783       0.719403       0.225901E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1568.24        500.000                 NaN   99.2843       0.714219       0.143829E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1566.80        500.000                 NaN   99.2903       0.687167       0.225163E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1565.35        500.000                 NaN   99.3017       0.666516       0.317566E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000                 NaN   99.3050       0.659733       0.352639E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1562.46        500.000                 NaN   99.3114       0.656019       0.326295E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1561.01        500.000                 NaN   99.3166       0.652424       0.309297E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1559.57        500.000                 NaN   99.2684       0.703134       0.284277E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1558.12        500.000                 NaN   99.9314       0.665016E-001  0.207518E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        500.000                 NaN   98.7838        1.16328       0.529054E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1555.23        500.000                 NaN   99.3397       0.632878       0.274193E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1553.79        500.000                 NaN   99.3448       0.628850       0.263515E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1552.34        500.000                 NaN   99.3508       0.623375       0.258703E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1550.89        500.000                 NaN   99.3559       0.619680       0.244345E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1549.45        500.000                 NaN   99.3608       0.614525       0.246713E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.00        500.000                 NaN   99.3669       0.610200       0.229179E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1546.56        500.000                 NaN   99.3707       0.607994       0.213045E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.11        500.000                 NaN   99.3767       0.602162       0.211659E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1543.66        500.000                 NaN   99.3820       0.597043       0.209575E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1542.22        500.000                 NaN   99.3833       0.595899       0.207956E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1540.77        500.000                 NaN   99.3940       0.586515       0.194558E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1539.33        500.000                 NaN   99.3960       0.587070       0.169172E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1537.88        500.000                 NaN   99.4005       0.582061       0.174413E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1536.43        500.000                 NaN   99.3662       0.616922       0.168341E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1534.99        500.000                 NaN   99.4523       0.532243       0.154732E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1533.54        500.000                 NaN   99.4067       0.579267       0.139842E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1532.10        500.000                 NaN   99.4180       0.568905       0.130834E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.65        500.000                 NaN   99.4211       0.566001       0.128523E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1529.20        500.000                 NaN   99.4266       0.561373       0.119902E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1527.76        500.000                 NaN   99.4283       0.561720       0.996687E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1526.31        500.000                 NaN   99.4303       0.559936       0.980023E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1524.87        500.000                 NaN   99.4415       0.549528       0.894495E-002            NaN            NaN            NaN            NaN            NaN            NaN
