|6.6.6
Archiving\03_Data\frac/QFM_m4.75/Y98/Y98_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1538.85        2500.00        99.0874                 NaN            NaN            NaN            NaN  0.769643E-001  0.784585       0.510539E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.8873                 NaN            NaN            NaN            NaN  0.356980E-002  0.432972E-001   1.06586                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.8631                 NaN            NaN            NaN            NaN            NaN  0.596766E-003   1.13635                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.8682                 NaN            NaN            NaN            NaN  0.121075E-005            NaN   1.13182                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.8701                 NaN            NaN            NaN            NaN            NaN            NaN   1.12988                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.8712                 NaN            NaN            NaN            NaN            NaN            NaN   1.12884                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.8680                 NaN            NaN            NaN            NaN            NaN            NaN   1.13197                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.8681                 NaN            NaN            NaN            NaN            NaN            NaN   1.13186                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.8643                 NaN            NaN            NaN            NaN            NaN            NaN   1.13573                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.8598                 NaN            NaN            NaN            NaN            NaN            NaN   1.14016                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.8521                 NaN            NaN            NaN            NaN            NaN            NaN   1.14789                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.8407                 NaN            NaN            NaN            NaN            NaN            NaN   1.15926                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8238                 NaN            NaN            NaN            NaN            NaN            NaN   1.17625                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.7909                 NaN            NaN            NaN            NaN            NaN            NaN   1.20913                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.7640                 NaN            NaN            NaN            NaN            NaN            NaN   1.23599                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.5819                 NaN            NaN            NaN            NaN            NaN            NaN   1.11428       0.303790                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.1322                 NaN            NaN            NaN            NaN            NaN            NaN  0.511242        1.35652                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.1610                 NaN            NaN            NaN            NaN            NaN            NaN  0.504735        1.33428                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.1543                 NaN            NaN  0.803119E-002            NaN            NaN            NaN   1.36213       0.475491                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.0432                 NaN            NaN  0.381347E-001            NaN            NaN            NaN   1.52867       0.389983                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.0928                 NaN            NaN  0.362281E-001            NaN            NaN            NaN  0.393730        1.47719                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.1344                 NaN            NaN  0.352654E-001            NaN            NaN            NaN   1.44174       0.388584                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.1587                 NaN            NaN  0.343669E-001            NaN            NaN            NaN   1.41562       0.391336                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.1912                 NaN            NaN  0.333226E-001            NaN            NaN            NaN   1.38493       0.390563                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.2222                 NaN            NaN  0.322033E-001            NaN            NaN            NaN   1.35592       0.389630                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.2517                 NaN            NaN  0.312038E-001            NaN            NaN            NaN  0.387645        1.32942                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.2802                 NaN            NaN  0.301747E-001            NaN            NaN            NaN   1.30328       0.386318                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.3076                 NaN            NaN  0.292347E-001            NaN            NaN            NaN   1.27799       0.385163                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.3339                 NaN            NaN  0.282526E-001            NaN            NaN            NaN  0.381346        1.25653                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3598                 NaN            NaN  0.273918E-001            NaN            NaN            NaN  0.379718        1.23313                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3847                 NaN            NaN  0.265473E-001            NaN            NaN            NaN   1.21152       0.377262                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4013                 NaN            NaN  0.257591E-001            NaN            NaN            NaN   1.19567       0.377291                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4355                 NaN            NaN  0.246717E-001            NaN            NaN            NaN  0.368852        1.17094                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4521                 NaN            NaN  0.240210E-001            NaN            NaN            NaN   1.15602       0.367808                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4726                 NaN            NaN  0.231548E-001            NaN            NaN            NaN  0.363344        1.14093                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        94.0788                 NaN            NaN  0.147207                 NaN            NaN            NaN   1.69813        2.11193                 NaN   1.96397                 NaN            NaN            NaN
  1448.62        2500.00        93.4554                 NaN            NaN  0.164469                 NaN            NaN            NaN   1.88851        2.19644                 NaN   2.29516                 NaN            NaN            NaN
  1446.12        2500.00        93.9428                 NaN            NaN  0.150738                 NaN            NaN            NaN   2.04512        1.73512                 NaN   2.12619                 NaN            NaN            NaN
  1443.61        2500.00        94.3683                 NaN            NaN  0.138654                 NaN            NaN            NaN   1.90962        1.60571                 NaN   1.97769                 NaN            NaN            NaN
  1441.10        2500.00        94.7473                 NaN            NaN  0.128019                 NaN            NaN            NaN   1.49201        1.78670                 NaN   1.84601                 NaN            NaN            NaN
  1438.60        2500.00        95.0649                 NaN            NaN  0.119208                 NaN            NaN            NaN   1.39056        1.68920                 NaN   1.73612                 NaN            NaN            NaN
  1436.09        2500.00        95.3076                 NaN            NaN  0.113468                 NaN            NaN            NaN   1.32376        1.59960                 NaN   1.65559                 NaN            NaN            NaN
  1433.58        2500.00        95.7090                 NaN            NaN  0.100527                 NaN            NaN            NaN   1.47700        1.20686                 NaN   1.50663                 NaN            NaN            NaN
  1431.08        2500.00        95.8659                 NaN            NaN  0.958491E-001            NaN            NaN            NaN   1.42489        1.15935                 NaN   1.45403                 NaN            NaN            NaN
  1428.57        2500.00        96.0828                 NaN            NaN  0.897597E-001            NaN            NaN            NaN   1.35357        1.09583                 NaN   1.37805                 NaN            NaN            NaN
  1426.07        2500.00        96.2779                 NaN            NaN  0.840876E-001            NaN            NaN            NaN   1.28903        1.03935                 NaN   1.30966                 NaN            NaN            NaN
  1423.56        2500.00        96.4564                 NaN            NaN  0.789234E-001            NaN            NaN            NaN  0.988660        1.22923                 NaN   1.24682                 NaN            NaN            NaN
  1421.05        2500.00        96.6201                 NaN            NaN  0.742311E-001            NaN            NaN            NaN  0.942328        1.17428                 NaN   1.18907                 NaN            NaN            NaN
  1418.55        2500.00        96.7728                 NaN            NaN  0.698637E-001            NaN            NaN            NaN   1.12219       0.900222                 NaN   1.13492                 NaN            NaN            NaN
  1416.04        2500.00        96.9095                 NaN            NaN  0.657604E-001            NaN            NaN            NaN   1.07663       0.861821                 NaN   1.08629                 NaN            NaN            NaN
  1413.53        2500.00        97.0384                 NaN            NaN  0.620685E-001            NaN            NaN            NaN  0.826503        1.03254                 NaN   1.04044                 NaN            NaN            NaN
  1411.03        2500.00        97.1580                 NaN            NaN  0.584632E-001            NaN            NaN            NaN  0.991328       0.794212                 NaN  0.997999                 NaN            NaN            NaN
  1408.52        2500.00        97.2685                 NaN            NaN  0.551316E-001            NaN            NaN            NaN  0.765195       0.952696                 NaN  0.958518                 NaN            NaN            NaN
  1406.02        2500.00        97.3713                 NaN            NaN  0.520395E-001            NaN            NaN            NaN  0.917606       0.737295                 NaN  0.921733                 NaN            NaN            NaN
  1403.51        2500.00        97.4668                 NaN            NaN  0.491568E-001            NaN            NaN            NaN  0.884336       0.712298                 NaN  0.887459                 NaN            NaN            NaN
  1401.00        2500.00        97.5586                 NaN            NaN  0.463127E-001            NaN            NaN            NaN  0.851252       0.689362                 NaN  0.854452                 NaN            NaN            NaN
  1398.50        2500.00        97.6425                 NaN            NaN  0.437307E-001            NaN            NaN            NaN  0.821429       0.667986                 NaN  0.824345                 NaN            NaN            NaN
  1395.99        2500.00        97.7215                 NaN            NaN  0.412247E-001            NaN            NaN            NaN  0.792891       0.648840                 NaN  0.795585                 NaN            NaN            NaN
  1393.48        2500.00        97.7962                 NaN            NaN  0.388464E-001            NaN            NaN            NaN  0.765412       0.630965                 NaN  0.768613                 NaN            NaN            NaN
  1390.98        2500.00        97.8665                 NaN            NaN  0.366248E-001            NaN            NaN            NaN  0.613840       0.739866                 NaN  0.743123                 NaN            NaN            NaN
  1388.47        2500.00        97.9328                 NaN            NaN  0.344700E-001            NaN            NaN            NaN  0.715084       0.598636                 NaN  0.719012                 NaN            NaN            NaN
  1385.96        2500.00        97.9945                 NaN            NaN  0.324060E-001            NaN            NaN            NaN  0.584171       0.692480                 NaN  0.696481                 NaN            NaN            NaN
  1383.46        2500.00        98.0540                 NaN            NaN  0.303308E-001            NaN            NaN            NaN  0.572211       0.668801                 NaN  0.674671                 NaN            NaN            NaN
  1380.95        2500.00        98.1100                 NaN            NaN  0.284687E-001            NaN            NaN            NaN  0.647385       0.560115                 NaN  0.654056                 NaN            NaN            NaN
  1378.45        2500.00        98.1630                 NaN            NaN  0.266489E-001            NaN            NaN            NaN  0.549383       0.626350                 NaN  0.634628                 NaN            NaN            NaN
  1375.94        2500.00        98.2125                 NaN            NaN  0.248645E-001            NaN            NaN            NaN  0.539705       0.606702                 NaN  0.616261                 NaN            NaN            NaN
  1373.43        2500.00        98.2592                 NaN            NaN  0.231823E-001            NaN            NaN            NaN  0.588410       0.530261                 NaN  0.598907                 NaN            NaN            NaN
  1370.93        2500.00        98.3044                 NaN            NaN  0.214183E-001            NaN            NaN            NaN  0.568956       0.523248                 NaN  0.582009                 NaN            NaN            NaN
  1368.42        2500.00        98.3474                 NaN            NaN  0.198599E-001            NaN            NaN            NaN  0.550072       0.516649                 NaN  0.566067                 NaN            NaN            NaN
  1365.91        2500.00        98.3873                 NaN            NaN  0.182768E-001            NaN            NaN            NaN  0.533105       0.510204                 NaN  0.551083                 NaN            NaN            NaN
  1363.41        2500.00        98.4258                 NaN            NaN  0.167759E-001            NaN            NaN            NaN  0.516168       0.504646                 NaN  0.536644                 NaN            NaN            NaN
  1360.90        2500.00        98.4618                 NaN            NaN  0.152695E-001            NaN            NaN            NaN  0.500943       0.499021                 NaN  0.523015                 NaN            NaN            NaN
  1358.40        2500.00        98.4965                 NaN            NaN  0.137866E-001            NaN            NaN            NaN  0.498273       0.481298                 NaN  0.510177                 NaN            NaN            NaN
  1355.89        2500.00        98.5297                 NaN            NaN  0.122573E-001            NaN            NaN            NaN  0.464263       0.496744                 NaN  0.497038                 NaN            NaN            NaN
  1353.38        2500.00        98.5595                 NaN            NaN  0.108355E-001            NaN            NaN            NaN  0.448339       0.495688                 NaN  0.485664                 NaN            NaN            NaN
  1350.88        2500.00        98.5896                 NaN            NaN  0.953788E-002            NaN            NaN            NaN  0.495096       0.431526                 NaN  0.474247                 NaN            NaN            NaN
  1348.37        2500.00        98.6171                 NaN            NaN  0.811656E-002            NaN            NaN            NaN  0.413244       0.497946                 NaN  0.463551                 NaN            NaN            NaN
  1345.86        2500.00        98.6432                 NaN            NaN  0.670080E-002            NaN            NaN            NaN  0.394743       0.502030                 NaN  0.453323                 NaN            NaN            NaN
  1343.36        2500.00        98.6681                 NaN            NaN  0.541585E-002            NaN            NaN            NaN  0.375825       0.507096                 NaN  0.443611                 NaN            NaN            NaN
  1340.85        2500.00        98.6913                 NaN            NaN  0.402080E-002            NaN            NaN            NaN  0.353596       0.516653                 NaN  0.434414                 NaN            NaN            NaN
  1338.35        2500.00        98.7133                 NaN            NaN  0.270527E-002            NaN            NaN            NaN  0.529486       0.328752                 NaN  0.425714                 NaN            NaN            NaN
  1335.84        2500.00        98.7341                 NaN            NaN  0.140337E-002            NaN            NaN            NaN  0.300120       0.546893                 NaN  0.417456                 NaN            NaN            NaN
  1333.33        2500.00        98.7534                 NaN            NaN  0.344989E-004            NaN            NaN            NaN  0.579632       0.257316                 NaN  0.409640                 NaN            NaN            NaN
  1330.83        2500.00        98.7708                 NaN            NaN  0.154368E-004            NaN            NaN            NaN  0.615402       0.209898                 NaN  0.403884                 NaN            NaN            NaN
  1328.32        2500.00        98.7870                 NaN            NaN            NaN            NaN            NaN            NaN  0.814455                 NaN            NaN  0.398535                 NaN            NaN            NaN
  1325.81        2500.00        98.8054                 NaN            NaN            NaN            NaN            NaN            NaN  0.802742                 NaN            NaN  0.391826                 NaN            NaN            NaN
  1323.31        2500.00        98.8214                 NaN            NaN            NaN            NaN            NaN            NaN  0.791654                 NaN            NaN  0.386907                 NaN            NaN            NaN
  1320.80        2500.00        98.8387                 NaN            NaN            NaN            NaN            NaN            NaN  0.780472                 NaN            NaN  0.380824                 NaN            NaN            NaN
  1318.30        2500.00        98.8546                 NaN            NaN            NaN            NaN            NaN            NaN  0.769436                 NaN            NaN  0.376009                 NaN            NaN            NaN
  1315.79        2500.00        98.8705                 NaN            NaN            NaN            NaN            NaN            NaN  0.758929                 NaN            NaN  0.370555                 NaN            NaN            NaN
  1313.28        2500.00        98.8852                 NaN            NaN            NaN            NaN            NaN            NaN  0.748445                 NaN            NaN  0.366403                 NaN            NaN            NaN
  1310.78        2500.00        98.9010                 NaN            NaN            NaN            NaN            NaN            NaN  0.738450                 NaN            NaN  0.360576                 NaN            NaN            NaN
  1308.27        2500.00        98.9162                 NaN            NaN            NaN            NaN            NaN            NaN  0.727842                 NaN            NaN  0.355910                 NaN            NaN            NaN
  1305.76        2500.00        98.8655                 NaN            NaN            NaN            NaN            NaN            NaN  0.711395                 NaN            NaN  0.376101       0.470103E-001            NaN            NaN
  1303.26        2500.00        98.8862                 NaN            NaN            NaN            NaN            NaN            NaN  0.698441                 NaN            NaN  0.368468       0.468635E-001            NaN            NaN
  1300.75        2500.00        81.0563                 NaN            NaN            NaN            NaN            NaN            NaN   4.38823                 NaN            NaN   2.57078       0.452826        11.5319                 NaN
  1298.25        2500.00        84.4711                 NaN            NaN            NaN            NaN            NaN            NaN   3.62096                 NaN            NaN   2.12423       0.369574        9.41409                 NaN
  1295.74        2500.00        87.0310                 NaN            NaN            NaN            NaN            NaN            NaN   3.04267                 NaN            NaN   1.78776       0.308263        7.83026                 NaN
  1293.23        2500.00        88.8374                 NaN            NaN            NaN            NaN            NaN            NaN   2.63767                 NaN            NaN   1.55344       0.262639        6.70886                 NaN
  1290.73        2500.00        90.2534                 NaN            NaN            NaN            NaN            NaN            NaN   2.31233                 NaN            NaN   1.36377       0.228943        5.84156                 NaN
  1288.22        2500.00        91.3476                 NaN            NaN            NaN            NaN            NaN            NaN   2.05879                 NaN            NaN   1.21505       0.203046        5.17549                 NaN
  1285.71        2500.00        92.2211                 NaN            NaN            NaN            NaN            NaN            NaN   1.85857                 NaN            NaN   1.09958       0.180381        4.64041                 NaN
  1283.21        2500.00        92.9551                 NaN            NaN            NaN            NaN            NaN            NaN   1.68567                 NaN            NaN  0.996627       0.163195        4.19943                 NaN
  1280.70        2500.00        93.5470                 NaN            NaN            NaN            NaN            NaN            NaN   1.55035                 NaN            NaN  0.916570       0.147409        3.83866                 NaN
  1278.20        2500.00        94.0669                 NaN            NaN            NaN            NaN            NaN            NaN   1.42829                 NaN            NaN  0.843458       0.134369        3.52702                 NaN
  1275.69        2500.00        94.5161                 NaN            NaN            NaN            NaN            NaN            NaN   1.32168                 NaN            NaN  0.780076       0.122871        3.25924                 NaN
  1273.18        2500.00        94.9062                 NaN            NaN            NaN            NaN            NaN            NaN   1.23115                 NaN            NaN  0.725219       0.112368        3.02506                 NaN
  1270.68        2500.00        95.2414                 NaN            NaN            NaN            NaN            NaN            NaN   1.15400                 NaN            NaN  0.677397       0.103144        2.82401                 NaN
  1268.17        2500.00        95.5498                 NaN            NaN            NaN            NaN            NaN            NaN   1.08019                 NaN            NaN  0.632293       0.951335E-001   2.64258                 NaN
  1265.66        2500.00        95.8283                 NaN            NaN            NaN            NaN            NaN            NaN   1.01378                 NaN            NaN  0.591442       0.876799E-001   2.47878                 NaN
  1263.16        2500.00        96.0737                 NaN            NaN            NaN            NaN            NaN            NaN  0.956044                 NaN            NaN  0.554832       0.810761E-001   2.33436                 NaN
  1260.65        2500.00        96.2915                 NaN            NaN            NaN            NaN            NaN            NaN  0.904493                 NaN            NaN  0.522852       0.749443E-001   2.20618                 NaN
  1258.15        2500.00        96.3998                 NaN            NaN            NaN            NaN            NaN            NaN  0.786815                 NaN            NaN  0.531747       0.697835E-001   2.21189                 NaN
  1255.64        2500.00        70.6382                 NaN            NaN            NaN            NaN            NaN            NaN   2.91838                 NaN            NaN   2.85442       0.363271        14.0942        9.13153     
  1253.13        2500.00        96.0789                 NaN            NaN            NaN            NaN            NaN            NaN   2.67538                 NaN            NaN  0.565050                 NaN  0.680674                 NaN
  1250.63        2500.00        46.5237                 NaN            NaN            NaN            NaN            NaN            NaN   7.30693                 NaN            NaN   5.05815       0.370776        22.9799        17.7606     
  1248.12        2500.00        95.2440                 NaN            NaN            NaN            NaN            NaN            NaN  0.592632                 NaN            NaN  0.238846       0.693698E-001   2.63650        1.21870     
  1245.61        2500.00        98.7857                 NaN            NaN            NaN            NaN            NaN            NaN  0.812982                 NaN            NaN  0.335542                 NaN  0.658043E-001            NaN
  1243.11        2500.00        80.0091                 NaN            NaN            NaN            NaN            NaN            NaN   2.39632                 NaN            NaN   1.70945       0.154633        8.93551        6.79501     
  1240.60        2500.00        86.8539                 NaN            NaN            NaN            NaN            NaN            NaN   1.07382       0.891405                 NaN   1.24102       0.869993E-001   5.81267        4.04021     
  1238.10        2500.00        79.6005                 NaN            NaN            NaN            NaN            NaN            NaN   3.62368       0.634026E-005            NaN   2.20357       0.638126E-001   8.18982        6.31858     
  1235.59        2500.00        80.5155                 NaN            NaN            NaN            NaN            NaN            NaN   2.88160                 NaN            NaN   1.88408       0.103220        8.39270        6.22293     
  1233.08        2500.00        76.5052                 NaN            NaN            NaN            NaN            NaN            NaN   1.19034        1.74427                 NaN   2.06629       0.151342        10.5615        7.78113     
  1230.58        2500.00        48.4332                 NaN            NaN            NaN            NaN   1.52210                 NaN  0.152478E-005   1.94164                 NaN   3.65487       0.431115        25.1914        18.8257     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN   2.85046                 NaN  0.159399E-005   9.35785                 NaN   8.86377       0.756489        46.1742        31.9972     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN   2.86003                 NaN  0.159392E-005   9.34234                 NaN   8.86386       0.756575        46.1741        32.0031     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.87796        8.52717                 NaN   9.17032       0.592343        44.9394        30.8928     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN   2.94132                 NaN   9.22299                 NaN            NaN   8.86904       0.756985        46.1650        32.0447     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN   2.94864                 NaN   9.21261                 NaN            NaN   8.86361       0.756933        46.1676        32.0506     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN   2.94960                 NaN   9.21121                 NaN            NaN   8.86964       0.756180        46.1610        32.0524     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN   2.95903                 NaN   9.19619                 NaN            NaN   8.86924       0.756425        46.1607        32.0584     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN   2.96814                 NaN   9.18239                 NaN            NaN   8.86890       0.756573        46.1595        32.0645     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN   2.97734                 NaN   9.16791                 NaN            NaN   8.86851       0.756784        46.1589        32.0705     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN   2.98648                 NaN   9.15365                 NaN            NaN   8.86810       0.756991        46.1583        32.0765     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN   2.99549                 NaN   9.13978                 NaN            NaN   8.86775       0.757162        46.1573        32.0825     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN   3.00435                 NaN   9.12625                 NaN            NaN   8.86745       0.757308        46.1562        32.0884     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN   3.01364                 NaN   9.11192                 NaN            NaN   8.86688       0.757565        46.1554        32.0946     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN   3.02197                 NaN   9.09935                 NaN            NaN   8.86677       0.757628        46.1540        32.1003     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN   3.03008                 NaN   9.08703                 NaN            NaN   8.86676       0.757667        46.1526        32.1059     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN   3.03811                 NaN   9.07491                 NaN            NaN   8.86677       0.757693        46.1511        32.1114     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN   3.04707                 NaN   9.06123                 NaN            NaN   8.86619       0.757939        46.1501        32.1175     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN   3.05530                 NaN   9.04878                 NaN            NaN   8.86600       0.758041        46.1487        32.1232     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN   3.06348                 NaN   9.03640                 NaN            NaN   8.86581       0.758144        46.1473        32.1288     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN   3.07151                 NaN   9.02434                 NaN            NaN   8.86568       0.758221        46.1458        32.1344     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN   3.07948                 NaN   9.01234                 NaN            NaN   8.86554       0.758304        46.1443        32.1400     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   3.08736                 NaN   9.00051                 NaN            NaN   8.86542       0.758377        46.1428        32.1455     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.55332        9.06885                 NaN   9.45216       0.528755        44.4308        30.9661     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.61932        9.00375       0.105115E-005   9.45400       0.527720        44.4272        30.9680     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.68399        8.94320                 NaN   9.46012       0.526566        44.4157        30.9704     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.74882        8.88256                 NaN   9.46625       0.525398        44.4040        30.9729     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.81402        8.82158                 NaN   9.47240       0.524221        44.3923        30.9754     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.88009        8.75978                 NaN   9.47854       0.523036        44.3806        30.9779     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.94215        8.70207                 NaN   9.48470       0.521832        44.3688        30.9805     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.00317        8.64553                 NaN   9.49093       0.520606        44.3567        30.9830     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.06221        8.59103                 NaN   9.49715       0.519366        44.3446        30.9856     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.12150        8.53629                 NaN   9.50339       0.518119        44.3325        30.9882     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.17099        8.49160                 NaN   9.50968       0.516838        44.3201        30.9908     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.22885        8.43843                 NaN   9.51596       0.515560        44.3078        30.9934     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.28538        8.38669                 NaN   9.52223       0.514270        44.2953        30.9961     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.34119        8.33573                 NaN   9.52854       0.512965        44.2828        30.9987     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.39591        8.28586                 NaN   9.53486       0.511647        44.2703        31.0014     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.44335        8.24350                 NaN   9.54120       0.510308        44.2575        31.0041     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.50184        8.18997                 NaN   9.54754       0.508969        44.2449        31.0068     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.54500        8.15203                 NaN   9.55391       0.507600        44.2319        31.0096     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.59112        8.11120                 NaN   9.56035       0.506213        44.2188        31.0123     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.65457        8.05279                 NaN   9.56667       0.504855        44.2061        31.0150     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.70335        8.00935                 NaN   9.57308       0.503449        44.1930        31.0178     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.74979        7.96831                 NaN   9.57949       0.502040        44.1798        31.0206     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.79544        7.92812                 NaN   9.58589       0.500615        44.1666        31.0234     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.83964        7.88943                 NaN   9.59231       0.499182        44.1533        31.0262     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.86419        7.87071                 NaN   9.59873       0.497712        44.1396        31.0291     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.90507        7.83547                 NaN   9.60516       0.496255        44.1261        31.0319     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.93311        7.81333                 NaN   9.61161       0.494766        44.1123        31.0348     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.99534        7.75658                 NaN   9.61806       0.493309        44.0991        31.0376     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.03696        7.72074                 NaN   9.62455       0.491816        44.0854        31.0405     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.06759        7.69607                 NaN   9.63109       0.490282        44.0715        31.0435     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.11154        7.65789                 NaN   9.63749       0.488794        44.0579        31.0464     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.14588        7.62960                 NaN   9.64395       0.487265        44.0440        31.0493     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.17826        7.60333                 NaN   9.65045       0.485725        44.0299        31.0523     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.21192        7.57580                 NaN   9.65692       0.484178        44.0159        31.0553     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.23302        7.56109                 NaN   9.66348       0.482595        44.0015        31.0583     
