|6.6.6
Archiving\03_Data\eqLP/QFM_m1.25/EETA/EETA_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.2170       0.771928       0.110792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.2169       0.771998       0.110792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.2169       0.772068       0.110792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.2168       0.772138       0.110792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.2167       0.772208       0.110791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.2166       0.772279       0.110791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.2166       0.772349       0.110791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.2165       0.772419       0.110791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.2164       0.772490       0.110791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.2164       0.772560       0.110791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.2163       0.772631       0.110791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.2162       0.772701       0.110791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.2161       0.772772       0.110791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.2161       0.772842       0.110791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.2160       0.772913       0.110791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.2159       0.772983       0.110791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.2159       0.773054       0.110791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.2158       0.773125       0.110792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.2157       0.773195       0.110792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.2157       0.773266       0.110792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.2156       0.773337       0.110792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.2155       0.773408       0.110792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.2154       0.773478       0.110792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.2154       0.773549       0.110793E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.2153       0.773620       0.110793E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.2152       0.773691       0.110793E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.2152       0.773762       0.110794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.2151       0.773833       0.110794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.2150       0.773904       0.110794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.2149       0.773975       0.110795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.2149       0.774046       0.110795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.2148       0.774117       0.110795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.2147       0.774188       0.110796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.2147       0.774259       0.110796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.2146       0.774330       0.110797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.2145       0.774401       0.110797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.2144       0.774472       0.110798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.2144       0.774544       0.110798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.2143       0.774615       0.110799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.2142       0.774686       0.110799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.2142       0.774758       0.110800E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.2141       0.774829       0.110800E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.2140       0.774900       0.110801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.2139       0.774971       0.110802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.2139       0.775043       0.110802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.2138       0.775114       0.110803E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.2137       0.775186       0.110804E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.2137       0.775257       0.110804E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.2136       0.775329       0.110805E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.2135       0.775400       0.110806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        99.2134       0.775472       0.110807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        99.2134       0.775543       0.110807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        99.2133       0.775614       0.110808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        99.2132       0.775686       0.110809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        99.2132       0.775757       0.110810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        99.2131       0.775829       0.110811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        99.2130       0.775901       0.110812E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        99.2129       0.775972       0.110812E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.2129       0.776044       0.110813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.2128       0.776115       0.110814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        99.2127       0.776187       0.110815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        99.2127       0.776258       0.110816E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        99.2126       0.776330       0.110817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        99.2125       0.776402       0.110818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        99.2124       0.776474       0.110819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        99.2124       0.776545       0.110820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        99.2123       0.776617       0.110821E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        99.2122       0.776689       0.110822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        99.2122       0.776760       0.110823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        99.2121       0.776832       0.110824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        99.2120       0.776904       0.110825E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        99.2119       0.776976       0.110826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        99.2119       0.777048       0.110827E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        99.2118       0.777119       0.110829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        99.2117       0.777191       0.110830E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        99.2117       0.777263       0.110831E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
