|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/TAY13/TAY13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1531.33        500.000        98.9860                 NaN            NaN            NaN  0.594249E-002            NaN   1.00802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0021                 NaN            NaN            NaN  0.388983E-002            NaN  0.994058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0145                 NaN            NaN            NaN            NaN            NaN  0.985535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0259                 NaN            NaN            NaN  0.757073E-002            NaN  0.966516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0365                 NaN            NaN            NaN  0.119786E-003            NaN  0.963366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0484                 NaN            NaN            NaN  0.347502E-005            NaN  0.951629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.7780                 NaN            NaN            NaN  0.719110E-001            NaN   1.15011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.3647                 NaN            NaN            NaN            NaN            NaN  0.635299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0830                 NaN            NaN            NaN  0.116691E-005            NaN  0.917044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0967                 NaN            NaN            NaN            NaN            NaN  0.903294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1049                 NaN            NaN            NaN            NaN            NaN  0.895132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.2827                 NaN            NaN            NaN            NaN            NaN  0.717257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.9610                 NaN            NaN            NaN            NaN            NaN   1.03896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1351                 NaN            NaN            NaN            NaN            NaN  0.864893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1454                 NaN            NaN            NaN            NaN            NaN  0.854615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1541                 NaN            NaN            NaN            NaN            NaN  0.845917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1320                 NaN            NaN            NaN            NaN            NaN  0.678057       0.189975                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0414                 NaN            NaN            NaN            NaN            NaN  0.930344E-001  0.865556                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0403                 NaN            NaN            NaN            NaN            NaN  0.577431E-001  0.901997                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0480                 NaN            NaN            NaN            NaN            NaN  0.493581E-001  0.902647                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0538                 NaN            NaN            NaN            NaN            NaN  0.381129E-001  0.908122                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0609                 NaN            NaN            NaN            NaN            NaN  0.292543E-001  0.909892                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0667                 NaN            NaN            NaN            NaN            NaN  0.190960E-001  0.914232                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1018                 NaN            NaN            NaN            NaN            NaN  0.840844E-002  0.889746                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0436                 NaN            NaN            NaN            NaN            NaN  0.381981E-001  0.918171                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0767                 NaN            NaN            NaN            NaN            NaN  0.109083E-001  0.912388                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0886                 NaN            NaN            NaN            NaN            NaN            NaN  0.911412                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0871                 NaN            NaN            NaN            NaN            NaN            NaN  0.912853                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0891                 NaN            NaN            NaN            NaN            NaN            NaN  0.910885                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.0914                 NaN            NaN            NaN            NaN            NaN            NaN  0.908586                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.0896                 NaN            NaN            NaN            NaN            NaN            NaN  0.910357                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.0889                 NaN            NaN            NaN            NaN            NaN            NaN  0.911084                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.0844                 NaN            NaN            NaN            NaN            NaN            NaN  0.915553                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0779                 NaN            NaN            NaN            NaN            NaN            NaN  0.922096                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.7979                 NaN            NaN            NaN            NaN            NaN            NaN  0.500305       0.701839                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.6019                 NaN            NaN            NaN            NaN            NaN            NaN  0.523206       0.874845                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.6238                 NaN            NaN            NaN            NaN            NaN            NaN  0.513196       0.863011                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.6477                 NaN            NaN            NaN            NaN            NaN            NaN  0.848267       0.504035                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.6680                 NaN            NaN            NaN            NaN            NaN            NaN  0.835818       0.496206                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.6886                 NaN            NaN            NaN            NaN            NaN            NaN  0.823220       0.488198                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.7077                 NaN            NaN            NaN            NaN            NaN            NaN  0.479211       0.813056                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.7289                 NaN            NaN            NaN            NaN            NaN            NaN  0.470785       0.800306                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.7462                 NaN            NaN            NaN            NaN            NaN            NaN  0.789732       0.464040                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.7620                 NaN            NaN            NaN            NaN            NaN            NaN  0.456694       0.781278                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        96.7420                 NaN            NaN            NaN            NaN            NaN            NaN  0.963792        1.38062                 NaN  0.913603                 NaN            NaN            NaN
  1418.55        500.000        96.6528                 NaN            NaN            NaN            NaN            NaN            NaN  0.951285        1.42399                 NaN  0.971973                 NaN            NaN            NaN
  1416.04        500.000        96.7688                 NaN            NaN            NaN            NaN            NaN            NaN  0.917856        1.37448                 NaN  0.938899                 NaN            NaN            NaN
  1413.53        500.000        96.8750                 NaN            NaN            NaN            NaN            NaN            NaN   1.32808       0.888635                 NaN  0.908321                 NaN            NaN            NaN
  1411.03        500.000        96.9786                 NaN            NaN            NaN            NaN            NaN            NaN   1.28578       0.856716                 NaN  0.878857                 NaN            NaN            NaN
  1408.52        500.000        97.0753                 NaN            NaN            NaN            NaN            NaN            NaN  0.829797        1.24397                 NaN  0.850925                 NaN            NaN            NaN
  1406.02        500.000        97.1665                 NaN            NaN            NaN            NaN            NaN            NaN  0.803652        1.20517                 NaN  0.824708                 NaN            NaN            NaN
  1403.51        500.000        97.2552                 NaN            NaN            NaN            NaN            NaN            NaN  0.777846        1.16786                 NaN  0.799137                 NaN            NaN            NaN
  1401.00        500.000        97.3387                 NaN            NaN            NaN            NaN            NaN            NaN  0.753142        1.13329                 NaN  0.774870                 NaN            NaN            NaN
  1398.50        500.000        97.4166                 NaN            NaN            NaN            NaN            NaN            NaN  0.730925        1.10022                 NaN  0.752290                 NaN            NaN            NaN
  1395.99        500.000        97.4909                 NaN            NaN            NaN            NaN            NaN            NaN  0.707863        1.07053                 NaN  0.730711                 NaN            NaN            NaN
  1393.48        500.000        97.5659                 NaN            NaN            NaN            NaN            NaN            NaN   1.03872       0.686103                 NaN  0.709260                 NaN            NaN            NaN
  1390.98        500.000        97.6330                 NaN            NaN            NaN            NaN            NaN            NaN   1.01033       0.667326                 NaN  0.689337                 NaN            NaN            NaN
  1388.47        500.000        97.6971                 NaN            NaN            NaN            NaN            NaN            NaN  0.648492       0.983937                 NaN  0.670520                 NaN            NaN            NaN
  1385.96        500.000        97.7604                 NaN            NaN            NaN            NaN            NaN            NaN  0.957996       0.629652                 NaN  0.651971                 NaN            NaN            NaN
  1383.46        500.000        97.8207                 NaN            NaN            NaN            NaN            NaN            NaN  0.611769       0.933099                 NaN  0.634463                 NaN            NaN            NaN
  1380.95        500.000        97.8783                 NaN            NaN            NaN            NaN            NaN            NaN  0.594526       0.909845                 NaN  0.617365                 NaN            NaN            NaN
  1378.45        500.000        97.9329                 NaN            NaN            NaN            NaN            NaN            NaN  0.887377       0.578329                 NaN  0.601435                 NaN            NaN            NaN
  1375.94        500.000        97.9871                 NaN            NaN            NaN            NaN            NaN            NaN  0.864707       0.562943                 NaN  0.585263                 NaN            NaN            NaN
  1373.43        500.000        98.0360                 NaN            NaN            NaN            NaN            NaN            NaN  0.547507       0.845669                 NaN  0.570792                 NaN            NaN            NaN
  1370.93        500.000        98.0849                 NaN            NaN            NaN            NaN            NaN            NaN  0.825424       0.533263                 NaN  0.556434                 NaN            NaN            NaN
  1368.42        500.000        98.1305                 NaN            NaN            NaN            NaN            NaN            NaN  0.520210       0.806582                 NaN  0.542726                 NaN            NaN            NaN
  1365.91        500.000        98.1764                 NaN            NaN            NaN            NaN            NaN            NaN  0.787794       0.506669                 NaN  0.529161                 NaN            NaN            NaN
  1363.41        500.000        98.2201                 NaN            NaN            NaN            NaN            NaN            NaN  0.770785       0.492902                 NaN  0.516245                 NaN            NaN            NaN
  1360.90        500.000        98.2618                 NaN            NaN            NaN            NaN            NaN            NaN  0.480609       0.753852                 NaN  0.503779                 NaN            NaN            NaN
  1358.40        500.000        98.3011                 NaN            NaN            NaN            NaN            NaN            NaN  0.737954       0.468973                 NaN  0.491952                 NaN            NaN            NaN
  1355.89        500.000        98.3407                 NaN            NaN            NaN            NaN            NaN            NaN  0.457248       0.721966                 NaN  0.480079                 NaN            NaN            NaN
  1353.38        500.000        98.3780                 NaN            NaN            NaN            NaN            NaN            NaN  0.445376       0.707712                 NaN  0.468885                 NaN            NaN            NaN
  1350.88        500.000        98.4140                 NaN            NaN            NaN            NaN            NaN            NaN  0.692989       0.434970                 NaN  0.458079                 NaN            NaN            NaN
  1348.37        500.000        98.4488                 NaN            NaN            NaN            NaN            NaN            NaN  0.423771       0.679743                 NaN  0.447651                 NaN            NaN            NaN
  1345.86        500.000        98.4827                 NaN            NaN            NaN            NaN            NaN            NaN  0.665983       0.413937                 NaN  0.437346                 NaN            NaN            NaN
  1343.36        500.000        98.5152                 NaN            NaN            NaN            NaN            NaN            NaN  0.404570       0.652662                 NaN  0.427559                 NaN            NaN            NaN
  1340.85        500.000        98.5475                 NaN            NaN            NaN            NaN            NaN            NaN  0.640389       0.394266                 NaN  0.417885                 NaN            NaN            NaN
  1338.35        500.000        98.5785                 NaN            NaN            NaN            NaN            NaN            NaN  0.384737       0.628186                 NaN  0.408551                 NaN            NaN            NaN
  1335.84        500.000        98.6079                 NaN            NaN            NaN            NaN            NaN            NaN  0.376144       0.616334                 NaN  0.399596                 NaN            NaN            NaN
  1333.33        500.000        98.6372                 NaN            NaN            NaN            NaN            NaN            NaN  0.366587       0.605417                 NaN  0.390814                 NaN            NaN            NaN
  1330.83        500.000        98.6644                 NaN            NaN            NaN            NaN            NaN            NaN  0.594277       0.358868                 NaN  0.382449                 NaN            NaN            NaN
  1328.32        500.000        98.6917                 NaN            NaN            NaN            NaN            NaN            NaN  0.350119       0.583947                 NaN  0.374249                 NaN            NaN            NaN
  1325.81        500.000        98.7186                 NaN            NaN            NaN            NaN            NaN            NaN  0.342544       0.572832                 NaN  0.365988                 NaN            NaN            NaN
  1323.31        500.000        98.7432                 NaN            NaN            NaN            NaN            NaN            NaN  0.334725       0.563625                 NaN  0.358496                 NaN            NaN            NaN
  1320.80        500.000        98.7682                 NaN            NaN            NaN            NaN            NaN            NaN  0.327134       0.553707                 NaN  0.350919                 NaN            NaN            NaN
  1318.30        500.000        98.7923                 NaN            NaN            NaN            NaN            NaN            NaN  0.319667       0.544432                 NaN  0.343576                 NaN            NaN            NaN
  1315.79        500.000        98.8165                 NaN            NaN            NaN            NaN            NaN            NaN  0.312385       0.534861                 NaN  0.336279                 NaN            NaN            NaN
  1313.28        500.000        98.8391                 NaN            NaN            NaN            NaN            NaN            NaN  0.526179       0.305304                 NaN  0.329397                 NaN            NaN            NaN
  1310.78        500.000        98.8610                 NaN            NaN            NaN            NaN            NaN            NaN  0.298837       0.517515                 NaN  0.322674                 NaN            NaN            NaN
  1308.27        500.000        98.8831                 NaN            NaN            NaN            NaN            NaN            NaN  0.508998       0.291936                 NaN  0.315965                 NaN            NaN            NaN
  1305.76        500.000        98.9040                 NaN            NaN            NaN            NaN            NaN            NaN  0.500724       0.285679                 NaN  0.309647                 NaN            NaN            NaN
  1303.26        500.000        98.9232                 NaN            NaN            NaN            NaN            NaN            NaN  0.279595       0.493139                 NaN  0.304031                 NaN            NaN            NaN
  1300.75        500.000        98.9458                 NaN            NaN            NaN            NaN            NaN            NaN  0.484003       0.273522                 NaN  0.296642                 NaN            NaN            NaN
  1298.25        500.000        98.9641                 NaN            NaN            NaN            NaN            NaN            NaN  0.267424       0.477319                 NaN  0.291155                 NaN            NaN            NaN
  1295.74        500.000        98.9836                 NaN            NaN            NaN            NaN            NaN            NaN  0.469900       0.261087                 NaN  0.285458                 NaN            NaN            NaN
  1293.23        500.000        99.0018                 NaN            NaN            NaN            NaN            NaN            NaN  0.462359       0.256072                 NaN  0.279815                 NaN            NaN            NaN
  1290.73        500.000        83.3439                 NaN            NaN            NaN            NaN            NaN            NaN   3.23933        1.79293                 NaN   1.94622        9.67761                 NaN            NaN
  1288.22        500.000        81.9683                 NaN            NaN            NaN            NaN            NaN            NaN   3.42316        1.93749                 NaN   2.07858        10.5924                 NaN            NaN
  1285.71        500.000        84.9713                 NaN            NaN            NaN            NaN            NaN            NaN   1.64668        2.83780                 NaN   1.74567        8.79850                 NaN            NaN
  1283.21        500.000        87.1669                 NaN            NaN            NaN            NaN            NaN            NaN   1.43198        2.40804                 NaN   1.50042        7.49268                 NaN            NaN
  1280.70        500.000        88.8327                 NaN            NaN            NaN            NaN            NaN            NaN   1.26859        2.07965                 NaN   1.31291        6.50617                 NaN            NaN
  1278.20        500.000        90.1355                 NaN            NaN            NaN            NaN            NaN            NaN   1.14101        1.82182                 NaN   1.16529        5.73638                 NaN            NaN
  1275.69        500.000        91.1757                 NaN            NaN            NaN            NaN            NaN            NaN   1.03575        1.61744                 NaN   1.04664        5.12446                 NaN            NaN
  1273.18        500.000        92.0147                 NaN            NaN            NaN            NaN            NaN            NaN   1.45420       0.950710                 NaN  0.950494        4.62986                 NaN            NaN
  1270.68        500.000        92.7364                 NaN            NaN            NaN            NaN            NaN            NaN   1.30805       0.879389                 NaN  0.866421        4.20975                 NaN            NaN
  1268.17        500.000        93.3328                 NaN            NaN            NaN            NaN            NaN            NaN   1.19002       0.819120                 NaN  0.796853        3.86125                 NaN            NaN
  1265.66        500.000        93.8484                 NaN            NaN            NaN            NaN            NaN            NaN   1.08900       0.765180                 NaN  0.736178        3.56120                 NaN            NaN
  1263.16        500.000        94.2954                 NaN            NaN            NaN            NaN            NaN            NaN  0.722544       0.997246                 NaN  0.682886        3.30191                 NaN            NaN
  1260.65        500.000        94.6971                 NaN            NaN            NaN            NaN            NaN            NaN  0.917874       0.678704                 NaN  0.634631        3.07170                 NaN            NaN
  1258.15        500.000        95.0390                 NaN            NaN            NaN            NaN            NaN            NaN  0.638452       0.854826                 NaN  0.593811        2.87390                 NaN            NaN
  1255.64        500.000        95.3454                 NaN            NaN            NaN            NaN            NaN            NaN  0.607746       0.794979                 NaN  0.556407        2.69551                 NaN            NaN
  1253.13        500.000        95.6186                 NaN            NaN            NaN            NaN            NaN            NaN  0.745114       0.574271                 NaN  0.523018        2.53904                 NaN            NaN
  1250.63        500.000        95.8645                 NaN            NaN            NaN            NaN            NaN            NaN  0.542768       0.702349                 NaN  0.492747        2.39766                 NaN            NaN
  1248.12        500.000        96.0967                 NaN            NaN            NaN            NaN            NaN            NaN  0.681881       0.490716                 NaN  0.464575        2.26615                 NaN            NaN
  1245.61        500.000        96.3006                 NaN            NaN            NaN            NaN            NaN            NaN   1.11412                 NaN            NaN  0.437907        2.14733                 NaN            NaN
  1243.11        500.000        96.4802                 NaN            NaN            NaN            NaN            NaN            NaN   1.05912                 NaN            NaN  0.415926        2.04473                 NaN            NaN
  1240.60        500.000        96.6531                 NaN            NaN            NaN            NaN            NaN            NaN   1.00677                 NaN            NaN  0.394216        1.94594                 NaN            NaN
  1238.10        500.000        96.8095                 NaN            NaN            NaN            NaN            NaN            NaN  0.959842                 NaN            NaN  0.373738        1.85687                 NaN            NaN
  1235.59        500.000        96.9574                 NaN            NaN            NaN            NaN            NaN            NaN  0.914765                 NaN            NaN  0.355661        1.77215                 NaN            NaN
  1233.08        500.000        97.0917                 NaN            NaN            NaN            NaN            NaN            NaN  0.874289                 NaN            NaN  0.338105        1.69594                 NaN            NaN
  1230.58        500.000        97.2158                 NaN            NaN            NaN            NaN            NaN            NaN  0.837064                 NaN            NaN  0.322348        1.62477                 NaN            NaN
  1228.07        500.000        97.3327                 NaN            NaN            NaN            NaN            NaN            NaN  0.801967                 NaN            NaN  0.307014        1.55833                 NaN            NaN
  1225.56        500.000        97.4409                 NaN            NaN            NaN            NaN            NaN            NaN  0.769554                 NaN            NaN  0.293934        1.49560                 NaN            NaN
  1223.06        500.000        97.5419                 NaN            NaN            NaN            NaN            NaN            NaN  0.739621                 NaN            NaN  0.279704        1.43877                 NaN            NaN
  1220.55        500.000        97.6352                 NaN            NaN            NaN            NaN            NaN            NaN  0.712009                 NaN            NaN  0.268205        1.38461                 NaN            NaN
  1218.05        500.000        97.7227                 NaN            NaN            NaN            NaN            NaN            NaN  0.686302                 NaN            NaN  0.257148        1.33383                 NaN            NaN
  1215.54        500.000        97.8076                 NaN            NaN            NaN            NaN            NaN            NaN  0.661007                 NaN            NaN  0.245387        1.28602                 NaN            NaN
  1213.03        500.000        97.8852                 NaN            NaN            NaN            NaN            NaN            NaN  0.638965                 NaN            NaN  0.234198        1.24160                 NaN            NaN
  1210.53        500.000        97.9561                 NaN            NaN            NaN            NaN            NaN            NaN  0.617607                 NaN            NaN  0.226985        1.19930                 NaN            NaN
  1208.02        500.000        90.9023                 NaN            NaN            NaN            NaN            NaN            NaN   1.35633                 NaN            NaN  0.743483        3.68785        3.31003                 NaN
  1205.51        500.000        86.5823                 NaN            NaN            NaN            NaN            NaN            NaN   1.85314                 NaN            NaN   1.05826        5.18332        5.32300                 NaN
  1203.01        500.000        86.1305                 NaN            NaN            NaN            NaN            NaN            NaN  0.969873       0.923235                 NaN   1.08293        5.34720        5.54622                 NaN
  1200.50        500.000        87.1675                 NaN            NaN            NaN            NaN            NaN            NaN   1.87646                 NaN            NaN   1.02055        4.91795        5.01751                 NaN
  1197.99        500.000        85.6346                 NaN            NaN            NaN            NaN            NaN            NaN  0.236207        1.83396                 NaN   1.15254        5.49609        5.64656                 NaN
  1195.49        500.000        82.2266                 NaN            NaN            NaN  0.187671E-001            NaN            NaN   2.12959       0.259929                 NaN   1.41417        6.86894        7.08199                 NaN
  1192.98        500.000        77.5727                 NaN            NaN            NaN            NaN            NaN            NaN   3.06330                 NaN            NaN   1.71836        8.82297        8.72603       0.966175E-001
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.01213        2.51405       0.255270E-003   7.23570        40.8518        39.7990       0.587061     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4313                 NaN            NaN   7.27815        40.9140        39.7780       0.598484     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.99292        4.43324                 NaN   7.26548        40.9343        39.7763       0.597817     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0606       0.380782                 NaN   7.23907        40.9520        39.7780       0.589620     
  1180.45        500.000                 NaN            NaN            NaN            NaN  0.145507                 NaN            NaN   11.2325       0.352069E-004            NaN   7.22922        40.9786        39.8172       0.596837     
  1177.94        500.000                 NaN            NaN            NaN            NaN  0.201912                 NaN            NaN   11.1522       0.352435E-004            NaN   7.22743        40.9863        39.8326       0.599490     
  1175.44        500.000                 NaN            NaN            NaN            NaN  0.224003                 NaN            NaN   11.0768       0.343850E-004            NaN   7.25563        40.9937        39.8315       0.618409     
  1172.93        500.000                 NaN            NaN            NaN            NaN  0.279343                 NaN            NaN   10.9986       0.334762E-004            NaN   7.25331        41.0012        39.8467       0.620777     
  1170.43        500.000                 NaN            NaN            NaN            NaN  0.337528                 NaN            NaN   10.9162       0.327719E-004            NaN   7.25054        41.0097        39.8627       0.623385     
  1167.92        500.000                 NaN            NaN            NaN            NaN  0.389760                 NaN            NaN   10.8426       0.317211E-004            NaN   7.24831        41.0167        39.8771       0.625594     
  1165.41        500.000                 NaN            NaN            NaN            NaN  0.445638                 NaN            NaN   10.7635       0.309239E-004            NaN   7.24554        41.0248        39.8924       0.628105     
  1162.91        500.000                 NaN            NaN            NaN            NaN  0.500691                 NaN            NaN   10.6855       0.300956E-004            NaN   7.24274        41.0329        39.9075       0.630592     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.3725        1.10097                 NaN   7.32014        40.8407        39.7848       0.580856     
  1157.89        500.000                 NaN            NaN            NaN            NaN  0.608835                 NaN            NaN   10.5324       0.283958E-004            NaN   7.23700        41.0489        39.9373       0.635529     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.5533       0.927918                 NaN   7.32766        40.8273        39.7861       0.577697     
  1152.88        500.000                 NaN            NaN            NaN            NaN  0.710049                 NaN            NaN   10.3894       0.263615E-004            NaN   7.23162        41.0637        39.9652       0.640086     
  1150.38        500.000                 NaN            NaN            NaN            NaN  0.767410                 NaN            NaN   10.3076       0.257481E-004            NaN   7.22793        41.0732        39.9809       0.642944     
  1147.87        500.000                 NaN            NaN            NaN            NaN  0.818752                 NaN            NaN   10.2348       0.248667E-004            NaN   7.22486        41.0811        39.9950       0.645377     
  1145.36        500.000                 NaN            NaN            NaN            NaN  0.871852                 NaN            NaN   10.1592       0.240885E-004            NaN   7.22143        41.0898        40.0096       0.647999     
  1142.86        500.000                 NaN            NaN            NaN            NaN  0.917062                 NaN            NaN   10.0956       0.229978E-004            NaN   7.21895        41.0962        40.0221       0.650008     
  1140.35        500.000                 NaN            NaN            NaN            NaN  0.967660                 NaN            NaN   10.0237       0.221658E-004            NaN   7.21565        41.1044        40.0361       0.652500     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.18754        4.28642                 NaN   7.32827        40.8346        39.7849       0.578307     
  1135.34        500.000                 NaN            NaN            NaN            NaN   1.06397                 NaN            NaN   9.88697       0.203941E-004            NaN   7.20937        41.1199        40.0626       0.657205     
  1132.83        500.000                 NaN            NaN            NaN            NaN   1.11021                 NaN            NaN   9.82140       0.194881E-004            NaN   7.20634        41.1272        40.0754       0.659457     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.30486        8.92928        1.27431        7.35729        40.7783        39.7907       0.565289     
  1127.82        500.000                 NaN            NaN            NaN            NaN   1.19906                 NaN            NaN   9.69552       0.176725E-004            NaN   7.20049        41.1412        40.1000       0.663772     
  1125.31        500.000                 NaN            NaN            NaN            NaN   1.24499                 NaN            NaN   9.63017       0.168620E-004            NaN   7.19722        41.1489        40.1126       0.666113     
  1122.81        500.000                 NaN            NaN            NaN            NaN   1.29067                 NaN            NaN   9.56392       0.161330E-004            NaN   7.19336        41.1583        40.1250       0.668740     
  1120.30        500.000                 NaN            NaN            NaN            NaN   1.33241                 NaN            NaN   9.50480       0.152538E-004            NaN   7.19050        41.1649        40.1366       0.670797     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.04607        7.94382        1.52690        7.36781        40.7617        39.7924       0.561319     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.89997        5.60235       0.316431E-004   7.35770        40.7835        39.7899       0.566574     
  1112.78        500.000                 NaN            NaN            NaN            NaN   1.45177                 NaN            NaN   9.33588       0.128177E-004            NaN   7.18228        41.1836        40.1697       0.676667     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.61026        5.90121       0.860705E-003   7.36642        40.7671        39.7916       0.562583     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.47248        6.04403       0.830621E-003   7.37082        40.7588        39.7925       0.560572     
  1105.26        500.000                 NaN            NaN            NaN            NaN  0.526709                 NaN            NaN   6.67053        4.06191                 NaN   7.30753        40.9026        39.9305       0.600286     
  1102.76        500.000                 NaN            NaN            NaN            NaN  0.576307                 NaN            NaN   6.66131        4.00116                 NaN   7.30478        40.9098        39.9442       0.602501     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.64702        5.90964                 NaN   7.39888        40.6987        39.7990       0.546720     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5795                 NaN            NaN   7.41658        40.6637        39.8023       0.537933     
  1095.24        500.000                 NaN            NaN            NaN            NaN  0.722898                 NaN            NaN   6.65530        3.80030                 NaN   7.29626        40.9314        39.9847       0.609154     
  1092.73        500.000                 NaN            NaN            NaN            NaN  0.770928                 NaN            NaN   6.65499        3.73277                 NaN   7.29334        40.9386        39.9980       0.611375     
  1090.23        500.000                 NaN            NaN            NaN            NaN  0.818482                 NaN            NaN   6.65166        3.66887                 NaN   7.29037        40.9458        40.0112       0.613603     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.49845        5.10473                 NaN   7.43571        40.6265        39.8063       0.528384     
  1085.21        500.000                 NaN            NaN            NaN            NaN  0.913034                 NaN            NaN   6.66383        3.52299                 NaN   7.28427        40.9605        40.0373       0.618096     
  1082.71        500.000                 NaN            NaN            NaN            NaN  0.959775                 NaN            NaN   6.67143        3.44922                 NaN   7.28115        40.9678        40.0502       0.620354     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.78568        4.16004        3.65884        7.43885        40.6229        39.8068       0.526874     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.37511        7.23773                 NaN   7.44401        40.6104        39.8082       0.524562     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.82553        7.79624                 NaN   7.45208        40.5959        39.8094       0.520861     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.00449        7.60129       0.212573E-003   7.44338        40.6178        39.8074       0.525411     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.28566        8.34899                 NaN   7.46198        40.5761        39.8116       0.515710     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.04030        8.57506       0.336739E-004   7.45249        40.6016        39.8093       0.521246     
