|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/TAY13/TAY13_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1165.41        500.000                 NaN            NaN            NaN            NaN  0.274098                 NaN            NaN   7.93315       0.224360E-004            NaN   7.00370        43.0824        41.3529       0.353729     
  1162.91        500.000                 NaN            NaN            NaN            NaN  0.307937                 NaN            NaN   7.87833       0.218401E-004            NaN   7.00075        43.0886        41.3693       0.355106     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.62776       0.816612                 NaN   7.07735        42.8965        41.2546       0.327170     
  1157.89        500.000                 NaN            NaN            NaN            NaN  0.374395                 NaN            NaN   7.77062       0.206161E-004            NaN   6.99473        43.1008        41.4015       0.357838     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.76301       0.687910                 NaN   7.08449        42.8799        41.2593       0.325363     
  1152.88        500.000                 NaN            NaN            NaN            NaN  0.436575                 NaN            NaN   7.67007       0.191476E-004            NaN   6.98908        43.1118        41.4320       0.360357     
  1150.38        500.000                 NaN            NaN            NaN            NaN  0.471808                 NaN            NaN   7.61251       0.187065E-004            NaN   6.98526        43.1195        41.4490       0.361942     
  1147.87        500.000                 NaN            NaN            NaN            NaN  0.503339                 NaN            NaN   7.56131       0.180703E-004            NaN   6.98207        43.1256        41.4644       0.363287     
  1145.36        500.000                 NaN            NaN            NaN            NaN  0.535945                 NaN            NaN   7.50807       0.175089E-004            NaN   6.97852        43.1325        41.4802       0.364739     
  1142.86        500.000                 NaN            NaN            NaN            NaN  0.563699                 NaN            NaN   7.46340       0.167199E-004            NaN   6.97592        43.1370        41.4941       0.365847     
  1140.35        500.000                 NaN            NaN            NaN            NaN  0.594759                 NaN            NaN   7.41280       0.161187E-004            NaN   6.97250        43.1434        41.5093       0.367226     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.32213        3.12114                 NaN   7.08442        42.8777        41.2690       0.325602     
  1135.34        500.000                 NaN            NaN            NaN            NaN  0.653867                 NaN            NaN   7.31665       0.148371E-004            NaN   6.96599        43.1552        41.5384       0.369826     
  1132.83        500.000                 NaN            NaN            NaN            NaN  0.682235                 NaN            NaN   7.27055       0.141813E-004            NaN   6.96285        43.1608        41.5525       0.371070     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.974706        6.55262       0.945852        7.11237        42.8154        41.2808       0.318237     
  1127.82        500.000                 NaN            NaN            NaN            NaN  0.736740                 NaN            NaN   7.18205       0.128659E-004            NaN   6.95678        43.1712        41.5798       0.373452     
  1125.31        500.000                 NaN            NaN            NaN            NaN  0.764910                 NaN            NaN   7.13608       0.122787E-004            NaN   6.95341        43.1771        41.5937       0.374745     
  1122.81        500.000                 NaN            NaN            NaN            NaN  0.792929                 NaN            NaN   7.08840       0.117507E-004            NaN   6.94952        43.1852        41.6077       0.376202     
  1120.30        500.000                 NaN            NaN            NaN            NaN  0.818515                 NaN            NaN   7.04686       0.111128E-004            NaN   6.94656        43.1901        41.6206       0.377336     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.52900        5.81868        1.13214        7.12214        42.7914        41.2907       0.315933     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.37844        4.08808       0.232859E-004   7.11225        42.8128        41.2895       0.318875     
  1112.78        500.000                 NaN            NaN            NaN            NaN  0.891669                 NaN            NaN   6.92822       0.934434E-005            NaN   6.93804        43.2036        41.6579       0.380569     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.16626        4.30818       0.633700E-003   7.12056        42.7930        41.2947       0.316603     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.06530        4.41345       0.611784E-003   7.12474        42.7831        41.2973       0.315458     
  1105.26        500.000                 NaN            NaN            NaN            NaN  0.323382                 NaN            NaN   4.95573        2.96642                 NaN   7.06180        42.9227        41.4323       0.337711     
  1102.76        500.000                 NaN            NaN            NaN            NaN  0.353808                 NaN            NaN   4.95040        2.92267                 NaN   7.05892        42.9280        41.4473       0.338935     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.13107        4.38285                 NaN   7.15177        42.7168        41.3098       0.307629     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.53366                 NaN            NaN   7.16890        42.6794        41.3154       0.302676     
  1095.24        500.000                 NaN            NaN            NaN            NaN  0.443709                 NaN            NaN   4.95031        2.77765                 NaN   7.05001        42.9441        41.4916       0.342612     
  1092.73        500.000                 NaN            NaN            NaN            NaN  0.473155                 NaN            NaN   4.95153        2.72884                 NaN   7.04697        42.9494        41.5062       0.343840     
  1090.23        500.000                 NaN            NaN            NaN            NaN  0.502305                 NaN            NaN   4.95054        2.68268                 NaN   7.04388        42.9549        41.5207       0.345071     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.80096        3.75305                 NaN   7.18713        42.6352        41.3264       0.297254     
  1085.21        500.000                 NaN            NaN            NaN            NaN  0.560252                 NaN            NaN   4.96242        2.57699                 NaN   7.03755        42.9659        41.5494       0.347553     
  1082.71        500.000                 NaN            NaN            NaN            NaN  0.588892                 NaN            NaN   4.96949        2.52350                 NaN   7.03432        42.9714        41.5636       0.348801     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.81637        3.04240        2.69627        7.18989        42.6272        41.3315       0.296364     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.20388        5.35827                 NaN   7.19485        42.6131        41.3349       0.295053     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.80883        5.76100                 NaN   7.20260        42.5967        41.3379       0.292960     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.98833        5.56769       0.157377E-003   7.19399        42.6176        41.3367       0.295501     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.40964        6.17134                 NaN   7.21204        42.5734        41.3435       0.290039     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.27767        6.28670       0.250564E-004   7.20264        42.5980        41.3418       0.293134     
  1065.16        500.000                 NaN            NaN            NaN            NaN  0.950577                 NaN            NaN   5.01661        1.86557                 NaN   6.97414        43.0936        41.7284       0.371091     
  1062.66        500.000                 NaN            NaN            NaN            NaN   1.06298                 NaN            NaN   5.99221       0.709964                 NaN   6.95529        43.1237        41.7797       0.376188     
  1060.15        500.000                 NaN            NaN            NaN            NaN   1.09840                 NaN            NaN   6.01637       0.626774                 NaN   6.94941        43.1342        41.7966       0.378226     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.57293        6.04392                 NaN   7.24335        42.5000        41.3595       0.280324     
  1055.14        500.000                 NaN            NaN            NaN            NaN   1.00820                 NaN            NaN   4.74456        2.04470                 NaN   6.96481        43.1031        41.7610       0.373605     
  1052.63        500.000                 NaN            NaN            NaN            NaN   1.20184                 NaN            NaN   6.08464       0.385993                 NaN   6.93195        43.1650        41.8463       0.384255     
  1050.13        500.000                 NaN            NaN            NaN            NaN   1.23533                 NaN            NaN   6.10571       0.309055                 NaN   6.92621        43.1751        41.8624       0.386227     
  1047.62        500.000                 NaN            NaN            NaN            NaN  0.952231                 NaN            NaN   5.10231        1.79301                 NaN   6.98251        43.0568        41.7454       0.367766     
  1045.11        500.000                 NaN            NaN            NaN            NaN   1.30060                 NaN            NaN   6.14384       0.162014                 NaN   6.91492        43.1945        41.8940       0.390092     
  1042.61        500.000                 NaN            NaN            NaN            NaN   1.24936                 NaN            NaN   5.93204       0.467605                 NaN   6.93013        43.1601        41.8756       0.385110     
  1040.10        500.000                 NaN            NaN            NaN            NaN   1.68952                 NaN            NaN   1.30974        4.10105       0.203755E-005   6.72349        43.7223        42.0015       0.452349     
  1037.59        500.000                 NaN            NaN            NaN            NaN   1.36509                 NaN            NaN   6.18615       0.854536E-004            NaN   6.89485        43.2322        41.9246       0.397001     
  1035.09        500.000                 NaN            NaN            NaN            NaN   1.37821                 NaN            NaN   6.16570       0.772561E-004            NaN   6.89362        43.2326        41.9324       0.397454     
  1032.58        500.000                 NaN            NaN            NaN            NaN   1.39105                 NaN            NaN   6.14573       0.708698E-004            NaN   6.89245        43.2328        41.9400       0.397889     
  1030.08        500.000                 NaN            NaN            NaN            NaN   1.40362                 NaN            NaN   6.12624       0.658578E-004            NaN   6.89133        43.2329        41.9475       0.398305     
  1027.57        500.000                 NaN            NaN            NaN            NaN   1.41593                 NaN            NaN   6.10720       0.619118E-004            NaN   6.89026        43.2329        41.9549       0.398703     
  1025.06        500.000                 NaN            NaN            NaN            NaN   1.28663                 NaN            NaN   3.68618        2.67636       0.207463E-003   6.93990        43.1186        41.9100       0.382158     
  1022.56        500.000                 NaN            NaN            NaN            NaN   1.28052                 NaN            NaN   3.23461        3.14626       0.222333E-004   6.94630        43.1013        41.9109       0.380057     
  1020.05        500.000                 NaN            NaN            NaN            NaN   1.28295                 NaN            NaN   6.38254                 NaN            NaN   6.94971        43.0908        41.9150       0.378949     
  1017.54        500.000                 NaN            NaN            NaN            NaN   1.28948                 NaN            NaN   6.37680                 NaN            NaN   6.95187        43.0828        41.9208       0.378266     
  1015.04        500.000                 NaN            NaN            NaN            NaN   1.29498                 NaN            NaN   6.37295                 NaN            NaN   6.95438        43.0741        41.9261       0.377467     
  1012.53        500.000                 NaN            NaN            NaN            NaN  0.885761                 NaN            NaN   6.12355       0.990514                 NaN   7.06675        42.8316        41.7625       0.339318     
  1010.03        500.000                 NaN            NaN            NaN            NaN   1.51486                 NaN            NaN   5.96751                 NaN            NaN   6.89071        43.2125        42.0156       0.398795     
  1007.52        500.000                 NaN            NaN            NaN            NaN   1.22506                 NaN            NaN   6.53134                 NaN            NaN   6.99457        42.9744        41.9105       0.364129     
  1005.01        500.000                 NaN            NaN            NaN            NaN   1.24657                 NaN            NaN   6.49636                 NaN            NaN   6.99121        42.9788        41.9218       0.365292     
  1002.51        500.000                 NaN            NaN            NaN            NaN   1.54389                 NaN            NaN   5.92558                 NaN            NaN   6.88983        43.2064        42.0351       0.399232     
  1000.00        500.000                 NaN            NaN            NaN            NaN   1.55386                 NaN            NaN   5.91098                 NaN            NaN   6.88940        43.2047        42.0416       0.399426     
